Accelerometer LUA^ accZ;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit LUA magneticX;Accelerometer LH accY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit BACK gyroZ
423.0;?;-215.0;796;111.0;366.0;-27;151;252;-355.0;-122.0
485.0;207.0;-232.0;794;117.0;?;?;210;250;-364.0;-153.0
?;189.0;-259.0;794;133.0;?;?;146;?;-369.0;-215.0
451.0;171.0;-287.0;791;151.0;370.0;-27;212;268;-376.0;-232.0
429.0;151.0;-325.0;793;?;353.0;-27;157;247;-382.0;?
?;130.0;-361.0;804;?;274.0;-27;-149;256;-389.0;-343.0
405.0;109.0;-390.0;801;201.0;?;-27;-208;243;-395.0;-392.0
377.0;87.0;-426.0;795;209.0;267.0;-27;-157;238;-400.0;-351.0
400.0;69.0;-456.0;801;214.0;216.0;-27;-191;246;-406.0;-351.0
398.0;55.0;-488.0;801;?;121.0;-27;-172;237;-405.0;-306.0
444.0;45.0;-510.0;803;215.0;?;-27;-180;246;?;-317.0
430.0;40.0;?;800;213.0;227.0;-27;-181;?;-408.0;?
411.0;39.0;-545.0;795;208.0;268.0;-27;-176;233;-409.0;-201.0
?;42.0;?;815;?;318.0;-27;-181;251;-410.0;-175.0
398.0;40.0;-577.0;814;196.0;330.0;-27;-178;250;?;?
?;?;?;796;195.0;314.0;-27;-179;247;-412.0;-154.0
416.0;54.0;-597.0;805;193.0;202.0;-27;-179;?;-410.0;-158.0
327.0;64.0;-604.0;806;189.0;172.0;-27;-179;244;-399.0;-198.0
329.0;68.0;-611.0;798;189.0;?;-27;-179;274;-384.0;-157.0
?;72.0;-612.0;803;186.0;?;-27;-179;?;?;-196.0
386.0;76.0;?;793;182.0;478.0;-27;-178;290;-363.0;-209.0
374.0;82.0;-622.0;811;185.0;?;-27;-178;303;-353.0;-218.0
330.0;82.0;-623.0;775;189.0;497.0;-28;-179;328;-346.0;-188.0
437.0;79.0;-621.0;735;200.0;731.0;-27;-178;449;-338.0;-209.0
486.0;70.0;-619.0;799;219.0;918.0;?;-178;286;-329.0;?
483.0;57.0;-615.0;?;235.0;1109.0;-26;-178;708;?;-336.0
493.0;41.0;-615.0;544;253.0;1057.0;-24;-178;400;-313.0;-301.0
443.0;21.0;-601.0;517;275.0;?;?;-178;879;-304.0;-248.0
477.0;-2.0;-587.0;843;299.0;1209.0;-25;-178;1468;-293.0;-182.0
381.0;-26.0;?;1614;327.0;?;-26;-178;-769;-282.0;-167.0
?;-50.0;-509.0;1032;349.0;1259.0;-26;-178;-467;-267.0;-120.0
392.0;-72.0;-475.0;551;366.0;1086.0;-25;-179;721;-250.0;-138.0
?;-94.0;-424.0;903;378.0;1107.0;-25;-179;88;-236.0;-135.0
218.0;-112.0;-364.0;770;389.0;1114.0;-25;?;?;-220.0;-53.0
176.0;-133.0;-289.0;?;391.0;1120.0;-25;-179;294;-206.0;-38.0
136.0;-151.0;-223.0;821;390.0;1089.0;-25;-179;217;-192.0;7.0
112.0;-170.0;?;?;389.0;1015.0;-25;-179;312;-182.0;51.0
142.0;-189.0;-105.0;?;379.0;934.0;-25;-179;226;-168.0;50.0
148.0;?;?;784;365.0;947.0;-25;-179;292;-155.0;90.0
209.0;-229.0;13.0;800;350.0;971.0;-25;-179;283;-141.0;83.0
213.0;-248.0;56.0;806;343.0;961.0;-25;-179;276;-125.0;7.0
194.0;-265.0;93.0;792;?;?;-25;-179;284;-113.0;26.0
?;-286.0;113.0;782;345.0;1012.0;-25;-179;284;-99.0;-13.0
222.0;-305.0;125.0;790;345.0;986.0;-25;-179;278;-83.0;-33.0
199.0;-325.0;?;801;343.0;?;-25;-179;276;?;-56.0
205.0;-343.0;121.0;805;342.0;1041.0;-25;?;268;-54.0;-51.0
210.0;-359.0;129.0;?;343.0;1055.0;-25;-179;268;-38.0;-8.0
212.0;?;123.0;?;341.0;1067.0;-25;-179;277;-31.0;-20.0
?;-381.0;115.0;791;338.0;1082.0;-25;-179;278;-22.0;-12.0
253.0;-393.0;94.0;?;335.0;1065.0;-25;-179;276;-14.0;19.0
264.0;-403.0;83.0;804;331.0;1063.0;-25;-179;276;-7.0;38.0
265.0;-410.0;73.0;798;328.0;1059.0;-25;-179;273;-2.0;40.0
254.0;-416.0;59.0;795;324.0;1007.0;-25;-179;274;0.0;?
237.0;-424.0;?;?;?;?;-25;-179;276;4.0;51.0
282.0;-428.0;26.0;791;317.0;1010.0;-25;-179;271;5.0;36.0
?;-434.0;13.0;800;314.0;1012.0;-25;?;272;8.0;42.0
242.0;-439.0;?;798;313.0;965.0;-25;-179;275;9.0;51.0
275.0;-442.0;1.0;791;310.0;1026.0;-25;-179;275;9.0;55.0
291.0;-447.0;-3.0;794;309.0;986.0;-25;-179;277;8.0;79.0
254.0;-451.0;0.0;794;308.0;999.0;-25;-179;273;6.0;38.0
278.0;-455.0;2.0;790;308.0;1008.0;-25;-179;277;6.0;56.0
260.0;-455.0;8.0;794;308.0;991.0;-25;?;280;7.0;29.0
296.0;-456.0;14.0;796;307.0;1006.0;-25;-179;276;7.0;29.0
?;-461.0;?;795;310.0;1004.0;-25;-179;277;5.0;17.0
283.0;?;31.0;792;310.0;1022.0;-25;-179;?;4.0;?
291.0;-461.0;38.0;795;310.0;1035.0;-25;-179;279;4.0;-28.0
290.0;-461.0;48.0;797;?;?;-25;-179;275;5.0;-1.0
306.0;-462.0;53.0;794;313.0;1026.0;?;-179;274;5.0;-3.0
275.0;-461.0;59.0;790;314.0;1044.0;-25;-179;276;4.0;?
284.0;-463.0;63.0;797;?;1042.0;-25;-179;267;3.0;-5.0
265.0;-462.0;65.0;803;318.0;1015.0;-25;-179;272;6.0;-1.0
277.0;-462.0;68.0;797;319.0;995.0;?;-179;279;6.0;-8.0
274.0;-461.0;69.0;798;321.0;993.0;-25;-179;277;6.0;-31.0
275.0;-462.0;67.0;799;321.0;1009.0;-25;-179;278;8.0;-25.0
276.0;-464.0;65.0;794;321.0;1025.0;-25;-179;278;?;-26.0
269.0;-461.0;60.0;795;319.0;1027.0;?;-179;277;?;-1.0
272.0;-462.0;58.0;796;319.0;1008.0;-25;?;278;13.0;-22.0
289.0;-463.0;54.0;797;317.0;1031.0;-25;-179;279;13.0;-1.0
273.0;-461.0;50.0;794;319.0;1035.0;-25;?;279;15.0;-31.0
255.0;-465.0;44.0;797;315.0;998.0;-25;-179;278;?;-9.0
262.0;?;39.0;802;314.0;1013.0;-25;-179;279;16.0;-28.0
266.0;-464.0;?;?;313.0;1025.0;-25;-179;?;20.0;?
?;-464.0;36.0;796;313.0;1006.0;-25;-179;275;21.0;-39.0
265.0;?;34.0;796;311.0;1017.0;-25;-179;279;23.0;-5.0
275.0;-466.0;35.0;798;312.0;1038.0;-25;-179;?;25.0;-13.0
273.0;-465.0;36.0;800;311.0;1035.0;-25;-179;277;?;-17.0
256.0;-464.0;36.0;796;311.0;1005.0;-25;-179;?;26.0;-24.0
261.0;-466.0;38.0;?;312.0;1015.0;-25;-179;277;27.0;-13.0
263.0;-465.0;41.0;803;312.0;1006.0;-25;-179;?;29.0;?
294.0;-465.0;43.0;?;314.0;1014.0;-25;-179;283;31.0;-5.0
273.0;-464.0;44.0;793;313.0;1001.0;-25;-179;282;32.0;-20.0
286.0;-465.0;46.0;795;313.0;1013.0;-25;-179;277;32.0;?
?;-465.0;46.0;794;312.0;1006.0;-25;-179;275;?;-18.0
293.0;-464.0;45.0;794;312.0;979.0;-25;-179;277;33.0;2.0
262.0;-464.0;45.0;795;310.0;990.0;-25;-179;280;31.0;-16.0
260.0;?;44.0;794;?;?;-25;-179;280;32.0;-21.0
265.0;-465.0;43.0;799;313.0;1043.0;-25;-179;277;32.0;-4.0
280.0;-466.0;42.0;799;310.0;1044.0;-25;-179;277;34.0;9.0
287.0;-467.0;41.0;795;310.0;1054.0;-25;-179;279;33.0;14.0
?;-467.0;41.0;798;310.0;1021.0;-25;-179;277;34.0;?
285.0;-467.0;?;795;311.0;985.0;-25;-179;277;33.0;-3.0
253.0;-468.0;41.0;797;?;989.0;-25;-179;274;34.0;4.0
?;-466.0;43.0;799;313.0;982.0;?;-179;275;33.0;?
?;-465.0;?;794;?;1000.0;-25;-179;?;36.0;16.0
256.0;-467.0;44.0;797;312.0;1024.0;-25;-179;285;34.0;25.0
298.0;-466.0;44.0;797;314.0;1017.0;-25;-179;285;35.0;0.0
280.0;-465.0;46.0;?;314.0;?;-25;-179;279;34.0;-12.0
288.0;-465.0;49.0;797;314.0;998.0;-25;-179;?;33.0;?
276.0;?;49.0;801;313.0;1019.0;-25;-179;277;34.0;-11.0
259.0;-466.0;49.0;801;315.0;987.0;-25;-179;275;34.0;4.0
282.0;-466.0;49.0;793;316.0;?;-25;-179;279;34.0;-11.0
270.0;-466.0;50.0;796;316.0;985.0;-25;-179;279;35.0;-7.0
271.0;-465.0;49.0;795;317.0;996.0;-25;-179;278;35.0;21.0
282.0;-465.0;48.0;801;316.0;1005.0;-25;-179;?;36.0;14.0
313.0;?;48.0;802;315.0;1024.0;-25;-179;277;35.0;-7.0
298.0;-463.0;?;797;314.0;997.0;-25;-179;280;36.0;-3.0
275.0;-465.0;48.0;801;316.0;1019.0;-25;-179;277;34.0;36.0
296.0;-466.0;48.0;795;316.0;1010.0;-25;-179;283;35.0;-8.0
290.0;-465.0;49.0;798;316.0;995.0;-25;-179;273;36.0;-7.0
253.0;-466.0;47.0;803;314.0;?;?;-179;269;?;32.0
268.0;-468.0;46.0;799;316.0;993.0;-25;-179;276;33.0;40.0
265.0;-469.0;46.0;801;313.0;986.0;?;-179;274;35.0;-17.0
295.0;-469.0;45.0;799;?;1011.0;-25;-179;273;36.0;-20.0
?;-468.0;44.0;?;313.0;1007.0;-25;-179;269;34.0;43.0
?;-470.0;42.0;794;309.0;1014.0;-25;-179;279;34.0;15.0
286.0;-470.0;39.0;787;310.0;994.0;-25;-179;287;32.0;8.0
269.0;-471.0;?;800;310.0;997.0;-25;-179;273;34.0;26.0
280.0;-470.0;39.0;798;309.0;1025.0;-25;-179;270;32.0;11.0
264.0;-470.0;38.0;794;309.0;991.0;-25;-179;270;?;?
281.0;-471.0;39.0;806;310.0;986.0;-25;-179;270;34.0;4.0
294.0;-473.0;42.0;781;310.0;1015.0;-25;-179;279;?;-10.0
286.0;-472.0;41.0;798;310.0;988.0;-25;-179;236;32.0;4.0
265.0;-473.0;43.0;797;310.0;1019.0;-25;-179;409;32.0;17.0
285.0;?;46.0;703;309.0;1042.0;?;-179;446;?;-18.0
271.0;-472.0;46.0;754;312.0;1057.0;-27;-179;525;28.0;19.0
239.0;-472.0;47.0;?;313.0;1008.0;-28;-179;1149;30.0;25.0
242.0;-472.0;50.0;788;314.0;973.0;-28;-179;921;28.0;7.0
285.0;?;50.0;760;314.0;987.0;-28;-179;284;26.0;?
318.0;?;51.0;819;315.0;1020.0;?;-179;?;24.0;?
339.0;-470.0;54.0;807;?;991.0;-28;-179;232;22.0;-5.0
360.0;-470.0;53.0;738;316.0;?;-26;-179;199;19.0;10.0
345.0;-470.0;52.0;?;318.0;968.0;-25;?;205;16.0;-12.0
321.0;-472.0;?;598;319.0;?;-24;-178;164;12.0;-7.0
328.0;-470.0;54.0;537;320.0;?;-23;-181;-90;9.0;-20.0
325.0;-468.0;?;585;324.0;1145.0;-23;?;-105;7.0;16.0
339.0;?;56.0;806;326.0;1055.0;-24;-180;346;?;-17.0
367.0;-467.0;62.0;805;329.0;1026.0;-24;-181;369;-2.0;16.0
328.0;-468.0;66.0;884;332.0;1000.0;-24;-170;124;-7.0;19.0
316.0;-469.0;74.0;884;331.0;996.0;-25;-194;191;-10.0;?
276.0;-467.0;83.0;767;330.0;1034.0;-24;-157;300;-15.0;79.0
316.0;-466.0;86.0;?;329.0;990.0;?;?;274;?;37.0
263.0;-462.0;90.0;800;330.0;959.0;-24;-171;273;-22.0;17.0
267.0;-453.0;88.0;?;329.0;942.0;-25;136;272;-29.0;11.0
?;-439.0;87.0;838;325.0;913.0;-25;205;245;-33.0;0.0
258.0;?;?;?;323.0;906.0;-25;168;?;-41.0;17.0
280.0;-403.0;81.0;?;318.0;946.0;?;?;240;-48.0;30.0
324.0;-374.0;77.0;809;317.0;1023.0;-25;187;250;-51.0;-2.0
339.0;-344.0;71.0;815;313.0;?;-25;175;263;-53.0;?
?;-309.0;66.0;813;309.0;1090.0;-25;-120;236;-51.0;-66.0
347.0;-269.0;?;808;302.0;?;-25;-206;?;-44.0;-34.0
303.0;?;57.0;810;296.0;997.0;-25;-137;239;-33.0;?
208.0;-173.0;55.0;811;294.0;997.0;-25;-175;?;-24.0;3.0
182.0;-127.0;54.0;808;294.0;?;-25;-154;?;-11.0;-16.0
?;-85.0;55.0;809;?;1024.0;-25;-159;251;7.0;9.0
163.0;-47.0;61.0;801;294.0;1020.0;-25;-165;252;26.0;-21.0
175.0;-16.0;73.0;802;294.0;1039.0;-25;-161;253;50.0;22.0
205.0;4.0;85.0;809;292.0;983.0;-25;-169;248;74.0;104.0
218.0;26.0;99.0;?;?;?;-25;-167;246;93.0;88.0
233.0;46.0;110.0;803;282.0;973.0;-25;-170;241;105.0;53.0
243.0;63.0;111.0;805;273.0;978.0;-25;-171;248;117.0;4.0
?;72.0;102.0;799;267.0;1017.0;-25;-171;253;126.0;-8.0
210.0;77.0;90.0;807;262.0;1071.0;-25;-170;239;?;?
249.0;84.0;?;806;256.0;1161.0;?;-171;257;152.0;-31.0
225.0;89.0;50.0;800;250.0;1204.0;-25;-171;258;163.0;-26.0
209.0;96.0;25.0;807;245.0;1133.0;?;-172;232;167.0;-16.0
236.0;99.0;7.0;805;240.0;1077.0;-25;-175;242;169.0;-64.0
237.0;?;-7.0;804;236.0;1071.0;-25;-176;236;170.0;-31.0
264.0;101.0;?;800;235.0;1120.0;?;-176;234;167.0;-74.0
239.0;98.0;-34.0;799;233.0;1079.0;-25;-176;231;167.0;?
196.0;96.0;-41.0;806;237.0;1037.0;-26;-176;235;161.0;-102.0
132.0;91.0;-47.0;808;241.0;993.0;-26;-176;249;159.0;-137.0
90.0;?;-47.0;799;242.0;993.0;-27;-176;250;158.0;-208.0
83.0;85.0;-43.0;786;248.0;922.0;-29;-176;254;153.0;-258.0
88.0;?;-31.0;780;257.0;915.0;-31;?;203;151.0;-329.0
?;78.0;-11.0;720;267.0;969.0;-34;-176;210;148.0;-354.0
46.0;76.0;5.0;707;278.0;1027.0;?;-176;251;143.0;-355.0
27.0;76.0;?;716;288.0;1070.0;-38;-176;194;142.0;-342.0
30.0;73.0;28.0;612;?;1107.0;-40;-176;231;136.0;-351.0
8.0;73.0;38.0;554;?;1108.0;-41;-176;311;129.0;-308.0
-12.0;75.0;53.0;520;320.0;1046.0;-41;-176;255;123.0;-293.0
-67.0;73.0;64.0;475;329.0;1016.0;-41;-176;317;116.0;-274.0
-73.0;73.0;?;?;334.0;1032.0;-41;-176;474;111.0;-233.0
-48.0;71.0;75.0;528;?;1044.0;-41;?;499;108.0;-251.0
-55.0;70.0;80.0;525;351.0;1054.0;-40;-176;513;105.0;-229.0
-6.0;65.0;77.0;524;357.0;1041.0;-40;-176;522;101.0;-202.0
20.0;64.0;77.0;?;362.0;989.0;-40;-176;514;91.0;-193.0
0.0;64.0;79.0;525;366.0;960.0;-39;-176;511;89.0;-121.0
-52.0;69.0;75.0;525;371.0;984.0;-38;?;454;85.0;-168.0
-37.0;73.0;69.0;501;376.0;1000.0;-39;-176;424;84.0;-136.0
-4.0;76.0;64.0;485;?;1007.0;-39;-176;434;83.0;?
-13.0;80.0;59.0;506;385.0;1029.0;-39;-176;417;82.0;-80.0
-51.0;81.0;60.0;484;388.0;1045.0;-39;?;460;77.0;-80.0
-27.0;86.0;63.0;?;389.0;1051.0;-39;-176;?;77.0;-35.0
-53.0;95.0;65.0;434;390.0;1074.0;-39;-176;499;76.0;31.0
-64.0;103.0;67.0;436;389.0;1057.0;-39;-176;499;77.0;8.0
-48.0;108.0;70.0;472;388.0;1058.0;-39;-176;441;78.0;6.0
?;115.0;71.0;490;394.0;1072.0;-39;-176;425;?;70.0
-77.0;121.0;72.0;471;391.0;1056.0;-39;-176;429;73.0;52.0
-89.0;124.0;72.0;497;390.0;1044.0;-39;-176;444;?;47.0
-100.0;122.0;65.0;519;387.0;1043.0;-39;-176;?;66.0;71.0
?;121.0;65.0;519;385.0;1025.0;-39;-176;495;64.0;39.0
-102.0;117.0;?;549;386.0;1019.0;-40;-176;475;63.0;51.0
?;111.0;52.0;556;384.0;986.0;-40;-176;509;60.0;66.0
-122.0;?;46.0;579;381.0;1013.0;-40;-176;567;60.0;116.0
-121.0;100.0;36.0;615;377.0;?;-40;-176;598;57.0;181.0
-94.0;94.0;29.0;607;373.0;1058.0;-40;-176;591;55.0;182.0
-71.0;91.0;23.0;608;370.0;1016.0;-40;-176;592;54.0;220.0
-85.0;87.0;17.0;609;367.0;967.0;-40;-177;599;52.0;263.0
-75.0;85.0;12.0;609;?;967.0;-37;-175;?;50.0;304.0
-70.0;87.0;7.0;604;362.0;1019.0;-35;-178;562;40.0;398.0
-44.0;87.0;4.0;611;362.0;1015.0;-35;?;552;25.0;436.0
?;89.0;2.0;605;360.0;?;-35;-178;563;?;515.0
-6.0;95.0;4.0;605;360.0;1162.0;-35;-178;563;-18.0;572.0
57.0;103.0;9.0;621;359.0;1232.0;-35;-169;533;?;675.0
?;111.0;15.0;574;362.0;1224.0;-36;-190;622;?;725.0
79.0;121.0;25.0;716;363.0;?;-34;-155;342;-73.0;732.0
?;128.0;33.0;921;365.0;1272.0;-31;-202;-105;-89.0;723.0
55.0;134.0;45.0;877;365.0;1039.0;-31;-154;8;-114.0;753.0
?;138.0;57.0;826;369.0;?;-32;144;229;-134.0;743.0
55.0;133.0;74.0;826;374.0;894.0;-32;204;247;-156.0;749.0
111.0;125.0;91.0;825;378.0;919.0;-32;149;238;?;734.0
?;115.0;107.0;817;381.0;892.0;-32;180;244;-206.0;742.0
222.0;105.0;126.0;800;386.0;?;-32;163;247;-253.0;684.0
264.0;99.0;147.0;809;390.0;947.0;-32;168;?;-303.0;551.0
287.0;?;171.0;809;399.0;?;-32;162;?;-348.0;446.0
329.0;102.0;?;806;406.0;869.0;-32;158;229;?;369.0
341.0;105.0;213.0;809;?;868.0;-32;159;232;-412.0;217.0
336.0;?;?;806;426.0;949.0;-32;163;?;-445.0;?
282.0;96.0;247.0;809;438.0;1079.0;-32;?;231;?;162.0
293.0;88.0;263.0;808;450.0;1145.0;-32;169;231;-495.0;?
?;84.0;285.0;803;461.0;1112.0;-33;179;217;-516.0;422.0
278.0;?;311.0;815;468.0;1064.0;-33;154;203;-537.0;497.0
291.0;82.0;339.0;817;472.0;1092.0;-32;224;216;?;497.0
316.0;82.0;363.0;819;473.0;1082.0;-33;61;196;-580.0;420.0
285.0;80.0;380.0;797;471.0;1104.0;-33;-206;224;-599.0;382.0
275.0;?;380.0;778;470.0;1095.0;-33;-174;265;-611.0;255.0
273.0;76.0;373.0;796;469.0;1092.0;?;-165;221;-621.0;?
250.0;78.0;353.0;776;?;1117.0;?;-183;251;-629.0;?
249.0;84.0;327.0;?;457.0;?;-34;-158;245;-634.0;113.0
288.0;91.0;298.0;843;450.0;1326.0;-35;-167;185;-638.0;131.0
312.0;?;270.0;809;442.0;1503.0;-38;-154;?;-641.0;160.0
352.0;112.0;251.0;777;436.0;1365.0;-41;-158;217;-646.0;190.0
317.0;124.0;239.0;724;435.0;921.0;-46;-168;94;-649.0;187.0
315.0;138.0;227.0;833;435.0;927.0;-58;-170;121;-651.0;236.0
?;150.0;221.0;761;435.0;1085.0;-57;-172;33;?;?
?;161.0;229.0;979;438.0;1049.0;-64;-173;193;-650.0;91.0
?;173.0;246.0;1302;447.0;969.0;-79;-173;164;-651.0;5.0
?;185.0;268.0;1087;455.0;888.0;-73;-174;-577;-647.0;-89.0
-240.0;196.0;296.0;1066;466.0;831.0;-72;?;-727;-645.0;-243.0
-188.0;215.0;334.0;959;479.0;786.0;?;-174;-216;-641.0;-415.0
-101.0;239.0;368.0;?;493.0;753.0;-70;-174;17;-634.0;-465.0
-25.0;262.0;400.0;784;507.0;?;-67;-174;115;-628.0;-461.0
?;289.0;431.0;796;?;?;-61;-174;-79;-620.0;-390.0
?;308.0;457.0;891;532.0;894.0;-54;-174;-228;?;-159.0
232.0;326.0;484.0;942;544.0;?;-46;-176;2;-610.0;13.0
331.0;335.0;504.0;1501;556.0;957.0;-39;-170;-211;?;?
290.0;339.0;523.0;1514;561.0;1065.0;-31;-180;353;?;105.0
278.0;346.0;?;1502;?;1186.0;-23;-167;337;-603.0;?
273.0;344.0;549.0;-138;567.0;1275.0;-17;-178;584;-606.0;205.0
301.0;342.0;557.0;-1988;567.0;1377.0;-13;?;?;-612.0;246.0
267.0;?;571.0;818;567.0;?;-11;-152;404;-617.0;254.0
292.0;338.0;579.0;?;568.0;1050.0;-18;-225;2540;-623.0;291.0
266.0;338.0;588.0;777;569.0;1101.0;-26;-28;471;-629.0;300.0
349.0;339.0;596.0;767;568.0;?;?;202;?;-634.0;270.0
211.0;338.0;?;?;567.0;1326.0;-31;?;-301;-641.0;325.0
53.0;340.0;601.0;729;566.0;1250.0;-31;37;610;-645.0;265.0
71.0;347.0;599.0;849;566.0;1282.0;?;56;135;-650.0;255.0
79.0;348.0;595.0;?;567.0;1347.0;-31;37;433;-654.0;225.0
184.0;354.0;587.0;811;570.0;1291.0;-31;86;133;-657.0;240.0
51.0;357.0;575.0;800;?;1164.0;-31;81;305;-659.0;176.0
?;?;563.0;815;578.0;1060.0;?;102;258;-662.0;86.0
37.0;?;560.0;793;584.0;941.0;-31;144;235;-661.0;-64.0
104.0;361.0;558.0;788;593.0;864.0;-31;140;262;-663.0;-134.0
?;349.0;554.0;789;604.0;844.0;?;217;?;-670.0;-153.0
?;333.0;538.0;796;600.0;?;-31;54;?;-671.0;-164.0
244.0;323.0;527.0;819;602.0;945.0;?;-208;207;-665.0;-290.0
257.0;313.0;509.0;811;609.0;914.0;-32;-171;306;-657.0;-410.0
313.0;310.0;458.0;837;606.0;?;?;?;272;?;-427.0
362.0;314.0;392.0;857;601.0;1321.0;-34;-179;198;-633.0;-396.0
402.0;321.0;300.0;750;589.0;1246.0;-38;-159;321;-618.0;-365.0
?;331.0;223.0;?;579.0;1040.0;-46;?;-59;-603.0;-319.0
?;341.0;157.0;864;567.0;1461.0;-55;-173;-174;-592.0;-273.0
437.0;354.0;95.0;1033;552.0;1601.0;-58;-176;416;-584.0;-299.0
169.0;362.0;47.0;1652;535.0;1391.0;-53;-179;503;-574.0;-289.0
-94.0;378.0;23.0;2213;?;1107.0;-46;-178;495;-567.0;?
79.0;385.0;23.0;1369;518.0;1009.0;-44;-180;269;?;?
-109.0;392.0;24.0;653;514.0;1013.0;-46;-179;-123;-549.0;-344.0
40.0;397.0;51.0;853;520.0;?;-48;-179;117;-537.0;-344.0
171.0;393.0;101.0;761;531.0;972.0;-50;?;148;-529.0;-303.0
172.0;389.0;180.0;748;556.0;928.0;-50;-179;64;-529.0;?
211.0;381.0;236.0;707;568.0;919.0;-50;-178;459;-538.0;-75.0
272.0;367.0;271.0;863;574.0;?;-48;-180;415;-559.0;111.0
299.0;348.0;320.0;1306;584.0;1006.0;-40;-176;?;-574.0;126.0
308.0;329.0;359.0;1717;598.0;1117.0;-34;-180;591;-581.0;293.0
?;306.0;403.0;742;613.0;1178.0;-28;?;176;-585.0;303.0
291.0;290.0;435.0;-2263;624.0;1280.0;-17;-173;1210;?;?
297.0;276.0;469.0;-3419;633.0;1459.0;-12;-189;534;-586.0;304.0
285.0;261.0;502.0;-1960;640.0;1240.0;-14;-158;-608;-596.0;367.0
295.0;250.0;531.0;-15;648.0;1104.0;-19;-202;487;-605.0;386.0
311.0;242.0;556.0;1076;?;1276.0;-28;-149;1806;-616.0;391.0
370.0;234.0;575.0;852;653.0;1388.0;-30;149;1919;-620.0;395.0
?;227.0;587.0;762;659.0;1392.0;-31;212;694;-617.0;398.0
6.0;225.0;587.0;?;658.0;1334.0;-31;78;211;-615.0;360.0
97.0;227.0;584.0;769;656.0;1250.0;-31;47;380;?;295.0
40.0;234.0;563.0;?;647.0;1203.0;-31;72;204;-606.0;314.0
99.0;245.0;?;785;?;1084.0;-31;81;274;-599.0;360.0
83.0;261.0;523.0;801;621.0;976.0;-31;97;292;-596.0;186.0
118.0;279.0;490.0;803;598.0;903.0;-31;137;?;-586.0;158.0
179.0;293.0;450.0;800;571.0;814.0;-31;124;258;-573.0;-25.0
144.0;301.0;389.0;796;536.0;742.0;-31;202;245;-569.0;?
180.0;297.0;?;790;502.0;694.0;-31;104;252;-562.0;-131.0
195.0;288.0;287.0;783;475.0;788.0;-32;-186;253;-547.0;-114.0
278.0;282.0;226.0;747;439.0;944.0;-32;-185;279;-532.0;-243.0
267.0;277.0;164.0;772;405.0;1219.0;-32;-154;262;-521.0;-331.0
?;?;88.0;772;368.0;?;-33;-187;247;-509.0;-303.0
389.0;265.0;31.0;773;346.0;?;?;-159;267;-504.0;-248.0
385.0;268.0;-14.0;791;331.0;1709.0;-37;-169;232;-496.0;-190.0
?;274.0;-54.0;785;316.0;1137.0;-41;-172;149;-487.0;?
329.0;281.0;-81.0;818;309.0;1120.0;-50;-171;?;-475.0;-157.0
441.0;292.0;-90.0;817;311.0;1342.0;-61;-175;318;-462.0;-138.0
350.0;306.0;-86.0;864;313.0;1258.0;?;-175;315;-451.0;-150.0
-71.0;318.0;-77.0;976;313.0;992.0;?;-176;?;-449.0;-178.0
-229.0;?;-43.0;1027;323.0;839.0;-56;-177;?;-445.0;-206.0
-200.0;345.0;4.0;795;338.0;832.0;-54;-177;-115;-443.0;-206.0
-24.0;359.0;84.0;470;?;?;?;-176;-313;-443.0;?
17.0;370.0;149.0;630;401.0;827.0;-53;-177;22;-440.0;-290.0
110.0;376.0;202.0;731;420.0;751.0;-53;?;430;-443.0;-170.0
297.0;?;233.0;?;426.0;767.0;-36;212;259;-349.0;103.0
353.0;-242.0;?;805;401.0;970.0;-36;?;265;-341.0;188.0
402.0;-215.0;191.0;?;381.0;1230.0;-37;-218;265;-324.0;198.0
420.0;-178.0;?;749;366.0;1410.0;-37;-152;267;?;?
372.0;?;146.0;754;354.0;?;?;-178;266;-242.0;128.0
358.0;-119.0;113.0;755;348.0;913.0;-37;-179;266;-205.0;72.0
307.0;-90.0;78.0;748;350.0;974.0;-37;-168;266;-191.0;66.0
253.0;-69.0;55.0;775;352.0;1233.0;-37;-180;?;-194.0;73.0
124.0;-58.0;42.0;793;354.0;1354.0;-37;-171;261;-203.0;-3.0
57.0;-53.0;49.0;790;?;1320.0;?;-176;265;-216.0;-218.0
128.0;?;68.0;790;354.0;1132.0;-37;-174;262;-235.0;-234.0
184.0;-40.0;114.0;789;351.0;1082.0;-37;?;261;-248.0;-276.0
223.0;-32.0;?;795;349.0;1054.0;-37;-174;270;-254.0;-303.0
223.0;?;182.0;?;?;1032.0;-38;?;247;-258.0;-393.0
244.0;?;?;789;347.0;981.0;-38;-174;270;-260.0;-440.0
248.0;9.0;224.0;769;349.0;940.0;-39;-174;234;-264.0;-429.0
280.0;23.0;223.0;799;351.0;983.0;-45;-174;190;-271.0;-320.0
227.0;38.0;205.0;984;?;970.0;-51;-174;315;-275.0;-256.0
207.0;49.0;186.0;1028;353.0;926.0;-51;-174;348;-277.0;-205.0
226.0;61.0;163.0;990;352.0;?;-52;-174;?;-284.0;-140.0
295.0;78.0;141.0;?;348.0;938.0;-54;-174;?;-297.0;?
