Accelerometer RKN_ accY;Accelerometer LUA_ accX;InertialMeasurementUnit LLA accZ;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE EuY;InertialMeasurementUnit L-SHOE Nav_Ax
966.0;-70.0;7.0;128.0;30;-117.0;655;-5;713;-40;-5
943.0;174.0;-53.0;-101.0;-83;-209.0;742;-128;805;-36;-94
988.0;-28.0;-5.0;130.0;18;-125.0;669;1;718;-40;-1
961.0;20.0;10.0;95.0;17;-126.0;666;6;723;-32;3
960.0;28.0;6.0;-49.0;15;-183.0;665;6;726;-32;0
951.0;8.0;3.0;-75.0;13;-268.0;667;2;727;-32;0
979.0;-24.0;-4.0;108.0;18;-108.0;669;0;718;-40;2
991.0;-17.0;4.0;115.0;15;-123.0;669;-3;722;-40;3
1276.0;31.0;16.0;144.0;8;-420.0;712;18;690;-47;17
1067.0;34.0;-22.0;171.0;12;-344.0;661;-12;735;-41;-19
968.0;8.0;-3.0;190.0;10;-189.0;669;-10;730;-32;-5
897.0;56.0;26.0;345.0;19;-334.0;672;-5;712;-45;4
948.0;10.0;-14.0;213.0;17;-173.0;666;-4;724;-32;-5
970.0;14.0;-42.0;131.0;19;-182.0;661;3;725;-32;-3
988.0;21.0;-82.0;144.0;23;-30.0;663;1;717;-50;-12
952.0;29.0;-101.0;271.0;14;26.0;665;1;727;-50;-6
984.0;-18.0;-53.0;51.0;14;-51.0;671;0;723;-32;3
987.0;-19.0;-36.0;-3.0;14;-76.0;670;-2;723;-32;2
994.0;-19.0;-37.0;-11.0;13;-86.0;672;0;723;-32;4
992.0;10.0;-25.0;-9.0;15;-43.0;668;-3;724;-32;0
989.0;-11.0;-18.0;-11.0;20;-70.0;660;-4;725;-32;-8
985.0;-8.0;-13.0;-4.0;18;-82.0;666;5;722;-32;1
1004.0;1.0;-5.0;2.0;16;-100.0;669;6;720;-32;5
993.0;-4.0;8.0;5.0;20;-107.0;662;3;723;-32;-3
988.0;-24.0;9.0;21.0;16;-61.0;668;-3;722;-32;-1
989.0;-14.0;9.0;18.0;14;-44.0;672;0;721;-32;6
983.0;-21.0;10.0;100.0;17;-123.0;666;-2;721;-40;-3
1007.0;-29.0;4.0;40.0;17;-81.0;665;7;724;-32;2
1003.0;30.0;26.0;-35.0;16;-42.0;658;-58;733;-45;-12
979.0;-11.0;1.0;99.0;21;-105.0;663;-3;719;-40;-4
973.0;-18.0;1.0;106.0;23;-118.0;665;0;715;-40;0
972.0;-11.0;-3.0;111.0;20;-125.0;664;-3;719;-40;0
984.0;0.0;-13.0;115.0;22;-111.0;662;-4;719;-40;-5
992.0;-10.0;-17.0;128.0;23;-113.0;664;0;714;-40;-2
997.0;-13.0;-4.0;1.0;20;-72.0;660;-4;725;-32;-6
989.0;-3.0;-5.0;28.0;22;-86.0;659;-2;723;-32;-3
988.0;-12.0;-14.0;-26.0;18;-93.0;667;3;719;-32;10
989.0;-11.0;-9.0;-13.0;14;-55.0;665;-1;728;-32;4
1001.0;11.0;-25.0;2.0;16;-75.0;657;-1;733;-32;-2
987.0;30.0;-34.0;-6.0;16;-43.0;664;-4;727;-32;6
971.0;20.0;-39.0;1.0;16;-40.0;664;-5;727;-32;6
1001.0;19.0;-47.0;14.0;16;-44.0;665;1;725;-32;9
998.0;19.0;-50.0;-22.0;16;-21.0;662;3;728;-32;6
984.0;9.0;-42.0;21.0;14;-12.0;656;1;735;-32;-3
997.0;-1.0;-52.0;7.0;15;-49.0;658;3;732;-32;1
989.0;-12.0;-39.0;-24.0;18;-16.0;656;7;732;-32;1
1002.0;-5.0;-27.0;4.0;18;-15.0;654;6;733;-32;-1
1002.0;17.0;-46.0;5.0;20;-11.0;663;5;721;-32;12
1006.0;48.0;-84.0;-1.0;23;39.0;669;-31;714;-43;32
958.0;11.0;-13.0;190.0;24;-163.0;667;-5;713;-32;4
975.0;-10.0;-27.0;147.0;17;-110.0;667;-4;722;-40;6
991.0;18.0;12.0;133.0;12;-114.0;673;0;723;-40;4
969.0;10.0;15.0;137.0;14;-110.0;664;-10;728;-40;3
976.0;-10.0;12.0;127.0;14;-128.0;668;-5;723;-40;5
973.0;-9.0;8.0;146.0;18;-108.0;672;6;714;-40;2
995.0;408.0;302.0;-8.0;15;-4.0;668;12;724;-40;-22
962.0;-13.0;-7.0;151.0;25;-97.0;662;-1;715;-40;-4
970.0;46.0;-61.0;202.0;21;-118.0;663;10;721;-39;6
979.0;40.0;-52.0;150.0;16;-111.0;668;0;721;-40;-1
1007.0;39.0;-39.0;106.0;25;71.0;649;62;723;-45;63
1025.0;31.0;-32.0;13.0;23;-73.0;644;-37;736;-32;-15
977.0;22.0;-24.0;-57.0;40;-20.0;626;-18;728;-32;-18
964.0;39.0;-90.0;241.0;11;-78.0;666;0;730;-38;1
975.0;34.0;-47.0;118.0;17;-138.0;667;-1;721;-40;-1
963.0;4.0;-43.0;107.0;21;-136.0;665;-1;718;-40;0
943.0;-20.0;-67.0;117.0;-23;-305.0;706;-13;741;-43;4
902.0;8.0;108.0;-152.0;21;-392.0;652;14;731;-41;3
896.0;-181.0;148.0;252.0;22;-133.0;653;-13;728;-41;-14
942.0;-58.0;29.0;264.0;41;-203.0;642;-12;712;-41;-13
991.0;-39.0;32.0;115.0;17;-141.0;677;12;711;-40;2
927.0;-46.0;71.0;260.0;11;-138.0;666;-16;732;-41;-10
939.0;-281.0;-161.0;214.0;17;-106.0;668;-4;722;-38;1
986.0;-118.0;-107.0;117.0;17;-74.0;661;-4;726;-43;-6
966.0;144.0;128.0;60.0;21;-137.0;659;-9;724;-42;4
992.0;-80.0;-5.0;42.0;13;-99.0;678;8;715;-40;2
985.0;-411.0;149.0;-16.0;15;-139.0;648;-1;742;-42;1
999.0;-41.0;114.0;28.0;26;-161.0;659;16;715;-43;1
975.0;-166.0;-51.0;-9.0;22;-131.0;645;0;736;-42;3
1004.0;13.0;77.0;76.0;10;70.0;666;-10;732;-41;15
989.0;-118.0;2.0;30.0;17;-82.0;651;-1;736;-39;0
990.0;-67.0;-27.0;44.0;14;-48.0;670;4;724;-29;-2
911.0;-178.0;50.0;-29.0;24;-35.0;660;3;717;-33;-2
989.0;-55.0;-5.0;29.0;17;-36.0;674;-7;714;-29;5
989.0;23.0;14.0;13.0;16;-46.0;675;-10;715;-29;3
994.0;-117.0;40.0;50.0;13;-49.0;642;-46;749;-42;12
997.0;-4.0;24.0;29.0;20;-50.0;666;2;719;-29;-6
981.0;46.0;-3.0;31.0;15;-29.0;676;-1;716;-29;2
977.0;12.0;-24.0;45.0;14;6.0;678;-3;715;-29;4
1013.0;-18.0;-30.0;26.0;18;-22.0;672;1;714;-29;-1
996.0;20.0;-40.0;16.0;21;-22.0;670;2;713;-29;-3
982.0;76.0;60.0;33.0;20;-11.0;672;0;712;-29;-1
971.0;206.0;43.0;47.0;14;14.0;671;-23;723;-43;-2
997.0;43.0;-25.0;54.0;14;-9.0;680;9;711;-29;3
846.0;-131.0;26.0;-374.0;12;-352.0;750;-1;641;-50;1
987.0;177.0;86.0;116.0;-149;69.0;781;-84;846;-38;-113
1005.0;-57.0;52.0;-94.0;801;-123.0;366;185;496;-72;-706
991.0;-19.0;98.0;-26.0;-46;2.0;725;181;753;-54;-39
986.0;9.0;-75.0;-24.0;41;-32.0;650;15;706;-42;-13
1046.0;62.0;-52.0;-116.0;6;-169.0;607;64;818;-40;113
840.0;253.0;222.0;-230.0;12;-518.0;672;1;725;-25;25
997.0;112.0;-45.0;47.0;23;-34.0;662;-12;716;-41;14
970.0;66.0;-21.0;-30.0;17;-100.0;678;11;709;-29;2
970.0;254.0;-225.0;53.0;20;-129.0;649;-2;734;-40;7
988.0;114.0;-47.0;-52.0;15;-100.0;680;-9;711;-29;-1
977.0;53.0;-33.0;-24.0;17;-178.0;676;17;710;-29;1
952.0;115.0;-151.0;-186.0;22;-214.0;713;44;668;-46;3
836.0;373.0;484.0;-385.0;12;-300.0;754;-2;638;-52;5
979.0;-29.0;-118.0;183.0;15;-119.0;666;4;725;-39;6
966.0;198.0;6.0;179.0;25;-206.0;661;18;715;-43;9
1002.0;-36.0;132.0;7.0;-1900;110.0;2807;-11;840;-79;-463
1004.0;-19.0;-20.0;-3.0;20;21.0;714;-5;671;-50;-11
999.0;59.0;23.0;40.0;28;-35.0;656;9;717;-42;2
1005.0;69.0;22.0;1.0;26;-38.0;664;0;713;-42;1
987.0;10.0;-29.0;-8.0;18;18.0;718;-21;671;-49;-6
1002.0;-1.0;-39.0;7.0;4;12.0;718;4;687;-49;-13
990.0;-4.0;-38.0;13.0;20;15.0;712;1;672;-49;4
960.0;-62.0;97.0;128.0;-52;-216.0;1032;383;489;-42;238
1007.0;-85.0;-32.0;-62.0;29;-12.0;704;-8;668;-49;6
997.0;-93.0;-39.0;-52.0;28;-9.0;694;-2;681;-48;3
970.0;24.0;-20.0;-92.0;10;-56.0;697;20;701;-48;17
1033.0;-21.0;23.0;-282.0;20;26.0;649;6;735;-39;6
914.0;90.0;-41.0;-360.0;48;65.0;599;-23;752;-43;-73
1012.0;69.0;51.0;3.0;23;-58.0;661;2;720;-42;-3
985.0;59.0;57.0;-30.0;17;-54.0;666;2;723;-42;-11
996.0;46.0;63.0;59.0;15;28.0;668;-5;723;-43;0
924.0;-18.0;96.0;13.0;15;25.0;681;-39;713;-37;18
1030.0;10.0;84.0;0.0;11;-73.0;676;-6;721;-42;-5
943.0;-16.0;165.0;-64.0;34;-50.0;653;31;707;-39;-57
1074.0;69.0;201.0;-203.0;-23;-305.0;691;3;750;-43;-19
996.0;-17.0;2.0;-51.0;16;-48.0;678;-8;713;-48;2
969.0;-24.0;27.0;3.0;20;-15.0;671;5;714;-48;0
984.0;8.0;11.0;-55.0;19;-55.0;677;1;709;-48;7
991.0;87.0;55.0;-129.0;22;-5.0;660;-6;721;-39;-1
1077.0;220.0;-19.0;-536.0;50;500.0;648;-53;700;-40;8
974.0;30.0;15.0;40.0;20;-66.0;656;-6;727;-40;45
1025.0;29.0;21.0;23.0;21;-31.0;653;-19;729;-40;17
1016.0;48.0;-23.0;161.0;13;13.0;640;-53;753;-46;84
1128.0;32.0;59.0;244.0;50;-9.0;588;-69;809;-43;117
989.0;-331.0;-470.0;9.0;17;-62.0;655;-1;732;-41;3
952.0;225.0;146.0;101.0;20;-73.0;653;30;730;-43;-10
970.0;147.0;50.0;131.0;-172;-45.0;262;949;1416;-43;483
971.0;114.0;50.0;43.0;16;-109.0;648;4;740;-40;-3
993.0;100.0;15.0;36.0;15;-122.0;656;-5;734;-40;4
993.0;92.0;18.0;35.0;14;-112.0;651;2;740;-40;4
988.0;116.0;0.0;29.0;14;-112.0;651;2;742;-40;7
983.0;167.0;-16.0;27.0;12;-108.0;647;9;747;-40;8
989.0;116.0;-22.0;30.0;9;-127.0;643;13;754;-40;15
934.0;228.0;18.0;37.0;26;-90.0;552;2;843;-46;-180
989.0;109.0;-4.0;7.0;3;-159.0;685;1;724;-43;3
1006.0;-64.0;-192.0;-108.0;-172;-192.0;1885;-1256;384;-28;850
978.0;239.0;-111.0;103.0;11;-85.0;699;23;695;-42;31
969.0;222.0;-137.0;2.0;24;-25.0;682;-3;717;-32;-181
979.0;134.0;-70.0;60.0;8;-118.0;684;18;720;-43;-50
990.0;84.0;-101.0;53.0;22;-101.0;669;17;717;-43;-68
1328.0;95.0;-25.0;444.0;132;-282.0;802;-381;858;-84;-729
1001.0;182.0;-91.0;-93.0;17;-37.0;676;2;713;-44;0
1011.0;239.0;-76.0;-171.0;27;-139.0;646;0;732;-38;123
993.0;99.0;2.0;-40.0;21;-85.0;669;2;715;-44;-4
983.0;61.0;41.0;-59.0;16;-129.0;675;5;716;-44;3
998.0;62.0;31.0;-15.0;18;-105.0;672;1;716;-44;0
979.0;20.0;26.0;-72.0;22;-95.0;670;0;713;-44;0
987.0;48.0;41.0;-82.0;12;-40.0;677;13;719;-44;10
1005.0;77.0;40.0;16.0;10;-80.0;677;14;721;-44;10
960.0;67.0;13.0;-21.0;13;-129.0;677;15;716;-44;14
979.0;136.0;8.0;153.0;22;-89.0;655;-2;727;-43;-1
994.0;122.0;10.0;36.0;15;-130.0;673;3;719;-43;-33
980.0;31.0;-73.0;70.0;27;-29.0;680;3;695;-45;4
965.0;4.0;-144.0;123.0;11;-84.0;668;0;729;-38;2
985.0;-17.0;-115.0;89.0;13;-79.0;671;7;725;-38;1
987.0;47.0;-48.0;4.0;16;6.0;685;5;705;-45;0
998.0;36.0;-47.0;-10.0;17;-8.0;688;4;700;-45;11
998.0;10.0;-42.0;-9.0;19;-9.0;684;-1;703;-45;-9
991.0;13.0;-63.0;22.0;6;-35.0;701;16;712;-39;-90
989.0;30.0;-39.0;-32.0;17;-58.0;684;4;704;-45;-6
976.0;40.0;-55.0;1.0;18;-14.0;681;4;706;-45;-11
997.0;36.0;-62.0;16.0;18;-5.0;681;5;707;-45;-13
967.0;34.0;-65.0;14.0;21;-9.0;685;-4;698;-45;-10
972.0;56.0;-56.0;12.0;19;-58.0;685;-4;700;-45;-12
982.0;54.0;-41.0;-28.0;19;-44.0;676;8;710;-45;-18
975.0;79.0;-43.0;-69.0;19;-35.0;680;5;706;-45;-11
983.0;92.0;52.0;19.0;15;-137.0;673;3;720;-43;-25
982.0;204.0;6.0;42.0;15;-140.0;669;7;721;-43;-25
941.0;272.0;60.0;116.0;13;-94.0;672;-17;724;-43;-2
998.0;108.0;12.0;10.0;19;-154.0;672;-3;713;-43;-11
970.0;44.0;7.0;29.0;20;-154.0;663;6;721;-43;-4
974.0;19.0;-74.0;42.0;20;62.0;662;25;724;-38;-57
998.0;-15.0;-38.0;-27.0;19;-10.0;670;4;717;-38;-27
1008.0;-40.0;-33.0;-6.0;10;28.0;677;1;722;-38;-24
1006.0;-10.0;-43.0;16.0;12;27.0;674;9;721;-38;-20
953.0;11.0;153.0;-50.0;-3;-92.0;696;153;729;-34;-102
1009.0;291.0;-101.0;-102.0;297;-13.0;731;577;400;-41;-134
833.0;-137.0;-364.0;-180.0;7;-386.0;674;0;729;-40;-5
984.0;54.0;19.0;10.0;17;51.0;684;-3;706;-49;11
626.0;-203.0;-392.0;81.0;31;7.0;736;-125;644;-40;30
997.0;50.0;-34.0;-42.0;26;8.0;667;2;708;-41;9
926.0;-300.0;-453.0;185.0;16;-362.0;668;-6;722;-44;1
1018.0;-9.0;-162.0;-84.0;18;-181.0;664;-1;723;-38;0
979.0;68.0;22.0;30.0;8;-153.0;674;3;728;-48;8
452.0;24.0;52.0;-648.0;14;-484.0;674;2;719;-55;5
935.0;66.0;15.0;-58.0;20;-156.0;673;4;713;-49;13
1127.0;67.0;16.0;19.0;22;-100.0;691;-10;692;-49;-5
986.0;24.0;25.0;5.0;18;-15.0;671;0;717;-49;24
1015.0;35.0;30.0;-38.0;19;-20.0;652;-4;733;-49;50
998.0;48.0;28.0;-60.0;18;-36.0;661;2;727;-49;34
966.0;-261.0;-406.0;-164.0;20;-38.0;645;11;737;-50;35
991.0;-35.0;-143.0;-55.0;19;-69.0;664;0;722;-38;-1
984.0;-253.0;-357.0;-17.0;21;-171.0;652;-2;731;-41;-2
886.0;-5.0;-157.0;-40.0;20;-225.0;660;-3;726;-38;1
1084.0;-179.0;-568.0;-28.0;20;-404.0;666;42;719;-40;-16
1002.0;-38.0;-165.0;4.0;21;-118.0;657;2;726;-38;8
946.0;-40.0;-163.0;-4.0;23;-107.0;659;2;722;-38;3
984.0;-106.0;-345.0;0.0;15;-53.0;661;-19;728;-41;5
974.0;9.0;-189.0;51.0;26;-134.0;681;-27;697;-43;-27
998.0;-4.0;-148.0;40.0;17;-118.0;663;3;727;-38;4
1204.0;-29.0;-160.0;104.0;-11;-98.0;658;-19;763;-37;50
986.0;-38.0;-163.0;33.0;17;-157.0;665;-6;723;-38;2
971.0;-435.0;-732.0;73.0;12;-66.0;669;6;727;-40;-3
979.0;113.0;87.0;-10.0;18;45.0;657;-5;729;-42;-2
990.0;48.0;68.0;-8.0;15;17.0;657;-5;734;-42;-4
961.0;87.0;38.0;143.0;19;56.0;678;-10;709;-42;-6
963.0;375.0;18.0;222.0;57;978.0;690;-380;742;-36;-123
984.0;270.0;-40.0;52.0;19;-129.0;673;7;716;-43;-52
979.0;-1.0;77.0;222.0;0;-84.0;687;-40;739;-39;95
978.0;126.0;111.0;128.0;18;45.0;660;5;727;-43;-1
960.0;21.0;71.0;307.0;20;-40.0;684;-5;700;-45;-1
953.0;126.0;84.0;269.0;23;-80.0;663;10;718;-46;24
899.0;128.0;145.0;40.0;4;-217.0;672;0;735;-42;0
962.0;27.0;23.0;169.0;21;-53.0;666;-7;717;-43;0
1074.0;105.0;-257.0;-92.0;15;225.0;670;18;718;-29;-3
1627.0;82.0;104.0;729.0;8;209.0;659;-31;751;-35;-4
992.0;87.0;89.0;-20.0;18;23.0;657;-3;729;-42;-1
979.0;92.0;86.0;-50.0;30;57.0;679;20;696;-39;-68
971.0;73.0;62.0;-27.0;16;21.0;657;-4;732;-42;-1
977.0;16.0;44.0;158.0;18;-107.0;656;0;731;-41;0
962.0;-45.0;-12.0;265.0;20;-89.0;665;5;720;-38;3
904.0;25.0;-38.0;326.0;118;-86.0;219;7;857;-16;-66
982.0;71.0;56.0;14.0;19;43.0;658;1;728;-41;-1
988.0;-10.0;-136.0;-7.0;-44;26.0;622;63;842;-30;-129
