InertialMeasurementUnit BACK gyroY;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accX;Accelerometer RWR accX;Accelerometer RUA^ accX;InertialMeasurementUnit RLA accY;Accelerometer BACK accX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax
-5.0;36.0;-25.0;390.0;-266.0;42.0;364.0;426.0;13;13;14
-3.0;63.0;2.0;374.0;108.0;99.0;416.0;419.0;-14;?;4
19.0;37.0;29.0;395.0;133.0;180.0;339.0;441.0;12;?;1
-8.0;-23.0;54.0;382.0;-68.0;219.0;379.0;439.0;9;?;-2
-11.0;80.0;-72.0;357.0;27.0;176.0;466.0;466.0;17;?;-5
5.0;247.0;-167.0;388.0;82.0;235.0;372.0;481.0;21;?;-3
-9.0;408.0;-345.0;380.0;-182.0;149.0;322.0;471.0;23;?;-4
7.0;467.0;-421.0;409.0;-219.0;109.0;265.0;482.0;56;?;-8
7.0;352.0;-342.0;399.0;-118.0;38.0;136.0;443.0;29;?;-8
61.0;66.0;-378.0;419.0;-231.0;79.0;248.0;452.0;41;?;-3
18.0;112.0;-357.0;416.0;-67.0;116.0;564.0;456.0;24;?;-8
20.0;130.0;-190.0;406.0;-91.0;132.0;563.0;500.0;-5;?;-12
22.0;30.0;-12.0;401.0;-141.0;123.0;365.0;481.0;32;?;-7
28.0;-101.0;102.0;409.0;-151.0;84.0;467.0;521.0;16;?;-10
51.0;-35.0;57.0;412.0;-177.0;126.0;444.0;540.0;1;?;-12
86.0;-45.0;-11.0;390.0;-167.0;61.0;321.0;530.0;31;31;-14
59.0;-144.0;-48.0;376.0;-184.0;106.0;331.0;515.0;?;29;-25
103.0;-205.0;-107.0;432.0;-130.0;123.0;385.0;489.0;?;12;-25
67.0;-281.0;-131.0;456.0;-157.0;81.0;324.0;461.0;?;18;-28
71.0;-299.0;5.0;438.0;-265.0;74.0;429.0;465.0;?;16;-27
68.0;-290.0;138.0;402.0;-324.0;61.0;347.0;486.0;?;12;4
53.0;-274.0;57.0;399.0;-352.0;11.0;334.0;?;?;43;5
0.0;-312.0;?;390.0;-176.0;30.0;370.0;?;?;58;-10
-60.0;-231.0;?;399.0;-114.0;158.0;322.0;?;?;21;-14
-70.0;-208.0;?;410.0;-148.0;145.0;289.0;?;?;8;-23
-103.0;-118.0;?;429.0;-199.0;118.0;319.0;?;?;16;-20
-127.0;15.0;?;439.0;-246.0;129.0;344.0;?;?;-23;-18
-111.0;165.0;?;446.0;-228.0;39.0;331.0;?;?;-45;-18
-122.0;254.0;?;432.0;-143.0;84.0;315.0;?;?;-18;-18
-165.0;45.0;?;428.0;-66.0;68.0;236.0;?;?;?;-18
-130.0;-9.0;?;424.0;-66.0;141.0;171.0;553.0;-47;?;-13
-141.0;-136.0;?;416.0;-156.0;138.0;393.0;559.0;-46;?;-14
-113.0;-78.0;?;419.0;-54.0;146.0;251.0;575.0;-22;?;-18
-152.0;-46.0;?;416.0;-50.0;173.0;286.0;597.0;?;?;-18
-107.0;-114.0;?;425.0;-41.0;142.0;275.0;607.0;?;?;-19
-96.0;-95.0;?;429.0;-89.0;107.0;193.0;599.0;?;?;-16
-104.0;-104.0;?;427.0;-86.0;95.0;264.0;583.0;24;?;-10
-43.0;-72.0;211.0;443.0;-154.0;85.0;371.0;553.0;?;?;-21
-4.0;?;206.0;465.0;-198.0;133.0;541.0;546.0;?;?;-25
23.0;?;192.0;476.0;-194.0;199.0;417.0;566.0;?;?;-12
101.0;?;201.0;484.0;-266.0;?;347.0;567.0;?;-16;-6
118.0;?;197.0;477.0;-200.0;?;444.0;527.0;-14;-14;-8
223.0;?;139.0;469.0;-116.0;?;458.0;535.0;-15;-15;-7
319.0;?;143.0;437.0;-129.0;?;426.0;574.0;-15;-15;-8
382.0;85.0;-18.0;461.0;-139.0;?;434.0;514.0;-15;-15;-7
473.0;324.0;-99.0;474.0;-219.0;?;310.0;538.0;-14;-14;-8
585.0;365.0;2.0;499.0;-227.0;?;317.0;523.0;-16;-16;-6
718.0;301.0;118.0;492.0;-287.0;?;304.0;468.0;-13;-13;-10
806.0;179.0;176.0;493.0;-363.0;43.0;279.0;390.0;-15;-15;-16
980.0;39.0;172.0;467.0;-384.0;94.0;263.0;351.0;-31;-31;-9
1014.0;36.0;161.0;450.0;-444.0;-46.0;304.0;389.0;-39;-39;-8
1053.0;69.0;50.0;469.0;-462.0;-43.0;350.0;369.0;-35;-35;-5
1139.0;106.0;-2.0;427.0;-420.0;-19.0;336.0;298.0;-77;-77;-14
1217.0;116.0;28.0;408.0;-282.0;34.0;336.0;239.0;-92;-92;-20
1373.0;111.0;-73.0;434.0;-248.0;19.0;292.0;140.0;-54;-54;-16
1529.0;94.0;-111.0;476.0;-108.0;48.0;254.0;50.0;56;56;-13
1712.0;11.0;-206.0;455.0;-126.0;32.0;211.0;77.0;166;166;-4
1830.0;-122.0;-272.0;422.0;-223.0;-3.0;169.0;52.0;131;131;-17
1730.0;-222.0;-355.0;363.0;-292.0;7.0;156.0;-11.0;217;217;-5
1725.0;-517.0;-376.0;317.0;-357.0;9.0;120.0;-1.0;-99;-99;-133
1804.0;-799.0;-480.0;225.0;-407.0;-35.0;170.0;-37.0;-1759;-1759;-383
1695.0;-998.0;-604.0;251.0;-498.0;17.0;233.0;2.0;-2533;-2533;-144
1558.0;-1046.0;-699.0;264.0;-471.0;4.0;298.0;-13.0;-633;-633;275
1511.0;-887.0;-552.0;219.0;-518.0;-42.0;380.0;-21.0;842;842;55
1426.0;-695.0;-470.0;179.0;-369.0;-29.0;446.0;15.0;932;932;-109
1340.0;-570.0;-522.0;229.0;-317.0;-25.0;438.0;21.0;1169;1169;97
1220.0;-779.0;-535.0;304.0;-289.0;-3.0;383.0;53.0;1139;1139;77
1025.0;-708.0;-715.0;337.0;-239.0;5.0;365.0;72.0;1104;1104;66
864.0;-796.0;-809.0;322.0;-224.0;34.0;502.0;88.0;1155;1155;44
678.0;-992.0;-773.0;302.0;-148.0;55.0;482.0;160.0;1044;1044;-13
482.0;-1237.0;-751.0;314.0;-178.0;93.0;616.0;193.0;1150;1150;16
365.0;-1475.0;-691.0;285.0;-221.0;114.0;649.0;174.0;1070;1070;4
300.0;-1623.0;-663.0;267.0;-331.0;142.0;638.0;184.0;1084;1084;6
266.0;-1659.0;-594.0;286.0;-269.0;101.0;742.0;244.0;1239;1239;6
277.0;-1612.0;-622.0;315.0;-80.0;42.0;698.0;271.0;306;306;23
280.0;-1459.0;-552.0;392.0;-49.0;112.0;703.0;306.0;-288;-288;39
210.0;-1262.0;-373.0;378.0;32.0;252.0;683.0;297.0;-63;-63;44
180.0;-1121.0;-143.0;385.0;203.0;226.0;654.0;326.0;-190;-190;71
22.0;-988.0;47.0;431.0;-80.0;183.0;642.0;414.0;-103;-103;69
20.0;-870.0;186.0;?;-189.0;188.0;644.0;399.0;-59;-59;62
-37.0;-873.0;330.0;?;-74.0;168.0;525.0;334.0;-82;-82;81
-94.0;-920.0;423.0;?;-114.0;183.0;394.0;281.0;40;40;71
-93.0;-841.0;477.0;?;109.0;190.0;487.0;309.0;33;?;58
-82.0;-550.0;498.0;?;73.0;206.0;532.0;325.0;16;16;62
-145.0;-326.0;660.0;?;-19.0;281.0;530.0;327.0;33;33;55
-210.0;-116.0;644.0;?;99.0;288.0;704.0;335.0;41;41;59
-187.0;190.0;607.0;?;140.0;210.0;775.0;320.0;22;22;50
-189.0;322.0;564.0;?;105.0;227.0;572.0;288.0;35;35;50
-149.0;124.0;614.0;?;66.0;244.0;759.0;?;12;12;59
-149.0;34.0;415.0;?;32.0;249.0;770.0;?;-13;-13;53
-51.0;-34.0;328.0;?;89.0;261.0;868.0;?;40;40;57
-62.0;-45.0;329.0;?;110.0;242.0;982.0;?;29;29;51
-36.0;14.0;112.0;?;43.0;247.0;931.0;253.0;12;12;62
4.0;-74.0;114.0;469.0;117.0;263.0;895.0;255.0;28;28;55
22.0;-61.0;35.0;466.0;78.0;277.0;954.0;249.0;-3;-3;29
54.0;105.0;-63.0;483.0;126.0;?;960.0;248.0;-4;-4;45
49.0;174.0;-46.0;452.0;111.0;?;931.0;255.0;7;7;53
71.0;141.0;-34.0;430.0;229.0;?;876.0;265.0;-9;-9;50
67.0;75.0;-38.0;415.0;-4.0;?;859.0;280.0;15;15;48
47.0;36.0;-126.0;401.0;-114.0;?;887.0;?;18;18;42
5.0;40.0;-129.0;383.0;-393.0;?;884.0;?;-5;-5;43
46.0;-47.0;-78.0;395.0;-401.0;180.0;851.0;?;36;36;51
67.0;-4.0;-34.0;417.0;-58.0;217.0;884.0;?;52;52;48
57.0;-65.0;28.0;428.0;-83.0;265.0;908.0;?;11;11;37
23.0;6.0;-30.0;436.0;-186.0;259.0;930.0;?;15;15;41
11.0;68.0;-6.0;415.0;-312.0;227.0;967.0;?;22;22;46
27.0;163.0;-63.0;396.0;-220.0;204.0;1026.0;?;1;1;39
43.0;170.0;-48.0;391.0;-245.0;?;775.0;?;-25;-25;36
60.0;237.0;-198.0;383.0;-354.0;?;822.0;?;-56;-56;37
40.0;99.0;-305.0;374.0;-287.0;?;573.0;?;-30;-30;41
67.0;-20.0;-239.0;401.0;-246.0;?;657.0;180.0;-11;-11;41
96.0;8.0;-195.0;434.0;-62.0;?;775.0;204.0;-16;-16;38
136.0;65.0;-194.0;451.0;26.0;?;699.0;207.0;-31;-31;43
151.0;150.0;-171.0;462.0;-36.0;?;673.0;199.0;-55;-55;39
138.0;147.0;-152.0;432.0;-145.0;?;615.0;198.0;-22;-22;23
124.0;107.0;-149.0;437.0;145.0;?;649.0;186.0;-20;-20;28
102.0;176.0;-142.0;413.0;317.0;?;578.0;219.0;-11;-11;38
71.0;217.0;-164.0;417.0;724.0;?;490.0;196.0;40;40;41
60.0;?;-171.0;391.0;270.0;?;376.0;174.0;44;44;47
36.0;578.0;26.0;476.0;?;?;343.0;243.0;36;36;46
49.0;1013.0;202.0;469.0;?;?;454.0;428.0;36;36;46
-26.0;1539.0;-126.0;415.0;?;-107.0;599.0;408.0;36;36;44
-93.0;2052.0;-157.0;434.0;?;-253.0;560.0;450.0;34;34;30
-187.0;2243.0;-81.0;373.0;?;-94.0;664.0;488.0;41;41;26
-240.0;2447.0;143.0;442.0;?;135.0;891.0;503.0;68;68;27
-301.0;3011.0;451.0;416.0;?;106.0;1021.0;522.0;68;68;20
-294.0;4213.0;675.0;422.0;?;133.0;1176.0;472.0;52;52;21
-323.0;4062.0;1068.0;409.0;?;125.0;971.0;477.0;78;78;19
-342.0;2860.0;1807.0;389.0;?;119.0;195.0;444.0;78;78;16
-501.0;2537.0;1261.0;404.0;?;108.0;-265.0;409.0;45;45;11
-497.0;1879.0;1047.0;395.0;?;66.0;-585.0;428.0;1;1;9
-400.0;1203.0;751.0;412.0;-201.0;9.0;-223.0;438.0;-27;-27;13
-376.0;670.0;568.0;470.0;-80.0;87.0;285.0;452.0;13;13;6
-375.0;278.0;392.0;477.0;-36.0;191.0;483.0;475.0;48;48;20
-324.0;103.0;166.0;484.0;-123.0;209.0;335.0;510.0;9;9;18
-279.0;-130.0;2.0;514.0;-161.0;198.0;292.0;342.0;102;102;-22
-334.0;-436.0;-82.0;493.0;-160.0;173.0;103.0;280.0;57;57;-4
-337.0;-532.0;-176.0;464.0;-359.0;13.0;119.0;279.0;37;37;?
-347.0;-697.0;-308.0;454.0;-365.0;-58.0;191.0;285.0;271;271;?
-387.0;-660.0;-454.0;446.0;-389.0;-27.0;223.0;197.0;218;218;152
-327.0;-610.0;-490.0;463.0;-430.0;-37.0;300.0;168.0;1613;1613;250
-235.0;-420.0;-392.0;480.0;-390.0;-109.0;354.0;211.0;2949;2949;352
-149.0;-245.0;-303.0;500.0;-511.0;-102.0;385.0;168.0;4701;4701;894
-15.0;-43.0;-194.0;407.0;-635.0;-159.0;386.0;181.0;7337;7337;1283
22.0;77.0;-134.0;245.0;-682.0;-222.0;355.0;145.0;5395;5395;340
-17.0;116.0;-3.0;143.0;-586.0;-209.0;257.0;158.0;3148;3148;-311
7.0;189.0;266.0;80.0;-508.0;-132.0;144.0;221.0;2270;2270;-89
113.0;119.0;383.0;103.0;-473.0;-32.0;256.0;170.0;522;522;19
18.0;18.0;374.0;217.0;-467.0;-66.0;154.0;125.0;444;444;152
-114.0;29.0;363.0;306.0;-409.0;-62.0;135.0;126.0;-124;-124;183
-116.0;202.0;476.0;368.0;-379.0;-47.0;182.0;115.0;-988;-988;273
-27.0;208.0;435.0;390.0;-348.0;-20.0;198.0;135.0;-1174;-1174;240
36.0;82.0;341.0;427.0;-334.0;20.0;88.0;135.0;-1342;-1342;240
5.0;-27.0;114.0;355.0;-317.0;48.0;14.0;146.0;-1162;-1162;1
-218.0;6.0;-42.0;245.0;-335.0;47.0;27.0;157.0;-1129;-1129;-288
-344.0;61.0;-62.0;218.0;-350.0;62.0;115.0;180.0;-1228;-1228;-119
-324.0;29.0;-111.0;222.0;-413.0;60.0;134.0;170.0;-1630;-1630;-676
-205.0;35.0;-194.0;247.0;-414.0;26.0;107.0;97.0;-2543;-2543;-921
-235.0;137.0;-234.0;237.0;-403.0;-14.0;103.0;134.0;-1908;-1908;-1106
-299.0;230.0;-166.0;263.0;-449.0;1.0;123.0;296.0;1441;1441;-141
-312.0;318.0;-65.0;312.0;-424.0;85.0;185.0;553.0;4230;4230;808
-267.0;453.0;-7.0;320.0;-467.0;196.0;206.0;376.0;3827;3827;-1166
-253.0;583.0;65.0;364.0;-417.0;181.0;233.0;207.0;1823;1823;-668
-229.0;742.0;138.0;446.0;-351.0;-98.0;255.0;258.0;413;413;438
-265.0;747.0;167.0;534.0;-345.0;-219.0;267.0;326.0;74;74;-328
-328.0;779.0;208.0;488.0;-383.0;-110.0;286.0;485.0;111;111;64
-279.0;704.0;205.0;496.0;-373.0;151.0;287.0;442.0;-22;-22;23
-154.0;691.0;147.0;390.0;-346.0;172.0;281.0;484.0;-79;-79;-45
-3.0;593.0;183.0;436.0;-307.0;102.0;306.0;429.0;-79;-79;91
-22.0;556.0;303.0;490.0;-229.0;71.0;395.0;273.0;-68;?;-5
-99.0;339.0;410.0;423.0;-254.0;119.0;504.0;245.0;-12;?;104
-299.0;-32.0;349.0;327.0;-241.0;26.0;352.0;213.0;-26;?;63
-131.0;-314.0;66.0;293.0;-158.0;-39.0;208.0;234.0;0;?;23
255.0;-371.0;-137.0;364.0;-232.0;-12.0;181.0;254.0;31;?;27
470.0;-614.0;-201.0;380.0;-234.0;81.0;186.0;265.0;-7;?;41
470.0;-843.0;-122.0;382.0;-213.0;108.0;231.0;279.0;-30;?;50
289.0;-1025.0;-58.0;407.0;-201.0;149.0;202.0;315.0;-21;?;48
123.0;-987.0;-41.0;415.0;-269.0;177.0;248.0;234.0;-26;-26;48
-64.0;-931.0;-19.0;410.0;-338.0;181.0;271.0;246.0;-27;-27;48
-173.0;-893.0;-1.0;430.0;-450.0;105.0;239.0;369.0;-13;-13;48
-143.0;-711.0;-50.0;404.0;-424.0;51.0;196.0;420.0;-42;-42;50
-58.0;-483.0;24.0;390.0;-544.0;103.0;189.0;-42.0;1;1;47
12.0;-296.0;29.0;407.0;-610.0;82.0;211.0;71.0;-50;-50;51
51.0;-104.0;36.0;495.0;-548.0;-295.0;228.0;109.0;-18;-18;48
155.0;51.0;53.0;467.0;-462.0;-281.0;229.0;71.0;8;8;46
267.0;231.0;115.0;331.0;-537.0;-136.0;233.0;-49.0;-133;-133;57
277.0;301.0;172.0;310.0;-480.0;-35.0;232.0;-117.0;220;220;33
124.0;321.0;125.0;328.0;-359.0;10.0;239.0;-116.0;-653;-653;64
247.0;339.0;123.0;221.0;-300.0;23.0;203.0;-112.0;-2068;-2068;-2
280.0;372.0;180.0;131.0;-339.0;-4.0;232.0;-105.0;-1894;-1894;28
272.0;473.0;9.0;176.0;-503.0;16.0;331.0;-113.0;-1803;-1803;206
132.0;144.0;-88.0;218.0;-527.0;-61.0;291.0;-146.0;-2309;-2309;-165
232.0;-429.0;-525.0;260.0;-568.0;-99.0;117.0;-139.0;-2842;-2842;-575
428.0;-631.0;-850.0;296.0;-647.0;-56.0;136.0;-113.0;-2267;-2267;-657
272.0;-951.0;-1035.0;296.0;-647.0;-153.0;81.0;-106.0;-1397;-1397;-743
151.0;-1170.0;-1061.0;248.0;-655.0;-11.0;129.0;-45.0;-1648;-1648;-582
138.0;-1294.0;-956.0;220.0;-627.0;-84.0;281.0;-29.0;-1292;-1292;-340
141.0;-1338.0;-821.0;203.0;-547.0;-3.0;365.0;-29.0;-729;-729;-232
173.0;-1283.0;-806.0;172.0;-469.0;-25.0;326.0;-79.0;-1022;-1022;-148
156.0;-1330.0;-946.0;162.0;-421.0;-15.0;358.0;-116.0;-745;-745;-195
109.0;-1594.0;-1139.0;154.0;-340.0;19.0;470.0;-44.0;-325;-325;-10
-41.0;-1840.0;-1344.0;205.0;-318.0;-17.0;408.0;101.0;-338;-338;-45
-26.0;-2145.0;-1563.0;233.0;-246.0;35.0;562.0;429.0;99;99;-713
-4.0;-2627.0;-1509.0;281.0;-271.0;129.0;697.0;441.0;285;285;-537
64.0;-2918.0;-1633.0;360.0;-283.0;36.0;668.0;300.0;263;263;113
63.0;-3043.0;-1495.0;445.0;-284.0;-50.0;518.0;321.0;-319;-319;267
-52.0;-3019.0;-1397.0;519.0;-235.0;139.0;528.0;210.0;-610;-610;609
-96.0;-2842.0;-1301.0;625.0;-286.0;-58.0;504.0;349.0;370;370;548
-166.0;-2581.0;-1265.0;689.0;-371.0;-10.0;598.0;318.0;435;435;-150
-137.0;-2254.0;-1189.0;560.0;-440.0;-105.0;546.0;370.0;114;114;-172
-19.0;-2008.0;-946.0;536.0;-486.0;-157.0;?;311.0;111;111;93
4.0;-1784.0;-581.0;614.0;-539.0;-166.0;665.0;271.0;-36;-36;12
-10.0;-1398.0;-318.0;656.0;-455.0;-262.0;644.0;285.0;10;10;46
-251.0;-1173.0;-263.0;591.0;-516.0;-262.0;743.0;308.0;5;5;78
-347.0;-1143.0;-228.0;534.0;-484.0;-272.0;686.0;300.0;123;123;53
-127.0;-970.0;-138.0;514.0;-339.0;-333.0;585.0;346.0;192;192;58
240.0;-916.0;-94.0;504.0;-286.0;-350.0;461.0;325.0;158;158;53
427.0;-789.0;-162.0;490.0;-185.0;-303.0;373.0;338.0;168;168;54
300.0;-712.0;-139.0;468.0;-298.0;-293.0;314.0;318.0;171;171;55
286.0;-763.0;-7.0;484.0;-467.0;-233.0;334.0;287.0;175;175;56
181.0;-806.0;-23.0;462.0;-490.0;-342.0;314.0;286.0;31;31;29
159.0;-839.0;-13.0;504.0;-530.0;-355.0;272.0;296.0;-38;-38;14
195.0;-838.0;-41.0;503.0;-439.0;-382.0;227.0;282.0;-2;-2;8
188.0;-686.0;-4.0;507.0;-502.0;-415.0;127.0;267.0;-20;-20;16
146.0;-456.0;-127.0;519.0;-464.0;-408.0;191.0;260.0;-14;-14;39
150.0;-182.0;-121.0;477.0;-525.0;-388.0;262.0;282.0;-13;-13;39
90.0;82.0;?;451.0;-634.0;-348.0;325.0;260.0;-16;-16;37
22.0;242.0;?;440.0;-316.0;-578.0;?;277.0;-18;-18;34
-65.0;239.0;?;428.0;-284.0;-299.0;?;270.0;-28;-28;23
-46.0;233.0;?;436.0;-269.0;-232.0;?;211.0;-23;-23;29
-46.0;111.0;?;446.0;-340.0;-177.0;?;218.0;-25;-25;26
-12.0;58.0;?;485.0;-349.0;-143.0;?;257.0;-26;-26;20
0.0;20.0;?;464.0;-278.0;-216.0;?;193.0;-15;-15;33
36.0;41.0;?;455.0;-261.0;-231.0;?;302.0;-22;-22;23
66.0;-76.0;?;430.0;-276.0;30.0;?;233.0;-23;-23;13
-47.0;-189.0;?;423.0;-210.0;-27.0;?;280.0;-28;-28;26
-102.0;-346.0;?;454.0;-242.0;-94.0;?;258.0;-35;-35;30
-148.0;-420.0;?;472.0;-158.0;80.0;572.0;245.0;-8;-8;33
-159.0;-289.0;?;493.0;-145.0;-37.0;410.0;263.0;-15;-15;32
-182.0;-384.0;?;512.0;-163.0;98.0;394.0;225.0;-33;-33;?
-198.0;-601.0;?;511.0;-20.0;69.0;161.0;277.0;-40;-40;?
-170.0;-275.0;54.0;529.0;-148.0;112.0;186.0;248.0;-58;-58;?
-132.0;-199.0;484.0;515.0;-46.0;124.0;86.0;253.0;-56;-56;?
-101.0;38.0;532.0;493.0;-88.0;125.0;-26.0;269.0;-54;-54;?
-40.0;539.0;836.0;496.0;-139.0;129.0;36.0;287.0;-54;-54;?
22.0;727.0;1195.0;494.0;-248.0;103.0;125.0;287.0;-31;-31;?
33.0;1058.0;1281.0;521.0;-251.0;179.0;136.0;311.0;-47;-47;?
24.0;1255.0;1533.0;533.0;-368.0;67.0;315.0;171.0;-51;-51;?
33.0;1260.0;1728.0;535.0;-579.0;186.0;300.0;-14.0;-54;-54;?
?;1616.0;1800.0;551.0;-607.0;18.0;443.0;114.0;-41;-41;?
?;1589.0;1858.0;525.0;-451.0;59.0;502.0;72.0;107;107;?
?;1636.0;1814.0;431.0;-623.0;19.0;584.0;161.0;44;44;?
?;1710.0;1804.0;333.0;-589.0;79.0;688.0;122.0;120;120;?
?;1823.0;1722.0;434.0;-520.0;-39.0;686.0;147.0;163;163;233
?;1710.0;1674.0;422.0;-506.0;-46.0;681.0;177.0;165;165;227
-162.0;1796.0;1329.0;365.0;-422.0;-24.0;747.0;176.0;265;265;214
-316.0;1683.0;1191.0;445.0;-403.0;-14.0;747.0;131.0;-783;-783;102
-507.0;1563.0;1075.0;381.0;-480.0;-14.0;670.0;146.0;-1108;-1108;52
-580.0;1424.0;1054.0;269.0;-423.0;-51.0;641.0;126.0;-573;-573;-34
-419.0;1194.0;1088.0;242.0;-354.0;-31.0;771.0;142.0;-660;-660;40
-399.0;959.0;939.0;222.0;-360.0;5.0;630.0;163.0;-187;-187;321
-433.0;665.0;672.0;209.0;-473.0;-10.0;585.0;172.0;396;396;-92
-454.0;455.0;482.0;236.0;-518.0;-29.0;550.0;155.0;687;687;-539
-400.0;375.0;361.0;266.0;-472.0;-20.0;483.0;175.0;229;229;-456
-311.0;340.0;360.0;278.0;-485.0;-10.0;?;187.0;-376;-376;-608
-218.0;290.0;275.0;309.0;-384.0;9.0;?;184.0;-142;-142;-565
-206.0;310.0;149.0;335.0;-645.0;39.0;?;162.0;-87;-87;-253
-164.0;383.0;9.0;326.0;-510.0;9.0;?;152.0;-120;-120;-461
-100.0;404.0;37.0;277.0;-616.0;-83.0;?;136.0;-209;-209;-575
-82.0;412.0;34.0;240.0;-607.0;-156.0;?;135.0;-360;-360;-468
-36.0;376.0;-65.0;234.0;-553.0;-200.0;?;81.0;-477;-477;-509
-54.0;220.0;-91.0;200.0;-402.0;-192.0;?;12.0;-452;-452;-371
-40.0;133.0;-141.0;194.0;-302.0;-84.0;?;-36.0;-321;-321;-304
-9.0;72.0;-197.0;203.0;-256.0;-80.0;?;-37.0;-410;-410;-269
31.0;144.0;-243.0;183.0;-98.0;-127.0;632.0;-47.0;112;112;-39
-42.0;-77.0;-246.0;127.0;77.0;-96.0;433.0;-65.0;316;316;-27
-81.0;-373.0;-167.0;81.0;-52.0;75.0;362.0;-86.0;182;182;-297
-92.0;-565.0;-375.0;58.0;-104.0;232.0;288.0;-78.0;294;294;-185
-156.0;-698.0;-631.0;57.0;-104.0;173.0;207.0;-107.0;-152;-152;175
-144.0;-672.0;-838.0;47.0;-216.0;58.0;222.0;-95.0;-222;-222;58
-164.0;-616.0;-997.0;7.0;-154.0;20.0;396.0;-126.0;-377;-377;-85
-121.0;-655.0;-914.0;4.0;-32.0;-9.0;609.0;-118.0;-342;-342;87
-146.0;-528.0;-1092.0;17.0;-99.0;-57.0;545.0;-13.0;9;9;-64
-183.0;21.0;-1325.0;27.0;-125.0;-32.0;563.0;-22.0;-248;-248;-181
-165.0;550.0;-1137.0;30.0;-138.0;1.0;725.0;-59.0;-63;-63;86
-138.0;603.0;-743.0;66.0;-88.0;1.0;605.0;-106.0;50;50;9
-81.0;348.0;-380.0;178.0;-130.0;12.0;605.0;-54.0;-135;-135;-62
-38.0;258.0;-284.0;98.0;-84.0;3.0;629.0;-51.0;-51;-51;65
11.0;149.0;-30.0;218.0;-31.0;7.0;595.0;-108.0;-31;-31;13
31.0;-149.0;226.0;303.0;-49.0;19.0;832.0;-69.0;-55;-55;32
26.0;-309.0;178.0;233.0;-32.0;-8.0;916.0;19.0;-54;-54;55
39.0;-268.0;131.0;71.0;23.0;-10.0;853.0;102.0;8;8;48
78.0;-346.0;153.0;105.0;-36.0;35.0;823.0;104.0;48;48;55
6.0;-381.0;30.0;259.0;-168.0;-22.0;762.0;-33.0;47;47;45
-56.0;-420.0;23.0;182.0;-225.0;-47.0;767.0;-22.0;41;41;44
-59.0;-446.0;27.0;178.0;-208.0;-63.0;750.0;14.0;-20;-20;16
-82.0;-395.0;25.0;146.0;-178.0;-49.0;736.0;-6.0;-72;-72;23
-145.0;-276.0;-29.0;352.0;-186.0;-56.0;722.0;-113.0;-79;-79;42
-196.0;-87.0;-31.0;33.0;-141.0;-85.0;726.0;-188.0;-95;-95;37
-212.0;213.0;-11.0;174.0;-137.0;-82.0;729.0;-110.0;-68;-68;34
-176.0;528.0;-22.0;187.0;-119.0;-40.0;793.0;-43.0;-10;-10;43
-164.0;663.0;-56.0;169.0;-77.0;-2.0;802.0;22.0;14;14;47
-48.0;488.0;-106.0;390.0;-53.0;37.0;700.0;58.0;34;34;31
-36.0;224.0;-152.0;425.0;-124.0;25.0;595.0;21.0;29;29;17
-25.0;76.0;-106.0;308.0;-124.0;-4.0;521.0;48.0;31;31;17
-47.0;50.0;-58.0;164.0;-119.0;-2.0;563.0;66.0;31;31;26
-75.0;-10.0;-43.0;203.0;-114.0;-9.0;565.0;141.0;4;4;29
-61.0;-68.0;-7.0;234.0;-89.0;11.0;483.0;135.0;13;13;28
46.0;39.0;92.0;253.0;-126.0;-6.0;475.0;192.0;30;30;29
74.0;159.0;187.0;321.0;-166.0;4.0;534.0;174.0;43;43;24
35.0;325.0;277.0;314.0;-182.0;10.0;601.0;202.0;20;20;27
-29.0;407.0;297.0;303.0;-189.0;-5.0;658.0;165.0;24;24;28
-113.0;436.0;338.0;267.0;-128.0;-37.0;631.0;149.0;44;44;19
-87.0;472.0;369.0;323.0;-160.0;-20.0;619.0;98.0;8;8;21
-131.0;488.0;344.0;350.0;-160.0;-19.0;604.0;88.0;31;31;21
-147.0;581.0;303.0;328.0;-140.0;-30.0;619.0;66.0;43;43;27
-190.0;555.0;213.0;338.0;-118.0;-46.0;616.0;-7.0;20;20;36
-237.0;517.0;107.0;300.0;-208.0;-41.0;577.0;-12.0;27;27;32
-223.0;439.0;38.0;302.0;-213.0;-87.0;563.0;-11.0;59;59;21
-225.0;385.0;-55.0;321.0;-197.0;-87.0;549.0;40.0;124;124;19
-186.0;238.0;-102.0;368.0;-223.0;-69.0;511.0;33.0;111;111;13
-166.0;87.0;-110.0;409.0;-229.0;-25.0;486.0;45.0;141;141;-6
-121.0;6.0;-129.0;294.0;-226.0;-49.0;482.0;31.0;109;109;13
-88.0;-18.0;-133.0;302.0;-303.0;-112.0;474.0;29.0;212;212;22
-37.0;5.0;-91.0;272.0;-339.0;-138.0;466.0;40.0;257;257;91
7.0;73.0;-75.0;243.0;-392.0;-134.0;477.0;65.0;950;950;441
-59.0;78.0;-38.0;137.0;-269.0;-140.0;436.0;38.0;2539;2539;600
-59.0;90.0;-14.0;263.0;-248.0;-120.0;399.0;46.0;1789;1789;159
-87.0;263.0;-35.0;386.0;-278.0;-95.0;423.0;23.0;113;113;-15
