InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
?;461.0;-613.0;-110;535.0;636.0;406.0;-420.0;536.0
?;449.0;-619.0;-109;576.0;633.0;416.0;-391.0;547.0
?;435.0;-625.0;-108;605.0;627.0;423.0;-363.0;558.0
?;417.0;-628.0;-109;631.0;619.0;426.0;-335.0;572.0
-346.0;400.0;-631.0;-109;650.0;609.0;429.0;-315.0;584.0
-346.0;389.0;-635.0;-108;663.0;599.0;423.0;-311.0;594.0
-352.0;383.0;-640.0;-108;663.0;591.0;412.0;-319.0;602.0
-361.0;381.0;-644.0;-108;656.0;581.0;398.0;-345.0;609.0
-378.0;381.0;-649.0;-108;639.0;571.0;379.0;-392.0;613.0
-396.0;382.0;-655.0;-108;624.0;570.0;361.0;-449.0;618.0
-412.0;390.0;-658.0;-108;580.0;574.0;342.0;-512.0;622.0
-430.0;399.0;-665.0;-108;521.0;585.0;313.0;-570.0;625.0
-451.0;410.0;-671.0;-108;479.0;606.0;288.0;-620.0;628.0
-468.0;431.0;-670.0;-108;454.0;635.0;270.0;-649.0;627.0
-462.0;456.0;-667.0;-108;424.0;667.0;243.0;-670.0;621.0
-441.0;482.0;-663.0;-109;412.0;695.0;223.0;-670.0;613.0
-413.0;501.0;-659.0;-109;410.0;716.0;205.0;-656.0;602.0
-380.0;523.0;-651.0;-108;406.0;741.0;190.0;-636.0;584.0
-349.0;547.0;-646.0;-107;407.0;765.0;180.0;-619.0;568.0
-313.0;573.0;-640.0;-106;406.0;792.0;175.0;-597.0;546.0
-288.0;593.0;-630.0;-106;417.0;812.0;173.0;-581.0;524.0
-269.0;609.0;-624.0;-104;446.0;821.0;169.0;-569.0;503.0
-253.0;627.0;-616.0;-105;488.0;831.0;168.0;-544.0;483.0
-234.0;641.0;-611.0;-115;545.0;837.0;165.0;-522.0;466.0
-221.0;655.0;-603.0;-112;612.0;834.0;165.0;-494.0;447.0
-208.0;666.0;?;-120;678.0;827.0;169.0;-459.0;429.0
-193.0;672.0;?;-113;736.0;821.0;177.0;-414.0;421.0
-185.0;672.0;?;-124;780.0;808.0;193.0;-362.0;419.0
-178.0;669.0;?;-143;803.0;799.0;215.0;-314.0;415.0
-176.0;655.0;?;-123;804.0;780.0;235.0;-277.0;419.0
-177.0;649.0;?;-207;791.0;767.0;256.0;-244.0;426.0
-175.0;647.0;?;-74;776.0;762.0;282.0;-216.0;412.0
-164.0;650.0;?;201;751.0;752.0;297.0;-196.0;393.0
-149.0;649.0;?;172;721.0;750.0;311.0;-183.0;381.0
-131.0;649.0;?;149;692.0;743.0;317.0;-167.0;373.0
-109.0;647.0;?;172;673.0;746.0;318.0;-148.0;370.0
-84.0;643.0;?;151;660.0;750.0;316.0;-126.0;368.0
-56.0;641.0;?;166;646.0;752.0;306.0;-94.0;362.0
-25.0;638.0;-414.0;157;628.0;751.0;290.0;-64.0;359.0
1.0;633.0;-398.0;156;610.0;748.0;276.0;-39.0;351.0
22.0;627.0;-379.0;156;588.0;747.0;264.0;-38.0;344.0
44.0;622.0;-356.0;152;558.0;743.0;247.0;-51.0;341.0
67.0;617.0;-333.0;154;520.0;739.0;232.0;-68.0;332.0
89.0;616.0;-313.0;153;478.0;730.0;218.0;-84.0;323.0
104.0;609.0;-294.0;153;433.0;720.0;203.0;-107.0;309.0
?;609.0;-276.0;152;371.0;707.0;187.0;-110.0;297.0
?;606.0;-259.0;152;315.0;694.0;162.0;-100.0;285.0
?;602.0;-245.0;152;269.0;679.0;134.0;-75.0;270.0
?;597.0;-227.0;152;231.0;662.0;106.0;-41.0;246.0
?;595.0;-211.0;152;208.0;640.0;85.0;-6.0;219.0
?;594.0;-191.0;153;195.0;614.0;62.0;4.0;177.0
?;588.0;-166.0;153;182.0;587.0;41.0;12.0;123.0
?;583.0;-140.0;153;162.0;563.0;30.0;45.0;67.0
?;575.0;-112.0;153;150.0;539.0;29.0;99.0;16.0
?;570.0;-87.0;153;145.0;514.0;34.0;148.0;-30.0
?;561.0;-64.0;153;144.0;490.0;41.0;179.0;-69.0
433.0;551.0;-47.0;153;147.0;461.0;48.0;205.0;-103.0
449.0;543.0;-28.0;154;152.0;425.0;58.0;221.0;-135.0
466.0;537.0;-13.0;157;160.0;394.0;69.0;235.0;-163.0
472.0;530.0;1.0;151;167.0;363.0;79.0;234.0;-188.0
484.0;524.0;13.0;160;172.0;331.0;92.0;244.0;-207.0
499.0;524.0;22.0;151;182.0;305.0;104.0;260.0;-221.0
507.0;516.0;28.0;157;186.0;282.0;116.0;269.0;-234.0
514.0;513.0;33.0;164;189.0;270.0;123.0;273.0;-240.0
514.0;513.0;34.0;141;193.0;262.0;130.0;265.0;-238.0
513.0;514.0;36.0;212;194.0;259.0;138.0;259.0;-232.0
510.0;517.0;42.0;74;196.0;273.0;144.0;250.0;-227.0
496.0;519.0;51.0;-165;193.0;?;143.0;220.0;-209.0
475.0;520.0;59.0;-114;197.0;?;134.0;178.0;-188.0
443.0;518.0;63.0;-77;201.0;?;115.0;120.0;-180.0
410.0;517.0;70.0;-85;212.0;349.0;108.0;63.0;-175.0
385.0;517.0;82.0;-57;237.0;373.0;114.0;24.0;-160.0
366.0;519.0;94.0;-143;263.0;401.0;112.0;10.0;-141.0
363.0;521.0;99.0;-161;293.0;429.0;107.0;25.0;-132.0
369.0;521.0;108.0;-173;318.0;454.0;92.0;62.0;-127.0
381.0;523.0;111.0;-208;343.0;472.0;82.0;110.0;-130.0
388.0;525.0;115.0;53;367.0;488.0;75.0;160.0;-135.0
392.0;527.0;122.0;219;375.0;494.0;68.0;202.0;-140.0
397.0;528.0;133.0;146;374.0;497.0;64.0;237.0;-141.0
409.0;535.0;143.0;169;373.0;503.0;69.0;268.0;-137.0
424.0;537.0;154.0;161;369.0;502.0;70.0;293.0;-138.0
443.0;540.0;167.0;150;362.0;502.0;67.0;307.0;-148.0
456.0;539.0;177.0;157;358.0;507.0;71.0;311.0;-165.0
471.0;540.0;184.0;147;346.0;506.0;80.0;308.0;-181.0
483.0;535.0;193.0;151;339.0;507.0;95.0;294.0;-203.0
504.0;529.0;197.0;146;304.0;507.0;109.0;295.0;-227.0
528.0;522.0;204.0;144;259.0;497.0;120.0;303.0;-257.0
539.0;524.0;214.0;144;231.0;477.0;132.0;318.0;-289.0
544.0;527.0;228.0;144;205.0;452.0;129.0;326.0;-318.0
563.0;525.0;250.0;140;170.0;428.0;123.0;344.0;-353.0
588.0;522.0;271.0;137;140.0;411.0;124.0;382.0;-379.0
610.0;515.0;291.0;136;122.0;398.0;128.0;438.0;-403.0
624.0;507.0;310.0;136;109.0;387.0;146.0;503.0;-427.0
631.0;495.0;328.0;137;101.0;378.0;168.0;554.0;-453.0
636.0;485.0;338.0;137;105.0;370.0;200.0;603.0;-476.0
630.0;474.0;349.0;140;119.0;354.0;226.0;623.0;-497.0
622.0;466.0;360.0;131;139.0;340.0;249.0;629.0;-515.0
?;455.0;369.0;137;166.0;323.0;276.0;632.0;-534.0
?;440.0;379.0;171;191.0;299.0;300.0;630.0;-547.0
578.0;427.0;387.0;174;221.0;273.0;333.0;627.0;-562.0
561.0;415.0;397.0;163;243.0;244.0;359.0;622.0;-572.0
542.0;405.0;408.0;161;257.0;211.0;380.0;617.0;-585.0
528.0;394.0;417.0;155;273.0;188.0;395.0;610.0;-596.0
516.0;386.0;423.0;154;279.0;163.0;407.0;609.0;-603.0
505.0;376.0;427.0;148;267.0;132.0;411.0;610.0;-610.0
498.0;363.0;431.0;142;254.0;90.0;411.0;612.0;-617.0
495.0;352.0;433.0;140;240.0;?;413.0;616.0;-626.0
483.0;340.0;429.0;131;215.0;?;413.0;622.0;-630.0
470.0;331.0;424.0;121;186.0;?;412.0;632.0;-634.0
460.0;318.0;417.0;113;146.0;?;404.0;641.0;-635.0
451.0;303.0;409.0;105;117.0;?;402.0;653.0;-637.0
448.0;286.0;402.0;94;101.0;?;405.0;663.0;-641.0
441.0;263.0;389.0;81;89.0;?;407.0;669.0;-646.0
435.0;239.0;370.0;75;92.0;?;411.0;666.0;-647.0
421.0;212.0;351.0;76;108.0;?;418.0;659.0;-648.0
402.0;190.0;333.0;76;130.0;?;435.0;648.0;-647.0
377.0;170.0;316.0;77;151.0;?;451.0;634.0;-650.0
349.0;148.0;298.0;76;186.0;?;473.0;615.0;?
327.0;128.0;284.0;76;230.0;?;494.0;592.0;?
301.0;109.0;262.0;76;287.0;?;515.0;562.0;?
274.0;100.0;241.0;76;334.0;?;535.0;532.0;?
245.0;98.0;222.0;76;371.0;?;554.0;499.0;?
216.0;98.0;196.0;76;413.0;?;570.0;461.0;?
185.0;101.0;169.0;76;442.0;?;583.0;427.0;?
164.0;105.0;140.0;76;473.0;?;596.0;394.0;?
147.0;116.0;113.0;77;?;-366.0;604.0;376.0;?
136.0;135.0;91.0;77;?;-360.0;608.0;365.0;?
125.0;154.0;69.0;77;?;-358.0;613.0;351.0;-640.0
110.0;175.0;51.0;77;?;-355.0;616.0;344.0;-634.0
103.0;192.0;37.0;77;?;-354.0;617.0;341.0;-633.0
95.0;209.0;23.0;77;?;-350.0;619.0;338.0;-627.0
86.0;223.0;13.0;78;?;-349.0;623.0;334.0;-624.0
83.0;237.0;6.0;78;?;-346.0;623.0;334.0;-620.0
78.0;248.0;-1.0;79;?;-343.0;623.0;335.0;-615.0
80.0;257.0;-9.0;79;?;-344.0;619.0;335.0;-610.0
80.0;261.0;-14.0;79;?;-343.0;621.0;339.0;-610.0
80.0;262.0;-18.0;79;501.0;-342.0;625.0;341.0;-608.0
78.0;262.0;-20.0;80;498.0;-341.0;625.0;343.0;-606.0
80.0;262.0;-22.0;80;496.0;-341.0;622.0;347.0;-606.0
80.0;261.0;-19.0;80;490.0;-341.0;622.0;349.0;-604.0
78.0;260.0;-18.0;80;485.0;-338.0;620.0;351.0;-600.0
76.0;263.0;-16.0;80;483.0;-341.0;621.0;351.0;-595.0
75.0;269.0;-10.0;81;479.0;-346.0;621.0;352.0;-589.0
75.0;272.0;1.0;81;474.0;-349.0;618.0;?;-580.0
75.0;279.0;9.0;81;?;-351.0;617.0;?;-570.0
75.0;281.0;21.0;81;?;-353.0;614.0;?;-559.0
80.0;278.0;34.0;80;?;-359.0;612.0;?;-546.0
84.0;268.0;50.0;80;449.0;-353.0;607.0;?;-540.0
87.0;250.0;67.0;80;439.0;-343.0;603.0;?;-529.0
96.0;231.0;88.0;80;425.0;-325.0;594.0;?;-526.0
101.0;205.0;108.0;80;409.0;-308.0;588.0;?;-524.0
110.0;173.0;126.0;80;400.0;-296.0;582.0;410.0;-524.0
115.0;140.0;145.0;80;383.0;-275.0;575.0;418.0;-526.0
121.0;105.0;166.0;80;368.0;-255.0;566.0;428.0;-525.0
128.0;69.0;186.0;80;351.0;-229.0;555.0;437.0;-524.0
133.0;32.0;199.0;80;339.0;-203.0;549.0;444.0;-522.0
137.0;-6.0;213.0;80;329.0;-181.0;542.0;452.0;-518.0
144.0;-42.0;230.0;80;321.0;-155.0;536.0;455.0;-517.0
145.0;-79.0;243.0;80;315.0;-130.0;529.0;456.0;-512.0
149.0;-114.0;252.0;80;309.0;-102.0;523.0;460.0;-509.0
154.0;-148.0;260.0;80;303.0;-75.0;520.0;465.0;-498.0
159.0;-179.0;266.0;81;297.0;-49.0;518.0;471.0;-490.0
164.0;-207.0;271.0;80;290.0;-23.0;511.0;473.0;-477.0
162.0;-233.0;277.0;80;286.0;1.0;512.0;472.0;-466.0
160.0;-260.0;280.0;80;282.0;25.0;510.0;469.0;-452.0
158.0;-282.0;284.0;80;280.0;47.0;510.0;465.0;-442.0
156.0;-301.0;287.0;80;279.0;69.0;508.0;463.0;-430.0
158.0;-313.0;289.0;81;280.0;86.0;510.0;463.0;-418.0
156.0;-328.0;294.0;81;281.0;101.0;508.0;464.0;-408.0
156.0;-342.0;296.0;80;287.0;109.0;511.0;464.0;-400.0
153.0;-350.0;298.0;81;287.0;121.0;511.0;462.0;-389.0
151.0;-353.0;299.0;81;291.0;133.0;510.0;459.0;-381.0
147.0;-359.0;300.0;80;292.0;145.0;513.0;458.0;-372.0
?;-362.0;301.0;81;293.0;152.0;514.0;453.0;-364.0
?;-369.0;298.0;81;296.0;156.0;513.0;451.0;-360.0
?;?;297.0;81;297.0;165.0;513.0;445.0;-351.0
?;?;298.0;81;296.0;174.0;511.0;442.0;-345.0
?;?;294.0;81;294.0;181.0;513.0;439.0;-339.0
?;?;297.0;80;293.0;186.0;513.0;437.0;-334.0
?;?;294.0;81;292.0;188.0;511.0;432.0;-330.0
?;?;293.0;81;290.0;194.0;511.0;430.0;-327.0
115.0;?;293.0;81;288.0;200.0;511.0;427.0;-321.0
110.0;?;291.0;81;286.0;205.0;509.0;423.0;-316.0
108.0;?;291.0;81;281.0;207.0;509.0;421.0;-315.0
106.0;?;292.0;81;277.0;208.0;508.0;419.0;-314.0
105.0;?;290.0;81;275.0;208.0;508.0;418.0;-312.0
105.0;?;291.0;80;273.0;212.0;507.0;419.0;-311.0
104.0;?;290.0;80;273.0;214.0;507.0;419.0;-311.0
104.0;?;290.0;81;271.0;216.0;505.0;419.0;-309.0
105.0;?;290.0;81;270.0;214.0;505.0;419.0;-311.0
106.0;-405.0;290.0;81;?;214.0;507.0;422.0;-311.0
105.0;-406.0;291.0;81;?;217.0;506.0;423.0;-310.0
110.0;-409.0;291.0;81;?;217.0;506.0;423.0;-309.0
108.0;-412.0;291.0;80;275.0;217.0;505.0;425.0;-308.0
110.0;-414.0;292.0;81;276.0;216.0;505.0;426.0;-307.0
113.0;-418.0;293.0;81;277.0;217.0;505.0;425.0;-308.0
112.0;-420.0;294.0;81;279.0;218.0;506.0;426.0;-308.0
112.0;-422.0;294.0;81;281.0;221.0;505.0;425.0;-305.0
113.0;-424.0;294.0;80;280.0;221.0;506.0;424.0;-304.0
114.0;-427.0;296.0;80;283.0;221.0;506.0;428.0;-304.0
113.0;-428.0;293.0;81;280.0;223.0;507.0;425.0;-305.0
112.0;-429.0;295.0;81;281.0;222.0;504.0;425.0;-303.0
113.0;-430.0;296.0;81;280.0;223.0;507.0;424.0;-302.0
111.0;-432.0;295.0;81;279.0;223.0;508.0;423.0;-302.0
111.0;-434.0;294.0;81;276.0;222.0;504.0;424.0;-302.0
111.0;-434.0;295.0;80;275.0;223.0;505.0;424.0;-305.0
110.0;-435.0;294.0;81;?;224.0;504.0;424.0;-304.0
113.0;-438.0;294.0;81;?;225.0;506.0;423.0;-303.0
114.0;-440.0;295.0;80;?;225.0;505.0;426.0;-302.0
110.0;-440.0;293.0;81;?;226.0;504.0;423.0;-299.0
110.0;-444.0;293.0;81;280.0;226.0;504.0;423.0;-299.0
110.0;-444.0;295.0;81;278.0;226.0;506.0;422.0;-299.0
111.0;?;293.0;80;279.0;227.0;504.0;422.0;-297.0
111.0;-447.0;291.0;81;281.0;230.0;505.0;421.0;-297.0
108.0;-449.0;293.0;81;280.0;229.0;508.0;423.0;-295.0
109.0;-451.0;292.0;80;280.0;232.0;507.0;422.0;-293.0
107.0;-452.0;291.0;80;281.0;231.0;507.0;422.0;-293.0
109.0;-455.0;293.0;81;280.0;232.0;506.0;422.0;-291.0
107.0;-455.0;292.0;80;280.0;235.0;506.0;420.0;-290.0
108.0;-455.0;294.0;80;279.0;233.0;506.0;420.0;-290.0
107.0;-456.0;293.0;81;280.0;233.0;506.0;419.0;-290.0
108.0;-459.0;293.0;81;279.0;233.0;506.0;421.0;-288.0
108.0;-456.0;293.0;80;279.0;233.0;505.0;421.0;-290.0
108.0;-459.0;295.0;81;279.0;233.0;505.0;425.0;-290.0
109.0;-461.0;293.0;81;278.0;233.0;506.0;423.0;-288.0
111.0;-463.0;291.0;80;277.0;234.0;504.0;422.0;-289.0
110.0;-463.0;294.0;81;277.0;233.0;506.0;423.0;-289.0
112.0;-462.0;293.0;80;277.0;234.0;505.0;425.0;-290.0
111.0;-464.0;292.0;81;278.0;233.0;504.0;425.0;-291.0
111.0;-466.0;295.0;80;279.0;232.0;505.0;428.0;-289.0
112.0;-466.0;293.0;80;279.0;232.0;505.0;426.0;-290.0
113.0;-467.0;292.0;81;280.0;235.0;506.0;425.0;-288.0
112.0;-467.0;294.0;80;282.0;234.0;505.0;427.0;-288.0
112.0;-471.0;295.0;80;281.0;233.0;506.0;?;-287.0
114.0;-471.0;293.0;80;280.0;237.0;504.0;?;-288.0
112.0;-473.0;294.0;80;280.0;236.0;504.0;?;-285.0
112.0;-473.0;295.0;80;280.0;236.0;506.0;425.0;-284.0
114.0;-474.0;295.0;80;280.0;238.0;506.0;428.0;-284.0
114.0;-474.0;296.0;81;280.0;239.0;506.0;429.0;-283.0
113.0;-477.0;294.0;81;280.0;238.0;506.0;428.0;-282.0
114.0;-478.0;295.0;80;278.0;240.0;506.0;429.0;-280.0
114.0;-479.0;295.0;81;278.0;241.0;505.0;430.0;-280.0
116.0;-478.0;295.0;81;278.0;240.0;506.0;431.0;-278.0
117.0;-478.0;296.0;80;278.0;242.0;506.0;430.0;-279.0
116.0;-481.0;294.0;81;279.0;241.0;506.0;430.0;-279.0
115.0;-479.0;294.0;81;278.0;240.0;506.0;428.0;-278.0
116.0;-481.0;295.0;80;279.0;241.0;505.0;429.0;-278.0
117.0;-480.0;293.0;80;279.0;242.0;507.0;430.0;-276.0
115.0;-481.0;294.0;80;278.0;240.0;507.0;429.0;-276.0
114.0;-480.0;295.0;80;279.0;240.0;507.0;427.0;-279.0
115.0;-480.0;294.0;80;282.0;239.0;509.0;428.0;-279.0
115.0;-477.0;293.0;80;282.0;240.0;509.0;428.0;-279.0
114.0;-475.0;294.0;80;283.0;237.0;508.0;426.0;-282.0
114.0;-473.0;295.0;80;283.0;234.0;510.0;426.0;-283.0
113.0;-471.0;292.0;80;284.0;232.0;508.0;425.0;-285.0
114.0;-466.0;293.0;80;283.0;229.0;510.0;?;-288.0
115.0;-461.0;292.0;80;285.0;227.0;509.0;?;-292.0
113.0;-455.0;292.0;80;285.0;227.0;510.0;?;-296.0
114.0;-449.0;292.0;80;284.0;221.0;511.0;?;-300.0
114.0;-447.0;290.0;80;285.0;213.0;511.0;?;-303.0
111.0;-438.0;292.0;80;286.0;210.0;510.0;?;-308.0
113.0;-431.0;290.0;80;287.0;208.0;511.0;?;-310.0
112.0;-423.0;293.0;80;287.0;202.0;512.0;?;-315.0
111.0;-411.0;289.0;80;286.0;193.0;511.0;?;-322.0
112.0;-403.0;289.0;81;283.0;180.0;510.0;?;-332.0
112.0;-392.0;285.0;81;284.0;164.0;512.0;?;-342.0
110.0;-375.0;285.0;81;282.0;149.0;511.0;418.0;-357.0
109.0;-360.0;280.0;81;281.0;128.0;511.0;417.0;-374.0
109.0;-340.0;276.0;81;282.0;106.0;512.0;416.0;-390.0
105.0;-322.0;269.0;81;281.0;73.0;512.0;413.0;-409.0
105.0;-299.0;260.0;81;283.0;52.0;513.0;411.0;-426.0
105.0;-275.0;255.0;75;286.0;33.0;515.0;411.0;-440.0
104.0;-248.0;245.0;59;292.0;9.0;515.0;407.0;-454.0
105.0;-220.0;237.0;47;295.0;-20.0;516.0;407.0;-466.0
103.0;-189.0;229.0;41;301.0;-57.0;519.0;408.0;-478.0
102.0;-161.0;216.0;39;308.0;-87.0;522.0;407.0;-488.0
103.0;-133.0;211.0;39;312.0;-112.0;527.0;406.0;-497.0
100.0;-104.0;201.0;39;321.0;-141.0;530.0;403.0;-501.0
95.0;-78.0;192.0;39;331.0;-171.0;535.0;397.0;-510.0
91.0;-52.0;183.0;39;340.0;-199.0;542.0;389.0;-512.0
84.0;-27.0;178.0;39;354.0;-220.0;547.0;381.0;-519.0
79.0;-6.0;169.0;39;365.0;-237.0;550.0;371.0;-523.0
73.0;18.0;163.0;39;376.0;-252.0;556.0;366.0;-526.0
69.0;40.0;158.0;39;387.0;-267.0;559.0;361.0;-527.0
63.0;62.0;153.0;39;396.0;-278.0;562.0;351.0;-528.0
58.0;82.0;147.0;39;404.0;-285.0;564.0;346.0;-529.0
57.0;97.0;137.0;39;411.0;-294.0;570.0;341.0;-530.0
54.0;110.0;130.0;39;410.0;-299.0;571.0;339.0;-531.0
54.0;120.0;118.0;39;409.0;-304.0;573.0;341.0;-530.0
54.0;136.0;109.0;39;403.0;-306.0;576.0;345.0;-533.0
54.0;146.0;99.0;39;399.0;-309.0;579.0;346.0;-534.0
54.0;156.0;97.0;39;397.0;-315.0;580.0;346.0;-538.0
53.0;165.0;88.0;39;397.0;-314.0;582.0;348.0;-538.0
52.0;175.0;81.0;39;399.0;-311.0;584.0;347.0;-535.0
54.0;185.0;72.0;39;402.0;-301.0;583.0;346.0;-528.0
51.0;195.0;59.0;39;403.0;-295.0;586.0;346.0;-522.0
51.0;199.0;49.0;39;405.0;-302.0;589.0;344.0;-518.0
47.0;206.0;40.0;39;405.0;-301.0;590.0;342.0;-519.0
44.0;213.0;29.0;39;409.0;-303.0;594.0;342.0;-516.0
41.0;217.0;17.0;39;411.0;-301.0;597.0;337.0;-514.0
37.0;221.0;9.0;39;413.0;-302.0;599.0;333.0;-515.0
33.0;225.0;-1.0;39;418.0;-303.0;600.0;330.0;-512.0
28.0;225.0;-8.0;39;425.0;-304.0;600.0;323.0;-510.0
23.0;224.0;-16.0;39;430.0;-306.0;603.0;318.0;-509.0
19.0;225.0;-19.0;39;436.0;-301.0;605.0;312.0;-509.0
13.0;224.0;-25.0;39;441.0;-301.0;606.0;306.0;-510.0
10.0;224.0;-30.0;39;443.0;-303.0;608.0;299.0;-511.0
6.0;224.0;-33.0;39;449.0;-302.0;610.0;294.0;-512.0
1.0;224.0;-35.0;39;452.0;-299.0;610.0;288.0;-512.0
0.0;222.0;-38.0;39;456.0;-292.0;609.0;284.0;-514.0
0.0;221.0;-41.0;39;457.0;-282.0;612.0;282.0;-514.0
-4.0;217.0;-45.0;39;460.0;-267.0;612.0;282.0;-513.0
-3.0;222.0;-46.0;39;460.0;-263.0;611.0;281.0;-510.0
-4.0;227.0;-47.0;39;459.0;-261.0;612.0;284.0;-511.0
-4.0;223.0;-46.0;39;455.0;-257.0;612.0;282.0;-511.0
-7.0;223.0;-46.0;39;450.0;-256.0;610.0;283.0;-510.0
-3.0;222.0;-45.0;39;450.0;-254.0;610.0;289.0;-506.0
-3.0;220.0;-46.0;39;444.0;-254.0;608.0;288.0;-503.0
-3.0;217.0;-42.0;39;441.0;-250.0;607.0;291.0;-501.0
-3.0;212.0;-42.0;39;436.0;-246.0;607.0;291.0;-499.0
-5.0;212.0;-41.0;39;431.0;-240.0;605.0;292.0;-495.0
-5.0;213.0;-41.0;39;?;-234.0;605.0;291.0;-489.0
-9.0;217.0;-39.0;39;?;-223.0;604.0;289.0;-482.0
-16.0;221.0;-39.0;39;?;-209.0;603.0;283.0;-466.0
-22.0;224.0;-40.0;39;?;-189.0;600.0;282.0;-447.0
-30.0;229.0;-41.0;39;?;-166.0;600.0;274.0;-425.0
-38.0;231.0;-42.0;39;?;-139.0;598.0;265.0;-400.0
-50.0;235.0;-46.0;39;?;-105.0;598.0;256.0;-360.0
-61.0;241.0;-49.0;39;?;-62.0;596.0;242.0;-319.0
-75.0;242.0;-58.0;39;?;-9.0;598.0;225.0;-275.0
-91.0;245.0;-64.0;39;?;38.0;598.0;209.0;-237.0
-107.0;248.0;-73.0;39;443.0;78.0;593.0;187.0;-198.0
-124.0;251.0;-83.0;39;447.0;114.0;592.0;166.0;-162.0
-139.0;249.0;-93.0;37;453.0;141.0;590.0;149.0;-139.0
-155.0;246.0;-103.0;37;462.0;167.0;589.0;127.0;-120.0
-169.0;244.0;-116.0;26;467.0;183.0;586.0;106.0;-96.0
-184.0;236.0;-126.0;17;473.0;194.0;588.0;91.0;-72.0
-195.0;234.0;-141.0;16;480.0;199.0;587.0;74.0;-48.0
-206.0;227.0;-157.0;12;488.0;205.0;586.0;59.0;-29.0
-216.0;222.0;-172.0;12;494.0;204.0;584.0;40.0;-13.0
-227.0;217.0;-189.0;12;503.0;212.0;588.0;25.0;3.0
-234.0;211.0;-207.0;11;512.0;225.0;590.0;11.0;18.0
-238.0;213.0;-224.0;10;524.0;247.0;595.0;-1.0;40.0
-245.0;217.0;-244.0;8;?;274.0;597.0;-13.0;69.0
-251.0;226.0;-264.0;8;?;308.0;597.0;-37.0;102.0
-261.0;237.0;-277.0;4;?;338.0;599.0;-65.0;133.0
-275.0;245.0;-291.0;2;?;363.0;600.0;-92.0;159.0
-284.0;253.0;-302.0;2;?;383.0;?;-116.0;175.0
-291.0;261.0;-309.0;-1;?;403.0;?;-138.0;185.0
-298.0;273.0;-317.0;1;?;423.0;?;-155.0;190.0
-306.0;280.0;-325.0;5;?;443.0;?;-176.0;198.0
-312.0;286.0;-334.0;8;634.0;460.0;592.0;?;205.0
-316.0;292.0;-343.0;15;630.0;477.0;590.0;?;215.0
-320.0;294.0;-355.0;18;625.0;494.0;586.0;?;224.0
-323.0;294.0;-368.0;23;613.0;507.0;584.0;?;232.0
-324.0;295.0;-384.0;35;608.0;520.0;584.0;?;252.0
-325.0;297.0;-397.0;39;610.0;533.0;590.0;-180.0;272.0
-325.0;301.0;-411.0;38;606.0;537.0;589.0;-165.0;289.0
-322.0;306.0;-424.0;44;605.0;537.0;590.0;-147.0;305.0
-321.0;311.0;-436.0;47;600.0;526.0;595.0;-133.0;323.0
-320.0;315.0;-445.0;46;599.0;524.0;596.0;-121.0;336.0
-315.0;319.0;-456.0;47;603.0;527.0;598.0;-112.0;350.0
-316.0;320.0;-461.0;46;603.0;529.0;599.0;-107.0;360.0
-314.0;323.0;-467.0;47;608.0;531.0;599.0;-104.0;368.0
-317.0;328.0;-465.0;48;614.0;532.0;595.0;-113.0;367.0
-322.0;335.0;-465.0;48;618.0;535.0;590.0;-135.0;?
-331.0;343.0;-459.0;47;618.0;535.0;585.0;-160.0;?
-338.0;352.0;-459.0;47;620.0;536.0;575.0;-190.0;351.0
-347.0;357.0;-460.0;47;615.0;539.0;564.0;-205.0;350.0
-348.0;363.0;-459.0;47;613.0;553.0;559.0;-210.0;349.0
-346.0;370.0;-451.0;47;616.0;565.0;559.0;-209.0;352.0
-346.0;378.0;-442.0;47;619.0;574.0;555.0;-218.0;352.0
-348.0;389.0;-437.0;48;623.0;575.0;545.0;-240.0;344.0
-356.0;399.0;-436.0;49;624.0;573.0;532.0;-271.0;331.0
-365.0;404.0;-433.0;49;624.0;578.0;524.0;-300.0;318.0
-372.0;407.0;-433.0;50;619.0;580.0;515.0;-319.0;310.0
-375.0;405.0;-436.0;50;613.0;589.0;504.0;-333.0;311.0
-378.0;403.0;-436.0;54;607.0;594.0;496.0;-351.0;312.0
-382.0;398.0;-438.0;59;601.0;600.0;487.0;-369.0;316.0
-387.0;394.0;-433.0;56;595.0;602.0;?;-392.0;318.0
-389.0;388.0;-431.0;55;584.0;601.0;?;-410.0;321.0
-394.0;387.0;-426.0;54;575.0;596.0;?;-428.0;320.0
-400.0;387.0;-422.0;55;565.0;586.0;459.0;-447.0;317.0
-405.0;386.0;-421.0;70;554.0;571.0;462.0;-459.0;318.0
-412.0;379.0;-416.0;82;547.0;542.0;467.0;-468.0;313.0
-414.0;378.0;-407.0;90;537.0;519.0;478.0;-473.0;313.0
-421.0;376.0;-406.0;87;535.0;500.0;490.0;-472.0;307.0
-426.0;374.0;-403.0;78;539.0;477.0;503.0;-451.0;300.0
-423.0;371.0;-394.0;95;553.0;465.0;522.0;-416.0;292.0
-411.0;366.0;-379.0;61;562.0;454.0;542.0;-367.0;277.0
