InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
-30.0;-3;26.0;959.0;4;-4.0;8;-4;217;13.0;8
10.0;-2;16.0;918.0;2;-24.0;-2;-2;216;-9.0;-2
43.0;-3;97.0;955.0;-9;0.0;-16;9;153;25.0;-16
-38.0;3;73.0;950.0;-30;39.0;-14;30;224;58.0;-14
-13.0;-231;48.0;949.0;13;65.0;15;-13;164;39.0;15
19.0;-2;19.0;957.0;4;57.0;-1;-4;216;66.0;-1
48.0;8;-22.0;925.0;-20;102.0;-3;20;228;4.0;-3
-4.0;1;34.0;975.0;6;23.0;1;-6;218;25.0;1
-10.0;1;16.0;952.0;12;12.0;-17;-12;220;30.0;-17
-4.0;3;-16.0;952.0;-12;48.0;-12;12;288;19.0;-12
-16.0;-2;18.0;958.0;-10;30.0;-19;10;291;14.0;-19
-23.0;-15;-4.0;943.0;6;49.0;-10;-6;284;66.0;-10
15.0;4;22.0;959.0;-5;4.0;12;5;288;25.0;12
-4.0;14;47.0;944.0;-16;17.0;31;16;301;46.0;31
201.0;61;-94.0;812.0;-211;279.0;1229;211;298;-242.0;1229
-324.0;-1;267.0;811.0;9;22.0;-68;-9;242;289.0;-68
-32.0;-2438;-9.0;916.0;22;99.0;-14;-22;1228;24.0;-14
24.0;-5;25.0;959.0;-2;12.0;-8;2;290;13.0;-8
13.0;11;45.0;974.0;11;26.0;-11;-11;315;41.0;-11
-430.0;-62;93.0;1008.0;26;-253.0;-10;-26;132;-111.0;-10
11.0;12;25.0;973.0;25;17.0;-12;-25;306;45.0;-12
-24.0;9;0.0;982.0;23;28.0;14;-23;308;37.0;14
-45.0;-7;8.0;979.0;23;6.0;14;-23;298;19.0;14
-39.0;1;-23.0;956.0;16;37.0;-16;-16;299;9.0;-16
-19.0;3;26.0;966.0;10;20.0;2;-10;300;-26.0;2
13.0;-349;529.0;1277.0;1046;-164.0;-117;-1046;218;-770.0;-117
-422.0;-5;626.0;930.0;13;-898.0;38;-13;210;-188.0;38
9.0;6;26.0;972.0;1;-9.0;-12;-1;310;89.0;-12
-20.0;2;17.0;948.0;23;-2.0;24;-23;309;59.0;24
17.0;-41;-47.0;922.0;113;-29.0;38;-113;300;64.0;38
-87.0;100;-314.0;1003.0;-27;128.0;6;27;377;17.0;6
-26.0;-3;32.0;840.0;25;4.0;-3;-25;214;26.0;-3
-25.0;-3;118.0;767.0;0;60.0;-26;0;213;37.0;-26
2.0;-2;-15.0;950.0;-30;40.0;-26;30;288;18.0;-26
21.0;9;-6.0;839.0;-32;19.0;-10;32;225;12.0;-10
10.0;2;30.0;874.0;20;-16.0;-23;-20;217;100.0;-23
27.0;0;36.0;898.0;11;-7.0;-12;-11;220;46.0;-12
25.0;-3;14.0;947.0;34;26.0;14;-34;288;14.0;14
53.0;3;-64.0;916.0;-14;59.0;4;14;302;-63.0;4
134.0;0;87.0;944.0;-6;23.0;4;6;288;164.0;4
-19.0;-2;51.0;954.0;-27;-54.0;3;27;259;87.0;3
18.0;5;-18.0;974.0;23;35.0;-24;-23;258;15.0;-24
55.0;-9;-29.0;947.0;1;83.0;7;-1;283;-6.0;7
-41.0;3;41.0;981.0;-3;-34.0;0;3;309;96.0;0
78.0;-20;19.0;1018.0;5;205.0;38;-5;337;-108.0;38
34.0;3;-2.0;931.0;14;431.0;-34;-14;221;-79.0;-34
14.0;-1;-2.0;906.0;3;54.0;-4;-3;258;41.0;-4
207.0;-8;-965.0;603.0;25;-408.0;17;-25;272;-51.0;17
-14.0;2;-36.0;916.0;-1;-7.0;26;1;259;55.0;26
21.0;-1;8.0;948.0;4;55.0;21;-4;256;24.0;21
-27.0;-5;49.0;900.0;4;147.0;17;-4;217;-20.0;17
-120.0;8;79.0;840.0;-6;-30.0;-11;6;233;260.0;-11
-106.0;-7;90.0;932.0;28;-29.0;-1;-28;214;65.0;-1
-34.0;5;63.0;914.0;23;-22.0;16;-23;228;34.0;16
-17.0;6;36.0;850.0;9;-121.0;-9;-9;222;150.0;-9
29.0;-7;-12.0;922.0;13;40.0;-2;-13;256;33.0;-2
19.0;-7;-2.0;931.0;2;-3.0;6;-2;255;-2.0;6
-18.0;0;51.0;881.0;-8;-23.0;9;8;223;60.0;9
-4.0;-7;31.0;888.0;-16;11.0;-7;16;216;26.0;-7
311.0;-294;-231.0;888.0;189;-318.0;-427;-189;252;-51.0;-427
40.0;-6;2.0;898.0;-27;-15.0;-23;27;215;15.0;-23
37.0;-1;-49.0;893.0;-9;-21.0;29;9;220;20.0;29
-38.0;1;-15.0;899.0;-21;-33.0;0;21;222;29.0;0
-43.0;-1;-5.0;919.0;-27;-20.0;-34;27;220;26.0;-34
-8.0;-2;-2.0;900.0;7;46.0;-28;-7;259;37.0;-28
-6.0;3;-16.0;918.0;27;6.0;-16;-27;262;44.0;-16
21.0;-1;4.0;926.0;27;21.0;14;-27;259;35.0;14
10.0;-30;22.0;935.0;-3;61.0;1;3;272;103.0;1
19.0;4;18.0;956.0;26;30.0;-9;-26;299;12.0;-9
13.0;-1;2.0;949.0;-23;27.0;5;23;259;16.0;5
11.0;2;-15.0;924.0;-2;26.0;-4;2;262;15.0;-4
-18.0;7;12.0;935.0;3;51.0;-24;-3;301;92.0;-24
6.0;-2;23.0;914.0;-18;48.0;21;18;257;25.0;21
47.0;1;27.0;915.0;-37;21.0;-26;37;260;21.0;-26
-15.0;7;37.0;949.0;-20;18.0;14;20;305;40.0;14
-15.0;8;26.0;964.0;-2;29.0;41;2;304;40.0;41
11.0;4;-16.0;937.0;34;17.0;5;-34;295;2.0;5
11.0;-2;-28.0;937.0;26;-17.0;-3;-26;288;26.0;-3
-22.0;4;-24.0;937.0;14;-14.0;-13;-14;294;-3.0;-13
-44.0;2;38.0;950.0;9;-7.0;-11;-9;290;7.0;-11
-10.0;2;-7.0;964.0;-4;-34.0;-5;4;289;38.0;-5
2.0;7;8.0;945.0;25;15.0;36;-25;306;65.0;36
-15.0;3;12.0;941.0;23;-23.0;-16;-23;305;83.0;-16
-18.0;-1;-18.0;942.0;35;-84.0;-4;-35;306;122.0;-4
-30.0;6;1.0;942.0;6;-50.0;-17;-6;294;22.0;-17
-88.0;22;-116.0;909.0;-12;-215.0;-26;12;249;4.0;-26
96.0;-7;32.0;928.0;18;105.0;-11;-18;159;28.0;-11
-122.0;-1;134.0;959.0;11;4.0;-7;-11;304;311.0;-7
161.0;2;-121.0;778.0;-9;-254.0;-38;9;220;119.0;-38
-15.0;7;45.0;822.0;-3;7.0;10;3;222;52.0;10
15.0;3;32.0;800.0;17;26.0;-9;-17;222;7.0;-9
393.0;247;-27.0;1008.0;16;194.0;1;-16;359;-193.0;1
102.0;4;105.0;933.0;2;188.0;6;-2;260;13.0;6
-221.0;-1;151.0;978.0;-15;-365.0;-10;15;307;393.0;-10
3.0;5;22.0;794.0;2;35.0;-20;-2;219;40.0;-20
120.0;-14;270.0;986.0;118;332.0;3;-118;283;236.0;3
-965.0;1;254.0;879.0;16;-1234.0;-2;-16;213;348.0;-2
0.0;6;-11.0;851.0;-10;-29.0;-25;10;217;46.0;-25
95.0;0;101.0;950.0;4;151.0;-16;-4;298;-19.0;-16
81.0;204;255.0;1135.0;7550;-71.0;-2486;-7550;248;630.0;-2486
17.0;1;2.0;792.0;-28;25.0;3;28;219;32.0;3
-96.0;-2;-28.0;959.0;-14;-73.0;3;14;302;247.0;3
-40.0;-75;-190.0;935.0;-24;-206.0;-59;24;387;16.0;-59
-45.0;-2;78.0;846.0;-8;31.0;3;8;215;18.0;3
-251.0;2;149.0;907.0;7;-156.0;-16;-7;218;-225.0;-16
819.0;5;-1099.0;918.0;38;-334.0;-15;-38;264;579.0;-15
-50.0;-1;9.0;823.0;22;79.0;2;-22;217;-19.0;2
70.0;-205;115.0;1038.0;-18;14.0;-27;18;685;-43.0;-27
41.0;9;-84.0;793.0;-23;30.0;-11;23;258;282.0;-11
172.0;-63;-573.0;780.0;-1315;333.0;-1206;1315;277;-606.0;-1206
19.0;8;26.0;790.0;-21;17.0;9;21;223;64.0;9
2.0;8;8.0;783.0;-3;17.0;-4;3;224;32.0;-4
-8.0;-1;28.0;802.0;-19;31.0;-1;19;217;36.0;-1
-859.0;-13;530.0;1014.0;16;-465.0;-23;-16;375;508.0;-23
322.0;6;-79.0;820.0;-10;-25.0;-24;10;256;-204.0;-24
10.0;-1;10.0;841.0;-14;-32.0;4;14;212;-15.0;4
-381.0;-5;-386.0;851.0;-53;-77.0;-5;53;214;96.0;-5
8.0;2;26.0;803.0;5;-8.0;-7;-5;223;23.0;-7
-21.0;3;20.0;831.0;-30;30.0;-5;30;221;68.0;-5
2.0;5;-37.0;811.0;39;16.0;-34;-39;221;46.0;-34
6.0;5;-6.0;855.0;-9;59.0;-22;9;216;123.0;-22
-98.0;-1;124.0;849.0;-17;197.0;13;17;218;-269.0;13
170.0;-3;165.0;935.0;13;-46.0;-27;-13;239;-61.0;-27
30.0;5;-309.0;975.0;-20;-112.0;-56;20;258;-94.0;-56
-22.0;6;-75.0;786.0;4;49.0;-20;-4;257;62.0;-20
433.0;96;253.0;967.0;-13;157.0;-23;13;279;140.0;-23
-136.0;-44;287.0;776.0;-8;106.0;0;8;236;223.0;0
81.0;3;125.0;919.0;-14;-247.0;1;14;224;96.0;1
-10.0;26;-88.0;847.0;-38;-101.0;28;38;207;128.0;28
4.0;5;0.0;828.0;-11;22.0;10;11;221;13.0;10
25.0;1;5.0;844.0;15;113.0;-3;-15;211;109.0;-3
-88.0;-9;21.0;938.0;166;-255.0;547;-166;288;273.0;547
93.0;-17;207.0;966.0;-33;44.0;-11;33;276;85.0;-11
-6.0;6;2.0;843.0;-13;83.0;-3;13;221;-64.0;-3
198.0;-8;-91.0;977.0;-21;252.0;-19;21;270;-181.0;-19
588.0;82;131.0;1414.0;-2788;44.0;-1178;2788;279;447.0;-1178
64.0;318;52.0;981.0;55;182.0;-67;-55;549;0.0;-67
125.0;-17;37.0;984.0;27;143.0;-22;-27;170;-31.0;-22
337.0;-5;-483.0;939.0;17;461.0;4;-17;249;-99.0;4
-428.0;-78;574.0;1039.0;1;-908.0;7;-1;299;971.0;7
508.0;40;-360.0;847.0;-2031;496.0;1140;2031;284;-739.0;1140
282.0;0;362.0;948.0;11;283.0;-11;-11;306;417.0;-11
-409.0;-55;148.0;934.0;-1521;-947.0;1802;1521;255;449.0;1802
14.0;4;23.0;848.0;-32;115.0;-11;32;216;111.0;-11
-797.0;-26;1350.0;1019.0;-34;-1647.0;-57;34;294;2146.0;-57
-175.0;107;175.0;965.0;1804;-130.0;-407;-1804;337;-234.0;-407
103.0;-9;60.0;956.0;-3;43.0;-15;3;274;14.0;-15
177.0;-15;-130.0;816.0;-580;239.0;291;580;215;-373.0;291
25.0;0;22.0;849.0;-30;40.0;17;30;220;78.0;17
852.0;-80;-770.0;920.0;81;1330.0;-24;-81;268;-543.0;-24
-27.0;13;-179.0;970.0;-33;-148.0;27;33;306;-40.0;27
-271.0;-165;233.0;1014.0;-18;-710.0;12;18;492;-938.0;12
169.0;-7;-46.0;811.0;14;-86.0;35;-14;257;-358.0;35
-3223.0;-3;797.0;964.0;-32;-2431.0;-21;32;307;1616.0;-21
404.0;-17;-28.0;933.0;-21;213.0;51;21;264;-20.0;51
60.0;-1;-33.0;963.0;-17;43.0;17;17;285;-110.0;17
-134.0;-38;142.0;769.0;-22;-5.0;28;22;224;137.0;28
-478.0;158;793.0;1002.0;-9;-374.0;-23;9;512;562.0;-23
-242.0;-764;872.0;998.0;108;-172.0;85;-108;-96;1062.0;85
125.0;-38;707.0;919.0;73;30.0;20;-73;257;483.0;20
159.0;103;-14.0;1010.0;9;252.0;-7;-9;475;-61.0;-7
36.0;-3;14.0;850.0;3;140.0;6;-3;216;56.0;6
-767.0;-53;218.0;1009.0;-8;-397.0;-29;8;200;15.0;-29
-201.0;-104;66.0;938.0;42;200.0;-4;-42;228;-229.0;-4
531.0;3;-430.0;915.0;-809;641.0;-235;809;256;797.0;-235
-19.0;1;-67.0;1000.0;23;-7.0;65;-23;277;-30.0;65
-4.0;-4;-8.0;891.0;2;91.0;-33;-2;212;117.0;-33
-30.0;3;-10.0;952.0;-271;-6.0;-370;271;263;126.0;-370
-39.0;-66;-333.0;947.0;12;125.0;26;-12;258;-265.0;26
56.0;4;142.0;902.0;-10;149.0;-9;10;311;132.0;-9
25.0;0;-10.0;798.0;0;38.0;4;0;220;38.0;4
79.0;-2;-372.0;696.0;36;-172.0;-23;-36;273;39.0;-23
-37.0;1;87.0;835.0;14;-56.0;-55;-14;215;1.0;-55
54.0;-3;30.0;864.0;65;404.0;-465;-65;266;224.0;-465
266.0;-2;-481.0;1002.0;1;518.0;18;-1;307;-892.0;18
-33.0;6;18.0;875.0;-8;-244.0;11;8;221;58.0;11
-340.0;-264;-218.0;575.0;80;430.0;5;-80;242;793.0;5
-85.0;-4;91.0;919.0;-46;173.0;-41;46;215;-5.0;-41
25.0;0;18.0;804.0;4;22.0;-9;-4;217;40.0;-9
-143.0;3;-135.0;944.0;11;-369.0;39;-11;309;134.0;39
507.0;1;-1336.0;702.0;-4948;739.0;2471;4948;245;-2277.0;2471
-79.0;8;93.0;841.0;-1;-439.0;-11;1;224;-131.0;-11
15.0;-1;-6.0;834.0;13;18.0;5;-13;213;54.0;5
739.0;5;370.0;986.0;161;1392.0;68;-161;273;520.0;68
-14.0;5;18.0;918.0;-1;304.0;14;1;336;-175.0;14
-125.0;8;-10.0;944.0;13;288.0;7;-13;242;114.0;7
-32.0;-1;-6.0;785.0;26;-70.0;16;-26;253;73.0;16
25.0;-1;30.0;965.0;1;-22.0;-28;-1;338;7.0;-28
42.0;2;-24.0;849.0;30;84.0;16;-30;223;38.0;16
-47.0;-6;63.0;828.0;-18;5.0;12;18;215;48.0;12
341.0;4;-192.0;889.0;12;-151.0;-1;-12;214;-6.0;-1
-56.0;7;17.0;850.0;-15;43.0;-3;15;223;101.0;-3
91.0;75;380.0;1013.0;-707;-91.0;4336;707;278;-252.0;4336
165.0;36;-51.0;881.0;-10;705.0;-17;10;248;153.0;-17
20.0;2;-3.0;875.0;-7;-23.0;20;7;217;305.0;20
57.0;-1;-29.0;790.0;27;9.0;13;-27;214;48.0;13
386.0;-89;-201.0;981.0;26;300.0;0;-26;311;100.0;0
-178.0;-1;125.0;947.0;961;-79.0;-1262;-961;259;366.0;-1262
542.0;89;-523.0;880.0;34;815.0;-1889;-34;280;-179.0;-1889
-307.0;-6;-201.0;915.0;-25;-198.0;-5;25;252;-464.0;-5
-11.0;109;57.0;966.0;14;13.0;9;-14;457;66.0;9
35.0;3;4.0;832.0;-14;5.0;13;14;214;3.0;13
-198.0;-143;-9.0;1039.0;12;-61.0;-24;-12;373;-28.0;-24
-44.0;4;83.0;819.0;38;3.0;18;-38;220;58.0;18
-402.0;-13;200.0;1011.0;12;-53.0;-4;-12;248;152.0;-4
-31.0;-5;42.0;858.0;28;101.0;24;-28;214;-148.0;24
228.0;3;-141.0;946.0;13;200.0;7;-13;248;321.0;7
-217.0;-68;112.0;969.0;-1;226.0;-22;1;267;-452.0;-22
-10.0;-55;235.0;951.0;2;-248.0;17;-2;361;480.0;17
97.0;1;-113.0;926.0;-15;76.0;-10;15;308;-147.0;-10
154.0;1;285.0;940.0;3;109.0;2;-3;295;148.0;2
-12.0;0;14.0;830.0;20;16.0;9;-20;216;33.0;9
23.0;-3;-19.0;781.0;10;10.0;34;-10;218;25.0;34
482.0;-1067;-80.0;873.0;159;1021.0;-157;-159;464;927.0;-157
352.0;4;-233.0;830.0;-1;31.0;14;1;217;94.0;14
71.0;0;120.0;667.0;-61;135.0;-12;61;262;119.0;-12
-44.0;-3;-13.0;941.0;-36;32.0;-7;36;237;181.0;-7
-132.0;31;-11.0;773.0;-11;-215.0;13;11;259;28.0;13
-71.0;-54;-84.0;993.0;-8;258.0;-40;8;325;-632.0;-40
233.0;0;-96.0;875.0;4;-59.0;-22;-4;223;128.0;-22
209.0;-30;-110.0;928.0;-14;69.0;36;14;293;758.0;36
-242.0;2;352.0;948.0;-1596;-204.0;-22;1596;315;533.0;-22
297.0;1;-47.0;948.0;-1;560.0;3;1;279;-262.0;3
154.0;-7;-364.0;946.0;-31;66.0;-32;31;270;-53.0;-32
239.0;-2;-628.0;956.0;-2;989.0;7;2;304;-1504.0;7
159.0;-3;62.0;918.0;-21;88.0;23;21;287;198.0;23
142.0;5;167.0;907.0;9;-11.0;35;-9;244;21.0;35
-69.0;-3;-10.0;870.0;13;493.0;-11;-13;208;497.0;-11
-127.0;-1;27.0;924.0;-30;42.0;-16;30;236;78.0;-16
56.0;0;-19.0;860.0;-6;312.0;5;6;217;198.0;5
161.0;2;-180.0;943.0;-3;214.0;17;3;273;94.0;17
183.0;4;46.0;951.0;2;308.0;12;-2;271;121.0;12
834.0;117;-436.0;987.0;631;827.0;-525;-631;311;-332.0;-525
-108.0;-195;888.0;765.0;45;-223.0;-37;-45;198;1723.0;-37
128.0;-90;-144.0;908.0;-3596;419.0;940;3596;212;123.0;940
443.0;2;-495.0;937.0;-23;304.0;-15;23;286;-477.0;-15
128.0;1;-70.0;973.0;-4;190.0;-5;4;268;371.0;-5
515.0;23;-406.0;947.0;37;540.0;-1;-37;260;425.0;-1
279.0;1;68.0;978.0;2;-195.0;-24;-2;272;90.0;-24
12.0;1;36.0;851.0;-5;9.0;14;5;215;203.0;14
20.0;12;38.0;837.0;0;89.0;-20;0;222;-310.0;-20
13.0;4;-2.0;837.0;-9;8.0;-28;9;218;15.0;-28
