InertialMeasurementUnit LUA gyroY;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit LUA gyroZ;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit LLA gyroY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit LLA gyroZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ
-312.0;160;1325.0;754.0;73;-1013.0;0;-73;534;2833.0;0
-469.0;-183;1384.0;879.0;49;-681.0;-27;-49;832;2503.0;-27
-519.0;-487;1029.0;875.0;49;-229.0;-46;-49;1184;1696.0;-46
-775.0;-381;601.0;908.0;129;-193.0;-33;-129;1082;1001.0;-33
-776.0;-592;690.0;878.0;63;-270.0;-14;-63;1041;574.0;-14
-598.0;-1533;794.0;873.0;96;-254.0;-47;-96;1556;311.0;-47
-387.0;-1591;851.0;894.0;134;-303.0;-54;-134;1613;223.0;-54
-227.0;-1360;692.0;1015.0;-34;-376.0;-45;34;1356;153.0;-45
-74.0;-1773;561.0;1089.0;1118;-461.0;-218;-1118;1899;40.0;-218
42.0;?;450.0;1100.0;2412;-304.0;-159;-2412;721;-101.0;-159
116.0;?;422.0;1363.0;3601;-73.0;-520;-3601;-948;-183.0;-520
43.0;?;459.0;1550.0;7338;330.0;-2787;-7338;-789;-451.0;?
68.0;?;434.0;1157.0;8184;742.0;-4230;-8184;-810;-691.0;?
14.0;?;294.0;596.0;2422;973.0;?;-2422;-110;-978.0;?
133.0;?;147.0;673.0;-1153;974.0;?;1153;550;-1145.0;?
214.0;?;182.0;1176.0;-946;947.0;?;946;219;?;?
436.0;?;206.0;1131.0;-2192;946.0;?;2192;281;?;?
698.0;?;56.0;814.0;-3340;769.0;?;3340;288;?;?
805.0;?;-323.0;678.0;-3860;374.0;?;3860;275;?;?
730.0;?;-581.0;748.0;-4442;147.0;?;4442;256;?;?
655.0;?;-913.0;879.0;-5243;162.0;?;5243;231;?;?
453.0;?;-1250.0;942.0;-5226;65.0;?;5226;278;?;3571
360.0;129;-1293.0;901.0;-4814;-219.0;?;4814;260;?;3220
255.0;155;-1065.0;817.0;-4497;-347.0;?;4497;237;?;2840
166.0;189;-905.0;724.0;-4151;-418.0;?;4151;201;?;2148
-47.0;137;-703.0;759.0;-4605;-397.0;?;4605;239;?;376
-229.0;154;-396.0;942.0;-1737;-428.0;?;1737;239;?;518
-466.0;109;-18.0;1131.0;1481;-467.0;-89;-1481;289;?;-89
-471.0;114;169.0;974.0;3284;-625.0;-708;-3284;294;?;-708
-494.0;111;274.0;1059.0;5318;-842.0;1209;-5318;297;?;1209
-513.0;6;358.0;1672.0;2732;-1033.0;100;-2732;336;766.0;100
-584.0;400;457.0;1477.0;656;-1209.0;-839;-656;147;1152.0;-839
-600.0;519;498.0;854.0;866;-1425.0;37;-866;448;1521.0;37
-526.0;661;539.0;669.0;176;-1759.0;-106;-176;-7;1926.0;-106
-652.0;1077;769.0;944.0;306;-1987.0;83;-306;-1075;2176.0;83
-889.0;566;1079.0;1094.0;250;-1947.0;75;-250;-561;2061.0;75
-1236.0;38;1152.0;1065.0;137;-1699.0;33;-137;8;1854.0;33
-1436.0;-42;1251.0;956.0;194;-1350.0;80;-194;52;1731.0;80
-1495.0;-161;1544.0;830.0;181;-918.0;48;-181;374;1404.0;48
-1134.0;-268;1374.0;829.0;281;-417.0;107;-281;618;1052.0;107
-1265.0;-202;771.0;875.0;224;-255.0;53;-224;612;866.0;53
-1073.0;34;654.0;910.0;193;-615.0;60;-193;647;643.0;60
-672.0;67;941.0;855.0;274;-729.0;54;-274;1059;660.0;54
-442.0;55;1100.0;835.0;244;-407.0;-43;-244;1265;705.0;-43
-349.0;-15;1103.0;866.0;286;-200.0;30;-286;1293;638.0;30
-297.0;60;988.0;1008.0;905;-71.0;-86;-905;1117;596.0;-86
-216.0;821;928.0;1198.0;1970;116.0;-171;-1970;626;689.0;-171
?;916;885.0;1172.0;3312;272.0;-324;-3312;596;755.0;-324
6.0;-782;859.0;1350.0;5769;241.0;-1601;-5769;1146;703.0;-1601
87.0;-1946;788.0;1324.0;7687;266.0;-2390;-7687;1616;662.0;-2390
117.0;-702;811.0;941.0;5429;357.0;-1702;-5429;948;590.0;-1702
187.0;436;755.0;751.0;4125;424.0;-1276;-4125;145;533.0;-1276
277.0;196;599.0;788.0;3934;471.0;-1285;-3934;300;464.0;-1285
385.0;171;458.0;1130.0;-844;399.0;-700;844;303;317.0;-700
541.0;264;320.0;1127.0;-3669;509.0;356;3669;216;84.0;356
698.0;206;89.0;917.0;-3594;628.0;1228;3594;270;-46.0;1228
798.0;250;-301.0;777.0;-4340;606.0;2115;4340;224;-308.0;2115
940.0;214;-723.0;755.0;-4852;643.0;2590;4852;242;-881.0;2590
1052.0;205;-1236.0;883.0;-4969;646.0;2530;4969;251;-1189.0;2530
1135.0;201;-1609.0;914.0;-4292;448.0;2401;4292;250;-1402.0;2401
1126.0;186;-1714.0;849.0;-4390;259.0;2190;4390;248;-1802.0;2190
1088.0;187;-1808.0;766.0;-4915;224.0;2589;4915;239;-2144.0;2589
912.0;189;-1783.0;803.0;-4912;406.0;1737;4912;246;-2477.0;1737
461.0;184;-1724.0;916.0;-3715;724.0;1717;3715;241;-2772.0;1717
151.0;165;-1422.0;1020.0;-1688;895.0;2229;1688;235;-2896.0;2229
-71.0;95;-1115.0;995.0;879;903.0;123;-879;258;-2779.0;123
-24.0;11;-793.0;904.0;4562;804.0;706;-4562;244;-2447.0;706
-214.0;84;-412.0;1262.0;4181;577.0;921;-4181;135;-1971.0;921
-365.0;49;-60.0;1772.0;1315;313.0;-943;-1315;80;-1452.0;-943
-444.0;-267;242.0;1390.0;987;-50.0;-657;-987;245;-849.0;-657
-474.0;-532;497.0;816.0;639;-422.0;-522;-639;472;-84.0;-522
-539.0;-621;671.0;726.0;325;-869.0;-357;-325;453;751.0;-357
-652.0;-473;883.0;847.0;349;-1417.0;-188;-349;195;1484.0;-188
-927.0;-103;1148.0;970.0;197;-1934.0;-306;-197;-264;1992.0;-306
-1141.0;316;1369.0;1075.0;192;-2556.0;-161;-192;-1131;2433.0;-161
-991.0;139;1682.0;974.0;103;-2923.0;-199;-103;-669;2798.0;-199
-1122.0;-440;1860.0;883.0;79;-2579.0;-99;-79;916;2862.0;-99
-1572.0;-529;1455.0;903.0;66;-1942.0;-60;-66;1152;2189.0;-60
-1938.0;-267;909.0;1042.0;122;-1741.0;-129;-122;1364;1467.0;-129
-2028.0;518;855.0;1068.0;152;-1840.0;-60;-152;1651;1049.0;-60
-1811.0;1604;1057.0;968.0;454;-1785.0;-22;-454;1939;938.0;-22
-1504.0;1219;1115.0;997.0;876;-1612.0;35;-876;959;893.0;35
-1130.0;995;1133.0;1099.0;956;-1603.0;38;-956;408;796.0;38
-805.0;2204;1132.0;1058.0;1578;-1463.0;-85;-1578;3297;736.0;-85
-599.0;1472;1152.0;967.0;2759;?;-82;-2759;2418;765.0;-82
-419.0;171;1173.0;1174.0;3710;?;-1127;-3710;-72;924.0;-1127
-217.0;361;1235.0;1049.0;6010;?;-3086;-6010;507;1052.0;-3086
-63.0;292;1276.0;694.0;4996;?;-2467;-4996;326;1022.0;-2467
107.0;252;1308.0;847.0;-244;?;260;244;243;947.0;260
306.0;298;1305.0;1186.0;-1265;?;1226;1265;353;873.0;1226
442.0;223;1330.0;1189.0;-1379;?;1141;1379;184;747.0;1141
571.0;267;1252.0;910.0;-2946;?;1625;2946;289;665.0;1625
567.0;232;889.0;841.0;-2853;?;1826;2853;252;647.0;1826
615.0;210;763.0;856.0;-3122;?;2061;3122;252;0.0;2061
557.0;219;407.0;925.0;-3370;?;2499;3370;275;-387.0;2499
591.0;194;117.0;946.0;-3339;?;2628;3339;252;-608.0;2628
608.0;151;137.0;924.0;-3344;?;2874;3344;234;-943.0;2874
446.0;161;143.0;894.0;-3478;721.0;2614;3478;255;-1294.0;2614
196.0;148;-26.0;879.0;-4131;773.0;2427;4131;240;-1450.0;2427
-60.0;120;-164.0;903.0;-3452;664.0;2191;3452;245;-1449.0;2191
-214.0;111;-325.0;901.0;-1007;420.0;2130;1007;241;-1201.0;2130
-269.0;90;-256.0;1049.0;1472;70.0;3022;-1472;228;-773.0;3022
-311.0;91;-36.0;963.0;3929;-273.0;542;-3929;277;-343.0;542
-421.0;45;185.0;1037.0;4402;-619.0;-1854;-4402;201;72.0;-1854
-526.0;39;446.0;1350.0;4670;-865.0;-1335;-4670;269;398.0;-1335
-753.0;175;691.0;1194.0;?;-1027.0;-1416;-4499;531;686.0;-1416
-874.0;106;829.0;978.0;?;-1119.0;-342;-788;351;953.0;-342
-1022.0;-26;859.0;962.0;?;-1279.0;201;345;127;1303.0;201
-1138.0;227;849.0;1047.0;?;-1433.0;-190;-356;262;1516.0;-190
-1300.0;231;944.0;1044.0;?;-1548.0;35;193;148;1558.0;35
-1361.0;-56;1046.0;1025.0;?;-1556.0;-74;-62;-89;1625.0;-74
-1230.0;18;1134.0;995.0;?;-1473.0;-69;-1;30;1627.0;-69
-1066.0;128;1254.0;1025.0;?;-1159.0;-66;63;215;1512.0;-66
-1007.0;137;1094.0;1021.0;?;-719.0;-105;-21;292;1351.0;-105
-960.0;118;779.0;1016.0;?;-389.0;-69;53;267;1115.0;-69
-861.0;67;607.0;1022.0;?;-300.0;-65;9;219;810.0;-65
-631.0;104;538.0;1010.0;-26;-227.0;-66;26;282;615.0;-66
-543.0;116;502.0;1020.0;-33;-40.0;-66;33;311;424.0;-66
-462.0;87;465.0;1017.0;-42;74.0;-54;42;281;186.0;-54
-453.0;84;365.0;1021.0;-44;82.0;-62;44;284;36.0;-62
-444.0;100;306.0;1041.0;-38;88.0;-30;38;300;-34.0;-30
-343.0;139;267.0;1038.0;-10;146.0;15;10;320;-61.0;15
-190.0;92;223.0;1023.0;13;67.0;16;-13;289;-62.0;16
-103.0;76;147.0;1032.0;21;97.0;25;-21;282;3.0;25
-44.0;132;88.0;1017.0;30;105.0;22;-30;287;-19.0;22
-2.0;55;72.0;1028.0;-13;168.0;5;13;211;-5.0;5
37.0;229;36.0;1061.0;-30;219.0;9;30;400;-16.0;9
92.0;102;22.0;1043.0;-5;243.0;0;5;191;-52.0;0
162.0;239;-3.0;1044.0;-10;215.0;-14;10;329;-69.0;-14
199.0;969;-14.0;1050.0;8;219.0;3;-8;1140;-142.0;3
246.0;488;-10.0;1048.0;21;150.0;10;-21;610;-177.0;10
314.0;24;11.0;1065.0;-14;166.0;1;14;109;-207.0;1
322.0;226;-27.0;1010.0;-11;199.0;11;11;348;-238.0;11
393.0;247;-27.0;1008.0;16;194.0;1;-16;359;-193.0;1
470.0;353;-96.0;1008.0;12;247.0;19;-12;460;-177.0;19
564.0;228;-160.0;961.0;30;283.0;73;-30;320;-236.0;73
641.0;180;-205.0;965.0;30;328.0;75;-30;230;-267.0;75
731.0;228;-244.0;904.0;-27;394.0;91;27;287;-355.0;91
791.0;172;-361.0;899.0;-8;424.0;56;8;252;-410.0;56
838.0;186;-366.0;977.0;53;439.0;-30;-53;256;-524.0;-30
913.0;181;-402.0;1025.0;44;456.0;-45;-44;253;-600.0;-45
895.0;179;-420.0;952.0;33;436.0;-45;-33;254;-628.0;-45
880.0;177;-393.0;883.0;33;429.0;-37;-33;253;-614.0;-37
827.0;165;-346.0;860.0;36;428.0;-39;-36;247;-635.0;-39
777.0;167;-363.0;918.0;26;382.0;-19;-26;249;-602.0;-19
743.0;162;-374.0;907.0;11;290.0;19;-11;253;-501.0;19
700.0;144;-318.0;931.0;12;182.0;-5;-12;249;-355.0;-5
602.0;142;-228.0;932.0;10;164.0;-9;-10;248;-305.0;-9
502.0;147;-144.0;914.0;33;189.0;10;-33;256;-209.0;10
397.0;134;-152.0;923.0;50;236.0;-13;-50;259;-152.0;-13
352.0;124;-168.0;915.0;40;179.0;-23;-40;259;-150.0;-23
321.0;115;-160.0;897.0;31;199.0;-1;-31;263;-125.0;-1
263.0;92;-131.0;915.0;12;132.0;?;-12;259;-139.0;6
210.0;79;-66.0;920.0;8;97.0;?;-8;254;-136.0;5
123.0;66;-55.0;931.0;23;66.0;?;-23;257;-118.0;5
64.0;38;-31.0;910.0;12;49.0;?;-12;253;-64.0;10
32.0;32;-68.0;915.0;1;9.0;?;-1;256;1.0;17
21.0;31;-71.0;917.0;13;-19.0;?;-13;263;73.0;2
-12.0;18;-93.0;926.0;2;-93.0;?;-2;261;50.0;-24
5.0;20;-71.0;927.0;-5;-156.0;?;5;263;22.0;-28
-16.0;12;-77.0;937.0;16;-160.0;-15;-16;259;16.0;-15
-1.0;8;-71.0;927.0;-8;-155.0;-18;8;262;-54.0;-18
-22.0;11;-75.0;938.0;-16;-168.0;-9;16;264;-73.0;-9
-9.0;5;-66.0;934.0;13;-124.0;-8;-13;259;-89.0;-8
-6.0;10;-48.0;926.0;2;-142.0;-43;-2;266;-131.0;-43
7.0;7;-32.0;928.0;-1;-110.0;-49;1;264;-153.0;-49
34.0;0;-3.0;939.0;-3;-63.0;-31;3;257;-56.0;-31
69.0;4;37.0;930.0;-19;-20.0;6;19;261;-70.0;6
104.0;5;41.0;931.0;-37;27.0;9;37;263;-19.0;9
131.0;6;60.0;933.0;-28;75.0;-14;28;263;-11.0;-14
98.0;7;107.0;923.0;9;146.0;4;-9;265;-19.0;4
114.0;5;94.0;930.0;0;150.0;-1;0;262;17.0;-1
85.0;1;101.0;917.0;-19;156.0;-1;19;259;8.0;-1
102.0;4;105.0;933.0;2;188.0;6;-2;260;13.0;6
106.0;5;74.0;937.0;13;162.0;7;-13;260;18.0;7
64.0;-2;94.0;937.0;24;130.0;3;-24;254;1.0;3
65.0;-5;19.0;927.0;26;94.0;-23;-26;251;33.0;-23
27.0;-2;14.0;918.0;-7;100.0;-11;7;255;13.0;-11
14.0;-1;-2.0;906.0;3;54.0;-4;-3;258;41.0;-4
18.0;4;-15.0;911.0;6;-8.0;1;?;260;4.0;1
17.0;7;-32.0;926.0;-11;-56.0;2;?;263;10.0;2
5.0;5;-55.0;917.0;1;-36.0;-15;?;261;26.0;-15
-32.0;3;-42.0;929.0;1;-25.0;-13;?;259;4.0;-13
-39.0;3;-43.0;906.0;4;-54.0;-34;?;258;2.0;-34
-16.0;3;-35.0;923.0;-14;-78.0;-11;14;260;-14.0;-11
-9.0;1;-33.0;928.0;-13;-66.0;20;13;259;0.0;20
3.0;-1;-42.0;918.0;14;-41.0;-13;-14;257;20.0;-13
17.0;1;-2.0;931.0;0;-29.0;-4;0;259;65.0;-4
-14.0;2;-36.0;916.0;-1;-7.0;26;1;259;55.0;26
4.0;2;12.0;926.0;4;29.0;3;-4;260;45.0;3
-6.0;3;1.0;933.0;-2;32.0;1;2;261;52.0;1
21.0;-1;8.0;948.0;4;55.0;21;-4;256;24.0;21
13.0;-6;-8.0;909.0;-2;65.0;12;2;253;?;12
11.0;-8;2.0;928.0;-10;40.0;-5;10;253;?;-5
0.0;-8;-32.0;937.0;7;1.0;-7;-7;252;?;-7
9.0;-2;-9.0;935.0;23;20.0;1;-23;256;?;1
15.0;2;6.0;914.0;18;4.0;-24;-18;260;?;-24
-3.0;-3;47.0;908.0;6;-2.0;-29;-6;257;?;-29
9.0;-3;?;923.0;-12;30.0;-3;12;257;?;-3
21.0;-3;6.0;919.0;0;-11.0;-14;0;257;25.0;-14
9.0;-6;37.0;908.0;9;16.0;-17;-9;?;57.0;-17
-23.0;-2;29.0;924.0;-28;46.0;-12;28;?;41.0;-12
-8.0;-2;57.0;927.0;14;37.0;-15;-14;?;53.0;-15
-8.0;-7;49.0;915.0;20;19.0;3;-20;?;71.0;3
44.0;-6;60.0;909.0;-20;12.0;2;20;?;37.0;2
4.0;-4;29.0;937.0;11;4.0;-24;-11;?;40.0;-24
-23.0;1;35.0;912.0;-23;45.0;-12;23;?;58.0;-12
13.0;-1;47.0;915.0;-14;40.0;8;14;?;102.0;8
-2.0;1;33.0;936.0;24;47.0;-4;-24;262;74.0;-4
13.0;4;40.0;927.0;5;47.0;-16;-5;264;76.0;-16
-37.0;-1;26.0;898.0;1;82.0;-14;-1;260;25.0;-14
17.0;-6;39.0;921.0;0;44.0;-5;0;258;47.0;-5
29.0;-7;-12.0;922.0;13;40.0;-2;-13;256;33.0;-2
20.0;1;-2.0;908.0;1;21.0;-14;-1;262;25.0;-14
15.0;-3;0.0;921.0;11;28.0;-7;-11;259;17.0;-7
19.0;-7;-2.0;931.0;2;-3.0;6;-2;255;-2.0;6
-18.0;2;-10.0;932.0;-19;-7.0;-18;19;263;52.0;-18
11.0;-2;0.0;904.0;20;-10.0;-35;-20;261;14.0;-35
-8.0;-2;-2.0;900.0;7;46.0;-28;-7;259;37.0;-28
-17.0;-5;-9.0;916.0;10;-16.0;-15;-10;256;20.0;-15
-25.0;-6;30.0;915.0;20;-3.0;4;-20;257;85.0;4
4.0;0;28.0;926.0;-4;28.0;3;4;261;77.0;3
-8.0;-6;31.0;925.0;1;27.0;-4;-1;255;78.0;-4
-10.0;-7;23.0;937.0;-18;9.0;13;18;256;51.0;13
4.0;0;1.0;910.0;-14;-7.0;6;14;262;30.0;6
-6.0;3;-16.0;918.0;27;6.0;-16;-27;262;44.0;-16
21.0;-1;4.0;926.0;27;21.0;14;-27;259;35.0;14
-10.0;-1;8.0;918.0;8;31.0;20;-8;260;41.0;20
4.0;1;10.0;930.0;-11;46.0;-4;11;261;33.0;-4
13.0;-1;2.0;949.0;-23;27.0;5;23;259;16.0;5
11.0;2;-15.0;924.0;-2;26.0;-4;2;262;15.0;-4
0.0;0;-4.0;910.0;-11;45.0;11;11;259;49.0;11
6.0;-2;23.0;914.0;-18;48.0;21;18;257;25.0;21
11.0;1;25.0;?;4;12.0;-23;-4;261;47.0;-23
5.0;-1;0.0;?;1;-20.0;-14;-1;259;45.0;-14
-14.0;1;6.0;?;-8;-3.0;8;8;262;35.0;8
-18.0;2;8.0;?;-21;26.0;-14;21;263;68.0;-14
-12.0;-3;48.0;?;-11;?;4;11;257;72.0;4
-37.0;1;74.0;?;3;?;28;-3;261;94.0;28
-17.0;2;43.0;?;1;?;0;-1;262;79.0;0
-14.0;-3;57.0;909.0;1;?;5;-1;257;94.0;5
-17.0;4;62.0;917.0;-2;?;12;2;262;80.0;12
-29.0;1;51.0;926.0;23;?;-13;-23;261;74.0;-13
-4.0;-4;62.0;898.0;34;?;28;-34;258;76.0;28
-21.0;3;47.0;922.0;16;?;34;-16;263;79.0;34
-45.0;4;59.0;923.0;-3;?;-20;3;262;65.0;-20
-17.0;2;55.0;921.0;-31;?;-25;31;259;78.0;?
-10.0;4;53.0;923.0;-20;?;-34;20;262;108.0;?
-8.0;0;97.0;922.0;14;?;-19;-14;261;110.0;?
4.0;-3;50.0;941.0;-6;28.0;0;6;257;112.0;?
11.0;2;29.0;925.0;-23;35.0;-12;23;260;94.0;?
47.0;1;27.0;915.0;-37;21.0;-26;37;260;21.0;-26
26.0;-5;45.0;920.0;-64;41.0;-34;64;255;-7.0;-34
32.0;1;33.0;909.0;-38;39.0;-31;38;260;-23.0;-31
35.0;0;-13.0;914.0;-42;28.0;-35;42;259;-7.0;-35
45.0;-7;-5.0;932.0;-59;51.0;-105;59;252;-57.0;-105
22.0;0;8.0;948.0;-69;60.0;18;69;258;-84.0;18
-2.0;7;18.0;883.0;-35;81.0;-61;35;265;-55.0;-61
25.0;1;18.0;869.0;-6;-4.0;-35;6;258;-36.0;-35
6.0;-6;-1.0;895.0;-72;2.0;175;72;249;15.0;175
-2.0;-3;23.0;848.0;-13;-23.0;98;13;252;79.0;98
5.0;-4;69.0;879.0;-36;2.0;2340;36;250;136.0;2340
-32.0;-6;76.0;913.0;58;-41.0;3911;-58;247;190.0;3911
-100.0;1;118.0;944.0;32;-1.0;2024;-32;253;235.0;2024
-133.0;1;161.0;875.0;-172;-19.0;708;172;253;273.0;708
-200.0;-3;181.0;794.0;210;2.0;-181;-210;249;274.0;-181
-244.0;-1;206.0;802.0;216;-18.0;-409;-216;250;334.0;-409
-249.0;-4;245.0;924.0;6;-54.0;-28;-6;246;395.0;-28
-279.0;-7;268.0;997.0;133;-134.0;-144;-133;243;467.0;-144
-313.0;-5;339.0;930.0;40;-223.0;38;-40;245;549.0;38
-304.0;-9;321.0;911.0;54;-251.0;76;-54;243;599.0;76
-377.0;-6;285.0;938.0;54;-262.0;-24;-54;244;644.0;-24
-440.0;-3;281.0;894.0;1;-261.0;-20;?;244;565.0;-20
-433.0;-6;223.0;906.0;29;-282.0;-23;?;243;409.0;-23
-405.0;-1;165.0;889.0;-25;-352.0;-2;?;248;329.0;-2
-343.0;1;138.0;911.0;-19;-346.0;5;19;251;260.0;5
-320.0;-2;140.0;970.0;31;-165.0;5;-31;249;153.0;5
-343.0;-1;162.0;982.0;12;10.0;10;-12;250;30.0;10
-361.0;-4;95.0;982.0;3;109.0;22;-3;249;-49.0;22
-397.0;5;103.0;1021.0;34;127.0;6;-34;265;-39.0;6
-379.0;8;175.0;1003.0;30;72.0;-2;-30;272;61.0;-2
-310.0;3;149.0;998.0;12;0.0;16;-12;267;136.0;16
-310.0;6;156.0;1004.0;10;-20.0;-14;-10;273;164.0;-14
-320.0;-12;133.0;1008.0;22;-57.0;-51;-22;251;212.0;-51
-318.0;-11;167.0;1019.0;10;-64.0;-19;-10;250;223.0;-19
-316.0;5;194.0;1027.0;-18;-73.0;13;18;265;172.0;13
-372.0;-12;183.0;1008.0;-5;-82.0;15;5;247;186.0;15
-402.0;-13;200.0;1011.0;12;-53.0;-4;-12;248;152.0;-4
-411.0;-4;192.0;1007.0;-6;-86.0;-13;6;257;131.0;-13
-420.0;-13;199.0;1011.0;-18;-123.0;38;18;251;121.0;38
-356.0;-10;219.0;1034.0;-26;-197.0;21;26;256;117.0;21
-291.0;3;188.0;1024.0;-10;-252.0;-17;10;266;165.0;-17
-261.0;-10;194.0;1034.0;26;-224.0;21;-26;252;206.0;21
-252.0;-8;?;1021.0;24;-226.0;26;-24;254;210.0;26
-245.0;24;?;1014.0;12;-143.0;17;-12;283;244.0;17
-275.0;19;?;1026.0;8;-137.0;4;-8;279;255.0;4
-233.0;18;?;1016.0;-3;-136.0;-1;3;277;291.0;-1
-186.0;2;?;1024.0;23;-113.0;42;-23;271;293.0;42
-137.0;-63;?;1040.0;17;-95.0;53;-17;207;259.0;53
-91.0;-3;?;1012.0;-21;-53.0;18;21;272;227.0;18
-73.0;190;?;1022.0;21;-22.0;11;-21;480;118.0;11
-29.0;264;?;1016.0;34;8.0;25;-34;516;57.0;25
17.0;188;?;1014.0;18;14.0;21;-18;454;-25.0;21
47.0;102;?;1012.0;22;56.0;16;-22;413;-84.0;16
63.0;58;?;1016.0;12;112.0;39;-12;336;-114.0;39
109.0;65;?;987.0;21;142.0;57;-21;332;-140.0;57
162.0;84;?;1003.0;18;191.0;27;-18;381;-136.0;27
190.0;65;?;1014.0;-1;172.0;-3;1;394;-161.0;-3
241.0;98;-2.0;1046.0;-21;183.0;-28;21;417;-148.0;-28
241.0;155;0.0;1070.0;-32;166.0;-49;32;438;-150.0;-49
285.0;175;-16.0;1033.0;-21;178.0;-45;21;500;-117.0;-45
281.0;167;9.0;987.0;-20;168.0;-45;20;496;-178.0;-45
298.0;152;45.0;990.0;-28;140.0;-43;28;439;-258.0;-43
305.0;180;110.0;990.0;-38;97.0;-31;38;578;-275.0;-31
343.0;-44;119.0;1012.0;-24;28.0;-43;24;355;-245.0;-43
385.0;-168;173.0;1030.0;?;73.0;-25;9;318;-196.0;-25
362.0;-403;227.0;?;?;84.0;27;22;-64;-105.0;27
347.0;-673;275.0;992.0;?;75.0;6;15;-847;-14.0;6
338.0;38;284.0;1006.0;?;86.0;-40;35;114;-22.0;-40
322.0;308;341.0;1023.0;?;3.0;17;128;656;-24.0;17
366.0;2;396.0;1010.0;?;-29.0;4;46;244;-11.0;4
359.0;106;378.0;1002.0;?;-28.0;123;229;425;37.0;123
358.0;30;343.0;1007.0;?;-41.0;297;357;278;34.0;297
378.0;16;343.0;956.0;?;-41.0;1130;417;252;28.0;1130
378.0;55;347.0;920.0;?;-37.0;2886;740;326;-4.0;2886
364.0;9;328.0;799.0;?;13.0;3191;-714;224;-56.0;3191
391.0;44;311.0;1069.0;?;34.0;2799;-2085;278;-46.0;2799
366.0;49;265.0;1101.0;?;34.0;2358;-1519;283;-111.0;2358
341.0;37;296.0;795.0;?;27.0;1106;-1283;225;-104.0;1106
248.0;38;276.0;747.0;?;-65.0;775;-1164;245;-95.0;775
116.0;39;228.0;812.0;?;-123.0;727;-832;259;-80.0;727
-20.0;34;85.0;931.0;?;-228.0;1079;-526;242;-32.0;1079
-139.0;32;-7.0;914.0;?;-477.0;1810;67;241;30.0;1810
-200.0;27;?;921.0;?;-741.0;2134;256;?;106.0;2134
-219.0;32;190.0;904.0;?;-911.0;2102;265;?;138.0;2102
-184.0;34;351.0;871.0;-1104;-845.0;1609;1104;?;191.0;1609
-259.0;32;379.0;855.0;-1697;-688.0;1431;1697;?;265.0;1431
-235.0;34;331.0;848.0;-1310;-601.0;477;1310;?;379.0;477
-43.0;28;239.0;851.0;-1774;-629.0;92;1774;?;651.0;92
180.0;12;271.0;840.0;-1267;-704.0;-125;1267;?;854.0;-125
366.0;26;344.0;860.0;267;-577.0;-1268;-267;?;987.0;-1268
421.0;58;341.0;881.0;-995;-242.0;49;995;?;944.0;49
330.0;54;235.0;895.0;-2307;250.0;1343;2307;?;616.0;1343
253.0;?;161.0;865.0;-2081;582.0;789;2081;?;18.0;789
156.0;?;75.0;907.0;-1769;782.0;653;1769;?;-403.0;653
61.0;?;5.0;939.0;37;907.0;-52;-37;?;-739.0;-52
23.0;?;-9.0;968.0;2095;904.0;-1805;-2095;?;-897.0;-1805
17.0;?;-83.0;1015.0;2157;765.0;-2330;-2157;?;-935.0;-2330
20.0;?;-128.0;1403.0;1216;566.0;-884;-1216;216;-908.0;-884
-20.0;?;?;1427.0;638;399.0;-154;-638;189;-838.0;-154
-63.0;?;-178.0;905.0;358;254.0;-313;-358;166;-704.0;-313
-159.0;?;-183.0;706.0;309;118.0;-109;-309;231;-541.0;-109
-301.0;?;-62.0;716.0;256;-61.0;-62;-256;345;-385.0;-62
-383.0;?;-5.0;925.0;117;-238.0;7;-117;150;-110.0;7
-389.0;476;91.0;1019.0;129;-498.0;51;-129;-112;273.0;51
-393.0;483;247.0;1043.0;200;-754.0;-15;-200;-113;652.0;-15
-432.0;439;407.0;917.0;150;-853.0;8;-150;-154;896.0;8
-471.0;462;510.0;810.0;88;-614.0;-49;-88;-121;777.0;-49
-492.0;283;213.0;840.0;89;-283.0;-50;-89;-5;374.0;-50
-626.0;-162;-218.0;887.0;61;-256.0;-27;-61;-82;118.0;-27
-610.0;-275;-42.0;838.0;83;-534.0;3;-83;-137;-5.0;3
-448.0;-1387;374.0;856.0;49;-648.0;66;-49;-494;41.0;66
-359.0;-2723;674.0;889.0;148;-619.0;114;-148;-574;158.0;114
-308.0;-1899;708.0;864.0;104;-551.0;95;-104;81;340.0;95
?;-737;642.0;992.0;225;-505.0;26;-225;179;464.0;26
-352.0;-314;498.0;1092.0;735;-483.0;-24;-735;132;587.0;-24
-341.0;327;446.0;1048.0;612;-428.0;-59;-612;400;621.0;-59
-325.0;-228;433.0;1202.0;2670;-427.0;-239;-2670;-185;652.0;-239
-302.0;-816;474.0;1430.0;5677;-446.0;-949;-5677;-372;695.0;-949
-307.0;28;533.0;1332.0;6647;-440.0;-1973;-6647;444;662.0;-1973
-258.0;126;500.0;873.0;6810;-342.0;-2042;-6810;426;674.0;-2042
