InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit RUA magneticY
-24.0;401.0;-27.0;2;270.0;316.0;466.0;150.0;-101.0
-11.0;389.0;-30.0;2;268.0;303.0;466.0;179.0;-99.0
2.0;376.0;-35.0;2;257.0;295.0;459.0;206.0;-96.0
9.0;369.0;-38.0;2;247.0;287.0;451.0;221.0;-97.0
-215.0;332.0;-42.0;-147;187.0;165.0;395.0;-69.0;-74.0
-107.0;311.0;34.0;-151;177.0;113.0;393.0;89.0;-162.0
-27.0;291.0;84.0;-146;152.0;79.0;356.0;154.0;-208.0
77.0;252.0;144.0;-150;-30.0;13.0;272.0;232.0;-276.0
215.0;228.0;205.0;-156;-315.0;-62.0;206.0;223.0;-347.0
360.0;265.0;359.0;-148;-232.0;-106.0;172.0;396.0;-475.0
367.0;128.0;318.0;-3;-431.0;-289.0;366.0;354.0;-504.0
105.0;294.0;-125.0;-165;46.0;62.0;101.0;-121.0;66.0
302.0;414.0;-18.0;-185;111.0;94.0;161.0;106.0;-94.0
445.0;386.0;-51.0;106;-395.0;-191.0;153.0;339.0;-330.0
363.0;466.0;13.0;210;117.0;107.0;223.0;221.0;-155.0
652.0;370.0;335.0;151;-254.0;-521.0;9.0;309.0;-605.0
389.0;494.0;26.0;182;143.0;112.0;278.0;288.0;-191.0
422.0;522.0;47.0;165;257.0;113.0;381.0;358.0;-258.0
594.0;727.0;307.0;146;64.0;-119.0;376.0;682.0;-419.0
407.0;811.0;-21.0;171;567.0;-398.0;359.0;649.0;-330.0
202.0;625.0;-247.0;-140;798.0;-515.0;472.0;-17.0;-586.0
-216.0;358.0;-361.0;119;755.0;393.0;865.0;231.0;90.0
-78.0;367.0;-120.0;146;635.0;160.0;858.0;386.0;-275.0
74.0;318.0;102.0;87;502.0;103.0;617.0;407.0;-395.0
119.0;321.0;135.0;103;438.0;104.0;602.0;461.0;-427.0
153.0;327.0;163.0;126;375.0;102.0;585.0;502.0;-455.0
161.0;872.0;-309.0;-147;954.0;-282.0;508.0;641.0;-322.0
-275.0;416.0;-142.0;63;454.0;368.0;554.0;-67.0;-106.0
-177.0;410.0;-102.0;74;424.0;340.0;558.0;78.0;-159.0
-134.0;409.0;-81.0;75;398.0;333.0;558.0;141.0;-177.0
-90.0;412.0;-62.0;78;368.0;333.0;557.0;198.0;-193.0
-49.0;416.0;-48.0;79;338.0;336.0;553.0;244.0;-202.0
-18.0;422.0;-40.0;78;316.0;339.0;546.0;279.0;-212.0
3.0;427.0;-35.0;77;298.0;342.0;540.0;304.0;-227.0
13.0;432.0;-34.0;77;282.0;341.0;538.0;315.0;-236.0
17.0;439.0;-36.0;77;273.0;345.0;534.0;321.0;-243.0
1.0;447.0;-43.0;77;274.0;350.0;537.0;307.0;-240.0
-24.0;457.0;-43.0;77;278.0;355.0;541.0;283.0;-242.0
-54.0;462.0;-38.0;78;282.0;355.0;538.0;251.0;-251.0
-92.0;470.0;-27.0;78;299.0;361.0;544.0;207.0;-260.0
-131.0;476.0;-15.0;78;332.0;364.0;547.0;162.0;-270.0
-172.0;479.0;-9.0;78;372.0;365.0;557.0;111.0;-282.0
-181.0;472.0;-9.0;78;399.0;349.0;561.0;91.0;-296.0
-174.0;450.0;-8.0;78;417.0;321.0;568.0;100.0;-314.0
-171.0;419.0;-3.0;79;444.0;280.0;579.0;116.0;-346.0
-188.0;380.0;-2.0;79;467.0;228.0;587.0;108.0;-386.0
-352.0;182.0;-308.0;23;476.0;-293.0;637.0;-24.0;-609.0
372.0;873.0;-121.0;-176;431.0;1088.0;284.0;205.0;-181.0
409.0;634.0;-23.0;-5;344.0;504.0;270.0;122.0;-242.0
421.0;616.0;15.0;2;330.0;484.0;267.0;140.0;-262.0
423.0;609.0;32.0;6;329.0;480.0;265.0;142.0;-261.0
423.0;600.0;49.0;6;329.0;476.0;262.0;136.0;-254.0
424.0;598.0;64.0;4;330.0;479.0;260.0;130.0;-246.0
423.0;593.0;77.0;7;332.0;481.0;258.0;126.0;-234.0
421.0;581.0;84.0;5;343.0;484.0;257.0;120.0;-218.0
420.0;572.0;89.0;6;345.0;490.0;255.0;119.0;-205.0
413.0;561.0;92.0;6;349.0;497.0;249.0;114.0;-193.0
404.0;558.0;96.0;6;353.0;504.0;243.0;111.0;-179.0
400.0;548.0;100.0;6;351.0;500.0;235.0;117.0;-162.0
404.0;539.0;105.0;7;339.0;488.0;219.0;127.0;-156.0
413.0;529.0;124.0;5;318.0;470.0;191.0;140.0;-164.0
430.0;525.0;140.0;7;299.0;443.0;161.0;159.0;-183.0
497.0;507.0;218.0;-4;209.0;341.0;68.0;211.0;-288.0
515.0;575.0;165.0;-180;157.0;426.0;95.0;327.0;-250.0
-76.0;327.0;222.0;69;324.0;120.0;546.0;196.0;-506.0
-102.0;321.0;214.0;67;336.0;110.0;554.0;171.0;-510.0
-115.0;313.0;209.0;65;348.0;98.0;563.0;161.0;-514.0
-116.0;303.0;203.0;76;353.0;84.0;566.0;164.0;-522.0
-110.0;298.0;194.0;94;365.0;78.0;571.0;169.0;-526.0
-100.0;296.0;193.0;99;375.0;80.0;579.0;177.0;-522.0
-82.0;294.0;192.0;100;380.0;85.0;583.0;194.0;-518.0
-60.0;296.0;190.0;99;380.0;93.0;587.0;219.0;-514.0
-34.0;297.0;193.0;98;383.0;104.0;587.0;245.0;-511.0
-8.0;300.0;197.0;97;376.0;120.0;586.0;270.0;-513.0
-83.0;219.0;302.0;14;417.0;130.0;595.0;188.0;-455.0
737.0;425.0;387.0;168;311.0;268.0;240.0;442.0;-391.0
380.0;760.0;143.0;-114;626.0;692.0;680.0;454.0;-308.0
602.0;610.0;254.0;-176;19.0;643.0;117.0;511.0;-233.0
519.0;545.0;279.0;169;270.0;417.0;126.0;303.0;-343.0
153.0;-350.0;298.0;81;287.0;121.0;511.0;462.0;-389.0
104.0;-248.0;245.0;59;292.0;9.0;515.0;407.0;-454.0
334.0;497.0;273.0;138;385.0;140.0;634.0;592.0;-566.0
674.0;-413.0;538.0;135;-349.0;-356.0;-735.0;-64.0;-612.0
496.0;800.0;204.0;-175;847.0;-393.0;868.0;520.0;-524.0
234.0;482.0;315.0;-162;438.0;214.0;605.0;446.0;-483.0
331.0;440.0;361.0;-151;351.0;176.0;551.0;521.0;-558.0
388.0;525.0;115.0;53;367.0;488.0;75.0;160.0;-135.0
338.0;310.0;381.0;1;264.0;153.0;459.0;575.0;-502.0
363.0;521.0;99.0;-161;293.0;429.0;107.0;25.0;-132.0
366.0;519.0;94.0;-143;263.0;401.0;112.0;10.0;-141.0
552.0;538.0;84.0;125;286.0;404.0;165.0;333.0;-241.0
484.0;524.0;13.0;160;172.0;331.0;92.0;244.0;-207.0
42.0;146.0;94.0;142;243.0;-165.0;550.0;411.0;-387.0
259.0;307.0;53.0;97;-268.0;22.0;439.0;417.0;-330.0
22.0;268.0;325.0;16;477.0;48.0;580.0;311.0;-582.0
10.0;273.0;318.0;16;455.0;56.0;586.0;294.0;-575.0
6.0;274.0;313.0;16;465.0;64.0;598.0;293.0;-570.0
-60.0;336.0;-190.0;48;-106.0;335.0;570.0;250.0;-41.0
578.0;421.0;-68.0;-196;357.0;98.0;374.0;493.0;-688.0
794.0;410.0;469.0;168;-174.0;241.0;-272.0;559.0;-441.0
179.0;264.0;320.0;16;361.0;-86.0;538.0;513.0;-593.0
428.0;764.0;-45.0;-176;435.0;548.0;324.0;251.0;-307.0
239.0;145.0;356.0;71;392.0;-298.0;519.0;476.0;-563.0
314.0;512.0;188.0;127;234.0;225.0;627.0;625.0;-423.0
444.0;502.0;65.0;-49;168.0;451.0;29.0;157.0;-40.0
-471.0;180.0;-501.0;16;606.0;152.0;681.0;-170.0;-183.0
599.0;392.0;485.0;149;35.0;77.0;250.0;693.0;-569.0
198.0;293.0;321.0;16;367.0;3.0;535.0;522.0;-580.0
207.0;296.0;324.0;16;362.0;5.0;532.0;531.0;-582.0
-109.0;227.0;246.0;11;510.0;87.0;597.0;155.0;-420.0
-134.0;234.0;233.0;44;563.0;59.0;647.0;131.0;-417.0
-61.0;296.0;239.0;10;717.0;155.0;705.0;129.0;-411.0
194.0;243.0;327.0;16;359.0;-137.0;543.0;514.0;-609.0
-181.0;242.0;15.0;17;626.0;291.0;631.0;3.0;-198.0
-244.0;422.0;-416.0;65;206.0;546.0;609.0;-44.0;251.0
272.0;592.0;125.0;134;822.0;-330.0;882.0;430.0;-558.0
111.0;517.0;7.0;131;864.0;-347.0;900.0;240.0;-738.0
217.0;297.0;328.0;16;357.0;9.0;527.0;539.0;-584.0
176.0;279.0;327.0;16;356.0;-6.0;529.0;518.0;-573.0
355.0;376.0;116.0;40;57.0;345.0;542.0;694.0;-333.0
-155.0;608.0;-568.0;-40;1166.0;842.0;675.0;-145.0;465.0
177.0;279.0;329.0;16;353.0;-8.0;527.0;521.0;-576.0
179.0;279.0;329.0;16;351.0;-10.0;524.0;522.0;-577.0
696.0;401.0;476.0;-154;2.0;137.0;104.0;398.0;-601.0
-240.0;13.0;13.0;-160;370.0;120.0;546.0;-32.0;-213.0
180.0;278.0;331.0;16;349.0;-9.0;525.0;522.0;-579.0
-307.0;461.0;-297.0;5;762.0;503.0;755.0;-243.0;92.0
-248.0;350.0;-315.0;-85;398.0;516.0;598.0;56.0;112.0
-319.0;-269.0;-136.0;24;402.0;-97.0;557.0;-43.0;-54.0
182.0;278.0;333.0;16;344.0;-10.0;523.0;527.0;-581.0
182.0;277.0;334.0;16;342.0;-12.0;521.0;526.0;-583.0
-144.0;133.0;14.0;15;551.0;-25.0;559.0;24.0;-230.0
148.0;-21.0;58.0;51;385.0;-425.0;569.0;395.0;-638.0
-30.0;-50.0;-26.0;44;373.0;-454.0;600.0;254.0;-597.0
54.0;136.0;109.0;39;403.0;-306.0;576.0;345.0;-533.0
407.0;294.0;-45.0;-177;573.0;-483.0;369.0;207.0;-757.0
41.0;175.0;97.0;141;242.0;-173.0;549.0;412.0;-398.0
51.0;183.0;100.0;143;223.0;-175.0;543.0;427.0;-400.0
69.0;179.0;102.0;144;198.0;-179.0;532.0;447.0;-397.0
93.0;160.0;117.0;142;146.0;-196.0;516.0;472.0;-404.0
445.0;528.0;43.0;-51;191.0;413.0;22.0;257.0;-62.0
453.0;232.0;556.0;106;362.0;-58.0;504.0;571.0;-682.0
185.0;277.0;336.0;16;340.0;-14.0;519.0;529.0;-580.0
188.0;278.0;337.0;16;339.0;-12.0;518.0;531.0;-581.0
266.0;272.0;349.0;16;248.0;33.0;498.0;578.0;-588.0
430.0;306.0;344.0;77;-86.0;117.0;313.0;642.0;-523.0
190.0;280.0;337.0;16;337.0;-11.0;518.0;533.0;-583.0
217.0;276.0;349.0;17;393.0;40.0;534.0;506.0;-595.0
209.0;281.0;346.0;17;411.0;46.0;543.0;495.0;-594.0
198.0;284.0;342.0;17;424.0;51.0;553.0;482.0;-591.0
190.0;292.0;338.0;18;439.0;61.0;560.0;472.0;-586.0
192.0;280.0;339.0;16;337.0;-13.0;519.0;534.0;-582.0
194.0;283.0;339.0;16;337.0;-10.0;521.0;536.0;-581.0
531.0;451.0;389.0;-166;216.0;-110.0;394.0;627.0;-543.0
-322.0;70.0;-204.0;22;626.0;333.0;597.0;-127.0;69.0
-171.0;281.0;105.0;12;693.0;192.0;679.0;15.0;-308.0
-28.0;145.0;21.0;98;-150.0;-250.0;514.0;176.0;-427.0
-339.0;406.0;-106.0;37;510.0;309.0;590.0;-77.0;-274.0
192.0;285.0;338.0;16;338.0;-6.0;520.0;537.0;-582.0
-5.0;349.0;105.0;-121;50.0;149.0;323.0;-51.0;-192.0
-115.0;373.0;7.0;-106;95.0;329.0;322.0;-200.0;-129.0
-122.0;287.0;260.0;27;613.0;-3.0;637.0;103.0;-585.0
191.0;290.0;337.0;16;340.0;-5.0;520.0;532.0;-582.0
188.0;292.0;335.0;16;343.0;-1.0;523.0;532.0;-578.0
3.0;364.0;-326.0;-112;-31.0;378.0;-14.0;-365.0;286.0
187.0;294.0;332.0;16;345.0;3.0;525.0;530.0;-576.0
181.0;297.0;328.0;16;348.0;5.0;528.0;523.0;-574.0
412.0;692.0;-115.0;178;305.0;706.0;67.0;428.0;122.0
184.0;298.0;332.0;16;345.0;5.0;528.0;527.0;-575.0
-223.0;610.0;-382.0;171;746.0;-188.0;41.0;-18.0;-86.0
-179.0;-231.0;-49.0;24;305.0;-118.0;538.0;138.0;-202.0
288.0;385.0;164.0;41;23.0;219.0;518.0;640.0;-413.0
-406.0;403.0;-473.0;8;537.0;545.0;464.0;-472.0;400.0
-246.0;339.0;-140.0;6;523.0;414.0;561.0;-69.0;2.0
-246.0;271.0;-194.0;-5;423.0;280.0;557.0;-41.0;12.0
-223.0;215.0;-118.0;6;334.0;274.0;479.0;4.0;4.0
-521.0;340.0;-288.0;16;568.0;306.0;532.0;-449.0;3.0
267.0;310.0;342.0;16;369.0;21.0;534.0;584.0;-609.0
303.0;115.0;401.0;109;307.0;-200.0;469.0;514.0;-535.0
-206.0;161.0;-87.0;6;229.0;207.0;438.0;38.0;-26.0
-171.0;112.0;-23.0;7;251.0;70.0;436.0;70.0;-117.0
-226.0;154.0;-139.0;39;422.0;155.0;593.0;111.0;-80.0
-189.0;-261.0;101.0;33;289.0;-29.0;494.0;118.0;-318.0
-228.0;476.0;-107.0;-74;213.0;484.0;368.0;-383.0;-24.0
-601.0;757.0;-661.0;118;760.0;892.0;34.0;-569.0;542.0
-281.0;346.0;-117.0;31;726.0;229.0;684.0;-64.0;-207.0
659.0;7.0;468.0;135;-347.0;-608.0;-678.0;-77.0;-868.0
-387.0;-228.0;-238.0;31;370.0;-124.0;545.0;-63.0;-242.0
-502.0;655.0;-735.0;6;383.0;801.0;733.0;-139.0;507.0
133.0;17.0;193.0;143;254.0;-150.0;533.0;495.0;-415.0
451.0;579.0;-10.0;131;318.0;538.0;138.0;200.0;-81.0
449.0;543.0;-28.0;154;152.0;425.0;58.0;221.0;-135.0
-308.0;316.0;-89.0;-61;138.0;202.0;321.0;-199.0;-47.0
554.0;449.0;-274.0;210;407.0;137.0;441.0;513.0;-656.0
-7.0;302.0;269.0;28;647.0;152.0;675.0;220.0;-416.0
52.0;116.0;119.0;135;217.0;-218.0;512.0;417.0;-471.0
517.0;741.0;-115.0;166;377.0;377.0;263.0;313.0;-323.0
423.0;161.0;608.0;69;149.0;-742.0;378.0;600.0;-786.0
799.0;-176.0;641.0;167;134.0;-758.0;243.0;704.0;-785.0
136.0;86.0;172.0;159;123.0;-219.0;477.0;497.0;-481.0
-287.0;143.0;-195.0;23;106.0;512.0;503.0;-178.0;127.0
547.0;413.0;102.0;110;-94.0;-284.0;292.0;656.0;-496.0
-123.0;721.0;-183.0;84;1023.0;-99.0;997.0;-27.0;-851.0
265.0;301.0;379.0;16;338.0;6.0;512.0;587.0;-621.0
614.0;566.0;264.0;183;88.0;324.0;177.0;494.0;-384.0
-232.0;410.0;-216.0;124;1059.0;265.0;1006.0;559.0;-127.0
373.0;477.0;281.0;150;135.0;220.0;559.0;639.0;-523.0
131.0;670.0;-492.0;-38;633.0;863.0;324.0;-94.0;427.0
564.0;277.0;532.0;88;107.0;-46.0;366.0;647.0;-658.0
176.0;-44.0;91.0;51;330.0;-439.0;549.0;429.0;-630.0
479.0;260.0;218.0;82;-256.0;-35.0;105.0;524.0;-418.0
-207.0;239.0;-193.0;-5;342.0;202.0;532.0;40.0;4.0
221.0;301.0;349.0;16;349.0;11.0;526.0;553.0;-593.0
321.0;289.0;398.0;16;316.0;-9.0;495.0;627.0;-642.0
309.0;271.0;357.0;16;147.0;15.0;476.0;614.0;-597.0
-271.0;-95.0;-63.0;17;438.0;-156.0;590.0;29.0;-487.0
369.0;521.0;108.0;-173;318.0;454.0;92.0;62.0;-127.0
477.0;177.0;485.0;116;286.0;-330.0;408.0;630.0;-622.0
-35.0;549.0;-470.0;8;740.0;716.0;931.0;602.0;303.0
567.0;842.0;291.0;96;621.0;446.0;810.0;733.0;-468.0
226.0;290.0;364.0;16;331.0;0.0;514.0;556.0;-607.0
-194.0;-96.0;-138.0;54;497.0;-139.0;605.0;111.0;-259.0
222.0;296.0;338.0;16;328.0;6.0;515.0;559.0;-591.0
465.0;397.0;341.0;168;219.0;114.0;496.0;731.0;-617.0
234.0;296.0;360.0;16;335.0;9.0;519.0;559.0;-600.0
549.0;711.0;22.0;164;401.0;331.0;302.0;403.0;-363.0
-5.0;1024.0;-450.0;-43;972.0;1004.0;810.0;-103.0;145.0
443.0;540.0;167.0;150;362.0;502.0;67.0;307.0;-148.0
