InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit R-SHOE Body_Az;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
236;1;801;220.0;56.0;66;-487;353;487;236
520;-17;769;156.0;33.0;84;-558;396;558;520
624;9;773;164.0;61.0;89;-563;407;563;624
849;-21;753;149.0;77.0;86;-621;451;621;849
803;-30;743;222.0;156.0;81;-660;485;660;803
702;-25;736;255.0;222.0;92;-649;474;649;702
566;-28;729;276.0;277.0;88;-584;495;584;566
329;-58;717;292.0;512.0;80;-474;514;474;329
359;-97;692;166.0;481.0;98;-347;484;347;359
343;-72;708;159.0;293.0;89;-232;482;232;343
353;-110;702;245.0;221.0;74;-153;497;153;353
513;-139;690;207.0;32.0;84;26;480;-26;513
269;-74;722;68.0;-47.0;68;195;502;-195;269
18;-137;689;2.0;-194.0;63;317;546;-317;18
89;-379;565;2.0;-116.0;79;371;613;-371;89
323;-611;416;-299.0;194.0;103;187;741;-187;323
989;-623;312;-271.0;471.0;188;-72;799;72;989
1208;-382;372;-209.0;-278.0;206;-482;799;482;1208
768;-168;491;576.0;247.0;157;-812;771;812;768
466;-171;573;-18.0;496.0;105;-875;668;875;466
131;-198;617;17.0;301.0;105;-985;513;985;131
82;-159;619;302.0;189.0;174;-1071;375;1071;82
410;-165;690;487.0;42.0;114;-1081;345;1081;410
425;-193;682;283.0;-34.0;113;-1062;335;1062;425
565;-168;751;199.0;-20.0;46;-1080;361;1080;565
768;-126;874;176.0;8.0;-62;-1001;387;1001;768
714;-99;826;228.0;15.0;32;-654;326;654;714
746;-107;877;272.0;-104.0;3;-505;297;505;746
686;-153;831;293.0;-134.0;44;-665;256;665;686
1709;-180;688;211.0;-32.0;128;-578;299;578;1709
2266;-3;586;372.0;-84.0;161;-1182;474;1182;2266
2477;109;495;192.0;-70.0;197;-1434;590;1434;2477
2899;299;361;183.0;-160.0;318;-1626;675;1626;2899
1755;754;261;236.0;?;593;-2769;725;2769;1755
2939;603;732;232.0;?;334;-894;619;894;2939
3582;237;1045;290.0;?;66;670;386;-670;3582
872;-382;700;253.0;?;322;-199;59;199;872
-10;-734;623;272.0;?;287;36;84;-36;-10
464;-71;834;321.0;?;52;59;428;-59;464
267;-56;832;356.0;?;77;-32;408;32;267
10;-267;795;315.0;?;109;73;340;-73;10
72;-119;823;262.0;?;75;59;407;-59;72
-13;-192;818;218.0;?;86;-3;370;3;-13
59;-167;820;208.0;?;85;61;380;-61;59
440;-190;783;236.0;-27.0;161;491;300;-491;440
?;-194;759;296.0;-35.0;228;139;208;-139;198
?;-157;822;293.0;-40.0;114;-227;332;227;-47
?;-171;849;300.0;-58.0;55;-110;403;110;23
?;-162;822;291.0;-40.0;101;-107;356;107;37
?;-170;819;280.0;-32.0;103;-106;359;106;32
?;-160;838;244.0;-71.0;74;-230;385;230;-63
?;-143;861;212.0;-80.0;20;-209;448;209;42
?;-150;841;220.0;-90.0;43;-62;439;62;99
69;-152;803;211.0;-71.0;100;-110;390;110;69
100;-161;830;223.0;-57.0;81;-48;385;48;100
33;-180;822;222.0;-37.0;98;-73;367;73;33
-25;-144;795;237.0;-13.0;108;-203;395;203;-25
-129;-131;842;238.0;3.0;60;?;399;150;-129
-19;-248;827;209.0;29.0;109;?;345;540;-19
136;-286;779;174.0;18.0;150;?;306;1077;136
412;-199;783;213.0;112.0;119;-1788;414;1788;412
678;-263;666;235.0;162.0;272;-3189;342;3189;678
432;-580;739;275.0;290.0;482;-4211;0;4211;432
746;-696;1055;440.0;455.0;102;-5911;445;5911;746
1627;-375;920;662.0;894.0;-690;-8135;1421;8135;1627
2305;-683;891;622.0;700.0;-392;-5356;1342;5356;2305
3950;-1770;1556;823.0;-4.0;161;-2503;1118;2503;3950
3794;-1685;1497;702.0;-176.0;141;-2586;1114;?;?
16;-576;658;676.0;-183.0;747;1008;263;?;?
-1680;-453;646;102.0;-125.0;878;3035;82;?;?
-1389;-669;876;-149.0;-13.0;469;3334;431;?;?
-1379;-419;701;206.0;37.0;399;4804;451;?;?
-492;-417;815;212.0;56.0;132;4966;620;?;?
-9;-274;920;120.0;157.0;-139;5413;789;-5413;?
-36;-158;856;54.0;231.0;-151;5478;858;-5478;?
37;-420;1059;-2.0;303.0;-188;5532;683;-5532;?
533;380;822;64.0;306.0;-453;5163;1406;-5163;?
2936;1451;491;163.0;286.0;-443;4712;2339;-4712;?
3660;1813;-1294;196.0;325.0;1636;2852;1964;-2852;?
357;1809;-1905;127.0;327.0;2323;-851;1267;851;357
-3694;74;1282;100.0;411.0;-324;-2107;405;?;-3694
-6519;-1532;968;49.0;450.0;258;-3041;-353;?;-6519
-3579;-468;28;100.0;402.0;1173;-3138;-271;?;-3579
696;642;1333;148.0;474.0;-322;-2116;503;?;696
74;-176;806;338.0;677.0;126;-1473;403;?;74
106;-843;944;626.0;318.0;545;389;-390;?;106
563;-486;953;106.0;408.0;218;535;70;?;563
301;-306;620;108.0;1513.0;209;8;471;?;301
555;-389;839;363.0;466.0;189;350;245;?;555
337;-344;729;167.0;-135.0;190;150;374;?;337
61;-321;790;-80.0;-90.0;142;19;381;?;61
53;-316;779;269.0;-16.0;171;-253;354;?;53
53;-290;761;378.0;-142.0;146;-385;414;?;53
23;-289;799;420.0;247.0;117;-271;420;?;23
39;-272;769;488.0;263.0;123;-277;443;277;39
33;-282;765;289.0;159.0;130;-295;447;295;33
16;-283;765;211.0;179.0;133;-307;441;307;16
14;-262;749;261.0;-2.0;131;-359;455;359;14
-32;-291;773;261.0;-119.0;125;-468;467;468;-32
-218;-258;746;228.0;-122.0;146;-583;420;583;-218
-92;-387;792;?;-147.0;192;-788;378;788;-92
46;-351;708;?;-91.0;228;-2087;379;2087;?
-273;-278;652;?;-70.0;176;-4059;555;4059;?
-864;-385;739;?;13.0;223;-5295;532;5295;-864
-1251;-197;596;?;144.0;341;-5800;312;5800;-1251
-230;-1040;1239;?;69.0;-39;-4822;1041;4822;-230
751;-2102;2066;?;242.0;-490;-4799;1868;4799;751
518;-1793;1820;?;247.0;-353;-4429;1632;4429;518
560;-1857;1873;?;703.0;-383;-4568;1682;4568;560
635;-2023;2017;?;544.0;-486;-5439;1821;5439;635
94;-1034;1115;423.0;396.0;292;987;892;-987;94
-616;-500;581;277.0;28.0;966;4947;224;-4947;-616
212;-692;776;-82.0;91.0;502;3744;601;-3744;212
1360;-670;526;-201.0;-225.0;378;5128;571;-5128;1360
1387;-690;600;55.0;-159.0;333;5005;601;-5005;1387
1951;-700;1342;?;-137.0;-802;4828;1408;-4828;1951
2434;-662;1595;?;-150.0;-1450;4904;1808;-4904;2434
3413;51;1219;?;-191.0;?;5120;2467;-5120;3413
3157;1168;-84;?;-171.0;?;4379;2429;-4379;3157
4875;1904;-1261;?;-240.0;?;3961;2083;-3961;4875
4889;1898;-1234;?;-281.0;?;4010;2109;-4010;4889
-2894;621;-867;-359.0;-307.0;?;-457;464;457;-2894
-2401;-479;311;70.0;77.0;?;-2785;124;2785;-2401
1634;-729;1135;296.0;412.0;?;-2710;780;2710;1634
-160;-605;793;851.0;910.0;?;-2256;497;2256;-160
181;-365;736;210.0;1866.0;?;14;614;-14;181
332;-438;805;1152.0;839.0;?;29;441;-29;332
118;-459;803;-151.0;239.0;?;-122;342;122;118
268;-427;819;1185.0;540.0;?;145;404;-145;268
-14;-460;801;-1180.0;-48.0;214;-173;350;173;-14
168;-430;819;1227.0;-558.0;163;-58;398;58;168
119;-427;810;-822.0;-31.0;194;-121;357;121;119
113;-396;803;256.0;-130.0;165;-122;402;122;113
168;-364;815;381.0;-98.0;117;-125;450;125;168
60;-362;811;557.0;-87.0;140;-143;418;143;60
-16;-380;799;68.0;171.0;161;-145;398;145;-16
57;-365;791;359.0;126.0;162;-212;409;212;57
97;-359;776;318.0;41.0;171;-290;415;290;97
49;-388;762;316.0;55.0;205;-412;381;412;49
6;-366;749;429.0;-53.0;248;-436;348;436;6
48;-430;782;246.0;-85.0;181;-768;385;768;48
241;-466;797;265.0;-8.0;287;-1983;311;1983;241
515;-427;740;282.0;-8.0;213;-2661;441;2661;515
679;-479;723;230.0;50.0;319;-3508;375;3508;679
109;-665;868;363.0;70.0;268;-6096;509;6096;109
443;-1286;1209;305.0;63.0;-830;-7325;1822;7325;443
3293;-2081;1585;333.0;127.0;-177;-5484;1840;5484;3293
3350;-2191;?;368.0;468.0;1133;-1293;871;1293;3350
802;-1249;?;396.0;1072.0;1126;1879;419;-1879;802
566;-611;?;658.0;550.0;1284;1888;-50;-1888;566
282;-965;?;798.0;98.0;985;2314;295;-2314;282
-271;-814;?;437.0;-423.0;782;3996;409;-3996;-271
599;-693;?;35.0;-15.0;516;4880;387;-4880;599
1331;-731;?;77.0;-398.0;234;4941;679;-4941;1331
1968;-693;?;200.0;-300.0;-159;5093;831;-5093;1968
2093;-498;?;249.0;-358.0;-1003;5105;1426;-5105;2093
1929;186;?;224.0;-293.0;-1480;5312;2014;-5312;1929
2519;53;?;94.0;-266.0;-2029;5891;2160;-5891;2519
1153;1597;?;-40.0;-239.0;-28;4174;2181;-4174;1153
1585;5278;?;-58.0;-260.0;3480;1619;2956;-1619;1585
1460;3231;?;-158.0;-268.0;2474;926;1900;-926;1460
-2333;-1451;2053;-364.0;-162.0;-435;-944;-449;944;-2333
-1832;-241;1203;-240.0;72.0;-585;-3311;526;3311;-1832
-1384;849;202;210.0;780.0;-255;-2362;1538;2362;-1384
-1297;-274;1026;-65.0;986.0;-332;-630;826;630;-1297
488;-201;703;352.0;1746.0;62;-189;609;189;488
93;-399;836;2068.0;667.0;114;118;427;-118;93
196;-430;844;480.0;-384.0;145;76;380;-76;196
230;-378;767;65.0;-230.0;216;-24;373;24;230
7;-449;847;-52.0;1041.0;174;10;349;-10;7
188;-377;792;-532.0;32.0;174;-46;394;46;188
102;-422;827;850.0;-252.0;171;-10;372;10;102
135;-400;814;-151.0;-167.0;175;8;377;-8;135
49;-356;814;173.0;-83.0;147;-4;386;4;49
2;-345;813;352.0;-52.0;141;-30;396;30;2
18;-335;807;280.0;-136.0;146;59;388;-59;18
-28;-311;812;49.0;-34.0;127;-200;398;200;-28
-28;-289;812;191.0;-2.0;118;-122;392;122;-28
-156;-266;796;342.0;9.0;135;-335;377;335;-156
-128;-301;802;273.0;32.0;148;-766;354;766;-128
-85;-367;829;344.0;91.0;163;-889;297;889;-85
-551;-495;868;442.0;79.0;225;-3236;286;3236;-551
-134;-516;714;329.0;60.0;477;-3901;101;3901;-134
-793;-536;869;300.0;111.0;228;-4644;332;4644;-793
-2002;-592;1126;407.0;105.0;-504;-7688;1138;7688;-2002
-125;-1264;1499;343.0;275.0;-820;-5335;1607;5335;-125
1087;-2253;2244;427.0;228.0;-469;-1664;1399;1664;1087
918;-1336;1323;602.0;747.0;808;-815;290;815;918
905;-450;448;406.0;1060.0;1206;846;?;-846;905
173;-1018;1000;386.0;537.0;771;1487;?;-1487;173
322;-908;903;482.0;-273.0;807;1553;?;-1553;322
1897;-500;722;89.0;-197.0;244;3610;?;-3610;1897
3239;-167;613;-102.0;-76.0;-141;4516;?;-4516;3239
3768;419;476;41.0;-231.0;-219;4124;?;-4124;3768
4609;716;340;13.0;-198.0;-220;3467;?;-3467;4609
5839;1728;480;2.0;-156.0;-472;2240;1291;-2240;5839
4263;1632;490;-3.0;-96.0;-109;800;976;-800;4263
1156;1080;-192;-155.0;-93.0;802;-1792;452;1792;1156
1214;3453;?;-197.0;-101.0;-746;-2639;1333;2639;1214
716;2198;?;-187.0;-213.0;-1137;-478;851;478;716
-644;-751;?;-185.0;-300.0;210;624;-137;-624;-644
-118;222;?;-159.0;-302.0;25;56;470;-56;-118
-142;223;?;-28.0;471.0;60;-48;400;48;-142
-125;-14;?;620.0;944.0;129;-36;324;36;-125
52;261;?;-63.0;1804.0;32;-50;434;50;52
67;?;?;513.0;1793.0;128;55;333;-55;67
268;?;?;1085.0;-433.0;60;-18;421;18;268
185;?;?;348.0;997.0;95;-32;369;32;185
193;?;?;-821.0;365.0;92;-33;373;33;193
143;153;?;-104.0;-553.0;61;-37;400;37;143
44;59;?;833.0;-321.0;94;-21;370;21;44
15;31;?;-71.0;-15.0;120;0;349;0;15
-60;102;792;280.0;97.0;98;-9;368;9;-60
-26;75;800;568.0;31.0;101;14;360;-14;-26
78;97;808;493.0;117.0;103;83;333;-83;78
49;136;803;172.0;177.0;78;67;375;-67;49
27;104;802;315.0;189.0;78;58;387;-58;27
46;104;801;306.0;87.0;90;60;364;-60;46
16;99;804;339.0;168.0;79;-2;382;2;16
71;112;802;585.0;244.0;?;-34;379;34;71
77;100;809;568.0;190.0;?;-25;377;25;77
39;44;821;344.0;107.0;?;-17;393;17;39
149;168;786;334.0;325.0;?;-36;372;36;149
-103;-20;842;372.0;81.0;?;-182;419;182;-103
-61;183;800;304.0;390.0;?;-226;428;226;-61
-167;153;771;398.0;880.0;90;-64;373;64;-167
-397;-4;847;441.0;903.0;?;43;401;-43;-397
1276;1426;435;201.0;-538.0;?;-304;345;304;1276
2405;1013;184;730.0;-661.0;?;-1227;337;1227;2405
2000;-242;645;386.0;-485.0;?;-1360;498;1360;2000
1495;137;886;200.0;-367.0;?;-903;437;903;1495
522;120;787;?;-335.0;?;-765;218;765;522
25;423;844;?;-191.0;31;-189;157;189;25
-37;682;892;?;14.0;-102;231;121;-231;-37
-23;357;841;-172.0;127.0;-46;72;215;-72;-23
347;204;770;-114.0;233.0;49;-46;264;46;347
441;-125;636;-17.0;218.0;222;-141;389;141;441
507;-167;627;-23.0;253.0;219;-233;431;233;507
802;-419;502;-29.0;477.0;250;-734;671;734;802
1328;-1269;133;73.0;415.0;512;-1706;1342;1706;1328
2523;-399;346;150.0;353.0;832;-1864;369;1864;2523
1146;404;959;405.0;359.0;286;-1276;-113;1276;1146
-1935;-524;1289;393.0;-92.0;-734;-1559;1223;1559;-1935
-1677;-416;1266;254.0;80.0;-646;-1490;1085;1490;-1677
-4;193;879;-18.0;301.0;40;-143;313;143;-4
313;237;755;-466.0;92.0;169;256;254;-256;313
112;251;827;-30.0;20.0;124;29;231;-29;112
346;218;793;266.0;264.0;116;143;291;-143;346
536;154;837;-409.0;435.0;28;-19;398;19;536
228;115;815;-168.0;264.0;77;-70;396;70;228
209;129;778;369.0;178.0;128;-1;360;1;209
232;?;805;608.0;158.0;102;-31;363;31;232
193;?;823;315.0;161.0;102;-66;347;66;193
168;?;812;190.0;113.0;96;-30;368;30;168
23;?;812;215.0;56.0;77;-20;391;20;23
9;?;822;284.0;-19.0;76;-62;393;62;9
18;120;824;121.0;117.0;82;-37;395;37;18
-11;119;810;176.0;50.0;64;-138;390;138;-11
-82;110;808;236.0;8.0;85;-111;436;111;-82
8;39;823;262.0;-8.0;56;-577;420;577;8
122;379;958;140.0;2.0;43;-1008;250;1008;122
108;288;738;154.0;83.0;191;-1542;306;1542;108
566;-317;372;165.0;128.0;217;-3694;628;3694;566
571;431;859;282.0;209.0;86;-5313;661;5313;571
-389;206;769;308.0;115.0;-10;-6890;519;6890;-389
272;577;1158;152.0;-78.0;-611;-7525;1469;7525;272
2830;1516;1369;99.0;17.0;-881;-6961;2014;6961;2830
3095;331;281;287.0;282.0;-17;-5126;1065;5126;3095
646;1185;1255;409.0;695.0;753;564;682;-564;646
-756;1344;1339;842.0;898.0;1271;2975;133;-2975;-756
-857;247;438;1121.0;814.0;1085;2948;-33;-2948;-857
-596;869;977;704.0;-106.0;714;3643;463;-3643;-596
-700;681;841;326.0;-135.0;713;3671;413;-3671;-700
-1068;370;852;-267.0;-25.0;?;5801;879;-5801;-1068
-41;204;1138;-300.0;108.0;?;6356;1311;-6356;-41
-11;?;1378;-69.0;119.0;?;6360;1933;-6360;-11
-589;?;1282;122.0;40.0;?;6840;2494;-6840;-589
1260;?;856;139.0;68.0;?;6407;2812;-6407;1260
3435;?;-738;12.0;85.0;?;5118;2475;-5118;3435
2661;?;-2109;-3.0;122.0;?;1247;1684;-1247;2661
-1426;-1978;-551;-163.0;129.0;?;-1585;2226;1585;-1426
-4166;-817;-638;?;123.0;?;-3365;937;3365;-4166
-1317;1481;-604;?;103.0;?;-4757;-86;4757;-1317
1079;1342;?;?;235.0;?;-3369;1754;3369;1079
-268;-281;?;?;361.0;?;-1296;1751;1296;-268
-352;-41;?;?;865.0;?;-505;508;505;-352
345;291;?;?;1572.0;-5;-210;379;210;345
163;172;?;?;1295.0;131;-90;409;90;163
106;315;?;?;-25.0;89;-169;378;169;106
-49;196;?;?;685.0;96;-218;438;218;-49
-39;239;?;?;1864.0;113;-413;403;413;-39
6;232;770;?;50.0;122;-603;413;603;6
-127;169;750;?;-546.0;96;-560;481;560;-127
-136;199;748;205.0;-389.0;123;-546;453;546;-136
-127;171;730;325.0;-132.0;99;-560;499;560;-127
-108;175;730;248.0;-101.0;136;-519;467;519;-108
-187;213;730;355.0;-180.0;140;-669;455;669;-187
-430;276;730;266.0;-68.0;118;-1142;449;1142;-430
-362;348;792;292.0;8.0;299;-2431;272;2431;-362
-588;434;724;327.0;-47.0;173;-4155;407;4155;-588
-479;135;686;512.0;64.0;356;-4478;399;4478;-479
-700;313;702;457.0;176.0;101;-4703;574;4703;-700
-1800;629;1297;511.0;181.0;-1565;-6650;2419;6650;-1800
-1678;-157;2165;487.0;54.0;-1507;-5548;3276;5548;-1678
-1567;78;1382;353.0;99.0;553;205;985;-205;-1567
-1125;767;825;483.0;131.0;1044;2927;-114;-2927;-1125
-356;232;1006;473.0;192.0;667;3167;475;-3167;-356
-889;-187;713;440.0;621.0;544;4774;?;-4774;-889
-1016;-252;791;860.0;979.0;195;5444;?;-5444;-1016
-466;-293;712;957.0;560.0;155;6042;?;-6042;-466
305;-482;950;320.0;134.0;-415;6551;?;-6551;305
570;-648;1400;-233.0;30.0;-1065;6771;?;-6771;570
459;-855;1455;-554.0;183.0;-1393;7235;?;-7235;459
1977;-471;1326;-475.0;-104.0;-1277;6768;?;-6768;1977
3516;-516;-1010;-560.0;-131.0;1786;4223;?;-4223;3516
1225;-1780;-3175;-491.0;-177.0;4192;-319;?;319;1225
?;-634;-75;-318.0;-138.0;998;-2665;?;2665;-3609
?;666;3079;-160.0;-176.0;-1693;-2529;?;2529;-5941
?;369;1852;-90.0;-275.0;-880;-2674;?;2674;-5067
?;215;911;-45.0;-443.0;-603;-2152;1685;2152;-2942
?;-775;1210;-29.0;-636.0;-345;-816;984;816;-740
?;-439;865;196.0;179.0;86;37;394;-37;280
?;269;708;856.0;772.0;27;17;617;-17;298
?;-45;857;306.0;1948.0;58;-181;339;181;277
?;81;785;871.0;1241.0;74;-108;431;108;134
?;58;788;741.0;-548.0;89;-144;395;144;-56
?;35;805;181.0;1259.0;?;-279;398;279;-84
?;79;788;305.0;65.0;?;-242;455;242;-81
?;19;781;-178.0;-180.0;?;-276;364;276;-164
?;89;800;1048.0;-567.0;?;-368;459;368;-42
-149;89;719;-140.0;-139.0;?;-771;369;771;-149
-136;106;775;385.0;-243.0;?;-1139;386;1139;-136
75;179;858;207.0;-86.0;?;-1506;463;1506;75
-316;-13;507;438.0;-222.0;?;-3114;204;3114;-316
-21;-3;930;163.0;34.0;?;-4630;924;4630;-21
-1228;?;704;309.0;59.0;?;-6940;603;6940;-1228
-961;?;883;482.0;170.0;-421;-8037;1236;8037;-961
1859;?;1398;598.0;234.0;-2380;-6480;3390;6480;1859
697;?;-488;567.0;68.0;-253;-4605;1406;4605;697
272;?;-9;449.0;83.0;1406;-86;-221;86;272
1138;?;1236;524.0;297.0;924;2123;209;-2123;1138
425;?;534;402.0;327.0;1049;2311;-58;-2311;425
1350;?;681;440.0;429.0;460;4772;277;-4772;1350
2111;?;620;450.0;1224.0;171;5156;450;-5156;2111
2158;?;575;835.0;999.0;110;5010;487;-5010;2158
2625;?;721;461.0;304.0;-81;5179;571;-5179;?
2807;?;940;340.0;-250.0;-579;5344;1020;-5344;?
3279;?;1581;-96.0;41.0;-1703;5442;2107;-5442;?
4310;?;793;116.0;-429.0;-943;5441;2465;-5441;?
3117;?;-994;125.0;-292.0;1442;3741;2033;-3741;3117
1119;?;-1351;-8.0;-314.0;1919;-465;2070;465;1119
1618;?;-1144;-34.0;-303.0;1604;-1028;2291;1028;1618
-299;?;-802;-62.0;-254.0;1285;-2162;2197;2162;-299
-2268;?;2167;-198.0;-372.0;-2115;-3477;3088;3477;-2268
-698;?;2886;-293.0;-507.0;-3040;-956;3181;956;-698
-507;887;-213;-310.0;-521.0;621;-631;1173;631;-507
-167;503;177;-85.0;196.0;690;-375;327;375;-167
312;79;1202;791.0;903.0;-286;220;479;-220;312
14;307;581;-77.0;2921.0;334;-196;331;196;14
242;163;916;1425.0;660.0;-6;68;428;-68;242
66;206;795;408.0;-250.0;122;-11;387;11;66
57;222;769;-605.0;1147.0;151;-27;375;27;57
121;187;845;-619.0;385.0;70;43;402;-43;121
66;217;760;-64.0;-489.0;157;12;377;-12;66
50;188;823;1027.0;-421.0;93;-29;388;29;50
39;203;810;-260.0;-211.0;?;-71;369;71;39
32;195;812;225.0;-88.0;?;-73;375;73;32
-96;146;780;70.0;-44.0;?;-54;398;54;-96
-60;197;810;394.0;7.0;?;70;386;-70;-60
14;231;813;240.0;71.0;?;-97;349;97;14
-119;232;818;362.0;96.0;?;-250;368;250;-119
-207;156;805;297.0;151.0;?;-446;386;446;-207
-491;226;834;398.0;153.0;?;-1138;345;1138;-491
-693;480;961;573.0;192.0;?;-2457;284;2457;-693
86;254;905;455.0;335.0;?;-3966;391;?;86
1270;104;894;508.0;380.0;-115;-3446;693;?;1270
2374;305;837;145.0;463.0;24;-2083;569;?;2374
2962;194;569;282.0;467.0;386;-1453;359;?;2962
2903;75;584;800.0;1271.0;166;-1121;627;?;2903
2968;91;634;1061.0;793.0;101;-1226;679;?;2968
1951;-58;337;672.0;-377.0;312;-365;555;?;1951
246;-203;112;382.0;-190.0;381;-145;585;?;246
961;-150;179;378.0;-194.0;390;-317;518;?;961
2717;-122;187;492.0;-536.0;389;528;454;?;2717
2635;-121;190;202.0;-330.0;389;475;455;?;2635
2453;-100;225;68.0;-385.0;378;365;446;?;2453
2814;-167;117;-52.0;-314.0;416;558;478;?;2814
2128;54;453;-173.0;-220.0;292;221;371;-221;2128
1949;374;885;-51.0;-265.0;141;-47;250;47;1949
1957;248;741;-296.0;-20.0;189;37;340;-37;1957
962;86;650;-208.0;-18.0;180;92;399;-92;962
795;120;723;-53.0;261.0;122;18;417;-18;795
494;107;715;-302.0;94.0;115;69;441;-69;494
-140;88;707;-194.0;168.0;?;45;459;-45;-140
13;99;703;347.0;270.0;108;-68;484;68;13
10;73;689;-24.0;1170.0;111;-34;482;34;10
-39;62;679;-766.0;1254.0;116;59;478;-59;-39
32;59;689;28.0;977.0;100;142;479;-142;32
-27;69;713;-148.0;380.0;82;182;484;-182;-27
-92;73;697;404.0;133.0;?;104;452;-104;-92
-478;120;738;394.0;479.0;?;108;478;-108;-478
-1129;164;764;64.0;-227.0;?;197;510;?;-1129
-1515;133;734;229.0;-144.0;?;236;486;-236;-1515
-1710;137;757;174.0;-33.0;?;314;518;-314;-1710
-1582;140;661;221.0;182.0;?;335;425;-335;-1582
-1214;321;821;101.0;209.0;?;452;337;-452;-1214
-927;458;960;180.0;228.0;?;907;301;-907;-927
-673;315;684;301.0;238.0;?;1083;172;-1083;-673
-567;266;684;232.0;260.0;?;840;234;-840;-567
-350;224;774;227.0;206.0;?;814;382;-814;-350
166;142;695;418.0;113.0;?;676;384;-676;166
289;116;680;357.0;158.0;?;417;398;-417;289
76;78;697;138.0;213.0;?;315;442;-315;76
-108;50;655;346.0;167.0;68;213;443;-213;-108
-364;1;543;337.0;56.0;172;19;435;-19;-364
-477;-35;508;191.0;113.0;229;-140;437;140;-477
-897;-50;508;233.0;87.0;142;374;516;-374;-897
-1376;-92;480;305.0;-21.0;145;774;538;-774;-1376
-1167;-61;500;172.0;-29.0;104;743;556;-743;-1167
-470;43;579;237.0;-20.0;4;1134;591;-1134;-470
292;73;605;274.0;58.0;125;1066;489;-1066;292
477;71;571;279.0;123.0;168;768;475;-768;477
328;62;709;271.0;177.0;119;1379;455;-1379;328
346;26;963;280.0;148.0;-103;1328;548;-1328;346
276;68;968;264.0;192.0;-222;300;606;?;276
256;189;845;328.0;195.0;36;-15;346;?;256
299;216;838;307.0;169.0;?;10;303;?;299
27;104;817;252.0;104.0;?;-65;386;?;27
-93;52;789;260.0;130.0;?;-24;381;?;-93
34;76;810;253.0;186.0;?;-15;401;?;34
-19;74;800;185.0;228.0;?;-12;388;?;-19
-49;77;796;275.0;107.0;78;-13;391;?;-49
-24;79;804;187.0;117.0;71;-24;390;?;-24
8;74;806;222.0;138.0;71;-53;389;53;8
22;66;805;358.0;57.0;69;-10;395;10;22
-4;64;802;273.0;67.0;78;26;388;-26;-4
3;66;809;140.0;107.0;69;-16;391;16;3
-23;64;806;200.0;165.0;71;-6;391;6;-23
-74;71;793;195.0;215.0;80;14;384;-14;-74
-59;51;806;131.0;256.0;65;-12;402;12;-59
0;51;814;138.0;108.0;61;-2;400;2;0
26;64;800;77.0;74.0;74;5;387;-5;26
36;59;799;215.0;-65.0;75;21;388;-21;36
61;70;808;433.0;-92.0;72;81;377;-81;61
76;53;808;297.0;161.0;72;84;386;-84;76
101;39;805;230.0;-54.0;75;70;392;-70;101
49;46;808;285.0;-95.0;69;74;391;-74;49
-4;33;813;320.0;70.0;66;18;394;-18;-4
-62;35;802;475.0;114.0;76;-1;382;1;-62
-57;37;802;515.0;65.0;71;-20;382;20;-57
-17;16;811;393.0;160.0;73;-58;386;58;-17
-174;45;768;252.0;240.0;83;42;373;-42;-174
221;-1;834;-104.0;351.0;60;-231;389;231;221
-398;38;780;-365.0;427.0;57;-15;393;15;-398
-2115;-45;671;-18.0;492.0;103;339;460;-339;-2115
-2262;-88;655;-181.0;465.0;106;178;489;-178;-2262
-2134;429;305;197.0;254.0;110;847;311;-847;-2134
-1899;363;256;22.0;212.0;113;423;370;-423;-1899
-1352;70;524;-30.0;399.0;25;-115;485;115;-1352
-1557;84;?;-109.0;174.0;114;-165;473;165;-1557
-1257;-303;?;53.0;131.0;473;-563;455;563;-1257
589;-92;?;62.0;246.0;481;385;177;-385;589
2249;459;?;-102.0;187.0;311;485;-99;-485;2249
1294;320;926;-146.0;139.0;566;864;-316;-864;1294
-179;299;1170;-66.0;133.0;186;1959;?;-1959;-179
-213;370;1141;-39.0;137.0;-298;1095;?;-1095;-213
-112;45;866;69.0;127.0;115;37;?;-37;-112
105;-2;799;110.0;96.0;153;-94;325;94;105
142;57;821;214.0;102.0;39;-1;389;1;142
25;7;806;220.0;89.0;116;25;354;-25;25
99;44;814;375.0;232.0;50;-21;394;21;99
69;27;809;381.0;31.0;84;-57;374;57;69
73;30;810;792.0;569.0;79;-55;377;55;73
58;33;812;623.0;455.0;66;-20;388;20;58
29;27;809;24.0;339.0;74;-7;385;7;29
57;28;812;-81.0;490.0;69;-28;388;28;57
23;22;812;427.0;20.0;71;-25;389;25;23
-17;29;813;463.0;-130.0;71;21;385;-21;-17
19;30;812;282.0;30.0;80;28;375;-28;19
7;25;807;323.0;194.0;80;13;380;-13;7
-31;28;806;244.0;116.0;77;-3;381;3;-31
-23;31;814;249.0;33.0;73;3;377;-3;-23
-52;26;812;270.0;-39.0;69;7;385;-7;-52
-66;22;804;314.0;?;77;21;383;-21;-66
-5;26;809;294.0;?;78;31;375;-31;-5
