InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;Accelerometer BACK accZ;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
773.0;-603.0;-942.0;70.0;-324.0;229.0
793.0;-607.0;-940.0;25.0;-317.0;248.0
777.0;-629.0;-921.0;27.0;-289.0;273.0
753.0;-646.0;-930.0;22.0;-275.0;254.0
753.0;-653.0;-890.0;0.0;-265.0;273.0
764.0;-648.0;-925.0;18.0;-276.0;262.0
784.0;-640.0;-923.0;-32.0;-281.0;252.0
784.0;-624.0;-927.0;-16.0;-253.0;245.0
760.0;-615.0;-914.0;-9.0;-240.0;258.0
753.0;-629.0;-896.0;2.0;-225.0;267.0
763.0;-635.0;-897.0;-1.0;-202.0;281.0
761.0;-631.0;-852.0;-2.0;-194.0;324.0
749.0;-628.0;-829.0;-11.0;-198.0;353.0
739.0;-643.0;-894.0;16.0;-186.0;418.0
741.0;-642.0;-888.0;8.0;-176.0;394.0
734.0;-645.0;-783.0;-1.0;-187.0;413.0
730.0;-644.0;-777.0;-6.0;-116.0;425.0
741.0;-643.0;-731.0;-25.0;-103.0;456.0
722.0;-635.0;-713.0;-41.0;-107.0;471.0
724.0;-637.0;-600.0;-21.0;-136.0;529.0
699.0;-659.0;-637.0;-30.0;-71.0;613.0
686.0;-662.0;-548.0;-31.0;-59.0;667.0
637.0;-666.0;-455.0;-51.0;-35.0;814.0
623.0;-689.0;-386.0;-26.0;-34.0;893.0
621.0;-733.0;-473.0;-51.0;-61.0;979.0
632.0;-772.0;-602.0;-60.0;-69.0;1087.0
556.0;-773.0;-718.0;-116.0;-32.0;1085.0
502.0;-746.0;-471.0;123.0;-61.0;921.0
452.0;-748.0;-389.0;91.0;-131.0;923.0
427.0;-756.0;-320.0;361.0;-43.0;962.0
358.0;-779.0;-286.0;515.0;149.0;914.0
356.0;-828.0;-313.0;487.0;168.0;882.0
320.0;-864.0;-299.0;411.0;10.0;865.0
263.0;-913.0;-309.0;261.0;-116.0;884.0
216.0;-934.0;-320.0;351.0;-139.0;912.0
214.0;-1069.0;-330.0;304.0;-31.0;989.0
332.0;-1232.0;-329.0;314.0;20.0;1001.0
287.0;-1160.0;-304.0;272.0;-51.0;1021.0
193.0;-1031.0;-296.0;278.0;-161.0;975.0
64.0;-986.0;-304.0;376.0;-172.0;955.0
74.0;-1020.0;-296.0;422.0;-112.0;889.0
64.0;-958.0;-325.0;372.0;-17.0;878.0
89.0;-947.0;-343.0;374.0;23.0;870.0
84.0;-916.0;-361.0;388.0;16.0;869.0
85.0;-917.0;-366.0;335.0;-18.0;878.0
87.0;-953.0;-380.0;376.0;-43.0;899.0
64.0;-1025.0;-463.0;385.0;-33.0;965.0
50.0;-1051.0;-507.0;436.0;-21.0;939.0
57.0;-1055.0;-591.0;496.0;-37.0;990.0
64.0;-1005.0;-705.0;402.0;-73.0;892.0
66.0;-971.0;-899.0;408.0;-103.0;?
74.0;-948.0;-782.0;491.0;-74.0;?
82.0;-944.0;-894.0;514.0;169.0;?
86.0;-943.0;-807.0;487.0;110.0;?
93.0;-941.0;-702.0;194.0;-471.0;?
97.0;-938.0;-582.0;259.0;-584.0;?
128.0;-965.0;-643.0;282.0;-417.0;?
182.0;-1017.0;-544.0;83.0;-155.0;680.0
208.0;-1049.0;-478.0;201.0;-94.0;718.0
221.0;-1041.0;?;293.0;-147.0;750.0
361.0;-1120.0;?;299.0;-99.0;774.0
496.0;-1274.0;?;223.0;-155.0;784.0
568.0;-889.0;?;218.0;-120.0;719.0
576.0;-836.0;?;270.0;-26.0;710.0
483.0;-784.0;?;333.0;30.0;763.0
405.0;-832.0;?;356.0;58.0;808.0
415.0;-860.0;?;266.0;112.0;822.0
372.0;-858.0;?;278.0;50.0;1367.0
282.0;-850.0;-720.0;273.0;-23.0;1008.0
240.0;-815.0;-829.0;304.0;-22.0;713.0
240.0;-869.0;-524.0;351.0;4.0;647.0
209.0;-885.0;-695.0;463.0;-215.0;629.0
167.0;-900.0;-784.0;283.0;-127.0;589.0
202.0;-891.0;-719.0;279.0;-99.0;726.0
177.0;-878.0;-717.0;339.0;-209.0;685.0
166.0;-896.0;-707.0;407.0;-117.0;658.0
170.0;-900.0;-701.0;278.0;-124.0;686.0
164.0;-921.0;-690.0;285.0;-158.0;718.0
460.0;-1504.0;-704.0;273.0;-175.0;726.0
393.0;-1321.0;-699.0;383.0;-207.0;745.0
289.0;-1076.0;-609.0;330.0;-197.0;788.0
382.0;-833.0;-660.0;344.0;-161.0;800.0
416.0;-761.0;-601.0;303.0;-162.0;800.0
380.0;-874.0;-692.0;333.0;-83.0;772.0
382.0;-925.0;-669.0;263.0;-156.0;779.0
369.0;-932.0;-688.0;223.0;-187.0;734.0
356.0;-879.0;-679.0;285.0;-207.0;697.0
342.0;-887.0;-734.0;384.0;-225.0;659.0
328.0;-921.0;-683.0;304.0;-201.0;658.0
333.0;-929.0;-727.0;349.0;-147.0;677.0
325.0;-943.0;-818.0;391.0;-128.0;816.0
275.0;-956.0;-702.0;351.0;-109.0;581.0
268.0;-969.0;-864.0;431.0;-119.0;682.0
258.0;-983.0;-801.0;291.0;-91.0;572.0
268.0;-987.0;-818.0;163.0;-99.0;453.0
284.0;-987.0;-813.0;136.0;-230.0;426.0
303.0;-962.0;-720.0;192.0;-331.0;381.0
305.0;-918.0;-720.0;187.0;-196.0;397.0
338.0;-900.0;-731.0;152.0;5.0;348.0
343.0;-885.0;-729.0;-42.0;118.0;350.0
343.0;-903.0;-746.0;-10.0;-219.0;395.0
364.0;-973.0;-752.0;-10.0;-197.0;404.0
426.0;-984.0;-717.0;-81.0;-215.0;350.0
547.0;-940.0;-751.0;-72.0;-200.0;384.0
449.0;-920.0;-741.0;-145.0;-148.0;410.0
492.0;-821.0;-737.0;81.0;-143.0;411.0
485.0;-736.0;-705.0;-78.0;-138.0;402.0
477.0;-682.0;-758.0;-14.0;-117.0;406.0
490.0;-677.0;-730.0;-51.0;-119.0;410.0
497.0;-660.0;-822.0;-14.0;-112.0;459.0
504.0;-639.0;-766.0;14.0;-87.0;400.0
515.0;-678.0;-724.0;-5.0;-74.0;329.0
513.0;-706.0;-723.0;-27.0;-93.0;365.0
518.0;-672.0;-710.0;-2.0;-106.0;339.0
501.0;-688.0;-742.0;-25.0;-150.0;370.0
518.0;-720.0;-769.0;-76.0;-178.0;416.0
509.0;-727.0;-747.0;-60.0;-179.0;421.0
496.0;-718.0;-719.0;6.0;-132.0;390.0
498.0;-728.0;-684.0;-9.0;-146.0;426.0
512.0;-710.0;-652.0;-30.0;-157.0;503.0
485.0;-739.0;-638.0;-7.0;-145.0;593.0
525.0;-739.0;-658.0;51.0;-126.0;727.0
568.0;-654.0;-619.0;94.0;-130.0;765.0
502.0;-675.0;-589.0;142.0;-135.0;735.0
512.0;-675.0;-551.0;182.0;-89.0;737.0
517.0;-699.0;-600.0;204.0;-103.0;747.0
523.0;-728.0;-603.0;251.0;-184.0;816.0
507.0;-729.0;-608.0;278.0;-207.0;799.0
481.0;-705.0;-592.0;335.0;-249.0;899.0
426.0;-677.0;-570.0;349.0;-241.0;885.0
375.0;-722.0;-565.0;421.0;-188.0;886.0
352.0;-801.0;-495.0;426.0;-86.0;874.0
327.0;-916.0;-490.0;474.0;-9.0;876.0
303.0;-979.0;-479.0;446.0;-71.0;844.0
283.0;-945.0;-515.0;485.0;-98.0;814.0
253.0;-911.0;-516.0;425.0;-98.0;830.0
236.0;-931.0;-452.0;437.0;-67.0;911.0
253.0;-951.0;-574.0;431.0;?;1043.0
213.0;-971.0;-605.0;425.0;?;1077.0
214.0;-1011.0;-512.0;409.0;?;968.0
165.0;-1039.0;-462.0;429.0;?;901.0
137.0;-1024.0;-409.0;483.0;?;914.0
116.0;-1009.0;-429.0;540.0;?;904.0
136.0;-966.0;-404.0;558.0;?;905.0
134.0;-947.0;-408.0;578.0;-49.0;903.0
130.0;-949.0;-533.0;531.0;-32.0;942.0
131.0;-949.0;-538.0;613.0;-35.0;991.0
124.0;-971.0;-428.0;618.0;-122.0;1087.0
169.0;-1095.0;-500.0;636.0;-149.0;928.0
175.0;-1191.0;-555.0;659.0;-91.0;811.0
122.0;-1137.0;-495.0;632.0;-65.0;739.0
100.0;-1004.0;-446.0;517.0;-215.0;745.0
90.0;-971.0;-530.0;460.0;-148.0;849.0
103.0;-963.0;-480.0;318.0;13.0;913.0
85.0;-975.0;-454.0;178.0;110.0;853.0
99.0;-975.0;-394.0;89.0;112.0;799.0
151.0;-1029.0;-376.0;155.0;-19.0;841.0
190.0;-1098.0;-327.0;248.0;-49.0;841.0
111.0;-1158.0;-345.0;292.0;-29.0;836.0
239.0;-1081.0;-306.0;272.0;22.0;847.0
247.0;-963.0;-290.0;284.0;114.0;857.0
279.0;-891.0;-300.0;298.0;102.0;877.0
267.0;-860.0;-321.0;330.0;68.0;882.0
244.0;-930.0;-302.0;336.0;102.0;853.0
273.0;-1002.0;-287.0;318.0;151.0;870.0
233.0;-982.0;-400.0;306.0;159.0;986.0
178.0;-915.0;-439.0;284.0;147.0;976.0
141.0;-888.0;-420.0;294.0;129.0;935.0
122.0;-909.0;-532.0;262.0;59.0;1043.0
85.0;-904.0;-647.0;245.0;55.0;1007.0
68.0;-920.0;-622.0;309.0;27.0;846.0
45.0;-925.0;-714.0;384.0;137.0;767.0
26.0;-928.0;-741.0;425.0;62.0;658.0
3.0;-932.0;-676.0;303.0;-45.0;792.0
13.0;-909.0;-620.0;-3.0;-150.0;825.0
26.0;-905.0;-544.0;130.0;-269.0;736.0
70.0;-1012.0;-460.0;293.0;-244.0;772.0
122.0;-1084.0;-422.0;399.0;-213.0;774.0
21.0;-1028.0;-437.0;325.0;-59.0;814.0
131.0;-1166.0;-436.0;164.0;-24.0;844.0
256.0;-1238.0;-439.0;159.0;-42.0;869.0
291.0;-1027.0;-396.0;257.0;-77.0;865.0
365.0;-970.0;-398.0;310.0;-52.0;825.0
380.0;-950.0;-476.0;344.0;-40.0;827.0
325.0;-990.0;-565.0;325.0;21.0;958.0
281.0;-971.0;-551.0;376.0;51.0;925.0
186.0;-915.0;-657.0;419.0;81.0;1038.0
129.0;-880.0;-791.0;425.0;101.0;1170.0
110.0;-859.0;-731.0;263.0;10.0;1018.0
105.0;-881.0;-642.0;430.0;-144.0;715.0
98.0;-917.0;-690.0;555.0;167.0;600.0
64.0;-947.0;-750.0;483.0;293.0;564.0
39.0;-938.0;-679.0;217.0;-77.0;717.0
45.0;-929.0;-671.0;282.0;-357.0;711.0
96.0;-905.0;-638.0;160.0;-221.0;698.0
106.0;-1014.0;-561.0;51.0;17.0;666.0
192.0;-1125.0;-534.0;17.0;4.0;675.0
177.0;-1083.0;-515.0;258.0;-53.0;736.0
246.0;-1130.0;-487.0;231.0;-19.0;750.0
328.0;-1421.0;-490.0;101.0;-67.0;762.0
322.0;-966.0;-482.0;142.0;19.0;746.0
406.0;-811.0;-453.0;161.0;79.0;724.0
400.0;-911.0;-468.0;142.0;53.0;670.0
371.0;-890.0;-470.0;167.0;21.0;775.0
346.0;-897.0;-481.0;171.0;45.0;870.0
300.0;-899.0;-546.0;186.0;85.0;?
243.0;-829.0;-734.0;141.0;75.0;?
211.0;-819.0;-900.0;198.0;-46.0;?
183.0;-850.0;-731.0;228.0;-94.0;?
164.0;-873.0;-856.0;253.0;-18.0;?
147.0;-872.0;-789.0;340.0;-56.0;?
125.0;-877.0;-712.0;297.0;-122.0;?
106.0;-856.0;-703.0;82.0;-67.0;?
86.0;-824.0;-678.0;273.0;-345.0;672.0
76.0;-845.0;?;403.0;-406.0;707.0
110.0;-952.0;?;259.0;-185.0;757.0
125.0;-1034.0;?;234.0;-51.0;749.0
203.0;-1119.0;?;163.0;-71.0;764.0
283.0;-1373.0;?;243.0;-122.0;770.0
340.0;-1161.0;?;322.0;-162.0;702.0
353.0;-1066.0;?;351.0;-191.0;735.0
320.0;-1003.0;?;321.0;-172.0;677.0
295.0;-935.0;-707.0;375.0;-112.0;700.0
312.0;-945.0;-778.0;351.0;-72.0;716.0
249.0;-919.0;-656.0;358.0;-73.0;708.0
266.0;-907.0;-566.0;397.0;-136.0;743.0
282.0;-970.0;-816.0;351.0;-154.0;737.0
290.0;-985.0;-725.0;386.0;?;755.0
255.0;-966.0;-705.0;420.0;?;788.0
253.0;-982.0;-723.0;391.0;?;829.0
234.0;-955.0;-661.0;325.0;-15.0;758.0
189.0;-918.0;-615.0;206.0;47.0;735.0
281.0;-929.0;-605.0;269.0;-32.0;757.0
280.0;-960.0;-588.0;263.0;-167.0;797.0
287.0;-945.0;-574.0;264.0;-100.0;813.0
270.0;-964.0;-597.0;285.0;0.0;806.0
201.0;-903.0;-585.0;228.0;36.0;839.0
170.0;-987.0;-562.0;163.0;-27.0;867.0
242.0;-1008.0;-532.0;265.0;-50.0;883.0
272.0;-973.0;-520.0;261.0;-87.0;867.0
264.0;-1045.0;-510.0;293.0;-50.0;764.0
256.0;-985.0;-564.0;269.0;40.0;809.0
?;-927.0;-596.0;295.0;51.0;740.0
?;-914.0;-531.0;282.0;20.0;759.0
?;-931.0;-596.0;258.0;-67.0;777.0
?;-966.0;-581.0;303.0;-116.0;779.0
?;-974.0;-578.0;285.0;-89.0;785.0
?;-976.0;-566.0;293.0;-35.0;766.0
?;-999.0;-571.0;311.0;-1.0;779.0
?;-1003.0;-568.0;354.0;-10.0;784.0
?;-990.0;-571.0;293.0;-9.0;810.0
?;-1009.0;-556.0;329.0;12.0;822.0
190.0;-946.0;-546.0;341.0;19.0;802.0
212.0;-946.0;-570.0;?;22.0;817.0
217.0;-922.0;-551.0;?;14.0;811.0
229.0;-931.0;-560.0;?;18.0;801.0
233.0;-949.0;-572.0;?;19.0;809.0
216.0;-944.0;-575.0;?;-1.0;813.0
?;-932.0;-567.0;?;15.0;826.0
?;-926.0;-582.0;?;1.0;824.0
?;-935.0;-550.0;?;6.0;852.0
?;-944.0;-570.0;?;18.0;844.0
?;-962.0;-559.0;?;20.0;821.0
?;-955.0;-542.0;?;27.0;798.0
?;-952.0;-504.0;?;22.0;825.0
?;-955.0;-505.0;?;10.0;827.0
?;-958.0;-545.0;?;28.0;836.0
?;-959.0;-509.0;?;-10.0;844.0
?;-969.0;-548.0;316.0;-2.0;879.0
?;-964.0;-502.0;251.0;-3.0;887.0
?;-966.0;-558.0;288.0;29.0;858.0
?;-974.0;-508.0;271.0;16.0;837.0
?;-993.0;-500.0;303.0;94.0;785.0
205.0;-975.0;-505.0;312.0;41.0;738.0
204.0;-951.0;-573.0;343.0;34.0;697.0
188.0;-933.0;-590.0;321.0;19.0;677.0
190.0;-950.0;-607.0;?;14.0;674.0
194.0;-963.0;-627.0;?;-64.0;671.0
196.0;-968.0;-647.0;?;-55.0;678.0
192.0;-985.0;-648.0;?;-110.0;681.0
189.0;-1000.0;-660.0;?;-149.0;691.0
174.0;-983.0;-680.0;?;-165.0;674.0
186.0;-966.0;-677.0;?;-167.0;672.0
182.0;-948.0;-703.0;?;-168.0;689.0
201.0;-909.0;-720.0;?;-164.0;662.0
212.0;-886.0;-719.0;?;-146.0;667.0
232.0;-866.0;-720.0;247.0;-149.0;669.0
251.0;-865.0;-712.0;268.0;-161.0;650.0
280.0;-872.0;-763.0;257.0;-165.0;649.0
297.0;-884.0;-756.0;280.0;-151.0;639.0
305.0;-876.0;-752.0;285.0;-148.0;639.0
316.0;-886.0;-759.0;270.0;-172.0;642.0
334.0;-889.0;-741.0;272.0;-162.0;651.0
347.0;-884.0;-730.0;287.0;-138.0;649.0
359.0;-897.0;-745.0;295.0;-178.0;649.0
379.0;-898.0;-724.0;294.0;-181.0;653.0
387.0;-895.0;-728.0;276.0;-159.0;665.0
387.0;-894.0;-715.0;272.0;-148.0;670.0
389.0;-885.0;-709.0;283.0;-147.0;661.0
411.0;-889.0;-701.0;284.0;-157.0;658.0
427.0;-888.0;-709.0;293.0;-156.0;667.0
423.0;-884.0;-710.0;282.0;-144.0;687.0
420.0;-886.0;-720.0;285.0;-137.0;688.0
410.0;-881.0;-699.0;296.0;-136.0;689.0
409.0;-886.0;-699.0;289.0;-142.0;696.0
406.0;-893.0;-690.0;284.0;-136.0;686.0
401.0;-890.0;-684.0;273.0;-96.0;690.0
391.0;-893.0;-675.0;268.0;-136.0;680.0
391.0;?;-706.0;296.0;-131.0;671.0
385.0;?;-692.0;282.0;-114.0;675.0
379.0;?;-693.0;294.0;-119.0;666.0
381.0;?;-708.0;270.0;-125.0;670.0
377.0;?;-707.0;261.0;-129.0;668.0
366.0;?;-720.0;264.0;-127.0;669.0
368.0;?;-703.0;272.0;-128.0;668.0
368.0;?;-708.0;282.0;-119.0;669.0
369.0;?;-692.0;256.0;-148.0;668.0
366.0;?;-690.0;309.0;-134.0;678.0
362.0;?;-680.0;297.0;-130.0;698.0
365.0;?;-692.0;280.0;-138.0;715.0
368.0;?;-695.0;271.0;-138.0;695.0
364.0;-889.0;-671.0;277.0;-154.0;700.0
364.0;-888.0;-711.0;285.0;-148.0;704.0
363.0;-885.0;-715.0;273.0;-135.0;710.0
369.0;-880.0;-729.0;259.0;-134.0;714.0
374.0;-881.0;-713.0;271.0;-119.0;721.0
371.0;-889.0;-708.0;?;-128.0;716.0
372.0;-891.0;-715.0;?;-149.0;696.0
370.0;-891.0;-723.0;?;-122.0;667.0
358.0;-901.0;-755.0;?;-118.0;657.0
353.0;-915.0;-730.0;?;-99.0;646.0
357.0;-920.0;-739.0;?;-79.0;630.0
354.0;-913.0;-730.0;268.0;-80.0;648.0
358.0;-912.0;-740.0;342.0;-98.0;669.0
366.0;-911.0;-741.0;273.0;-88.0;657.0
374.0;-917.0;-758.0;293.0;-136.0;630.0
376.0;-941.0;-741.0;286.0;-181.0;630.0
377.0;-929.0;-761.0;268.0;-153.0;621.0
379.0;-925.0;-746.0;266.0;-136.0;620.0
388.0;-915.0;-751.0;271.0;-164.0;608.0
392.0;-902.0;-749.0;258.0;-179.0;620.0
402.0;-906.0;-745.0;273.0;-177.0;630.0
401.0;-889.0;-738.0;258.0;-170.0;612.0
404.0;-882.0;-744.0;259.0;-166.0;623.0
405.0;-893.0;-759.0;257.0;-174.0;637.0
401.0;-897.0;-751.0;259.0;-186.0;642.0
404.0;-878.0;-757.0;274.0;-168.0;630.0
413.0;-873.0;-760.0;243.0;-167.0;648.0
416.0;?;-751.0;274.0;-168.0;641.0
423.0;?;-740.0;273.0;-199.0;659.0
422.0;?;-760.0;271.0;-202.0;678.0
426.0;?;-736.0;267.0;-186.0;676.0
426.0;?;-734.0;299.0;-199.0;655.0
412.0;?;-732.0;267.0;-191.0;668.0
410.0;?;-727.0;260.0;-184.0;687.0
411.0;?;-728.0;297.0;-164.0;694.0
419.0;?;-693.0;277.0;-133.0;705.0
422.0;?;-701.0;293.0;-128.0;713.0
420.0;?;-701.0;293.0;-123.0;702.0
416.0;?;-682.0;278.0;-115.0;713.0
415.0;?;-660.0;306.0;-134.0;727.0
416.0;?;-651.0;326.0;-137.0;732.0
414.0;?;-665.0;295.0;-130.0;721.0
403.0;?;-672.0;333.0;-108.0;721.0
396.0;?;-650.0;344.0;-97.0;744.0
391.0;?;-670.0;356.0;-83.0;745.0
377.0;-915.0;-657.0;349.0;-80.0;783.0
358.0;-917.0;-643.0;378.0;-105.0;768.0
343.0;-926.0;-658.0;329.0;-47.0;751.0
340.0;-924.0;-653.0;278.0;-360.0;759.0
339.0;-916.0;-673.0;57.0;-112.0;767.0
325.0;-927.0;-670.0;398.0;302.0;734.0
309.0;-934.0;-683.0;170.0;-404.0;741.0
306.0;-930.0;-672.0;66.0;-224.0;739.0
311.0;-917.0;-669.0;372.0;-85.0;729.0
311.0;-925.0;-678.0;251.0;-72.0;716.0
303.0;-947.0;-704.0;332.0;-54.0;721.0
305.0;-954.0;-666.0;264.0;-39.0;732.0
286.0;-934.0;-660.0;330.0;-39.0;751.0
264.0;-951.0;-641.0;326.0;-21.0;738.0
278.0;-944.0;-669.0;283.0;-29.0;725.0
297.0;-950.0;-669.0;337.0;-38.0;744.0
305.0;-957.0;-649.0;353.0;-30.0;744.0
292.0;-949.0;-625.0;341.0;-40.0;742.0
292.0;-959.0;-626.0;319.0;-39.0;749.0
297.0;-939.0;-635.0;315.0;-37.0;759.0
302.0;-925.0;-618.0;332.0;-27.0;745.0
296.0;-924.0;-615.0;342.0;-30.0;773.0
287.0;-938.0;-618.0;309.0;-27.0;784.0
283.0;-935.0;-624.0;341.0;-35.0;770.0
278.0;-934.0;-599.0;338.0;-40.0;770.0
281.0;-931.0;-602.0;324.0;-33.0;797.0
?;-929.0;-592.0;346.0;-20.0;801.0
?;-934.0;-589.0;327.0;-34.0;793.0
?;-937.0;-590.0;315.0;-49.0;790.0
?;-932.0;-580.0;323.0;-31.0;791.0
?;-938.0;-590.0;324.0;-29.0;791.0
?;-933.0;-600.0;304.0;-48.0;809.0
?;-940.0;-611.0;301.0;-29.0;790.0
?;-947.0;-591.0;286.0;-28.0;804.0
247.0;-943.0;-577.0;300.0;-36.0;795.0
241.0;-947.0;-613.0;267.0;-57.0;781.0
231.0;-945.0;-599.0;278.0;-33.0;777.0
226.0;-947.0;-630.0;285.0;-27.0;752.0
223.0;-947.0;-604.0;273.0;-41.0;741.0
218.0;-951.0;-634.0;265.0;-36.0;746.0
220.0;-954.0;-621.0;279.0;-19.0;731.0
214.0;-951.0;-655.0;292.0;-35.0;723.0
212.0;-951.0;-670.0;286.0;-23.0;720.0
216.0;-946.0;-695.0;289.0;-62.0;713.0
224.0;-952.0;-683.0;312.0;-77.0;725.0
222.0;-942.0;-689.0;306.0;-114.0;716.0
227.0;-951.0;-660.0;294.0;-137.0;744.0
238.0;-945.0;-661.0;366.0;-148.0;744.0
252.0;-935.0;-658.0;371.0;-168.0;764.0
255.0;-932.0;-647.0;359.0;-149.0;747.0
259.0;-932.0;-623.0;400.0;-89.0;750.0
269.0;-934.0;-609.0;402.0;-83.0;759.0
277.0;-914.0;-630.0;391.0;-103.0;760.0
298.0;-925.0;-633.0;406.0;-87.0;791.0
307.0;-913.0;-611.0;429.0;-84.0;823.0
311.0;-923.0;-610.0;418.0;-85.0;888.0
301.0;-926.0;-596.0;426.0;-107.0;882.0
292.0;-935.0;-546.0;478.0;-113.0;869.0
289.0;?;-553.0;472.0;-114.0;852.0
275.0;?;-569.0;472.0;-106.0;846.0
271.0;?;-578.0;455.0;-73.0;856.0
257.0;?;-580.0;390.0;-43.0;866.0
246.0;?;-549.0;365.0;7.0;867.0
237.0;?;-531.0;364.0;49.0;857.0
235.0;?;-550.0;375.0;48.0;854.0
215.0;?;-535.0;362.0;24.0;835.0
215.0;?;-517.0;353.0;2.0;826.0
193.0;?;-540.0;357.0;40.0;814.0
176.0;?;-524.0;381.0;85.0;788.0
163.0;?;-553.0;358.0;148.0;765.0
169.0;?;?;329.0;144.0;758.0
175.0;-988.0;?;342.0;90.0;747.0
175.0;-1004.0;?;366.0;30.0;?
?;-999.0;?;338.0;31.0;?
?;-985.0;?;320.0;31.0;?
?;-963.0;?;336.0;13.0;?
?;-961.0;?;379.0;54.0;?
?;-948.0;?;361.0;44.0;?
171.0;-949.0;?;334.0;12.0;?
181.0;-937.0;?;344.0;10.0;779.0
188.0;-917.0;-546.0;355.0;51.0;827.0
198.0;-947.0;-539.0;362.0;82.0;798.0
216.0;-945.0;-547.0;355.0;113.0;814.0
218.0;-904.0;-571.0;348.0;111.0;805.0
181.0;-909.0;-559.0;338.0;86.0;803.0
219.0;-801.0;-571.0;355.0;88.0;832.0
214.0;-870.0;-551.0;356.0;95.0;812.0
231.0;-897.0;-567.0;340.0;113.0;860.0
259.0;-906.0;-505.0;344.0;83.0;865.0
252.0;-926.0;-592.0;305.0;0.0;901.0
225.0;-934.0;-593.0;259.0;-25.0;827.0
206.0;-939.0;-471.0;289.0;-67.0;696.0
194.0;-942.0;-474.0;276.0;-136.0;586.0
192.0;-951.0;-668.0;290.0;-204.0;770.0
201.0;-952.0;-715.0;286.0;-255.0;905.0
206.0;-955.0;-674.0;355.0;-227.0;913.0
206.0;-971.0;-663.0;386.0;-204.0;858.0
?;-959.0;-585.0;654.0;-133.0;763.0
?;-973.0;-586.0;392.0;-134.0;689.0
?;-999.0;-647.0;526.0;?;740.0
?;-1021.0;-630.0;480.0;?;724.0
?;-1062.0;-643.0;460.0;?;627.0
202.0;-885.0;-593.0;372.0;-73.0;505.0
194.0;-762.0;-578.0;346.0;-71.0;355.0
241.0;-848.0;-758.0;302.0;-156.0;320.0
273.0;-1057.0;-772.0;300.0;-265.0;288.0
266.0;-1115.0;-729.0;290.0;-300.0;156.0
261.0;-1088.0;-759.0;245.0;-289.0;-67.0
234.0;-959.0;-810.0;254.0;-228.0;-291.0
256.0;-879.0;-790.0;155.0;-203.0;-387.0
279.0;-889.0;-820.0;-30.0;-273.0;-498.0
321.0;-884.0;-823.0;16.0;-396.0;-566.0
338.0;-923.0;-853.0;-22.0;-471.0;-567.0
360.0;-804.0;-849.0;-193.0;-447.0;-594.0
395.0;-716.0;-864.0;-354.0;-414.0;-651.0
463.0;-727.0;-849.0;-466.0;-492.0;-697.0
509.0;-693.0;-819.0;-497.0;-562.0;-699.0
573.0;-641.0;-829.0;-601.0;-546.0;-737.0
684.0;-455.0;-806.0;-596.0;-552.0;-718.0
760.0;-274.0;-795.0;-608.0;-545.0;-645.0
807.0;-162.0;-825.0;-700.0;-547.0;-631.0
866.0;-88.0;-788.0;-695.0;-591.0;-653.0
932.0;-18.0;-770.0;-610.0;-554.0;-610.0
998.0;16.0;-761.0;-592.0;-547.0;-586.0
1038.0;33.0;-741.0;-558.0;-528.0;-529.0
1066.0;89.0;-740.0;-519.0;-533.0;-519.0
1072.0;135.0;-738.0;-541.0;-534.0;-514.0
1071.0;154.0;-746.0;-488.0;-519.0;-491.0
1073.0;180.0;-781.0;-506.0;-530.0;-496.0
1065.0;204.0;-784.0;-495.0;-520.0;-478.0
1008.0;171.0;-814.0;-496.0;-533.0;-477.0
991.0;137.0;-788.0;-497.0;-548.0;-473.0
1003.0;137.0;-805.0;-504.0;-543.0;-472.0
999.0;133.0;-821.0;-480.0;-559.0;-433.0
976.0;105.0;-829.0;-492.0;-546.0;-411.0
941.0;88.0;-846.0;-473.0;-531.0;-371.0
915.0;52.0;-822.0;-467.0;-518.0;-375.0
917.0;49.0;-820.0;-427.0;-515.0;-357.0
916.0;42.0;-818.0;-430.0;-505.0;-322.0
914.0;44.0;-848.0;-403.0;-486.0;-312.0
924.0;30.0;-850.0;-381.0;-486.0;-311.0
935.0;22.0;-860.0;-371.0;-486.0;?
942.0;17.0;-848.0;-354.0;-463.0;?
934.0;18.0;-854.0;-353.0;-461.0;?
931.0;2.0;-867.0;-375.0;-470.0;?
918.0;-19.0;-846.0;-343.0;-491.0;?
919.0;-39.0;-854.0;-334.0;-502.0;?
?;-67.0;-857.0;-348.0;-523.0;?
?;-87.0;-847.0;-362.0;-528.0;?
?;-97.0;-874.0;-340.0;-500.0;?
?;-111.0;-843.0;-349.0;-478.0;-362.0
?;-125.0;-865.0;-354.0;-482.0;-372.0
?;-122.0;-845.0;-348.0;-482.0;-363.0
?;-110.0;-864.0;-321.0;-500.0;-372.0
?;-107.0;-845.0;-344.0;-488.0;-378.0
?;-102.0;-848.0;-349.0;-485.0;-394.0
943.0;-101.0;-840.0;?;-492.0;-396.0
939.0;-105.0;-851.0;?;-497.0;-397.0
932.0;-103.0;-845.0;?;-509.0;-404.0
932.0;-102.0;-836.0;?;-509.0;-396.0
934.0;-104.0;-860.0;-343.0;-519.0;-407.0
938.0;-93.0;-883.0;-324.0;-520.0;-399.0
933.0;-95.0;-884.0;-335.0;-510.0;-384.0
933.0;-92.0;-844.0;-345.0;-509.0;-408.0
