InertialMeasurementUnit LLA gyroX;InertialMeasurementUnit RUA gyroZ;InertialMeasurementUnit RLA gyroZ;InertialMeasurementUnit BACK gyroX;InertialMeasurementUnit LUA gyroX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit RUA gyroX;InertialMeasurementUnit BACK gyroZ
56.0;15.0;37.0;-41.0;27.0;-177;-6.0;21.0
19.0;-65.0;44.0;41.0;99.0;-176;-11.0;40.0
-29.0;-21.0;8.0;25.0;10.0;-176;-37.0;-75.0
46.0;8.0;11.0;44.0;-78.0;-176;25.0;-18.0
49.0;445.0;-586.0;154.0;172.0;-177;-235.0;43.0
-50.0;-256.0;316.0;-26.0;36.0;-179;-12.0;16.0
-143.0;-51.0;-122.0;-24.0;-119.0;-178;29.0;23.0
-138.0;22.0;-167.0;-73.0;-81.0;-177;-13.0;17.0
-125.0;-59.0;-24.0;-69.0;-39.0;-176;-109.0;34.0
-21.0;24.0;101.0;-48.0;17.0;-180;17.0;-20.0
-280.0;-310.0;-252.0;-315.0;-226.0;-177;-180.0;-317.0
-123.0;-21.0;28.0;23.0;-38.0;-178;-194.0;12.0
-94.0;124.0;128.0;-34.0;-142.0;-178;67.0;57.0
-53.0;75.0;87.0;-15.0;-10.0;-171;43.0;-23.0
-71.0;39.0;14.0;95.0;-41.0;-176;10.0;-15.0
14.0;19.0;166.0;2.0;54.0;-178;-21.0;9.0
-114.0;-29.0;96.0;-50.0;7.0;-176;283.0;8.0
12.0;41.0;34.0;4.0;40.0;-177;342.0;-65.0
-259.0;53.0;-135.0;-57.0;-17.0;-178;372.0;74.0
24.0;68.0;475.0;-421.0;68.0;-21;-377.0;-276.0
-321.0;-58.0;-69.0;-164.0;223.0;167;-1145.0;-47.0
172.0;108.0;408.0;-92.0;-19.0;-179;-345.0;45.0
-195.0;195.0;-15.0;-18.0;-231.0;179;159.0;-122.0
-106.0;532.0;821.0;-94.0;-49.0;178;229.0;6.0
629.0;24.0;57.0;12.0;51.0;-176;-55.0;-6.0
151.0;419.0;349.0;-423.0;-575.0;-176;5.0;31.0
29.0;66.0;-54.0;-9.0;31.0;-176;-25.0;64.0
-27.0;51.0;217.0;-7.0;-15.0;-178;-201.0;2.0
-496.0;-268.0;-152.0;-577.0;-274.0;-169;-658.0;-116.0
-432.0;-173.0;-591.0;-553.0;-422.0;-177;-601.0;127.0
-35.0;200.0;38.0;-59.0;-1.0;-174;-84.0;-16.0
-318.0;-382.0;-334.0;-213.0;-349.0;179;-203.0;68.0
623.0;547.0;249.0;-335.0;412.0;-171;-717.0;-123.0
-46.0;9.0;82.0;43.0;36.0;-178;190.0;-77.0
-84.0;-911.0;-54.0;90.0;91.0;179;-787.0;178.0
-3698.0;-590.0;-310.0;124.0;-896.0;-169;-106.0;343.0
163.0;-13.0;10.0;-13.0;-3.0;-176;16.0;4.0
133.0;109.0;-68.0;-22.0;36.0;-173;-115.0;-120.0
-71.0;15.0;95.0;4.0;-13.0;-176;96.0;-2.0
-137.0;-24.0;44.0;-49.0;189.0;-173;38.0;-35.0
-126.0;-588.0;-143.0;-347.0;-120.0;34;117.0;338.0
-340.0;-320.0;-248.0;-57.0;-58.0;178;-561.0;88.0
-30.0;20.0;25.0;76.0;16.0;-177;19.0;-34.0
-54.0;-95.0;-270.0;333.0;-82.0;104;278.0;152.0
-31.0;-365.0;-319.0;14.0;52.0;164;-116.0;-36.0
-76.0;85.0;500.0;44.0;-37.0;-171;123.0;-9.0
-61.0;-182.0;-313.0;152.0;668.0;-176;121.0;-75.0
-157.0;61.0;-162.0;-65.0;-135.0;-177;48.0;-4.0
35.0;-328.0;-77.0;12.0;46.0;-179;-499.0;-52.0
-260.0;-125.0;-219.0;15.0;-177.0;-178;-4.0;54.0
-123.0;980.0;-426.0;-263.0;-81.0;-171;-1051.0;16.0
-261.0;-12.0;40.0;18.0;75.0;-176;-43.0;8.0
35.0;-37.0;-125.0;12.0;33.0;-177;332.0;-48.0
-382.0;5.0;-143.0;691.0;-43.0;-180;449.0;-101.0
76.0;7.0;256.0;201.0;224.0;-205;314.0;-201.0
33.0;-47.0;15.0;22.0;-14.0;-178;-13.0;-56.0
-101.0;105.0;124.0;-56.0;-69.0;-176;129.0;-2.0
1.0;6.0;7.0;25.0;-94.0;-177;87.0;-48.0
-1039.0;0.0;24.0;8.0;-124.0;-176;44.0;-25.0
-19.0;-90.0;307.0;35.0;-88.0;-177;-126.0;-77.0
-264.0;-396.0;-459.0;-410.0;-327.0;-167;5.0;-35.0
121.0;56.0;-34.0;122.0;161.0;-177;210.0;-13.0
-160.0;21.0;14.0;39.0;56.0;-176;27.0;-39.0
-116.0;-468.0;1319.0;127.0;3.0;-171;376.0;-103.0
-33.0;364.0;188.0;-90.0;146.0;-177;-343.0;-7.0
-249.0;-173.0;580.0;-145.0;-149.0;177;208.0;-185.0
4.0;-42.0;-309.0;-543.0;-456.0;-174;-336.0;-283.0
-362.0;-228.0;446.0;113.0;-31.0;-174;-672.0;83.0
266.0;-339.0;-577.0;260.0;220.0;-170;479.0;-275.0
18.0;11.0;48.0;33.0;29.0;-178;39.0;12.0
-61.0;187.0;-1171.0;-179.0;-47.0;-176;-584.0;3.0
-173.0;256.0;255.0;-137.0;-199.0;-179;-16.0;79.0
-50.0;41.0;56.0;-14.0;-22.0;164;27.0;0.0
23.0;-73.0;269.0;-40.0;62.0;-177;-298.0;-87.0
-99.0;60.0;63.0;52.0;-90.0;-177;42.0;-40.0
-94.0;-51.0;186.0;-69.0;-176.0;-174;69.0;-5.0
69.0;4.0;348.0;-2.0;-7.0;-173;12.0;165.0
-106.0;1251.0;1530.0;-125.0;-134.0;164;272.0;67.0
-149.0;-218.0;165.0;-33.0;-72.0;-178;-83.0;65.0
-124.0;-54.0;31.0;-91.0;110.0;-176;-145.0;-17.0
-174.0;-175.0;-210.0;-235.0;264.0;-177;-446.0;-65.0
-130.0;70.0;-6.0;424.0;1786.0;-177;178.0;-106.0
-34.0;121.0;200.0;-190.0;27.0;179;-141.0;-74.0
-57.0;43.0;86.0;-53.0;-13.0;-179;90.0;13.0
1034.0;-89.0;-74.0;391.0;806.0;-177;330.0;-63.0
342.0;-144.0;-62.0;17.0;104.0;-177;-283.0;41.0
-37.0;105.0;39.0;111.0;-9.0;-177;125.0;-5.0
125.0;124.0;242.0;96.0;167.0;-177;-336.0;-40.0
-74.0;-59.0;237.0;149.0;-112.0;179;294.0;-183.0
-249.0;294.0;-634.0;-228.0;-248.0;160;367.0;-34.0
-324.0;-350.0;-699.0;460.0;240.0;-170;650.0;-233.0
-143.0;-149.0;112.0;-206.0;-138.0;-177;-216.0;32.0
-109.0;128.0;601.0;-28.0;-55.0;-178;-515.0;28.0
-260.0;300.0;586.0;-610.0;-407.0;-43;-788.0;-10.0
19.0;237.0;143.0;56.0;34.0;-179;-137.0;58.0
3.0;180.0;605.0;117.0;26.0;-179;-53.0;-88.0
757.0;576.0;1260.0;49.0;542.0;175;-613.0;-23.0
-278.0;-5.0;81.0;-144.0;-202.0;-174;-152.0;-18.0
-54.0;56.0;457.0;-23.0;28.0;-178;-198.0;66.0
51.0;21.0;144.0;-3.0;-5.0;-178;117.0;-78.0
26.0;47.0;52.0;-29.0;-61.0;-178;59.0;-58.0
-126.0;50.0;-40.0;70.0;-147.0;-176;197.0;-4.0
115.0;28.0;35.0;-24.0;85.0;-176;35.0;-7.0
-202.0;692.0;480.0;-31.0;352.0;178;33.0;-82.0
-164.0;52.0;-97.0;21.0;-41.0;-171;-17.0;-6.0
-23.0;40.0;87.0;33.0;3.0;-176;57.0;-43.0
-342.0;70.0;-695.0;71.0;-74.0;-171;-27.0;-390.0
240.0;-306.0;-47.0;-404.0;271.0;-7;-71.0;301.0
-197.0;-17.0;68.0;126.0;37.0;-179;-34.0;-52.0
-173.0;-114.0;-33.0;-228.0;-91.0;-196;-459.0;216.0
154.0;38.0;-10.0;36.0;-69.0;-176;13.0;-9.0
-66.0;-76.0;-155.0;-96.0;-76.0;-177;-196.0;4.0
221.0;-104.0;69.0;-146.0;-12.0;-176;-73.0;-20.0
-10.0;-654.0;-211.0;176.0;6.0;180;280.0;126.0
-42.0;-314.0;-43.0;240.0;492.0;-209;479.0;-155.0
66.0;14.0;93.0;51.0;127.0;-177;79.0;-25.0
583.0;468.0;882.0;-913.0;-97.0;-175;-1031.0;55.0
-106.0;-14.0;179.0;1.0;-38.0;-176;-6.0;-11.0
-81.0;686.0;968.0;-247.0;-197.0;-176;-596.0;85.0
6.0;9.0;53.0;17.0;-2.0;-179;78.0;-13.0
-538.0;-959.0;477.0;-521.0;-648.0;-177;698.0;6.0
-78.0;54.0;306.0;202.0;-21.0;-173;426.0;181.0
-16.0;10.0;-97.0;0.0;57.0;-176;-23.0;23.0
-153.0;536.0;-77.0;360.0;7.0;-175;211.0;-137.0
-394.0;83.0;333.0;-238.0;-398.0;-176;-277.0;51.0
573.0;266.0;280.0;-675.0;-1600.0;-188;-1179.0;274.0
-411.0;-184.0;-101.0;-69.0;-144.0;-176;271.0;9.0
-104.0;-518.0;-897.0;167.0;3.0;-176;-145.0;-78.0
-205.0;149.0;309.0;-241.0;-149.0;170;-18.0;-188.0
-103.0;-402.0;-133.0;720.0;206.0;180;154.0;-102.0
-181.0;-207.0;-86.0;-484.0;-276.0;-145;166.0;223.0
-154.0;25.0;-282.0;66.0;1.0;156;-287.0;214.0
-343.0;6.0;11.0;-40.0;-92.0;-176;1.0;17.0
6.0;338.0;-67.0;-156.0;-116.0;-177;-173.0;40.0
-125.0;-338.0;97.0;210.0;-10.0;-153;-26.0;-12.0
-5.0;-14.0;-283.0;46.0;24.0;-177;409.0;-45.0
-193.0;-22.0;758.0;155.0;11.0;-174;-243.0;92.0
-92.0;-26.0;74.0;74.0;1.0;-176;-3.0;-43.0
187.0;-85.0;-11.0;-25.0;-16.0;-176;241.0;-48.0
-638.0;826.0;-110.0;-612.0;-562.0;-172;-191.0;-26.0
563.0;403.0;77.0;166.0;357.0;-179;-183.0;-109.0
1233.0;17.0;50.0;-176.0;-101.0;-176;-39.0;-31.0
-771.0;-80.0;-630.0;-404.0;-567.0;181;100.0;107.0
-1130.0;536.0;1127.0;-1414.0;-989.0;124;-1485.0;392.0
-352.0;-519.0;490.0;-390.0;-368.0;-178;-237.0;-35.0
-1900.0;74.0;-118.0;71.0;-723.0;-174;119.0;-6.0
-367.0;-62.0;-265.0;-303.0;-568.0;-164;357.0;164.0
-280.0;-199.0;-558.0;58.0;-75.0;-177;479.0;23.0
348.0;16.0;2.0;-11.0;-22.0;-176;9.0;2.0
-624.0;-27.0;-55.0;-34.0;-60.0;-176;42.0;-15.0
-71.0;-823.0;-2516.0;-17.0;-73.0;-171;-247.0;43.0
-92.0;946.0;2161.0;-76.0;-30.0;-174;-566.0;63.0
-32.0;238.0;188.0;-27.0;-61.0;-171;110.0;10.0
-207.0;-550.0;-205.0;52.0;-82.0;-173;-337.0;104.0
346.0;-92.0;755.0;220.0;460.0;-160;-338.0;119.0
-684.0;-83.0;-242.0;145.0;-420.0;-176;-49.0;35.0
-673.0;-40.0;-238.0;-734.0;-491.0;-176;-456.0;1.0
294.0;188.0;-110.0;-310.0;5.0;-161;-429.0;143.0
-952.0;99.0;92.0;549.0;619.0;-179;91.0;-211.0
-47.0;205.0;117.0;23.0;-54.0;-171;184.0;43.0
-239.0;-85.0;491.0;-556.0;950.0;-180;417.0;-820.0
-388.0;-85.0;-336.0;-275.0;-255.0;-159;105.0;-168.0
-612.0;327.0;398.0;28.0;236.0;-185;-237.0;-355.0
-706.0;595.0;1180.0;28.0;-757.0;160;-195.0;174.0
-57.0;52.0;71.0;251.0;-5.0;-176;22.0;-88.0
39.0;649.0;-220.0;-302.0;-26.0;-176;57.0;-175.0
-83.0;618.0;917.0;-129.0;-54.0;-179;-1628.0;-42.0
75.0;157.0;471.0;175.0;141.0;-173;-56.0;17.0
295.0;18.0;-80.0;295.0;324.0;-177;307.0;-36.0
-895.0;-120.0;198.0;-779.0;-788.0;-176;-704.0;97.0
689.0;-51.0;-598.0;392.0;657.0;167;652.0;-209.0
354.0;461.0;-237.0;380.0;535.0;-164;362.0;-106.0
-344.0;304.0;238.0;-312.0;-398.0;74;-24.0;238.0
95.0;-221.0;-1555.0;95.0;104.0;-177;580.0;44.0
-97.0;787.0;421.0;-125.0;-108.0;178;-33.0;12.0
-30.0;39.0;39.0;20.0;44.0;-176;89.0;41.0
294.0;44.0;49.0;93.0;294.0;-176;-59.0;44.0
-122.0;-37.0;-84.0;39.0;326.0;-179;44.0;-57.0
99.0;76.0;-400.0;134.0;111.0;-178;-202.0;26.0
-2094.0;504.0;891.0;-1703.0;-2253.0;169;-2266.0;619.0
552.0;16.0;551.0;154.0;458.0;-111;5.0;61.0
-7.0;533.0;510.0;-27.0;-3.0;179;272.0;-105.0
-482.0;-225.0;-136.0;-315.0;-281.0;-164;41.0;-16.0
-83.0;477.0;179.0;-137.0;-59.0;-177;-711.0;7.0
389.0;414.0;121.0;143.0;43.0;190;1169.0;-58.0
215.0;-114.0;186.0;284.0;392.0;174;188.0;-105.0
668.0;102.0;59.0;-80.0;-392.0;-176;33.0;42.0
222.0;94.0;1128.0;168.0;335.0;182;210.0;-112.0
1826.0;-545.0;-1076.0;786.0;1362.0;148;1023.0;-117.0
2073.0;102.0;54.0;12.0;306.0;-176;24.0;-153.0
-1323.0;716.0;1375.0;-641.0;-1357.0;-161;-1021.0;450.0
-19.0;-85.0;257.0;31.0;-21.0;-179;-694.0;-19.0
-71.0;-144.0;-323.0;-31.0;-45.0;-179;-283.0;-42.0
287.0;99.0;276.0;26.0;324.0;-178;-333.0;45.0
2475.0;-287.0;-346.0;552.0;2483.0;91;488.0;-63.0
-92.0;-632.0;-956.0;-19.0;-135.0;-176;1124.0;-22.0
546.0;-532.0;-156.0;560.0;597.0;-172;328.0;-36.0
-2147.0;738.0;896.0;-913.0;-1907.0;-156;-840.0;343.0
-766.0;509.0;514.0;-178.0;-722.0;-154;-406.0;374.0
355.0;-87.0;-392.0;32.0;15.0;-179;46.0;21.0
-751.0;250.0;314.0;131.0;-339.0;-178;21.0;-119.0
1379.0;-139.0;97.0;1057.0;1216.0;162;797.0;-330.0
783.0;-405.0;-793.0;1137.0;887.0;-177;1378.0;-489.0
-969.0;110.0;-143.0;-151.0;-689.0;174;204.0;-12.0
-927.0;176.0;221.0;-604.0;-980.0;70;-852.0;341.0
81.0;-18.0;333.0;-575.0;-134.0;-158;-611.0;113.0
-589.0;-541.0;-1236.0;-372.0;-533.0;76;-35.0;244.0
26.0;-136.0;232.0;108.0;71.0;-171;187.0;-79.0
-74.0;-430.0;75.0;117.0;-56.0;180;93.0;51.0
-943.0;-356.0;-250.0;173.0;-178.0;-176;874.0;-79.0
-5.0;-1044.0;479.0;156.0;80.0;-173;1063.0;242.0
-58.0;139.0;1713.0;83.0;-16.0;-171;662.0;-104.0
433.0;-1005.0;-1623.0;581.0;492.0;174;1042.0;-127.0
233.0;127.0;506.0;238.0;97.0;-87;94.0;74.0
419.0;-237.0;-241.0;626.0;476.0;-169;953.0;-248.0
-401.0;177.0;738.0;50.0;22.0;-177;-60.0;45.0
-363.0;440.0;621.0;-10.0;-285.0;-178;-10.0;-10.0
-375.0;104.0;1063.0;-377.0;-426.0;178;-420.0;99.0
-81.0;230.0;-643.0;-71.0;-74.0;176;-84.0;-51.0
