InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;InertialMeasurementUnit LLA magneticZ
-1205.0;502.0;-674.0;-58;-505.0;87.0;-394.0
289.0;214.0;-543.0;1;140.0;-127.0;-206.0
-223.0;15.0;281.0;88;-584.0;-5.0;245.0
-140.0;6.0;322.0;71;-54.0;167.0;197.0
-91.0;-186.0;62.0;91;-661.0;-293.0;-242.0
-638.0;127.0;-343.0;1;51.0;14.0;333.0
488.0;-169.0;108.0;91;-390.0;13.0;-283.0
-257.0;108.0;330.0;54;-207.0;253.0;35.0
-603.0;583.0;-274.0;-85;174.0;430.0;-226.0
-494.0;229.0;-524.0;-100;-416.0;-320.0;-144.0
-505.0;230.0;-572.0;-99;-429.0;-334.0;-286.0
513.0;-295.0;-97.0;76;-418.0;-567.0;381.0
-12.0;361.0;-697.0;17;211.0;123.0;-514.0
-161.0;382.0;-657.0;-23;-122.0;69.0;-325.0
692.0;47.0;141.0;82;1.0;272.0;-590.0
-42.0;493.0;-691.0;-7;87.0;303.0;-380.0
-95.0;478.0;-630.0;-148;8.0;223.0;-252.0
9.0;411.0;-563.0;7;77.0;252.0;-191.0
230.0;241.0;146.0;56;-324.0;90.0;-170.0
-67.0;195.0;-563.0;54;-240.0;-118.0;-386.0
222.0;241.0;155.0;56;-324.0;96.0;-160.0
305.0;40.0;455.0;84;-45.0;116.0;-480.0
-573.0;518.0;-505.0;-74;-145.0;262.0;-509.0
-107.0;-216.0;-161.0;-15;-795.0;-717.0;60.0
157.0;-117.0;304.0;171;-419.0;-271.0;-197.0
479.0;-409.0;595.0;74;-528.0;-524.0;-138.0
614.0;-403.0;633.0;74;-338.0;-371.0;74.0
146.0;-202.0;-231.0;9;-358.0;-494.0;16.0
-374.0;446.0;-639.0;68;-144.0;179.0;-349.0
-314.0;316.0;-613.0;8;107.0;64.0;199.0
-583.0;433.0;-623.0;27;-74.0;145.0;-154.0
90.0;-95.0;341.0;88;-522.0;-123.0;305.0
202.0;200.0;-462.0;52;-132.0;-151.0;-97.0
265.0;149.0;231.0;57;-376.0;36.0;-81.0
319.0;115.0;255.0;57;-394.0;-11.0;-38.0
-127.0;302.0;-603.0;-15;-101.0;6.0;-214.0
-398.0;-80.0;-51.0;49;25.0;-115.0;678.0
122.0;156.0;-523.0;-56;80.0;-83.0;-254.0
333.0;143.0;-389.0;-50;90.0;-181.0;-61.0
-127.0;-57.0;-24.0;122;-807.0;-367.0;172.0
-720.0;124.0;170.0;-163;-159.0;11.0;156.0
-391.0;-26.0;274.0;177;-675.0;-142.0;299.0
-286.0;0.0;7.0;136;-818.0;-289.0;175.0
-615.0;-7.0;10.0;22;-990.0;-322.0;235.0
-115.0;338.0;-505.0;-14;44.0;207.0;121.0
-482.0;-23.0;435.0;118;-587.0;-111.0;526.0
-784.0;159.0;-80.0;118;-611.0;-154.0;-55.0
-137.0;164.0;-165.0;68;-791.0;-291.0;-29.0
-562.0;153.0;-75.0;118;-741.0;-175.0;-44.0
255.0;-332.0;409.0;63;-528.0;-396.0;481.0
-233.0;149.0;-160.0;85;-758.0;-253.0;-29.0
-658.0;89.0;-137.0;77;-946.0;-328.0;61.0
-251.0;41.0;259.0;88;-577.0;15.0;234.0
176.0;136.0;-524.0;-84;-303.0;-350.0;-211.0
22.0;159.0;-630.0;32;29.0;-91.0;-316.0
-321.0;-55.0;315.0;-168;-729.0;-127.0;220.0
-660.0;207.0;80.0;-147;-528.0;157.0;-212.0
-669.0;577.0;-619.0;-49;-36.0;429.0;-614.0
-24.0;-213.0;166.0;-1;-1070.0;-594.0;254.0
70.0;161.0;-514.0;-26;-210.0;-192.0;-193.0
78.0;139.0;-515.0;-84;-425.0;-435.0;-195.0
305.0;-81.0;373.0;88;-493.0;-275.0;224.0
-138.0;-127.0;-70.0;120;-854.0;-450.0;183.0
284.0;-50.0;-289.0;74;-72.0;-284.0;-74.0
-190.0;-38.0;-85.0;-141;-717.0;-359.0;140.0
-514.0;504.0;-724.0;159;-383.0;122.0;-489.0
-175.0;167.0;-37.0;105;-462.0;-37.0;-514.0
10.0;289.0;-605.0;-15;-68.0;-41.0;-205.0
-75.0;14.0;158.0;162;-425.0;-112.0;-426.0
-221.0;79.0;-143.0;-165;-702.0;-257.0;137.0
-342.0;596.0;-741.0;-54;218.0;354.0;-609.0
567.0;-104.0;284.0;82;-125.0;-246.0;-550.0
-127.0;457.0;-621.0;1;327.0;349.0;-324.0
480.0;-145.0;448.0;92;-377.0;29.0;346.0
1.0;370.0;-647.0;-11;-43.0;54.0;-338.0
179.0;145.0;-534.0;-84;-196.0;-243.0;-192.0
