InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE AngVelBodyFrameZ;Accelerometer RUA_ accX;Accelerometer RWR accZ;InertialMeasurementUnit RLA gyroX;InertialMeasurementUnit R-SHOE AngVelNavFrameZ
-165;2653;958.0;984.0;453.0;2653
-165;3183;921.0;986.0;371.0;3183
-165;3080;901.0;998.0;281.0;3080
-161;2528;900.0;1007.0;186.0;2528
-159;2309;905.0;987.0;198.0;2309
-157;2283;944.0;1052.0;63.0;2283
-156;2299;951.0;1073.0;1.0;2299
-156;2263;938.0;1051.0;6.0;2263
-156;2284;911.0;965.0;64.0;2284
-155;3089;960.0;855.0;33.0;3089
-155;4339;918.0;962.0;32.0;4339
-155;5144;846.0;902.0;12.0;5144
-155;4925;867.0;809.0;?;?
-158;3201;770.0;928.0;?;?
-161;-377;737.0;897.0;?;-377
-163;-3043;770.0;959.0;?;-3043
-171;-1816;672.0;1051.0;?;-1816
-177;-275;725.0;1012.0;?;-275
-176;-414;678.0;929.0;?;-414
-177;-251;749.0;912.0;?;-251
-178;-104;740.0;870.0;?;-104
-178;-97;693.0;857.0;-838.0;-97
-179;-30;632.0;825.0;-838.0;-30
-179;-44;603.0;782.0;-648.0;-44
-179;-27;562.0;851.0;-353.0;-27
-179;-11;631.0;855.0;-699.0;-11
-179;-11;636.0;844.0;-870.0;-11
-181;-41;581.0;836.0;-657.0;-41
-176;?;619.0;845.0;-476.0;-64
-185;?;633.0;863.0;-449.0;-51
-174;?;630.0;873.0;-637.0;-25
-183;?;698.0;952.0;-792.0;-13
-184;?;645.0;1001.0;-458.0;-56
-160;?;694.0;1010.0;-154.0;-140
-225;-271;727.0;1051.0;-143.0;-271
-42;-412;740.0;1182.0;-74.0;-412
218;-615;764.0;1190.0;-294.0;-615
173;-811;750.0;991.0;-445.0;-811
167;-1587;867.0;968.0;-344.0;-1587
180;-2215;983.0;1034.0;-365.0;-2215
139;-1218;899.0;1048.0;-377.0;-1218
125;-1229;722.0;1079.0;-371.0;-1229
124;-517;717.0;1032.0;-305.0;-517
29;1845;867.0;962.0;-131.0;1845
0;1440;847.0;943.0;-110.0;1440
179;791;795.0;902.0;-466.0;791
5;1037;753.0;873.0;-736.0;1037
-212;789;758.0;870.0;-763.0;789
-162;853;777.0;845.0;-865.0;853
-173;798;765.0;841.0;-1035.0;798
-171;528;824.0;786.0;-1131.0;528
-212;264;813.0;751.0;-1061.0;264
-10;432;814.0;761.0;-847.0;432
230;811;800.0;739.0;-729.0;811
155;707;794.0;695.0;-594.0;707
166;915;797.0;822.0;-621.0;915
186;1305;796.0;846.0;-730.0;1305
146;935;714.0;878.0;-715.0;935
229;981;714.0;972.0;-572.0;981
74;443;811.0;979.0;-470.0;443
-198;-1064;766.0;889.0;-500.0;-1064
-180;-931;742.0;874.0;-566.0;-931
-163;-28;857.0;914.0;?;-28
-185;43;772.0;909.0;?;43
-165;25;649.0;855.0;?;25
-179;-29;610.0;817.0;?;-29
-173;-169;728.0;838.0;?;-169
-174;-100;750.0;836.0;?;-100
-176;-91;673.0;834.0;-148.0;-91
-174;-33;655.0;833.0;46.0;-33
-175;56;624.0;651.0;502.0;56
-175;17;637.0;865.0;724.0;17
-175;32;612.0;800.0;475.0;32
-175;4;570.0;776.0;?;4
-175;-14;445.0;802.0;?;-14
-175;34;513.0;793.0;?;34
-175;29;658.0;775.0;?;29
-175;24;605.0;863.0;?;24
-175;39;565.0;808.0;?;39
-175;13;583.0;797.0;?;13
-175;-5;593.0;864.0;?;-5
-175;-22;616.0;962.0;100.0;-22
-175;17;658.0;920.0;-77.0;17
-175;48;581.0;726.0;-344.0;48
-175;8;596.0;789.0;-360.0;8
-175;0;492.0;725.0;-266.0;0
-175;-25;454.0;679.0;-193.0;-25
-175;-18;408.0;710.0;-228.0;-18
-175;22;520.0;913.0;-185.0;22
-175;16;672.0;877.0;-8.0;16
-175;9;664.0;952.0;15.0;9
-175;-15;727.0;939.0;113.0;-15
-175;-41;925.0;892.0;799.0;-41
-175;-9;995.0;865.0;1249.0;-9
-175;-32;983.0;971.0;1246.0;-32
-175;-61;916.0;1024.0;1411.0;-61
-175;-32;873.0;1063.0;1901.0;-32
-175;30;871.0;1106.0;2068.0;30
-174;79;921.0;1112.0;1775.0;79
-172;-99;921.0;987.0;1271.0;-99
-170;-149;932.0;1026.0;346.0;-149
-169;-82;953.0;1048.0;115.0;-82
-167;303;922.0;1034.0;368.0;303
-166;1420;901.0;1032.0;628.0;1420
-165;1678;931.0;948.0;492.0;1678
-164;787;927.0;978.0;365.0;787
-164;393;829.0;962.0;265.0;393
-165;548;836.0;950.0;381.0;548
-165;617;783.0;951.0;525.0;617
-164;845;828.0;961.0;583.0;845
-164;1182;799.0;1009.0;256.0;1182
-162;1134;798.0;918.0;58.0;1134
-160;648;818.0;934.0;-182.0;648
-159;146;822.0;866.0;-55.0;146
-159;-139;843.0;964.0;246.0;-139
-158;-222;851.0;917.0;-277.0;-222
-158;-91;823.0;975.0;-387.0;-91
-158;-67;807.0;953.0;-627.0;-67
-158;0;818.0;989.0;-837.0;0
-157;228;828.0;1112.0;-608.0;?
-157;181;801.0;1019.0;-182.0;?
-157;59;784.0;1004.0;-174.0;?
-157;34;751.0;955.0;-266.0;?
-157;-37;879.0;1067.0;-121.0;-37
-157;-24;856.0;975.0;-196.0;-24
-157;43;812.0;945.0;-303.0;43
-157;75;823.0;927.0;-317.0;75
-156;169;835.0;918.0;-14.0;169
-156;278;872.0;943.0;138.0;278
-155;380;844.0;900.0;172.0;380
-153;304;853.0;933.0;556.0;304
-152;98;824.0;877.0;476.0;98
-152;44;843.0;998.0;215.0;44
-152;-22;850.0;949.0;392.0;-22
-152;-138;891.0;921.0;310.0;-138
-152;-435;817.0;937.0;182.0;-435
-152;-930;832.0;957.0;243.0;-930
-152;-786;813.0;956.0;152.0;-786
-153;-143;753.0;946.0;325.0;-143
-153;71;804.0;965.0;212.0;71
-154;?;769.0;995.0;39.0;295
-153;?;755.0;960.0;-85.0;452
-153;?;759.0;972.0;-278.0;319
-153;?;780.0;963.0;4.0;258
-152;?;705.0;889.0;272.0;6
-152;?;698.0;967.0;352.0;-101
-152;?;678.0;837.0;469.0;75
-152;?;702.0;1018.0;656.0;254
-151;?;594.0;709.0;429.0;427
-150;?;660.0;1756.0;288.0;495
-149;463;632.0;1110.0;458.0;463
-148;364;648.0;883.0;431.0;364
-147;271;602.0;915.0;215.0;271
-146;189;700.0;980.0;245.0;189
-146;180;734.0;981.0;98.0;180
-146;178;679.0;972.0;10.0;178
-145;28;748.0;944.0;221.0;28
-145;-65;669.0;807.0;41.0;-65
-145;-125;635.0;855.0;37.0;-125
-145;-243;603.0;812.0;-442.0;-243
-145;-304;551.0;676.0;177.0;-304
-147;-365;506.0;748.0;-255.0;-365
-148;-398;446.0;656.0;-473.0;-398
-149;-368;430.0;644.0;-427.0;-368
-149;-409;334.0;897.0;-274.0;-409
-150;-571;369.0;835.0;-343.0;-571
-152;-741;388.0;835.0;-214.0;-741
-152;-811;451.0;848.0;42.0;-811
-153;-691;615.0;795.0;-93.0;-691
-153;-304;548.0;852.0;144.0;-304
-153;200;413.0;791.0;650.0;200
-152;588;453.0;789.0;849.0;588
-152;680;477.0;773.0;1061.0;680
-152;630;487.0;875.0;32.0;630
-152;659;490.0;863.0;-1839.0;659
-151;519;476.0;787.0;-2209.0;519
-151;487;411.0;809.0;-1639.0;487
-150;445;425.0;809.0;-929.0;445
-149;207;397.0;790.0;-484.0;207
-149;-88;346.0;808.0;-381.0;-88
-148;-289;333.0;886.0;-366.0;-289
-148;-39;341.0;849.0;-263.0;-39
-150;-1149;314.0;822.0;-255.0;-1149
-155;-1598;364.0;845.0;-298.0;-1598
-161;-64;433.0;845.0;-253.0;-64
-161;-86;364.0;829.0;-181.0;-86
-161;-228;349.0;728.0;-160.0;-228
-162;92;585.0;635.0;-42.0;92
-162;-117;623.0;586.0;-105.0;-117
-162;-9;552.0;569.0;-305.0;-9
-162;10;475.0;537.0;-461.0;10
-162;5;338.0;573.0;191.0;5
-162;34;294.0;526.0;615.0;34
-162;-26;218.0;571.0;409.0;-26
-162;-22;213.0;647.0;-504.0;-22
-162;-1;252.0;606.0;-1575.0;-1
-162;-40;230.0;731.0;-1923.0;-40
-162;-87;257.0;776.0;-1526.0;-87
-162;-100;326.0;729.0;-965.0;-100
-162;-69;322.0;860.0;-793.0;-69
-162;-19;386.0;949.0;-718.0;-19
-162;-24;427.0;970.0;-752.0;-24
-162;-14;478.0;922.0;-622.0;-14
-162;29;537.0;977.0;-504.0;29
-162;1;552.0;923.0;-388.0;1
-162;-26;624.0;917.0;-326.0;-26
-162;-8;625.0;936.0;-365.0;-8
-162;-49;589.0;889.0;-271.0;-49
-162;-84;610.0;907.0;-267.0;-84
-162;-32;610.0;928.0;-471.0;-32
-162;7;620.0;779.0;-489.0;7
-162;-43;570.0;964.0;-255.0;-43
-162;-72;574.0;941.0;-216.0;-72
-162;-52;577.0;917.0;-217.0;-52
-163;-69;533.0;947.0;-297.0;-69
-163;-73;598.0;1005.0;-461.0;-73
-163;-47;601.0;993.0;-413.0;-47
-163;-66;617.0;937.0;-42.0;-66
-163;-68;720.0;1011.0;-6.0;-68
-163;-53;729.0;982.0;232.0;-53
-163;-39;753.0;1086.0;229.0;-39
-163;16;827.0;982.0;-142.0;16
-163;-6;874.0;1012.0;176.0;-6
-163;-6;932.0;1024.0;480.0;-6
-163;75;922.0;1047.0;453.0;75
-162;49;975.0;1093.0;703.0;49
-162;40;940.0;1060.0;1284.0;40
-162;59;993.0;941.0;1676.0;59
-162;-49;1034.0;980.0;1297.0;-49
-162;3;1021.0;946.0;647.0;3
-162;-135;1077.0;935.0;351.0;-135
-162;-309;1030.0;927.0;400.0;-309
-163;-197;1102.0;903.0;447.0;-197
-164;-367;1094.0;857.0;132.0;-367
-161;675;967.0;881.0;-205.0;675
-161;2595;1046.0;812.0;-181.0;2595
-160;1573;1030.0;805.0;-141.0;1573
-154;-854;1025.0;807.0;-35.0;-854
-159;-743;1035.0;833.0;-222.0;-743
-162;54;1015.0;821.0;-437.0;54
-161;-11;982.0;759.0;-350.0;-11
-162;-9;978.0;743.0;-456.0;-9
-161;-21;979.0;727.0;-457.0;-21
-162;-34;940.0;713.0;-228.0;-34
-162;13;935.0;644.0;-242.0;13
-161;-27;899.0;581.0;-470.0;-27
-162;-29;897.0;483.0;-427.0;-29
-162;21;894.0;518.0;-359.0;21
-162;3;832.0;497.0;-388.0;3
-162;-40;775.0;?;-427.0;-40
-162;-47;787.0;?;-421.0;-47
-162;-20;750.0;?;-433.0;-20
-162;-16;689.0;?;-442.0;-16
-162;-33;653.0;?;-499.0;-33
-162;-8;684.0;?;-439.0;-8
-162;-8;644.0;?;-401.0;-8
-162;-28;655.0;?;-348.0;-28
-162;8;677.0;?;-339.0;8
-162;12;678.0;?;-357.0;12
-162;-15;638.0;?;-346.0;-15
-162;-12;630.0;?;-402.0;-12
-162;-29;617.0;?;-372.0;-29
-162;-10;627.0;?;-272.0;-10
-162;28;648.0;417.0;-228.0;28
-162;-17;618.0;408.0;-314.0;-17
-162;-7;609.0;453.0;-246.0;-7
-162;28;590.0;454.0;-176.0;28
-162;-34;605.0;451.0;-182.0;-34
-162;-12;597.0;459.0;-126.0;-12
-162;45;602.0;471.0;-58.0;45
-162;-11;612.0;440.0;-67.0;-11
-162;-26;624.0;455.0;-37.0;-26
-162;-11;640.0;429.0;-38.0;-11
-162;-17;621.0;448.0;-10.0;-17
-162;33;611.0;453.0;-11.0;33
-162;16;619.0;433.0;-31.0;16
-162;-9;589.0;432.0;-25.0;-9
-162;22;592.0;427.0;-27.0;22
-162;-1;605.0;428.0;-13.0;-1
-162;-11;620.0;428.0;-52.0;-11
-162;-14;604.0;416.0;-104.0;-14
-162;4;600.0;417.0;-83.0;4
-162;-2;604.0;403.0;-108.0;-2
-162;-31;614.0;403.0;-78.0;-31
-162;8;596.0;436.0;-67.0;8
-162;23;596.0;431.0;-112.0;23
-162;7;597.0;409.0;-88.0;7
-162;-10;579.0;408.0;-71.0;-10
-162;-5;599.0;399.0;-61.0;-5
-162;9;592.0;399.0;-79.0;9
-162;-10;591.0;376.0;-120.0;-10
-162;2;580.0;363.0;-90.0;2
?;13;570.0;383.0;-103.0;13
?;-22;565.0;405.0;-80.0;-22
?;-24;580.0;407.0;-111.0;-24
?;11;571.0;387.0;-128.0;11
?;-16;583.0;379.0;-94.0;-16
-162;-44;582.0;394.0;-111.0;-44
-162;10;595.0;365.0;-65.0;10
-162;2;581.0;395.0;-5.0;2
-162;-18;589.0;372.0;0.0;-18
-162;9;572.0;382.0;0.0;9
-162;-26;557.0;385.0;9.0;-26
-162;-33;578.0;368.0;-36.0;-33
-162;-2;589.0;377.0;0.0;-2
-162;-6;583.0;395.0;-49.0;-6
-162;-11;552.0;404.0;-72.0;-11
-162;1;572.0;393.0;-23.0;1
-162;19;563.0;400.0;-57.0;19
-162;2;582.0;370.0;-27.0;2
-162;-20;569.0;356.0;-40.0;-20
-162;24;574.0;378.0;-28.0;24
-162;31;585.0;407.0;-14.0;31
-162;-33;587.0;382.0;5.0;-33
-162;-37;577.0;367.0;49.0;-37
-162;-13;562.0;381.0;-3.0;-13
-162;-5;579.0;384.0;-27.0;-5
-162;16;589.0;375.0;-61.0;16
-162;-12;571.0;381.0;15.0;-12
-162;-42;573.0;383.0;-7.0;-42
-162;-7;571.0;345.0;-44.0;-7
-162;1;581.0;375.0;12.0;1
-162;8;581.0;376.0;-2.0;8
-162;17;589.0;364.0;21.0;17
-162;-17;551.0;375.0;0.0;-17
-162;-21;564.0;386.0;-10.0;-21
-162;-2;545.0;368.0;-38.0;-2
-162;-5;550.0;346.0;-16.0;-5
-162;-19;559.0;360.0;-38.0;-19
-162;-17;552.0;370.0;-50.0;-17
-162;2;569.0;338.0;-55.0;2
-162;10;566.0;375.0;-44.0;10
-162;11;560.0;390.0;-50.0;11
-162;9;558.0;350.0;-7.0;9
-162;30;541.0;325.0;-8.0;30
-162;-12;560.0;364.0;2.0;-12
-162;?;553.0;318.0;-2.0;-15
-162;?;561.0;337.0;40.0;-17
-162;?;552.0;330.0;28.0;-44
-162;?;552.0;299.0;23.0;50
-161;?;552.0;342.0;-10.0;-166
-162;?;551.0;328.0;11.0;-135
-162;?;538.0;326.0;2.0;-425
-162;?;519.0;317.0;30.0;-1449
-161;?;527.0;360.0;64.0;-700
-160;?;536.0;374.0;45.0;1039
-158;?;574.0;349.0;89.0;1273
-157;?;591.0;318.0;98.0;1169
-156;1110;598.0;304.0;136.0;1110
-153;550;588.0;325.0;165.0;550
-151;690;573.0;309.0;133.0;690
-152;1056;556.0;318.0;144.0;1056
-151;339;543.0;421.0;237.0;339
-154;-648;560.0;423.0;287.0;-648
-158;?;562.0;544.0;225.0;-1338
-158;?;545.0;584.0;169.0;-1390
-161;?;594.0;670.0;195.0;-531
-164;?;619.0;682.0;255.0;-15
-163;?;696.0;762.0;370.0;-71
-164;?;748.0;806.0;467.0;-35
-164;?;803.0;908.0;503.0;-105
-165;-123;842.0;995.0;532.0;-123
-165;-83;973.0;1018.0;604.0;-83
-165;-69;1033.0;1003.0;826.0;-69
-165;-12;1089.0;997.0;714.0;-12
-165;-46;1177.0;994.0;618.0;-46
-165;-72;1188.0;966.0;449.0;-72
-165;0;1193.0;993.0;355.0;0
?;3;1176.0;912.0;178.0;3
?;25;1153.0;893.0;325.0;25
?;62;1173.0;862.0;167.0;62
?;-1;1130.0;894.0;-244.0;-1
?;-2;1059.0;875.0;-474.0;-2
?;11;1027.0;853.0;-628.0;11
?;-47;1006.0;805.0;?;-47
?;-23;980.0;768.0;?;-23
?;12;973.0;845.0;?;12
-165;-13;919.0;794.0;?;-13
-165;-20;951.0;842.0;?;-20
-165;-47;893.0;904.0;?;-47
-165;-42;914.0;860.0;?;-42
-165;-31;818.0;831.0;?;-31
-165;-44;838.0;941.0;-1280.0;-44
-165;-29;863.0;920.0;-1039.0;-29
-165;-22;818.0;934.0;-766.0;-22
-165;0;785.0;921.0;-733.0;0
-165;17;871.0;965.0;-619.0;17
-165;7;856.0;1002.0;-296.0;7
-165;63;777.0;971.0;-252.0;63
-164;38;814.0;1025.0;-312.0;38
-164;-103;771.0;1039.0;-125.0;-103
-163;-151;726.0;993.0;240.0;-151
-163;-190;724.0;925.0;-7.0;-190
-162;-40;723.0;941.0;146.0;-40
-161;193;668.0;927.0;270.0;193
-160;542;672.0;901.0;122.0;542
-157;1002;620.0;889.0;119.0;1002
-156;1204;598.0;876.0;138.0;1204
-154;1539;573.0;865.0;294.0;1539
-151;1252;478.0;747.0;314.0;1252
-150;376;468.0;830.0;398.0;376
-150;469;513.0;764.0;366.0;469
-149;798;542.0;1035.0;76.0;798
-149;736;539.0;963.0;-119.0;736
-149;943;568.0;?;-159.0;943
-149;427;487.0;?;62.0;427
-148;-413;259.0;?;265.0;-413
-149;-398;603.0;?;258.0;-398
-149;-362;564.0;?;96.0;-362
-149;-309;578.0;?;102.0;-309
-150;-205;554.0;832.0;41.0;-205
-150;7;572.0;894.0;102.0;7
-150;241;599.0;844.0;48.0;241
-151;228;565.0;813.0;471.0;228
-150;487;571.0;818.0;151.0;487
-150;592;562.0;850.0;-93.0;592
-150;517;579.0;768.0;-62.0;517
-150;549;547.0;767.0;-115.0;549
-149;407;514.0;730.0;-428.0;407
-149;428;514.0;648.0;-517.0;428
-148;660;502.0;726.0;-357.0;660
-147;695;482.0;615.0;-488.0;695
-147;902;488.0;714.0;-573.0;902
-147;1000;455.0;722.0;-318.0;1000
-147;1023;392.0;744.0;-104.0;1023
-147;1018;337.0;729.0;-321.0;1018
-147;878;273.0;721.0;-210.0;878
-146;1837;303.0;770.0;-356.0;1837
-146;2630;338.0;754.0;-799.0;2630
-146;2272;370.0;639.0;-1219.0;2272
-146;2448;369.0;722.0;-1344.0;2448
-146;2441;384.0;748.0;-871.0;2441
-146;2228;500.0;667.0;-463.0;2228
-146;2775;440.0;593.0;-349.0;2775
-145;1261;484.0;578.0;-564.0;1261
-143;-774;433.0;761.0;-804.0;-774
-143;-371;352.0;607.0;-920.0;-371
-143;-133;176.0;536.0;-1039.0;-133
-142;-209;260.0;621.0;-1193.0;-209
-142;-105;385.0;601.0;-1563.0;-105
-143;-183;323.0;600.0;-2943.0;-183
-144;-96;275.0;622.0;-3885.0;-96
-144;-74;267.0;656.0;-4101.0;-74
-144;-66;286.0;550.0;-3100.0;-66
-144;-58;276.0;463.0;-2105.0;-58
-144;-67;288.0;417.0;-1883.0;-67
-144;-60;240.0;480.0;-1716.0;-60
-144;-65;182.0;471.0;-1526.0;-65
-144;-61;147.0;465.0;-1316.0;-61
-145;-26;162.0;547.0;-1028.0;-26
-145;5;184.0;531.0;-1033.0;5
-145;38;196.0;567.0;-1362.0;38
-145;-9;236.0;620.0;-1720.0;-9
-146;-19;241.0;601.0;?;-19
-146;51;244.0;621.0;?;51
-145;-32;236.0;621.0;-908.0;-32
-145;-70;220.0;622.0;-567.0;-70
-145;-90;210.0;651.0;-394.0;-90
-146;-240;241.0;680.0;-413.0;-240
-145;-494;222.0;664.0;-555.0;-494
-146;-717;264.0;762.0;-601.0;-717
-146;-1257;276.0;830.0;-674.0;-1257
-138;-1868;322.0;704.0;-735.0;-1868
-146;-1520;329.0;644.0;-601.0;-1520
-124;-2151;384.0;629.0;-576.0;-2151
-61;-1736;164.0;556.0;-272.0;-1736
-32;1040;115.0;531.0;11.0;1040
-31;1358;84.0;457.0;355.0;1358
-41;1301;57.0;?;333.0;1301
-66;2917;49.0;?;554.0;2917
-85;3528;56.0;?;170.0;3528
-98;3090;72.0;?;-367.0;3090
-113;1913;148.0;?;-619.0;1913
-125;691;194.0;?;-767.0;691
-134;252;233.0;?;-587.0;252
-142;-1197;241.0;?;-463.0;-1197
-149;-1369;288.0;?;-408.0;-1369
-153;-1417;285.0;?;-297.0;-1417
-155;-310;322.0;?;-138.0;-310
-154;3570;316.0;885.0;23.0;3570
-146;-467;265.0;647.0;58.0;-467
-140;-3010;125.0;566.0;-28.0;-3010
-140;778;201.0;559.0;-171.0;778
-137;497;223.0;498.0;-261.0;497
-136;259;-23.0;424.0;-398.0;259
-136;144;-17.0;347.0;-469.0;144
-136;-326;-58.0;411.0;-299.0;-326
-137;80;-99.0;465.0;234.0;80
-137;-107;32.0;451.0;233.0;-107
-137;-76;145.0;435.0;247.0;-76
-137;-22;252.0;455.0;579.0;-22
-137;21;307.0;524.0;356.0;21
-137;5;309.0;610.0;440.0;5
-137;44;258.0;710.0;1521.0;44
-137;32;209.0;754.0;2362.0;32
-137;44;231.0;696.0;2495.0;44
-136;-6;253.0;891.0;1905.0;-6
-136;-486;311.0;1017.0;992.0;-486
-134;-724;378.0;757.0;620.0;-724
-130;-1353;314.0;674.0;594.0;-1353
-115;-710;430.0;681.0;624.0;-710
-89;1179;357.0;642.0;477.0;1179
-66;1072;265.0;568.0;457.0;1072
-57;998;183.0;511.0;1003.0;998
-59;849;144.0;468.0;1623.0;849
-60;127;75.0;474.0;1216.0;127
-68;225;24.0;428.0;-124.0;225
-73;232;38.0;452.0;-433.0;232
-71;219;150.0;462.0;-1310.0;219
-92;195;186.0;417.0;-1794.0;195
-116;191;168.0;444.0;-1563.0;191
-126;-95;191.0;481.0;-886.0;-95
-140;-1100;203.0;516.0;-169.0;-1100
-145;-583;170.0;533.0;243.0;-583
-151;1477;116.0;532.0;69.0;1477
-160;1716;156.0;641.0;-402.0;1716
-155;913;117.0;708.0;-772.0;913
-145;-122;57.0;440.0;-901.0;-122
-143;-685;127.0;384.0;-749.0;-685
-140;304;286.0;449.0;-402.0;304
-139;396;177.0;333.0;-164.0;396
-140;-23;70.0;380.0;-155.0;-23
-140;19;67.0;411.0;-97.0;19
-140;-105;-200.0;464.0;156.0;-105
-140;-32;-198.0;489.0;217.0;-32
-140;-33;-41.0;421.0;-13.0;-33
-140;?;82.0;468.0;-160.0;-50
-140;?;141.0;508.0;5.0;5
-140;?;155.0;486.0;-309.0;17
-140;?;129.0;496.0;62.0;-41
-140;?;135.0;577.0;1004.0;-3
-140;?;176.0;728.0;1205.0;34
-140;?;207.0;745.0;762.0;-79
-140;?;253.0;723.0;341.0;-29
-140;?;307.0;858.0;131.0;-379
-140;?;337.0;937.0;226.0;-576
-139;?;299.0;724.0;364.0;-994
-135;-1817;244.0;616.0;285.0;-1817
-116;-646;301.0;616.0;224.0;-646
-87;605;79.0;634.0;195.0;605
-66;590;-87.0;740.0;-207.0;590
-63;1113;39.0;797.0;-630.0;1113
-66;1635;169.0;891.0;-767.0;1635
-69;1409;250.0;980.0;-666.0;1409
-79;524;289.0;1083.0;-685.0;524
-91;-135;282.0;1059.0;-763.0;-135
-139;-97;1070.0;1062.0;2093.0;-97
-139;-69;1009.0;1003.0;2079.0;-69
-139;-49;986.0;826.0;2655.0;-49
-139;-68;871.0;1131.0;2178.0;-68
-139;-61;940.0;938.0;805.0;-61
-139;-59;972.0;813.0;858.0;-59
-139;-74;1010.0;832.0;894.0;-74
-139;-20;1214.0;872.0;335.0;?
-139;-3;956.0;880.0;-594.0;-3
-139;7;917.0;883.0;-389.0;7
-139;-4;967.0;918.0;-724.0;-4
-139;-13;998.0;858.0;-73.0;-13
-139;46;1014.0;855.0;-20.0;46
-140;-152;1151.0;912.0;-101.0;-152
-139;-155;1002.0;912.0;342.0;-155
-140;-277;1010.0;865.0;-61.0;-277
-136;-511;1021.0;1114.0;-221.0;-511
-129;-218;1049.0;914.0;115.0;-218
-129;-202;1062.0;864.0;-5.0;-202
-124;67;962.0;902.0;-255.0;67
-117;391;1072.0;866.0;53.0;391
-120;506;990.0;880.0;231.0;506
-123;1256;1104.0;759.0;59.0;1256
-122;1372;1064.0;745.0;121.0;1372
-130;622;1024.0;915.0;-258.0;622
-137;338;1026.0;822.0;-442.0;338
-138;466;997.0;833.0;-499.0;466
-139;443;988.0;830.0;78.0;443
-140;696;978.0;816.0;-103.0;696
-142;1417;916.0;833.0;-401.0;1417
-144;2063;947.0;884.0;-561.0;2063
-145;2365;1002.0;910.0;-449.0;2365
-146;1973;954.0;885.0;-502.0;1973
-146;1116;1003.0;778.0;-841.0;1116
-145;101;970.0;585.0;-940.0;101
-145;-677;1027.0;620.0;-276.0;-677
-145;-312;985.0;1111.0;-162.0;-312
-145;97;900.0;878.0;-484.0;97
-146;-47;806.0;984.0;-472.0;-47
-146;11;1015.0;691.0;-547.0;11
-146;5;1074.0;912.0;-468.0;5
-146;-14;1080.0;858.0;-244.0;-14
-146;19;1126.0;731.0;-20.0;19
-146;21;1002.0;522.0;471.0;21
-146;9;935.0;662.0;781.0;9
-146;-33;1048.0;724.0;-732.0;-33
-146;-23;867.0;734.0;-1771.0;-23
-146;-22;827.0;705.0;-1296.0;-22
-146;-4;796.0;627.0;-1797.0;-4
-146;11;709.0;534.0;-1782.0;11
-146;-4;758.0;531.0;-708.0;-4
-146;0;730.0;625.0;-956.0;0
-146;0;649.0;679.0;-1307.0;0
-146;-1;661.0;662.0;-1188.0;-1
-146;-1;643.0;624.0;-1299.0;-1
-146;5;719.0;590.0;-952.0;5
-146;43;714.0;678.0;-1031.0;43
-146;82;703.0;525.0;-706.0;82
-146;59;719.0;686.0;-278.0;59
-146;23;698.0;588.0;-72.0;23
-146;71;724.0;590.0;-293.0;71
-146;103;649.0;652.0;-389.0;103
-146;?;688.0;651.0;-245.0;48
-146;?;606.0;621.0;176.0;42
-146;?;580.0;609.0;273.0;57
-146;?;617.0;524.0;139.0;11
-146;?;605.0;648.0;-121.0;32
-146;?;651.0;690.0;-253.0;0
-146;?;662.0;?;-410.0;-63
-146;?;614.0;?;-146.0;-21
-146;?;702.0;?;-157.0;-27
-146;?;623.0;727.0;-161.0;-24
-146;?;235.0;624.0;-138.0;-43
-146;?;89.0;585.0;-281.0;-98
-146;?;1016.0;574.0;-373.0;-104
-146;?;832.0;598.0;-69.0;-123
-146;-113;343.0;618.0;-554.0;-113
-146;-78;671.0;561.0;-253.0;-78
-146;-72;909.0;601.0;-99.0;-72
-146;-72;642.0;582.0;242.0;-72
-146;-74;563.0;649.0;-775.0;-74
-146;-92;639.0;608.0;293.0;-92
-146;-92;624.0;543.0;706.0;-92
-146;-40;591.0;605.0;-126.0;-40
-146;9;599.0;473.0;-520.0;9
-146;0;584.0;424.0;69.0;0
-147;-34;550.0;575.0;178.0;-34
-147;-33;545.0;546.0;-4.0;-33
-147;-6;544.0;601.0;-23.0;-6
-147;1;501.0;-20.0;-29.0;1
-147;1;493.0;143.0;-34.0;1
-147;15;448.0;1978.0;75.0;15
-147;32;424.0;514.0;87.0;32
-147;40;221.0;1016.0;487.0;40
-147;33;510.0;937.0;557.0;33
-147;31;1272.0;959.0;437.0;31
-147;51;812.0;1179.0;1143.0;51
-147;62;956.0;1034.0;1380.0;62
-147;62;1082.0;1098.0;1609.0;62
-147;87;902.0;1232.0;3501.0;87
-147;109;1233.0;828.0;4242.0;109
-147;147;1079.0;1015.0;1289.0;147
-148;362;918.0;729.0;2820.0;362
-150;684;1071.0;873.0;2666.0;684
-152;916;1004.0;851.0;2211.0;916
-154;1043;987.0;1465.0;2045.0;1043
-156;1068;936.0;1136.0;1117.0;1068
-157;1053;921.0;1043.0;970.0;1053
-157;1010;801.0;984.0;743.0;1010
-158;965;957.0;896.0;362.0;965
-158;930;1390.0;914.0;533.0;930
-158;915;1289.0;944.0;692.0;915
-158;908;1096.0;983.0;1726.0;908
-158;682;960.0;984.0;3004.0;682
-159;474;968.0;902.0;3091.0;474
-159;405;987.0;1033.0;533.0;405
-159;322;1017.0;1093.0;361.0;322
-159;737;1070.0;1018.0;-86.0;737
