InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Nav_Ax;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ
10;690;-3;?;4;78;12;-747;-10;4;-20;12
-26;694;2;6;21;78;13;-744;?;21;-20;13
-18;690;-2;-1;17;85;21;-747;18;17;-21;21
24;691;1;4;-5;81;-14;-743;-24;-5;-18;-14
17;692;5;?;-2;84;1;?;-17;-2;-16;1
23;689;?;-1;17;86;?;?;-23;17;-17;5
22;692;0;7;20;79;-26;-744;-22;20;-19;-26
-16;694;0;3;-5;82;10;-746;16;-5;-21;10
3;691;-1;-1;-21;84;19;-746;-3;-21;-21;19
-12;?;1;2;29;82;12;-744;12;29;-19;12
6;690;1;-1;4;84;8;-743;-6;4;-18;8
55;690;-1;1;-25;82;-7;-744;-55;-25;-18;-7
38;689;-9;7;36;74;16;-751;-38;36;?;16
74;682;-17;12;52;67;7;-751;-74;52;-16;7
115;687;-8;12;54;?;-13;-739;-115;54;-11;-13
104;702;7;6;33;81;17;-728;-104;33;-15;?
76;710;15;-2;?;91;17;?;-76;28;-16;17
20;711;17;-2;55;93;5;-718;-20;55;-15;5
-42;709;10;5;30;86;13;-721;42;30;-15;13
-63;702;0;6;20;83;-4;-730;63;20;-16;-4
-28;699;-8;4;16;84;-1;-738;28;16;-20;-1
-12;700;-5;5;-28;82;5;-736;12;-28;-20;5
-21;701;1;-1;-11;89;9;-732;21;-11;-17;9
-30;?;-2;1;9;86;26;-734;30;9;-17;26
?;698;-9;11;-8;75;13;-740;15;-8;-19;13
32;699;-4;5;26;81;-5;-735;-32;26;-17;-5
43;704;8;5;14;84;?;-723;-43;14;-13;-13
21;?;7;5;-38;84;-20;-727;-21;-38;-20;-20
-30;704;-1;3;-33;84;-13;-733;30;-33;-20;-13
-43;702;1;5;-29;81;-20;-728;43;-29;-15;-20
16;704;1;3;-9;83;-27;-732;-16;-9;-18;-27
21;699;?;1;14;83;-16;-732;-21;14;-16;-16
3;702;3;1;-21;84;-22;-729;-3;-21;-15;-22
15;697;-5;3;-14;79;9;-735;-15;-14;-16;9
32;698;-3;5;18;78;33;-732;-32;18;-14;33
21;705;6;2;10;83;-16;-725;-21;10;-15;-16
-16;696;-8;4;12;79;-17;-735;16;12;-15;-17
-4;697;-7;2;-19;81;?;-737;4;-19;-18;23
28;?;4;-2;-37;86;?;-727;-28;-37;-15;-1
17;705;6;4;12;80;-15;-725;-17;12;-14;-15
20;710;3;7;12;77;30;-732;-20;12;-23;30
10;703;-6;1;-7;82;16;-740;-10;-7;-24;16
-17;696;-8;-3;?;85;-16;-736;17;21;-16;-16
19;701;0;0;8;84;11;-729;-19;8;-15;11
15;?;3;8;1;77;0;-729;-15;1;-18;0
-25;706;2;8;15;76;0;-728;25;15;-17;0
-24;?;-1;0;-25;82;-4;-730;24;-25;-16;?
-3;702;-5;2;-23;80;-12;-736;3;-23;-19;-12
15;704;-2;7;29;75;32;-732;-15;29;-18;32
-1;703;3;6;20;77;6;-725;1;20;-13;6
-3;706;?;0;5;84;-9;-728;3;5;-18;-9
7;707;2;-4;17;87;8;-732;?;17;-22;8
-15;704;-2;3;6;80;-15;-733;?;6;-20;-15
-27;701;-6;7;2;75;-27;-736;27;2;-18;-27
1;696;-7;3;11;77;-10;-734;-1;11;-14;-10
20;701;-1;5;12;77;36;-731;-20;12;-15;36
-1;707;3;-2;11;?;43;-732;1;11;-22;43
?;706;2;-3;10;88;24;-732;1;10;-21;24
3;705;0;?;-4;85;-23;-734;-3;-4;-21;-23
-18;703;-1;-3;-20;87;-44;-735;18;?;-21;-44
-27;?;3;3;-20;81;0;-730;27;-20;-17;0
-37;708;6;-2;-5;85;-17;-733;37;-5;?;-17
-31;702;-2;3;10;78;-11;-737;31;10;-21;-11
?;699;-2;6;10;74;44;-733;6;10;-16;44
7;702;?;-3;14;84;?;-734;?;14;-19;23
16;704;1;6;32;76;4;-733;?;32;-19;4
17;704;1;7;34;75;7;-733;-17;34;-19;7
8;701;-2;-1;10;82;-24;-737;-8;10;-20;-24
3;705;1;4;?;76;-10;-735;-3;-5;-22;-10
9;?;0;5;9;75;1;-736;-9;9;-23;?
16;701;-1;3;7;?;-18;-733;-16;7;-17;-18
-7;706;6;10;-19;70;4;-725;7;-19;-14;4
-20;706;2;7;-21;71;23;-732;20;-21;-19;23
-1;704;0;1;-6;76;22;-734;1;-6;-20;22
-26;706;1;1;13;?;-9;-735;26;13;-23;-9
-13;702;-6;-3;22;79;-25;-743;13;22;-26;-25
0;697;-5;0;8;76;10;-735;0;8;-15;10
-17;700;?;-1;1;79;4;-729;17;1;-13;?
33;703;-1;-6;2;84;-10;-739;-33;2;-23;-10
4;703;-1;2;?;76;5;-733;-4;-3;-19;5
-19;705;5;0;12;79;?;-726;19;12;-16;-35
-9;707;4;-1;1;80;?;?;9;1;-20;-16
-27;705;-3;15;-31;62;8;-734;27;-31;-20;8
-7;704;-9;11;-20;64;-46;-744;7;-20;-25;-46
-9;701;-9;-3;7;76;-9;-746;9;7;-26;?
25;704;2;0;16;75;10;-732;-25;16;-19;10
27;705;3;1;1;76;10;-730;-27;1;-18;10
2;706;2;-6;9;83;24;-734;-2;9;?;24
2;707;0;-4;19;82;16;-736;-2;19;-23;16
-17;702;-8;1;-7;75;43;-742;17;-7;-23;43
13;703;0;-5;-3;83;10;-734;-13;-3;-20;10
-13;701;5;-7;-4;85;-26;-725;13;-4;-13;-26
-45;705;5;3;-37;75;-1;-726;45;-37;-15;-1
-22;711;4;9;-47;69;1;-735;22;-47;-25;1
-28;700;-11;5;-13;69;6;-749;28;-13;-27;6
1;697;-9;3;20;72;24;-743;-1;20;-21;24
31;707;?;2;20;77;16;-726;-31;20;-17;16
1;708;9;-1;32;81;8;-728;?;32;-19;8
?;702;0;-1;20;79;-29;-735;23;20;-20;-29
-11;701;-3;0;-2;77;-24;-738;11;-2;?;-24
6;702;-3;-1;?;79;36;-739;-6;-10;-22;36
25;703;4;0;-3;79;19;-730;-25;-3;-16;19
31;?;4;0;35;?;-14;-728;-31;35;-15;?
10;700;-1;?;0;76;?;?;-10;0;-15;-11
-20;708;?;4;11;76;18;-735;20;11;?;18
?;710;5;-1;21;82;1;-734;44;21;-24;1
-49;704;3;-2;-40;?;-36;-731;49;-40;-18;-36
-31;707;3;1;-6;79;-9;-733;31;-6;-21;?
-24;702;1;5;6;74;-27;-732;?;6;-17;-27
-33;697;-6;4;?;72;-31;-739;33;2;-19;-31
-19;696;-7;-3;-7;80;-17;-743;19;-7;-21;-17
-1;693;-7;5;3;70;-38;-740;1;3;-16;-38
40;700;-8;17;63;56;16;-744;-40;63;-22;16
?;707;4;3;47;73;50;-736;-90;47;-23;50
54;710;13;-1;41;81;-1;-723;-54;41;-17;?
1;711;9;5;16;75;12;-726;-1;16;-19;12
14;707;2;2;-49;76;14;-733;-14;-49;-22;14
13;706;1;1;-15;76;-17;-732;-13;-15;-19;?
16;710;7;7;32;72;14;-725;-16;32;-17;14
39;712;7;11;22;68;10;-724;-39;22;-18;10
2;707;4;3;26;75;7;-727;-2;26;-17;7
-25;703;2;-5;0;82;37;-726;25;0;-14;37
-12;705;3;-5;-19;82;-32;-727;12;-19;-16;-32
-4;712;5;6;3;72;-59;?;4;3;-22;-59
15;708;-4;9;-8;?;3;-738;-15;-8;-24;3
17;?;-12;-5;?;75;-11;-742;-17;-6;-21;?
20;705;-1;2;21;72;-3;-735;-20;21;-21;-3
33;?;-3;3;7;71;19;-734;-33;7;-19;19
19;697;-5;-8;-10;81;-1;-734;?;-10;-15;-1
5;702;-3;1;17;73;18;?;-5;17;-16;18
15;702;-5;3;32;70;15;-734;-15;32;-17;15
19;708;8;1;-8;76;0;?;-19;-8;-14;0
-3;?;4;1;-30;75;22;-727;3;-30;-17;22
-31;701;-6;-1;1;75;8;-736;31;1;-20;8
-37;708;1;1;7;74;-21;-734;37;7;-23;-21
-14;706;0;2;-8;73;-3;-733;14;-8;-20;-3
-5;702;1;0;10;74;13;-728;5;10;-13;13
-17;709;5;1;7;75;7;-729;17;7;-20;7
-5;703;-2;?;-4;75;0;-733;5;-4;-18;0
9;701;-3;2;8;73;6;-733;-9;8;-17;6
1;707;1;3;9;73;-17;-733;-1;9;-21;-17
-19;701;-2;1;-10;74;-23;-731;19;-10;-15;-23
-20;707;2;9;-2;67;21;-729;?;-2;-17;21
20;711;4;9;32;67;11;-730;-20;32;-21;11
19;707;2;-2;13;78;8;-731;-19;13;-20;8
-2;713;8;-6;3;85;33;-729;2;3;-24;33
-10;716;12;-4;9;84;15;-726;10;9;-23;?
-29;709;4;-1;-10;80;-7;-728;29;-10;-19;-7
-29;707;-1;6;-9;72;-7;-731;29;?;-19;-7
-8;707;?;8;-11;68;0;-730;8;-11;-18;0
28;701;-1;0;?;75;7;?;-28;7;-14;7
9;707;5;0;22;?;0;-725;-9;22;-16;0
-17;707;3;-5;-7;81;7;-729;17;?;-18;7
-6;696;-7;-11;-8;87;?;?;6;-8;-16;-9
-8;704;-1;6;-6;71;-39;-730;8;-6;-16;-39
21;709;5;9;-20;69;19;-727;-21;?;?;19
16;708;6;-5;26;84;56;-726;-16;26;-18;56
8;706;5;-1;29;81;14;-724;-8;29;-15;14
?;707;2;3;-14;77;-7;-728;-11;-14;-17;-7
-17;713;8;?;1;83;-6;-729;17;1;-23;-6
?;708;6;1;-13;80;-22;-727;-1;-13;-18;-22
-7;707;3;7;-29;73;-41;-728;7;-29;-18;-41
-20;705;1;5;2;73;-12;-729;20;2;-17;-12
-18;700;-1;3;10;?;?;?;18;10;-13;21
-13;702;0;3;15;73;12;-729;13;15;-15;12
16;704;0;0;31;77;34;-734;-16;31;-19;34
24;707;2;0;25;76;43;-734;-24;25;-22;43
42;705;5;-2;4;80;-9;-725;-42;4;-15;-9
8;702;5;-5;-27;83;-3;-724;-8;-27;-12;-3
-34;700;-5;2;-18;74;-8;-735;34;-18;-18;-8
-14;700;-5;6;13;69;?;-734;14;13;-17;-34
?;702;0;?;2;76;22;-733;17;2;-17;22
3;697;-6;-5;14;79;?;-738;-3;14;-18;39
44;704;?;?;29;77;20;-728;-44;29;-15;20
7;707;11;2;12;77;3;-721;-7;12;-13;3
-34;705;6;3;31;75;-7;-724;34;31;-14;-7
-12;?;2;5;?;73;-8;-731;12;14;?;-8
15;702;-8;-1;-11;76;-7;-743;-15;-11;-25;-7
27;701;-6;-1;54;76;15;-739;-27;54;-22;15
25;707;5;6;29;72;-8;?;-25;29;-17;-8
29;706;4;3;-2;74;-9;-725;-29;-2;-15;-9
3;705;2;1;28;77;2;-728;-3;28;-16;2
-1;701;-3;-6;20;84;-4;-732;1;20;-16;-4
37;701;-3;-6;4;84;22;-732;-37;4;-16;22
-3;713;6;?;-38;71;10;-725;3;-38;-19;10
-28;705;-1;3;-6;75;3;-729;28;-6;-17;3
-33;700;-9;4;28;71;-3;-735;33;28;-18;-3
-14;705;-8;14;23;62;2;-738;14;23;-23;2
39;699;-11;0;41;76;45;-739;-39;41;-20;45
20;704;-1;-2;24;81;28;-731;-20;24;-18;28
6;707;5;8;21;73;11;-720;-6;21;?;11
-3;705;3;9;11;71;18;-720;3;11;-10;18
3;710;1;-2;0;83;6;-730;-3;0;-22;6
14;711;-1;-2;-2;82;-8;-734;-14;-2;-25;-8
-6;710;2;8;-8;73;5;-725;6;-8;-16;5
4;708;?;-2;27;81;24;-727;-4;27;-18;24
-9;704;-7;-6;29;83;-4;-735;?;29;-21;-4
-17;705;-1;-2;12;79;-24;-727;17;12;-16;-24
-3;708;1;-2;9;80;-11;-727;3;9;-18;-11
-23;704;-6;6;-1;70;-21;-731;23;-1;-17;-21
-16;706;-5;3;1;73;-15;-732;?;1;-19;-15
23;709;-4;-8;9;85;28;-737;-23;9;-26;28
22;708;0;2;26;76;29;-728;-22;26;-19;29
9;713;4;1;24;79;-14;-726;-9;24;-21;-14
1;717;5;-4;-17;85;-28;-730;-1;-17;-27;-28
-6;715;?;-4;-28;86;-28;-724;6;-28;-21;-28
-6;716;8;-4;-30;85;-27;-725;6;-30;-22;-27
?;?;4;10;-43;70;6;-723;24;-43;-17;6
-27;706;2;3;2;74;26;-724;27;2;-14;26
0;711;2;8;26;70;22;-729;0;26;?;?
3;709;-1;17;8;60;45;-729;-3;8;-18;45
8;703;-4;-1;39;78;36;-732;-8;39;-18;36
16;708;0;-1;42;79;-16;-730;-16;42;-19;-16
-4;706;3;2;-3;77;-20;-723;?;-3;-13;-20
12;705;0;-8;?;85;-14;-728;-12;-6;-17;-14
35;709;-1;?;0;80;-16;-731;-35;0;-22;-16
20;?;-2;-1;-13;78;2;-727;-20;-13;-16;2
16;702;-2;-3;-9;80;27;-725;-16;-9;-12;27
6;707;2;6;-18;73;25;-721;-6;-18;-12;25
-16;708;2;1;-24;77;-11;-724;16;-24;-16;-11
-10;705;-5;-1;-3;77;?;-733;10;-3;-20;-8
-7;706;?;2;-1;73;10;-731;7;-1;-19;10
1;704;-8;1;8;75;-2;-736;-1;8;-21;-2
43;702;-13;0;33;75;-5;-741;-43;33;-23;-5
?;705;0;-3;41;80;21;-728;?;41;-17;21
14;709;6;-3;38;84;41;-719;-14;38;-13;41
-10;712;8;-5;1;88;-8;-719;10;1;-16;?
-22;715;3;0;-26;81;-47;-728;22;-26;-24;-47
-8;?;-9;7;?;70;?;-732;8;1;-19;-12
29;701;-5;4;9;73;14;-725;-29;9;-10;14
29;712;2;4;-17;75;5;-727;-29;?;-20;5
22;714;3;5;-23;?;2;-728;-22;-23;-22;2
35;712;3;3;-16;76;4;-726;-35;-16;-20;4
9;712;2;6;-21;73;8;-726;-9;-21;-20;?
-2;705;2;1;-1;77;31;-721;2;-1;-11;31
15;709;4;-2;?;80;32;-722;-15;10;-14;32
-31;717;4;?;-8;75;-11;-729;31;-8;-25;-11
-51;?;1;1;12;76;-25;-726;51;12;-18;-25
-20;704;-2;3;20;74;?;-725;20;20;-14;-2
-45;705;-5;3;-15;74;-19;-732;?;-15;?;-19
-39;706;-3;2;-14;74;-21;-733;39;-14;-20;-21
5;707;-3;3;1;73;14;-736;?;1;-23;14
-5;700;-5;-2;8;77;?;-733;5;8;-17;23
11;?;3;7;31;71;34;-721;-11;31;-9;34
-1;708;4;-3;12;82;19;-726;1;12;-18;19
-38;?;-3;4;-13;74;-2;-730;38;-13;-15;-2
-23;701;-3;18;6;59;-10;-725;23;6;-10;-10
-17;712;4;1;11;77;-16;-732;17;11;-23;-16
-9;715;5;5;2;74;2;-733;9;2;-26;2
5;706;-1;6;0;?;-4;-732;-5;0;-19;-4
-1;710;4;9;6;68;3;-727;1;6;-19;3
-6;715;9;13;12;?;13;-725;6;12;-20;13
8;?;6;0;-4;78;5;-727;-8;?;-19;5
16;706;0;6;-29;71;24;-729;-16;-29;-17;24
6;698;-8;8;-24;67;25;-733;-6;-24;-14;25
22;703;-2;2;-2;75;34;-732;-22;-2;-18;34
51;708;3;1;-1;77;?;-731;-51;-1;-21;51
18;707;?;2;4;76;35;-729;-18;4;-19;35
-18;710;4;5;?;74;10;?;18;-3;-17;10
-7;708;-3;3;-19;74;3;-735;7;-19;-22;3
2;710;-2;0;18;77;20;-736;-2;18;-26;20
12;712;9;6;51;73;23;?;-12;51;-16;23
-19;706;5;-2;15;80;0;-723;19;15;-13;0
-33;706;2;-9;-11;87;-4;-729;33;-11;-19;-4
9;?;3;-1;15;80;16;-725;-9;15;-15;16
6;702;-2;1;31;77;24;-727;-6;31;-13;24
-6;710;2;10;10;70;16;-727;6;10;-19;16
-6;716;6;16;-8;66;11;-727;6;-8;-23;11
-2;707;1;8;18;73;20;-726;2;18;-16;20
6;704;-1;1;13;80;22;-728;-6;13;-16;22
-8;710;0;4;3;78;14;-731;8;3;-21;14
-7;708;0;6;12;76;14;-729;7;12;-19;14
13;706;-3;-4;-20;?;6;-733;-13;-20;-21;6
11;710;-1;?;13;81;0;-729;-11;13;-21;0
7;711;0;11;21;72;-16;-727;-7;21;-19;-16
37;708;-3;6;-12;76;-10;-728;-37;-12;-19;-10
48;708;0;8;23;74;14;-720;-48;23;-12;14
38;709;?;8;23;74;4;-722;-38;23;-14;4
41;709;-5;0;12;81;22;-729;-41;12;-20;22
26;704;-8;-3;5;84;?;-727;-26;5;-16;50
44;709;?;0;3;82;56;-731;-44;3;-22;56
89;719;?;1;12;84;52;-726;-89;12;-25;52
80;719;3;?;22;87;44;-719;-80;22;-20;44
78;719;-1;-1;57;89;28;-721;-78;57;-22;28
103;720;5;-3;42;93;?;-707;-103;42;-14;-5
89;725;10;-5;-11;?;7;-699;-89;-11;-12;7
54;734;11;1;4;92;5;-702;-54;4;-20;5
0;734;11;0;3;92;?;-700;0;3;-18;-16
-62;727;2;-2;-19;?;15;-709;62;-19;-19;15
-57;725;-6;12;17;78;25;-716;57;17;-22;25
?;724;-10;10;10;79;21;-721;16;10;-25;?
7;721;-13;3;2;86;31;-727;-7;2;-27;31
?;722;-5;0;11;89;32;-716;-39;11;-21;32
15;726;4;-5;0;98;7;-705;-15;0;-16;7
-17;727;1;-5;11;99;-17;-708;17;11;-19;-17
14;727;-1;-3;11;97;-8;?;-14;11;-21;-8
7;727;-1;-2;13;96;-7;-710;-7;13;-21;?
?;728;1;-8;-4;102;-3;-708;-55;-4;-20;-3
45;733;7;-8;-21;103;-17;-701;-45;-21;-20;-17
-46;734;5;6;6;88;-36;-697;46;6;-16;-36
-18;726;-3;8;21;82;-8;-700;18;21;-11;-8
-3;728;-2;1;13;89;-1;-703;?;13;-16;-1
2;739;4;6;3;85;-20;-705;?;3;-25;-20
25;733;-4;2;2;88;-3;-710;-25;2;-24;-3
11;731;1;-4;17;94;-1;-701;-11;17;-17;?
18;739;11;0;18;93;-17;-694;-18;18;-18;-17
?;732;0;-4;-8;95;-7;-702;-17;-8;-18;-7
-12;729;1;-5;-14;95;-4;-698;12;-14;-13;-4
-19;737;4;-2;2;94;-23;-702;19;2;-22;-23
-18;733;2;?;-10;90;-51;-701;18;-10;-19;-51
-13;735;4;10;-16;82;-31;-699;13;-16;-18;-31
6;740;-2;7;28;?;41;?;-6;28;-31;41
5;734;-4;-4;61;?;56;-713;?;61;-27;56
24;733;-3;-1;54;94;32;-710;-24;54;-25;32
72;729;?;2;47;93;55;-704;-72;47;-17;55
66;730;9;-4;26;102;57;-688;-66;26;-8;57
-7;739;13;-3;-8;105;25;-689;7;-8;-16;25
-39;741;13;4;-8;98;2;-689;39;-8;-16;2
-46;740;15;6;-16;97;-7;-685;46;-16;-12;-7
-97;728;-3;-5;-54;103;8;-704;97;-54;-18;8
-83;723;-12;-9;-52;106;-30;-719;83;-52;-25;-30
-30;729;-2;4;-35;94;-61;-711;30;?;-23;-61
-32;731;3;8;-41;87;-25;-705;32;?;-19;-25
-39;731;7;-1;-28;95;-7;-702;39;-28;-18;-7
-38;730;8;?;-11;96;-15;-700;38;?;-15;?
-41;730;5;5;3;88;-29;-703;41;3;-17;-29
-31;730;0;6;23;87;-4;-712;31;23;-24;-4
-24;719;-10;-7;14;98;40;?;24;14;-23;40
3;723;-7;-1;16;94;41;-721;-3;16;-25;41
15;737;4;10;31;87;45;-716;-15;31;-31;45
-6;726;2;-6;5;?;49;-711;6;5;-21;49
13;719;2;-3;-3;99;-8;-704;-13;?;-12;-8
-1;724;2;3;-1;93;-26;-706;1;-1;-15;-26
-13;722;-2;3;-13;91;22;-708;13;-13;-16;22
6;724;-1;8;-7;87;2;-709;-6;-7;-16;2
-6;723;-4;7;1;87;-27;-713;6;?;-19;-27
12;719;-8;11;10;81;8;-712;-12;10;-15;8
12;722;-5;4;11;88;10;-713;-12;11;-18;10
7;722;-1;2;13;90;7;-708;-7;13;-16;7
42;718;-2;5;27;87;31;-703;-42;27;-9;31
60;726;0;?;43;91;19;-707;-60;43;-17;19
38;?;4;11;41;87;14;-706;-38;41;?;14
7;729;2;2;24;95;24;?;-7;24;-16;24
16;729;2;-1;15;99;25;-702;-16;15;-17;25
33;735;5;3;6;96;48;-704;-33;6;-23;48
20;730;3;1;16;98;9;-701;-20;16;-17;9
2;733;7;5;4;96;-36;-695;-2;4;-14;-36
-16;739;10;7;-29;95;2;-696;16;-29;-19;2
-20;730;1;2;-6;97;14;?;20;-6;?;14
?;726;0;1;2;97;18;-696;10;2;-11;18
-31;727;-3;2;8;?;-3;-701;31;8;-15;-3
-12;725;-3;-1;24;101;8;-702;12;24;-14;8
27;732;9;-16;33;123;54;-695;-27;33;-17;54
7;735;7;-15;41;123;-1;-699;-7;?;-21;-1
?;735;3;17;8;90;-27;-695;-10;8;-15;-27
17;738;10;20;4;86;10;-686;?;4;-11;10
-14;738;4;8;5;96;3;-696;14;5;?;3
-48;732;?;5;-30;96;-22;-701;48;-30;-18;-22
-46;727;-2;-1;-40;101;-14;-696;46;-40;-11;-14
-9;729;-6;6;-32;92;3;-705;9;-32;-18;3
-3;730;-6;10;7;88;2;-707;?;7;-20;2
-7;732;4;0;37;100;19;-697;7;37;-16;19
?;732;3;-1;14;103;41;-700;11;14;-18;41
-33;731;1;3;-14;98;28;-701;33;-14;-17;28
-26;731;0;1;-8;100;37;?;26;-8;-19;37
-16;731;-3;-3;1;105;55;-710;16;1;-24;55
-34;?;-1;-2;-1;105;28;-707;34;-1;-20;28
-38;725;-3;0;?;102;29;-706;38;5;-18;29
-48;729;4;-2;-11;106;0;-702;48;-11;-18;0
-78;730;12;1;-32;103;?;-695;78;-32;-13;-39
-82;721;2;5;?;97;-5;-698;82;-29;-8;-5
-80;721;2;4;-30;98;-3;-697;80;-30;-7;-3
-118;724;4;10;-14;91;-22;-706;118;-14;-15;-22
-158;714;-2;0;-13;97;-36;-714;158;?;-14;-36
-125;712;-6;0;-38;95;-28;-721;125;-38;-18;-28
-75;711;-14;8;-20;85;-4;-736;75;-20;-26;-4
-60;697;-20;-4;11;93;-7;-740;60;11;-20;-7
-58;697;-20;-4;12;94;-7;-739;58;12;-20;-7
-69;697;-21;-5;11;94;-9;-740;69;?;?;-9
-22;701;-14;2;15;89;7;-736;22;15;-20;7
27;710;-3;6;?;89;30;-731;-27;49;-23;30
27;708;-2;-1;69;98;34;-728;-27;69;-20;34
?;708;-2;4;31;95;34;-723;-38;31;-16;34
30;709;2;1;11;100;17;-719;-30;11;?;17
25;709;3;-2;11;103;12;-718;-25;11;?;12
24;708;0;1;11;99;11;-719;-24;11;-14;?
14;707;-3;1;9;100;1;-721;-14;9;-15;1
17;708;-2;2;12;99;5;-720;-17;12;-14;5
?;708;-3;1;11;99;4;-721;-16;11;-14;4
8;707;-4;-3;-9;103;-14;-724;-8;-9;-17;-14
-4;709;-3;-1;13;102;-16;?;4;13;?;-16
-2;708;-2;4;43;98;10;-721;2;43;-16;10
8;710;0;1;36;102;24;-720;-8;36;-16;24
17;709;1;-6;19;110;12;-718;-17;19;-15;12
17;709;1;?;20;110;13;-719;-17;20;-15;?
11;718;2;3;26;103;17;-724;-11;26;-25;17
36;713;-4;4;4;101;-3;-723;-36;4;-20;-3
22;710;-2;3;33;102;0;-717;-22;33;-14;0
-13;?;7;3;26;104;15;-710;13;26;-14;15
-18;716;6;-1;-19;?;2;-711;18;-19;-14;2
-37;717;0;?;17;?;11;?;37;17;-23;11
-28;710;-5;-2;17;108;35;-724;28;17;-20;35
7;?;-1;3;16;105;15;-718;-7;16;-17;15
18;716;4;5;38;103;1;-715;?;38;?;1
14;715;2;4;26;104;3;-717;-14;26;-18;3
5;715;1;5;9;103;5;-718;-5;?;-18;5
14;712;2;4;-1;?;22;-713;-14;-1;-12;22
34;715;3;3;31;105;25;-713;-34;31;-16;25
39;717;4;2;46;106;23;-714;-39;46;-18;23
38;717;3;4;39;104;23;-714;-38;39;-18;23
36;717;4;2;38;107;25;-713;-36;38;-17;25
14;?;4;2;-3;111;23;-713;-14;-3;-17;23
-5;724;4;9;-14;106;13;-716;5;-14;-24;13
-5;721;3;3;15;109;24;-715;5;15;-21;24
?;717;1;-1;-18;113;5;-715;1;-18;-19;5
34;716;-1;-1;-20;111;-22;-716;-34;-20;-19;-22
28;715;-1;-2;-1;111;15;-714;-28;-1;-17;15
-17;719;1;1;-9;110;22;-714;17;-9;-19;22
-7;717;?;-2;27;113;-7;-714;7;27;-18;-7
-21;709;-7;-6;18;114;28;-716;21;18;-14;28
-14;714;-2;1;19;109;44;?;14;19;-16;44
31;719;3;0;22;112;12;?;-31;22;-18;12
21;717;0;-4;-29;116;16;-714;-21;-29;-19;16
5;721;?;2;-20;110;3;-715;-5;-20;-21;3
14;720;0;0;1;112;-18;-716;-14;1;-21;-18
13;717;0;-9;-11;120;6;-715;-13;-11;-20;6
-7;722;5;-1;3;114;11;-712;7;3;-21;11
-1;720;5;3;29;109;4;-708;1;29;-16;4
-12;715;3;3;29;109;15;-706;?;29;-11;?
-28;719;1;7;21;105;14;-712;28;21;-17;14
11;721;-1;-1;6;114;7;-719;-11;6;-24;7
-7;719;3;-6;-13;120;-12;-713;7;-13;-20;-12
-33;718;1;-5;4;119;-14;-714;33;4;-20;-14
12;?;-2;3;5;110;-5;-715;-12;5;-18;-5
11;720;?;8;-9;106;6;-710;-11;-9;?;6
-6;721;2;0;10;?;14;-714;6;10;-21;14
15;720;2;4;4;109;-14;-711;-15;4;-18;-14
-3;718;4;1;-3;111;3;-709;3;-3;-15;3
-21;716;3;-6;3;118;34;-711;21;3;-16;34
-16;717;4;-2;-1;115;17;-709;16;-1;-15;17
-16;717;3;-4;1;116;27;-710;16;1;-16;27
-16;717;3;-4;1;116;26;-710;16;1;-16;26
-24;721;7;1;-1;112;-21;-707;24;-1;-16;-21
17;718;3;2;3;111;-14;-711;-17;3;-17;-14
10;718;2;4;-7;108;13;-711;-10;-7;-17;13
-15;721;4;8;-5;?;15;-710;15;-5;?;15
31;719;2;2;23;110;24;-712;-31;23;-18;24
30;719;2;2;22;110;24;-712;-30;22;-18;24
7;719;0;10;2;103;25;-713;-7;2;-18;25
4;718;2;4;7;?;13;-709;-4;7;-15;13
7;717;2;-2;1;114;-2;-709;-7;1;-15;-2
3;717;-3;3;-41;108;-9;-715;-3;-41;-19;-9
7;717;-2;1;-26;110;-5;-714;-7;-26;-18;-5
45;719;-1;-1;10;112;21;-714;-45;10;-19;21
34;724;0;5;-18;108;26;-715;-34;-18;?;26
-12;724;3;2;6;110;?;-711;12;6;-21;23
?;718;-2;-4;33;115;20;-715;-20;33;-20;20
64;715;-3;-4;21;116;-1;-711;-64;21;-15;-1
36;722;5;-2;52;116;16;-704;-36;52;-15;16
16;729;?;5;30;?;44;-710;?;30;-23;44
24;726;?;11;-9;105;20;?;-24;-9;-18;20
28;?;-3;6;38;109;21;-711;-28;38;-22;21
26;726;-4;1;56;116;37;-714;-26;56;-25;?
28;722;0;2;12;117;34;?;-28;12;-16;34
27;723;0;1;21;118;33;-706;-27;21;-17;33
?;723;6;-5;27;128;8;-697;-18;27;-13;8
9;723;5;-7;-23;131;4;-696;-9;?;-12;4
2;728;2;3;-10;122;29;-703;-2;-10;-20;29
11;730;3;4;25;122;30;-703;-11;25;-21;30
12;?;2;1;-22;123;9;-703;-12;-22;-20;9
-28;729;2;8;?;116;-7;-702;28;-30;-18;-7
-44;726;1;5;11;118;1;-702;44;11;-17;1
-2;723;1;1;-21;121;9;-701;2;-21;-14;9
