InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK accY;InertialMeasurementUnit LUA accX;InertialMeasurementUnit RUA gyroY;Accelerometer LUA^ accY;Accelerometer RKN^ accX;InertialMeasurementUnit RLA gyroY;InertialMeasurementUnit LUA accZ;Accelerometer BACK accX
7;-345.0;-942.0;451.0;954.0;-261.0;-246.0;293.0;241.0
16;-353.0;-925.0;612.0;964.0;-228.0;-86.0;321.0;262.0
3;-312.0;-935.0;472.0;946.0;?;?;303.0;266.0
-17;?;-940.0;599.0;947.0;-212.0;286.0;285.0;289.0
-14;-338.0;-967.0;565.0;932.0;-291.0;424.0;278.0;251.0
?;-351.0;-946.0;484.0;934.0;-263.0;386.0;300.0;261.0
8;-352.0;?;461.0;947.0;-270.0;213.0;304.0;223.0
-9;-385.0;-929.0;456.0;941.0;-250.0;24.0;292.0;275.0
-28;-388.0;-936.0;276.0;959.0;-215.0;-135.0;295.0;269.0
10;-405.0;-930.0;173.0;951.0;-285.0;-71.0;303.0;260.0
13;-403.0;-915.0;?;940.0;-247.0;37.0;312.0;267.0
12;-392.0;-918.0;-122.0;948.0;-244.0;6.0;309.0;229.0
7;-399.0;-908.0;-96.0;930.0;-288.0;30.0;298.0;208.0
0;-398.0;-928.0;-19.0;923.0;-336.0;-362.0;303.0;249.0
6;-425.0;-942.0;?;951.0;-347.0;-306.0;321.0;268.0
2;-402.0;-926.0;-135.0;960.0;-292.0;-182.0;342.0;265.0
0;-402.0;-913.0;-65.0;967.0;-288.0;-178.0;339.0;206.0
6;-401.0;?;-105.0;954.0;-277.0;47.0;?;217.0
22;-374.0;?;-137.0;945.0;-290.0;66.0;337.0;232.0
6;-375.0;-900.0;-88.0;937.0;-271.0;-61.0;315.0;200.0
-3;-386.0;-929.0;11.0;?;-239.0;?;311.0;?
14;-419.0;-941.0;74.0;949.0;-277.0;296.0;337.0;214.0
?;-392.0;-939.0;179.0;947.0;-281.0;788.0;354.0;211.0
-8;-375.0;-922.0;339.0;949.0;-291.0;563.0;340.0;202.0
-14;-385.0;-907.0;363.0;941.0;-258.0;?;322.0;240.0
?;-379.0;-906.0;173.0;946.0;-216.0;640.0;?;242.0
28;-374.0;-912.0;126.0;950.0;-206.0;750.0;326.0;270.0
?;-379.0;?;99.0;922.0;-232.0;853.0;328.0;257.0
-26;-371.0;-929.0;177.0;921.0;-220.0;697.0;329.0;276.0
-6;-368.0;-925.0;253.0;920.0;-235.0;354.0;332.0;274.0
4;-383.0;?;325.0;923.0;-224.0;66.0;337.0;272.0
3;-402.0;-926.0;316.0;941.0;?;-112.0;329.0;281.0
-1;-394.0;-904.0;237.0;938.0;-257.0;-140.0;?;270.0
2;-400.0;-895.0;104.0;941.0;-249.0;-19.0;347.0;249.0
1;-404.0;-895.0;-2.0;935.0;-244.0;203.0;?;263.0
-6;-409.0;-903.0;-30.0;928.0;-262.0;249.0;332.0;270.0
1;-410.0;-909.0;-45.0;926.0;-258.0;257.0;340.0;263.0
1;-412.0;-912.0;-45.0;916.0;-289.0;322.0;?;241.0
-9;-414.0;-912.0;9.0;935.0;-282.0;?;352.0;257.0
?;-410.0;-905.0;?;933.0;-270.0;92.0;357.0;259.0
-10;-402.0;-904.0;55.0;928.0;?;6.0;360.0;250.0
-3;-407.0;-903.0;49.0;938.0;-214.0;-31.0;355.0;252.0
4;-408.0;-897.0;-50.0;941.0;-232.0;39.0;353.0;269.0
-1;-406.0;-898.0;-82.0;922.0;-248.0;44.0;?;257.0
-2;-399.0;-906.0;-102.0;930.0;-256.0;154.0;355.0;259.0
5;-406.0;-900.0;-125.0;909.0;-243.0;164.0;348.0;261.0
4;-405.0;-900.0;-60.0;916.0;-267.0;87.0;353.0;269.0
-3;-402.0;-901.0;-24.0;936.0;-251.0;47.0;353.0;250.0
-1;-398.0;-907.0;26.0;908.0;-255.0;-19.0;?;261.0
-4;-401.0;-901.0;72.0;927.0;-235.0;-118.0;359.0;273.0
-9;-404.0;-889.0;66.0;911.0;-232.0;-166.0;370.0;294.0
-4;-403.0;-892.0;4.0;925.0;-222.0;-156.0;366.0;291.0
2;-394.0;-890.0;109.0;931.0;?;-184.0;360.0;?
5;-400.0;?;130.0;892.0;-222.0;-323.0;360.0;272.0
6;-398.0;-891.0;?;909.0;-231.0;-299.0;362.0;259.0
2;-392.0;-894.0;-4.0;930.0;?;28.0;362.0;259.0
1;-418.0;-897.0;-35.0;928.0;-215.0;128.0;364.0;269.0
4;-422.0;-903.0;58.0;939.0;-253.0;-14.0;369.0;270.0
3;-418.0;-901.0;17.0;931.0;-266.0;-146.0;371.0;277.0
?;-418.0;-890.0;-57.0;930.0;-278.0;-195.0;368.0;269.0
3;-411.0;-884.0;-46.0;921.0;?;-111.0;361.0;265.0
2;-420.0;-885.0;-38.0;912.0;-233.0;-22.0;346.0;262.0
-2;-412.0;-895.0;-16.0;920.0;-227.0;-16.0;364.0;265.0
0;?;-913.0;38.0;927.0;-248.0;-69.0;371.0;265.0
2;-418.0;-905.0;26.0;944.0;-255.0;-54.0;382.0;?
-1;-411.0;-895.0;16.0;900.0;-222.0;-82.0;373.0;281.0
4;-407.0;-884.0;14.0;923.0;-228.0;-142.0;363.0;283.0
3;-412.0;-883.0;-25.0;920.0;-237.0;-198.0;363.0;298.0
-4;-410.0;-888.0;-58.0;909.0;-259.0;-197.0;367.0;275.0
-1;-404.0;-896.0;-146.0;905.0;-244.0;-70.0;367.0;251.0
-2;-409.0;-894.0;-141.0;904.0;-240.0;-23.0;363.0;258.0
2;?;-899.0;-165.0;919.0;?;-79.0;367.0;279.0
4;-418.0;-895.0;-301.0;914.0;-249.0;-66.0;369.0;267.0
3;-409.0;-891.0;-416.0;909.0;-253.0;-57.0;369.0;249.0
1;-411.0;-883.0;-412.0;921.0;-246.0;-67.0;368.0;236.0
-8;-406.0;-890.0;-448.0;903.0;-230.0;-51.0;352.0;219.0
1;-399.0;-890.0;-484.0;911.0;?;-184.0;355.0;224.0
4;-401.0;-890.0;-418.0;910.0;-237.0;-712.0;362.0;233.0
0;-411.0;-889.0;-502.0;913.0;-261.0;-1070.0;370.0;?
1;-393.0;-889.0;-670.0;922.0;-280.0;-1185.0;370.0;238.0
1;-383.0;-877.0;-631.0;?;-266.0;-1279.0;349.0;229.0
1;-373.0;-880.0;-507.0;946.0;-234.0;-1397.0;339.0;219.0
?;-378.0;-890.0;-446.0;921.0;-224.0;?;334.0;226.0
-2;-376.0;-896.0;-533.0;926.0;-232.0;-1475.0;349.0;242.0
1;-372.0;-904.0;-466.0;929.0;-270.0;-1409.0;356.0;222.0
-8;-375.0;-906.0;-473.0;935.0;-252.0;-1242.0;349.0;231.0
-1;-377.0;-914.0;-406.0;934.0;-261.0;-1044.0;336.0;211.0
2;-373.0;-912.0;-401.0;929.0;-240.0;-854.0;335.0;240.0
-1;-372.0;-908.0;-396.0;917.0;-231.0;-702.0;327.0;209.0
-4;-377.0;-907.0;-446.0;929.0;-244.0;-440.0;325.0;211.0
1;-374.0;-912.0;-435.0;929.0;-249.0;-174.0;334.0;202.0
5;-368.0;-917.0;-422.0;939.0;-259.0;?;336.0;213.0
-3;-373.0;-907.0;-461.0;930.0;-261.0;331.0;343.0;210.0
-2;-354.0;-892.0;-454.0;922.0;-221.0;547.0;331.0;207.0
5;-373.0;-901.0;-459.0;929.0;-225.0;761.0;327.0;205.0
6;-358.0;-903.0;-392.0;932.0;-242.0;?;330.0;209.0
?;-352.0;?;-312.0;936.0;-252.0;1075.0;325.0;194.0
4;-356.0;-914.0;-160.0;934.0;-255.0;969.0;323.0;191.0
0;-363.0;-908.0;-31.0;948.0;-263.0;801.0;336.0;202.0
5;-359.0;?;22.0;937.0;-259.0;586.0;336.0;236.0
6;-353.0;-903.0;105.0;936.0;-255.0;535.0;332.0;225.0
9;-354.0;-904.0;179.0;927.0;-231.0;507.0;319.0;203.0
4;-355.0;?;190.0;?;-241.0;474.0;310.0;202.0
-2;-349.0;-922.0;100.0;934.0;-191.0;446.0;319.0;202.0
6;-351.0;-927.0;129.0;?;-213.0;?;324.0;202.0
?;?;-924.0;181.0;941.0;-225.0;-146.0;331.0;214.0
0;-366.0;-918.0;117.0;947.0;-251.0;-429.0;324.0;218.0
-2;-368.0;-915.0;?;949.0;-225.0;-574.0;317.0;197.0
-2;-351.0;-914.0;?;930.0;?;-628.0;316.0;209.0
5;-347.0;-912.0;-136.0;921.0;-236.0;-653.0;?;197.0
4;-353.0;-921.0;-175.0;922.0;-208.0;-663.0;317.0;165.0
0;-352.0;-931.0;-225.0;943.0;-235.0;?;324.0;191.0
4;-349.0;-928.0;-254.0;947.0;-242.0;-648.0;321.0;203.0
1;-350.0;-915.0;-128.0;953.0;-232.0;-676.0;318.0;206.0
1;-346.0;?;-99.0;953.0;-246.0;-827.0;300.0;220.0
5;-342.0;-904.0;-114.0;931.0;-224.0;-850.0;297.0;214.0
0;-342.0;-921.0;-93.0;936.0;-205.0;-887.0;303.0;209.0
0;-326.0;-923.0;-51.0;959.0;-190.0;-1051.0;309.0;221.0
?;-351.0;-928.0;-40.0;944.0;-230.0;-1047.0;310.0;211.0
1;-356.0;-937.0;-33.0;951.0;-231.0;-1039.0;308.0;221.0
0;-348.0;-928.0;-72.0;961.0;-266.0;-910.0;308.0;?
-1;-352.0;-921.0;-143.0;964.0;-289.0;-648.0;303.0;208.0
?;-360.0;-926.0;-140.0;?;-253.0;-468.0;291.0;191.0
-1;-357.0;-925.0;-228.0;931.0;-259.0;-257.0;291.0;189.0
-2;-381.0;-932.0;-230.0;949.0;-248.0;33.0;303.0;188.0
1;-365.0;-942.0;-270.0;947.0;-259.0;297.0;301.0;205.0
2;-346.0;-942.0;-247.0;943.0;-273.0;351.0;307.0;197.0
0;-349.0;-940.0;-208.0;970.0;-267.0;399.0;310.0;188.0
0;-334.0;-930.0;-255.0;964.0;-247.0;?;299.0;204.0
5;-339.0;-920.0;-216.0;958.0;-234.0;626.0;288.0;?
3;-320.0;-936.0;-282.0;?;-229.0;593.0;293.0;188.0
-3;-320.0;-926.0;-312.0;943.0;-218.0;500.0;297.0;164.0
-7;-356.0;-942.0;-350.0;940.0;-222.0;415.0;298.0;126.0
-6;-338.0;-943.0;-466.0;934.0;-229.0;425.0;293.0;134.0
5;-337.0;-935.0;?;927.0;-261.0;600.0;278.0;134.0
11;-327.0;-918.0;-559.0;936.0;-271.0;718.0;265.0;83.0
2;-322.0;-918.0;-495.0;953.0;-272.0;496.0;260.0;69.0
?;-327.0;-909.0;-356.0;968.0;-265.0;164.0;268.0;88.0
9;-301.0;-909.0;-268.0;959.0;-224.0;103.0;280.0;65.0
-1;-254.0;-891.0;-90.0;967.0;-207.0;299.0;283.0;35.0
-19;-285.0;-902.0;46.0;987.0;-222.0;386.0;267.0;40.0
?;-273.0;-914.0;148.0;1003.0;-240.0;439.0;243.0;60.0
14;?;-938.0;124.0;957.0;-226.0;558.0;232.0;61.0
7;-240.0;-943.0;152.0;958.0;-206.0;872.0;222.0;58.0
8;-249.0;-954.0;181.0;964.0;-172.0;1228.0;211.0;11.0
-1;-234.0;-978.0;162.0;974.0;-137.0;1304.0;206.0;22.0
-5;-204.0;-976.0;147.0;977.0;-141.0;?;184.0;69.0
0;-205.0;-971.0;215.0;1014.0;-190.0;1507.0;?;104.0
-1;-234.0;-964.0;222.0;1019.0;-246.0;1781.0;204.0;80.0
1;-214.0;-961.0;298.0;1024.0;?;2025.0;191.0;85.0
5;-212.0;-968.0;461.0;1028.0;-261.0;2006.0;171.0;66.0
5;-189.0;-966.0;461.0;993.0;-250.0;1785.0;163.0;59.0
3;-208.0;-983.0;?;971.0;-226.0;1192.0;153.0;55.0
?;-254.0;-1009.0;312.0;1003.0;-191.0;764.0;171.0;50.0
9;-258.0;-1005.0;191.0;999.0;?;448.0;155.0;58.0
-5;-236.0;-996.0;106.0;979.0;?;245.0;183.0;61.0
-18;-229.0;-991.0;5.0;968.0;-233.0;75.0;188.0;67.0
-4;-216.0;-963.0;-45.0;967.0;-241.0;-53.0;186.0;69.0
-1;-231.0;-974.0;-118.0;958.0;-223.0;?;182.0;?
-4;-224.0;-967.0;-87.0;960.0;-216.0;-300.0;178.0;70.0
-5;-216.0;-973.0;-112.0;972.0;-214.0;-370.0;200.0;76.0
-5;-221.0;-956.0;-100.0;989.0;-224.0;-478.0;193.0;81.0
0;-229.0;-948.0;-104.0;982.0;-237.0;-603.0;179.0;51.0
-3;-222.0;-938.0;-97.0;975.0;-259.0;-584.0;177.0;79.0
0;-219.0;-938.0;1.0;956.0;-235.0;-504.0;167.0;97.0
2;-215.0;-944.0;3.0;954.0;?;-426.0;175.0;86.0
0;-228.0;-968.0;?;992.0;-221.0;-283.0;186.0;67.0
4;-243.0;-985.0;30.0;1021.0;?;-55.0;213.0;80.0
?;-243.0;-957.0;43.0;1025.0;-245.0;81.0;175.0;95.0
-3;-232.0;-945.0;40.0;1018.0;-243.0;162.0;169.0;85.0
-1;-240.0;-949.0;23.0;998.0;?;190.0;214.0;102.0
-2;-243.0;-967.0;52.0;997.0;-294.0;253.0;216.0;85.0
-3;-244.0;-973.0;55.0;987.0;-283.0;258.0;207.0;106.0
-3;-246.0;-1000.0;84.0;967.0;-283.0;?;218.0;114.0
-2;-249.0;-994.0;67.0;970.0;-274.0;305.0;212.0;97.0
1;-264.0;-973.0;50.0;988.0;-278.0;373.0;187.0;104.0
-8;-255.0;-983.0;69.0;1003.0;-305.0;416.0;?;87.0
-10;-259.0;-967.0;48.0;1010.0;-267.0;290.0;153.0;79.0
0;-251.0;-961.0;-3.0;978.0;-244.0;163.0;161.0;77.0
7;-256.0;-959.0;-54.0;975.0;-271.0;42.0;?;68.0
6;-269.0;-967.0;-39.0;960.0;-236.0;-65.0;197.0;94.0
-1;-269.0;-980.0;-83.0;959.0;-220.0;-56.0;192.0;115.0
5;-265.0;-984.0;-54.0;952.0;-221.0;?;193.0;116.0
5;-257.0;-977.0;-13.0;950.0;-190.0;-121.0;209.0;137.0
-3;-250.0;-963.0;-59.0;977.0;-206.0;-155.0;215.0;131.0
8;-245.0;-955.0;-24.0;968.0;-244.0;4.0;216.0;147.0
12;-241.0;-945.0;1.0;985.0;-237.0;59.0;213.0;168.0
-1;-252.0;-945.0;11.0;978.0;-253.0;86.0;208.0;140.0
-1;-260.0;-946.0;55.0;997.0;-286.0;142.0;215.0;144.0
1;-278.0;-950.0;52.0;1016.0;-278.0;195.0;223.0;154.0
0;-282.0;-953.0;55.0;989.0;-289.0;179.0;213.0;156.0
7;-293.0;-961.0;40.0;936.0;-315.0;122.0;225.0;139.0
4;-297.0;-959.0;26.0;942.0;-317.0;64.0;240.0;153.0
-1;-322.0;-966.0;-9.0;938.0;-297.0;24.0;213.0;147.0
5;-321.0;-989.0;-36.0;957.0;-287.0;-45.0;236.0;121.0
5;-291.0;-988.0;-45.0;971.0;-303.0;-50.0;255.0;97.0
-5;?;-967.0;-40.0;980.0;-240.0;-96.0;254.0;96.0
-3;-287.0;-920.0;-52.0;973.0;-219.0;-125.0;235.0;86.0
0;-280.0;-912.0;?;993.0;-261.0;-226.0;242.0;75.0
-7;-275.0;-922.0;-61.0;978.0;-238.0;-255.0;225.0;?
-3;-272.0;-952.0;-49.0;958.0;-184.0;-200.0;206.0;85.0
1;-258.0;-968.0;-59.0;951.0;-181.0;-215.0;214.0;79.0
?;-256.0;-964.0;-27.0;963.0;-221.0;-231.0;220.0;101.0
2;-255.0;-957.0;-13.0;987.0;-214.0;-260.0;206.0;91.0
-6;-261.0;-968.0;-30.0;968.0;-232.0;-216.0;204.0;105.0
-3;-258.0;-954.0;-64.0;979.0;-245.0;-196.0;202.0;?
2;-253.0;-943.0;-102.0;997.0;-274.0;-146.0;225.0;90.0
1;?;-933.0;-135.0;981.0;-252.0;-169.0;253.0;97.0
0;-246.0;-949.0;-150.0;971.0;-285.0;-131.0;274.0;97.0
4;?;-969.0;-134.0;987.0;-268.0;-43.0;?;88.0
5;-249.0;-955.0;-84.0;974.0;-222.0;?;213.0;86.0
-8;-251.0;-967.0;-55.0;980.0;-237.0;4.0;210.0;77.0
?;-249.0;-970.0;-33.0;971.0;-250.0;-23.0;185.0;86.0
-1;-243.0;-966.0;0.0;966.0;-270.0;-62.0;192.0;77.0
0;-250.0;-963.0;-7.0;?;-261.0;-57.0;209.0;65.0
3;-246.0;-962.0;43.0;961.0;-240.0;-40.0;209.0;?
-3;-248.0;-961.0;18.0;957.0;-228.0;12.0;209.0;78.0
?;-244.0;-962.0;18.0;966.0;-211.0;-20.0;213.0;80.0
1;-246.0;-951.0;42.0;976.0;?;-21.0;203.0;98.0
0;-242.0;-962.0;52.0;?;-229.0;-26.0;218.0;79.0
-2;-238.0;-960.0;22.0;978.0;-218.0;-30.0;214.0;101.0
-6;-240.0;-957.0;0.0;978.0;-227.0;-42.0;209.0;90.0
-6;-237.0;-940.0;-13.0;977.0;-226.0;-81.0;189.0;79.0
-6;-238.0;-947.0;-26.0;980.0;?;-97.0;202.0;89.0
-5;?;-968.0;9.0;1001.0;-258.0;-58.0;216.0;85.0
-7;-249.0;-965.0;-5.0;988.0;-248.0;-48.0;216.0;87.0
-4;?;-952.0;-33.0;979.0;-237.0;-17.0;207.0;86.0
4;-246.0;?;-25.0;?;-252.0;-36.0;205.0;86.0
-2;-249.0;-967.0;-10.0;940.0;-224.0;-27.0;208.0;96.0
-6;-245.0;-970.0;24.0;983.0;-230.0;12.0;208.0;106.0
0;-245.0;-982.0;86.0;1008.0;-262.0;44.0;216.0;106.0
0;-246.0;-969.0;50.0;1019.0;-279.0;90.0;221.0;107.0
-4;-249.0;-943.0;65.0;1000.0;-249.0;114.0;165.0;118.0
-3;-248.0;-929.0;50.0;989.0;-252.0;177.0;148.0;125.0
1;-251.0;-935.0;39.0;978.0;-267.0;197.0;167.0;128.0
1;-256.0;-975.0;?;979.0;?;195.0;231.0;133.0
1;-266.0;-998.0;48.0;959.0;-279.0;233.0;258.0;120.0
5;?;-992.0;24.0;978.0;-304.0;162.0;259.0;134.0
10;-273.0;-978.0;12.0;979.0;-245.0;135.0;227.0;126.0
?;-286.0;-962.0;0.0;982.0;-245.0;168.0;207.0;?
4;-280.0;-953.0;21.0;943.0;-234.0;?;199.0;140.0
-2;-274.0;-958.0;10.0;956.0;-271.0;123.0;194.0;126.0
-5;-275.0;-953.0;36.0;972.0;-282.0;105.0;202.0;125.0
-3;-279.0;-953.0;-13.0;978.0;-274.0;?;207.0;134.0
1;-284.0;-956.0;25.0;978.0;-252.0;65.0;217.0;135.0
1;-286.0;-949.0;-14.0;975.0;-270.0;46.0;229.0;135.0
-4;-289.0;-947.0;8.0;985.0;-241.0;56.0;227.0;135.0
-5;-286.0;-949.0;-21.0;?;-243.0;38.0;221.0;134.0
0;-281.0;?;-13.0;965.0;-264.0;56.0;232.0;120.0
1;-282.0;-951.0;-16.0;975.0;-282.0;64.0;240.0;118.0
-2;-283.0;-957.0;-22.0;986.0;-263.0;81.0;?;124.0
-7;-280.0;-962.0;-5.0;978.0;-251.0;64.0;230.0;111.0
-5;-286.0;-964.0;-54.0;978.0;-269.0;55.0;225.0;123.0
1;-283.0;-967.0;-18.0;968.0;-284.0;0.0;229.0;118.0
0;-284.0;?;-9.0;968.0;-270.0;17.0;226.0;121.0
-3;-277.0;-956.0;?;967.0;-258.0;58.0;226.0;125.0
?;-279.0;-958.0;-7.0;953.0;-264.0;37.0;219.0;133.0
3;-281.0;-959.0;?;955.0;?;25.0;211.0;128.0
3;-274.0;-958.0;-13.0;982.0;-245.0;0.0;220.0;124.0
?;-275.0;-952.0;-31.0;972.0;-270.0;33.0;222.0;135.0
2;-281.0;-956.0;-35.0;962.0;-262.0;12.0;222.0;144.0
?;-282.0;-957.0;-12.0;960.0;-261.0;-10.0;221.0;141.0
4;-276.0;-952.0;3.0;988.0;-251.0;2.0;222.0;103.0
-2;-277.0;-943.0;-22.0;1032.0;-272.0;-20.0;226.0;108.0
-6;-278.0;-942.0;21.0;1008.0;-268.0;-19.0;230.0;87.0
-5;-277.0;-940.0;-14.0;978.0;-264.0;-93.0;235.0;100.0
6;-277.0;-944.0;-14.0;970.0;-284.0;-154.0;237.0;124.0
7;-297.0;-969.0;-39.0;967.0;-273.0;-254.0;229.0;98.0
-11;-296.0;-1007.0;-126.0;987.0;-261.0;-378.0;?;124.0
-6;?;-1032.0;-186.0;967.0;-273.0;-492.0;216.0;133.0
4;-282.0;-1011.0;-200.0;966.0;-243.0;-549.0;204.0;106.0
4;-260.0;-959.0;-208.0;932.0;-258.0;-635.0;191.0;80.0
?;-265.0;-949.0;-180.0;927.0;-234.0;-698.0;175.0;?
6;-272.0;-952.0;-135.0;950.0;-230.0;-668.0;193.0;77.0
1;-260.0;-950.0;-104.0;949.0;-246.0;-680.0;238.0;94.0
3;-274.0;-949.0;-58.0;943.0;-230.0;-743.0;263.0;106.0
1;-267.0;-939.0;63.0;944.0;-241.0;-742.0;259.0;97.0
-1;-255.0;-921.0;251.0;947.0;-222.0;-884.0;251.0;128.0
-1;-248.0;-926.0;290.0;957.0;-222.0;-1010.0;245.0;159.0
-1;-242.0;-925.0;310.0;939.0;-229.0;-994.0;245.0;168.0
2;-234.0;-928.0;?;933.0;-197.0;-933.0;251.0;142.0
4;-256.0;-934.0;?;956.0;-178.0;-705.0;261.0;159.0
2;-247.0;-922.0;226.0;967.0;-170.0;-325.0;264.0;147.0
2;-245.0;-923.0;305.0;968.0;-175.0;-99.0;251.0;144.0
3;-257.0;-927.0;269.0;978.0;-222.0;-103.0;244.0;143.0
5;-300.0;-931.0;169.0;966.0;-240.0;-127.0;?;154.0
5;-299.0;-943.0;109.0;948.0;?;59.0;256.0;168.0
1;-277.0;-945.0;101.0;949.0;-257.0;173.0;253.0;152.0
5;-305.0;-940.0;64.0;947.0;-290.0;?;250.0;171.0
7;-308.0;?;66.0;936.0;-284.0;155.0;251.0;156.0
0;-308.0;-948.0;34.0;946.0;-259.0;64.0;259.0;145.0
0;-302.0;?;88.0;941.0;-254.0;-130.0;?;125.0
6;-306.0;-936.0;49.0;?;-241.0;-227.0;280.0;144.0
3;-308.0;-937.0;-49.0;964.0;-241.0;-175.0;268.0;136.0
-1;-299.0;-927.0;-56.0;962.0;-231.0;-92.0;273.0;140.0
-1;-300.0;-923.0;-75.0;959.0;-240.0;-7.0;279.0;113.0
-1;-297.0;-920.0;-135.0;937.0;-245.0;70.0;277.0;130.0
?;-287.0;-920.0;-79.0;949.0;-271.0;124.0;269.0;136.0
1;-285.0;-923.0;?;939.0;-241.0;43.0;271.0;128.0
1;-293.0;-937.0;-42.0;958.0;-230.0;38.0;279.0;135.0
0;-291.0;?;7.0;959.0;-233.0;?;?;140.0
0;-285.0;-930.0;0.0;958.0;-248.0;62.0;288.0;143.0
-1;-284.0;-929.0;42.0;951.0;?;67.0;278.0;159.0
-4;-288.0;-929.0;17.0;965.0;?;50.0;261.0;137.0
-3;-288.0;-926.0;68.0;935.0;-218.0;34.0;277.0;142.0
-3;-283.0;-920.0;40.0;957.0;-220.0;-3.0;275.0;145.0
?;-284.0;-930.0;-28.0;950.0;-229.0;-24.0;272.0;135.0
2;-290.0;-936.0;17.0;958.0;-239.0;-3.0;265.0;135.0
-2;-293.0;-938.0;-2.0;960.0;-251.0;35.0;?;136.0
-2;-292.0;-936.0;36.0;945.0;-231.0;77.0;276.0;155.0
-2;-288.0;-932.0;46.0;950.0;-241.0;53.0;277.0;154.0
0;-290.0;-927.0;42.0;947.0;-218.0;-14.0;268.0;152.0
3;-287.0;-929.0;19.0;949.0;-214.0;-27.0;266.0;143.0
0;-287.0;-931.0;0.0;948.0;-221.0;?;269.0;163.0
-2;-290.0;-935.0;33.0;948.0;-240.0;32.0;273.0;147.0
0;-290.0;-933.0;79.0;958.0;-243.0;28.0;280.0;118.0
-4;-299.0;-927.0;72.0;968.0;-237.0;-24.0;?;?
-8;-293.0;-915.0;46.0;958.0;-252.0;-16.0;290.0;148.0
-3;-303.0;-926.0;41.0;961.0;-253.0;-17.0;271.0;169.0
4;-305.0;?;-46.0;965.0;-236.0;48.0;277.0;166.0
1;?;-926.0;-94.0;962.0;-230.0;172.0;280.0;177.0
1;-310.0;-929.0;-187.0;978.0;-192.0;199.0;288.0;194.0
13;-281.0;-938.0;-168.0;962.0;-218.0;-131.0;279.0;173.0
24;-292.0;-924.0;-222.0;954.0;-178.0;-542.0;264.0;182.0
22;-301.0;-932.0;-317.0;951.0;-188.0;-498.0;256.0;145.0
-5;-311.0;-937.0;-419.0;1002.0;-220.0;-193.0;263.0;173.0
-23;-314.0;-952.0;?;1068.0;-260.0;113.0;276.0;133.0
-21;-316.0;-953.0;-438.0;1039.0;-220.0;446.0;268.0;96.0
-38;-319.0;-949.0;-480.0;964.0;-247.0;804.0;255.0;51.0
-12;-323.0;?;-394.0;896.0;-244.0;1142.0;249.0;4.0
68;-316.0;-955.0;-381.0;838.0;-195.0;1620.0;244.0;73.0
93;-326.0;-1010.0;-228.0;868.0;-178.0;1915.0;299.0;158.0
23;-322.0;-1054.0;36.0;949.0;-246.0;2031.0;386.0;152.0
10;-294.0;-1028.0;463.0;1010.0;-239.0;2073.0;326.0;187.0
114;-265.0;-946.0;?;1086.0;-262.0;2085.0;152.0;177.0
158;-223.0;-848.0;538.0;1071.0;-281.0;1727.0;-22.0;102.0
134;-148.0;-798.0;90.0;996.0;-382.0;1101.0;-48.0;35.0
145;-209.0;-851.0;282.0;924.0;-283.0;462.0;53.0;-15.0
75;-284.0;-956.0;-64.0;907.0;-273.0;-81.0;236.0;-85.0
-40;-284.0;?;-79.0;882.0;-327.0;-669.0;341.0;-124.0
-95;-322.0;-1096.0;-232.0;922.0;?;-1090.0;324.0;-69.0
-174;-292.0;-1020.0;-381.0;955.0;-373.0;-1195.0;294.0;-42.0
-114;-217.0;-960.0;-397.0;972.0;-255.0;-1056.0;237.0;-70.0
-225;-152.0;-902.0;-421.0;968.0;-246.0;-695.0;150.0;-67.0
-267;-92.0;-865.0;-457.0;994.0;-178.0;-263.0;98.0;-83.0
220;-72.0;-873.0;?;995.0;108.0;1.0;84.0;-81.0
248;-49.0;-914.0;-281.0;982.0;?;240.0;43.0;?
-49;-144.0;-940.0;-43.0;998.0;-126.0;331.0;31.0;-53.0
13;-151.0;-965.0;143.0;959.0;-209.0;323.0;62.0;-58.0
60;-135.0;-980.0;326.0;976.0;-218.0;159.0;114.0;-65.0
18;-112.0;?;420.0;927.0;-119.0;159.0;185.0;-44.0
1;-105.0;-997.0;553.0;945.0;-134.0;232.0;242.0;20.0
19;-103.0;-999.0;614.0;963.0;-121.0;225.0;223.0;85.0
38;-111.0;-978.0;546.0;1024.0;-74.0;304.0;162.0;179.0
25;-110.0;-937.0;525.0;1167.0;-260.0;339.0;68.0;163.0
20;-90.0;-918.0;475.0;1105.0;-450.0;303.0;5.0;154.0
44;-68.0;-905.0;496.0;937.0;-680.0;341.0;0.0;131.0
42;-114.0;-931.0;477.0;1000.0;134.0;316.0;9.0;130.0
?;-173.0;-960.0;436.0;1035.0;-408.0;283.0;28.0;158.0
16;-253.0;-1048.0;392.0;?;-681.0;256.0;69.0;152.0
27;-368.0;?;290.0;804.0;-121.0;188.0;144.0;225.0
24;-277.0;-1035.0;180.0;794.0;-88.0;7.0;270.0;334.0
24;-275.0;-928.0;42.0;866.0;80.0;-133.0;303.0;352.0
14;-365.0;-982.0;-35.0;1033.0;-45.0;-120.0;253.0;274.0
25;-389.0;-980.0;?;1139.0;?;-48.0;199.0;218.0
18;-335.0;-850.0;-221.0;1137.0;-430.0;-44.0;170.0;179.0
23;-281.0;-768.0;-320.0;1097.0;-40.0;97.0;162.0;144.0
?;-295.0;-789.0;-399.0;1051.0;?;255.0;160.0;144.0
