InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
-784.0;?;669.0;-525.0;-126;-23;792.0;875
-791.0;-367.0;649.0;-530.0;187;?;795.0;664
-800.0;-392.0;?;-540.0;-10;6;855.0;824
-811.0;-425.0;602.0;?;90;38;892.0;?
-823.0;-462.0;589.0;?;51;47;937.0;?
-835.0;-499.0;579.0;-574.0;30;33;?;780
-845.0;-532.0;568.0;-583.0;?;81;887.0;1430
-853.0;-562.0;557.0;-590.0;59;12;864.0;1404
-858.0;-589.0;548.0;-594.0;31;?;1005.0;1506
-862.0;?;541.0;-598.0;42;18;?;?
?;-634.0;535.0;?;?;-106;?;-2615
-866.0;-648.0;532.0;-601.0;51;6;1235.0;1220
?;-657.0;532.0;-600.0;86;-374;1413.0;938
-862.0;?;536.0;-598.0;155;215;1346.0;635
-856.0;-661.0;542.0;-595.0;?;?;?;2338
-848.0;-654.0;548.0;?;-3;-2391;661.0;?
-839.0;?;554.0;-585.0;?;-795;?;?
-827.0;?;565.0;-580.0;-1414;-267;1193.0;1021
-816.0;-596.0;?;-576.0;460;-1247;1080.0;620
-812.0;-561.0;584.0;-573.0;?;-910;878.0;933
-812.0;-516.0;590.0;-570.0;?;-83;758.0;745
-813.0;-468.0;589.0;?;647;1077;?;?
-815.0;-419.0;582.0;-559.0;219;1924;898.0;820
-815.0;-376.0;577.0;-548.0;12;2123;867.0;777
?;-339.0;574.0;-539.0;?;?;838.0;?
-816.0;-307.0;578.0;-536.0;-830;?;810.0;795
-823.0;-280.0;586.0;-538.0;-1226;1939;844.0;798
-830.0;-259.0;597.0;-542.0;-755;2495;962.0;804
?;-244.0;611.0;-546.0;-283;2982;870.0;?
-839.0;?;626.0;-550.0;-254;2045;1049.0;819
-843.0;?;641.0;?;?;2442;933.0;759
-846.0;-246.0;653.0;-556.0;1198;-1063;1393.0;784
-849.0;-261.0;664.0;-560.0;-1675;-3062;?;756
-851.0;-284.0;672.0;?;-662;-196;?;731
-853.0;?;?;?;-1408;-1761;?;673
-854.0;-350.0;?;-576.0;-718;-1216;2209.0;492
-854.0;-398.0;?;-582.0;?;499;908.0;1111
-852.0;-457.0;643.0;-591.0;-220;?;?;1262
-853.0;-511.0;621.0;-602.0;102;86;983.0;?
-855.0;-550.0;?;-613.0;27;-40;?;467
-859.0;-565.0;557.0;-620.0;-16;-126;996.0;469
?;-573.0;531.0;-623.0;56;44;960.0;580
-862.0;-584.0;?;-627.0;-15;-40;932.0;701
-862.0;-600.0;540.0;-633.0;41;14;999.0;479
-865.0;?;560.0;-636.0;28;1;987.0;86
?;-616.0;579.0;-638.0;22;?;972.0;?
?;-616.0;?;?;17;-18;1039.0;?
?;-614.0;612.0;-618.0;31;36;1044.0;?
-819.0;-610.0;623.0;-603.0;30;15;?;1017
-778.0;-605.0;629.0;-587.0;18;32;1007.0;?
?;-598.0;?;-570.0;19;49;1002.0;739
-724.0;-591.0;633.0;?;16;-4;1021.0;?
?;?;635.0;?;18;19;1023.0;721
-726.0;?;637.0;-567.0;?;?;1042.0;731
-726.0;-576.0;639.0;?;23;-7;?;715
-721.0;-573.0;639.0;-567.0;24;-14;966.0;705
-709.0;-570.0;637.0;-560.0;20;-32;1015.0;728
-702.0;?;632.0;-556.0;16;21;1052.0;756
?;-565.0;?;?;11;35;1042.0;711
-708.0;-564.0;620.0;-559.0;?;60;1036.0;697
-705.0;-565.0;611.0;-556.0;17;98;?;?
-704.0;-568.0;604.0;-554.0;16;78;?;705
-705.0;-573.0;599.0;-553.0;16;89;1048.0;?
-710.0;-577.0;593.0;-553.0;16;89;1048.0;?
?;?;?;-552.0;14;42;1036.0;774
-715.0;-579.0;580.0;-551.0;13;?;1021.0;738
-726.0;-577.0;576.0;?;25;?;1003.0;?
?;-574.0;574.0;-558.0;?;22;1021.0;821
-749.0;-568.0;?;-563.0;?;?;1009.0;?
?;-559.0;?;-566.0;?;-5;968.0;790
-766.0;-548.0;580.0;-569.0;17;-7;?;805
-774.0;-535.0;585.0;-573.0;16;?;?;795
-780.0;-522.0;590.0;-577.0;16;-12;?;802
-782.0;-509.0;596.0;-576.0;26;?;974.0;?
-779.0;?;601.0;-573.0;24;-25;?;804
-777.0;-489.0;605.0;-569.0;12;26;977.0;?
-778.0;-481.0;?;-567.0;?;31;?;808
-777.0;-476.0;610.0;-567.0;27;-1;965.0;811
?;-472.0;?;-567.0;11;11;968.0;810
-780.0;-470.0;610.0;-567.0;11;17;950.0;810
-781.0;-470.0;608.0;-565.0;18;35;964.0;809
-782.0;?;604.0;-566.0;17;29;954.0;808
-782.0;?;598.0;-566.0;23;7;942.0;810
-783.0;?;?;-564.0;23;9;950.0;810
?;-487.0;584.0;-565.0;18;17;934.0;810
?;-495.0;?;?;20;14;982.0;?
-785.0;?;571.0;?;22;15;?;811
-787.0;-507.0;565.0;-569.0;?;9;939.0;?
-787.0;-511.0;561.0;-569.0;15;?;963.0;810
-786.0;-513.0;559.0;-569.0;23;39;948.0;810
?;-514.0;?;-568.0;23;14;951.0;807
-786.0;-513.0;561.0;-568.0;20;-26;937.0;810
-787.0;?;?;-568.0;26;-25;?;817
?;-509.0;567.0;-569.0;28;-58;?;812
-788.0;-505.0;572.0;-569.0;21;?;965.0;810
-788.0;?;577.0;-570.0;?;?;?;?
-789.0;-496.0;581.0;-571.0;23;-11;958.0;812
-790.0;?;585.0;-572.0;20;21;955.0;814
-790.0;?;?;-573.0;17;26;955.0;807
-790.0;-482.0;?;-575.0;?;?;956.0;810
?;?;?;-576.0;14;?;948.0;814
-791.0;-475.0;598.0;-577.0;18;26;962.0;?
-792.0;-473.0;600.0;?;12;-37;977.0;?
-792.0;?;602.0;-579.0;?;?;?;813
-792.0;-472.0;?;-581.0;-13;?;?;813
-793.0;-473.0;601.0;-582.0;-45;-29;962.0;815
-793.0;-475.0;598.0;-585.0;?;16;851.0;817
-794.0;-477.0;595.0;-588.0;90;-1481;863.0;?
-795.0;?;?;-593.0;141;-2682;?;809
-796.0;-484.0;588.0;-597.0;251;-2090;?;809
?;-486.0;583.0;-601.0;?;?;947.0;811
-794.0;-488.0;579.0;-605.0;-60;?;940.0;805
-794.0;-493.0;?;?;-147;1116;908.0;806
-797.0;-499.0;571.0;-607.0;-27;755;?;812
?;-506.0;568.0;?;145;1088;?;809
-802.0;-511.0;567.0;-611.0;98;941;904.0;807
-804.0;?;?;-612.0;-109;589;946.0;806
-803.0;?;564.0;-613.0;-172;573;1129.0;807
-804.0;-519.0;564.0;-614.0;?;191;?;810
-806.0;-524.0;563.0;-616.0;44;50;908.0;?
-807.0;-530.0;562.0;-618.0;27;209;902.0;808
-808.0;-537.0;560.0;-619.0;?;61;963.0;809
-805.0;-544.0;?;-617.0;9;57;1008.0;806
-801.0;?;559.0;-612.0;11;9;999.0;801
-793.0;-548.0;562.0;-606.0;13;-45;999.0;807
-789.0;-544.0;566.0;-601.0;12;23;1016.0;805
-785.0;?;?;-597.0;14;-15;?;804
-786.0;-535.0;?;-593.0;23;5;956.0;803
-788.0;-530.0;?;-593.0;27;11;1033.0;785
-789.0;-526.0;595.0;-595.0;?;-11;1062.0;775
-795.0;?;599.0;-597.0;21;7;1037.0;738
-798.0;-517.0;602.0;?;?;-6;1019.0;757
-799.0;-514.0;603.0;-603.0;17;-28;?;724
-801.0;-514.0;604.0;?;24;-46;1005.0;651
-802.0;-517.0;604.0;-601.0;13;-46;1012.0;641
-804.0;-520.0;603.0;-601.0;?;16;1043.0;575
-807.0;-524.0;601.0;-603.0;32;0;1053.0;813
-811.0;-528.0;597.0;?;-10;-19;1029.0;984
-817.0;-531.0;591.0;-616.0;29;28;1007.0;748
-821.0;-535.0;585.0;?;16;6;1024.0;716
?;?;?;?;11;8;?;801
-800.0;-543.0;575.0;?;23;?;1031.0;789
-800.0;-545.0;571.0;-613.0;21;-14;1026.0;763
?;-545.0;567.0;-610.0;24;?;?;753
?;-543.0;562.0;-607.0;20;17;1023.0;?
-815.0;?;557.0;-608.0;?;?;1005.0;?
-823.0;?;?;-613.0;18;28;992.0;748
-831.0;?;554.0;-620.0;18;7;988.0;?
-837.0;-528.0;556.0;?;?;-13;996.0;755
?;-521.0;559.0;-625.0;?;-16;1016.0;742
-846.0;-514.0;563.0;-625.0;?;-15;986.0;743
?;-506.0;568.0;-625.0;?;?;1004.0;?
-847.0;-498.0;?;-623.0;?;-19;1005.0;747
-847.0;-491.0;579.0;-615.0;19;?;1005.0;748
-848.0;?;584.0;-605.0;?;-3;992.0;741
-846.0;-476.0;587.0;-591.0;10;?;?;740
-846.0;-470.0;590.0;-576.0;16;?;997.0;?
-850.0;-464.0;?;-558.0;18;18;970.0;746
?;-457.0;591.0;-542.0;23;53;?;739
-863.0;-452.0;590.0;-528.0;19;13;987.0;744
-863.0;-448.0;586.0;-514.0;?;?;?;?
-861.0;?;581.0;?;24;56;?;740
-863.0;?;575.0;-495.0;20;24;962.0;738
-869.0;?;568.0;-495.0;?;23;989.0;740
-873.0;-449.0;?;-497.0;21;?;961.0;736
-873.0;-452.0;558.0;-501.0;19;27;961.0;733
-870.0;-453.0;554.0;-502.0;?;?;976.0;735
-861.0;-454.0;552.0;-503.0;19;31;966.0;737
-842.0;-453.0;552.0;-503.0;15;15;?;740
-820.0;-452.0;555.0;-503.0;15;14;956.0;739
?;-450.0;559.0;-503.0;16;?;979.0;?
-783.0;-449.0;563.0;-503.0;14;0;982.0;745
-776.0;-448.0;?;-504.0;15;-22;978.0;749
-782.0;-448.0;573.0;-509.0;19;-26;983.0;748
-792.0;-448.0;577.0;?;20;-26;972.0;746
-806.0;-450.0;581.0;-517.0;20;-25;980.0;745
-818.0;-454.0;583.0;?;20;-28;?;753
-823.0;?;?;-521.0;18;-16;1000.0;?
-829.0;-463.0;585.0;-521.0;19;-3;972.0;?
-832.0;-470.0;585.0;-521.0;24;-6;973.0;?
?;-478.0;584.0;-521.0;?;-5;960.0;753
-832.0;-486.0;582.0;-519.0;17;-13;?;744
-832.0;?;580.0;-518.0;16;-10;978.0;742
-835.0;-502.0;577.0;-519.0;21;25;983.0;?
?;-508.0;574.0;-519.0;25;11;995.0;746
?;?;572.0;-519.0;19;-27;966.0;?
-839.0;-520.0;570.0;-520.0;14;?;?;740
?;-523.0;568.0;-520.0;20;-7;991.0;745
-842.0;-526.0;?;?;20;3;986.0;742
-844.0;?;570.0;-521.0;?;?;?;739
-845.0;-526.0;573.0;-521.0;21;-6;992.0;?
-846.0;-524.0;576.0;?;23;-18;984.0;742
-858.0;-520.0;579.0;-525.0;19;?;?;?
?;-516.0;?;?;?;31;989.0;737
-902.0;-510.0;583.0;-540.0;14;?;993.0;735
-909.0;-504.0;583.0;?;?;-20;969.0;736
-915.0;?;582.0;-543.0;18;?;963.0;?
?;-490.0;581.0;-542.0;?;-17;994.0;?
-917.0;-484.0;580.0;-537.0;13;-7;979.0;730
-913.0;?;580.0;-533.0;?;?;?;728
-908.0;-469.0;580.0;?;24;-27;965.0;728
-904.0;-463.0;580.0;?;?;6;976.0;726
-897.0;?;581.0;-516.0;21;6;?;721
-890.0;-451.0;?;-509.0;18;-25;946.0;724
-883.0;-448.0;582.0;-502.0;10;?;987.0;726
-876.0;-447.0;?;-496.0;15;8;?;728
-866.0;-447.0;?;-495.0;19;-6;966.0;?
-860.0;?;590.0;-498.0;19;?;?;726
-857.0;-452.0;591.0;-504.0;20;10;962.0;732
?;-457.0;592.0;-515.0;14;63;946.0;746
-854.0;?;591.0;-530.0;?;-33;967.0;741
-852.0;-473.0;?;-547.0;?;?;957.0;736
-854.0;-483.0;585.0;-565.0;18;20;1001.0;721
-859.0;-494.0;580.0;-584.0;17;?;961.0;716
-862.0;-505.0;576.0;-602.0;23;-21;957.0;716
?;-515.0;572.0;-615.0;22;?;977.0;718
-856.0;-526.0;568.0;?;?;-38;975.0;716
-853.0;-537.0;?;-622.0;12;-23;1014.0;668
?;-548.0;563.0;-621.0;21;?;1041.0;669
?;?;562.0;-623.0;?;-54;1028.0;673
-851.0;?;561.0;-627.0;16;-34;1077.0;678
-856.0;-581.0;?;-637.0;18;-56;1062.0;?
-866.0;-591.0;551.0;-647.0;22;-63;1022.0;486
-872.0;-602.0;?;-656.0;18;?;?;392
-871.0;-613.0;541.0;-657.0;17;-25;1080.0;401
?;-622.0;535.0;-656.0;17;-36;?;387
-867.0;-630.0;529.0;?;?;-38;?;411
-869.0;-635.0;525.0;-663.0;17;?;995.0;407
-872.0;-638.0;524.0;?;12;-5;1040.0;395
?;-637.0;525.0;?;18;-29;1043.0;?
-876.0;-634.0;?;-653.0;23;-16;1015.0;633
-880.0;-627.0;531.0;?;16;?;1007.0;539
?;-621.0;535.0;-639.0;15;-7;?;622
-874.0;-614.0;540.0;-634.0;20;?;1014.0;819
?;-606.0;546.0;-630.0;?;29;1016.0;795
-871.0;-595.0;552.0;?;15;25;1052.0;997
-870.0;-582.0;?;-634.0;?;50;1006.0;915
-865.0;-570.0;569.0;-633.0;19;33;?;647
-861.0;-560.0;580.0;-631.0;?;-6;1030.0;751
-858.0;-552.0;591.0;-632.0;16;12;?;746
-857.0;-546.0;?;-629.0;13;?;1036.0;761
?;?;604.0;-627.0;19;-14;1012.0;?
-857.0;-537.0;606.0;?;?;-22;?;?
-857.0;-536.0;?;-621.0;18;2;1006.0;?
-851.0;-537.0;?;-615.0;17;4;1026.0;731
-833.0;?;608.0;-603.0;18;?;990.0;?
-800.0;-546.0;?;-590.0;21;-24;957.0;?
-770.0;-552.0;?;-579.0;24;?;962.0;796
-763.0;-558.0;605.0;-577.0;?;-25;993.0;?
?;?;601.0;-584.0;24;-26;?;?
-784.0;-572.0;596.0;?;?;-25;985.0;?
-789.0;?;590.0;?;15;-17;986.0;?
-789.0;-584.0;585.0;?;14;-13;993.0;798
-785.0;?;583.0;-594.0;14;-19;972.0;?
-781.0;?;584.0;-591.0;16;-8;983.0;?
-779.0;-595.0;585.0;-592.0;21;7;?;801
-780.0;-595.0;585.0;-591.0;20;5;?;793
?;-594.0;585.0;?;20;5;975.0;806
-786.0;-593.0;584.0;?;21;6;?;811
-786.0;-592.0;584.0;-593.0;20;?;1024.0;?
-786.0;-590.0;?;-592.0;20;6;1005.0;804
-786.0;-588.0;588.0;?;20;5;991.0;798
-786.0;-585.0;591.0;-591.0;?;5;996.0;805
-787.0;-582.0;594.0;-591.0;20;6;986.0;806
-788.0;-579.0;597.0;-591.0;?;?;984.0;808
-789.0;-576.0;599.0;?;21;9;994.0;804
-791.0;?;601.0;?;20;-4;995.0;?
-791.0;-572.0;602.0;-592.0;?;?;996.0;802
-793.0;-571.0;603.0;-592.0;?;-26;1002.0;?
-792.0;-571.0;603.0;-591.0;?;?;974.0;810
-791.0;-571.0;603.0;-591.0;18;-26;989.0;?
-792.0;-571.0;?;?;18;-25;996.0;?
-792.0;-572.0;?;-590.0;18;-26;1007.0;808
-792.0;-573.0;602.0;-590.0;18;-25;999.0;801
-792.0;-573.0;603.0;?;18;-25;997.0;?
?;-573.0;603.0;-589.0;18;-25;1009.0;806
-792.0;-574.0;604.0;-588.0;?;-25;985.0;804
?;?;604.0;-588.0;18;-25;972.0;805
-791.0;?;?;-588.0;18;-25;988.0;805
-791.0;?;605.0;-588.0;18;-25;1011.0;803
-791.0;-575.0;?;-588.0;18;?;?;808
-792.0;-575.0;?;-589.0;18;-25;977.0;800
?;-575.0;604.0;?;18;-26;976.0;792
-800.0;-575.0;604.0;-592.0;18;-25;?;802
-802.0;?;606.0;-592.0;?;-26;984.0;809
-802.0;-572.0;607.0;-593.0;?;-25;987.0;806
-801.0;-569.0;?;-593.0;18;-25;994.0;?
-801.0;-567.0;611.0;-593.0;?;-26;997.0;806
-800.0;?;?;?;18;-24;984.0;806
-801.0;-565.0;?;?;19;-33;985.0;805
?;?;613.0;-594.0;18;-16;1004.0;801
-801.0;-565.0;614.0;-596.0;15;?;991.0;801
-801.0;-565.0;613.0;?;15;-9;999.0;810
-802.0;-567.0;612.0;-598.0;17;10;1014.0;811
-803.0;-569.0;612.0;?;?;-32;1002.0;808
-803.0;-571.0;611.0;?;20;31;1036.0;809
-802.0;-574.0;609.0;-598.0;11;-41;987.0;807
-801.0;-576.0;607.0;-598.0;17;8;849.0;?
-800.0;-579.0;604.0;-599.0;20;41;893.0;813
-799.0;-582.0;?;-600.0;-3;?;?;805
-798.0;?;599.0;-601.0;63;1335;943.0;801
-798.0;-583.0;?;-600.0;29;?;938.0;803
-799.0;-584.0;595.0;-600.0;106;?;954.0;802
-799.0;-584.0;594.0;-601.0;248;-216;1041.0;?
-800.0;-586.0;592.0;-603.0;34;-132;1109.0;806
-801.0;-588.0;?;-603.0;-22;210;1042.0;809
-801.0;-590.0;?;-604.0;49;88;948.0;810
-801.0;-592.0;593.0;-607.0;?;157;963.0;810
-803.0;-592.0;597.0;-609.0;21;-10;983.0;803
-808.0;-593.0;600.0;?;19;16;1017.0;786
-822.0;-595.0;604.0;-617.0;20;?;1011.0;786
?;-594.0;608.0;-625.0;?;3;1003.0;?
-840.0;-593.0;612.0;-633.0;15;-9;1017.0;701
-845.0;-592.0;616.0;-636.0;18;5;1067.0;?
-846.0;-592.0;620.0;-636.0;?;-10;1046.0;644
-846.0;-594.0;624.0;-636.0;?;-15;1014.0;619
-847.0;-596.0;627.0;-638.0;15;-7;1014.0;607
-849.0;-599.0;629.0;-642.0;21;4;?;593
-851.0;?;?;-647.0;24;2;1013.0;580
-852.0;-609.0;629.0;-652.0;20;13;1016.0;589
-854.0;-616.0;627.0;-655.0;25;24;?;588
?;-624.0;624.0;-661.0;21;15;1022.0;577
-854.0;?;620.0;-668.0;14;49;1027.0;586
-854.0;-642.0;616.0;?;19;49;1036.0;609
-791.0;?;636.0;?;41;-87;?;394
?;-764.0;629.0;-733.0;12;-326;?;625
-790.0;-773.0;623.0;-735.0;?;-288;1118.0;983
?;-778.0;619.0;?;0;-328;1161.0;?
-793.0;-780.0;618.0;?;-67;-591;1130.0;768
-797.0;?;621.0;-741.0;-12;-365;950.0;832
?;-774.0;?;-744.0;-386;-1917;793.0;?
-806.0;-767.0;633.0;-748.0;-1011;-5042;?;774
-811.0;-760.0;640.0;-749.0;-259;-2351;983.0;?
-816.0;-754.0;645.0;?;661;3247;?;804
-819.0;-747.0;?;-751.0;142;3240;909.0;800
-819.0;?;655.0;-754.0;73;2188;869.0;?
-817.0;?;662.0;-759.0;365;1797;842.0;801
?;-715.0;?;-762.0;-35;804;?;804
-810.0;?;673.0;-764.0;-50;?;?;795
-807.0;?;677.0;-766.0;-27;1109;886.0;794
-805.0;-680.0;?;?;-381;1741;?;800
-802.0;-670.0;689.0;-766.0;-307;2572;813.0;804
?;-661.0;?;?;-666;1940;844.0;798
-797.0;-651.0;700.0;?;-457;?;927.0;796
-795.0;-639.0;709.0;-761.0;-735;1303;1004.0;796
-761.0;-717.0;684.0;?;-1398;-1000;683.0;1025
-762.0;-716.0;685.0;?;-1073;-961;894.0;?
-766.0;-713.0;686.0;?;479;-2230;1160.0;?
-772.0;?;686.0;-835.0;340;-2075;1025.0;805
-777.0;-706.0;685.0;-843.0;684;-1206;780.0;?
-780.0;-701.0;685.0;-850.0;872;98;782.0;814
-784.0;-696.0;684.0;-855.0;498;1012;810.0;794
-789.0;-695.0;?;-860.0;790;462;?;801
-795.0;-696.0;672.0;-861.0;540;830;?;795
?;-695.0;665.0;?;?;?;900.0;?
-809.0;-691.0;661.0;-852.0;-507;467;856.0;801
-813.0;-682.0;664.0;-844.0;119;2810;951.0;803
-816.0;-670.0;672.0;-840.0;?;3241;1047.0;805
?;-658.0;?;-842.0;-513;2544;927.0;?
-828.0;?;689.0;-850.0;?;?;1147.0;816
-836.0;-638.0;694.0;-860.0;-3;-344;1127.0;830
?;-634.0;696.0;?;20;-807;1079.0;844
-848.0;-632.0;?;-872.0;?;-284;?;?
?;-631.0;702.0;-875.0;13;?;916.0;874
-845.0;?;707.0;-875.0;8;-437;928.0;814
-837.0;-637.0;710.0;-873.0;?;-545;1008.0;882
?;-647.0;707.0;-867.0;10;-539;1014.0;1031
-819.0;-662.0;?;-861.0;9;-499;?;647
-811.0;?;684.0;-857.0;11;-548;?;562
-805.0;-697.0;674.0;?;10;-511;913.0;614
?;-713.0;665.0;-849.0;10;-536;976.0;538
-793.0;-727.0;?;?;10;-522;1035.0;?
?;-739.0;647.0;-840.0;11;?;?;234
-786.0;?;639.0;-837.0;7;?;979.0;187
-782.0;-756.0;?;-835.0;15;-490;984.0;181
-775.0;-761.0;630.0;-832.0;1;-581;995.0;331
?;-762.0;629.0;-830.0;?;-427;1006.0;650
-762.0;-762.0;629.0;-827.0;98;-5;1001.0;595
?;-760.0;631.0;-826.0;100;2;981.0;581
?;-756.0;635.0;-825.0;83;-13;957.0;614
?;-752.0;?;-825.0;77;17;932.0;604
-733.0;-747.0;?;-824.0;60;-67;?;612
?;-742.0;?;-823.0;64;-42;983.0;?
-710.0;?;653.0;?;65;?;1034.0;625
-686.0;-729.0;659.0;-823.0;50;21;1010.0;621
-662.0;-721.0;664.0;-825.0;?;31;981.0;625
-636.0;-715.0;669.0;-828.0;49;?;1008.0;610
-610.0;-709.0;672.0;-830.0;47;32;993.0;639
-581.0;?;675.0;-832.0;?;18;1019.0;589
-551.0;?;677.0;-832.0;45;-5;1025.0;368
-518.0;-702.0;678.0;-832.0;40;44;996.0;338
?;?;678.0;-830.0;38;?;986.0;?
?;-703.0;?;?;40;45;1037.0;659
?;-705.0;676.0;-825.0;37;66;?;?
-388.0;-708.0;674.0;-820.0;40;?;1000.0;654
-353.0;-711.0;672.0;-814.0;?;-34;?;?
-319.0;-715.0;669.0;?;27;-50;1032.0;759
?;-719.0;666.0;-802.0;18;-42;1022.0;691
-250.0;-722.0;?;-796.0;27;-63;1019.0;569
-219.0;-725.0;656.0;-788.0;35;-125;1017.0;595
-185.0;-727.0;650.0;-780.0;16;?;1021.0;386
-157.0;-728.0;642.0;-768.0;0;?;995.0;?
-125.0;-729.0;633.0;?;6;-132;972.0;331
-101.0;?;?;-743.0;-5;-52;?;464
-81.0;-729.0;611.0;-729.0;41;-328;1012.0;400
-64.0;-728.0;599.0;-713.0;-33;43;1031.0;?
-53.0;-726.0;586.0;-699.0;18;-118;1052.0;1094
112.0;-362.0;81.0;-284.0;12;18;996.0;795
114.0;-368.0;81.0;-278.0;16;-15;?;?
110.0;-371.0;83.0;-277.0;24;-4;983.0;795
?;-373.0;84.0;-278.0;24;-21;?;?
?;?;87.0;-279.0;22;-15;965.0;795
102.0;?;91.0;-278.0;17;-10;951.0;798
?;-367.0;97.0;-277.0;13;-24;948.0;805
102.0;-364.0;104.0;-276.0;19;-6;960.0;803
109.0;-360.0;110.0;-280.0;?;-17;?;798
?;-356.0;115.0;?;14;16;951.0;?
133.0;-351.0;117.0;-299.0;19;29;966.0;800
148.0;-345.0;?;-309.0;18;-16;942.0;?
167.0;-339.0;117.0;-322.0;18;-2;?;803
191.0;-335.0;118.0;-333.0;25;6;925.0;807
217.0;?;119.0;-335.0;?;-13;935.0;805
241.0;?;122.0;-328.0;20;-12;937.0;803
262.0;-330.0;125.0;-316.0;?;2;936.0;806
279.0;-333.0;130.0;-303.0;22;?;956.0;808
291.0;-335.0;132.0;-290.0;24;-5;944.0;?
?;-338.0;?;-275.0;?;12;919.0;?
307.0;-342.0;?;-259.0;?;23;939.0;807
311.0;-345.0;122.0;-243.0;19;-12;?;806
311.0;-349.0;116.0;-231.0;21;-22;942.0;?
309.0;-352.0;111.0;-225.0;27;-3;959.0;806
304.0;-356.0;?;-224.0;20;?;963.0;807
297.0;-359.0;104.0;-228.0;16;-18;929.0;804
294.0;-360.0;102.0;-234.0;16;-10;945.0;806
292.0;-360.0;100.0;?;14;-28;?;?
287.0;?;101.0;-239.0;19;-9;933.0;?
?;-360.0;104.0;-245.0;21;31;958.0;806
281.0;?;106.0;-248.0;16;25;946.0;805
-403.0;?;-117.0;?;59;3079;774.0;795
-396.0;408.0;?;214.0;-1344;5140;882.0;816
-392.0;?;-73.0;210.0;-740;6477;?;783
-390.0;425.0;-56.0;206.0;1080;5000;1005.0;820
-388.0;431.0;-43.0;?;731;2336;1118.0;874
-386.0;?;-34.0;200.0;577;516;1326.0;796
-385.0;?;-30.0;195.0;226;-99;1161.0;800
-386.0;428.0;-30.0;187.0;-114;-40;874.0;807
-387.0;418.0;?;178.0;114;22;1015.0;?
?;402.0;-35.0;169.0;-5;-11;1085.0;?
-391.0;376.0;-38.0;159.0;40;-5;1046.0;772
-392.0;342.0;-42.0;?;?;?;984.0;766
-396.0;305.0;-49.0;150.0;25;?;1028.0;795
?;269.0;-62.0;149.0;47;-7;?;?
-409.0;241.0;-82.0;148.0;?;-18;1015.0;371
-415.0;219.0;-104.0;148.0;34;-10;1033.0;557
-418.0;197.0;-120.0;148.0;?;25;1041.0;?
?;178.0;-127.0;146.0;?;?;1020.0;907
-424.0;164.0;?;145.0;23;?;985.0;748
-426.0;154.0;-107.0;142.0;21;?;?;?
-431.0;148.0;-85.0;140.0;?;-42;1032.0;?
-434.0;149.0;?;138.0;26;-1;1015.0;?
?;?;-37.0;141.0;27;55;1036.0;685
-457.0;164.0;-17.0;144.0;?;18;1013.0;697
-462.0;178.0;0.0;147.0;?;1;979.0;682
-468.0;192.0;12.0;149.0;21;?;978.0;675
?;-175.0;393.0;-305.0;94;440;892.0;797
-758.0;-170.0;?;?;183;?;870.0;807
?;-166.0;402.0;-311.0;-189;616;896.0;?
-756.0;-162.0;407.0;-314.0;74;485;904.0;809
?;-155.0;?;-316.0;317;695;?;780
-748.0;-147.0;419.0;-319.0;64;?;?;808
-745.0;-140.0;430.0;-324.0;1101;?;1053.0;805
-744.0;-133.0;?;-330.0;1100;-918;1135.0;?
?;-127.0;?;?;-648;?;1407.0;762
-745.0;-122.0;465.0;-341.0;-639;-371;1059.0;592
-745.0;-122.0;471.0;-346.0;207;?;702.0;642
-744.0;?;644.0;-573.0;11;295;1059.0;796
-705.0;-403.0;639.0;?;?;224;936.0;?
-683.0;-436.0;632.0;-556.0;4;34;938.0;?
-676.0;-472.0;?;-558.0;24;?;962.0;?
-664.0;-507.0;618.0;-558.0;?;-74;1034.0;795
-794.0;-555.0;631.0;-615.0;-109;1632;839.0;813
-796.0;-551.0;?;?;7;743;890.0;810
?;-548.0;625.0;?;201;-1132;908.0;?
-798.0;-545.0;?;-617.0;328;-1444;894.0;?
-797.0;-544.0;615.0;-616.0;375;-1088;880.0;814
-795.0;-545.0;?;-615.0;413;-1167;905.0;814
-793.0;-547.0;608.0;?;371;?;918.0;814
-789.0;-549.0;606.0;-612.0;416;-1163;926.0;812
-782.0;-551.0;605.0;-608.0;391;-1096;1006.0;811
-778.0;-551.0;604.0;-606.0;56;?;?;814
?;-552.0;603.0;-603.0;-17;186;?;812
-773.0;-554.0;603.0;-600.0;56;?;900.0;808
-764.0;-556.0;601.0;-596.0;13;175;932.0;812
-809.0;-549.0;579.0;-633.0;23;16;970.0;678
-809.0;-544.0;581.0;?;20;?;1004.0;685
-809.0;-539.0;584.0;-633.0;21;15;977.0;682
-810.0;?;586.0;?;22;24;966.0;680
?;-528.0;588.0;?;22;26;956.0;686
?;-521.0;591.0;-634.0;?;25;954.0;?
-828.0;-516.0;?;-635.0;23;?;947.0;695
?;-512.0;595.0;?;?;?;958.0;689
-838.0;-508.0;596.0;-636.0;13;25;?;680
?;?;597.0;?;12;26;1003.0;686
?;-503.0;597.0;-635.0;?;25;971.0;652
