InertialMeasurementUnit RLA Quaternion1;InertialMeasurementUnit LLA Quaternion4;InertialMeasurementUnit LLA Quaternion2;InertialMeasurementUnit RUA Quaternion1;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer HIP accY;InertialMeasurementUnit R-SHOE Body_Az
406.0;641.0;-449.0;589.0;-4;-35;869.0;1268
235.0;609.0;-491.0;744.0;-20;-170;889.0;815
776.0;528.0;-703.0;760.0;262;1508;869.0;788
-831.0;-389.0;543.0;-506.0;25;-36;917.0;1480
-762.0;-762.0;629.0;-827.0;98;-5;1001.0;595
-853.0;-562.0;557.0;-590.0;59;12;864.0;1404
-866.0;-648.0;532.0;-601.0;51;6;1235.0;1220
-784.0;-696.0;684.0;-855.0;498;1012;810.0;794
-754.0;-765.0;639.0;-750.0;37;62;937.0;446
713.0;767.0;-625.0;751.0;-8;31;877.0;-649
165.0;-260.0;-75.0;-192.0;1722;2898;1248.0;784
847.0;447.0;-657.0;644.0;2007;1796;948.0;742
-747.0;-608.0;710.0;-769.0;22;-232;1003.0;361
-631.0;-733.0;651.0;-736.0;12;345;501.0;765
828.0;580.0;-681.0;646.0;5;-12;1100.0;933
-789.0;-127.0;800.0;-819.0;396;94;878.0;811
854.0;605.0;-674.0;674.0;-606;-1223;1026.0;852
-796.0;-649.0;710.0;-846.0;219;-180;920.0;659
-860.0;-416.0;790.0;-695.0;15;-28;1021.0;367
-848.0;-597.0;705.0;-735.0;15;1;910.0;1141
457.0;648.0;-472.0;631.0;24;1;948.0;1353
-827.0;-809.0;579.0;-743.0;87;-188;1069.0;784
54.0;599.0;-185.0;384.0;-361;-310;1534.0;1023
-745.0;-533.0;703.0;-659.0;-135;-1098;928.0;808
-805.0;-703.0;665.0;-847.0;142;6;946.0;538
557.0;190.0;-279.0;143.0;-1116;-1727;917.0;650
-806.0;-703.0;666.0;-841.0;141;7;954.0;540
-811.0;-703.0;668.0;-836.0;144;4;962.0;642
-814.0;-697.0;675.0;-829.0;141;23;1024.0;752
-785.0;-493.0;866.0;-785.0;24;-81;954.0;659
-811.0;-695.0;678.0;-828.0;135;27;971.0;723
-698.0;-603.0;713.0;-765.0;-456;131;751.0;816
-756.0;-438.0;898.0;-790.0;19;53;1072.0;492
-51.0;-479.0;89.0;-394.0;-80;-259;1026.0;2940
543.0;618.0;-417.0;693.0;12;68;971.0;798
-827.0;-628.0;712.0;-729.0;12;-99;1068.0;1124
761.0;701.0;-687.0;733.0;28;116;1038.0;890
-838.0;-412.0;898.0;-721.0;24;1;1037.0;419
-330.0;99.0;100.0;105.0;-888;446;1458.0;769
-816.0;-595.0;641.0;-621.0;70;146;1177.0;1360
206.0;45.0;-112.0;-111.0;-476;-2546;1238.0;1131
201.0;-250.0;101.0;-297.0;800;1105;875.0;794
-238.0;357.0;-131.0;358.0;20;35;983.0;-407
-814.0;-776.0;609.0;-730.0;67;-112;1101.0;1141
-804.0;-52.0;782.0;-771.0;-72;-450;880.0;790
653.0;766.0;-630.0;745.0;129;-36;891.0;-2995
-687.0;-718.0;617.0;-762.0;44;51;912.0;189
-817.0;-779.0;588.0;-699.0;-3;-128;967.0;322
824.0;768.0;-634.0;748.0;-1752;-883;1038.0;1152
-850.0;-361.0;932.0;-681.0;24;-4;985.0;478
-806.0;-764.0;632.0;-750.0;42;163;1009.0;1147
-706.0;-602.0;654.0;-777.0;192;1847;921.0;805
814.0;650.0;-674.0;675.0;-13;41;760.0;671
566.0;701.0;-651.0;722.0;22;-97;928.0;808
-129.0;487.0;-251.0;312.0;-42;4226;829.0;831
-829.0;-700.0;659.0;-780.0;790;314;843.0;792
-441.0;558.0;-359.0;238.0;1;-3377;909.0;793
-745.0;-595.0;674.0;-786.0;-164;569;815.0;811
-815.0;-376.0;577.0;-548.0;12;2123;867.0;777
839.0;730.0;-652.0;697.0;40;-73;909.0;1501
-836.0;-638.0;694.0;-860.0;-3;-344;1127.0;830
-743.0;-731.0;669.0;-733.0;25;74;926.0;1419
572.0;707.0;-642.0;718.0;17;-6;954.0;803
