Accelerometer LUA_ accX;Accelerometer LWR accX;InertialMeasurementUnit LLA accZ;Accelerometer LH accZ;Accelerometer LWR accZ
?;-1278.0;-118.0;147.0;1241.0
?;-1027.0;-129.0;-21.0;1191.0
?;-613.0;-75.0;-188.0;839.0
?;-37.0;21.0;-320.0;482.0
?;491.0;101.0;-305.0;352.0
?;440.0;151.0;-342.0;107.0
?;511.0;141.0;-199.0;69.0
?;414.0;0.0;-126.0;59.0
?;312.0;-130.0;-15.0;?
201.0;119.0;-188.0;1.0;?
125.0;-129.0;-113.0;238.0;?
127.0;-511.0;119.0;249.0;?
-39.0;-833.0;251.0;294.0;?
-144.0;-683.0;326.0;334.0;371.0
-314.0;-555.0;340.0;342.0;409.0
-154.0;-535.0;315.0;395.0;616.0
-298.0;-575.0;283.0;278.0;779.0
-258.0;-729.0;211.0;297.0;904.0
-75.0;-914.0;83.0;485.0;600.0
-85.0;-914.0;-75.0;619.0;378.0
-79.0;-932.0;-262.0;493.0;513.0
170.0;-883.0;-388.0;357.0;374.0
61.0;-708.0;-338.0;149.0;346.0
-76.0;-645.0;-288.0;125.0;380.0
-171.0;-718.0;-262.0;218.0;300.0
-273.0;-704.0;-157.0;252.0;373.0
-284.0;-617.0;-217.0;238.0;413.0
?;-572.0;-410.0;117.0;500.0
?;-487.0;-431.0;-144.0;545.0
?;-431.0;-332.0;-70.0;581.0
?;-410.0;-318.0;-30.0;523.0
?;-265.0;-262.0;36.0;524.0
?;-200.0;-297.0;75.0;604.0
?;-214.0;-356.0;-133.0;660.0
?;-125.0;-257.0;-209.0;582.0
?;37.0;-161.0;-196.0;556.0
?;257.0;-52.0;-308.0;480.0
?;234.0;14.0;-323.0;392.0
?;158.0;23.0;-331.0;402.0
?;65.0;70.0;-79.0;449.0
?;72.0;121.0;133.0;361.0
159.0;-30.0;142.0;157.0;299.0
322.0;-153.0;181.0;110.0;320.0
241.0;-255.0;193.0;81.0;294.0
151.0;-269.0;310.0;72.0;299.0
74.0;-252.0;470.0;61.0;342.0
59.0;-253.0;471.0;-10.0;394.0
80.0;-225.0;456.0;-89.0;416.0
123.0;-244.0;284.0;-61.0;492.0
136.0;-261.0;104.0;-48.0;505.0
146.0;-328.0;74.0;8.0;521.0
165.0;-400.0;59.0;-1.0;593.0
154.0;-422.0;15.0;-9.0;625.0
174.0;-399.0;20.0;13.0;607.0
226.0;-480.0;31.0;9.0;640.0
223.0;-612.0;96.0;15.0;697.0
23.0;-631.0;109.0;195.0;399.0
-86.0;-586.0;124.0;383.0;318.0
-39.0;-503.0;150.0;380.0;457.0
-32.0;-330.0;126.0;290.0;394.0
66.0;-228.0;133.0;226.0;327.0
261.0;-250.0;119.0;131.0;352.0
304.0;-340.0;69.0;184.0;394.0
91.0;-451.0;83.0;293.0;273.0
-93.0;-472.0;24.0;365.0;149.0
-105.0;-420.0;-124.0;432.0;190.0
-220.0;-429.0;-149.0;423.0;175.0
-50.0;-441.0;-109.0;373.0;186.0
-89.0;-435.0;-110.0;313.0;141.0
-90.0;?;-109.0;329.0;144.0
-104.0;?;-62.0;255.0;115.0
-27.0;?;-119.0;56.0;106.0
24.0;?;-217.0;-77.0;187.0
-55.0;?;-247.0;-135.0;342.0
-53.0;?;-250.0;-383.0;473.0
132.0;?;-198.0;-450.0;598.0
154.0;?;-180.0;-377.0;613.0
-14.0;?;-194.0;-324.0;602.0
264.0;?;-196.0;-316.0;612.0
365.0;?;-119.0;-192.0;708.0
225.0;-231.0;-25.0;-81.0;641.0
165.0;-264.0;55.0;-23.0;650.0
112.0;-335.0;173.0;5.0;667.0
87.0;-349.0;323.0;29.0;660.0
268.0;-307.0;356.0;24.0;651.0
167.0;-298.0;289.0;22.0;581.0
249.0;-381.0;307.0;63.0;504.0
164.0;-468.0;337.0;183.0;517.0
110.0;-502.0;272.0;243.0;447.0
36.0;-503.0;192.0;291.0;401.0
49.0;-548.0;167.0;180.0;568.0
25.0;-591.0;153.0;130.0;466.0
-36.0;-692.0;132.0;231.0;365.0
-45.0;-638.0;114.0;377.0;374.0
-157.0;-454.0;80.0;333.0;366.0
-13.0;-328.0;15.0;212.0;418.0
152.0;-250.0;-31.0;123.0;414.0
232.0;-325.0;-69.0;105.0;332.0
145.0;-263.0;-54.0;87.0;316.0
148.0;-254.0;16.0;47.0;311.0
24.0;-193.0;-79.0;24.0;296.0
-62.0;-158.0;-179.0;43.0;235.0
-151.0;-118.0;-195.0;13.0;233.0
-93.0;-100.0;-121.0;10.0;258.0
-11.0;-142.0;-25.0;23.0;250.0
-133.0;-120.0;-40.0;21.0;324.0
-149.0;-21.0;-62.0;-31.0;296.0
114.0;-119.0;-41.0;99.0;369.0
89.0;-323.0;-44.0;172.0;396.0
-65.0;-256.0;-30.0;55.0;413.0
129.0;-233.0;-18.0;-21.0;474.0
220.0;-197.0;-2.0;55.0;442.0
101.0;-160.0;20.0;163.0;313.0
305.0;-220.0;31.0;156.0;313.0
179.0;-307.0;107.0;154.0;281.0
62.0;-372.0;126.0;199.0;217.0
9.0;-383.0;?;246.0;209.0
11.0;-420.0;?;260.0;209.0
-45.0;-462.0;?;210.0;291.0
12.0;-437.0;?;141.0;346.0
30.0;-401.0;?;90.0;336.0
62.0;-326.0;?;105.0;373.0
131.0;-382.0;?;70.0;370.0
43.0;-9.0;?;122.0;297.0
44.0;65.0;?;0.0;185.0
-86.0;-506.0;?;127.0;508.0
27.0;-586.0;?;317.0;227.0
105.0;-123.0;?;356.0;240.0
234.0;139.0;?;162.0;243.0
374.0;219.0;?;-107.0;219.0
574.0;145.0;-74.0;-194.0;207.0
518.0;174.0;-61.0;14.0;127.0
215.0;205.0;147.0;101.0;142.0
85.0;85.0;68.0;94.0;128.0
147.0;-145.0;?;145.0;264.0
167.0;-179.0;?;129.0;186.0
91.0;-142.0;?;180.0;68.0
-19.0;-230.0;?;265.0;113.0
-61.0;-285.0;214.0;359.0;5.0
-41.0;-261.0;265.0;376.0;105.0
-64.0;-216.0;211.0;282.0;111.0
-12.0;-195.0;178.0;192.0;128.0
32.0;-191.0;120.0;163.0;145.0
2.0;-101.0;57.0;81.0;112.0
41.0;-127.0;26.0;113.0;178.0
59.0;-379.0;-49.0;234.0;231.0
-10.0;-468.0;-119.0;170.0;339.0
?;-7.0;-152.0;-492.0;603.0
?;344.0;-140.0;-736.0;791.0
?;504.0;?;-616.0;651.0
?;503.0;?;-473.0;366.0
?;250.0;?;-200.0;268.0
?;189.0;?;-85.0;401.0
?;176.0;?;-20.0;398.0
?;129.0;?;-22.0;383.0
?;55.0;?;9.0;271.0
388.0;-54.0;?;-10.0;262.0
323.0;-58.0;?;12.0;?
236.0;3.0;?;33.0;?
227.0;4.0;?;51.0;?
267.0;-46.0;?;23.0;255.0
291.0;-78.0;?;20.0;315.0
260.0;-134.0;?;-41.0;363.0
226.0;-157.0;261.0;-71.0;360.0
150.0;-131.0;216.0;-89.0;409.0
177.0;-85.0;225.0;-77.0;425.0
188.0;-65.0;184.0;21.0;341.0
201.0;-123.0;172.0;101.0;294.0
267.0;-214.0;190.0;80.0;364.0
186.0;-230.0;174.0;-10.0;386.0
81.0;-138.0;187.0;?;401.0
130.0;-116.0;191.0;?;394.0
155.0;-117.0;151.0;?;414.0
129.0;-136.0;166.0;?;344.0
118.0;-182.0;?;?;336.0
102.0;-269.0;?;?;336.0
45.0;-316.0;?;?;377.0
1.0;-391.0;?;?;454.0
-29.0;-398.0;?;?;478.0
16.0;-366.0;?;-41.0;480.0
?;-284.0;?;11.0;432.0
?;-292.0;?;74.0;383.0
?;-239.0;?;65.0;403.0
?;-214.0;?;99.0;358.0
?;-227.0;?;132.0;340.0
?;-227.0;?;98.0;270.0
73.0;-265.0;?;54.0;250.0
35.0;-300.0;60.0;41.0;326.0
-5.0;-283.0;44.0;28.0;?
31.0;-242.0;16.0;-7.0;335.0
100.0;-227.0;39.0;48.0;380.0
160.0;-265.0;64.0;26.0;423.0
133.0;-264.0;25.0;-28.0;412.0
50.0;-313.0;-9.0;1.0;361.0
39.0;-399.0;20.0;70.0;321.0
37.0;-318.0;21.0;37.0;378.0
5.0;-262.0;42.0;37.0;385.0
24.0;-240.0;49.0;-41.0;489.0
66.0;-273.0;61.0;-17.0;459.0
12.0;-298.0;67.0;3.0;390.0
-29.0;-334.0;72.0;20.0;332.0
-90.0;-388.0;52.0;107.0;354.0
-99.0;-426.0;23.0;93.0;360.0
-162.0;-485.0;18.0;101.0;354.0
-211.0;-458.0;44.0;78.0;336.0
?;-448.0;26.0;45.0;337.0
?;-478.0;45.0;110.0;396.0
?;-446.0;-21.0;101.0;390.0
-162.0;-397.0;-74.0;84.0;388.0
-129.0;-413.0;-119.0;105.0;389.0
-57.0;-421.0;-118.0;99.0;390.0
-39.0;-425.0;-122.0;104.0;402.0
-22.0;-392.0;-138.0;86.0;392.0
9.0;-369.0;-139.0;56.0;379.0
-12.0;-343.0;-137.0;46.0;332.0
5.0;-311.0;-138.0;24.0;358.0
-3.0;-292.0;-113.0;26.0;363.0
1.0;-300.0;-98.0;40.0;388.0
-29.0;-302.0;-97.0;77.0;402.0
-31.0;-319.0;-82.0;122.0;423.0
-2.0;-321.0;-79.0;-9.0;404.0
48.0;-280.0;-50.0;-132.0;426.0
122.0;-226.0;-39.0;-197.0;475.0
157.0;-145.0;-34.0;-136.0;452.0
104.0;-132.0;-12.0;-79.0;414.0
68.0;-144.0;-10.0;-92.0;406.0
77.0;-182.0;7.0;?;425.0
97.0;-243.0;13.0;?;457.0
69.0;-224.0;32.0;?;438.0
54.0;-228.0;88.0;?;476.0
75.0;-252.0;124.0;?;468.0
54.0;-311.0;127.0;?;492.0
32.0;-364.0;105.0;?;504.0
-6.0;-370.0;101.0;?;455.0
30.0;-386.0;118.0;?;496.0
41.0;-390.0;108.0;?;486.0
73.0;-379.0;113.0;?;473.0
99.0;-380.0;106.0;?;473.0
82.0;-398.0;93.0;?;472.0
54.0;-346.0;76.0;?;429.0
21.0;-284.0;50.0;?;368.0
38.0;-270.0;31.0;13.0;378.0
38.0;-277.0;22.0;29.0;351.0
-13.0;-301.0;28.0;82.0;350.0
-41.0;-311.0;18.0;86.0;324.0
-49.0;-287.0;13.0;38.0;333.0
-44.0;-289.0;3.0;68.0;325.0
-4.0;-279.0;23.0;94.0;296.0
2.0;-281.0;7.0;66.0;323.0
-27.0;-326.0;-11.0;?;311.0
-39.0;-323.0;-5.0;?;301.0
-77.0;-311.0;-17.0;?;353.0
-54.0;-321.0;-19.0;?;305.0
-22.0;-341.0;-20.0;?;297.0
-24.0;-351.0;-23.0;?;304.0
-46.0;-348.0;-25.0;?;320.0
-48.0;-355.0;-30.0;57.0;336.0
-58.0;-370.0;-31.0;69.0;371.0
-28.0;-356.0;-43.0;83.0;386.0
-19.0;-363.0;-44.0;81.0;364.0
5.0;-350.0;-48.0;72.0;372.0
18.0;-329.0;-56.0;45.0;333.0
24.0;-308.0;-61.0;46.0;329.0
20.0;-294.0;-58.0;73.0;339.0
-1.0;-285.0;-50.0;108.0;312.0
14.0;-280.0;-42.0;86.0;296.0
8.0;-283.0;-46.0;31.0;312.0
8.0;-272.0;-43.0;30.0;344.0
-15.0;-292.0;-42.0;42.0;345.0
-19.0;-272.0;-24.0;63.0;335.0
-20.0;-294.0;-19.0;56.0;350.0
-12.0;-290.0;-22.0;40.0;371.0
-1.0;-295.0;-17.0;40.0;338.0
18.0;-303.0;-23.0;46.0;337.0
19.0;-300.0;-11.0;43.0;353.0
-2.0;-310.0;-6.0;29.0;364.0
-8.0;-326.0;-2.0;58.0;354.0
-16.0;-342.0;-12.0;58.0;377.0
-22.0;-351.0;-7.0;73.0;364.0
-1.0;-349.0;-1.0;33.0;414.0
-3.0;-344.0;-1.0;7.0;416.0
25.0;-316.0;-6.0;47.0;417.0
19.0;-292.0;-7.0;139.0;336.0
40.0;-310.0;-7.0;201.0;286.0
26.0;-332.0;-13.0;126.0;276.0
2.0;-382.0;-10.0;57.0;322.0
-42.0;-381.0;-11.0;-13.0;384.0
-48.0;-309.0;-18.0;34.0;364.0
-42.0;-292.0;-15.0;37.0;423.0
26.0;-273.0;-4.0;49.0;380.0
58.0;-278.0;-17.0;40.0;340.0
47.0;-261.0;-48.0;41.0;332.0
0.0;-354.0;-51.0;135.0;413.0
-44.0;-445.0;-31.0;241.0;435.0
-106.0;-454.0;-14.0;230.0;368.0
-33.0;-456.0;-9.0;175.0;325.0
23.0;-544.0;-20.0;173.0;286.0
-106.0;-533.0;-15.0;136.0;261.0
-137.0;-401.0;-4.0;62.0;263.0
-201.0;-275.0;-7.0;-11.0;257.0
-205.0;-233.0;-17.0;5.0;216.0
-233.0;-246.0;-80.0;90.0;186.0
-260.0;-272.0;-196.0;202.0;199.0
-238.0;-279.0;-169.0;268.0;193.0
-198.0;-333.0;-175.0;275.0;229.0
?;-359.0;-202.0;218.0;322.0
?;-375.0;-170.0;107.0;394.0
?;-295.0;-117.0;-35.0;455.0
?;-231.0;-103.0;-110.0;482.0
?;-217.0;-111.0;-131.0;422.0
?;-232.0;-114.0;18.0;359.0
?;-284.0;-116.0;134.0;366.0
?;-261.0;-98.0;167.0;325.0
?;-313.0;-79.0;193.0;329.0
?;-296.0;-32.0;203.0;260.0
?;-310.0;18.0;265.0;266.0
?;-361.0;65.0;273.0;226.0
?;-405.0;63.0;238.0;253.0
?;-404.0;3.0;80.0;327.0
-9.0;-304.0;-27.0;-22.0;376.0
30.0;-242.0;-38.0;-56.0;378.0
133.0;-173.0;-40.0;-32.0;391.0
135.0;-244.0;-63.0;51.0;372.0
96.0;-308.0;-84.0;83.0;395.0
83.0;-310.0;-105.0;47.0;412.0
56.0;-356.0;-114.0;-37.0;475.0
91.0;-388.0;-102.0;-145.0;627.0
96.0;-374.0;-32.0;-97.0;602.0
44.0;-496.0;-7.0;-62.0;621.0
28.0;-500.0;19.0;32.0;610.0
-52.0;?;38.0;111.0;512.0
16.0;?;32.0;81.0;395.0
193.0;?;64.0;106.0;379.0
123.0;-438.0;81.0;167.0;243.0
-68.0;-389.0;92.0;251.0;182.0
-127.0;-374.0;112.0;308.0;173.0
-140.0;-436.0;95.0;321.0;199.0
-201.0;-504.0;30.0;287.0;204.0
-184.0;-446.0;-32.0;201.0;235.0
-195.0;-403.0;-16.0;79.0;275.0
-175.0;-371.0;-30.0;-64.0;397.0
-78.0;-347.0;-88.0;-264.0;556.0
-80.0;-343.0;-135.0;-400.0;635.0
-151.0;?;-150.0;-371.0;643.0
-100.0;?;-183.0;-140.0;602.0
-146.0;?;-211.0;72.0;563.0
-164.0;?;-203.0;204.0;553.0
-215.0;?;-176.0;230.0;522.0
-254.0;?;-131.0;152.0;554.0
-238.0;?;-38.0;154.0;517.0
-156.0;-328.0;57.0;156.0;419.0
-65.0;-348.0;90.0;150.0;429.0
42.0;-378.0;5.0;98.0;273.0
30.0;-102.0;-58.0;-119.0;229.0
158.0;55.0;-83.0;59.0;248.0
216.0;81.0;-124.0;251.0;52.0
166.0;5.0;-141.0;295.0;6.0
319.0;-100.0;-92.0;182.0;103.0
272.0;-232.0;-53.0;88.0;176.0
52.0;-155.0;-27.0;42.0;227.0
61.0;-94.0;19.0;-34.0;313.0
131.0;-130.0;104.0;-52.0;353.0
117.0;-192.0;153.0;-20.0;391.0
128.0;-224.0;49.0;-40.0;463.0
175.0;-233.0;-115.0;-4.0;482.0
194.0;-268.0;2.0;22.0;516.0
237.0;-426.0;92.0;36.0;625.0
212.0;-469.0;102.0;89.0;633.0
168.0;-408.0;88.0;68.0;598.0
172.0;-380.0;92.0;45.0;573.0
231.0;-461.0;104.0;41.0;631.0
114.0;-488.0;122.0;74.0;477.0
4.0;-459.0;158.0;128.0;342.0
-25.0;-479.0;172.0;234.0;402.0
-93.0;-449.0;147.0;271.0;384.0
-163.0;-348.0;116.0;231.0;363.0
-64.0;-258.0;78.0;158.0;361.0
88.0;-261.0;69.0;180.0;284.0
233.0;-254.0;74.0;213.0;237.0
65.0;-223.0;57.0;201.0;207.0
63.0;-194.0;-8.0;178.0;192.0
18.0;-182.0;-22.0;143.0;123.0
-100.0;-148.0;-44.0;103.0;117.0
-7.0;-137.0;-89.0;104.0;93.0
-107.0;-117.0;-98.0;96.0;110.0
-99.0;-173.0;-77.0;116.0;135.0
-116.0;-233.0;-81.0;109.0;202.0
-148.0;-236.0;-68.0;114.0;329.0
-144.0;-226.0;-68.0;118.0;318.0
-63.0;-391.0;-69.0;177.0;479.0
71.0;-528.0;-77.0;178.0;607.0
21.0;-361.0;-70.0;-105.0;564.0
179.0;-245.0;-53.0;-265.0;501.0
409.0;-97.0;-50.0;-115.0;459.0
207.0;-133.0;-56.0;-17.0;349.0
296.0;-207.0;-29.0;66.0;325.0
227.0;-331.0;19.0;99.0;337.0
36.0;-418.0;23.0;179.0;368.0
-84.0;-437.0;37.0;199.0;362.0
-80.0;-374.0;69.0;152.0;392.0
-28.0;-481.0;156.0;-87.0;?
64.0;-478.0;167.0;-149.0;?
126.0;-580.0;-3.0;-134.0;?
120.0;-508.0;-75.0;-161.0;621.0
-13.0;-350.0;-38.0;-88.0;662.0
-130.0;-452.0;-29.0;-126.0;659.0
-31.0;-445.0;-38.0;-134.0;662.0
-11.0;-508.0;-34.0;-217.0;733.0
-122.0;-560.0;9.0;8.0;662.0
-311.0;-381.0;-25.0;53.0;579.0
-133.0;-416.0;-25.0;-81.0;456.0
55.0;-429.0;-54.0;-61.0;425.0
-105.0;-462.0;18.0;-53.0;405.0
-147.0;-324.0;10.0;30.0;316.0
-128.0;-221.0;-24.0;76.0;276.0
-24.0;-192.0;19.0;67.0;228.0
18.0;-195.0;63.0;107.0;240.0
19.0;-222.0;47.0;125.0;190.0
-31.0;-267.0;6.0;100.0;201.0
-95.0;-263.0;-19.0;16.0;259.0
-97.0;-195.0;-107.0;-84.0;311.0
-132.0;-146.0;-129.0;-113.0;345.0
-22.0;-214.0;-95.0;16.0;313.0
-59.0;-344.0;-60.0;177.0;393.0
-98.0;-426.0;-72.0;296.0;517.0
-56.0;-401.0;-77.0;385.0;468.0
124.0;-456.0;-81.0;338.0;482.0
248.0;-513.0;-48.0;264.0;456.0
221.0;-375.0;-2.0;?;254.0
313.0;-110.0;25.0;?;200.0
165.0;18.0;7.0;?;358.0
109.0;-167.0;-45.0;?;151.0
135.0;-269.0;-74.0;?;7.0
68.0;-282.0;-66.0;?;223.0
136.0;-255.0;-58.0;222.0;319.0
62.0;?;-55.0;61.0;321.0
70.0;?;-51.0;-49.0;387.0
143.0;?;69.0;-147.0;410.0
154.0;?;173.0;-175.0;431.0
119.0;?;82.0;-129.0;424.0
109.0;?;-198.0;-83.0;472.0
186.0;?;-151.0;-51.0;565.0
197.0;?;46.0;25.0;621.0
166.0;?;103.0;82.0;591.0
141.0;?;91.0;21.0;631.0
139.0;?;114.0;-29.0;704.0
139.0;?;138.0;-60.0;599.0
57.0;?;130.0;4.0;375.0
89.0;?;138.0;118.0;420.0
63.0;?;161.0;297.0;512.0
-39.0;?;167.0;418.0;502.0
14.0;?;149.0;235.0;441.0
127.0;?;108.0;164.0;359.0
353.0;?;120.0;97.0;280.0
301.0;?;146.0;90.0;227.0
130.0;?;49.0;91.0;215.0
-19.0;?;13.0;73.0;154.0
-131.0;-54.0;0.0;-1.0;138.0
-131.0;-19.0;-73.0;-65.0;99.0
-83.0;10.0;-31.0;-85.0;82.0
-99.0;-51.0;-36.0;-32.0;136.0
-123.0;-127.0;-35.0;63.0;231.0
-148.0;-190.0;-72.0;116.0;343.0
-208.0;-216.0;-66.0;188.0;386.0
-98.0;-317.0;-40.0;473.0;403.0
-96.0;-565.0;-13.0;610.0;422.0
22.0;-578.0;9.0;358.0;469.0
225.0;-328.0;5.0;31.0;453.0
331.0;-202.0;?;26.0;313.0
273.0;-262.0;-11.0;200.0;?
198.0;-326.0;-8.0;349.0;?
111.0;-403.0;-5.0;438.0;?
-23.0;-481.0;-38.0;514.0;?
-160.0;-496.0;-154.0;566.0;?
-177.0;-456.0;-118.0;452.0;?
-79.0;-401.0;61.0;?;?
20.0;-426.0;134.0;?;?
80.0;-395.0;-88.0;?;?
89.0;-384.0;-321.0;?;?
85.0;-346.0;-360.0;-55.0;?
88.0;-297.0;-304.0;-152.0;?
113.0;-404.0;-284.0;-178.0;?
143.0;-426.0;-260.0;-117.0;?
-32.0;-251.0;-185.0;-122.0;440.0
104.0;-237.0;-92.0;-35.0;620.0
232.0;-321.0;-48.0;73.0;646.0
127.0;-310.0;-27.0;95.0;541.0
159.0;-265.0;-13.0;-43.0;511.0
215.0;-163.0;11.0;-2.0;415.0
175.0;-137.0;59.0;-19.0;300.0
124.0;-49.0;160.0;70.0;226.0
3.0;-81.0;103.0;127.0;193.0
-101.0;-116.0;98.0;169.0;157.0
-115.0;-196.0;147.0;207.0;170.0
-95.0;-207.0;115.0;247.0;148.0
-77.0;-265.0;121.0;226.0;143.0
-69.0;-302.0;210.0;216.0;170.0
-95.0;-333.0;123.0;202.0;247.0
-126.0;-316.0;99.0;235.0;265.0
-103.0;-319.0;41.0;233.0;252.0
-30.0;-315.0;4.0;224.0;312.0
14.0;-360.0;-44.0;216.0;305.0
74.0;-333.0;-77.0;37.0;333.0
200.0;-185.0;-101.0;-119.0;418.0
249.0;25.0;-105.0;-291.0;484.0
262.0;59.0;-101.0;-291.0;377.0
335.0;60.0;-87.0;-226.0;324.0
406.0;145.0;-92.0;-166.0;317.0
435.0;234.0;-86.0;-133.0;348.0
485.0;231.0;-50.0;-97.0;?
458.0;193.0;-14.0;-101.0;325.0
479.0;204.0;113.0;-82.0;231.0
452.0;172.0;273.0;-64.0;241.0
408.0;169.0;322.0;-63.0;251.0
397.0;180.0;280.0;-51.0;232.0
397.0;192.0;310.0;-67.0;269.0
411.0;195.0;386.0;-57.0;233.0
453.0;190.0;422.0;-56.0;254.0
459.0;168.0;403.0;-79.0;268.0
429.0;173.0;380.0;-82.0;274.0
423.0;167.0;369.0;-51.0;259.0
392.0;136.0;338.0;-29.0;236.0
398.0;95.0;343.0;-23.0;247.0
395.0;45.0;352.0;-23.0;269.0
357.0;14.0;355.0;-6.0;301.0
329.0;-15.0;337.0;-27.0;328.0
?;-36.0;320.0;6.0;319.0
?;-69.0;313.0;-1.0;317.0
?;-72.0;312.0;-6.0;306.0
?;-49.0;305.0;1.0;320.0
?;?;?;14.0;328.0
?;?;?;?;302.0
237.0;?;?;?;290.0
198.0;?;241.0;?;320.0
160.0;?;217.0;?;316.0
121.0;?;196.0;?;333.0
101.0;?;198.0;132.0;317.0
59.0;?;185.0;122.0;305.0
84.0;?;174.0;102.0;308.0
99.0;-242.0;158.0;21.0;369.0
52.0;-230.0;138.0;10.0;358.0
48.0;?;123.0;15.0;348.0
68.0;?;?;53.0;338.0
75.0;?;?;64.0;360.0
78.0;?;?;68.0;350.0
68.0;?;?;22.0;399.0
58.0;?;38.0;10.0;412.0
47.0;?;53.0;5.0;387.0
50.0;?;54.0;42.0;411.0
56.0;?;34.0;45.0;395.0
49.0;?;40.0;40.0;385.0
41.0;?;54.0;41.0;385.0
31.0;?;53.0;71.0;365.0
39.0;?;59.0;92.0;384.0
49.0;?;59.0;102.0;344.0
51.0;?;46.0;?;355.0
29.0;?;40.0;?;345.0
30.0;?;33.0;?;359.0
22.0;-311.0;28.0;?;384.0
24.0;-302.0;24.0;?;383.0
?;-299.0;21.0;?;370.0
?;-307.0;10.0;?;?
?;-304.0;8.0;?;?
40.0;-280.0;-2.0;?;414.0
46.0;-290.0;-6.0;?;436.0
29.0;-299.0;-3.0;?;455.0
56.0;-281.0;0.0;?;428.0
52.0;-283.0;0.0;?;432.0
51.0;-272.0;7.0;?;435.0
37.0;-292.0;20.0;30.0;424.0
34.0;-292.0;26.0;31.0;412.0
33.0;-292.0;41.0;27.0;394.0
35.0;-292.0;44.0;45.0;392.0
39.0;-305.0;48.0;98.0;400.0
41.0;-296.0;56.0;70.0;392.0
21.0;-316.0;55.0;75.0;381.0
36.0;-327.0;55.0;62.0;386.0
30.0;-326.0;44.0;70.0;382.0
19.0;-320.0;35.0;53.0;398.0
9.0;-314.0;36.0;25.0;432.0
11.0;-323.0;24.0;9.0;426.0
20.0;-314.0;20.0;27.0;410.0
19.0;-294.0;13.0;21.0;415.0
35.0;-301.0;5.0;29.0;422.0
36.0;-292.0;7.0;30.0;415.0
48.0;-312.0;4.0;52.0;404.0
31.0;-318.0;5.0;35.0;401.0
28.0;-291.0;13.0;24.0;388.0
36.0;-305.0;13.0;41.0;426.0
27.0;-297.0;23.0;25.0;392.0
23.0;-292.0;29.0;?;409.0
25.0;-292.0;32.0;?;411.0
47.0;-315.0;35.0;?;379.0
40.0;-311.0;33.0;?;414.0
19.0;-309.0;33.0;?;416.0
20.0;-332.0;26.0;?;391.0
30.0;-329.0;21.0;?;405.0
40.0;-326.0;20.0;?;393.0
21.0;-303.0;19.0;9.0;428.0
31.0;-303.0;22.0;20.0;435.0
42.0;-292.0;22.0;10.0;415.0
35.0;-321.0;24.0;31.0;394.0
46.0;-310.0;24.0;29.0;404.0
42.0;-311.0;13.0;30.0;420.0
44.0;-313.0;15.0;33.0;452.0
38.0;-318.0;21.0;39.0;413.0
39.0;-298.0;19.0;27.0;422.0
40.0;-302.0;25.0;38.0;416.0
21.0;-286.0;25.0;62.0;422.0
28.0;-310.0;30.0;42.0;406.0
29.0;-313.0;34.0;27.0;402.0
29.0;-290.0;33.0;37.0;417.0
30.0;-300.0;28.0;51.0;?
51.0;-302.0;27.0;41.0;?
26.0;-309.0;29.0;60.0;?
3.0;-321.0;23.0;42.0;?
41.0;-311.0;24.0;30.0;?
46.0;-311.0;21.0;30.0;?
31.0;-299.0;22.0;29.0;?
39.0;-283.0;25.0;17.0;?
50.0;-292.0;25.0;27.0;?
48.0;-295.0;27.0;43.0;420.0
42.0;-298.0;26.0;41.0;408.0
38.0;-276.0;22.0;41.0;409.0
40.0;-293.0;20.0;38.0;428.0
29.0;-303.0;23.0;18.0;390.0
39.0;-301.0;25.0;38.0;432.0
27.0;-302.0;26.0;19.0;404.0
21.0;-301.0;33.0;21.0;399.0
42.0;-309.0;37.0;43.0;404.0
49.0;-305.0;34.0;20.0;405.0
45.0;-291.0;33.0;41.0;385.0
39.0;-321.0;32.0;41.0;404.0
35.0;-300.0;27.0;53.0;425.0
32.0;-283.0;35.0;59.0;430.0
42.0;-294.0;?;50.0;404.0
36.0;-302.0;28.0;52.0;412.0
43.0;-302.0;30.0;46.0;388.0
28.0;-300.0;25.0;15.0;?
53.0;-285.0;31.0;3.0;?
51.0;-285.0;30.0;46.0;?
39.0;-299.0;25.0;65.0;?
58.0;-298.0;28.0;49.0;?
45.0;-281.0;26.0;23.0;?
23.0;-297.0;29.0;42.0;?
45.0;-289.0;22.0;63.0;?
34.0;-270.0;26.0;31.0;?
75.0;-283.0;28.0;41.0;?
62.0;-253.0;31.0;43.0;?
51.0;-283.0;28.0;84.0;?
33.0;-283.0;29.0;77.0;?
22.0;-305.0;32.0;90.0;?
25.0;?;32.0;109.0;?
24.0;?;29.0;61.0;?
17.0;?;34.0;40.0;?
21.0;?;38.0;38.0;?
10.0;-266.0;34.0;66.0;382.0
18.0;-282.0;23.0;107.0;393.0
19.0;-280.0;?;78.0;371.0
18.0;-336.0;?;64.0;396.0
?;-346.0;?;44.0;412.0
?;-324.0;?;31.0;416.0
?;-310.0;?;39.0;411.0
?;-339.0;?;111.0;452.0
?;-331.0;?;154.0;414.0
?;-361.0;?;157.0;390.0
?;-331.0;-6.0;99.0;343.0
?;-257.0;-6.0;37.0;343.0
?;-193.0;-6.0;29.0;323.0
?;-170.0;-3.0;51.0;319.0
?;-163.0;2.0;40.0;285.0
?;-143.0;8.0;32.0;275.0
