InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit BACK gyroZ;InertialMeasurementUnit L-SHOE Nav_Ax
-42;-42;50;127.0;-66
1;1;47;136.0;-71
-50;-50;51;74.0;-65
-18;-18;48;62.0;-69
8;8;46;45.0;-71
-133;-133;57;66.0;-55
220;220;33;13.0;-97
-653;-653;64;24.0;18
-2068;-2068;-2;77.0;246
-1894;-1894;28;-63.0;210
-1803;-1803;206;-119.0;125
-2309;-2309;-165;105.0;262
-2842;-2842;-575;-70.0;421
-2267;-2267;-657;-217.0;380
-1397;-1397;?;-219.0;257
-1648;-1648;?;-168.0;-24
-1292;-1292;?;-113.0;-320
-729;-729;?;-131.0;-414
-1022;-1022;-148;-187.0;-812
-745;-745;?;-211.0;-937
-325;-325;?;-238.0;-718
-338;-338;?;-281.0;-730
99;99;?;-353.0;-222
285;285;?;-375.0;108
263;263;?;-418.0;-586
-319;-319;?;-406.0;-1186
-610;-610;?;-353.0;-879
370;370;?;-474.0;-443
435;435;?;-440.0;-461
114;114;?;-409.0;-421
111;111;?;-360.0;-355
-36;-36;12;-313.0;-400
10;?;46;-368.0;-368
5;?;78;-350.0;-374
123;?;53;-209.0;-383
192;?;58;43.0;-373
158;?;53;215.0;-382
168;?;54;162.0;-376
171;?;55;207.0;-379
175;?;56;318.0;-379
31;31;29;303.0;-366
-38;-38;14;305.0;-342
-2;-2;8;283.0;-339
-20;-20;16;273.0;-332
-14;-14;39;258.0;-312
-13;-13;39;215.0;-311
-16;-16;37;208.0;-313
-18;-18;34;204.0;-309
-28;-28;23;185.0;-295
-23;-23;29;122.0;-307
-25;-25;26;94.0;-299
-26;-26;20;90.0;-198
-15;-15;33;29.0;-118
-22;-22;23;6.0;-66
-23;-23;13;6.0;-34
-28;-28;26;-39.0;-44
-35;-35;30;-116.0;-37
-8;-8;33;-186.0;-25
-15;-15;32;-204.0;-26
-33;-33;27;-234.0;-21
-40;-40;25;-195.0;-12
-58;-58;26;-168.0;-5
-56;-56;30;-69.0;-5
-54;-54;25;-99.0;-4
-54;-54;27;-65.0;1
-31;-31;47;14.0;-12
-47;-47;36;40.0;-2
-51;-51;35;40.0;3
-54;?;54;105.0;-4
-41;?;55;102.0;6
107;?;69;72.0;-9
44;?;-2;78.0;66
120;?;69;24.0;38
163;163;233;12.0;-74
165;165;227;5.0;-70
265;265;214;-32.0;-191
-783;-783;102;-10.0;-275
-1108;-1108;52;-30.0;-255
-573;-573;-34;-31.0;-133
-660;-660;40;-146.0;-206
-187;-187;321;-215.0;-415
396;396;-92;-164.0;-110
687;687;-539;-35.0;111
229;229;-456;24.0;157
-376;-376;-608;47.0;402
-142;-142;-565;152.0;251
-87;-87;-253;210.0;1
-120;-120;-461;221.0;151
-209;-209;-575;213.0;166
-360;-360;-468;204.0;65
-477;?;-509;153.0;105
-452;?;-371;157.0;34
-321;?;-304;108.0;-2
-410;?;-269;93.0;-8
112;?;-39;70.0;-156
316;?;-27;34.0;-136
182;?;-297;25.0;-49
294;?;-185;36.0;-71
-152;?;175;40.0;-12
-222;?;58;4.0;17
-377;?;-85;61.0;46
-342;?;87;47.0;-52
9;?;-64;19.0;127
-248;-248;-181;12.0;369
-63;-63;86;23.0;-13
50;50;9;7.0;-31
-135;-135;-62;-11.0;77
-51;-51;65;-73.0;-55
-31;-31;13;-127.0;19
-55;-55;32;-213.0;-5
-54;-54;55;-250.0;-24
8;8;48;-306.0;-8
48;48;55;-329.0;-22
47;47;45;-261.0;-19
41;41;44;-210.0;-16
-20;-20;16;-172.0;12
-72;-72;23;-118.0;1
-79;-79;42;-70.0;-15
-95;-95;37;-19.0;-6
-68;-68;34;108.0;-5
-10;-10;?;?;-4
14;14;?;?;0
34;34;?;174.0;-4
29;29;?;138.0;-6
31;31;?;194.0;5
31;?;?;153.0;8
4;?;?;-35.0;4
13;?;28;-198.0;7
30;?;29;-273.0;4
43;?;24;-339.0;7
20;?;27;-324.0;0
24;?;28;-249.0;-8
44;?;19;-177.0;1
8;?;21;-89.0;0
31;?;21;-47.0;1
43;?;27;22.0;1
20;?;36;54.0;-7
27;?;32;120.0;-2
59;?;21;133.0;-5
124;?;19;140.0;-11
111;111;13;133.0;-1
141;141;-6;141.0;-22
109;109;13;123.0;?
212;212;22;169.0;?
257;257;91;120.0;?
950;?;441;137.0;?
2539;?;600;98.0;?
1789;?;159;37.0;-358
113;?;-15;-8.0;-126
-173;?;87;-18.0;-139
-543;?;-52;-55.0;179
-350;-350;10;-70.0;212
-62;-62;55;-69.0;143
-22;-22;-9;-51.0;219
-129;-129;36;-27.0;134
-277;-277;?;-49.0;40
-112;-112;?;-79.0;-2
-121;?;?;-44.0;-7
-32;?;?;-44.0;-19
-233;?;?;-60.0;-83
269;?;?;-101.0;3
1474;1474;?;-134.0;141
1413;1413;131;-174.0;135
1274;1274;98;-200.0;137
1555;1555;185;-150.0;111
926;926;-83;-140.0;246
278;278;-480;-165.0;522
407;407;-361;-181.0;421
411;411;-86;-136.0;121
185;185;-16;-150.0;36
72;72;-26;-158.0;48
40;40;-27;-100.0;36
50;50;-27;-147.0;44
47;47;-27;4.0;41
48;48;-27;84.0;41
35;35;-24;104.0;37
44;44;-21;116.0;31
11;11;-25;138.0;37
-28;-28;-26;65.0;40
-24;-24;-26;139.0;40
-26;?;-26;105.0;40
13;?;-30;113.0;40
31;?;-35;49.0;43
28;?;-28;54.0;37
36;?;-21;24.0;26
26;?;-20;2.0;22
28;?;-19;3.0;22
-2;?;-29;?;23
-19;?;-34;?;23
-15;?;-32;?;24
-26;-26;-36;?;32
-24;-24;-35;?;30
-32;-32;-27;?;17
-36;-36;-26;?;13
-32;-32;-27;7.0;16
-35;-35;-26;-32.0;14
-33;-33;-27;-1.0;15
-34;-34;-26;-18.0;15
-35;-35;-26;30.0;14
-31;-31;-27;9.0;15
-34;-34;-24;40.0;13
-32;-32;-29;75.0;17
?;-38;-23;117.0;12
?;-101;-4;152.0;-6
?;-122;-4;133.0;-7
?;-77;-2;151.0;-6
?;-146;-8;130.0;-6
?;-62;2;188.0;-7
?;-133;-7;220.0;-5
?;-127;-6;196.0;-6
?;82;16;173.0;-13
?;-1366;-110;130.0;29
?;-2992;-161;148.0;29
?;-1998;-44;100.0;-93
?;-819;8;66.0;-265
?;-963;96;33.0;-352
?;-934;134;-14.0;-346
-1117;-1117;71;-52.0;-371
-719;-719;160;-94.0;-329
-1416;-1416;33;-137.0;-374
?;-2500;-2;-171.0;-166
-1302;-1302;912;-186.0;338
-1145;-1145;1465;-232.0;182
-728;-728;578;-220.0;-100
159;159;-91;-200.0;41
-214;-214;-5;-218.0;49
-81;-81;-18;-213.0;-28
?;-70;0;-200.0;-27
?;-163;41;-170.0;-19
-89;-89;21;-118.0;-20
-146;-146;38;-192.0;-19
-109;-109;28;-184.0;-19
-43;-43;30;-333.0;-9
13;13;32;-320.0;-1
-15;-15;32;-359.0;0
-51;-51;33;226.0;2
-45;-45;41;205.0;4
-36;-36;23;169.0;-6
-28;-28;23;176.0;-5
-62;-62;27;141.0;5
-78;-78;25;132.0;8
-77;-77;26;177.0;8
-74;-74;26;175.0;8
-73;-73;26;64.0;8
-92;-92;23;-54.0;9
-7;-7;43;-98.0;4
39;39;65;-158.0;1
39;39;55;-209.0;2
32;32;60;-222.0;1
27;27;61;-212.0;1
68;68;50;-184.0;2
-40;-40;79;-264.0;-1
245;245;-5;-217.0;16
618;618;-174;-174.0;90
201;201;-168;-165.0;109
100;100;-46;-129.0;-31
779;779;-60;-69.0;-115
1312;1312;-177;-73.0;-42
1916;1916;-34;-47.0;-44
1352;1352;86;13.0;-63
133;133;-138;55.0;-40
299;299;-175;51.0;-64
-67;-67;23;70.0;14
-420;-420;88;19.0;59
-156;-156;123;42.0;2
-213;-213;?;14.0;-1
70;70;?;-8.0;-14
114;114;?;-17.0;-24
68;68;?;-46.0;-19
30;30;?;25.0;-39
-236;-236;?;-42.0;-69
?;-267;?;-10.0;-47
?;394;?;9.0;-119
?;1001;?;5.0;-191
?;222;?;12.0;214
?;-412;?;-4.0;611
?;-95;?;5.0;288
?;-1;?;5.0;-102
?;1;?;-16.0;-58
?;42;-66;-33.0;-26
?;24;48;-50.0;-51
?;53;-51;-137.0;-29
?;32;5;-171.0;-35
?;8;-13;-190.0;-31
?;43;1;-185.0;-32
?;37;-2;-168.0;-23
?;6;-16;-144.0;-22
?;-18;-5;-150.0;-22
-53;-53;-9;-144.0;-12
-65;-65;8;-118.0;-17
-66;-66;8;-116.0;-17
-61;-61;6;-134.0;-17
-73;-73;7;-121.0;-17
-39;-39;8;-93.0;-18
14;14;14;-104.0;-18
15;15;8;-66.0;-7
7;7;1;-62.0;-3
-4;-4;3;-44.0;-5
6;6;6;-20.0;?
15;15;9;22.0;?
4;4;14;-37.0;-7
6;6;?;-26.0;-7
5;5;?;-29.0;-7
9;9;?;-43.0;-7
-13;-13;?;-49.0;-6
-43;-43;?;-63.0;-7
-30;-30;?;-35.0;-5
-14;-14;?;-23.0;-5
-15;-15;?;-21.0;-11
-8;-8;?;-5.0;-7
1;1;?;-10.0;-2
6;6;?;-18.0;2
-10;-10;?;34.0;6
-44;-44;?;25.0;-3
-49;?;?;29.0;-5
-30;?;?;19.0;1
-24;?;?;7.0;-7
-26;?;?;-9.0;-3
-38;?;?;38.0;13
-55;?;?;42.0;8
-56;?;10;74.0;6
-55;-55;8;46.0;9
-55;-55;9;57.0;6
-57;-57;9;49.0;8
-53;-53;9;32.0;6
-18;-18;9;34.0;-2
13;13;11;25.0;0
11;11;8;40.0;?
6;6;13;44.0;?
21;21;16;40.0;?
13;13;9;10.0;?
-22;-22;?;14.0;?
-28;-28;?;48.0;?
-23;-23;?;3.0;?
-26;-26;?;-28.0;?
-25;-25;?;-17.0;?
-25;-25;11;-16.0;?
-24;-24;5;-17.0;?
-27;-27;4;-37.0;?
-17;-17;6;-52.0;?
-19;-19;7;-48.0;6
-24;-24;?;-54.0;4
-26;-26;?;-65.0;3
-43;-43;?;-18.0;-2
-44;-44;?;-16.0;-2
-50;-50;?;-60.0;-3
-30;-30;?;-60.0;2
-4;-4;?;-71.0;9
-25;-25;?;-65.0;5
-27;-27;?;-63.0;5
-22;-22;?;-71.0;6
-27;-27;?;-107.0;4
-23;-23;11;-137.0;5
-26;-26;11;-148.0;5
-25;-25;11;-150.0;5
-23;-23;11;-148.0;5
-27;-27;12;-159.0;4
-20;-20;10;-166.0;7
-32;-32;13;-186.0;2
-30;-30;17;-148.0;-1
4;4;13;-150.0;6
-8;-8;15;-165.0;4
-24;-24;14;-139.0;4
-28;-28;13;-120.0;5
-37;-37;16;-107.0;2
-35;-35;15;-118.0;2
-35;-35;15;-97.0;?
-35;-35;13;-48.0;?
-36;-36;14;-42.0;?
-32;-32;16;-67.0;?
-39;-39;14;-72.0;?
-44;-44;13;-33.0;8
-26;-26;15;-43.0;1
-24;-24;18;-24.0;2
-23;-23;22;-14.0;2
-31;-31;14;2.0;6
-30;-30;10;-13.0;10
-3;-3;20;-20.0;6
-3;?;20;-33.0;6
-7;?;19;6.0;7
-6;?;17;-1.0;7
-21;-21;11;-1.0;9
-8;-8;15;25.0;8
5;5;17;-30.0;8
-21;-21;11;-11.0;7
-35;-35;15;-13.0;2
-35;-35;18;-8.0;-1
-34;-34;17;-20.0;1
-37;-37;17;-5.0;0
-34;-34;13;20.0;3
8;8;12;11.0;3
25;25;17;6.0;-3
-8;-8;15;17.0;0
-29;-29;13;8.0;4
-23;-23;15;21.0;0
-25;-25;11;29.0;3
-35;-35;9;-13.0;4
-32;-32;11;-10.0;3
-44;-44;16;-5.0;-2
-35;-35;16;4.0;-1
0;0;10;-25.0;7
-4;-4;11;-26.0;6
-7;-7;12;9.0;2
0;0;10;-32.0;3
-19;-19;14;-20.0;1
-39;-39;14;-28.0;4
-33;-33;16;14.0;2
-25;-25;21;5.0;-3
-17;-17;11;-13.0;6
-20;-20;11;-3.0;6
-51;-51;17;2.0;0
-13;-13;15;10.0;4
9;9;17;-14.0;3
-52;-52;15;-4.0;1
-29;-29;13;24.0;4
-10;-10;13;13.0;4
-33;-33;13;40.0;8
-19;-19;16;36.0;7
-15;-15;15;32.0;6
-23;-23;11;43.0;9
-41;-41;15;62.0;4
-43;-43;13;21.0;4
-28;-28;11;56.0;8
-25;-25;17;51.0;3
?;-25;19;49.0;-3
?;-25;19;51.0;-3
?;-14;16;43.0;7
?;15;8;92.0;14
?;2;9;65.0;9
?;-29;16;55.0;5
?;-25;13;82.0;5
?;-32;7;74.0;9
-39;-39;10;85.0;8
-23;-23;11;66.0;3
-13;-13;11;95.0;?
-31;-31;14;72.0;?
-45;-45;13;73.0;?
-36;-36;12;104.0;8
-37;-37;17;72.0;3
-24;-24;15;91.0;4
-11;-11;9;70.0;10
-2;-2;9;74.0;8
-5;-5;9;73.0;9
-26;-26;11;59.0;6
3;3;14;64.0;3
18;18;16;82.0;4
19;19;14;49.0;2
9;9;11;43.0;4
-24;-24;11;55.0;6
0;0;11;83.0;2
0;0;10;42.0;3
7;7;12;57.0;4
26;26;9;30.0;6
-9;-9;10;48.0;2
-6;-6;15;38.0;-3
8;8;11;34.0;4
-9;-9;15;23.0;-1
-16;-16;14;-13.0;-1
-14;-14;8;17.0;7
-15;-15;14;-20.0;2
-15;-15;13;9.0;2
-15;-15;13;-22.0;3
-13;-13;13;-9.0;2
-18;-18;13;-9.0;2
-10;-10;12;-2.0;4
-6;-6;9;-2.0;7
-24;-24;14;-21.0;-1
-11;-11;17;14.0;-6
3;3;11;-15.0;4
6;6;9;-8.0;6
-13;-13;15;12.0;-4
-34;-34;17;-1.0;-4
-17;-17;10;9.0;5
-9;-9;6;-7.0;8
12;12;10;29.0;2
3;3;10;-17.0;3
-27;-27;9;17.0;7
-14;-14;11;10.0;-1
-14;-14;11;-13.0;-2
-12;-12;11;10.0;4
-29;-29;11;18.0;3
-24;-24;8;4.0;7
10;10;13;50.0;1
-5;-5;19;66.0;-8
-15;-15;10;49.0;2
-18;-18;9;34.0;2
-32;-32;11;8.0;1
-15;-15;9;12.0;3
-6;-6;11;29.0;-3
-5;-5;11;35.0;-2
23;23;10;25.0;1
10;10;5;14.0;5
-12;-12;2;34.0;7
0;0;2;36.0;7
-6;?;4;23.0;6
-5;?;13;82.0;0
0;0;19;49.0;-6
-18;-18;19;17.0;-6
0;0;15;10.0;-4
-2;-2;13;40.0;-2
-24;-24;10;40.0;2
-6;-6;9;23.0;6
-24;-24;13;-5.0;2
-44;-44;11;14.0;3
-26;-26;8;?;5
-42;-42;9;?;5
-29;-29;9;-5.0;4
14;14;16;-28.0;-3
1;1;19;6.0;-5
-4;-4;11;4.0;3
-20;-20;10;19.0;3
-65;-65;17;-18.0;-5
-52;-52;14;-16.0;-2
-17;-17;9;-18.0;9
2;2;16;-17.0;1
8;8;22;4.0;-7
4;4;16;39.0;1
8;8;14;47.0;2
16;16;17;77.0;-3
7;7;17;48.0;-4
3;3;17;55.0;-3
12;12;15;83.0;-3
17;17;8;?;4
15;15;8;?;7
5;5;11;?;4
-27;-27;5;?;8
-52;-52;10;?;6
-16;-16;17;?;1
9;9;20;?;0
8;8;18;26.0;0
26;26;13;44.0;-2
4;4;22;64.0;-10
-23;-23;22;15.0;-7
12;12;16;26.0;0
40;40;15;30.0;-2
21;21;16;30.0;-5
25;25;15;32.0;-4
48;48;16;1.0;-4
35;35;?;-2.0;-11
58;58;?;52.0;8
-19;-19;?;23.0;10
41;41;?;66.0;17
25;25;?;66.0;15
-79;-79;?;59.0;4
520;520;-41;124.0;34
738;738;202;136.0;-180
1102;1102;370;148.0;-315
1851;1851;166;169.0;-127
1761;1761;141;154.0;-83
1764;1764;151;109.0;-95
1463;1463;177;69.0;-76
1209;1209;246;62.0;-98
1249;1249;207;57.0;-79
1281;?;228;119.0;-91
?;?;228;81.0;-91
?;313;186;?;-74
?;-134;233;?;-130
?;119;109;?;2
?;6;13;?;90
?;53;83;?;8
?;65;-5;?;104
?;42;-28;?;128
?;73;-36;?;139
?;68;-67;?;161
108;108;-33;?;111
94;94;-38;?;118
7;7;5;-170.0;71
-16;-16;?;-150.0;53
12;12;?;-95.0;78
-8;-8;?;-26.0;65
-25;-25;?;73.0;63
-14;-14;?;100.0;70
-14;-14;?;140.0;70
-11;-11;?;166.0;55
2;2;?;239.0;18
23;23;?;280.0;16
21;21;?;312.0;22
25;25;15;346.0;23
33;33;13;444.0;26
-3;-3;20;489.0;16
16;16;8;508.0;26
48;48;180;576.0;-146
674;674;365;632.0;-322
1376;1376;96;628.0;-32
1335;1335;-3;609.0;71
2225;2225;557;559.0;-488
3621;3621;809;538.0;-669
3702;3702;571;504.0;-360
3854;3854;680;444.0;-489
3823;3823;662;382.0;-468
2200;2200;98;342.0;106
886;886;-207;279.0;205
-160;-160;-186;267.0;-67
-1211;-1211;74;235.0;-298
-1183;-1183;377;190.0;-385
-863;-863;395;157.0;-288
-645;-645;412;222.0;-265
-94;-94;301;?;-34
1302;1302;311;?;2
283;283;201;?;256
-570;-570;-52;?;1162
270;270;-296;?;1543
-1819;-1819;-1065;?;1510
-451;-451;-825;?;1390
2546;2546;294;?;909
2646;2646;-147;?;84
2683;2683;-261;?;374
1198;1198;854;?;1440
454;454;348;?;927
493;493;-225;?;245
-13;-13;82;20.0;324
2;2;-17;-33.0;209
-37;-37;54;-97.0;234
-16;-16;47;-191.0;239
-11;-11;3;-140.0;204
-50;-50;54;-11.0;218
-44;-44;31;73.0;200
-44;-44;43;201.0;208
-45;-45;40;303.0;206
-66;-66;37;266.0;179
-46;-46;25;324.0;152
-53;-53;22;364.0;178
-19;-19;15;384.0;122
7;7;-6;379.0;47
-150;-150;11;364.0;75
-259;-259;61;361.0;8
?;-272;57;339.0;-54
?;-340;2;354.0;4
?;-208;66;381.0;-92
?;142;102;353.0;-221
?;107;104;351.0;-215
?;-455;168;307.0;-435
?;-1063;93;331.0;-713
?;-1239;287;355.0;-558
?;-412;504;227.0;-329
-426;-426;140;122.0;-114
-1447;-1447;-179;-1.0;327
-841;-841;-250;-72.0;656
-131;-131;-391;-77.0;830
-255;-255;-440;-10.0;875
-122;-122;-451;41.0;888
-97;-97;-486;47.0;921
35;35;-299;58.0;753
242;242;-161;28.0;601
142;142;-286;13.0;540
1;1;-276;5.0;442
30;30;-178;48.0;350
102;102;-188;?;302
121;121;-164;?;285
53;53;-164;?;273
-42;-42;-183;?;281
-31;-31;-163;?;274
131;131;-164;?;230
460;460;-118;?;177
482;482;-88;29.0;155
-8;-8;-123;-33.0;200
-109;-109;-64;-92.0;224
86;86;2;-120.0;168
20;20;-24;-176.0;212
-596;-596;61;-186.0;299
-1106;-1106;179;-240.0;329
-510;-510;219;-216.0;482
-127;-127;214;-210.0;398
366;366;-179;-221.0;-207
980;980;-975;-217.0;-540
273;273;-847;-258.0;-201
-281;-281;144;-242.0;150
-132;?;195;-240.0;182
-117;?;-13;-253.0;159
-170;?;148;?;176
-145;?;79;?;180
-38;?;80;?;178
60;?;106;?;165
18;?;98;-456.0;143
?;?;116;-386.0;135
?;?;86;-337.0;136
?;?;84;-300.0;122
?;?;92;-232.0;104
?;?;78;-151.0;105
?;53;76;-188.0;?
?;33;79;-187.0;?
?;66;74;-214.0;?
?;53;75;-215.0;?
?;54;75;-227.0;?
?;66;?;-222.0;?
?;15;?;-191.0;?
?;-6;?;-191.0;99
?;8;?;-152.0;80
16;16;?;-137.0;60
26;26;?;-116.0;45
0;0;?;-105.0;41
0;0;?;-104.0;24
-1;-1;55;-120.0;27
-15;-15;49;-141.0;30
6;6;51;-103.0;13
-10;-10;53;-90.0;14
-37;-37;54;-82.0;4
-9;-9;74;-55.0;0
52;52;79;-74.0;-11
59;59;58;-48.0;-18
26;26;53;-18.0;2
42;42;57;3.0;-1
41;41;50;-25.0;6
3;3;42;11.0;12
18;18;53;20.0;-2
19;19;56;77.0;7
-5;-5;40;-17.0;12
21;21;42;-2.0;-4
26;26;50;3.0;-4
33;33;48;28.0;-1
24;24;42;-43.0;1
-19;-19;40;-73.0;4
5;5;46;-73.0;-8
0;0;43;-62.0;-5
-73;-73;33;-110.0;8
-72;-72;42;-151.0;5
-55;-55;52;-142.0;-3
-48;-48;50;-118.0;0
23;23;?;-71.0;1
35;35;?;-54.0;-6
12;12;?;-66.0;-3
53;53;?;-54.0;2
39;39;?;-26.0;1
-19;-19;?;-57.0;0
-16;-16;?;-2.0;0
-33;-33;?;-25.0;-3
-63;-63;49;18.0;-8
?;-38;48;55.0;1
?;-44;43;61.0;5
?;-64;49;72.0;-6
?;-46;49;89.0;-2
?;-52;44;143.0;5
?;-50;55;122.0;-4
?;-49;56;135.0;0
?;-51;54;154.0;2
?;-12;63;161.0;-3
?;-3;54;122.0;6
?;-30;57;165.0;-1
?;-38;72;177.0;-5
?;-33;39;219.0;36
?;-42;33;215.0;28
?;-90;51;260.0;7
?;-102;27;324.0;?
?;-78;28;362.0;?
?;-167;21;364.0;?
?;-188;87;349.0;?
?;-162;90;315.0;?
?;-188;66;343.0;?
-139;-139;130;290.0;?
-147;-147;91;320.0;2
-266;-266;184;296.0;7
-183;-183;59;280.0;153
353;353;429;314.0;-185
?;1497;906;309.0;-638
?;1902;5;363.0;18
?;1570;-352;358.0;294
?;2330;44;387.0;-31
?;984;107;427.0;-114
?;-676;129;446.0;-156
?;231;-53;479.0;-58
?;-714;-129;637.0;-43
?;-1452;-82;647.0;-92
?;-546;-186;690.0;14
?;-386;-174;707.0;40
-180;-180;28;742.0;-96
111;111;77;761.0;-122
179;179;-2;757.0;-49
291;291;45;723.0;-73
328;328;91;684.0;-101
262;262;59;634.0;-65
286;286;74;562.0;-83
283;283;72;481.0;-81
260;260;14;348.0;17
263;263;6;263.0;45
263;263;0;162.0;36
257;257;?;67.0;32
250;250;?;31.0;15
268;268;?;-65.0;27
283;283;?;-122.0;-3
295;295;?;-153.0;-20
310;310;?;-215.0;-16
479;479;?;-232.0;-31
440;440;?;-294.0;?
177;177;?;-343.0;?
189;189;?;-392.0;?
-105;-105;?;-351.0;-25
-499;-499;?;?;-180
-280;-280;?;?;-68
13;13;?;?;81
89;89;32;?;-36
108;108;76;?;-59
47;47;36;-175.0;-10
15;15;55;?;-23
?;50;21;?;1
?;3;22;?;-1
?;-61;27;?;4
?;-59;9;?;17
?;-45;29;-196.0;5
?;-6;34;-209.0;5
?;0;27;-218.0;5
?;-35;46;-188.0;-7
?;-35;48;-209.0;-8
?;-40;45;-256.0;-6
-7;-7;47;-336.0;-6
35;35;43;-301.0;-3
37;37;36;-248.0;5
56;56;26;-182.0;10
51;51;30;-167.0;-1
32;32;31;-120.0;-2
21;21;24;-138.0;3
33;33;25;-135.0;1
19;19;28;-53.0;0
-24;-24;24;-38.0;-1
-1;-1;19;7.0;0
3;3;24;51.0;0
-7;-7;23;50.0;5
-6;-6;22;90.0;2
-2;-2;28;83.0;-4
16;16;26;7.0;-3
-17;-17;27;26.0;-5
-15;-15;25;-13.0;4
18;18;24;-33.0;6
13;13;29;-56.0;-1
16;16;27;-51.0;0
-1;-1;25;-8.0;-4
-34;-34;29;-20.0;-8
-15;-15;30;-12.0;-3
17;17;27;19.0;-1
13;13;16;38.0;3
18;18;18;40.0;6
52;52;31;30.0;-1
52;52;28;51.0;-7
4;4;25;36.0;-4
4;4;24;42.0;-2
13;13;19;51.0;0
-4;-4;24;55.0;2
5;5;22;79.0;0
-8;-8;17;38.0;5
-10;-10;20;56.0;3
13;13;22;29.0;0
2;2;21;29.0;3
6;6;21;17.0;2
10;10;19;23.0;2
-26;-26;20;-28.0;-3
-27;-27;21;-1.0;-5
7;7;18;-3.0;-2
2;2;20;19.0;-2
-4;-4;25;-5.0;-3
14;14;24;-1.0;1
6;6;22;-8.0;-1
-12;-12;26;-31.0;0
2;2;23;-25.0;2
-10;-10;19;-26.0;-1
-25;-25;21;-1.0;-1
3;3;20;-22.0;0
?;-11;20;-1.0;2
?;-29;21;-31.0;4
?;-24;22;-9.0;2
?;-24;23;-28.0;-3
?;-15;21;-24.0;-4
?;-17;24;-39.0;2
?;2;18;-5.0;2
?;-1;15;-13.0;4
?;1;21;-17.0;2
?;2;21;-24.0;-5
-33;-33;21;-13.0;-1
-5;-5;24;-9.0;-2
6;6;22;-5.0;0
-4;-4;23;-20.0;0
5;5;26;0.0;-6
-28;-28;25;-18.0;-2
-37;-37;25;2.0;2
-4;-4;26;-16.0;4
12;12;23;-21.0;-1
-3;-3;16;-4.0;-1
2;2;17;9.0;3
26;26;21;14.0;3
10;10;19;-3.0;4
-8;-8;21;-3.0;0
6;6;18;4.0;0
-2;-2;16;4.0;1
-15;-15;22;16.0;-2
-15;-15;21;25.0;1
-16;-16;21;0.0;1
-4;-4;22;-12.0;-4
-7;-7;27;-8.0;-3
23;23;24;-11.0;3
15;15;16;4.0;-1
?;-35;15;-11.0;-9
?;8;14;-7.0;-7
?;-1;22;21.0;-4
?;-40;19;14.0;-1
?;-13;14;-7.0;-2
-18;-18;25;-3.0;0
-5;-5;24;36.0;3
21;21;15;-8.0;-6
-18;-18;20;-7.0;-5
-5;-5;18;32.0;?
12;12;9;40.0;?
-15;-15;17;-17.0;?
14;14;19;-20.0;-1
6;6;13;43.0;-4
-21;-21;19;15.0;2
0;0;20;8.0;3
1;1;18;26.0;3
-15;-15;21;11.0;1
4;4;16;5.0;1
34;34;16;4.0;4
26;26;15;-10.0;-1
-24;-24;1;4.0;-9
-77;-77;10;17.0;-5
-71;-71;42;-18.0;1
-37;-37;46;19.0;-2
-28;-28;29;25.0;-10
-11;-11;33;7.0;-11
-6;-6;36;20.0;?
1;1;21;29.0;?
15;15;20;-5.0;-2
-28;-28;31;10.0;-5
-57;-57;27;-12.0;-3
-49;-49;20;-7.0;-6
-65;-65;28;-20.0;-4
-72;-72;34;16.0;3
-32;-32;34;-17.0;2
-3;-3;52;16.0;-2
-27;-27;53;19.0;0
-2;-2;40;34.0;2
9;9;47;79.0;-4
81;81;45;37.0;-3
127;127;54;17.0;-2
197;197;118;11.0;-33
195;195;16;0.0;-2
?;-461;-125;17.0;113
?;-625;581;30.0;-6
?;-310;982;-2.0;-263
?;-927;737;-47.0;-339
?;-768;539;-66.0;-298
227;227;-527;-34.0;-229
-437;-437;-584;-29.0;-272
-797;-797;103;3.0;-304
-182;-182;-183;-16.0;-305
-240;-240;-118;9.0;-301
258;258;34;-21.0;-160
580;580;54;22.0;-145
576;576;19;104.0;-57
254;254;100;88.0;-10
273;273;57;53.0;57
261;261;185;4.0;198
-109;-109;405;-8.0;318
1711;1711;-920;-19.0;1013
975;975;-989;-31.0;938
-397;-397;507;-26.0;-54
974;974;535;-16.0;-199
407;407;125;-64.0;63
190;190;-87;-31.0;103
285;285;-117;-74.0;57
-124;-124;20;-48.0;12
166;166;10;-102.0;1
61;61;21;-137.0;2
64;64;21;-208.0;2
100;100;18;-258.0;1
62;62;20;-329.0;3
82;82;21;-354.0;0
80;80;19;-355.0;2
74;74;20;-342.0;1
5;5;21;-351.0;-2
-14;-14;20;-308.0;-2
5;5;23;-293.0;-2
-13;-13;18;-274.0;-2
?;4;26;-233.0;-2
?;3;39;-251.0;-6
?;-42;20;-229.0;-12
?;-19;20;-202.0;-13
?;1;30;-193.0;-11
?;-4;23;-121.0;-14
?;-9;28;-168.0;-10
?;-45;38;-136.0;-1
-40;-40;40;-136.0;-5
-29;-29;40;-80.0;-6
-43;-43;40;-80.0;-5
-21;-21;39;-35.0;-6
9;9;35;31.0;-6
16;16;34;8.0;-6
17;17;34;6.0;-6
14;14;33;70.0;-6
23;23;36;52.0;-5
23;23;37;47.0;-6
16;16;33;71.0;-11
