InertialMeasurementUnit LUA Quaternion3;InertialMeasurementUnit LUA Quaternion1;InertialMeasurementUnit LLA Quaternion3;InertialMeasurementUnit RUA Quaternion4;InertialMeasurementUnit RLA Quaternion4;InertialMeasurementUnit RUA Quaternion2;InertialMeasurementUnit RLA Quaternion2;InertialMeasurementUnit LLA Quaternion1
-144.0;-373.0;203.0;-528.0;-113.0;471.0;232.0;494.0
-154.0;-384.0;217.0;-544.0;-136.0;473.0;226.0;495.0
-167.0;-400.0;233.0;-559.0;-162.0;474.0;223.0;496.0
-181.0;-421.0;249.0;-567.0;-183.0;468.0;227.0;500.0
-194.0;-442.0;263.0;-574.0;-197.0;467.0;230.0;506.0
-36.0;-177.0;100.0;-175.0;329.0;252.0;184.0;466.0
32.0;-36.0;157.0;-200.0;227.0;325.0;17.0;239.0
29.0;-39.0;162.0;-210.0;236.0;296.0;-3.0;236.0
29.0;-17.0;157.0;-197.0;303.0;272.0;-30.0;226.0
70.0;4.0;123.0;-234.0;207.0;315.0;13.0;186.0
40.0;-230.0;80.0;-269.0;178.0;302.0;-15.0;442.0
35.0;-199.0;83.0;-276.0;152.0;309.0;-23.0;392.0
-409.0;-511.0;392.0;-235.0;-570.0;195.0;457.0;214.0
-419.0;-528.0;388.0;-267.0;-598.0;213.0;468.0;249.0
-440.0;-566.0;402.0;-332.0;-640.0;233.0;453.0;322.0
141.0;-14.0;-29.0;-45.0;437.0;106.0;-156.0;265.0
75.0;-241.0;-19.0;-329.0;89.0;363.0;18.0;457.0
-200.0;-348.0;391.0;-511.0;-218.0;535.0;303.0;467.0
-151.0;-362.0;242.0;-604.0;-338.0;476.0;262.0;498.0
-147.0;-354.0;237.0;-600.0;-329.0;471.0;259.0;492.0
-143.0;-346.0;235.0;-594.0;-318.0;465.0;255.0;488.0
-138.0;-340.0;232.0;-587.0;-306.0;460.0;251.0;490.0
-227.0;-381.0;404.0;-529.0;-258.0;534.0;290.0;495.0
50.0;43.0;133.0;-255.0;129.0;334.0;54.0;157.0
118.0;95.0;84.0;-163.0;238.0;326.0;47.0;111.0
59.0;-39.0;62.0;-283.0;166.0;398.0;63.0;177.0
57.0;-41.0;58.0;-292.0;161.0;400.0;78.0;181.0
-18.0;-290.0;80.0;-420.0;-72.0;440.0;141.0;442.0
-12.0;-296.0;74.0;-420.0;-70.0;436.0;141.0;455.0
-11.0;-301.0;73.0;-421.0;-66.0;432.0;141.0;467.0
-47.0;-271.0;53.0;-449.0;37.0;425.0;215.0;469.0
-22.0;-298.0;83.0;-413.0;-57.0;418.0;127.0;473.0
-27.0;-292.0;94.0;-408.0;-53.0;413.0;117.0;470.0
-87.0;-348.0;274.0;-440.0;-88.0;433.0;142.0;527.0
88.0;-225.0;-30.0;-288.0;160.0;330.0;-16.0;461.0
-130.0;-335.0;228.0;-579.0;-290.0;454.0;245.0;493.0
34.0;-212.0;4.0;-379.0;49.0;207.0;35.0;494.0
59.0;197.0;-205.0;377.0;-8.0;-379.0;-150.0;-372.0
-141.0;-90.0;-14.0;80.0;-266.0;-163.0;47.0;-109.0
-227.0;-405.0;404.0;-563.0;-246.0;539.0;313.0;536.0
-29.0;-285.0;140.0;-346.0;86.0;389.0;125.0;430.0
-28.0;-148.0;-59.0;-343.0;-191.0;385.0;350.0;172.0
-32.0;-141.0;-58.0;-341.0;-184.0;380.0;394.0;171.0
-32.0;-138.0;-61.0;-334.0;-168.0;370.0;389.0;171.0
-33.0;-134.0;-64.0;-320.0;-141.0;357.0;369.0;170.0
2.0;-263.0;166.0;-243.0;211.0;333.0;43.0;497.0
-27.0;-210.0;200.0;-288.0;122.0;331.0;63.0;435.0
-353.0;-526.0;430.0;-609.0;-178.0;526.0;393.0;493.0
-417.0;-470.0;493.0;-501.0;-415.0;502.0;499.0;401.0
-393.0;-499.0;275.0;-732.0;-542.0;557.0;397.0;281.0
-120.0;-241.0;87.0;-391.0;-269.0;450.0;461.0;289.0
-109.0;-222.0;68.0;-373.0;-247.0;440.0;459.0;275.0
-97.0;-192.0;41.0;-342.0;-224.0;438.0;479.0;258.0
-98.0;-182.0;29.0;-300.0;-184.0;500.0;541.0;255.0
-239.0;-470.0;376.0;-573.0;-353.0;561.0;293.0;562.0
-199.0;-112.0;26.0;92.0;-249.0;-187.0;9.0;-120.0
73.0;1.0;122.0;-254.0;133.0;336.0;59.0;202.0
75.0;-1.0;110.0;-251.0;134.0;343.0;67.0;205.0
-139.0;-79.0;-22.0;205.0;-225.0;-216.0;61.0;-160.0
-154.0;81.0;226.0;328.0;-27.0;-347.0;-142.0;-190.0
395.0;219.0;-436.0;451.0;293.0;-369.0;-409.0;-323.0
-192.0;-60.0;24.0;79.0;-266.0;-181.0;-9.0;-183.0
-182.0;-19.0;24.0;64.0;-308.0;-172.0;4.0;-228.0
-144.0;238.0;-53.0;401.0;-13.0;-276.0;-76.0;-541.0
60.0;-176.0;22.0;-302.0;96.0;348.0;-15.0;350.0
-49.0;-119.0;320.0;-287.0;100.0;399.0;88.0;422.0
53.0;-56.0;59.0;-239.0;143.0;303.0;-24.0;227.0
58.0;-166.0;-108.0;-202.0;235.0;-4.0;-118.0;519.0
-606.0;-784.0;683.0;-804.0;-829.0;413.0;89.0;714.0
-646.0;-734.0;697.0;-712.0;-944.0;204.0;-2.0;630.0
-547.0;-815.0;734.0;-753.0;-737.0;579.0;395.0;437.0
-571.0;-717.0;739.0;-612.0;-851.0;452.0;403.0;412.0
-62.0;-143.0;337.0;-297.0;74.0;395.0;74.0;441.0
-42.0;-137.0;372.0;-413.0;63.0;404.0;83.0;513.0
59.0;-162.0;133.0;-109.0;-590.0;-39.0;-109.0;-18.0
-29.0;-151.0;192.0;-241.0;153.0;409.0;101.0;312.0
-15.0;-154.0;176.0;-234.0;149.0;408.0;107.0;316.0
-1.0;-159.0;160.0;-232.0;141.0;408.0;114.0;320.0
12.0;-162.0;146.0;-232.0;129.0;405.0;122.0;326.0
20.0;-165.0;140.0;-234.0;111.0;400.0;131.0;338.0
71.0;-143.0;115.0;-127.0;-580.0;-82.0;-101.0;-29.0
72.0;-142.0;114.0;-125.0;-579.0;-83.0;-102.0;-29.0
-66.0;-379.0;237.0;-380.0;-63.0;436.0;155.0;559.0
-69.0;-372.0;251.0;-379.0;-60.0;435.0;156.0;558.0
-82.0;-356.0;216.0;-437.0;-111.0;454.0;164.0;518.0
-71.0;-377.0;200.0;-438.0;-107.0;451.0;166.0;538.0
72.0;-142.0;114.0;-125.0;-578.0;-83.0;-101.0;-29.0
72.0;-142.0;114.0;-125.0;-583.0;-84.0;-99.0;-29.0
72.0;-141.0;114.0;-127.0;-591.0;-82.0;-92.0;-29.0
73.0;-140.0;115.0;-131.0;-606.0;-79.0;-78.0;-30.0
74.0;-139.0;115.0;-130.0;-614.0;-82.0;-73.0;-29.0
-78.0;-365.0;269.0;-379.0;-54.0;433.0;157.0;558.0
-179.0;-366.0;344.0;-570.0;-235.0;506.0;252.0;510.0
-154.0;-346.0;322.0;-548.0;-233.0;556.0;305.0;501.0
-127.0;-333.0;292.0;-508.0;-233.0;605.0;392.0;494.0
74.0;-138.0;117.0;-126.0;-615.0;-82.0;-75.0;-29.0
75.0;-138.0;119.0;-122.0;-618.0;-81.0;-81.0;-29.0
91.0;30.0;24.0;-218.0;190.0;300.0;12.0;144.0
14.0;-77.0;177.0;-240.0;180.0;364.0;81.0;260.0
15.0;-75.0;174.0;-233.0;200.0;372.0;106.0;258.0
20.0;-72.0;170.0;-226.0;215.0;376.0;127.0;260.0
307.0;276.0;-560.0;37.0;393.0;71.0;-155.0;51.0
62.0;-148.0;10.0;-292.0;122.0;347.0;-29.0;298.0
-204.0;28.0;98.0;-121.0;-464.0;-451.0;-185.0;-315.0
-155.0;-70.0;69.0;7.0;-408.0;-201.0;25.0;-151.0
-159.0;-85.0;70.0;-10.0;-427.0;-195.0;23.0;-137.0
-236.0;-93.0;215.0;95.0;-141.0;-72.0;-128.0;-621.0
-95.0;-218.0;365.0;-307.0;34.0;373.0;57.0;499.0
-264.0;-165.0;240.0;-457.0;-96.0;144.0;498.0;300.0
-266.0;-165.0;242.0;-459.0;-97.0;145.0;501.0;300.0
-267.0;-164.0;244.0;-461.0;-97.0;149.0;506.0;298.0
-116.0;-295.0;385.0;-323.0;21.0;368.0;45.0;565.0
-314.0;-511.0;473.0;-242.0;276.0;388.0;-39.0;532.0
9.0;-196.0;186.0;-217.0;127.0;383.0;106.0;424.0
-110.0;9.0;88.0;111.0;-279.0;-64.0;66.0;-497.0
37.0;-271.0;42.0;-396.0;-35.0;393.0;102.0;452.0
-74.0;-354.0;178.0;-447.0;-178.0;466.0;194.0;499.0
-60.0;-373.0;135.0;-449.0;-176.0;464.0;189.0;482.0
-51.0;-388.0;99.0;-450.0;-170.0;455.0;185.0;463.0
-41.0;-392.0;73.0;-449.0;-164.0;449.0;180.0;441.0
-34.0;-386.0;61.0;-448.0;-158.0;447.0;178.0;424.0
-38.0;-378.0;61.0;-448.0;-153.0;444.0;179.0;417.0
27.0;-260.0;51.0;-399.0;-41.0;398.0;102.0;429.0
-161.0;-422.0;315.0;-452.0;-57.0;458.0;164.0;572.0
-246.0;-38.0;217.0;44.0;-401.0;91.0;171.0;-340.0
-60.0;-205.0;152.0;-30.0;-296.0;49.0;59.0;-536.0
-109.0;-347.0;313.0;-376.0;-26.0;418.0;142.0;546.0
-454.0;-424.0;515.0;-279.0;-665.0;179.0;342.0;-19.0
-452.0;-439.0;515.0;-286.0;-667.0;180.0;349.0;3.0
-447.0;-457.0;512.0;-298.0;-669.0;184.0;353.0;38.0
-121.0;-330.0;333.0;-370.0;-3.0;405.0;123.0;531.0
-557.0;-720.0;619.0;-545.0;-846.0;399.0;405.0;547.0
9.0;-190.0;173.0;-208.0;141.0;379.0;100.0;407.0
-117.0;-361.0;250.0;-496.0;-209.0;459.0;216.0;530.0
-188.0;-316.0;384.0;-300.0;121.0;449.0;123.0;472.0
-320.0;-62.0;271.0;-82.0;-473.0;-40.0;228.0;-249.0
-48.0;15.0;-176.0;-120.0;187.0;70.0;28.0;91.0
76.0;36.0;-253.0;-115.0;221.0;96.0;5.0;131.0
-176.0;-89.0;27.0;-6.0;-439.0;-67.0;212.0;-156.0
-177.0;-55.0;26.0;0.0;-441.0;-77.0;199.0;-193.0
11.0;-106.0;156.0;-217.0;198.0;373.0;155.0;306.0
7.0;-121.0;154.0;-217.0;183.0;370.0;143.0;322.0
7.0;-135.0;148.0;-221.0;164.0;364.0;127.0;333.0
9.0;-146.0;138.0;-229.0;143.0;363.0;114.0;340.0
-325.0;-64.0;292.0;-86.0;-474.0;-35.0;233.0;-259.0
64.0;-121.0;83.0;-254.0;153.0;290.0;-18.0;301.0
85.0;232.0;-198.0;130.0;-667.0;-16.0;-18.0;-368.0
-236.0;38.0;163.0;-27.0;-526.0;-136.0;77.0;-335.0
-186.0;-356.0;351.0;-509.0;-127.0;494.0;281.0;505.0
-194.0;-365.0;364.0;-521.0;-155.0;505.0;292.0;512.0
59.0;-114.0;12.0;-300.0;110.0;344.0;-23.0;255.0
64.0;-82.0;9.0;-293.0;110.0;338.0;-26.0;210.0
-208.0;-1.0;107.0;11.0;-400.0;-138.0;111.0;-275.0
-92.0;-385.0;243.0;-441.0;-152.0;444.0;163.0;535.0
69.0;-49.0;14.0;-274.0;119.0;325.0;-34.0;184.0
-120.0;-374.0;241.0;-507.0;-209.0;455.0;216.0;547.0
-492.0;-690.0;683.0;-548.0;-852.0;301.0;329.0;202.0
-543.0;-599.0;494.0;-471.0;-875.0;276.0;277.0;366.0
-507.0;-536.0;442.0;-364.0;-815.0;210.0;250.0;294.0
3.0;-186.0;172.0;-200.0;154.0;372.0;91.0;397.0
-301.0;-279.0;389.0;-75.0;-840.0;-59.0;-148.0;-335.0
-126.0;-385.0;232.0;-512.0;-208.0;449.0;215.0;558.0
-132.0;-391.0;227.0;-515.0;-211.0;448.0;218.0;563.0
-137.0;-393.0;226.0;-522.0;-217.0;450.0;228.0;562.0
-181.0;-78.0;-1.0;35.0;-555.0;-61.0;60.0;-233.0
-144.0;-392.0;231.0;-530.0;-225.0;452.0;237.0;560.0
-74.0;-387.0;229.0;-436.0;-136.0;435.0;163.0;551.0
-65.0;-389.0;221.0;-430.0;-121.0;429.0;165.0;562.0
-59.0;-388.0;216.0;-425.0;-106.0;423.0;165.0;568.0
-60.0;-379.0;214.0;-415.0;-89.0;416.0;160.0;568.0
-62.0;-369.0;218.0;-403.0;-72.0;408.0;151.0;563.0
-67.0;-357.0;226.0;-390.0;-54.0;401.0;142.0;553.0
101.0;-126.0;114.0;-151.0;-718.0;-79.0;22.0;-19.0
74.0;-161.0;148.0;-100.0;-643.0;-31.0;-34.0;-9.0
73.0;-161.0;149.0;-100.0;-644.0;-34.0;-34.0;-10.0
157.0;45.0;58.0;172.0;-656.0;14.0;-198.0;-71.0
-261.0;90.0;52.0;-83.0;206.0;8.0;204.0;196.0
-73.0;-343.0;238.0;-378.0;-37.0;393.0;134.0;542.0
-82.0;-328.0;253.0;-367.0;-20.0;382.0;126.0;531.0
-378.0;-615.0;533.0;-732.0;-582.0;596.0;434.0;671.0
-175.0;-388.0;264.0;-550.0;-256.0;466.0;261.0;538.0
-165.0;-390.0;251.0;-544.0;-244.0;461.0;253.0;546.0
-280.0;40.0;87.0;-173.0;128.0;99.0;275.0;223.0
-278.0;16.0;95.0;-191.0;113.0;124.0;288.0;245.0
-130.0;-504.0;211.0;-564.0;-306.0;529.0;263.0;622.0
18.0;-137.0;140.0;-160.0;323.0;263.0;-28.0;338.0
-60.0;-79.0;85.0;-135.0;314.0;180.0;194.0;501.0
-33.0;-139.0;204.0;-168.0;389.0;188.0;14.0;383.0
209.0;394.0;-368.0;517.0;296.0;-509.0;-403.0;-533.0
127.0;301.0;-293.0;418.0;72.0;-436.0;-202.0;-480.0
-193.0;26.0;123.0;108.0;-220.0;-319.0;-278.0;-265.0
-88.0;-76.0;20.0;61.0;-224.0;-148.0;-76.0;-246.0
-162.0;-34.0;72.0;88.0;-312.0;-162.0;130.0;-215.0
-134.0;10.0;43.0;181.0;-299.0;-197.0;45.0;-309.0
-272.0;-70.0;287.0;-219.0;175.0;259.0;285.0;455.0
-276.0;-58.0;308.0;-235.0;243.0;259.0;239.0;459.0
69.0;-166.0;-35.0;-274.0;200.0;303.0;-18.0;385.0
-261.0;-121.0;222.0;-424.0;-169.0;285.0;635.0;272.0
425.0;362.0;-368.0;266.0;684.0;-96.0;-261.0;-71.0
-265.0;-750.0;307.0;-544.0;-884.0;447.0;358.0;553.0
-223.0;72.0;162.0;71.0;-362.0;-214.0;-51.0;-353.0
-182.0;-35.0;125.0;107.0;-365.0;-165.0;60.0;-241.0
-170.0;-26.0;46.0;99.0;-353.0;-177.0;28.0;-214.0
74.0;-142.0;131.0;-90.0;-629.0;-62.0;-89.0;-22.0
-569.0;-647.0;797.0;-591.0;-760.0;652.0;413.0;237.0
-167.0;-422.0;276.0;-255.0;542.0;372.0;272.0;560.0
134.0;-111.0;-25.0;-148.0;334.0;210.0;-100.0;374.0
-36.0;-350.0;117.0;-397.0;-38.0;402.0;108.0;540.0
15.0;-310.0;92.0;-313.0;156.0;379.0;151.0;501.0
-144.0;150.0;15.0;192.0;-332.0;-65.0;-19.0;-474.0
-531.0;-675.0;665.0;-584.0;-233.0;645.0;639.0;518.0
16.0;145.0;10.0;271.0;-382.0;-149.0;-100.0;-198.0
-548.0;-813.0;660.0;-766.0;-751.0;627.0;480.0;745.0
-96.0;-301.0;124.0;-500.0;-90.0;568.0;281.0;361.0
-15.0;-128.0;299.0;-247.0;107.0;423.0;138.0;439.0
-82.0;153.0;58.0;-6.0;-809.0;-272.0;-193.0;-479.0
-180.0;177.0;159.0;294.0;-383.0;-347.0;-372.0;-482.0
-594.0;-599.0;576.0;-639.0;-959.0;167.0;-119.0;411.0
-622.0;-771.0;696.0;-713.0;-844.0;568.0;511.0;642.0
-90.0;-360.0;198.0;-477.0;-217.0;531.0;226.0;537.0
233.0;242.0;-87.0;37.0;500.0;120.0;-153.0;-12.0
-6.0;-148.0;294.0;-254.0;93.0;429.0;141.0;449.0
-165.0;-492.0;274.0;-581.0;-341.0;552.0;283.0;583.0
-296.0;-574.0;446.0;-671.0;-197.0;556.0;604.0;616.0
-56.0;-413.0;177.0;-447.0;-97.0;439.0;173.0;582.0
-216.0;-455.0;253.0;-637.0;-409.0;504.0;324.0;471.0
-272.0;-574.0;327.0;-679.0;-405.0;533.0;403.0;486.0
75.0;-138.0;121.0;-116.0;-617.0;-81.0;-88.0;-28.0
575.0;801.0;-641.0;738.0;845.0;-491.0;-402.0;-663.0
75.0;-139.0;123.0;-113.0;-622.0;-75.0;-93.0;-27.0
-415.0;-341.0;357.0;-474.0;149.0;177.0;511.0;259.0
-13.0;-209.0;-15.0;-417.0;88.0;379.0;163.0;439.0
18.0;-81.0;155.0;-217.0;221.0;378.0;161.0;275.0
75.0;-140.0;126.0;-108.0;-637.0;-62.0;-83.0;-25.0
-209.0;132.0;-7.0;19.0;275.0;-43.0;156.0;196.0
