InertialMeasurementUnit L-SHOE EuX;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;InertialMeasurementUnit L-SHOE Nav_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;Accelerometer BACK accZ;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameX
42;984.0;24;1;717;24;-767.0;-1;1
42;980.0;19;8;733;19;-758.0;-44;44
42;996.0;118;-7;722;118;-760.0;-31;31
43;968.0;94;-2;725;94;-729.0;?;-45
48;959.0;217;18;735;217;-705.0;?;-39
52;956.0;400;-70;636;400;-712.0;?;-45
55;919.0;?;-261;583;825;-750.0;?;-40
55;935.0;?;-490;503;2665;-639.0;?;-20
54;920.0;?;-313;437;1616;-630.0;?;-33
58;829.0;?;12;521;-1771;-651.0;?;?
62;795.0;?;-35;621;-1963;-622.0;?;?
67;840.0;?;-56;658;-1413;-609.0;?;?
73;786.0;?;-27;598;-672;-598.0;?;?
76;789.0;?;4;626;726;-586.0;?;?
76;834.0;?;-111;486;776;-592.0;?;-51
76;835.0;?;-2;612;953;-595.0;?;-45
71;863.0;?;615;1209;1388;-596.0;?;-10
69;947.0;?;758;1192;585;-532.0;?;-6
69;948.0;?;?;954;1;-550.0;?;1
69;921.0;?;?;862;47;-554.0;?;33
69;968.0;6;-27;705;6;-597.0;-3;3
69;900.0;144;-26;727;144;-572.0;-82;82
69;900.0;77;-38;721;77;-583.0;-72;72
69;927.0;-8;-43;704;-8;-546.0;38;-38
69;935.0;-5;-26;722;-5;-536.0;-415;415
69;1005.0;-6;-40;710;-6;-517.0;-681;681
69;1012.0;13;-35;715;13;-538.0;-747;747
69;969.0;-14;-26;715;-14;-512.0;-1170;1170
69;939.0;13;-23;713;13;-531.0;-1144;1144
69;?;-7;-28;713;-7;-521.0;-938;938
69;?;-3;-27;710;-3;-532.0;-842;842
69;?;14;-28;706;14;-560.0;-609;?
69;?;-23;-28;708;-23;-541.0;-434;?
69;?;-45;-15;711;-45;-587.0;-259;?
69;1004.0;-41;-11;712;-41;-578.0;-23;?
69;998.0;2;-19;706;2;-546.0;116;-116
69;979.0;-23;-14;705;-23;-607.0;130;-130
69;993.0;-57;?;711;-57;-538.0;61;-61
69;988.0;-17;?;712;-17;-532.0;-53;53
69;959.0;-15;?;709;-15;-537.0;-113;113
69;938.0;-3;?;709;-3;-597.0;-109;109
69;946.0;25;?;708;25;-551.0;-94;94
69;994.0;-8;?;712;-8;-573.0;-113;113
69;951.0;17;?;713;17;-527.0;-68;68
69;939.0;40;?;703;40;-557.0;-117;117
69;962.0;-23;-11;705;-23;-411.0;-253;253
69;972.0;-14;0;712;-14;-341.0;-219;219
69;951.0;4;-2;711;4;-419.0;-177;177
69;960.0;-14;-6;708;-14;-315.0;-32;32
69;970.0;-15;-4;709;-15;-329.0;74;-74
69;976.0;-26;-6;709;-26;-320.0;126;-126
?;975.0;-25;-5;705;-25;-328.0;339;-339
?;970.0;-9;-6;706;-9;-326.0;369;-369
?;962.0;-2;7;710;-2;?;356;-356
?;981.0;-35;5;714;-35;?;481;-481
69;993.0;-20;1;714;-20;?;507;-507
69;996.0;3;-9;711;3;?;593;-593
69;967.0;-50;2;717;-50;?;420;-420
69;986.0;-61;17;725;-61;?;11;-11
?;1003.0;52;-32;716;52;?;77;-77
69;997.0;-17;59;723;-17;?;-272;272
68;1001.0;110;-29;718;110;?;-563;563
67;1020.0;-83;-206;725;-83;?;-683;683
66;1048.0;-180;38;760;-180;?;-1061;1061
64;1064.0;-8;151;790;-8;?;-266;266
64;1125.0;-779;97;830;-779;?;186;-186
63;1124.0;472;161;?;472;-497.0;-64;64
65;989.0;-1432;46;?;-1432;-471.0;69;-69
77;837.0;-3244;-563;?;-3244;-466.0;78;-78
77;818.0;2718;-859;437;2718;-443.0;156;-156
61;979.0;5124;-238;470;5124;-394.0;66;-66
56;1107.0;4540;-56;820;4540;-388.0;-69;69
43;991.0;3870;-209;750;3870;-417.0;-65;65
20;849.0;1223;-268;652;1223;-427.0;-128;128
12;811.0;941;-541;730;941;-445.0;-153;153
8;894.0;998;-602;685;998;-425.0;-146;146
5;908.0;940;-627;635;940;-415.0;?;86
-1;985.0;1631;-461;712;1631;-386.0;?;65
-6;933.0;1616;-450;965;1616;-385.0;?;66
-9;995.0;1541;-101;923;1541;-417.0;?;54
-15;842.0;1563;627;1062;1563;-439.0;?;84
-15;851.0;1525;627;1191;1525;-490.0;?;145
-17;786.0;1607;967;-417;1607;-511.0;?;152
-21;1013.0;177;789;-1593;177;-642.0;?;251
-18;1056.0;-945;-612;-358;-945;-756.0;?;881
-18;855.0;-62;542;1093;-62;-680.0;?;1919
-19;940.0;278;2209;1419;278;-669.0;?;2900
-19;1327.0;-32;470;1001;-32;-692.0;?;4797
-19;1571.0;-159;-263;719;-159;-671.0;?;7182
-19;985.0;-204;304;727;-204;-523.0;-7332;7332
-18;810.0;-56;43;745;-56;-567.0;-6624;6624
-18;903.0;76;92;738;76;-471.0;-3527;3527
-18;1042.0;78;31;736;78;-447.0;1057;-1057
?;1045.0;66;-12;734;66;-423.0;1811;-1811
?;?;52;59;730;52;-403.0;2968;-2968
?;?;30;51;734;30;-391.0;3949;-3949
?;?;60;52;726;60;-361.0;3883;-3883
-19;?;63;38;721;63;-320.0;5343;-5343
-19;?;37;48;723;37;?;5620;-5620
-19;?;82;21;723;82;?;5484;-5484
-19;?;94;28;732;94;?;5809;-5809
-19;?;-2;-7;728;-2;?;5948;-5948
-19;?;-75;29;745;-75;?;4630;-4630
-20;?;?;0;806;-6;?;94;-94
-20;?;?;-118;806;-26;?;-3251;3251
-21;?;?;-31;848;-111;?;-2322;2322
-20;?;?;-223;978;-764;?;-1831;1831
-12;1331.0;?;-524;903;-2508;?;-2143;2143
42;1145.0;?;-493;849;-2386;?;-807;807
106;835.0;?;-1105;1675;-1093;-548.0;45;-45
110;829.0;?;-1658;2021;-2084;-508.0;-70;70
94;1133.0;-1955;-883;806;-1955;-453.0;-62;62
77;1123.0;-290;-573;416;-290;-440.0;-48;48
81;?;-385;-1046;733;-385;-440.0;-86;86
65;?;287;-662;620;287;-437.0;-101;101
14;?;2312;-84;783;2312;-389.0;-123;123
5;?;2108;33;820;2108;-332.0;-94;94
?;?;1271;118;831;1271;-380.0;?;155
?;?;1881;129;1181;1881;-488.0;?;222
?;?;1893;763;1538;1893;-502.0;?;189
?;?;3386;1507;-113;3386;-502.0;?;369
?;?;2686;1061;-1075;2686;-800.0;?;522
-21;?;-2048;-186;231;-2048;-819.0;?;958
-19;?;-979;-1181;-545;-979;-589.0;?;2676
-20;1256.0;1327;-480;97;1327;-750.0;-5129;5129
-22;1445.0;-269;854;1568;-269;-703.0;-7544;7544
-21;1576.0;-539;755;710;-539;-610.0;-7968;7968
-20;756.0;?;124;734;-216;-514.0;-6683;6683
-20;733.0;?;-18;813;-43;-520.0;-4449;4449
-20;1117.0;?;-34;656;68;-456.0;43;-43
-20;1148.0;?;-71;776;7;-441.0;2026;-2026
-20;928.0;?;-56;701;29;-409.0;1557;-1557
-20;803.0;?;-59;740;2;-379.0;3077;-3077
-20;787.0;?;-53;726;-4;-357.0;4598;-4598
-20;860.0;-3;-37;724;-3;-343.0;5174;-5174
-20;867.0;30;-30;719;30;-328.0;5300;-5300
-20;974.0;-11;-49;713;-11;-383.0;5488;-5488
-20;899.0;12;-38;724;12;-413.0;5306;-5306
-20;838.0;-4;-53;706;-4;-441.0;6055;-6055
-20;869.0;2;?;710;2;-459.0;5439;-5439
-21;933.0;36;?;772;36;-961.0;496;-496
-22;1069.0;-79;?;797;-79;-499.0;-2206;2206
-22;1109.0;41;?;877;41;-675.0;-3038;3038
-20;1268.0;-863;-365;858;-863;-721.0;-4365;4365
-4;1435.0;-3114;-788;792;-3114;-670.0;-2700;2700
36;1244.0;-3153;-764;738;-3153;-580.0;-467;467
82;821.0;-1400;-815;1117;-1400;-512.0;?;272
98;769.0;?;-1667;2091;-1533;-381.0;?;471
79;1015.0;?;-1528;1544;-1380;-321.0;?;196
70;1113.0;?;-882;418;-475;-391.0;?;0
56;990.0;395;-833;594;395;-437.0;?;66
33;713.0;1861;-585;554;1861;-395.0;?;125
34;649.0;1969;-598;450;1969;-367.0;?;45
10;763.0;2312;-445;775;2312;-276.0;?;58
-23;869.0;2512;-640;1135;2512;-347.0;?;120
-29;927.0;2732;-68;1453;2732;-323.0;?;205
-38;838.0;2775;317;?;2775;-432.0;?;346
-42;761.0;2503;673;?;2503;-394.0;-337;337
-47;770.0;3066;3285;?;3066;-643.0;-606;606
-55;875.0;-102;2186;?;-102;-721.0;-1073;1073
?;1125.0;-170;431;?;-170;-789.0;-2055;2055
?;984.0;1655;902;2303;1655;-642.0;-3829;3829
?;1128.0;-1458;-499;2436;-1458;-609.0;-6786;6786
?;1691.0;-1600;-577;2494;?;-636.0;-8082;8082
?;1561.0;-486;22;1240;?;-495.0;-7280;7280
?;1048.0;-466;-187;452;?;-472.0;-8675;8675
?;?;-40;-131;818;-40;-407.0;-4871;4871
?;?;-209;-191;661;-209;-396.0;1487;-1487
?;?;-125;-182;709;-125;-359.0;1574;-1574
?;?;-187;-155;724;-187;-359.0;2375;-2375
?;?;-128;-162;696;-128;-405.0;3462;-3462
?;?;-25;-185;735;-25;-401.0;2941;-2941
?;?;-61;-146;704;-61;-432.0;3618;-3618
-50;?;-64;-194;710;-64;-357.0;3122;-3122
-50;?;-96;-185;741;-96;-429.0;1979;-1979
-50;?;-78;-135;747;-78;-445.0;507;-507
-49;983.0;-121;-406;632;-121;-985.0;-1472;?
-52;988.0;-130;-532;760;-130;-426.0;562;?
-46;1019.0;-746;-574;943;-746;-725.0;?;?
-47;1082.0;-1374;-862;1003;-1374;-720.0;?;?
-46;1181.0;-1336;-827;995;-1336;-642.0;?;?
-6;1046.0;-925;-802;863;-925;-609.0;?;?
10;814.0;506;-1144;1012;506;-535.0;?;?
-5;1021.0;1304;-988;903;1304;-438.0;?;?
-26;1325.0;1122;-441;464;1122;-440.0;?;?
-60;1114.0;1480;-249;389;1480;-494.0;?;?
-82;918.0;1822;-119;457;1822;-456.0;?;?
-94;838.0;2056;84;512;2056;-501.0;?;?
-105;802.0;2204;234;552;2204;-552.0;?;?
-111;832.0;2679;420;655;2679;-495.0;?;?
-117;862.0;2776;535;751;2776;-590.0;?;-41
-115;894.0;2874;510;734;2874;-620.0;?;-34
-115;906.0;2867;512;735;2867;-655.0;?;-35
-118;916.0;2557;526;735;2557;-753.0;55;-55
-111;964.0;3456;523;731;3456;-520.0;-43;43
-131;1047.0;937;282;816;937;-674.0;-104;104
-157;1034.0;-1373;-1117;1286;-1373;-721.0;-159;159
-154;1062.0;310;-1741;1374;310;-719.0;-62;62
-156;1203.0;-82;-529;762;-82;-662.0;-317;317
-157;1108.0;-219;-225;654;-219;-656.0;-1293;1293
-155;1000.0;184;-358;754;184;-653.0;-1635;1635
-157;1119.0;-262;-185;675;-262;-659.0;-1970;1970
-155;1132.0;-58;-336;723;-58;-685.0;-2314;2314
-155;936.0;-85;-263;700;-85;-707.0;-1523;1523
-155;887.0;-82;-255;702;-82;-672.0;-810;810
-155;1036.0;-30;-281;720;-30;-679.0;-560;560
-154;1088.0;-58;-205;716;-58;-661.0;-424;424
-154;1039.0;-16;-175;721;-16;-660.0;-301;301
-154;1064.0;-6;-147;714;-6;-649.0;-218;218
-154;1085.0;-25;-118;721;-25;-637.0;-188;188
-154;1039.0;-18;-75;718;?;-632.0;-72;72
-154;1037.0;0;-51;715;?;-619.0;-161;161
-154;1042.0;20;-47;715;?;-584.0;-204;204
?;1036.0;43;-42;718;?;-573.0;-3;3
?;1010.0;31;-36;719;?;-571.0;-158;158
?;1031.0;16;-21;717;?;-542.0;-405;405
?;1017.0;17;-20;711;?;-646.0;-174;174
?;1005.0;22;-33;698;?;-708.0;86;-86
?;929.0;59;18;708;?;-662.0;319;-319
?;915.0;17;33;726;17;-574.0;493;-493
?;1004.0;-23;?;727;-23;-525.0;537;-537
?;1227.0;-15;?;726;-15;-559.0;595;-595
?;1180.0;-84;?;718;-84;-560.0;565;-565
-154;1043.0;-80;?;722;-80;-602.0;706;-706
-154;878.0;-34;?;720;-34;-616.0;725;-725
-154;889.0;-43;?;725;-43;-564.0;147;-147
-154;978.0;-8;?;728;-8;-568.0;-103;103
-154;1043.0;-108;?;737;-108;-607.0;-194;194
-152;1056.0;-235;?;747;-235;-615.0;-756;756
-155;1007.0;-242;?;747;-242;-721.0;-644;644
-150;970.0;-718;?;848;-718;-796.0;-455;455
-158;971.0;-180;-90;725;-180;-947.0;-919;919
-150;1024.0;-718;99;756;-718;-836.0;-662;662
-151;1030.0;-1663;624;833;-1663;-707.0;43;-43
-161;909.0;-470;1342;131;-470;-642.0;109;-109
-124;1040.0;-1061;1930;-189;-1061;-518.0;-38;38
-200;1279.0;2055;639;141;2055;-515.0;-10;10
-94;1068.0;6123;-695;517;6123;-612.0;-11;11
185;765.0;3144;-90;891;3144;-640.0;10;-10
168;662.0;714;136;983;714;-620.0;56;-56
142;758.0;30;143;1097;30;-593.0;34;-34
174;857.0;-551;626;1170;-551;-549.0;-13;13
148;961.0;659;695;1068;659;-573.0;?;-8
162;942.0;1338;652;1007;1338;-531.0;?;-22
155;906.0;1395;626;1020;1395;-512.0;?;37
143;950.0;2847;377;1042;2847;-491.0;?;37
143;968.0;3384;314;1022;3384;-480.0;?;27
133;980.0;2004;255;1044;2004;-533.0;-42;42
125;921.0;1489;81;917;1489;-498.0;-19;19
126;886.0;439;120;865;439;?;65;-65
127;821.0;-1211;-95;1059;-1211;?;-69;69
131;834.0;-1493;-636;1228;-1493;?;-147;147
134;822.0;-1172;-960;1226;-1172;?;0;0
133;886.0;806;-1256;384;806;?;-212;212
132;919.0;1642;-1705;-993;1642;?;144;-144
130;1000.0;684;-1835;-1014;684;?;-515;515
?;1025.0;755;-1620;-860;755;?;-1615;1615
?;1045.0;738;-1602;-984;738;?;-1493;1493
?;1071.0;1082;-1585;650;1082;?;-3674;3674
?;1295.0;503;-897;1220;503;?;-6078;6078
?;1400.0;-438;-295;553;-438;?;-7510;7510
?;1087.0;-94;-260;808;-94;-512.0;-6858;6858
?;857.0;-56;-215;734;-56;-440.0;-5153;5153
?;845.0;-48;-190;702;-48;-445.0;-4823;4823
?;872.0;49;-190;768;49;-407.0;-343;343
?;982.0;29;-173;695;29;-390.0;2754;-2754
125;942.0;40;-171;?;40;-404.0;2641;-2641
125;867.0;-27;-135;?;-27;-404.0;4323;-4323
125;816.0;-65;-125;?;-65;-389.0;4776;-4776
125;854.0;-99;-132;721;-99;-391.0;4611;-4611
125;976.0;-96;-158;715;?;-340.0;4509;-4509
125;981.0;-56;-132;?;-56;-341.0;4687;-4687
125;913.0;-76;-111;?;-76;-366.0;4327;-4327
125;929.0;-58;-152;?;-58;-395.0;4744;-4744
125;949.0;-63;-148;?;-63;-478.0;4940;-4940
125;945.0;-23;-117;?;-23;-480.0;1521;-1521
124;956.0;132;-69;?;132;-738.0;47;-47
123;957.0;-44;69;?;-44;-736.0;-393;393
123;1083.0;1;125;?;1;-583.0;-1890;1890
123;1179.0;-320;147;?;-320;-748.0;-1437;1437
122;1322.0;-2035;82;?;-2035;-636.0;-1485;1485
126;1344.0;-2731;155;?;-2731;-630.0;-1788;1788
?;1025.0;-1569;942;?;-1569;-579.0;-486;486
?;627.0;-1193;1233;1297;-1193;-528.0;208;-208
?;693.0;-1301;796;728;-1301;-473.0;-44;44
?;1030.0;-1066;856;573;-1066;-470.0;61;-61
?;1140.0;-677;923;634;-677;-458.0;8;-8
160;948.0;788;537;463;788;-408.0;-94;94
141;808.0;2104;222;561;2104;-411.0;12;-12
134;813.0;2344;405;722;2344;-389.0;-22;22
128;853.0;2177;7;771;2177;-359.0;-65;65
119;900.0;1413;-120;1109;1413;-392.0;-42;42
119;865.0;1371;-102;1222;1371;-401.0;-64;64
116;836.0;1923;-1906;910;1923;-454.0;-95;95
111;769.0;1700;-2890;-148;1700;-524.0;-53;53
111;759.0;2838;-3274;-2279;2838;-613.0;-178;178
109;902.0;?;-2919;-1336;536;-635.0;-44;44
107;1023.0;?;-891;1590;-2953;-705.0;-159;159
107;1086.0;?;-873;1220;-542;-625.0;-1476;1476
107;1058.0;?;-1491;752;-344;-599.0;-3132;3132
107;1465.0;?;-713;933;-1011;-704.0;-5184;5184
107;1313.0;?;-294;607;103;-680.0;-7062;7062
107;854.0;?;-385;783;-281;-625.0;-5836;5836
108;708.0;?;-352;705;-5;-679.0;-2494;2494
108;936.0;?;-329;695;-18;-547.0;-886;886
108;1077.0;?;-323;748;-140;-567.0;-252;252
108;1073.0;?;-306;707;38;-539.0;1153;-1153
108;1026.0;?;-332;730;-26;-558.0;2433;-2433
108;979.0;23;-308;713;23;-535.0;3276;-3276
108;880.0;-4;-297;717;-4;?;3855;-3855
108;906.0;8;-283;716;8;?;4037;-4037
108;998.0;23;-276;713;23;?;4147;-4147
108;1012.0;10;-248;711;10;?;3775;-3775
108;932.0;21;-238;711;21;?;3101;-3101
108;885.0;13;-229;710;13;-537.0;2358;-2358
108;947.0;5;-193;709;5;-582.0;2959;-2959
108;1034.0;23;-197;726;23;-718.0;3505;-3505
108;958.0;14;-184;736;14;-661.0;-633;633
107;952.0;-29;-227;723;-29;-738.0;-3845;3845
108;985.0;-29;-114;763;-29;-667.0;?;1693
107;908.0;18;-26;800;18;-689.0;?;-130
105;1077.0;179;21;794;179;-648.0;?;-54
104;1373.0;133;141;791;133;-746.0;12;-12
102;1081.0;?;-191;748;-283;-778.0;59;-59
100;713.0;?;12;818;-260;-761.0;20;-20
99;703.0;?;558;892;-624;-740.0;48;-48
102;856.0;?;353;690;-1504;-718.0;21;-21
110;1027.0;?;281;511;-1609;-743.0;14;-14
115;973.0;?;359;578;-1033;-772.0;34;-34
116;865.0;?;178;607;471;-759.0;6;-6
114;794.0;?;-5;496;1842;-769.0;12;-12
110;821.0;?;-231;582;2886;-769.0;-13;13
103;883.0;?;-663;609;3679;?;-20;20
93;866.0;?;-982;271;2747;?;15;-15
89;823.0;1330;-956;125;1330;?;-1;1
87;839.0;1063;?;261;1063;?;?;-19
82;899.0;1762;?;330;1762;?;?;-32
78;899.0;2012;?;506;2012;?;?;-2
?;948.0;2277;?;585;2277;-727.0;?;-17
?;967.0;2548;?;417;2548;?;?;-18
?;900.0;1221;7;457;1221;?;?;-17
61;875.0;463;214;697;463;?;-3;3
61;863.0;-374;196;1086;-374;?;-50;50
63;889.0;-1167;58;1172;-1167;?;-31;31
64;930.0;-258;-56;808;-258;-732.0;7;-7
64;908.0;-63;-113;721;-63;-692.0;-16;16
64;890.0;-77;-235;716;-77;-683.0;-33;33
64;896.0;110;-237;678;110;-643.0;-8;8
64;972.0;-12;-141;727;-12;-659.0;-37;37
64;1035.0;77;-142;720;77;-699.0;2;-2
64;974.0;45;-146;728;45;-678.0;-14;14
64;946.0;-9;-141;733;-9;-665.0;45;-45
64;996.0;-65;-132;731;-65;-619.0;293;-293
64;1035.0;-82;-114;726;-82;-600.0;-238;238
64;1019.0;-49;-109;718;-49;-613.0;-1016;1016
64;993.0;-70;-105;727;-70;-598.0;-1259;1259
65;979.0;-76;-92;730;-76;-567.0;-1461;1461
65;968.0;-52;-72;728;-52;-560.0;-1042;1042
65;988.0;-21;-61;727;?;-599.0;-198;198
65;958.0;-16;-43;728;?;-629.0;89;-89
65;949.0;-4;-27;729;-4;-598.0;251;-251
65;953.0;41;-33;727;41;-613.0;333;-333
65;950.0;18;-36;725;18;-556.0;58;-58
65;1004.0;-20;-30;726;-20;-586.0;-10;10
65;996.0;15;-35;721;15;-620.0;-37;37
65;952.0;-10;-38;724;-10;-621.0;-32;32
65;929.0;-32;-27;730;-32;-629.0;80;-80
65;935.0;-17;-23;724;-17;-616.0;15;-15
65;985.0;-53;-32;721;-53;-597.0;-14;?
?;1013.0;-22;-28;724;-22;-603.0;-17;?
?;980.0;6;-16;729;6;-594.0;-20;?
65;968.0;-34;-6;731;-34;-619.0;17;?
65;975.0;5;-3;728;5;-644.0;25;?
65;977.0;9;-6;729;9;-669.0;6;?
65;966.0;-35;-12;726;-35;-673.0;7;?
65;937.0;24;-19;722;24;-693.0;19;?
65;921.0;15;-10;729;15;-723.0;9;?
65;945.0;-22;-2;734;-22;-702.0;9;?
65;949.0;0;-5;729;0;-691.0;2;?
65;964.0;-16;-8;728;-16;-671.0;-13;13
65;967.0;-16;-12;730;-16;-670.0;-4;4
65;928.0;-14;-5;728;-14;-690.0;-4;4
65;935.0;-7;0;728;-7;-689.0;15;-15
65;937.0;14;-4;730;14;-674.0;48;-48
65;937.0;13;-4;729;13;-666.0;30;-30
65;947.0;-6;1;732;-6;-711.0;39;-39
65;955.0;-16;-3;731;-16;-703.0;44;-44
65;931.0;3;-14;723;3;-721.0;-24;24
65;906.0;-8;-6;728;-8;-699.0;-3;3
65;925.0;-33;-1;730;-33;-699.0;26;-26
65;934.0;-34;-2;727;-34;-681.0;-6;6
65;923.0;-25;1;729;-25;-704.0;18;-18
65;907.0;-22;-5;729;-22;-679.0;20;-20
65;899.0;-43;6;735;-43;-684.0;-5;5
65;915.0;-31;6;730;-31;-683.0;-42;42
65;918.0;-14;2;737;-14;-670.0;-7;7
65;921.0;-40;11;738;-40;-702.0;-90;90
65;937.0;-25;6;719;-25;-727.0;-61;61
65;927.0;5;2;733;5;-701.0;-128;128
?;928.0;0;-8;739;0;-718.0;-980;980
?;908.0;21;-15;732;21;-696.0;-1218;1218
?;956.0;-6;-8;733;-6;-697.0;-692;692
?;935.0;-59;-10;732;-59;-689.0;-600;600
?;926.0;-46;-7;738;-46;-686.0;-552;552
?;917.0;-44;3;736;-44;-696.0;-466;466
?;931.0;-43;-4;735;-43;-684.0;-429;429
?;?;-13;-2;739;-13;-774.0;-657;657
?;?;-57;0;740;-57;-680.0;-1234;1234
?;?;-21;3;744;-21;-713.0;-911;911
?;?;-39;9;746;-39;-699.0;-8;8
?;?;-127;-5;747;-127;-663.0;5;-5
?;?;-27;-8;754;-27;-581.0;-44;44
?;?;-280;-5;742;-280;-666.0;109;-109
?;932.0;-201;-37;776;-201;-779.0;-9;9
64;879.0;-847;-181;889;-847;-742.0;-21;21
64;799.0;-958;-498;1061;-958;-697.0;-23;23
59;642.0;2818;-584;1123;2818;-792.0;-33;33
55;859.0;5313;-153;924;5313;-702.0;-13;13
40;1186.0;4329;123;939;4329;-793.0;-12;12
25;1161.0;3405;221;1077;3405;-691.0;-16;16
22;931.0;2444;118;1060;2444;-677.0;-34;34
15;852.0;1395;-247;957;1395;-652.0;-34;34
11;774.0;869;-180;810;869;-740.0;-17;17
12;748.0;614;-106;958;614;-669.0;?;11
9;802.0;1103;-84;603;1103;-702.0;?;15
5;752.0;1721;-56;136;1721;-825.0;?;8
2;771.0;2093;-55;-187;2093;-723.0;?;-53
-3;783.0;2352;246;-575;2352;-770.0;?;-57
-6;704.0;2114;345;107;2114;-777.0;?;-19
-4;700.0;2432;385;463;2432;-962.0;?;-99
-8;834.0;1278;179;406;1278;-991.0;?;21
-13;808.0;-928;-265;815;-928;-879.0;117;-117
-11;863.0;-919;-121;814;-919;-902.0;-146;146
-10;822.0;-283;152;759;-283;-889.0;-1320;1320
-10;942.0;-56;83;738;-56;-831.0;-1535;1535
-10;902.0;-87;23;682;-87;-924.0;-1330;1330
-10;735.0;-244;59;738;-244;-928.0;-1205;1205
-9;794.0;-266;29;724;-266;-917.0;-879;879
-9;741.0;-276;25;672;-276;-920.0;-983;983
-8;808.0;-122;81;676;-122;-919.0;-946;946
-8;886.0;-61;76;729;-61;-905.0;-809;809
-8;856.0;14;59;725;14;-905.0;-772;772
-8;876.0;46;73;696;46;-959.0;-678;678
-8;892.0;39;58;720;39;-910.0;-734;734
-8;908.0;97;51;738;97;-931.0;-716;716
-8;913.0;-29;71;715;-29;-917.0;-518;518
-8;964.0;-57;55;708;-57;-923.0;?;440
-8;947.0;-37;46;706;-37;-933.0;?;349
-8;917.0;-69;57;703;-69;-955.0;?;303
-8;926.0;-58;63;718;-58;-940.0;?;345
-8;956.0;-105;43;725;-105;-953.0;?;105
-8;978.0;-120;12;724;-120;-966.0;?;-224
-7;1004.0;-184;55;711;-184;-927.0;?;-346
-7;?;-225;65;691;-225;-914.0;?;-384
-7;921.0;-186;41;704;-186;-900.0;?;-596
-7;918.0;-186;66;713;-186;-901.0;854;-854
-6;917.0;-123;65;691;-123;-890.0;973;-973
-6;912.0;?;52;700;-11;-891.0;1113;-1113
-6;882.0;?;48;716;21;-861.0;1212;-1212
-6;883.0;?;55;700;40;-848.0;1254;-1254
-6;857.0;?;72;738;78;-797.0;1288;-1288
-6;846.0;?;64;763;124;-819.0;1280;-1280
-7;801.0;?;45;718;149;-831.0;1237;-1237
-8;791.0;?;29;722;119;-777.0;1133;-1133
-8;759.0;?;14;730;171;-774.0;997;-997
-9;734.0;?;19;727;168;-808.0;779;-779
-9;705.0;269;-25;748;269;-844.0;767;-767
-10;706.0;306;-29;733;306;-792.0;801;-801
-11;701.0;172;33;705;172;-883.0;794;-794
-11;705.0;192;34;703;192;-877.0;903;-903
-12;788.0;219;5;656;219;-893.0;354;-354
?;817.0;1190;-163;390;1190;-966.0;-31;31
?;891.0;1869;66;89;1869;-971.0;110;-110
?;924.0;853;421;314;853;-950.0;-9;9
?;902.0;58;-65;871;58;-960.0;22;-22
?;915.0;-82;-359;1019;-82;-930.0;31;?
?;913.0;255;35;842;255;-938.0;-29;?
-25;889.0;596;225;778;596;-947.0;13;?
-26;856.0;470;188;779;470;-953.0;5;?
-29;833.0;465;169;687;465;-1038.0;38;?
-31;830.0;574;55;656;574;-1031.0;41;?
-32;839.0;504;-54;798;504;-1019.0;20;?
-33;887.0;154;-39;786;154;-1075.0;49;?
-33;947.0;-69;-47;652;?;-993.0;70;?
-33;926.0;-7;-23;674;?;-987.0;67;?
-33;954.0;36;40;727;?;-956.0;67;-67
-33;974.0;24;27;726;?;-974.0;36;-36
-33;965.0;7;8;721;?;-984.0;2;-2
-33;978.0;152;-65;735;?;-983.0;-4;4
-35;951.0;357;-103;727;357;-970.0;0;0
-36;957.0;833;-141;706;833;-950.0;21;-21
-36;968.0;744;-109;690;744;-919.0;17;-17
-38;1026.0;-366;97;715;-366;-932.0;-11;11
-38;1010.0;-462;12;782;-462;-921.0;-14;14
-37;980.0;-95;-91;724;-95;-886.0;-55;55
-37;1010.0;-216;10;701;-216;-887.0;-79;79
-37;970.0;-44;17;771;-44;-857.0;-13;13
-37;957.0;67;25;740;67;-850.0;-21;21
-37;937.0;16;11;725;16;-844.0;-89;89
-37;937.0;?;4;730;-27;-846.0;-88;88
-37;?;?;30;727;-46;-874.0;-109;109
-37;?;?;10;739;-16;-850.0;-66;66
-37;?;?;0;728;-17;-867.0;-15;15
-37;?;?;18;731;-34;-860.0;-16;16
-37;?;?;16;734;-26;-904.0;17;-17
-37;?;?;8;735;13;-920.0;-217;217
-37;?;?;8;732;3;-910.0;-444;444
-37;?;?;8;726;-17;-875.0;-409;409
-37;899.0;?;6;727;?;-866.0;-434;434
?;915.0;?;1;729;?;-900.0;-433;433
?;936.0;?;10;733;?;-887.0;-370;370
?;926.0;-9;7;730;-9;-888.0;-377;377
?;875.0;-11;2;730;-11;-897.0;-338;338
?;899.0;10;7;736;10;-910.0;-305;305
?;928.0;5;6;735;5;-908.0;-302;302
?;879.0;4;6;735;4;-876.0;-265;265
?;901.0;14;3;734;14;-894.0;-294;294
?;938.0;15;2;733;15;-914.0;-257;257
?;932.0;19;-11;741;19;-907.0;-222;222
?;903.0;26;-17;742;26;-911.0;-216;216
