Accelerometer LUA^ accY;InertialMeasurementUnit BACK accY;InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit BACK magneticY;Accelerometer LUA^ accX;InertialMeasurementUnit L-SHOE EuZ;InertialMeasurementUnit LUA magneticX;InertialMeasurementUnit RLA magneticZ;InertialMeasurementUnit RUA magneticZ;Accelerometer RKN^ accZ;InertialMeasurementUnit LLA magneticZ;InertialMeasurementUnit LUA accX;Accelerometer BACK accX
821.0;-205.0;-582.0;?;280.0;173;399.0;281.0;271.0;596.0;211.0;-880.0;321.0
816.0;-159.0;-614.0;207.0;381.0;173;413.0;329.0;305.0;520.0;195.0;-879.0;393.0
861.0;-167.0;-644.0;202.0;354.0;173;424.0;378.0;342.0;492.0;190.0;-882.0;495.0
929.0;-171.0;-656.0;203.0;327.0;173;426.0;425.0;373.0;479.0;192.0;-932.0;580.0
880.0;-175.0;-627.0;204.0;327.0;173;420.0;478.0;383.0;493.0;195.0;-886.0;457.0
827.0;-213.0;-530.0;207.0;322.0;173;402.0;539.0;381.0;259.0;175.0;-832.0;409.0
805.0;-218.0;-388.0;208.0;332.0;173;375.0;571.0;359.0;150.0;134.0;-830.0;391.0
695.0;-200.0;-260.0;211.0;340.0;173;349.0;555.0;330.0;279.0;91.0;-812.0;363.0
700.0;-191.0;-138.0;215.0;411.0;173;317.0;495.0;295.0;354.0;40.0;-830.0;352.0
808.0;-186.0;-9.0;216.0;382.0;?;287.0;426.0;251.0;386.0;1.0;-818.0;343.0
811.0;-210.0;140.0;230.0;372.0;?;263.0;322.0;222.0;375.0;-33.0;-868.0;357.0
783.0;-295.0;258.0;238.0;404.0;?;241.0;201.0;204.0;354.0;-57.0;-819.0;346.0
759.0;-377.0;313.0;248.0;408.0;?;220.0;116.0;177.0;362.0;-81.0;-769.0;354.0
789.0;-464.0;290.0;259.0;414.0;?;205.0;58.0;157.0;407.0;-105.0;-712.0;318.0
777.0;-547.0;314.0;260.0;436.0;?;183.0;66.0;153.0;476.0;-127.0;-585.0;376.0
755.0;-397.0;278.0;259.0;428.0;?;163.0;85.0;195.0;477.0;-149.0;-684.0;374.0
721.0;-369.0;276.0;254.0;406.0;?;143.0;102.0;201.0;429.0;-162.0;-734.0;375.0
747.0;-350.0;287.0;253.0;378.0;?;125.0;118.0;206.0;428.0;-171.0;-684.0;?
769.0;-345.0;287.0;251.0;387.0;173;116.0;128.0;211.0;394.0;-178.0;-672.0;?
775.0;-332.0;284.0;251.0;406.0;173;114.0;138.0;220.0;435.0;-184.0;-699.0;?
771.0;-320.0;285.0;253.0;?;173;113.0;127.0;208.0;440.0;-188.0;-713.0;?
732.0;-311.0;281.0;253.0;?;173;112.0;127.0;204.0;434.0;-188.0;-681.0;?
702.0;-322.0;272.0;258.0;?;173;120.0;?;215.0;456.0;-184.0;-659.0;?
683.0;-315.0;260.0;266.0;?;173;125.0;?;221.0;502.0;-173.0;-665.0;?
671.0;-308.0;257.0;273.0;?;173;130.0;?;224.0;495.0;-162.0;-701.0;?
?;-353.0;239.0;283.0;?;173;135.0;?;223.0;534.0;-151.0;-714.0;?
?;-336.0;224.0;286.0;?;173;139.0;?;232.0;553.0;-137.0;-706.0;?
?;-364.0;222.0;296.0;?;173;135.0;?;245.0;532.0;-131.0;-698.0;?
?;-391.0;214.0;308.0;?;173;137.0;?;247.0;?;-124.0;-678.0;491.0
?;-417.0;209.0;316.0;?;173;132.0;?;252.0;?;-122.0;-641.0;501.0
?;-436.0;206.0;322.0;443.0;173;125.0;?;246.0;?;-123.0;-613.0;497.0
?;-425.0;189.0;329.0;435.0;173;125.0;?;247.0;?;-124.0;-605.0;491.0
?;-417.0;174.0;335.0;439.0;173;122.0;?;254.0;?;-128.0;-602.0;507.0
698.0;-389.0;160.0;341.0;423.0;173;120.0;?;257.0;?;-123.0;-649.0;546.0
704.0;-421.0;142.0;352.0;410.0;172;123.0;?;267.0;?;-109.0;-668.0;571.0
731.0;-437.0;122.0;360.0;401.0;172;122.0;?;272.0;?;-108.0;-663.0;561.0
697.0;-454.0;107.0;365.0;407.0;172;121.0;15.0;276.0;434.0;-109.0;-664.0;544.0
674.0;-454.0;88.0;374.0;428.0;172;119.0;13.0;276.0;411.0;-108.0;-662.0;506.0
684.0;-448.0;76.0;379.0;428.0;172;116.0;11.0;280.0;414.0;-107.0;-663.0;466.0
673.0;-459.0;67.0;385.0;436.0;172;113.0;11.0;287.0;428.0;-111.0;-651.0;426.0
688.0;-467.0;55.0;394.0;427.0;172;112.0;5.0;281.0;509.0;-120.0;-643.0;446.0
687.0;-456.0;47.0;399.0;426.0;172;104.0;9.0;281.0;459.0;-128.0;-640.0;239.0
680.0;-461.0;42.0;406.0;400.0;171;98.0;11.0;284.0;386.0;-140.0;-649.0;?
724.0;-485.0;39.0;411.0;389.0;171;92.0;11.0;286.0;400.0;-151.0;-631.0;?
730.0;-536.0;29.0;414.0;373.0;171;85.0;15.0;287.0;421.0;-163.0;-607.0;?
728.0;-536.0;25.0;410.0;403.0;171;78.0;16.0;282.0;385.0;-172.0;?;?
723.0;-541.0;11.0;?;435.0;171;76.0;15.0;276.0;395.0;-176.0;?;?
781.0;-533.0;-13.0;?;444.0;171;75.0;19.0;270.0;388.0;-177.0;?;?
823.0;-482.0;-53.0;?;437.0;171;76.0;26.0;252.0;383.0;-177.0;?;?
826.0;-432.0;-88.0;?;467.0;171;83.0;32.0;232.0;338.0;-172.0;?;?
817.0;-418.0;-111.0;?;499.0;?;?;38.0;212.0;400.0;?;?;?
815.0;-405.0;-127.0;?;476.0;?;?;38.0;195.0;377.0;?;?;?
831.0;-325.0;-143.0;?;477.0;?;?;28.0;178.0;?;?;?;?
900.0;-380.0;-113.0;?;448.0;?;?;39.0;155.0;?;?;?;?
921.0;-420.0;-88.0;?;447.0;?;?;46.0;165.0;401.0;?;?;?
921.0;-527.0;-86.0;?;449.0;?;154.0;31.0;180.0;416.0;?;?;?
917.0;-559.0;?;?;480.0;?;163.0;19.0;187.0;366.0;?;?;?
871.0;-572.0;?;?;497.0;?;173.0;16.0;191.0;414.0;?;?;326.0
859.0;-565.0;?;?;486.0;?;192.0;16.0;189.0;386.0;?;-719.0;289.0
849.0;-533.0;?;365.0;443.0;?;212.0;26.0;181.0;400.0;?;-747.0;187.0
809.0;-480.0;?;349.0;415.0;?;231.0;45.0;167.0;420.0;?;-788.0;101.0
817.0;-449.0;?;336.0;375.0;?;265.0;62.0;160.0;373.0;?;-821.0;58.0
823.0;-400.0;?;321.0;370.0;?;301.0;79.0;157.0;395.0;?;-853.0;15.0
846.0;-359.0;?;303.0;347.0;?;336.0;98.0;146.0;422.0;?;-879.0;41.0
872.0;-360.0;?;294.0;373.0;180;369.0;120.0;135.0;416.0;?;-866.0;54.0
891.0;-301.0;?;278.0;328.0;180;398.0;139.0;133.0;369.0;-120.0;-885.0;37.0
892.0;-290.0;-82.0;262.0;325.0;178;420.0;154.0;131.0;377.0;-121.0;-881.0;79.0
870.0;-301.0;-53.0;246.0;327.0;176;438.0;164.0;121.0;375.0;-118.0;-876.0;48.0
845.0;-289.0;-13.0;226.0;322.0;174;448.0;162.0;98.0;340.0;-115.0;-868.0;66.0
882.0;-224.0;36.0;204.0;315.0;172;452.0;152.0;59.0;366.0;-118.0;-862.0;89.0
902.0;-154.0;88.0;179.0;315.0;172;459.0;125.0;11.0;347.0;-122.0;-862.0;93.0
903.0;-86.0;127.0;158.0;321.0;172;461.0;98.0;-40.0;376.0;-126.0;-902.0;101.0
925.0;-38.0;160.0;144.0;320.0;174;467.0;73.0;-91.0;397.0;-130.0;-888.0;165.0
971.0;-7.0;185.0;138.0;352.0;175;473.0;36.0;-137.0;369.0;-139.0;-887.0;174.0
994.0;-29.0;205.0;128.0;346.0;176;479.0;-3.0;-182.0;317.0;-150.0;-880.0;173.0
991.0;-47.0;221.0;128.0;412.0;176;482.0;-50.0;-236.0;380.0;-166.0;-879.0;227.0
977.0;-48.0;226.0;132.0;402.0;176;491.0;-96.0;-279.0;415.0;-182.0;-911.0;300.0
900.0;-69.0;227.0;?;404.0;176;495.0;-143.0;-320.0;436.0;-191.0;-921.0;316.0
869.0;-65.0;218.0;?;444.0;177;501.0;-199.0;-366.0;?;-205.0;-930.0;361.0
841.0;-96.0;195.0;?;478.0;177;506.0;-256.0;-402.0;?;-214.0;-978.0;?
856.0;-97.0;161.0;?;513.0;177;510.0;-319.0;-434.0;?;-225.0;-1017.0;?
821.0;-92.0;121.0;?;561.0;177;512.0;-374.0;-462.0;?;-238.0;-1043.0;?
793.0;-126.0;75.0;?;609.0;177;511.0;-418.0;-481.0;?;-254.0;-1030.0;?
800.0;-170.0;26.0;?;592.0;177;510.0;-460.0;-494.0;?;-268.0;-1016.0;?
753.0;-185.0;-29.0;?;590.0;177;502.0;-499.0;-495.0;?;-284.0;-941.0;?
758.0;-206.0;-99.0;?;572.0;177;500.0;-531.0;-487.0;?;-295.0;-886.0;?
758.0;-241.0;-158.0;?;571.0;177;494.0;-545.0;-482.0;?;-306.0;-872.0;?
741.0;-284.0;-175.0;?;580.0;177;493.0;-563.0;-483.0;?;-308.0;-882.0;?
754.0;-323.0;-162.0;?;578.0;177;489.0;-573.0;-482.0;?;-308.0;-861.0;?
769.0;-342.0;-121.0;232.0;553.0;177;487.0;-574.0;-485.0;?;-306.0;-862.0;365.0
769.0;-348.0;-52.0;245.0;530.0;177;478.0;-566.0;-490.0;583.0;-297.0;-850.0;422.0
766.0;-368.0;-12.0;259.0;535.0;177;471.0;-546.0;-489.0;620.0;-295.0;-796.0;323.0
803.0;-374.0;15.0;271.0;521.0;177;461.0;-534.0;-496.0;481.0;-295.0;-794.0;325.0
850.0;-390.0;28.0;289.0;484.0;177;454.0;-532.0;-506.0;493.0;-299.0;-790.0;282.0
796.0;-436.0;32.0;306.0;538.0;177;450.0;-546.0;-516.0;388.0;-305.0;-792.0;285.0
836.0;-446.0;33.0;319.0;509.0;177;445.0;-560.0;-536.0;295.0;-318.0;-811.0;235.0
877.0;-446.0;34.0;331.0;554.0;177;441.0;-573.0;-557.0;195.0;-329.0;-805.0;252.0
854.0;-443.0;40.0;341.0;578.0;177;439.0;-578.0;-568.0;281.0;-335.0;-802.0;254.0
819.0;-431.0;43.0;348.0;577.0;177;435.0;-565.0;-572.0;238.0;-349.0;-823.0;252.0
838.0;-432.0;50.0;353.0;549.0;177;432.0;-532.0;-570.0;313.0;-357.0;-843.0;271.0
864.0;-378.0;65.0;355.0;549.0;177;437.0;-492.0;-560.0;155.0;-367.0;-839.0;282.0
846.0;-380.0;74.0;352.0;552.0;177;441.0;-449.0;-568.0;493.0;-379.0;-843.0;275.0
826.0;-342.0;61.0;349.0;572.0;177;446.0;-413.0;-571.0;460.0;-392.0;-911.0;302.0
837.0;-297.0;41.0;344.0;568.0;177;452.0;-401.0;-554.0;404.0;-406.0;-902.0;337.0
857.0;-319.0;28.0;?;539.0;177;456.0;-406.0;-538.0;436.0;-418.0;-892.0;417.0
875.0;-286.0;-1.0;335.0;520.0;177;465.0;-393.0;-536.0;288.0;-436.0;-868.0;432.0
884.0;-219.0;-29.0;337.0;542.0;177;469.0;-366.0;-525.0;153.0;-449.0;-886.0;462.0
873.0;-221.0;-46.0;343.0;506.0;177;472.0;-335.0;-512.0;198.0;-458.0;-894.0;458.0
832.0;-245.0;-79.0;346.0;491.0;177;474.0;-281.0;-488.0;119.0;-471.0;-903.0;444.0
848.0;-230.0;-121.0;353.0;514.0;177;473.0;-215.0;-442.0;38.0;-479.0;-912.0;451.0
832.0;-269.0;-175.0;364.0;472.0;177;471.0;-133.0;-381.0;64.0;-483.0;-921.0;438.0
788.0;-252.0;-227.0;378.0;471.0;177;467.0;-59.0;-314.0;159.0;-478.0;-936.0;425.0
789.0;-267.0;-280.0;394.0;422.0;177;464.0;-7.0;-231.0;182.0;-469.0;-941.0;393.0
790.0;-248.0;-349.0;417.0;406.0;?;458.0;19.0;-137.0;84.0;-451.0;-950.0;396.0
814.0;-268.0;-417.0;435.0;461.0;177;450.0;40.0;-47.0;56.0;-430.0;-923.0;376.0
828.0;-305.0;-498.0;462.0;455.0;177;444.0;54.0;49.0;115.0;-402.0;-927.0;461.0
888.0;-342.0;-571.0;483.0;516.0;177;434.0;42.0;145.0;59.0;-370.0;-948.0;390.0
874.0;-358.0;-627.0;499.0;542.0;178;425.0;5.0;225.0;-4.0;?;-901.0;324.0
843.0;-338.0;-682.0;522.0;492.0;179;411.0;-44.0;292.0;-32.0;?;-828.0;140.0
819.0;-338.0;-723.0;533.0;439.0;?;399.0;-87.0;327.0;-21.0;?;-818.0;241.0
901.0;-362.0;-761.0;?;446.0;?;386.0;-129.0;339.0;-27.0;?;-826.0;166.0
1031.0;-357.0;-794.0;?;377.0;178;382.0;-158.0;327.0;-39.0;?;-862.0;135.0
1018.0;-342.0;-827.0;?;453.0;181;375.0;-166.0;306.0;-66.0;?;-864.0;164.0
848.0;-328.0;-859.0;?;464.0;175;371.0;-184.0;282.0;?;?;-901.0;180.0
846.0;-327.0;-890.0;?;382.0;149;369.0;-198.0;246.0;?;?;-914.0;99.0
851.0;-350.0;-916.0;?;352.0;132;366.0;-195.0;208.0;?;?;-877.0;73.0
876.0;-404.0;-934.0;?;331.0;133;361.0;-165.0;179.0;?;66.0;-866.0;138.0
958.0;-346.0;-935.0;?;311.0;137;362.0;-139.0;155.0;?;86.0;-952.0;195.0
981.0;-226.0;-919.0;?;320.0;141;362.0;-134.0;130.0;?;97.0;-1037.0;192.0
956.0;-86.0;-892.0;?;384.0;163;361.0;-159.0;122.0;?;101.0;-993.0;103.0
870.0;-190.0;-851.0;?;388.0;163;360.0;-191.0;112.0;?;?;-884.0;71.0
848.0;-123.0;?;?;362.0;163;357.0;-221.0;110.0;?;?;-894.0;95.0
889.0;-86.0;?;601.0;336.0;182;358.0;?;111.0;-5.0;?;-901.0;102.0
929.0;-109.0;?;604.0;323.0;150;358.0;?;107.0;-34.0;?;-972.0;106.0
947.0;-112.0;?;601.0;323.0;213;356.0;?;113.0;-12.0;?;?;120.0
900.0;-74.0;?;599.0;345.0;121;357.0;?;123.0;28.0;?;-1016.0;141.0
902.0;-74.0;?;596.0;372.0;-181;359.0;?;131.0;-16.0;?;-992.0;198.0
886.0;-131.0;?;595.0;339.0;-197;362.0;?;144.0;-3.0;?;-941.0;210.0
888.0;-188.0;?;593.0;320.0;-146;361.0;-290.0;160.0;-9.0;?;-926.0;?
923.0;-146.0;?;586.0;364.0;-179;362.0;-286.0;165.0;-10.0;?;-929.0;?
968.0;-87.0;-735.0;590.0;389.0;-148;364.0;-276.0;168.0;?;?;-918.0;?
1014.0;-62.0;-738.0;588.0;404.0;-182;364.0;-277.0;173.0;?;?;-925.0;?
1039.0;-77.0;-737.0;590.0;444.0;-177;365.0;-284.0;174.0;?;?;-898.0;?
1168.0;-91.0;-733.0;591.0;512.0;-162;363.0;-289.0;177.0;?;178.0;-900.0;?
1305.0;-100.0;-731.0;588.0;684.0;-225;359.0;-286.0;183.0;?;176.0;-886.0;?
1046.0;-106.0;-725.0;588.0;634.0;-7;353.0;-285.0;185.0;?;169.0;-899.0;?
720.0;-132.0;-718.0;591.0;557.0;224;347.0;-290.0;191.0;?;166.0;-947.0;?
705.0;-180.0;-701.0;596.0;473.0;167;339.0;-309.0;197.0;?;167.0;-1010.0;?
739.0;-185.0;-669.0;598.0;433.0;177;332.0;-335.0;199.0;810.0;171.0;-1071.0;?
750.0;-96.0;-635.0;599.0;503.0;191;324.0;-359.0;205.0;725.0;174.0;-1099.0;?
712.0;-113.0;-619.0;607.0;474.0;163;312.0;-361.0;218.0;59.0;155.0;-1287.0;?
708.0;-408.0;-611.0;609.0;435.0;200;300.0;-356.0;226.0;-122.0;136.0;-1394.0;?
689.0;-405.0;-602.0;612.0;400.0;159;292.0;-362.0;231.0;-208.0;116.0;-1039.0;270.0
751.0;-189.0;-583.0;615.0;359.0;194;280.0;-369.0;229.0;-250.0;83.0;-700.0;281.0
758.0;-219.0;-563.0;611.0;391.0;189;272.0;-371.0;222.0;-238.0;45.0;-664.0;339.0
789.0;-235.0;-544.0;605.0;411.0;-113;257.0;-370.0;213.0;-74.0;-2.0;-795.0;352.0
794.0;-319.0;-534.0;599.0;432.0;-215;247.0;-357.0;204.0;-70.0;-35.0;-812.0;221.0
778.0;-284.0;-531.0;593.0;496.0;-162;245.0;-346.0;197.0;-67.0;-50.0;-756.0;237.0
766.0;-269.0;-527.0;585.0;497.0;-185;247.0;-331.0;194.0;-31.0;-63.0;-723.0;287.0
828.0;-288.0;-520.0;576.0;427.0;-180;255.0;-316.0;194.0;70.0;-70.0;-719.0;346.0
986.0;-276.0;-522.0;563.0;428.0;-180;269.0;-301.0;?;123.0;-61.0;-752.0;155.0
1059.0;-267.0;-521.0;551.0;461.0;-162;280.0;-284.0;?;112.0;-59.0;-784.0;-7.0
1067.0;-253.0;-514.0;547.0;518.0;-221;288.0;-271.0;?;173.0;-68.0;-845.0;143.0
1186.0;-254.0;-514.0;536.0;477.0;-42;301.0;-255.0;?;362.0;-67.0;-859.0;95.0
1238.0;-257.0;-514.0;527.0;413.0;159;312.0;-236.0;?;692.0;-67.0;-861.0;88.0
925.0;-312.0;-512.0;523.0;306.0;49;320.0;-213.0;?;959.0;-59.0;-850.0;38.0
1093.0;-306.0;-510.0;514.0;252.0;47;329.0;-196.0;?;1321.0;-52.0;-923.0;76.0
1198.0;-247.0;-508.0;513.0;378.0;77;329.0;-181.0;?;688.0;-56.0;-1011.0;68.0
1072.0;-195.0;-509.0;511.0;383.0;86;328.0;-174.0;?;498.0;-66.0;-1070.0;58.0
887.0;-351.0;-513.0;503.0;325.0;84;328.0;-164.0;?;-436.0;-80.0;-1094.0;26.0
840.0;-357.0;-525.0;502.0;249.0;?;330.0;-158.0;?;1091.0;-107.0;-1221.0;-39.0
883.0;-24.0;-542.0;507.0;216.0;?;325.0;-155.0;?;189.0;-158.0;-1144.0;-12.0
854.0;-6.0;-555.0;504.0;182.0;?;319.0;-146.0;?;-501.0;-237.0;-912.0;14.0
881.0;-141.0;-564.0;502.0;181.0;?;300.0;-133.0;235.0;-98.0;-312.0;-1041.0;32.0
873.0;-127.0;-566.0;513.0;?;?;279.0;-132.0;256.0;15.0;-357.0;-1170.0;58.0
803.0;-34.0;-566.0;521.0;?;?;245.0;-135.0;272.0;44.0;-413.0;-1087.0;211.0
778.0;-14.0;-568.0;529.0;257.0;?;222.0;-117.0;293.0;-18.0;-454.0;-924.0;214.0
805.0;-68.0;-576.0;535.0;270.0;?;210.0;-88.0;309.0;118.0;-462.0;-894.0;264.0
987.0;-64.0;-585.0;544.0;387.0;?;196.0;-57.0;323.0;118.0;-470.0;-929.0;502.0
1052.0;-57.0;?;552.0;527.0;?;182.0;-35.0;334.0;33.0;-478.0;-910.0;262.0
1111.0;-8.0;?;561.0;572.0;?;176.0;-5.0;345.0;-2.0;-475.0;-864.0;238.0
1316.0;59.0;?;571.0;561.0;?;172.0;9.0;350.0;8.0;-458.0;-783.0;269.0
1323.0;55.0;?;578.0;597.0;?;170.0;13.0;356.0;34.0;-437.0;-789.0;302.0
873.0;19.0;?;581.0;504.0;?;166.0;23.0;362.0;159.0;-418.0;-832.0;358.0
760.0;19.0;?;585.0;424.0;171;164.0;38.0;367.0;50.0;-418.0;-898.0;308.0
879.0;-53.0;?;585.0;387.0;179;159.0;52.0;373.0;150.0;-415.0;-1114.0;347.0
866.0;-221.0;?;588.0;448.0;171;152.0;61.0;378.0;237.0;-414.0;-1231.0;345.0
774.0;-131.0;?;592.0;424.0;177;141.0;74.0;388.0;252.0;-412.0;-1299.0;329.0
739.0;-292.0;?;596.0;399.0;174;130.0;85.0;396.0;497.0;-413.0;-1428.0;292.0
733.0;?;?;598.0;361.0;175;122.0;90.0;406.0;1294.0;-406.0;-1315.0;268.0
741.0;?;-595.0;598.0;322.0;175;115.0;93.0;411.0;389.0;-389.0;-863.0;254.0
750.0;?;-592.0;597.0;326.0;175;?;91.0;408.0;490.0;-387.0;-758.0;281.0
794.0;?;-586.0;596.0;360.0;175;?;77.0;404.0;27.0;-402.0;-846.0;369.0
801.0;?;-575.0;588.0;369.0;175;?;46.0;389.0;-57.0;-418.0;-885.0;348.0
797.0;?;-564.0;579.0;434.0;175;?;8.0;372.0;-250.0;-426.0;-832.0;?
779.0;?;-552.0;566.0;451.0;175;58.0;-18.0;356.0;-201.0;-439.0;-795.0;401.0
?;?;-547.0;560.0;395.0;176;65.0;-33.0;344.0;-262.0;-434.0;-770.0;405.0
?;?;-537.0;551.0;380.0;177;68.0;-45.0;335.0;-179.0;-423.0;-767.0;-43.0
?;?;-525.0;540.0;469.0;178;78.0;-63.0;320.0;-189.0;-418.0;-775.0;188.0
?;?;-510.0;539.0;494.0;176;87.0;-85.0;303.0;?;-419.0;-804.0;90.0
?;-246.0;-494.0;535.0;483.0;160;98.0;-105.0;286.0;?;-419.0;-816.0;88.0
?;-239.0;-484.0;526.0;484.0;118;104.0;-121.0;272.0;?;-438.0;-818.0;100.0
968.0;-256.0;-476.0;524.0;381.0;70;108.0;-138.0;261.0;?;-457.0;-790.0;81.0
1122.0;-323.0;-471.0;524.0;350.0;54;107.0;-151.0;246.0;?;-470.0;-844.0;97.0
1130.0;-292.0;-469.0;521.0;411.0;74;107.0;-167.0;235.0;?;-475.0;-947.0;121.0
1083.0;-227.0;-479.0;517.0;317.0;84;107.0;-173.0;234.0;?;-478.0;-1051.0;100.0
853.0;-323.0;-493.0;515.0;325.0;96;108.0;-170.0;236.0;?;-475.0;-1127.0;54.0
762.0;-277.0;-508.0;515.0;342.0;117;111.0;-171.0;?;?;-467.0;-1324.0;57.0
744.0;-1.0;-523.0;511.0;312.0;112;112.0;-180.0;?;?;-460.0;-1192.0;88.0
782.0;-120.0;-533.0;510.0;277.0;142;104.0;-184.0;?;?;-452.0;-971.0;42.0
804.0;-135.0;-543.0;511.0;261.0;156;87.0;-177.0;?;?;-463.0;-1078.0;39.0
798.0;-49.0;-544.0;514.0;277.0;178;71.0;-188.0;?;-38.0;-469.0;?;93.0
823.0;-45.0;-533.0;516.0;?;170;60.0;-200.0;?;-93.0;-475.0;?;250.0
808.0;-84.0;-533.0;512.0;?;167;48.0;-198.0;?;-55.0;-482.0;?;147.0
812.0;-63.0;-533.0;518.0;?;222;40.0;-190.0;?;-120.0;-488.0;-830.0;251.0
907.0;-66.0;-527.0;518.0;?;-25;32.0;-196.0;?;31.0;-492.0;-833.0;487.0
987.0;-62.0;-524.0;519.0;?;-213;25.0;-197.0;?;-25.0;-495.0;-834.0;460.0
998.0;-15.0;-533.0;523.0;?;-169;21.0;-188.0;249.0;8.0;-501.0;-832.0;393.0
1171.0;-21.0;-542.0;521.0;?;-174;20.0;-176.0;254.0;75.0;-503.0;-873.0;306.0
1514.0;-54.0;-557.0;521.0;?;-169;24.0;-156.0;259.0;63.0;-506.0;-904.0;313.0
1192.0;-20.0;-573.0;518.0;?;-215;32.0;-145.0;262.0;109.0;-509.0;-877.0;281.0
788.0;-4.0;-581.0;511.0;?;6;42.0;-139.0;264.0;111.0;-498.0;-866.0;376.0
722.0;-88.0;-586.0;505.0;633.0;225;48.0;-139.0;259.0;175.0;-488.0;-970.0;313.0
864.0;-183.0;-589.0;502.0;521.0;160;57.0;-146.0;252.0;213.0;-475.0;-1058.0;344.0
763.0;-49.0;-580.0;496.0;486.0;178;69.0;-161.0;241.0;361.0;-464.0;-1074.0;404.0
699.0;-179.0;-562.0;489.0;397.0;182;79.0;-187.0;227.0;481.0;-451.0;-1278.0;468.0
747.0;-391.0;-531.0;487.0;389.0;167;87.0;-222.0;211.0;864.0;-432.0;-1542.0;500.0
777.0;-409.0;-505.0;476.0;426.0;181;99.0;-241.0;196.0;840.0;-402.0;-1193.0;413.0
770.0;-328.0;-466.0;463.0;437.0;172;107.0;-268.0;171.0;306.0;-393.0;-748.0;430.0
759.0;-184.0;-414.0;445.0;428.0;176;110.0;-306.0;133.0;-188.0;-404.0;-764.0;382.0
777.0;-303.0;-351.0;426.0;428.0;174;104.0;-352.0;85.0;-78.0;-421.0;-910.0;?
750.0;-320.0;-277.0;399.0;464.0;174;103.0;-404.0;39.0;-290.0;-422.0;-833.0;?
810.0;-335.0;-203.0;377.0;484.0;174;108.0;-454.0;-9.0;-332.0;-419.0;-747.0;?
804.0;-317.0;-115.0;350.0;408.0;177;117.0;-504.0;-65.0;-275.0;-416.0;-733.0;?
871.0;-327.0;-46.0;320.0;399.0;170;130.0;-541.0;-115.0;-255.0;-405.0;-797.0;335.0
864.0;-362.0;9.0;294.0;428.0;172;151.0;?;-160.0;-214.0;-366.0;-808.0;70.0
1159.0;-410.0;46.0;263.0;306.0;170;169.0;?;-184.0;-195.0;-344.0;-820.0;148.0
1087.0;-420.0;70.0;238.0;343.0;124;185.0;?;-199.0;-267.0;-335.0;-830.0;8.0
875.0;-366.0;84.0;213.0;434.0;103;209.0;?;-211.0;-473.0;-306.0;-790.0;97.0
1255.0;-365.0;93.0;185.0;391.0;111;229.0;?;-221.0;-272.0;-267.0;-823.0;89.0
1225.0;-386.0;88.0;159.0;513.0;123;251.0;?;-222.0;434.0;-234.0;-865.0;78.0
1067.0;-320.0;77.0;133.0;495.0;147;267.0;?;-230.0;1541.0;-204.0;-907.0;29.0
963.0;-221.0;81.0;104.0;398.0;161;282.0;-591.0;-243.0;2273.0;-169.0;-918.0;57.0
927.0;-39.0;91.0;80.0;330.0;169;298.0;-590.0;-252.0;614.0;-129.0;-1238.0;43.0
902.0;-27.0;94.0;44.0;253.0;169;311.0;-588.0;-260.0;297.0;-81.0;-1001.0;23.0
940.0;-168.0;90.0;12.0;172.0;180;321.0;-585.0;-266.0;565.0;-20.0;-1000.0;16.0
987.0;-146.0;101.0;-13.0;166.0;170;333.0;-582.0;-287.0;281.0;40.0;-1235.0;82.0
987.0;-53.0;120.0;-44.0;230.0;180;349.0;-577.0;-305.0;?;99.0;-1290.0;48.0
1001.0;-27.0;145.0;-79.0;242.0;179;362.0;-562.0;-313.0;?;149.0;-1134.0;99.0
1062.0;-61.0;165.0;-110.0;271.0;158;382.0;-545.0;-307.0;?;198.0;-1040.0;278.0
1100.0;-95.0;184.0;-144.0;329.0;219;405.0;?;-303.0;?;246.0;-978.0;353.0
1105.0;-57.0;198.0;?;367.0;36;427.0;?;-306.0;?;289.0;-943.0;518.0
1060.0;-35.0;211.0;?;376.0;-204;449.0;?;-310.0;?;322.0;-948.0;537.0
1044.0;-36.0;230.0;?;376.0;-157;472.0;?;-319.0;?;351.0;-983.0;547.0
944.0;?;240.0;?;447.0;-157;495.0;?;-333.0;?;382.0;-1018.0;524.0
793.0;?;245.0;-268.0;564.0;-172;514.0;?;-360.0;?;414.0;-1063.0;554.0
821.0;?;248.0;-286.0;606.0;-155;535.0;?;-391.0;?;451.0;-1114.0;553.0
817.0;?;251.0;-302.0;594.0;-168;553.0;?;-421.0;41.0;488.0;-1116.0;568.0
727.0;-100.0;261.0;-312.0;675.0;-161;570.0;?;-449.0;17.0;518.0;-1113.0;545.0
623.0;-129.0;272.0;-318.0;706.0;-165;586.0;-445.0;-471.0;179.0;546.0;-1094.0;543.0
625.0;-306.0;285.0;-323.0;704.0;-165;600.0;-439.0;-486.0;343.0;564.0;-1129.0;555.0
655.0;-450.0;292.0;-325.0;666.0;-164;610.0;-434.0;-497.0;886.0;577.0;-924.0;567.0
695.0;-507.0;305.0;-329.0;685.0;-166;618.0;-430.0;-503.0;976.0;583.0;-836.0;549.0
712.0;-557.0;335.0;-328.0;666.0;-165;621.0;-415.0;-515.0;777.0;587.0;-822.0;537.0
713.0;-566.0;360.0;-326.0;688.0;-165;620.0;-396.0;-520.0;-330.0;581.0;-811.0;520.0
