InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit BACK magneticZ;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit R-SHOE Compass;InertialMeasurementUnit LLA magneticY;InertialMeasurementUnit R-SHOE EuY;InertialMeasurementUnit RUA magneticY
-288.0;346.0;-90.0;192.0;12;650.0;389.0;-24;-231.0;-22;-74.0
561.0;740.0;34.0;-450.0;165;388.0;415.0;-86;436.0;-7;-326.0
89.0;873.0;7.0;-65.0;34;828.0;697.0;-16;158.0;-26;-303.0
636.0;482.0;324.0;-129.0;-167;-78.0;152.0;-140;665.0;14;-456.0
50.0;110.0;118.0;418.0;135;226.0;-219.0;-2;413.0;-26;-468.0
52.0;116.0;119.0;420.0;135;217.0;-218.0;-2;417.0;-26;-471.0
56.0;122.0;122.0;423.0;135;202.0;-215.0;-2;422.0;-26;-469.0
63.0;128.0;124.0;424.0;136;192.0;-216.0;-2;428.0;-26;-471.0
509.0;676.0;-5.0;-390.0;138;659.0;293.0;4;466.0;-7;-409.0
-27.0;69.0;-17.0;393.0;76;-133.0;-293.0;-4;177.0;-28;-465.0
429.0;120.0;501.0;-240.0;135;-304.0;-774.0;18;205.0;-69;-893.0
156.0;260.0;311.0;518.0;16;327.0;23.0;-7;492.0;-24;-554.0
-329.0;325.0;-107.0;112.0;-27;557.0;358.0;-22;-243.0;3;-61.0
162.0;257.0;316.0;523.0;16;329.0;20.0;-7;497.0;-24;-558.0
231.0;100.0;335.0;448.0;103;385.0;-148.0;-3;442.0;-24;-459.0
229.0;108.0;328.0;441.0;103;396.0;-131.0;-3;442.0;-24;-446.0
168.0;257.0;320.0;527.0;16;331.0;21.0;-7;499.0;-24;-560.0
173.0;258.0;324.0;530.0;16;334.0;22.0;-7;503.0;-24;-559.0
673.0;461.0;433.0;-1.0;-142;22.0;317.0;14;647.0;-34;-465.0
565.0;508.0;378.0;138.0;-163;219.0;-79.0;76;642.0;-74;-516.0
90.0;279.0;242.0;534.0;16;400.0;-26.0;-7;442.0;-24;-535.0
90.0;279.0;242.0;533.0;16;401.0;-29.0;-7;436.0;-24;-536.0
153.0;275.0;320.0;528.0;16;379.0;49.0;-7;475.0;-24;-559.0
149.0;278.0;316.0;532.0;16;374.0;52.0;-7;470.0;-24;-555.0
220.0;765.0;147.0;-38.0;138;782.0;597.0;-105;247.0;-35;-505.0
223.0;765.0;145.0;-38.0;207;772.0;599.0;-109;243.0;-35;-479.0
81.0;19.0;301.0;503.0;90;323.0;106.0;-3;302.0;-24;-327.0
113.0;-467.0;292.0;416.0;81;280.0;235.0;-5;425.0;-31;-288.0
94.0;322.0;-231.0;-414.0;-147;-43.0;267.0;-109;-212.0;-6;187.0
135.0;53.0;290.0;491.0;113;208.0;-29.0;-4;371.0;-29;-408.0
144.0;62.0;294.0;491.0;114;207.0;-53.0;-4;377.0;-27;-422.0
-27.0;952.0;-163.0;10.0;164;772.0;922.0;-5;111.0;-27;-132.0
52.0;175.0;81.0;294.0;39;399.0;-311.0;-4;347.0;-32;-535.0
53.0;165.0;88.0;298.0;39;397.0;-314.0;-4;348.0;-31;-538.0
54.0;156.0;97.0;304.0;39;397.0;-315.0;-4;346.0;-31;-538.0
54.0;146.0;99.0;310.0;39;399.0;-309.0;-4;346.0;-31;-534.0
54.0;136.0;109.0;315.0;39;403.0;-306.0;-5;345.0;-31;-533.0
54.0;120.0;118.0;319.0;39;409.0;-304.0;-5;341.0;-31;-530.0
54.0;110.0;130.0;326.0;39;410.0;-299.0;-5;339.0;-31;-531.0
585.0;641.0;220.0;-220.0;-95;164.0;450.0;26;544.0;-34;-324.0
734.0;414.0;440.0;-361.0;168;93.0;256.0;-16;695.0;-31;-430.0
-200.0;553.0;-292.0;14.0;14;918.0;611.0;-25;71.0;6;62.0
-187.0;552.0;-286.0;56.0;13;884.0;615.0;-31;110.0;-7;59.0
-177.0;551.0;-285.0;91.0;13;853.0;618.0;-33;135.0;-13;56.0
95.0;286.0;256.0;581.0;78;203.0;66.0;-8;390.0;-30;-529.0
580.0;491.0;387.0;29.0;103;-22.0;-79.0;13;652.0;-40;-487.0
-173.0;554.0;-283.0;124.0;13;835.0;622.0;-35;143.0;-14;53.0
86.0;277.0;247.0;536.0;16;399.0;-31.0;-7;431.0;-24;-540.0
-167.0;554.0;-284.0;159.0;13;815.0;617.0;-36;156.0;-28;50.0
164.0;292.0;287.0;539.0;16;351.0;-16.0;-7;504.0;-24;-561.0
154.0;297.0;278.0;540.0;16;347.0;-8.0;-7;496.0;-24;-555.0
-304.0;425.0;-318.0;-57.0;18;752.0;430.0;-27;-169.0;-19;96.0
-486.0;709.0;-724.0;-43.0;6;334.0;808.0;-15;-170.0;-41;470.0
266.0;597.0;125.0;159.0;132;822.0;-341.0;-6;430.0;-26;-563.0
167.0;617.0;80.0;192.0;132;795.0;-384.0;-6;392.0;-26;-622.0
75.0;269.0;-10.0;150.0;81;479.0;-346.0;-2;352.0;-36;-589.0
78.0;260.0;-18.0;138.0;80;485.0;-338.0;0;351.0;-39;-600.0
86.0;314.0;-98.0;-131.0;128;1005.0;-482.0;16;244.0;-47;-1126.0
146.0;300.0;271.0;543.0;16;346.0;-3.0;-7;488.0;-24;-550.0
229.0;247.0;396.0;453.0;58;358.0;-29.0;-5;467.0;-32;-621.0
-332.0;534.0;-439.0;53.0;18;720.0;321.0;0;79.0;-61;-134.0
-347.0;520.0;-445.0;104.0;18;683.0;313.0;4;76.0;-81;-122.0
294.0;414.0;322.0;568.0;77;230.0;243.0;-3;552.0;-44;-509.0
185.0;227.0;392.0;448.0;66;377.0;-45.0;-5;432.0;-32;-629.0
269.0;908.0;-17.0;73.0;16;779.0;696.0;-25;549.0;-21;-376.0
116.0;842.0;-79.0;158.0;32;797.0;617.0;1;327.0;-58;-310.0
453.0;481.0;287.0;86.0;116;584.0;219.0;3;605.0;-33;-658.0
448.0;478.0;279.0;76.0;115;596.0;213.0;3;592.0;-33;-665.0
437.0;474.0;270.0;73.0;115;602.0;210.0;3;580.0;-33;-667.0
-540.0;423.0;-743.0;-281.0;-23;628.0;616.0;-30;-488.0;-28;579.0
-353.0;415.0;-515.0;-150.0;15;1093.0;367.0;-59;-364.0;-46;236.0
136.0;300.0;265.0;543.0;16;346.0;1.0;-7;478.0;-24;-547.0
125.0;297.0;260.0;543.0;16;351.0;1.0;-7;469.0;-24;-544.0
101.0;289.0;251.0;544.0;16;371.0;-10.0;-7;440.0;-24;-539.0
95.0;285.0;249.0;542.0;16;377.0;-17.0;-7;435.0;-24;-539.0
95.0;281.0;248.0;540.0;16;386.0;-18.0;-7;432.0;-24;-540.0
413.0;542.0;252.0;84.0;109;598.0;301.0;12;607.0;-54;-627.0
426.0;552.0;254.0;81.0;109;607.0;305.0;16;617.0;-59;-620.0
151.0;69.0;301.0;490.0;114;204.0;-91.0;-5;384.0;-27;-436.0
187.0;567.0;94.0;475.0;68;385.0;350.0;-10;566.0;-41;-520.0
-372.0;555.0;-396.0;92.0;21;531.0;515.0;-18;-169.0;-14;134.0
91.0;278.0;249.0;539.0;16;391.0;-25.0;-7;434.0;-24;-542.0
89.0;276.0;249.0;539.0;16;395.0;-28.0;-7;431.0;-24;-539.0
513.0;638.0;-27.0;-561.0;105;316.0;471.0;-163;227.0;-29;-67.0
522.0;650.0;-39.0;-560.0;111;293.0;488.0;-175;236.0;-28;-68.0
177.0;301.0;320.0;525.0;16;358.0;5.0;-7;519.0;-24;-570.0
406.0;794.0;-148.0;-585.0;171;468.0;664.0;107;211.0;-59;-180.0
488.0;675.0;-111.0;-607.0;148;235.0;547.0;-165;212.0;-27;-68.0
179.0;300.0;323.0;527.0;16;354.0;6.0;-7;519.0;-24;-571.0
188.0;103.0;331.0;485.0;114;201.0;-249.0;-4;414.0;-28;-501.0
177.0;301.0;322.0;528.0;16;354.0;5.0;-7;519.0;-24;-571.0
518.0;657.0;-62.0;-568.0;131;275.0;497.0;-157;233.0;-28;-73.0
-605.0;565.0;-710.0;35.0;-26;547.0;838.0;-16;-299.0;-10;582.0
305.0;126.0;363.0;431.0;114;175.0;-450.0;-5;517.0;-27;-542.0
378.0;861.0;-92.0;-272.0;148;815.0;496.0;-3;334.0;-31;-465.0
179.0;301.0;324.0;527.0;16;356.0;7.0;-7;519.0;-24;-569.0
207.0;571.0;90.0;452.0;77;271.0;342.0;-11;648.0;-41;-523.0
199.0;999.0;-337.0;-559.0;64;1278.0;878.0;-15;214.0;-45;-63.0
371.0;884.0;-91.0;-310.0;147;797.0;606.0;4;369.0;-45;-435.0
556.0;828.0;279.0;-77.0;96;632.0;431.0;-6;727.0;-33;-461.0
486.0;602.0;228.0;169.0;112;551.0;359.0;14;691.0;-56;-583.0
443.0;562.0;256.0;90.0;110;606.0;310.0;17;629.0;-60;-613.0
830.0;407.0;486.0;-256.0;168;-175.0;178.0;-15;480.0;-31;-484.0
-305.0;89.0;-194.0;139.0;30;566.0;330.0;-7;-67.0;-29;66.0
-293.0;102.0;-190.0;162.0;31;549.0;321.0;-7;-37.0;-29;57.0
-383.0;614.0;-447.0;-671.0;-162;869.0;747.0;-80;-622.0;-37;545.0
-314.0;295.0;-196.0;346.0;16;551.0;164.0;-9;-29.0;-27;-138.0
181.0;301.0;324.0;526.0;16;355.0;7.0;-7;520.0;-24;-571.0
183.0;303.0;324.0;526.0;16;353.0;7.0;-7;523.0;-24;-573.0
-117.0;104.0;82.0;410.0;16;97.0;-292.0;-29;123.0;-21;-392.0
341.0;544.0;-101.0;-277.0;25;857.0;399.0;-3;730.0;-41;-313.0
-346.0;654.0;-550.0;-427.0;3;908.0;815.0;-68;-659.0;-21;368.0
42.0;902.0;-388.0;-543.0;-165;976.0;89.0;-141;718.0;-28;58.0
-76.0;78.0;80.0;455.0;10;380.0;-138.0;-107;112.0;-33;-247.0
-126.0;-211.0;21.0;583.0;18;286.0;-125.0;-11;201.0;-27;-289.0
-209.0;-177.0;47.0;566.0;33;320.0;-51.0;-11;108.0;-27;-308.0
-194.0;-313.0;3.0;527.0;24;335.0;-105.0;-12;97.0;-30;-104.0
185.0;305.0;325.0;525.0;16;354.0;7.0;-7;525.0;-24;-574.0
458.0;483.0;300.0;102.0;122;566.0;229.0;3;619.0;-33;-656.0
184.0;301.0;325.0;521.0;16;357.0;7.0;-8;520.0;-24;-576.0
484.0;240.0;524.0;353.0;101;314.0;-30.0;-24;644.0;4;-680.0
280.0;167.0;364.0;377.0;112;406.0;-77.0;-7;541.0;-18;-656.0
251.0;153.0;364.0;385.0;113;418.0;-87.0;-7;516.0;-21;-651.0
219.0;146.0;366.0;393.0;112;427.0;-97.0;-6;486.0;-28;-648.0
195.0;143.0;368.0;398.0;106;435.0;-101.0;-5;459.0;-30;-648.0
168.0;164.0;368.0;415.0;79;424.0;-92.0;-5;425.0;-32;-641.0
161.0;181.0;376.0;425.0;70;408.0;-80.0;-5;422.0;-32;-636.0
162.0;202.0;385.0;438.0;69;394.0;-63.0;-5;420.0;-32;-632.0
691.0;386.0;562.0;343.0;153;189.0;78.0;-8;795.0;-23;-800.0
-274.0;198.0;-518.0;301.0;6;767.0;692.0;-27;134.0;-38;649.0
292.0;258.0;406.0;452.0;51;328.0;-10.0;-5;517.0;-32;-610.0
321.0;290.0;396.0;494.0;16;317.0;-10.0;-7;629.0;-24;-639.0
-348.0;298.0;-237.0;228.0;25;715.0;242.0;-9;-115.0;-25;-65.0
182.0;301.0;328.0;522.0;16;356.0;8.0;-8;517.0;-24;-575.0
175.0;301.0;319.0;530.0;16;361.0;7.0;-7;517.0;-24;-569.0
277.0;393.0;203.0;502.0;41;101.0;218.0;18;627.0;-50;-447.0
-334.0;566.0;-362.0;146.0;18;933.0;646.0;-28;-490.0;-15;149.0
28.0;844.0;-25.0;-15.0;44;925.0;599.0;-8;189.0;-21;-423.0
403.0;915.0;-72.0;-549.0;147;522.0;814.0;-23;164.0;-21;-197.0
650.0;451.0;407.0;60.0;-82;-225.0;142.0;-2;255.0;-45;-516.0
-55.0;1090.0;-406.0;-744.0;-177;827.0;234.0;-165;233.0;-36;-345.0
169.0;286.0;294.0;537.0;16;355.0;-30.0;-7;505.0;-24;-570.0
174.0;279.0;305.0;537.0;16;358.0;-46.0;-7;510.0;-24;-579.0
177.0;272.0;309.0;534.0;16;361.0;-59.0;-7;512.0;-24;-585.0
181.0;1232.0;-293.0;99.0;5;1248.0;1169.0;-28;559.0;-51;-180.0
247.0;-114.0;401.0;461.0;114;202.0;-531.0;-13;452.0;-27;-631.0
179.0;268.0;317.0;534.0;16;363.0;-73.0;-7;515.0;-24;-589.0
284.0;920.0;-229.0;-544.0;160;628.0;689.0;-22;152.0;-41;-114.0
-68.0;-161.0;-10.0;233.0;54;296.0;-222.0;2;293.0;-54;-332.0
84.0;-27.0;178.0;369.0;39;354.0;-220.0;-5;381.0;-31;-519.0
99.0;273.0;256.0;586.0;81;169.0;43.0;-8;386.0;-30;-538.0
103.0;258.0;256.0;589.0;84;137.0;24.0;-8;385.0;-30;-547.0
345.0;947.0;-234.0;-454.0;151;824.0;840.0;-7;448.0;-24;-51.0
238.0;831.0;-343.0;-651.0;173;701.0;877.0;-98;128.0;-31;196.0
73.0;18.0;163.0;356.0;39;376.0;-252.0;-5;366.0;-31;-526.0
69.0;40.0;158.0;347.0;39;387.0;-267.0;-5;361.0;-31;-527.0
143.0;-26.0;57.0;257.0;51;398.0;-425.0;1;387.0;-37;-634.0
58.0;82.0;147.0;334.0;39;404.0;-285.0;-5;346.0;-31;-529.0
57.0;97.0;137.0;331.0;39;411.0;-294.0;-5;341.0;-31;-530.0
761.0;1079.0;310.0;214.0;98;521.0;850.0;7;1061.0;-85;-632.0
424.0;519.0;86.0;-544.0;-30;239.0;571.0;261;109.0;-35;-55.0
-332.0;810.0;-698.0;-578.0;32;891.0;967.0;-46;-347.0;-24;452.0
-309.0;158.0;-114.0;441.0;17;444.0;-128.0;-12;11.0;-30;-546.0
-313.0;661.0;-573.0;-426.0;-1;904.0;789.0;-54;-171.0;-26;407.0
569.0;343.0;409.0;425.0;98;73.0;193.0;5;791.0;-24;-585.0
319.0;526.0;450.0;595.0;106;362.0;252.0;-14;555.0;-17;-746.0
-541.0;224.0;-606.0;-31.0;15;633.0;287.0;-32;-340.0;-28;-32.0
-197.0;440.0;-74.0;18.0;-105;155.0;448.0;-49;-327.0;-34;-58.0
689.0;15.0;242.0;-243.0;172;156.0;-348.0;-7;698.0;-38;-800.0
176.0;301.0;320.0;526.0;16;357.0;8.0;-7;520.0;-24;-571.0
-213.0;551.0;-299.0;-16.0;14;954.0;603.0;-24;24.0;6;58.0
379.0;1013.0;-86.0;-569.0;-174;526.0;150.0;-139;555.0;-15;-112.0
489.0;806.0;152.0;-450.0;-153;330.0;848.0;115;285.0;-33;-159.0
380.0;846.0;-464.0;-636.0;-171;351.0;410.0;-163;85.0;-38;-415.0
399.0;373.0;-60.0;-553.0;-175;582.0;-571.0;-152;231.0;-34;-735.0
217.0;331.0;172.0;584.0;67;23.0;267.0;7;498.0;-78;-394.0
592.0;579.0;127.0;-232.0;175;373.0;-120.0;-3;558.0;-39;-554.0
562.0;554.0;292.0;-380.0;171;196.0;413.0;152;420.0;-78;-365.0
-164.0;79.0;257.0;515.0;77;357.0;-126.0;-12;123.0;-11;-551.0
571.0;557.0;296.0;-365.0;171;179.0;394.0;133;430.0;-89;-367.0
237.0;274.0;344.0;516.0;16;341.0;17.0;-7;532.0;-23;-590.0
442.0;1021.0;-63.0;-13.0;-5;831.0;858.0;12;703.0;-74;-306.0
309.0;268.0;357.0;532.0;16;160.0;10.0;-7;613.0;-23;-600.0
581.0;562.0;298.0;-348.0;171;168.0;368.0;137;443.0;-83;-371.0
591.0;562.0;306.0;-335.0;171;154.0;335.0;107;456.0;-82;-379.0
630.0;486.0;369.0;-63.0;190;-129.0;183.0;-2;331.0;-45;-468.0
608.0;547.0;301.0;-189.0;173;-41.0;285.0;-9;402.0;-31;-338.0
-233.0;-287.0;-126.0;488.0;24;353.0;-134.0;-15;71.0;-27;-77.0
596.0;555.0;311.0;-325.0;171;145.0;301.0;105;455.0;-84;-396.0
-35.0;-339.0;117.0;583.0;24;311.0;-226.0;-12;267.0;-24;-384.0
171.0;261.0;326.0;537.0;16;354.0;-69.0;-7;493.0;-24;-592.0
161.0;282.0;317.0;536.0;16;357.0;-48.0;-7;483.0;-24;-587.0
133.0;-66.0;247.0;415.0;113;299.0;-116.0;-8;364.0;-23;-442.0
150.0;-74.0;262.0;419.0;113;274.0;-132.0;-8;378.0;-23;-450.0
209.0;289.0;358.0;528.0;16;335.0;0.0;-7;541.0;-24;-602.0
620.0;568.0;275.0;-193.0;157;86.0;326.0;13;506.0;-31;-394.0
-80.0;1005.0;-472.0;-264.0;59;963.0;975.0;-5;27.0;-27;207.0
145.0;259.0;329.0;551.0;16;334.0;37.0;-7;471.0;-24;-566.0
149.0;258.0;327.0;552.0;16;335.0;34.0;-7;475.0;-24;-564.0
209.0;288.0;359.0;529.0;16;336.0;-2.0;-7;538.0;-24;-600.0
184.0;-74.0;317.0;440.0;114;242.0;-128.0;-8;398.0;-23;-483.0
196.0;-51.0;346.0;457.0;115;207.0;-192.0;-8;406.0;-23;-539.0
77.0;-131.0;323.0;466.0;108;288.0;-296.0;-7;307.0;-27;-528.0
156.0;261.0;329.0;546.0;16;336.0;30.0;-7;482.0;-24;-564.0
169.0;257.0;326.0;537.0;16;336.0;23.0;-7;499.0;-24;-562.0
243.0;-79.0;370.0;439.0;115;183.0;-337.0;-8;452.0;-24;-578.0
-69.0;178.0;-281.0;292.0;34;-11.0;236.0;-2;117.0;-37;-68.0
509.0;-94.0;534.0;373.0;141;-369.0;-183.0;-6;527.0;-26;-587.0
-387.0;308.0;-17.0;202.0;82;536.0;340.0;-9;-210.0;-28;-177.0
-378.0;310.0;-1.0;229.0;81;525.0;333.0;-9;-194.0;-28;-200.0
-377.0;249.0;-50.0;92.0;5;548.0;352.0;-37;-334.0;20;-111.0
440.0;209.0;354.0;248.0;161;79.0;-247.0;1;705.0;-35;-594.0
314.0;1.0;334.0;332.0;159;276.0;-153.0;1;611.0;-35;-526.0
235.0;25.0;347.0;369.0;72;314.0;-221.0;-7;420.0;-24;-523.0
-354.0;438.0;-300.0;306.0;26;463.0;387.0;-13;-73.0;-28;-1.0
174.0;661.0;-272.0;-719.0;178;617.0;781.0;73;13.0;-71;260.0
-403.0;309.0;-452.0;220.0;-153;161.0;688.0;-108;-400.0;-40;469.0
493.0;658.0;139.0;53.0;-104;383.0;585.0;-151;646.0;-42;-313.0
32.0;841.0;-18.0;-58.0;57;946.0;589.0;-9;186.0;-19;-456.0
176.0;297.0;328.0;527.0;16;352.0;5.0;-7;516.0;-24;-573.0
238.0;95.0;348.0;452.0;104;359.0;-162.0;-3;453.0;-23;-473.0
238.0;93.0;356.0;456.0;106;341.0;-170.0;-3;457.0;-23;-481.0
239.0;91.0;359.0;458.0;106;329.0;-174.0;-3;459.0;-23;-485.0
244.0;90.0;362.0;459.0;106;318.0;-173.0;-3;462.0;-23;-484.0
257.0;92.0;364.0;459.0;106;315.0;-176.0;-3;472.0;-23;-487.0
195.0;258.0;168.0;426.0;107;-226.0;-18.0;-6;480.0;-23;-392.0
577.0;893.0;106.0;56.0;101;599.0;630.0;11;747.0;-82;-484.0
181.0;297.0;328.0;527.0;16;348.0;5.0;-7;523.0;-24;-574.0
-158.0;313.0;239.0;398.0;24;596.0;43.0;-8;83.0;-24;-559.0
266.0;272.0;349.0;541.0;16;248.0;33.0;-7;578.0;-23;-588.0
239.0;276.0;351.0;535.0;16;338.0;32.0;-7;534.0;-23;-592.0
229.0;274.0;351.0;531.0;17;370.0;36.0;-7;519.0;-23;-594.0
-142.0;318.0;241.0;412.0;23;564.0;63.0;-8;102.0;-24;-555.0
-352.0;317.0;-112.0;40.0;-29;589.0;380.0;-25;-311.0;-8;-59.0
217.0;276.0;349.0;524.0;17;393.0;40.0;-8;506.0;-23;-595.0
209.0;281.0;346.0;518.0;17;411.0;46.0;-8;495.0;-23;-594.0
103.0;289.0;47.0;316.0;82;-185.0;-101.0;1;164.0;-38;-455.0
190.0;294.0;71.0;358.0;82;-251.0;-96.0;0;222.0;-38;-458.0
198.0;263.0;233.0;700.0;16;-687.0;50.0;-7;-259.0;-24;-517.0
422.0;432.0;-25.0;300.0;105;-474.0;-241.0;0;365.0;-25;-447.0
71.0;249.0;-54.0;393.0;36;-326.0;23.0;-5;51.0;-26;-167.0
184.0;298.0;332.0;528.0;16;345.0;5.0;-7;527.0;-24;-575.0
338.0;310.0;381.0;487.0;1;264.0;153.0;-8;575.0;-30;-502.0
68.0;129.0;127.0;428.0;135;179.0;-215.0;-2;434.0;-26;-475.0
388.0;316.0;228.0;537.0;17;9.0;107.0;12;680.0;-71;-428.0
228.0;293.0;336.0;531.0;16;322.0;0.0;-7;565.0;-24;-589.0
-306.0;140.0;-216.0;289.0;24;135.0;522.0;-3;-195.0;-19;144.0
224.0;294.0;338.0;530.0;16;324.0;3.0;-7;560.0;-24;-590.0
554.0;-188.0;472.0;184.0;70;11.0;-165.0;-5;679.0;-28;-545.0
624.0;-532.0;538.0;108.0;139;19.0;-11.0;-6;647.0;-27;-341.0
222.0;296.0;338.0;534.0;16;328.0;6.0;-7;559.0;-24;-591.0
218.0;295.0;340.0;533.0;16;333.0;6.0;-7;557.0;-24;-591.0
220.0;295.0;344.0;530.0;16;338.0;7.0;-7;553.0;-24;-593.0
432.0;335.0;339.0;492.0;94;106.0;182.0;9;647.0;-78;-588.0
617.0;590.0;242.0;-268.0;-168;17.0;649.0;-44;683.0;0;-153.0
617.0;547.0;278.0;-235.0;-169;12.0;499.0;-134;668.0;21;-300.0
245.0;304.0;354.0;516.0;16;337.0;16.0;-7;574.0;-24;-595.0
232.0;300.0;356.0;520.0;16;336.0;13.0;-7;556.0;-24;-595.0
230.0;298.0;356.0;521.0;16;334.0;12.0;-7;556.0;-24;-597.0
192.0;280.0;339.0;533.0;16;337.0;-13.0;-8;534.0;-24;-582.0
401.0;231.0;-39.0;-552.0;-178;547.0;-377.0;-151;212.0;-36;-751.0
-321.0;339.0;-93.0;116.0;3;661.0;392.0;-24;-290.0;-21;-68.0
190.0;280.0;337.0;533.0;16;337.0;-11.0;-8;533.0;-24;-583.0
246.0;302.0;357.0;515.0;16;338.0;16.0;-7;573.0;-24;-595.0
235.0;300.0;360.0;514.0;16;341.0;14.0;-7;556.0;-24;-601.0
232.0;296.0;361.0;519.0;16;337.0;8.0;-7;559.0;-24;-599.0
668.0;390.0;375.0;-41.0;-150;-198.0;-60.0;5;623.0;-34;-588.0
233.0;295.0;358.0;520.0;16;333.0;11.0;-7;558.0;-24;-599.0
467.0;288.0;196.0;458.0;82;-268.0;-59.0;-1;504.0;-36;-434.0
45.0;1165.0;-162.0;-240.0;-7;1252.0;957.0;-26;113.0;-1;-441.0
611.0;796.0;294.0;-197.0;185;23.0;-95.0;25;527.0;-32;-357.0
595.0;458.0;252.0;-230.0;-52;-101.0;70.0;4;499.0;-34;-477.0
428.0;76.0;349.0;291.0;-2;64.0;-396.0;-8;613.0;-39;-659.0
549.0;368.0;472.0;275.0;106;5.0;69.0;11;689.0;-34;-583.0
731.0;-120.0;721.0;279.0;167;110.0;-796.0;-10;730.0;-26;-830.0
457.0;353.0;448.0;340.0;106;185.0;35.0;7;629.0;-31;-583.0
188.0;278.0;337.0;533.0;16;339.0;-12.0;-8;531.0;-24;-581.0
296.0;773.0;-244.0;-612.0;-155;324.0;624.0;-172;75.0;-28;68.0
380.0;876.0;108.0;-23.0;112;773.0;638.0;19;541.0;-70;-408.0
-357.0;314.0;10.0;273.0;76;510.0;322.0;-9;-167.0;-29;-222.0
415.0;489.0;-320.0;-493.0;27;175.0;556.0;-30;599.0;-19;307.0
658.0;515.0;183.0;-418.0;-167;92.0;306.0;21;436.0;-69;-257.0
234.0;296.0;360.0;520.0;16;335.0;9.0;-7;559.0;-24;-600.0
169.0;1073.0;-74.0;-61.0;-14;1070.0;921.0;-47;209.0;-21;-328.0
199.0;995.0;-30.0;54.0;164;773.0;946.0;-22;333.0;-29;-197.0
-32.0;532.0;-483.0;-264.0;6;759.0;717.0;-18;535.0;-6;330.0
202.0;1204.0;58.0;-13.0;-2;1367.0;813.0;-8;409.0;-18;-630.0
-485.0;209.0;-457.0;113.0;-130;418.0;475.0;1;-338.0;-30;388.0
178.0;146.0;266.0;612.0;34;183.0;6.0;-11;454.0;-27;-644.0
235.0;295.0;358.0;518.0;16;335.0;10.0;-7;560.0;-24;-601.0
-119.0;347.0;-235.0;289.0;61;-27.0;381.0;-11;123.0;-43;9.0
236.0;296.0;362.0;519.0;16;336.0;10.0;-7;559.0;-24;-600.0
234.0;295.0;361.0;518.0;16;334.0;10.0;-7;561.0;-24;-599.0
235.0;297.0;360.0;519.0;16;333.0;10.0;-7;558.0;-24;-598.0
-107.0;-121.0;112.0;546.0;53;116.0;-274.0;-7;222.0;-30;-546.0
662.0;22.0;471.0;244.0;135;-348.0;-607.0;18;-60.0;-73;-866.0
53.0;928.0;-462.0;-749.0;-175;492.0;606.0;-162;107.0;-25;138.0
283.0;555.0;-30.0;-291.0;56;748.0;364.0;-10;876.0;-41;-408.0
592.0;507.0;192.0;-192.0;42;-454.0;97.0;-8;254.0;-35;-297.0
508.0;1155.0;-33.0;-33.0;77;879.0;1100.0;-7;821.0;-76;-314.0
234.0;294.0;362.0;520.0;16;336.0;11.0;-7;561.0;-24;-601.0
272.0;1103.0;43.0;-163.0;80;1044.0;931.0;6;438.0;-20;-439.0
287.0;1320.0;-551.0;-648.0;170;1153.0;1301.0;14;494.0;-67;119.0
669.0;-397.0;538.0;190.0;135;-364.0;-387.0;19;-58.0;-73;-663.0
71.0;874.0;-352.0;-601.0;-142;943.0;-210.0;-147;588.0;-49;-202.0
256.0;292.0;365.0;515.0;16;334.0;-7.0;-7;587.0;-24;-621.0
518.0;297.0;361.0;477.0;96;-127.0;90.0;2;678.0;-61;-602.0
442.0;286.0;566.0;476.0;95;175.0;93.0;-3;615.0;-33;-653.0
-383.0;299.0;-224.0;296.0;16;576.0;178.0;-10;-165.0;-25;-112.0
247.0;306.0;369.0;517.0;16;336.0;12.0;-7;567.0;-24;-606.0
179.0;264.0;320.0;533.0;16;361.0;-86.0;-7;513.0;-24;-593.0
120.0;189.0;233.0;579.0;73;72.0;-68.0;-8;403.0;-30;-586.0
183.0;242.0;327.0;533.0;16;355.0;-108.0;-7;505.0;-24;-604.0
367.0;699.0;-155.0;-589.0;169;343.0;725.0;7;356.0;-49;149.0
551.0;497.0;264.0;-412.0;58;320.0;-397.0;-166;483.0;-26;-441.0
244.0;306.0;368.0;519.0;16;336.0;12.0;-7;564.0;-24;-607.0
273.0;311.0;359.0;520.0;16;303.0;26.0;-7;591.0;-24;-602.0
563.0;452.0;-276.0;-275.0;153;401.0;141.0;-19;531.0;-37;-646.0
243.0;307.0;366.0;520.0;16;334.0;13.0;-7;564.0;-24;-604.0
236.0;299.0;359.0;526.0;16;332.0;5.0;-7;561.0;-24;-596.0
219.0;289.0;364.0;529.0;16;334.0;2.0;-7;550.0;-24;-603.0
218.0;288.0;363.0;530.0;16;333.0;2.0;-7;546.0;-24;-603.0
361.0;880.0;-162.0;-626.0;166;513.0;997.0;-70;650.0;-20;153.0
-341.0;330.0;-90.0;54.0;-3;667.0;397.0;-24;-316.0;-21;-67.0
211.0;290.0;359.0;531.0;16;337.0;0.0;-7;541.0;-24;-602.0
209.0;286.0;361.0;529.0;16;337.0;-2.0;-7;539.0;-24;-601.0
