InertialMeasurementUnit BACK accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
999.0;133.0;-445.0;-480.0;-559.0;-433.0
976.0;105.0;-446.0;-492.0;-546.0;-411.0
941.0;88.0;-446.0;-473.0;-531.0;-371.0
915.0;52.0;-437.0;-467.0;-518.0;-375.0
917.0;49.0;-437.0;-427.0;-515.0;-357.0
916.0;42.0;-439.0;-430.0;-505.0;-322.0
914.0;44.0;-437.0;-403.0;-486.0;-312.0
924.0;30.0;-434.0;-381.0;-486.0;-311.0
935.0;22.0;-435.0;-371.0;-486.0;-341.0
942.0;17.0;-433.0;-354.0;-463.0;-367.0
934.0;18.0;-431.0;-353.0;-461.0;-355.0
931.0;2.0;-430.0;-375.0;-470.0;-348.0
918.0;-19.0;-423.0;-343.0;-491.0;-363.0
919.0;-39.0;-418.0;-334.0;-502.0;-363.0
916.0;-67.0;-413.0;-348.0;-523.0;-359.0
914.0;-87.0;-408.0;-362.0;-528.0;-353.0
909.0;-97.0;-404.0;-340.0;-500.0;-373.0
903.0;-111.0;-405.0;-349.0;-478.0;-362.0
904.0;-125.0;-399.0;-354.0;-482.0;-372.0
912.0;-122.0;-399.0;-348.0;-482.0;-363.0
929.0;-110.0;-400.0;-321.0;-500.0;-372.0
936.0;-107.0;-399.0;-344.0;-488.0;-378.0
936.0;-102.0;-398.0;-349.0;-485.0;-394.0
943.0;-101.0;-402.0;-343.0;-492.0;-396.0
939.0;-105.0;-401.0;-342.0;-497.0;-397.0
932.0;-103.0;-398.0;-354.0;-509.0;-404.0
932.0;-102.0;-399.0;-336.0;-509.0;-396.0
934.0;-104.0;-397.0;-343.0;-519.0;-407.0
938.0;-93.0;-397.0;-324.0;-520.0;-399.0
933.0;-95.0;-397.0;-335.0;-510.0;-384.0
933.0;-92.0;-396.0;-345.0;-509.0;-408.0
941.0;-89.0;-398.0;-355.0;-498.0;-404.0
938.0;-87.0;-401.0;-352.0;-507.0;-399.0
940.0;-82.0;-400.0;-358.0;-518.0;-406.0
937.0;-79.0;-401.0;-357.0;-508.0;-409.0
936.0;-76.0;-403.0;-320.0;-504.0;-416.0
946.0;-68.0;-402.0;-346.0;-485.0;-406.0
950.0;-69.0;-403.0;-362.0;-504.0;-405.0
948.0;-71.0;-407.0;-346.0;-500.0;-397.0
945.0;-69.0;-406.0;-341.0;-485.0;-386.0
954.0;-73.0;-404.0;-348.0;-502.0;-398.0
947.0;-71.0;-406.0;-324.0;-484.0;-436.0
945.0;-62.0;-406.0;-351.0;-481.0;-413.0
947.0;-64.0;-409.0;-336.0;-472.0;-403.0
949.0;-75.0;-410.0;-363.0;-500.0;-408.0
942.0;-69.0;-407.0;-373.0;-529.0;-435.0
948.0;-73.0;-408.0;-342.0;-509.0;-429.0
945.0;-74.0;-410.0;-334.0;-511.0;-423.0
939.0;-73.0;-407.0;-334.0;-508.0;-411.0
933.0;-67.0;-408.0;-351.0;-496.0;-336.0
928.0;-72.0;-412.0;-361.0;-475.0;-375.0
935.0;-82.0;-409.0;-333.0;-494.0;-375.0
939.0;-74.0;-409.0;-322.0;-509.0;-351.0
952.0;-56.0;-414.0;-329.0;-486.0;-268.0
947.0;-77.0;-410.0;-344.0;-456.0;-291.0
957.0;-72.0;-411.0;-356.0;-495.0;-283.0
953.0;-68.0;-413.0;-314.0;-502.0;-301.0
958.0;-70.0;-409.0;-353.0;-465.0;-282.0
959.0;-42.0;-403.0;-366.0;-452.0;-310.0
976.0;-94.0;-398.0;-382.0;-451.0;-312.0
931.0;-130.0;-391.0;-386.0;-451.0;-271.0
927.0;-117.0;-381.0;-364.0;-461.0;?
934.0;-100.0;-375.0;-366.0;-471.0;?
917.0;-111.0;-356.0;-372.0;-470.0;?
901.0;-99.0;-343.0;?;-458.0;?
880.0;-159.0;-334.0;-355.0;-449.0;?
877.0;?;-318.0;-372.0;-436.0;?
871.0;?;-304.0;-355.0;-440.0;?
866.0;?;-293.0;-296.0;-468.0;?
871.0;-154.0;-279.0;-296.0;-443.0;?
874.0;-148.0;-268.0;-292.0;-426.0;-76.0
870.0;-149.0;-259.0;-291.0;-413.0;-46.0
854.0;-172.0;-247.0;-264.0;-419.0;-18.0
858.0;-189.0;-239.0;-272.0;-415.0;-35.0
862.0;-206.0;-230.0;-242.0;-411.0;-84.0
866.0;-234.0;-221.0;-204.0;-412.0;-90.0
866.0;-248.0;-215.0;-202.0;-403.0;-105.0
859.0;-255.0;-212.0;-213.0;-383.0;-106.0
867.0;-261.0;-205.0;-212.0;-403.0;-150.0
857.0;-267.0;-200.0;-199.0;-410.0;-202.0
856.0;-281.0;-195.0;-168.0;-389.0;-223.0
821.0;-317.0;-185.0;-181.0;-386.0;-200.0
817.0;-355.0;-182.0;-202.0;-390.0;-176.0
?;-377.0;-178.0;-209.0;-384.0;-136.0
?;-374.0;-175.0;-219.0;-400.0;-157.0
?;-367.0;-173.0;-191.0;-416.0;-125.0
?;-358.0;-178.0;-203.0;-364.0;-141.0
?;-353.0;-180.0;-218.0;-358.0;-130.0
?;-343.0;-187.0;-190.0;?;-101.0
856.0;-338.0;?;-180.0;?;-84.0
900.0;-301.0;?;-175.0;?;-102.0
912.0;-278.0;?;-187.0;?;-142.0
911.0;-264.0;?;-186.0;?;-128.0
903.0;-273.0;-200.0;-132.0;?;-116.0
879.0;-316.0;-204.0;-181.0;?;-117.0
882.0;-342.0;-204.0;-141.0;?;-123.0
900.0;-337.0;-200.0;-139.0;?;-125.0
877.0;-339.0;-198.0;-141.0;?;-97.0
885.0;-326.0;-197.0;-148.0;?;-87.0
870.0;-342.0;-194.0;-104.0;?;-91.0
865.0;-360.0;-192.0;-166.0;?;-96.0
866.0;-373.0;-191.0;-113.0;?;?
874.0;-351.0;-190.0;-104.0;?;?
887.0;-333.0;-189.0;-91.0;?;?
889.0;-346.0;-188.0;-106.0;?;?
896.0;-351.0;-184.0;-94.0;?;?
886.0;-349.0;-180.0;-67.0;?;?
893.0;-348.0;-178.0;-91.0;?;?
884.0;-365.0;-169.0;-64.0;?;?
886.0;-384.0;-164.0;-51.0;-364.0;5.0
881.0;-392.0;-160.0;-40.0;-353.0;21.0
876.0;-386.0;-151.0;-38.0;-362.0;28.0
866.0;-395.0;-147.0;-6.0;-352.0;43.0
870.0;-411.0;-142.0;-4.0;-339.0;96.0
870.0;-415.0;-133.0;-20.0;-326.0;148.0
861.0;-428.0;-128.0;15.0;-349.0;128.0
859.0;-440.0;-124.0;27.0;-337.0;129.0
843.0;-442.0;-116.0;23.0;-341.0;160.0
849.0;-451.0;-113.0;37.0;-361.0;121.0
837.0;-468.0;-109.0;93.0;-358.0;105.0
841.0;-482.0;-101.0;166.0;-337.0;125.0
829.0;-487.0;-100.0;125.0;-303.0;115.0
833.0;-503.0;-95.0;101.0;-328.0;92.0
823.0;-511.0;-91.0;93.0;-320.0;80.0
806.0;-529.0;-88.0;82.0;-295.0;117.0
783.0;-561.0;-86.0;53.0;-294.0;70.0
757.0;-591.0;-80.0;51.0;-334.0;-72.0
792.0;?;-78.0;48.0;-350.0;-123.0
790.0;?;-74.0;9.0;-312.0;-98.0
778.0;?;-67.0;23.0;-317.0;-132.0
780.0;?;-66.0;12.0;-344.0;-159.0
780.0;?;-64.0;-17.0;-394.0;-116.0
784.0;?;-58.0;-38.0;-384.0;-113.0
807.0;?;-60.0;-59.0;-392.0;-94.0
818.0;?;-66.0;-86.0;-372.0;-87.0
815.0;?;-67.0;-114.0;-359.0;-123.0
822.0;?;-79.0;-128.0;-378.0;-110.0
859.0;?;-91.0;-138.0;-374.0;-132.0
877.0;?;-103.0;-150.0;-396.0;-132.0
889.0;?;-112.0;-159.0;-367.0;-136.0
903.0;-384.0;-116.0;-172.0;-370.0;-177.0
894.0;-361.0;-117.0;-171.0;-365.0;-169.0
894.0;-355.0;-117.0;-172.0;-334.0;-192.0
877.0;-359.0;-115.0;-121.0;-335.0;-203.0
868.0;-366.0;-111.0;-168.0;-368.0;-213.0
861.0;-359.0;-112.0;-177.0;-391.0;-238.0
851.0;-353.0;-114.0;-151.0;-371.0;-216.0
874.0;?;-114.0;-187.0;-391.0;-87.0
872.0;?;-120.0;-192.0;-398.0;-91.0
881.0;?;-123.0;-176.0;-376.0;-113.0
896.0;?;-124.0;-180.0;-400.0;-74.0
884.0;?;-127.0;-70.0;-398.0;-53.0
888.0;?;-129.0;-49.0;-338.0;-27.0
896.0;?;-129.0;-49.0;-329.0;-10.0
889.0;?;?;9.0;-366.0;44.0
876.0;?;?;51.0;-329.0;98.0
886.0;?;?;96.0;-347.0;171.0
894.0;?;?;137.0;-355.0;243.0
898.0;?;?;181.0;-335.0;292.0
919.0;-404.0;?;183.0;-293.0;333.0
913.0;-399.0;?;237.0;-253.0;440.0
888.0;-410.0;?;265.0;-247.0;486.0
889.0;-432.0;?;289.0;-253.0;506.0
871.0;-460.0;?;322.0;-228.0;524.0
838.0;-481.0;?;311.0;-174.0;573.0
812.0;-513.0;?;282.0;-126.0;593.0
789.0;-556.0;?;330.0;-116.0;606.0
?;-603.0;?;385.0;-154.0;646.0
?;-643.0;?;?;-143.0;685.0
?;-677.0;87.0;?;-105.0;712.0
?;-705.0;113.0;?;-95.0;748.0
?;-745.0;145.0;?;-56.0;779.0
?;-794.0;168.0;?;-71.0;780.0
?;-819.0;196.0;?;-41.0;796.0
506.0;-828.0;219.0;?;-13.0;844.0
496.0;-846.0;241.0;?;59.0;832.0
437.0;-861.0;259.0;?;43.0;847.0
432.0;-868.0;280.0;?;81.0;853.0
409.0;-885.0;296.0;?;-9.0;845.0
389.0;-911.0;312.0;470.0;20.0;833.0
367.0;-922.0;335.0;477.0;19.0;782.0
350.0;-936.0;346.0;488.0;54.0;810.0
306.0;-963.0;359.0;461.0;74.0;790.0
277.0;-954.0;?;431.0;77.0;787.0
261.0;-968.0;?;410.0;51.0;728.0
256.0;-998.0;?;462.0;-2.0;677.0
238.0;-1019.0;?;464.0;7.0;647.0
220.0;-1003.0;?;467.0;31.0;587.0
205.0;-994.0;?;458.0;27.0;609.0
221.0;-1003.0;?;439.0;32.0;588.0
214.0;-990.0;?;415.0;-16.0;?
217.0;-995.0;399.0;445.0;-49.0;?
231.0;-977.0;394.0;422.0;?;?
236.0;-963.0;382.0;373.0;?;?
253.0;-972.0;374.0;348.0;?;541.0
260.0;-961.0;366.0;340.0;?;539.0
304.0;-931.0;356.0;364.0;?;537.0
299.0;-918.0;345.0;335.0;?;537.0
332.0;-891.0;336.0;341.0;-72.0;550.0
343.0;-853.0;329.0;357.0;-52.0;577.0
358.0;-870.0;325.0;317.0;-44.0;588.0
381.0;-846.0;325.0;315.0;-45.0;605.0
394.0;-839.0;320.0;319.0;-79.0;599.0
421.0;-854.0;324.0;314.0;-69.0;588.0
425.0;-854.0;325.0;311.0;?;584.0
408.0;-845.0;327.0;341.0;?;575.0
409.0;-849.0;328.0;309.0;?;554.0
420.0;-855.0;332.0;303.0;?;574.0
430.0;-864.0;336.0;323.0;?;593.0
429.0;-858.0;339.0;269.0;?;585.0
415.0;-864.0;344.0;257.0;?;584.0
405.0;-874.0;346.0;285.0;?;584.0
405.0;-885.0;349.0;280.0;?;584.0
406.0;-892.0;353.0;267.0;-69.0;574.0
404.0;-887.0;355.0;253.0;-52.0;578.0
402.0;-883.0;356.0;291.0;-38.0;592.0
400.0;-872.0;359.0;272.0;-62.0;583.0
398.0;-855.0;356.0;?;-70.0;579.0
395.0;-853.0;357.0;?;-68.0;563.0
390.0;-857.0;359.0;?;-76.0;583.0
388.0;-866.0;358.0;?;-80.0;574.0
393.0;-858.0;356.0;?;-71.0;554.0
390.0;-848.0;357.0;?;-52.0;540.0
395.0;-851.0;350.0;?;-39.0;559.0
394.0;-846.0;352.0;?;-59.0;524.0
391.0;-846.0;351.0;274.0;-59.0;524.0
391.0;-849.0;347.0;257.0;-59.0;543.0
398.0;-855.0;346.0;223.0;-58.0;592.0
404.0;-859.0;345.0;247.0;-46.0;594.0
403.0;-854.0;340.0;217.0;-55.0;630.0
397.0;-855.0;338.0;187.0;-56.0;587.0
398.0;-853.0;335.0;174.0;-73.0;574.0
404.0;-842.0;331.0;153.0;-83.0;542.0
413.0;-832.0;323.0;109.0;-106.0;433.0
419.0;-837.0;320.0;37.0;-195.0;321.0
423.0;-833.0;317.0;52.0;-209.0;295.0
424.0;-825.0;311.0;4.0;-248.0;209.0
419.0;-818.0;307.0;101.0;-217.0;159.0
389.0;-830.0;302.0;109.0;-60.0;12.0
399.0;-883.0;297.0;55.0;3.0;32.0
419.0;-886.0;288.0;-29.0;-135.0;-23.0
?;-859.0;275.0;?;-166.0;-137.0
?;-812.0;257.0;?;-170.0;-181.0
?;-767.0;231.0;?;-158.0;-290.0
?;-725.0;195.0;?;-147.0;-361.0
?;-729.0;155.0;?;-188.0;-393.0
?;-630.0;117.0;?;-175.0;-355.0
?;-602.0;72.0;?;-144.0;-391.0
?;-524.0;21.0;-287.0;-152.0;-413.0
?;-416.0;-19.0;-415.0;-313.0;-416.0
?;-389.0;-55.0;?;-318.0;-368.0
?;-357.0;-94.0;?;-374.0;-359.0
?;-317.0;-130.0;?;-372.0;-350.0
732.0;-245.0;-171.0;?;-294.0;-353.0
761.0;-182.0;-204.0;?;-203.0;-317.0
783.0;-111.0;-229.0;-472.0;-256.0;-293.0
841.0;-72.0;-253.0;-505.0;-304.0;-355.0
887.0;-87.0;-269.0;-495.0;-263.0;-341.0
894.0;-98.0;-278.0;-466.0;-219.0;-339.0
946.0;?;-287.0;-461.0;-270.0;-358.0
939.0;?;-293.0;-438.0;-276.0;-384.0
917.0;?;-294.0;-472.0;-300.0;-308.0
880.0;?;-294.0;-457.0;-296.0;-277.0
865.0;?;-292.0;-423.0;-219.0;-226.0
828.0;?;-288.0;-446.0;-210.0;-204.0
831.0;?;-291.0;-449.0;-326.0;-272.0
799.0;?;-287.0;-379.0;-286.0;-82.0
829.0;?;-283.0;-346.0;-213.0;-120.0
857.0;?;-281.0;-313.0;-248.0;-94.0
869.0;?;-277.0;-268.0;-281.0;?
850.0;?;-269.0;-208.0;-219.0;?
857.0;?;-262.0;-185.0;-170.0;?
861.0;?;-249.0;-144.0;-148.0;?
810.0;-118.0;-227.0;-111.0;-128.0;291.0
747.0;-139.0;-208.0;-60.0;-117.0;347.0
770.0;-221.0;-187.0;-62.0;-93.0;387.0
804.0;-144.0;-165.0;-42.0;-70.0;424.0
767.0;-259.0;-143.0;-5.0;-73.0;481.0
760.0;-301.0;-109.0;23.0;-10.0;596.0
702.0;-316.0;-73.0;75.0;-5.0;682.0
705.0;-383.0;-43.0;42.0;39.0;764.0
708.0;-404.0;0.0;-30.0;42.0;892.0
650.0;-482.0;44.0;68.0;18.0;933.0
581.0;-527.0;92.0;131.0;19.0;838.0
537.0;-572.0;139.0;292.0;53.0;811.0
506.0;-603.0;179.0;195.0;-91.0;727.0
473.0;-645.0;223.0;350.0;-266.0;751.0
427.0;-669.0;265.0;502.0;-309.0;760.0
358.0;-700.0;313.0;517.0;-135.0;776.0
378.0;-748.0;351.0;397.0;-20.0;842.0
380.0;-882.0;382.0;397.0;-89.0;867.0
397.0;-974.0;414.0;416.0;-75.0;876.0
386.0;-1114.0;432.0;423.0;-34.0;843.0
334.0;-1147.0;447.0;404.0;-37.0;835.0
327.0;-1118.0;459.0;417.0;-54.0;869.0
256.0;-1041.0;467.0;439.0;-8.0;866.0
250.0;-939.0;475.0;490.0;-13.0;883.0
190.0;-873.0;485.0;494.0;16.0;917.0
187.0;-865.0;485.0;469.0;17.0;908.0
178.0;-864.0;492.0;448.0;56.0;856.0
176.0;-899.0;503.0;446.0;-27.0;798.0
164.0;-949.0;507.0;498.0;-111.0;942.0
141.0;-972.0;510.0;560.0;-118.0;1115.0
129.0;-990.0;510.0;701.0;9.0;785.0
90.0;-979.0;508.0;794.0;294.0;627.0
85.0;-962.0;513.0;538.0;296.0;667.0
70.0;-966.0;513.0;209.0;-310.0;669.0
85.0;-960.0;515.0;134.0;-342.0;631.0
119.0;-994.0;516.0;175.0;-362.0;700.0
169.0;-1026.0;519.0;151.0;-135.0;780.0
191.0;-1028.0;520.0;162.0;-43.0;832.0
179.0;-1021.0;?;253.0;-121.0;872.0
201.0;-1030.0;?;256.0;-137.0;858.0
340.0;-1230.0;531.0;210.0;-71.0;846.0
383.0;-1257.0;531.0;220.0;-28.0;840.0
419.0;-882.0;530.0;220.0;3.0;779.0
399.0;-816.0;528.0;241.0;18.0;761.0
399.0;-944.0;531.0;265.0;40.0;927.0
286.0;-906.0;534.0;251.0;84.0;1094.0
254.0;-823.0;533.0;309.0;63.0;1073.0
212.0;-820.0;538.0;330.0;53.0;1060.0
169.0;-854.0;536.0;355.0;?;1126.0
93.0;-899.0;533.0;304.0;?;856.0
75.0;-917.0;529.0;402.0;?;800.0
76.0;-919.0;530.0;449.0;?;860.0
63.0;-901.0;531.0;269.0;?;917.0
23.0;-887.0;530.0;15.0;?;670.0
23.0;-844.0;532.0;239.0;?;740.0
26.0;-867.0;525.0;381.0;?;783.0
82.0;-1037.0;523.0;369.0;?;790.0
64.0;-1141.0;523.0;313.0;?;784.0
114.0;-1139.0;517.0;242.0;?;828.0
208.0;-1280.0;512.0;280.0;?;852.0
301.0;-1127.0;503.0;313.0;?;803.0
320.0;-949.0;494.0;406.0;?;843.0
268.0;-990.0;488.0;413.0;?;976.0
318.0;-993.0;477.0;457.0;?;1031.0
216.0;-999.0;468.0;?;?;1081.0
146.0;-847.0;458.0;?;137.0;1140.0
136.0;-838.0;447.0;?;8.0;932.0
149.0;-846.0;440.0;?;-156.0;619.0
98.0;-856.0;430.0;?;133.0;690.0
79.0;-893.0;424.0;?;206.0;657.0
77.0;-955.0;416.0;?;-119.0;751.0
53.0;-931.0;411.0;?;-365.0;674.0
83.0;-881.0;408.0;?;-248.0;677.0
68.0;-986.0;404.0;102.0;38.0;678.0
141.0;-1125.0;399.0;179.0;35.0;704.0
118.0;-1093.0;393.0;403.0;-66.0;743.0
204.0;-1238.0;387.0;226.0;-91.0;795.0
289.0;-1367.0;380.0;234.0;-94.0;800.0
373.0;-1014.0;372.0;208.0;-9.0;795.0
365.0;-839.0;368.0;306.0;53.0;779.0
373.0;-949.0;365.0;311.0;86.0;883.0
288.0;-946.0;367.0;263.0;107.0;1003.0
261.0;-871.0;368.0;295.0;178.0;1011.0
239.0;-850.0;371.0;304.0;135.0;993.0
179.0;-811.0;374.0;319.0;-46.0;1046.0
146.0;-790.0;376.0;360.0;-111.0;809.0
119.0;-823.0;378.0;400.0;80.0;779.0
84.0;-855.0;382.0;441.0;87.0;847.0
50.0;-872.0;384.0;226.0;23.0;992.0
49.0;-887.0;389.0;69.0;-70.0;777.0
38.0;-890.0;394.0;211.0;-238.0;815.0
46.0;-920.0;396.0;494.0;-239.0;824.0
89.0;-995.0;395.0;456.0;-106.0;856.0
118.0;-1067.0;399.0;327.0;51.0;?
84.0;-1145.0;398.0;252.0;68.0;?
218.0;-1319.0;398.0;324.0;10.0;?
208.0;-1021.0;399.0;313.0;-35.0;?
270.0;?;399.0;411.0;-49.0;?
224.0;?;396.0;344.0;-20.0;?
287.0;?;395.0;387.0;-8.0;?
215.0;?;388.0;401.0;59.0;?
138.0;-978.0;391.0;456.0;97.0;?
89.0;?;391.0;417.0;95.0;937.0
97.0;?;388.0;390.0;-34.0;911.0
101.0;?;389.0;550.0;?;656.0
93.0;?;390.0;497.0;116.0;664.0
73.0;?;395.0;317.0;100.0;762.0
61.0;?;402.0;280.0;137.0;862.0
63.0;-916.0;410.0;154.0;35.0;797.0
97.0;-892.0;414.0;84.0;41.0;794.0
120.0;-928.0;420.0;-50.0;63.0;740.0
103.0;-1088.0;422.0;104.0;-8.0;743.0
217.0;-1198.0;427.0;193.0;-54.0;725.0
134.0;-1287.0;432.0;244.0;41.0;686.0
231.0;-1124.0;438.0;123.0;98.0;720.0
?;-952.0;448.0;124.0;100.0;776.0
?;-784.0;460.0;164.0;125.0;735.0
?;-829.0;471.0;172.0;71.0;760.0
?;-914.0;478.0;210.0;30.0;729.0
?;-980.0;487.0;262.0;21.0;897.0
?;-956.0;496.0;220.0;-90.0;992.0
?;-889.0;504.0;166.0;-132.0;1033.0
?;-857.0;513.0;179.0;-4.0;973.0
?;-868.0;518.0;281.0;-188.0;856.0
?;-857.0;523.0;495.0;-273.0;836.0
?;-831.0;527.0;470.0;-159.0;809.0
205.0;-854.0;529.0;420.0;-126.0;820.0
217.0;-928.0;528.0;432.0;-51.0;783.0
171.0;-898.0;525.0;416.0;17.0;771.0
148.0;-889.0;524.0;378.0;-4.0;712.0
168.0;-891.0;518.0;385.0;-95.0;698.0
288.0;-1080.0;517.0;354.0;-138.0;710.0
302.0;-1165.0;515.0;422.0;-199.0;721.0
257.0;-1189.0;516.0;450.0;-203.0;639.0
190.0;-1090.0;523.0;396.0;-180.0;512.0
153.0;-994.0;528.0;367.0;-146.0;482.0
180.0;-957.0;530.0;290.0;-47.0;482.0
213.0;-945.0;536.0;171.0;28.0;458.0
251.0;-954.0;543.0;105.0;-21.0;447.0
262.0;-929.0;549.0;139.0;-138.0;458.0
314.0;-930.0;556.0;144.0;-102.0;429.0
308.0;-904.0;563.0;32.0;-8.0;484.0
289.0;-880.0;569.0;63.0;12.0;456.0
370.0;-965.0;575.0;123.0;-27.0;479.0
399.0;-918.0;579.0;96.0;-48.0;511.0
421.0;-821.0;586.0;73.0;-108.0;572.0
393.0;-773.0;590.0;89.0;-138.0;615.0
422.0;-745.0;595.0;132.0;-108.0;604.0
414.0;-755.0;597.0;97.0;-96.0;587.0
434.0;-723.0;596.0;62.0;-82.0;618.0
441.0;-722.0;595.0;102.0;-109.0;609.0
411.0;-707.0;594.0;148.0;-110.0;640.0
402.0;-695.0;592.0;167.0;-110.0;?
399.0;-722.0;591.0;168.0;-48.0;?
404.0;-714.0;588.0;162.0;-50.0;?
405.0;-712.0;586.0;160.0;-81.0;?
405.0;-765.0;584.0;178.0;-88.0;?
411.0;-816.0;579.0;191.0;-92.0;?
421.0;-844.0;577.0;185.0;-112.0;?
407.0;-830.0;577.0;228.0;-115.0;?
393.0;-832.0;574.0;184.0;-95.0;?
381.0;-834.0;574.0;227.0;-117.0;?
382.0;-833.0;572.0;215.0;-116.0;?
385.0;-848.0;570.0;223.0;-166.0;?
398.0;-856.0;570.0;213.0;-158.0;?
408.0;-862.0;?;?;-176.0;619.0
413.0;-855.0;?;?;-160.0;625.0
412.0;-859.0;?;?;-218.0;607.0
403.0;-849.0;?;?;-220.0;589.0
406.0;-838.0;?;?;-241.0;594.0
403.0;-835.0;?;?;-264.0;591.0
403.0;-848.0;?;?;-235.0;593.0
404.0;-857.0;?;?;-255.0;592.0
408.0;-860.0;569.0;?;-170.0;586.0
397.0;-863.0;567.0;276.0;-146.0;539.0
403.0;-863.0;567.0;198.0;-203.0;557.0
389.0;-844.0;564.0;313.0;-263.0;579.0
396.0;-846.0;563.0;327.0;-271.0;526.0
408.0;?;559.0;318.0;-229.0;535.0
423.0;?;557.0;335.0;-179.0;501.0
458.0;?;552.0;315.0;-158.0;517.0
477.0;?;548.0;352.0;-230.0;517.0
483.0;?;547.0;323.0;-231.0;563.0
495.0;?;546.0;334.0;-218.0;551.0
516.0;?;544.0;325.0;-226.0;518.0
548.0;?;543.0;347.0;-249.0;506.0
528.0;?;542.0;305.0;-297.0;504.0
569.0;-844.0;541.0;299.0;-280.0;503.0
581.0;-837.0;542.0;300.0;-260.0;504.0
589.0;-834.0;541.0;288.0;-277.0;519.0
588.0;-833.0;544.0;273.0;-292.0;517.0
578.0;-822.0;544.0;292.0;-286.0;565.0
586.0;-811.0;548.0;310.0;-242.0;555.0
599.0;-829.0;547.0;284.0;-242.0;554.0
607.0;-831.0;547.0;294.0;-222.0;520.0
592.0;-801.0;548.0;256.0;-169.0;524.0
608.0;-801.0;548.0;223.0;-167.0;519.0
614.0;-790.0;551.0;233.0;-155.0;512.0
?;-792.0;550.0;207.0;-138.0;537.0
?;-783.0;551.0;171.0;-145.0;555.0
?;-795.0;553.0;187.0;-141.0;580.0
?;-802.0;551.0;187.0;-157.0;610.0
?;-824.0;551.0;166.0;-124.0;592.0
?;-843.0;551.0;178.0;-103.0;586.0
?;-836.0;552.0;155.0;-123.0;620.0
?;-817.0;553.0;171.0;-130.0;621.0
?;-790.0;554.0;179.0;-69.0;640.0
?;-797.0;557.0;197.0;-26.0;631.0
?;-794.0;559.0;144.0;-23.0;629.0
509.0;-810.0;558.0;153.0;?;599.0
490.0;-827.0;559.0;148.0;?;609.0
469.0;-847.0;558.0;140.0;?;634.0
429.0;-845.0;558.0;132.0;?;614.0
434.0;-871.0;558.0;111.0;?;657.0
414.0;-843.0;557.0;121.0;?;699.0
399.0;-846.0;554.0;94.0;?;908.0
395.0;-868.0;553.0;98.0;?;956.0
380.0;-854.0;549.0;61.0;0.0;905.0
372.0;-861.0;546.0;128.0;41.0;804.0
367.0;-855.0;545.0;188.0;-196.0;742.0
379.0;-855.0;543.0;671.0;-243.0;765.0
374.0;-836.0;541.0;899.0;-34.0;828.0
366.0;-858.0;539.0;596.0;132.0;763.0
364.0;-869.0;535.0;576.0;211.0;839.0
360.0;-863.0;532.0;494.0;7.0;808.0
342.0;-899.0;529.0;396.0;-164.0;859.0
345.0;-979.0;525.0;378.0;-237.0;862.0
394.0;-1194.0;521.0;404.0;-242.0;873.0
341.0;-1132.0;519.0;482.0;-246.0;871.0
393.0;-1141.0;515.0;567.0;-185.0;870.0
308.0;-1024.0;513.0;542.0;-144.0;899.0
233.0;-877.0;508.0;503.0;-105.0;893.0
147.0;-851.0;508.0;478.0;-114.0;879.0
177.0;-874.0;505.0;458.0;-128.0;862.0
142.0;-926.0;501.0;473.0;-127.0;836.0
183.0;-942.0;494.0;407.0;-88.0;816.0
220.0;-986.0;490.0;388.0;-76.0;854.0
209.0;-1011.0;487.0;390.0;-91.0;849.0
198.0;-989.0;480.0;395.0;-126.0;848.0
176.0;-994.0;475.0;440.0;-156.0;830.0
169.0;-1001.0;470.0;449.0;-160.0;883.0
190.0;-1015.0;463.0;462.0;-121.0;838.0
188.0;-1020.0;462.0;433.0;-84.0;940.0
180.0;-1014.0;459.0;482.0;-28.0;1007.0
171.0;-1003.0;461.0;420.0;36.0;812.0
178.0;-981.0;462.0;425.0;69.0;649.0
182.0;-976.0;465.0;437.0;66.0;524.0
180.0;-968.0;468.0;281.0;-81.0;466.0
184.0;-982.0;473.0;274.0;-252.0;358.0
174.0;-976.0;477.0;301.0;-91.0;355.0
178.0;-988.0;480.0;253.0;0.0;397.0
175.0;-961.0;486.0;105.0;-41.0;354.0
208.0;-996.0;495.0;-58.0;-188.0;301.0
201.0;-1000.0;502.0;-36.0;-240.0;301.0
273.0;-1126.0;512.0;70.0;-203.0;282.0
309.0;-1138.0;518.0;42.0;-167.0;273.0
390.0;-1033.0;529.0;-28.0;-156.0;273.0
442.0;-918.0;539.0;-71.0;-200.0;289.0
478.0;-773.0;549.0;-85.0;-192.0;314.0
503.0;-700.0;555.0;-71.0;-177.0;307.0
528.0;-652.0;562.0;-89.0;-168.0;297.0
551.0;-669.0;570.0;-120.0;-167.0;288.0
595.0;-696.0;574.0;-119.0;-166.0;275.0
610.0;-664.0;578.0;-104.0;-146.0;286.0
615.0;-627.0;581.0;-131.0;-148.0;319.0
618.0;-611.0;583.0;-110.0;-147.0;311.0
618.0;-591.0;586.0;-124.0;-166.0;331.0
620.0;-585.0;587.0;-121.0;-171.0;357.0
624.0;-600.0;588.0;-137.0;-135.0;358.0
615.0;-606.0;592.0;-124.0;-125.0;367.0
618.0;-613.0;594.0;-124.0;-114.0;357.0
