InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
-98;27;19;681;-27;?
-56;-2;21;677;2;?
-65;-75;22;674;75;?
-109;-27;14;673;27;?
-72;-26;19;671;26;?
-37;-22;24;663;22;?
2;-19;12;677;19;2
-24;-42;13;681;42;-24
?;2;18;667;-2;-53
?;-24;18;669;24;51
?;-34;22;660;34;100
?;28;17;667;-28;31
?;-33;36;647;33;-235
?;-66;43;631;66;-258
?;25;18;662;-25;86
?;37;20;660;-37;98
?;36;15;669;?;78
111;43;13;673;?;111
-495;8;24;660;?;-495
-1057;1;18;674;-1;-1057
-499;-22;18;673;22;-499
419;-28;18;660;28;419
642;12;20;662;-12;642
494;-12;23;662;12;494
276;-5;16;668;5;276
129;35;16;671;-35;129
157;12;26;658;-12;157
164;52;27;658;-52;164
223;92;20;671;-92;223
141;75;22;674;-75;141
23;65;27;668;-65;23
173;?;25;673;-66;173
280;?;21;681;-35;280
210;?;16;675;?;210
59;?;15;678;?;59
-66;?;22;678;?;-66
-118;?;23;674;24;-118
-126;?;19;679;-2;-126
-126;?;20;679;-1;-126
-113;?;20;676;-19;-113
-46;?;18;678;-18;?
-81;?;21;683;-14;?
-219;?;?;685;-21;-219
-198;?;?;678;1;-198
-87;?;?;680;-9;-87
-135;34;?;687;-34;-135
-238;21;?;682;-21;-238
-242;12;?;686;-12;-242
-351;26;?;686;-26;-351
-586;-4;23;681;4;-586
-654;-33;10;691;33;-654
-622;-7;7;688;7;-622
-609;-61;18;687;61;-609
-432;-151;-1;712;151;-432
-153;-129;5;690;129;-153
-136;-146;8;673;146;-136
-235;-169;-53;720;169;-235
-222;-133;-72;734;133;-222
-268;-288;-26;698;288;-268
-205;-362;44;620;362;-205
-456;-243;30;613;243;-456
-735;-298;-28;686;298;-735
-454;-292;7;?;292;-454
-643;-257;10;?;?;-643
-302;-552;-94;?;?;-302
1265;-923;-267;?;923;1265
789;-1330;-273;?;1330;789
-844;-1676;-69;?;1676;-844
-316;?;-183;?;1227;-316
?;?;-348;756;903;145
?;?;28;523;1370;-74
?;?;92;637;244;102
?;1660;-37;837;-1660;-4
?;1717;169;495;-1717;-59
?;1719;-55;568;-1719;-11
?;2108;-215;705;-2108;-52
?;1136;-16;521;-1136;-11
?;430;-20;546;-430;50
51;531;-81;654;-531;51
34;100;-23;639;-100;34
38;45;46;597;-45;38
61;298;27;642;-298;61
-4;76;48;650;-76;-4
-27;-83;86;636;83;-27
22;-63;80;634;63;22
-32;-64;81;634;64;-32
-47;-80;20;735;80;-47
-26;-97;-27;791;97;-26
-23;-71;23;740;71;-23
0;-124;-35;794;124;0
?;-271;-14;783;271;17
?;-260;111;678;260;69
90;-169;-32;770;169;90
23;-135;-107;831;135;23
17;-213;-63;773;213;17
78;-373;18;664;373;78
48;-302;128;593;302;48
21;-230;53;659;230;21
59;-313;39;656;313;59
12;171;-3;750;-171;12
?;728;-78;862;-728;-17
5;398;-48;813;-398;5
-19;-145;-18;726;145;-19
-27;-254;35;625;254;-27
-32;-224;23;640;224;-32
-17;-149;-6;681;149;-17
-57;-56;13;662;56;-57
-113;-60;14;660;60;-113
-68;-53;18;656;53;-68
-64;-6;21;662;6;-64
-81;13;18;664;-13;-81
-67;12;15;666;-12;-67
-63;32;13;671;?;-63
-132;27;15;664;?;-132
-3;1;20;663;?;-3
506;2;20;663;?;506
740;-5;20;663;?;740
14;14;20;662;?;14
-1378;-24;20;661;?;-1378
-500;-48;19;664;?;-500
1963;-11;13;668;?;1963
1724;-42;10;664;?;1724
407;-4;16;661;4;407
43;0;19;661;0;43
-22;1;21;658;-1;-22
36;1;22;660;-1;36
-14;-64;18;660;64;-14
9;-6;24;653;6;9
2;-61;22;?;61;2
-34;-108;12;?;108;-34
2;-35;18;?;35;2
4;-45;24;?;45;4
13;-34;16;652;34;13
-10;-38;16;649;38;-10
-18;-33;17;654;?;-18
-2;11;15;657;?;-2
-9;23;13;653;?;-9
5;23;15;653;?;5
5;13;22;645;?;5
-11;6;22;642;?;-11
13;33;24;646;?;13
21;46;21;649;?;21
13;46;12;656;?;13
12;43;11;662;?;12
-15;24;15;659;?;-15
11;33;20;650;?;11
52;14;18;653;?;52
-19;-17;19;655;?;-19
-37;11;16;657;?;-37
13;21;11;664;-21;13
4;-15;19;657;15;4
19;-29;22;656;29;19
-29;0;21;656;0;-29
-45;11;22;654;-11;-45
23;-1;19;658;?;23
13;1;20;658;?;13
19;-7;19;657;?;19
18;-17;17;656;17;18
-19;11;19;652;-11;-19
-8;18;15;656;-18;-8
3;0;14;657;0;3
13;22;20;654;-22;13
19;28;18;658;-28;19
-29;2;11;661;-2;-29
-15;9;12;662;-9;-15
33;7;17;660;-7;33
7;3;19;655;-3;7
-17;22;17;658;-22;-17
-26;7;15;659;?;-26
-24;5;19;658;?;-24
-9;38;25;656;?;-9
10;3;19;659;?;10
9;-17;?;661;?;9
-35;11;?;656;?;-35
-38;-8;?;657;?;-38
-3;10;?;657;?;-3
-30;14;?;658;?;-30
-41;-14;?;659;?;-41
19;2;?;658;-2;19
44;-9;?;658;9;44
16;2;?;654;-2;16
-24;26;14;661;-26;-24
-13;11;16;659;-11;-13
18;-17;24;650;17;18
1;-8;19;656;8;1
1;3;22;658;-3;1
21;-24;27;655;24;21
15;4;19;656;-4;15
-1;-2;14;658;2;-1
21;-17;18;660;17;21
10;11;20;660;-11;10
-37;-8;22;658;8;-37
-2;7;20;657;-7;-2
9;-1;14;660;1;9
-31;1;15;660;-1;-31
-8;37;19;657;-37;-8
3;22;21;658;-22;3
-1;23;21;658;-23;-1
34;0;20;655;0;34
5;-6;21;656;6;5
-13;16;25;657;-16;-13
14;-4;19;657;4;14
-18;1;16;654;-1;-18
-23;14;24;650;-14;-23
7;-8;19;656;8;7
18;3;14;661;-3;18
25;6;20;655;-6;25
22;-26;19;659;26;22
14;-32;17;662;32;14
12;-1;18;652;1;12
15;43;15;656;-43;15
8;-10;16;654;10;8
2;-37;17;650;37;2
2;2;15;659;-2;2
3;-20;18;656;20;3
19;-6;17;653;6;19
28;-5;20;656;5;28
17;-34;17;659;34;17
15;-29;17;659;29;15
23;-32;21;656;32;23
-13;-13;17;658;13;-13
-17;6;16;661;-6;-17
14;-17;16;656;17;14
-71;24;32;638;-24;-71
197;88;37;641;-88;197
69;35;18;663;-35;69
-793;-20;18;661;20;-793
-778;-11;22;650;11;-778
-427;-16;15;653;16;-427
-506;9;12;660;-9;-506
-618;33;16;660;-33;-618
-575;-1;24;654;?;-575
-361;-2;19;657;?;-361
-252;12;15;659;?;-252
118;13;20;652;?;118
445;34;21;655;?;445
997;43;14;667;?;997
2469;21;18;665;?;2469
2597;19;23;661;?;2597
715;51;14;667;?;715
-101;38;14;669;?;-101
213;-24;15;665;?;213
103;-9;22;663;?;103
110;-2;17;667;?;110
143;-65;-19;677;?;143
45;39;-24;694;-39;45
44;292;-59;786;-292;44
32;560;-44;883;-560;32
-1;404;224;687;-404;-1
14;593;321;460;-593;14
37;1292;-25;617;-1292;37
-9;687;-120;680;-687;-9
-32;-81;135;456;81;-32
-13;-302;170;420;302;-13
-47;-602;80;478;602;-47
-59;-687;36;509;687;-59
-3;-968;33;561;968;-3
-5;-774;157;453;774;-5
4;-358;37;591;358;4
-13;-629;-41;668;629;-13
-45;-203;65;649;203;-45
0;77;-46;840;-77;0
4;-710;-244;1061;?;4
18;33;-104;1446;?;18
10;788;945;732;?;10
1;111;909;38;?;1
58;302;-37;512;?;58
39;738;149;607;?;39
-16;457;-39;760;?;-16
-64;206;-188;818;-206;-64
-130;166;71;636;-166;-130
-146;135;-27;692;-135;-146
-115;146;19;665;-146;-115
-127;146;18;665;-146;-127
-169;136;-1;676;-136;-169
-227;153;21;663;-153;-227
-303;133;5;672;-133;-303
-18;153;12;668;-153;-18
223;137;11;670;-137;223
129;34;13;672;-34;129
268;13;14;671;-13;268
126;28;13;671;-28;126
77;21;14;671;-21;77
523;18;13;672;-18;523
531;-23;13;669;23;531
229;-35;18;659;35;229
155;-8;20;656;8;155
252;6;20;658;-6;252
49;-5;19;656;5;49
-301;7;20;658;-7;-301
-278;22;23;663;-22;-278
-110;-6;19;663;6;-110
-13;-12;18;663;12;-13
95;-13;18;663;13;95
208;0;19;662;0;208
249;25;23;658;-25;249
249;23;23;660;-23;249
281;23;22;660;-23;281
294;18;24;657;-18;294
283;39;18;664;-39;?
289;31;18;664;-31;?
251;-28;30;652;?;?
258;-22;28;653;?;?
404;9;20;664;?;?
?;12;18;665;?;562
?;12;19;664;?;772
?;12;18;665;?;902
?;12;19;665;?;877
?;12;19;665;?;880
?;12;18;664;?;880
?;11;19;666;?;934
?;12;17;662;-12;1039
?;11;20;668;-11;964
?;12;18;663;-12;1015
1014;12;18;663;-12;1014
914;12;22;677;-12;914
1202;11;12;642;-11;1202
278;12;28;700;-12;278
-1294;12;4;622;-12;-1294
-861;8;35;696;-8;-861
189;-112;317;1012;112;189
296;-193;434;999;193;296
253;82;96;1235;-82;?
212;210;-90;1359;-210;?
70;210;-49;1406;-210;?
86;186;-54;1320;-186;?
63;12;43;450;-12;?
45;15;105;195;-15;?
60;-230;116;336;230;?
52;-333;146;219;333;?
52;-449;125;287;449;?
56;-1142;8;362;1142;?
94;-1254;-149;493;1254;?
64;-1274;-140;512;1274;?
59;-1731;-25;449;1731;?
24;-983;-86;480;983;?
-75;-209;-162;838;209;?
-109;-545;-420;1172;545;-109
-110;?;-476;1195;706;-110
-41;?;76;1325;1399;-41
92;?;311;1116;1909;92
114;?;1405;1271;1092;114
345;?;716;1379;32;345
373;?;-1653;340;-1155;373
11;?;-594;17;-2460;11
-110;?;-26;766;-2786;-110
-585;?;-714;1262;-1554;-585
225;?;-308;1195;-482;225
1279;?;-204;851;-329;1279
623;?;-1;656;-153;623
584;?;44;662;-111;584
-158;?;-24;674;-152;-158
-1628;112;27;667;-112;-1628
-972;143;2;668;-143;-972
164;113;24;658;-113;164
804;116;23;659;-116;804
1121;142;21;660;-142;1121
638;116;12;669;-116;638
1993;281;-16;?;-281;1993
1302;119;25;?;-119;1302
1307;356;25;?;-356;1307
2721;700;23;?;-700;2721
-2882;389;65;?;-389;-2882
-3819;2615;1;?;-2615;-3819
-736;5990;251;407;-5990;-736
-1565;7024;-320;1172;-7024;-1565
-585;7030;-1116;2205;-7030;-585
161;?;-769;2139;-4887;161
113;?;-520;2395;-367;113
251;?;520;1062;1808;251
-46;?;1042;?;2509;-46
-24;?;481;?;3740;-24
54;?;498;?;3961;54
-2;?;97;?;4179;-2
-64;?;?;?;4481;-64
3;?;?;?;4258;3
-11;?;?;?;4454;-11
16;?;?;?;4917;16
-124;?;?;?;5091;-124
-257;-3642;?;?;3642;-257
-14;-78;?;?;78;-14
-280;2377;?;123;-2377;-280
-521;2884;?;431;-2884;-521
-1963;3207;?;962;-3207;-1963
-2536;2230;?;1514;-2230;-2536
109;477;-129;948;-477;109
108;60;-64;607;-60;108
-487;229;31;745;-229;-487
131;119;-17;652;-119;131
-86;101;9;694;-101;-86
28;57;?;675;-57;28
-65;45;?;663;-45;-65
899;57;?;672;-57;899
1676;56;?;649;-56;1676
2123;140;?;690;-140;2123
2004;177;?;659;-177;2004
691;215;?;655;-215;?
3563;603;?;712;-603;?
5299;1562;64;544;-1562;?
-1750;2595;32;605;-2595;?
-3399;3883;125;428;-3883;?
905;5221;130;536;-5221;?
-860;7293;-43;849;-7293;?
-606;8290;14;653;-8290;?
819;3575;-228;1649;-3575;?
-57;-1188;429;1183;1188;?
270;-2092;1243;-132;2092;270
110;-3049;799;481;3049;110
17;-3833;606;495;3833;17
66;-4380;306;588;4380;66
21;-5117;-48;874;5117;21
30;-4792;77;722;4792;30
-3;-4386;-477;1172;4386;-3
-10;-4773;-1295;1943;4773;-10
-33;-4925;-1079;2443;4925;-33
41;-4525;-1;2599;4525;41
-24;-3147;1838;2345;3147;-24
94;-527;3063;1160;527;94
86;2447;1170;668;-2447;86
-33;4759;-1156;1485;-4759;-33
-438;4352;-544;1301;-4352;-438
-1360;1532;209;583;-1532;-1360
-336;170;-29;636;-170;-336
1290;255;?;739;-255;1290
1366;23;?;664;-23;1366
1684;68;?;674;-68;1684
1499;62;?;648;-62;?
330;78;21;654;-78;?
339;159;10;684;-159;?
63;-3727;-198;685;3727;?
27;-3664;-729;1880;3664;?
48;-3175;60;463;?;48
107;-351;1276;596;351;107
93;1646;951;2494;-1646;93
92;451;6;454;-451;92
113;19;-18;153;-19;113
24;226;68;1012;-226;24
-42;-93;-32;499;93;-42
-22;38;39;758;-38;-22
-29;-17;17;655;17;-29
-31;-25;11;641;25;-31
-17;35;33;701;-35;-17
-72;5;22;640;-5;-72
-101;-4;26;686;4;-101
-114;-20;21;666;20;-114
-356;1;23;665;-1;-356
-1117;3;16;676;-3;-1117
-1523;-4;17;674;4;-1523
-563;21;19;670;-21;-563
-116;53;15;673;-53;-116
61;36;17;673;-36;61
944;-10;15;681;10;944
980;-23;9;682;23;980
1060;-11;12;674;11;1060
965;-14;16;675;14;965
293;-6;16;680;6;293
274;?;16;678;16;274
998;?;16;673;43;998
1692;?;20;669;18;1692
1638;?;25;663;5;1638
1769;?;20;675;-9;1769
704;?;20;669;12;704
223;?;20;675;-14;223
969;?;23;681;-56;969
-473;40;24;656;-40;-473
-452;190;-2;680;-190;-452
429;272;50;598;-272;429
-23;561;57;554;-561;-23
196;375;76;542;-375;196
174;383;75;542;-383;174
123;2350;-134;837;-2350;123
138;3295;-213;1011;-3295;138
30;2124;-323;1028;-2124;30
72;425;-101;749;-425;72
6;-371;485;273;371;6
-18;-415;476;272;415;-18
-15;-1371;338;378;1371;-15
-11;-1665;389;370;1665;-11
13;-2080;213;484;2080;13
9;-2695;-110;825;2695;9
15;-3085;-314;1050;3085;15
34;-3106;-262;1112;3106;34
23;-130;37;2133;130;23
28;1452;?;3200;-1452;28
-25;-140;?;?;140;-25
-96;-406;?;?;406;-96
-56;183;?;?;-183;?
-19;99;?;?;-99;?
-18;17;?;?;-17;?
-19;39;?;?;-39;?
-40;-21;-1;675;21;?
-59;1;23;701;-1;?
-27;12;16;686;-12;?
?;3;10;?;-3;?
?;-22;39;?;22;?
?;-22;22;?;22;?
?;0;4;?;0;?
?;-58;18;?;58;?
?;-109;17;?;109;?
?;-95;23;?;95;?
?;-44;23;?;44;?
?;-7;16;?;7;-44
?;-39;15;?;39;-13
?;-50;10;?;50;-24
-28;-32;16;674;32;-28
22;-46;14;670;46;22
6;-5;14;680;5;6
53;3;20;676;-3;53
53;-26;22;667;26;53
-18;-22;17;674;22;-18
40;-22;16;668;22;40
58;22;21;659;-22;58
56;74;6;684;-74;56
33;192;14;659;-192;33
5;239;25;617;-239;5
60;250;27;626;-250;60
58;?;27;626;-252;58
32;?;-34;639;63;32
40;?;-67;660;237;40
21;?;-10;649;23;21
17;?;152;770;-228;17
33;?;263;886;-282;33
16;?;260;883;-278;16
10;332;284;911;-332;10
10;61;133;742;-61;10
-28;-130;-14;620;130;-28
-52;-29;15;694;29;-52
-92;-45;9;666;45;-92
-121;-11;16;658;11;-121
-104;21;24;666;-21;-104
-78;-37;15;659;37;-78
236;-4;23;666;4;236
520;34;24;657;-34;520
624;-1;25;661;1;624
849;-12;25;660;12;849
803;-7;25;658;7;803
702;-14;24;659;14;702
566;-7;26;659;7;566
329;-12;24;659;12;329
359;-10;18;656;10;359
343;1;20;653;-1;343
353;-8;21;653;8;353
513;-9;24;649;9;513
269;-11;19;655;11;269
18;22;16;659;?;18
89;45;21;656;?;89
323;-6;16;660;?;323
?;18;19;658;?;989
?;22;27;653;?;1208
?;-15;21;657;15;768
?;32;20;662;-32;466
?;56;20;662;-56;131
?;38;21;659;-38;82
?;19;25;662;-19;410
425;11;?;669;-11;425
565;28;?;671;-28;565
768;18;?;671;-18;768
714;-19;?;666;19;714
746;-24;27;656;24;746
686;-18;22;657;18;686
1709;-55;9;661;55;1709
2266;-58;12;665;58;2266
2477;-70;8;674;70;2477
2899;-61;10;662;61;2899
1755;-53;14;653;53;1755
2939;-232;-24;668;232;2939
3582;-132;37;637;132;3582
872;-299;-35;672;299;872
-10;-159;20;645;159;-10
464;-99;39;633;99;464
267;-1843;-375;1041;1843;267
10;-2195;27;1289;2195;10
72;-1166;444;1064;1166;72
-13;-1282;232;919;1282;-13
59;-958;235;839;958;59
440;-34;-19;756;34;440
198;206;-132;777;-206;198
-47;-350;25;649;350;-47
23;-863;-22;585;863;23
37;-809;-39;?;809;37
32;-814;-51;?;814;32
-63;-965;-112;?;965;-63
42;-686;-53;?;686;42
99;-598;-44;?;598;99
69;-542;-19;?;542;69
100;-567;-64;?;567;100
33;-675;84;?;675;33
-25;-586;361;?;586;-25
-129;-959;422;?;959;-129
-19;-546;1158;1482;546;-19
136;-635;447;795;635;136
412;-258;-480;-440;258;412
678;1803;340;305;-1803;678
432;1713;-144;1146;-1713;432
746;974;?;967;-974;746
1627;781;?;753;-781;1627
2305;336;?;744;-336;2305
3950;277;?;739;-277;3950
3794;89;65;626;-89;3794
16;93;9;655;-93;16
-1680;163;2;693;-163;-1680
-1389;110;-7;676;-110;-1389
-1379;141;-7;686;-141;-1379
-492;128;-2;683;-128;-492
-9;120;?;682;-120;-9
-36;121;?;682;-121;-36
37;115;24;682;-115;37
533;99;40;668;-99;533
2936;74;14;690;-74;?
3660;108;30;661;-108;?
357;270;28;642;-270;?
-3694;?;-54;702;-684;?
-6519;?;51;551;-1577;?
-3579;?;-28;587;-3169;?
696;?;154;500;-5163;?
74;?;-421;1176;-7194;?
106;?;-1566;2343;-7323;?
563;?;-646;1583;-4559;?
301;1860;71;992;-1860;?
555;-714;92;975;714;?
337;-3090;699;361;3090;?
61;-3453;680;329;3453;?
53;-3498;398;462;3498;?
53;-4088;119;613;4088;?
23;-4370;160;604;4370;?
39;-4108;-172;823;4108;?
33;-3655;-710;1285;3655;?
16;-4142;-862;1746;4142;16
14;-3654;-692;2270;3654;14
-32;-2389;1212;2541;2389;-32
-218;?;2723;3214;3885;-218
-92;?;1418;1754;512;-92
46;?;747;-1364;-4454;46
-273;?;707;-955;-4059;-273
-864;?;-658;1165;-4411;-864
-1251;?;-487;981;-1829;-1251
-230;?;202;505;588;-230
751;?;-83;742;-419;751
518;?;59;645;23;518
560;?;35;671;-39;560
635;?;5;695;-127;635
94;?;53;649;-1;94
-616;?;1;695;-143;-616
212;22;33;668;-22;212
?;56;27;674;-56;1360
?;70;23;686;-70;1387
?;47;28;681;-47;1951
?;162;31;672;-162;2434
?;133;9;698;-133;3413
?;387;36;654;-387;3157
?;204;18;683;-204;4875
?;196;18;682;-196;4889
?;2032;73;561;-2032;-2894
?;3252;2;602;-3252;-2401
?;4525;113;469;-4525;1634
?;5793;-203;931;-5793;-160
?;6035;-1293;2329;?;181
?;4438;-1002;2123;?;332
118;-155;688;432;?;118
268;-1805;1127;112;?;268
-14;-2253;766;487;?;-14
168;-4172;752;428;?;168
119;-3935;547;552;?;119
113;-3984;436;632;?;113
168;-4549;176;823;?;168
60;-4036;-555;1340;?;60
-16;-3744;-890;1571;3744;-16
57;-4301;-964;1629;4301;57
97;-4181;-846;1626;4181;97
49;-4267;390;2515;4267;49
6;-4746;1670;3165;4746;6
48;-1303;1464;30;1303;48
241;1762;677;-2140;-1762;241
515;2629;-380;-128;-2629;515
679;3567;-755;1078;-3567;679
109;2140;39;966;-2140;109
443;1583;-279;1031;-1583;443
3293;1129;-407;847;-1129;3293
3350;-4;139;676;4;3350
802;271;-13;674;-271;802
566;85;45;664;-85;566
282;26;62;666;-26;282
-271;117;8;673;-117;-271
599;30;63;661;-30;599
1331;59;45;675;-59;1331
1968;74;57;662;-74;1968
2093;70;40;669;-70;2093
1929;59;48;673;-59;1929
2519;232;41;667;-232;2519
1153;-38;33;706;38;1153
1585;523;35;651;-523;1585
1460;1917;73;585;-1917;1460
-2333;3245;168;507;-3245;-2333
-1832;5499;49;615;-5499;-1832
-1384;7116;-338;1321;-7116;-1384
-1297;7742;-550;1602;-7742;-1297
488;6807;-392;1571;-6807;488
93;2196;285;1226;-2196;93
196;-1629;1125;147;1629;196
230;-1800;1271;-69;1800;230
7;-2611;919;296;2611;7
188;-3965;520;493;3965;188
102;-3977;219;663;3977;102
135;-4590;-36;809;?;135
49;-4815;-165;900;?;49
2;-4486;-138;790;?;2
18;-5150;-784;1459;?;?
-28;-4148;-1436;2263;?;?
-28;-4440;-761;3061;?;?
-156;-4016;912;2820;4016;?
-128;834;2825;1123;-834;?
-85;1725;3427;922;-1725;?
-551;2428;2194;253;-2428;-551
-134;5442;2008;-1243;-5442;-134
-793;3668;1530;-378;-3668;-793
-2002;1274;-486;1058;-1274;-2002
-125;1300;-605;1110;-1300;-125
1087;572;-12;781;-572;1087
918;0;-49;707;0;918
905;185;42;706;-185;905
173;-63;0;700;63;173
322;-43;25;664;43;322
1897;13;33;663;-13;1897
3239;6;20;680;-6;3239
3768;113;23;669;-113;3768
4609;220;12;666;-220;4609
5839;264;-1;678;-264;5839
4263;852;3;645;-852;4263
1156;1632;43;579;-1632;1156
1214;1615;37;619;-1615;1214
716;3645;-49;693;-3645;716
-644;6865;-287;840;-6865;-644
-118;5435;-127;734;-5435;-118
-142;1431;458;350;-1431;-142
-125;-296;582;311;296;-125
52;-1445;416;471;1445;52
67;-2736;259;684;2736;67
268;-3270;294;642;3270;268
185;-3302;324;627;3302;185
193;-2829;0;1115;2829;193
143;-2629;-67;1232;2629;143
44;-2303;45;1080;2303;44
15;-1817;-28;1120;1817;15
-60;-1803;-21;1111;1803;-60
-26;-1537;88;1083;1537;-26
78;-731;230;1261;731;78
49;189;242;1429;-189;49
27;?;141;1171;-1218;27
46;?;481;1113;-2076;46
16;?;653;803;-1223;16
71;?;120;357;305;71
77;-350;-132;741;350;77
39;-126;-30;829;126;39
149;-140;3;659;140;149
-103;-89;56;684;89;-103
-61;-131;66;635;131;-61
-167;-52;17;706;52;-167
-397;-66;12;700;66;-397
1276;-71;13;691;71;1276
2405;-50;21;691;50;2405
2000;-68;27;669;68;2000
1495;-20;16;686;20;1495
522;11;28;673;-11;522
25;-30;24;679;30;25
-37;-83;30;679;83;-37
-23;-47;32;674;47;-23
?;-55;19;679;55;347
?;-11;19;668;11;441
?;45;17;673;-45;507
?;22;-7;702;-22;802
?;383;-5;669;-383;1328
?;892;8;649;-892;2523
?;1467;-82;661;-1467;1146
?;1990;-147;781;-1990;-1935
?;1987;-105;985;-1987;-1677
?;1371;-530;1776;-1371;-4
?;350;-1045;2788;-350;313
?;40;-335;1777;-40;112
?;57;417;448;-57;346
?;-275;293;590;275;536
?;-503;450;380;503;228
209;-1255;560;236;1255;209
232;-2093;370;421;2093;232
193;-2365;211;472;2365;193
168;-2619;116;593;2619;168
23;-2880;-187;762;2880;23
9;-2493;-291;807;2493;9
18;-2095;-127;737;2095;18
-11;-2498;-837;1154;2498;-11
-82;-2191;-696;?;2191;-82
8;-3014;546;?;3014;8
122;-1971;1258;?;1971;122
108;1201;994;?;-1201;108
566;161;-873;?;-161;566
571;1580;-1867;?;-1580;571
-389;4061;-888;?;-4061;-389
272;1887;-264;?;-1887;272
2830;611;-237;?;-611;2830
3095;498;-67;?;-498;3095
646;388;-16;?;-388;646
-756;549;-67;?;-549;-756
-857;327;-8;?;-327;-857
-596;198;32;712;-198;-596
-700;194;28;683;-194;-700
-1068;91;8;693;-91;-1068
-41;145;12;695;-145;-41
-11;61;43;647;-61;-11
-589;197;-19;719;-197;-589
1260;129;?;642;-129;1260
3435;205;?;675;-205;3435
2661;1252;?;693;-1252;2661
-1426;1811;?;501;-1811;-1426
-4166;3186;?;882;-3186;-4166
-1317;5086;?;192;-5086;-1317
1079;7063;-361;1033;-7063;1079
-268;8007;-2056;3101;-8007;-268
-352;3767;470;930;-3767;-352
345;-981;1937;-620;981;345
163;-1547;1141;-13;1547;163
106;-1960;1133;-111;1960;106
-49;-3402;708;?;3402;-49
-39;-4070;360;?;4070;-39
6;-4630;-10;?;4630;6
-127;-4875;-394;?;4875;?
-136;-5115;-628;?;5115;?
-127;-4698;-1333;?;4698;?
-108;-5141;-1508;?;5141;?
-187;-5239;487;?;5239;?
-430;-925;2592;?;925;?
-362;1662;1910;?;-1662;?
-588;1784;1052;?;-1784;?
-479;3257;1788;?;-3257;?
-700;2582;1382;?;-2582;?
-1800;565;2;?;-565;?
-1678;282;-157;?;-282;?
-1567;334;58;638;-334;?
-1125;118;-18;678;-118;?
-356;212;44;662;-212;-356
-889;63;21;667;-63;-889
-1016;81;23;671;-81;-1016
-466;191;28;652;-191;-466
305;38;21;655;-38;305
570;227;0;692;-227;570
459;172;32;652;-172;459
1977;354;22;668;?;1977
3516;1400;23;591;?;3516
1225;1690;106;470;?;1225
-3609;2804;-104;761;?;-3609
-5941;6394;292;325;?;-5941
-5067;8323;-145;912;?;-5067
-2942;9290;-1900;2807;?;-2942
-740;9376;-1660;2658;?;-740
280;3273;-118;1701;?;280
298;-2457;904;623;?;298
277;-2991;1165;-76;?;277
134;-3907;697;534;?;134
-56;-5242;203;732;?;-56
-84;-5413;-70;779;?;-84
-81;-5380;-394;1267;?;-81
-164;-5695;-981;1266;5695;-164
-42;?;-953;2034;5265;-42
-149;?;-1807;2957;5526;-149
-136;?;-683;3060;5761;-136
75;?;3559;2903;2985;75
-316;?;2562;1042;-280;-316
-21;?;958;-194;-4115;-21
-1228;?;3363;-311;-7569;-1228
-961;?;2033;-100;-6237;-961
1859;?;-803;1116;-2473;1859
697;?;-248;861;-598;697
272;499;258;472;-499;272
1138;331;-88;768;-331;1138
425;82;65;643;-82;425
1350;127;-10;703;-127;1350
2111;122;17;689;-122;2111
2158;129;47;674;-129;2158
2625;75;3;692;-75;2625
2807;189;32;686;-189;2807
3279;145;32;677;-145;3279
4310;317;29;677;-317;4310
3117;668;-8;654;-668;3117
1119;1446;28;549;-1446;1119
1618;3281;62;524;-3281;1618
-299;2846;215;425;-2846;-299
-2268;4381;-55;698;-4381;-2268
-698;8393;-1141;2290;-8393;-698
-507;4559;-853;2594;-4559;-507
-167;-1975;1019;357;1975;-167
312;-3022;1283;-99;3022;312
14;-3742;685;671;3742;14
242;-5004;679;527;5004;242
66;-5490;212;795;5490;66
57;-5934;19;898;5934;57
121;-4311;140;970;4311;121
66;-3457;-535;1483;3457;66
50;-3117;-100;1471;3117;50
39;-2351;200;1563;2351;39
32;-2361;268;1510;2361;32
?;259;-353;2165;-259;-96
?;1297;-1895;3171;-1297;-60
?;-811;1483;1066;811;14
?;1723;-2201;3025;-1723;-119
?;1150;?;5567;-1150;-207
?;-3874;?;899;3874;-491
-693;-1398;?;-709;1398;-693
86;507;?;610;-507;86
1270;-449;?;562;449;1270
2374;276;?;794;-276;2374
2962;-62;?;677;62;2962
2903;7;?;702;-7;2903
2968;89;-67;729;-89;2968
1951;-61;80;675;61;1951
246;-4;-8;693;4;246
961;-65;34;698;65;961
2717;-3;28;688;3;2717
2635;-17;23;686;17;2635
2453;-81;21;683;81;2453
2814;-57;21;678;57;2814
2128;5;21;680;-5;2128
1949;-13;18;690;13;1949
1957;-43;10;698;43;1957
962;-33;13;690;33;962
795;-24;19;680;24;795
494;-13;24;678;13;494
?;-11;14;682;11;-140
?;-7;14;679;7;13
?;-12;17;684;12;10
?;-32;-5;703;32;-39
?;-7;1;694;7;32
?;3;24;675;-3;-27
?;5;25;672;-5;-92
?;11;23;676;-11;-478
?;13;19;682;-13;-1129
?;50;18;676;-50;-1515
?;66;17;679;-66;-1710
