InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
27;44;229.0;17;-4;-89.0;673;717;-44;-4;27;19;-38
26;42;262.0;17;-4;-74.0;673;717;-42;-4;26;19;-38
29;52;201.0;16;-8;-55.0;673;717;-52;-8;29;19;-38
12;20;204.0;17;12;-56.0;671;718;-20;12;12;20;-38
-10;-4;181.0;16;28;-75.0;670;721;4;28;-10;19;-38
-1;2;143.0;17;26;-85.0;670;719;-2;26;-1;20;-38
-4;1;175.0;16;26;-119.0;671;720;-1;26;-4;19;-38
-59;33;-292.0;34;69;-457.0;647;717;-33;69;-59;83;-41
8;23;-118.0;7;-39;-437.0;674;729;-23;-39;8;53;-41
24;36;-123.0;7;2;76.0;683;720;-36;2;24;56;-41
15;20;-193.0;25;-8;76.0;669;708;-20;-8;15;54;-41
16;22;-61.0;24;-6;-292.0;671;709;-22;-6;16;54;-41
16;27;-77.0;24;0;-63.0;671;708;-27;0;16;56;-41
17;36;2.0;28;2;-67.0;668;705;-36;2;17;59;-41
8;22;55.0;22;-15;-118.0;639;741;-22;-15;8;13;-41
-39;-8;131.0;12;-8;-135.0;668;728;8;-8;-39;12;-38
-50;-15;159.0;11;-22;-106.0;666;731;15;-22;-50;11;-38
-34;7;217.0;13;-1;-105.0;669;726;-7;-1;-34;10;-38
-21;26;243.0;16;6;-93.0;669;722;-26;6;-21;9;-38
-26;23;193.0;14;6;-29.0;670;724;-23;6;-26;9;-38
-24;23;211.0;15;6;-39.0;670;724;-23;6;-24;9;-38
2;5;195.0;24;-4;-105.0;661;718;-5;-4;2;14;-38
16;-21;94.0;23;-25;-184.0;667;713;21;-25;16;44;-43
7;-19;124.0;26;-36;-183.0;666;710;19;-36;7;42;-43
50;-30;109.0;10;4;-211.0;670;726;30;4;50;52;-43
-5;-15;-110.0;18;-13;-174.0;662;725;15;-13;-5;-2;-38
-20;24;-200.0;23;-18;-120.0;658;722;-24;-18;-20;2;-38
170;427;81.0;-72;152;-34.0;608;909;-427;152;170;143;-43
214;601;-38.0;135;-190;-54.0;804;660;-601;-190;214;-226;-23
284;81;-182.0;-3;-768;-446.0;716;706;-81;-768;284;-5;-41
404;273;29.0;-33;-515;-107.0;652;805;-273;-515;404;155;-42
111;584;-365.0;-4;-137;-350.0;743;678;-584;-137;111;41;-52
4;851;-370.0;46;201;-359.0;811;500;-851;201;4;-51;-57
125;375;-561.0;47;49;118.0;714;651;-375;49;125;48;-41
39;331;-561.0;-227;93;-642.0;764;912;-331;93;39;367;-42
-257;704;218.0;-69;-404;215.0;657;868;-704;-404;-257;-46;-38
70;187;-669.0;105;-117;273.0;571;680;-187;-117;70;-137;-35
-2;123;-549.0;-133;168;304.0;793;840;-123;168;-2;260;-35
67;559;197.0;59;-269;66.0;645;722;-559;-269;67;-4;-32
-127;617;203.0;24;60;187.0;649;737;-617;60;-127;-81;-34
-7;491;168.0;-68;-67;174.0;776;714;-491;-67;-7;76;-38
-303;88;-121.0;-237;769;-223.0;834;923;-88;769;-303;366;-39
-65;501;5.0;-232;-103;-37.0;963;816;-501;-103;-65;170;-37
28;28;810.0;8;-33;14.0;690;709;-28;-33;28;70;-38
266;428;-21.0;-175;-184;-28.0;806;874;-428;-184;266;-139;-33
-7;-6;-828.0;18;-15;-445.0;685;702;6;-15;-7;50;-38
221;-320;-6.0;323;-392;10.0;419;613;320;-392;221;-684;-45
461;-173;34.0;51;210;66.0;653;706;173;210;461;177;-55
-5;-7;-793.0;22;14;-522.0;680;700;7;14;-5;57;-38
311;-178;-373.0;78;357;-182.0;560;727;178;357;311;135;-40
330;-171;-307.0;52;504;-135.0;531;798;171;504;330;17;-41
-21;-28;-751.0;11;0;-466.0;684;713;28;0;-21;57;-39
-169;-271;104.0;-3;-370;-257.0;649;748;271;-370;-169;-209;-41
-611;-123;79.0;34;-643;0.0;704;660;123;-643;-611;24;-47
38;-70;-423.0;232;659;-134.0;264;1068;70;659;38;359;-61
-121;573;-407.0;-5;24;-485.0;984;716;-573;24;-121;-198;-35
-306;489;-44.0;2;28;22.0;634;783;-489;28;-306;16;-38
-4;-45;716.0;17;4;-111.0;667;723;45;4;-4;7;-39
-101;-754;256.0;93;-146;-39.0;171;898;754;-146;-101;-29;-17
212;-371;-99.0;-23;-318;-214.0;727;725;371;-318;212;22;-40
-104;-575;367.0;93;-262;-180.0;154;898;575;-262;-104;-14;-15
257;-428;-44.0;-47;-391;-169.0;713;770;428;-391;257;91;-40
-95;-456;11.0;115;-237;-36.0;132;880;456;-237;-95;21;-14
-62;-173;-14.0;-3;619;16.0;430;960;173;619;-62;55;-41
-22;-148;-31.0;-56;538;-36.0;435;1019;148;538;-22;-9;-41
-129;-298;-62.0;-3;652;-103.0;464;925;298;652;-129;36;-40
-112;-518;-44.0;-119;670;-48.0;827;786;518;670;-112;-15;-37
76;-9;575.0;51;-82;588.0;710;702;9;-82;76;27;-62
86;9;64.0;71;-85;1059.0;692;700;-9;-85;86;32;-62
131;712;-45.0;-50;-118;68.0;968;498;-712;-118;131;-213;-46
-110;93;74.0;-27;-148;-1402.0;675;777;-93;-148;-110;40;-28
-117;641;-301.0;-55;-265;675.0;642;836;-641;-265;-117;26;-30
-662;93;-84.0;18;-568;-28.0;722;665;-93;-568;-662;36;-42
-495;189;-151.0;30;-427;136.0;706;665;-189;-427;-495;21;-40
-243;774;30.0;27;-8;1.0;651;724;-774;-8;-243;18;-45
-107;641;11.0;-74;-93;-51.0;676;807;-641;-93;-107;26;-43
-80;38;-52.0;39;-33;634.0;758;637;-38;-33;-80;-4;-37
522;290;-281.0;197;-45;-423.0;710;934;-290;-45;522;-299;-46
-40;-17;665.0;17;2;293.0;655;741;17;2;-40;21;-37
-75;35;-30.0;33;37;-939.0;701;680;-35;37;-75;62;-37
-289;-406;28.0;-67;307;-70.0;489;988;406;307;-289;397;-40
-703;-359;81.0;92;-180;-26.0;505;776;359;-180;-703;137;-42
5;535;220.0;63;-226;114.0;620;733;-535;-226;5;12;-45
-362;585;-10.0;-50;36;-59.0;674;806;-585;36;-362;-22;-43
100;-126;839.0;144;-58;-838.0;608;723;126;-58;100;-9;-62
108;281;607.0;-23;-262;-316.0;800;675;-281;-262;108;106;-62
10;46;-81.0;53;29;-1007.0;651;701;-46;29;10;27;-38
-126;88;684.0;-40;7;-252.0;697;776;-88;7;-126;52;-38
240;-588;-145.0;202;-126;177.0;505;602;588;-126;240;-85;-36
-760;-179;-63.0;197;-327;-302.0;866;336;179;-327;-760;-66;-27
23;13;-684.0;26;-70;-587.0;698;679;-13;-70;23;73;-43
-41;-42;-766.0;22;23;-458.0;651;730;42;23;-41;-3;-43
-63;10;-1011.0;14;54;-525.0;686;709;-10;54;-63;27;-13
-28;-10;700.0;24;26;694.0;679;701;10;26;-28;28;-13
411;358;198.0;182;-313;141.0;576;639;-358;-313;411;-205;-37
489;325;63.0;10;-357;-443.0;709;709;-325;-357;489;299;-28
66;617;292.0;-159;-385;-76.0;853;778;-617;-385;66;578;-42
-447;-162;176.0;12;-486;-99.0;711;686;162;-486;-447;8;-47
-404;-140;260.0;15;-459;19.0;685;710;140;-459;-404;12;-47
-220;322;-5.0;-21;-597;25.0;574;863;-322;-597;-220;40;-46
103;631;32.0;136;-525;-67.0;318;909;-631;-525;103;-129;-46
-394;-123;207.0;20;-439;42.0;669;720;123;-439;-394;1;-47
-661;-39;246.0;9;-666;-303.0;694;708;39;-666;-661;14;-47
-509;-26;-232.0;15;-633;-203.0;666;727;26;-633;-509;-28;-45
289;506;-15.0;-12;-339;-275.0;841;800;-506;-339;289;-349;-23
185;24;-193.0;67;802;158.0;428;946;-24;802;185;69;-48
-223;562;-35.0;36;-33;32.0;658;707;-562;-33;-223;1;-43
-291;842;-33.0;76;40;31.0;621;687;-842;40;-291;11;-44
-761;-322;22.0;21;-487;19.0;721;673;322;-487;-761;-21;-49
-244;1114;78.0;55;-185;87.0;545;772;-1114;-185;-244;12;-39
35;1192;-295.0;-60;-32;-159.0;781;700;-1192;-32;35;97;-41
-1536;66;-534.0;769;-1872;-409.0;324;598;-66;-1872;-1536;139;-76
-714;304;60.0;17;-1377;-29.0;648;747;-304;-1377;-714;-24;-45
561;862;-513.0;999;-23;-487.0;1551;-299;-862;-23;561;324;-8
815;-496;-84.0;173;1234;-253.0;434;844;496;1234;815;403;-47
-785;-407;-9.0;-62;271;-115.0;609;888;407;271;-785;87;-40
-1164;-771;-21.0;-84;516;-98.0;551;950;771;516;-1164;339;-38
1206;1826;-64.0;-542;-1101;28.0;1236;988;-1826;-1101;1206;-565;-33
133;970;-357.0;6;-79;-369.0;781;615;-970;-79;133;-37;-54
127;937;-363.0;13;57;-360.0;821;547;-937;57;127;-53;-56
1072;346;28.0;-188;-515;-110.0;694;992;-346;-515;1072;423;-42
-175;822;-366.0;-3;442;-358.0;850;532;-822;442;-175;-96;-58
-345;815;-354.0;-48;658;-352.0;902;533;-815;658;-345;-36;-60
74;-880;60.0;-156;-13;-418.0;896;756;880;-13;74;-57;-43
-455;849;-352.0;5;719;-355.0;882;462;-849;719;-455;25;-62
-1004;-5;-50.0;47;-1420;-116.0;512;853;5;-1420;-1004;58;-45
6126;1071;156.0;-506;-3912;-30.0;1373;1128;-1071;-3912;6126;891;-49
609;-844;804.0;563;-700;188.0;477;977;844;-700;609;693;-79
-864;-19;-98.0;19;-984;-159.0;668;721;19;-984;-864;-4;-46
-488;825;-373.0;33;790;-345.0;863;445;-825;790;-488;-26;-63
-1186;-227;45.0;51;-1322;21.0;638;706;227;-1322;-1186;-17;-46
-1091;-173;-8.0;18;-1271;-58.0;704;685;173;-1271;-1091;33;-46
-953;-35;95.0;19;-1083;-392.0;726;661;35;-1083;-953;58;-47
-94;160;-714.0;-421;-1938;-263.0;2105;974;-160;-1938;-94;1158;-63
-922;-13;199.0;32;-958;-398.0;699;670;13;-958;-922;34;-47
287;-144;-353.0;159;1104;-142.0;984;355;144;1104;287;14;-34
940;-916;-733.0;399;-217;-379.0;730;550;916;-217;940;577;-73
668;-352;-400.0;52;729;-31.0;1077;435;352;729;668;-20;-33
-1591;798;-52.0;146;-1584;-120.0;865;327;-798;-1584;-1591;216;-46
884;-454;-454.0;240;9;-88.0;889;337;454;9;884;-12;-32
1116;-276;-462.0;180;-225;-105.0;898;406;276;-225;1116;156;-32
701;598;38.0;-14;1014;-146.0;645;782;-598;1014;701;-107;-42
-427;-1401;-392.0;58;644;-354.0;859;472;1401;644;-427;-8;-54
450;639;-203.0;-75;-522;117.0;800;810;-639;-522;450;-27;-27
1383;-1182;-13.0;-216;988;-128.0;1068;641;1182;988;1383;-18;-50
219;-454;-431.0;-172;622;-818.0;974;657;454;622;219;364;-23
-215;-285;-88.0;36;783;-751.0;1123;260;285;783;-215;443;-27
635;735;-5.0;80;-381;-95.0;825;598;-735;-381;635;-634;-34
-66;327;1217.0;101;-174;346.0;547;684;-327;-174;-66;9;-36
-847;-275;29.0;-259;410;-146.0;-154;1847;275;410;-847;29;-42
719;463;355.0;3;-607;-1751.0;660;746;-463;-607;719;-528;-35
-311;1651;-13.0;28;1;79.0;591;783;-1651;1;-311;-65;-37
662;838;72.0;-192;-420;-104.0;841;864;-838;-420;662;-371;-36
471;1142;-188.0;-489;-437;-168.0;1464;923;-1142;-437;471;-818;-42
4576;-299;-115.0;228;-582;-58.0;395;788;299;-582;4576;216;-35
41;16;1303.0;9;1;220.0;684;714;-16;1;41;52;-38
297;2581;13.0;77;-401;-24.0;1004;887;-2581;-401;297;-819;-24
9;10;-1305.0;17;-1;-601.0;685;704;-10;-1;9;50;-39
112;1573;32.0;-77;-431;-206.0;644;887;-1573;-431;112;70;-49
-319;971;302.0;-2;-42;43.0;636;726;-971;-42;-319;-71;-46
-708;-275;93.0;23;-1191;-303.0;670;722;275;-1191;-708;-81;-34
-302;1747;-498.0;30;-26;-292.0;617;763;-1747;-26;-302;116;-48
530;-635;-66.0;447;-1327;-28.0;795;421;635;-1327;530;-241;-19
-150;128;604.0;-114;-40;-1239.0;965;635;-128;-40;-150;-327;-35
-268;1235;-174.0;42;67;316.0;618;743;-1235;67;-268;61;-46
-1142;-546;-42.0;1158;-491;25.0;1482;-451;546;-491;-1142;-822;-20
-1008;-498;60.0;49;-163;-27.0;534;805;498;-163;-1008;159;-40
-842;427;-420.0;-104;-1176;-85.0;877;694;-427;-1176;-842;17;-53
-213;744;213.0;58;77;750.0;614;708;-744;77;-213;11;-44
-43;-25;1208.0;11;58;-582.0;641;754;25;58;-43;55;-37
2259;174;80.0;176;209;-134.0;510;681;-174;209;2259;305;-44
130;717;-395.0;-211;-270;-456.0;1147;278;-717;-270;130;570;-45
-354;965;138.0;-581;960;-270.0;1211;1077;-965;960;-354;310;-41
-690;-78;62.0;29;-736;13.0;719;652;78;-736;-690;39;-48
-301;-649;124.0;92;-338;444.0;154;895;649;-338;-301;81;-13
-95;14;-10.0;-492;-66;-82.0;1134;1076;-14;-66;-95;-1659;-39
-495;915;-275.0;60;16;-162.0;497;822;-915;16;-495;-36;-30
-728;494;-13.0;-308;857;-147.0;879;1041;-494;857;-728;578;-40
-855;35;115.0;19;-823;-49.0;718;667;-35;-823;-855;52;-42
-727;-127;51.0;23;-764;1.0;714;665;127;-764;-727;31;-48
-1094;-49;105.0;3;-1112;85.0;748;658;49;-1112;-1094;49;-43
-1204;-183;31.0;2;-1268;28.0;754;655;183;-1268;-1204;37;-44
-761;-154;59.0;29;-809;0.0;715;658;154;-809;-761;22;-48
-768;-156;51.0;30;-799;0.0;734;635;156;-799;-768;41;-47
-221;1185;214.0;98;-270;-64.0;549;797;-1185;-270;-221;-7;-46
-922;-909;81.0;472;-258;-17.0;773;118;909;-258;-922;179;-33
-277;-596;-24.0;28;878;-104.0;609;759;596;878;-277;17;-37
-1151;-288;82.0;25;-1250;52.0;731;647;288;-1250;-1151;-5;-44
-918;-393;102.0;20;-1072;97.0;718;668;393;-1072;-918;20;-44
-569;-339;262.0;20;-734;113.0;703;682;339;-734;-569;23;-43
-543;18;35.0;37;1451;-48.0;428;906;-18;1451;-543;-52;-41
1230;-582;-87.0;-89;-972;140.0;728;827;582;-972;1230;169;-39
595;-317;545.0;576;712;-193.0;628;193;317;712;595;134;-21
-538;1416;173.0;65;13;49.0;551;799;-1416;13;-538;34;-42
-595;823;-202.0;33;-551;-26.0;445;1170;-823;-551;-595;237;-61
950;-581;213.0;94;-404;-146.0;473;812;581;-404;950;441;-39
-220;1239;-70.0;20;-102;-432.0;619;776;-1239;-102;-220;7;-44
818;-716;-67.0;57;103;-22.0;688;649;716;103;818;198;-42
-377;-788;-40.0;-63;330;1.0;778;728;788;330;-377;-85;-45
-813;211;-22.0;-12;-1623;-64.0;632;811;-211;-1623;-813;-6;-45
505;2200;-49.0;-1243;-634;24.0;1578;1516;-2200;-634;505;591;-38
2539;-570;257.0;336;144;-407.0;548;496;570;144;2539;600;-37
-1380;-944;-60.0;-28;327;-116.0;453;955;944;327;-1380;510;-38
86;240;163.0;-260;-1521;-286.0;-443;1208;-240;-1521;86;518;-3
190;-461;170.0;1457;-1140;-391.0;907;-412;461;-1140;190;-474;-2
785;-3885;117.0;2723;1043;-186.0;3214;-2259;3885;1043;785;-1286;-12
957;6936;-378.0;-543;-2164;-427.0;1392;777;-6936;-2164;957;314;-72
-1522;239;75.0;1060;2971;291.0;1896;-1358;-239;2971;-1522;-433;-35
-1894;-770;11.0;28;-3417;-25.0;1275;191;770;-3417;-1894;-48;-42
-1117;635;54.0;-139;-2113;-191.0;980;678;-635;-2113;-1117;71;-39
-303;3312;82.0;119;-324;7.0;490;823;-3312;-324;-303;156;-57
792;-199;-171.0;354;1338;-847.0;170;1007;199;1338;792;286;-61
-1476;-897;-49.0;-509;-278;-4.0;1697;372;897;-278;-1476;466;-48
-522;-1408;-363.0;60;860;-336.0;885;367;1408;860;-522;-104;-56
-1302;1130;-17.0;388;-341;-143.0;65;862;-1130;-341;-1302;912;-38
487;1123;-671.0;-904;-329;-142.0;1887;1077;-1123;-329;487;-993;-39
982;-463;-480.0;436;-1373;-257.0;680;242;463;-1373;982;-208;-31
-341;4059;8.0;-1146;-1087;146.0;2729;1367;-4059;-1087;-341;230;-66
795;-1950;-348.0;176;706;-842.0;518;721;1950;706;795;-440;-63
-358;-1877;-7.0;48;531;-138.0;732;708;1877;531;-358;-75;-25
-270;2067;396.0;102;-31;-295.0;509;849;-2067;-31;-270;65;-49
581;-901;-719.0;-395;-1244;-313.0;1216;1079;901;-1244;581;281;-79
-430;1900;-98.0;90;-227;-73.0;542;798;-1900;-227;-430;23;-47
-3648;-2198;-34.0;2364;-1032;-1287.0;1827;-1395;2198;-1032;-3648;-1795;-15
-383;-4546;-639.0;175;1968;-437.0;655;729;4546;1968;-383;83;-70
1339;-410;81.0;-50;3672;-113.0;606;832;410;3672;1339;334;-45
36;4212;-59.0;-222;-305;-5.0;1271;716;-4212;-305;36;-313;-31
-1284;272;0.0;-189;-2487;-48.0;1065;628;-272;-2487;-1284;429;-41
848;3934;458.0;-1052;-1285;-257.0;1973;1387;-3934;-1285;848;282;-82
-1265;1582;775.0;-70;30;-348.0;523;1097;-1582;30;-1265;-252;-59
-3438;734;-501.0;1019;-570;-320.0;763;2109;-734;-570;-3438;337;-67
-746;1659;258.0;50;714;747.0;452;983;-1659;714;-746;-243;-57
-1609;5404;-825.0;0;-1079;-761.0;1444;1342;-5404;-1079;-1609;448;-73
352;1385;223.0;-2;3144;-128.0;492;891;-1385;3144;352;-465;-54
174;-3930;-209.0;-242;2713;-288.0;1215;492;3930;2713;174;210;-59
-2103;-4183;-849.0;-388;1198;-349.0;850;1117;4183;1198;-2103;-244;-45
-665;65;869.0;869;-1036;900.0;-422;365;-65;-1036;-665;-1156;-11
-408;-1361;-22.0;165;-1655;-26.0;1625;1809;1361;-1655;-408;595;-64
301;-3740;-139.0;481;560;-204.0;724;797;3740;560;301;282;-71
2716;3832;13.0;1235;-615;31.0;-181;-133;-3832;-615;2716;-345;-23
-944;-2247;-705.0;745;-938;-318.0;672;1146;2247;-938;-944;631;-72
2176;-1817;-569.0;-28;1919;-326.0;1120;352;1817;1919;2176;439;-47
1823;612;38.0;6;2202;-94.0;789;619;-612;2202;1823;-184;-47
930;717;83.0;262;1508;-137.0;633;797;-717;1508;930;-1196;-35
