InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
-10.0;?;8;?;?;151;?;851.0;-97
-23.0;?;9;?;?;151;?;850.0;-97
-29.0;?;?;?;?;151;?;848.0;-97
-35.0;?;8;?;?;151;?;846.0;?
-43.0;?;8;484.0;?;151;?;845.0;?
-42.0;807.0;8;493.0;?;153;?;844.0;?
-37.0;813.0;9;502.0;?;154;?;?;?
-32.0;812.0;7;512.0;?;154;-7;?;?
-34.0;813.0;1;519.0;?;155;-7;?;?
-43.0;813.0;-3;528.0;-719.0;154;-7;?;?
-49.0;812.0;-3;534.0;-726.0;154;-7;?;?
-51.0;814.0;2;543.0;-732.0;154;-7;?;?
-60.0;815.0;4;549.0;-738.0;154;-7;?;?
-69.0;818.0;-4;553.0;-743.0;154;-7;?;-98
-77.0;822.0;-4;557.0;-747.0;154;-7;?;-99
-93.0;826.0;-1;563.0;-750.0;154;-7;?;-98
-113.0;834.0;-1;566.0;-750.0;156;-7;?;-98
-128.0;839.0;3;569.0;-750.0;156;-7;?;-99
-136.0;839.0;5;568.0;-750.0;156;-7;?;-98
-145.0;842.0;2;567.0;-747.0;156;-7;?;-98
-155.0;843.0;3;566.0;-746.0;157;-7;?;-98
-161.0;842.0;1;568.0;-744.0;?;-7;?;-98
-165.0;840.0;1;567.0;-742.0;?;-7;?;-98
-166.0;839.0;7;566.0;-743.0;?;-7;?;-98
-171.0;837.0;4;565.0;-744.0;?;-7;862.0;-98
-180.0;838.0;-3;563.0;-742.0;?;-7;862.0;-98
-191.0;?;0;557.0;-743.0;?;-7;862.0;-98
-220.0;?;7;546.0;-744.0;?;-7;860.0;-98
-258.0;?;5;536.0;-741.0;157;-7;859.0;-98
-288.0;?;0;528.0;-740.0;156;-7;853.0;-98
-300.0;?;1;517.0;-736.0;156;-7;846.0;-98
-294.0;?;?;512.0;-732.0;156;-7;840.0;-98
-267.0;?;?;510.0;-730.0;156;-7;832.0;-98
-240.0;791.0;?;503.0;-727.0;156;-7;827.0;-98
-233.0;784.0;?;500.0;-725.0;156;-7;822.0;-98
-246.0;774.0;?;496.0;-723.0;156;-7;821.0;-98
-243.0;771.0;?;491.0;-721.0;156;-7;821.0;-98
-266.0;770.0;?;486.0;-720.0;157;-7;819.0;-98
-271.0;776.0;?;484.0;-716.0;157;-7;823.0;-98
-276.0;781.0;-5;481.0;-713.0;156;-7;826.0;-98
-276.0;782.0;-5;478.0;-712.0;156;-7;830.0;-98
-266.0;780.0;-4;469.0;-712.0;156;-7;?;-98
-261.0;770.0;-6;462.0;?;?;-7;?;-98
-255.0;763.0;-4;457.0;?;?;-7;?;-98
-239.0;753.0;-6;450.0;?;?;-7;?;-98
-235.0;738.0;-5;443.0;?;?;-7;?;-98
-229.0;719.0;11;443.0;?;?;-7;?;-97
?;701.0;13;440.0;?;?;-7;?;-97
?;682.0;10;432.0;?;?;-7;?;-97
?;664.0;?;426.0;?;?;-7;838.0;-97
-180.0;646.0;?;421.0;?;?;-7;839.0;-97
-170.0;629.0;?;413.0;?;?;-7;836.0;-97
?;614.0;?;408.0;-688.0;?;-7;838.0;-97
?;598.0;-3;406.0;-687.0;?;-7;836.0;-97
?;585.0;-1;401.0;-688.0;?;-7;839.0;-98
?;576.0;-3;396.0;-686.0;?;-7;842.0;-98
-166.0;565.0;-2;393.0;-685.0;?;-7;843.0;-98
-153.0;551.0;-2;388.0;-688.0;156;-7;846.0;?
-143.0;548.0;-5;387.0;-687.0;156;-7;849.0;?
-127.0;539.0;2;386.0;-686.0;157;-7;849.0;?
-119.0;530.0;8;385.0;-687.0;156;-7;852.0;?
-116.0;525.0;6;384.0;-687.0;155;-7;852.0;?
-114.0;?;7;382.0;-687.0;156;-7;853.0;?
-112.0;?;7;382.0;-688.0;156;-7;852.0;-97
-101.0;?;6;379.0;-687.0;155;-7;853.0;-97
-95.0;?;7;376.0;-688.0;156;-7;852.0;-97
-92.0;?;6;374.0;-686.0;156;-7;854.0;-97
-93.0;?;7;371.0;-686.0;155;-7;850.0;-97
-96.0;?;6;372.0;-687.0;156;-7;850.0;-97
-114.0;526.0;6;367.0;-684.0;156;-7;848.0;-97
-170.0;527.0;7;363.0;-684.0;156;-7;846.0;?
-206.0;529.0;6;354.0;-684.0;156;-7;843.0;?
-261.0;534.0;7;342.0;-683.0;?;-7;838.0;-97
-351.0;544.0;6;333.0;-683.0;?;-7;834.0;-97
-420.0;558.0;7;324.0;-679.0;156;-7;825.0;-97
-462.0;584.0;7;313.0;-677.0;156;-7;817.0;-97
-469.0;613.0;3;302.0;-674.0;156;-6;808.0;-97
-452.0;659.0;19;299.0;-669.0;157;-9;799.0;-97
-393.0;710.0;34;294.0;-665.0;157;-12;788.0;-96
-304.0;747.0;31;293.0;-662.0;157;-11;782.0;-96
-218.0;777.0;31;299.0;-656.0;159;-11;780.0;-96
-156.0;798.0;33;311.0;-656.0;159;-11;777.0;-97
-85.0;813.0;29;326.0;-658.0;159;-11;780.0;-96
-23.0;818.0;37;329.0;-661.0;159;-11;785.0;-98
29.0;814.0;26;333.0;-663.0;158;-11;792.0;-95
69.0;808.0;33;339.0;-668.0;159;-11;800.0;-99
95.0;802.0;-25;345.0;-670.0;159;-11;804.0;-114
119.0;792.0;-71;345.0;-671.0;159;-10;808.0;-115
141.0;787.0;27;348.0;-672.0;158;-9;812.0;-111
169.0;786.0;-78;354.0;-671.0;159;-8;814.0;-110
187.0;786.0;?;354.0;-673.0;157;-9;815.0;-112
200.0;787.0;?;358.0;-671.0;153;-8;819.0;-109
223.0;785.0;?;357.0;-667.0;155;-6;817.0;-92
238.0;787.0;?;358.0;-667.0;155;-6;819.0;-90
249.0;788.0;?;359.0;-665.0;154;-6;822.0;-93
267.0;785.0;?;364.0;-665.0;154;-6;825.0;-91
282.0;782.0;-1173;361.0;-664.0;154;-6;824.0;?
289.0;777.0;-1203;360.0;-665.0;155;-6;826.0;?
301.0;773.0;-1201;355.0;-665.0;155;-6;827.0;?
308.0;769.0;-1196;352.0;-663.0;155;-6;826.0;?
314.0;767.0;-1192;353.0;-661.0;156;-6;829.0;?
321.0;766.0;-1212;343.0;-660.0;156;-6;831.0;?
310.0;766.0;-1180;334.0;-657.0;157;-6;832.0;?
296.0;767.0;-1207;327.0;-651.0;158;-6;840.0;?
278.0;765.0;-1214;321.0;-649.0;159;-6;?;?
252.0;761.0;-1128;314.0;-644.0;158;-6;?;?
217.0;756.0;-1355;311.0;-639.0;159;-6;870.0;-92
188.0;749.0;-739;304.0;-633.0;?;-6;879.0;-89
151.0;743.0;150;301.0;-625.0;?;-7;893.0;-85
118.0;741.0;14;299.0;-613.0;?;-7;909.0;-86
82.0;736.0;1;292.0;-605.0;?;-7;922.0;-86
43.0;732.0;61;282.0;-593.0;?;-7;933.0;-85
-4.0;725.0;-4;280.0;-573.0;?;-7;940.0;-86
-47.0;718.0;46;270.0;-550.0;?;-7;942.0;-85
-96.0;712.0;19;262.0;-524.0;?;-7;937.0;-86
-146.0;708.0;27;249.0;-492.0;164;-7;928.0;-86
-194.0;705.0;29;240.0;-462.0;?;-7;919.0;-86
-240.0;702.0;?;230.0;-439.0;?;-7;907.0;-85
-283.0;705.0;?;222.0;-418.0;?;-7;898.0;-85
-318.0;706.0;?;216.0;-401.0;?;-7;887.0;-85
-352.0;708.0;?;211.0;-391.0;?;-7;880.0;-85
-378.0;716.0;?;?;-390.0;149;-7;876.0;-85
-397.0;724.0;?;?;-396.0;148;-7;871.0;-85
-417.0;731.0;17;?;-406.0;149;-7;867.0;-85
-436.0;737.0;18;?;-418.0;149;-7;870.0;-86
-448.0;?;13;?;-430.0;147;-7;874.0;-85
-468.0;?;-1;?;-444.0;146;-7;873.0;-85
-488.0;?;-2;?;-456.0;147;-7;876.0;-85
-506.0;?;6;?;-464.0;148;-7;878.0;-85
-530.0;?;8;?;-474.0;145;-7;879.0;-84
-551.0;?;7;?;-485.0;143;-6;880.0;-84
-562.0;?;7;?;-500.0;145;-6;883.0;-84
-566.0;?;6;237.0;-513.0;145;-6;?;-84
-554.0;?;5;248.0;-526.0;145;-6;?;-84
-529.0;?;4;258.0;?;145;-6;?;-84
-496.0;?;4;265.0;?;145;-6;?;-84
-441.0;?;4;275.0;?;145;-6;?;-84
-353.0;?;4;283.0;?;145;-6;?;-84
-256.0;?;4;291.0;?;145;-6;?;-84
-163.0;?;4;298.0;?;145;-6;?;-84
-89.0;?;3;310.0;?;145;-6;?;-84
-55.0;?;5;314.0;?;144;?;?;-84
-32.0;797.0;0;321.0;?;145;?;?;?
-11.0;794.0;-8;323.0;?;146;?;?;?
-19.0;790.0;-6;327.0;?;146;?;?;?
-27.0;784.0;-6;329.0;-670.0;146;?;?;?
-24.0;777.0;-7;326.0;-674.0;146;?;?;?
-27.0;769.0;-6;328.0;?;146;?;?;?
-24.0;768.0;?;?;?;146;-6;?;?
-18.0;771.0;?;?;?;146;-6;898.0;?
-26.0;776.0;?;322.0;?;146;-6;900.0;?
-37.0;780.0;?;328.0;?;146;-6;900.0;-85
-25.0;787.0;?;326.0;?;146;-6;900.0;-85
-24.0;793.0;?;329.0;?;146;-6;901.0;-84
-29.0;796.0;?;337.0;?;146;-6;902.0;-85
-29.0;802.0;?;343.0;?;146;-6;902.0;-84
-36.0;808.0;?;352.0;?;146;-6;900.0;-85
-50.0;814.0;?;363.0;-698.0;146;-7;897.0;-95
-52.0;818.0;?;370.0;-702.0;147;-8;897.0;-99
-52.0;820.0;?;381.0;-703.0;144;-9;896.0;-98
-54.0;823.0;?;392.0;-707.0;140;?;894.0;-100
-52.0;826.0;-47;404.0;-712.0;138;?;893.0;-100
-60.0;829.0;-51;413.0;-712.0;139;?;889.0;-101
-70.0;831.0;-26;427.0;-716.0;138;?;885.0;-101
-72.0;832.0;-31;434.0;-721.0;139;?;884.0;-100
-78.0;832.0;-28;445.0;-722.0;138;?;882.0;-100
-80.0;832.0;-25;454.0;-725.0;139;?;878.0;-100
-76.0;829.0;-43;460.0;-730.0;138;-10;877.0;-100
?;829.0;-35;466.0;-732.0;136;-10;877.0;-100
?;831.0;-33;470.0;-732.0;?;-10;874.0;-100
?;832.0;-36;475.0;-734.0;?;-10;875.0;-100
?;833.0;-35;480.0;-735.0;?;-10;875.0;-100
?;834.0;-32;482.0;-737.0;?;-10;873.0;-101
?;834.0;-27;483.0;-737.0;?;-10;872.0;-100
?;836.0;-35;486.0;-738.0;?;-10;872.0;-100
?;836.0;-25;489.0;-739.0;?;-11;874.0;-99
?;?;?;493.0;-740.0;?;-11;875.0;-99
?;?;?;498.0;-742.0;?;-12;877.0;-99
?;?;?;499.0;-740.0;?;-12;874.0;-99
?;?;?;503.0;-745.0;?;-13;874.0;-100
?;?;?;506.0;-745.0;?;-14;874.0;-101
?;?;?;512.0;-745.0;?;-15;872.0;-102
?;?;?;514.0;-748.0;?;-15;?;-102
-83.0;836.0;?;518.0;-751.0;126;-13;?;-99
-101.0;834.0;?;526.0;-753.0;126;-12;?;-97
-117.0;830.0;?;533.0;-758.0;129;-12;?;-97
-126.0;829.0;-282;543.0;-760.0;130;-9;?;-91
-120.0;822.0;-384;554.0;-763.0;129;-8;?;-89
-89.0;816.0;-92;566.0;-766.0;133;-12;?;-98
-66.0;814.0;45;574.0;-771.0;132;-17;?;-108
-39.0;809.0;31;589.0;-773.0;?;-18;?;-109
-6.0;802.0;36;596.0;-775.0;?;-18;?;-110
?;806.0;36;607.0;-781.0;?;-18;?;-110
?;806.0;36;610.0;-784.0;135;-18;874.0;-108
?;808.0;32;?;-785.0;115;-18;876.0;-113
?;809.0;55;?;-785.0;99;-19;879.0;-99
?;807.0;104;?;-785.0;104;-20;881.0;?
?;806.0;93;?;-784.0;102;-20;884.0;?
?;804.0;77;?;-788.0;102;-19;885.0;?
?;806.0;97;?;-788.0;101;-19;888.0;?
?;803.0;96;?;-788.0;96;-19;888.0;?
?;805.0;88;?;-789.0;96;-19;888.0;?
?;802.0;94;?;-792.0;96;-19;887.0;?
?;801.0;93;?;-791.0;95;-19;889.0;?
?;804.0;94;?;-792.0;95;-19;888.0;-80
?;811.0;91;?;-792.0;95;-19;885.0;-80
51.0;815.0;99;?;-793.0;95;-19;884.0;-79
46.0;818.0;91;?;-794.0;95;-20;880.0;-79
40.0;825.0;101;?;-793.0;94;-20;874.0;-79
46.0;826.0;96;?;-793.0;91;-20;?;-79
41.0;829.0;86;?;-796.0;91;-20;868.0;-80
43.0;834.0;129;?;-796.0;93;-19;863.0;-77
49.0;838.0;-26;?;-795.0;91;?;860.0;-89
53.0;840.0;-162;?;-794.0;96;?;859.0;-101
52.0;840.0;-133;690.0;-795.0;106;?;857.0;-97
71.0;837.0;-138;688.0;-796.0;109;?;857.0;-98
80.0;837.0;-121;683.0;-795.0;109;?;859.0;-98
71.0;839.0;-275;681.0;-797.0;106;?;861.0;-93
60.0;839.0;-410;676.0;-796.0;102;?;863.0;-91
42.0;841.0;-112;675.0;-797.0;102;?;862.0;-89
27.0;845.0;-60;667.0;-796.0;?;?;862.0;-87
12.0;849.0;272;665.0;-796.0;?;?;862.0;-85
-20.0;855.0;1008;659.0;-797.0;?;?;859.0;-84
-54.0;857.0;275;650.0;-796.0;?;?;859.0;-88
-84.0;860.0;-275;647.0;-794.0;?;?;859.0;-89
-127.0;862.0;492;641.0;-796.0;?;?;856.0;-91
?;868.0;415;637.0;-794.0;?;?;852.0;-92
?;869.0;-142;633.0;-792.0;?;-48;842.0;-87
?;872.0;-88;628.0;-789.0;?;-48;835.0;-85
?;874.0;58;621.0;-784.0;?;-47;824.0;-82
?;878.0;37;615.0;-781.0;?;-46;812.0;-78
?;883.0;35;612.0;-773.0;?;-46;796.0;-77
?;889.0;20;603.0;-766.0;?;-46;772.0;-76
?;893.0;21;596.0;-758.0;?;-46;753.0;-76
?;899.0;28;593.0;-748.0;?;-46;732.0;-77
?;903.0;14;586.0;-737.0;142;-46;708.0;-74
?;905.0;36;588.0;-723.0;132;-46;683.0;-71
?;906.0;46;591.0;-707.0;149;-46;656.0;?
?;904.0;27;594.0;-694.0;?;-46;635.0;?
-304.0;901.0;21;597.0;-682.0;?;-46;617.0;?
-303.0;895.0;19;596.0;-672.0;?;-46;596.0;?
-310.0;889.0;-2;596.0;-660.0;?;-46;?;?
-328.0;884.0;26;595.0;-648.0;?;-46;?;?
-363.0;880.0;-13;592.0;-637.0;?;-46;?;?
-398.0;880.0;-84;589.0;-626.0;166;-46;?;?
?;879.0;-83;587.0;-614.0;166;-46;494.0;?
?;876.0;-93;582.0;-603.0;164;-46;476.0;?
?;872.0;-79;587.0;-596.0;164;-46;462.0;?
?;869.0;-194;585.0;-588.0;164;-45;449.0;?
-559.0;?;-57;587.0;-581.0;164;-46;436.0;?
-588.0;?;125;586.0;-572.0;163;-48;423.0;-73
-610.0;?;-627;590.0;-564.0;163;-49;409.0;-91
-631.0;?;-1178;590.0;-559.0;163;-58;395.0;-126
-645.0;?;-604;589.0;-553.0;163;-65;379.0;-143
-659.0;?;-290;590.0;?;163;-67;365.0;-155
?;?;-344;589.0;?;163;-69;352.0;-152
?;?;-195;584.0;?;163;-70;338.0;-147
?;?;-143;579.0;?;163;-70;328.0;-140
?;?;11;575.0;?;163;-67;314.0;-61
?;?;-13;576.0;?;163;-66;299.0;-25
?;?;307;571.0;?;163;-65;279.0;-30
?;?;1559;561.0;?;163;-60;260.0;-2
?;?;1990;551.0;?;163;-59;235.0;-5
?;?;1333;545.0;?;163;-59;207.0;-10
?;757.0;952;533.0;?;163;-60;182.0;-8
-700.0;728.0;229;521.0;-359.0;163;-63;160.0;-10
-724.0;699.0;-406;513.0;-338.0;165;-63;132.0;-5
-750.0;671.0;-492;?;-314.0;166;-60;106.0;-6
-768.0;649.0;-658;?;-294.0;166;-59;83.0;-4
-787.0;629.0;-215;?;-276.0;168;-59;58.0;-3
-799.0;610.0;236;?;?;172;-59;37.0;-3
-808.0;590.0;226;?;?;166;-60;17.0;-3
-810.0;569.0;261;?;?;174;-59;-2.0;-3
-808.0;552.0;243;?;?;169;-59;-16.0;-3
-802.0;546.0;237;?;-212.0;171;-59;-28.0;-2
-797.0;543.0;240;?;-202.0;184;-59;-41.0;-2
-797.0;550.0;223;?;-195.0;151;-59;-44.0;-2
-795.0;548.0;211;?;-191.0;213;-59;-40.0;-2
-795.0;556.0;198;461.0;-195.0;95;?;-41.0;-2
-800.0;567.0;187;462.0;-198.0;-188;?;-44.0;-2
-792.0;572.0;170;468.0;-206.0;-184;?;-40.0;-2
-774.0;573.0;144;473.0;-216.0;-159;?;-39.0;-2
-756.0;581.0;87;477.0;-227.0;-187;?;?;-2
-734.0;590.0;-5;483.0;-237.0;-166;?;-28.0;-1
-711.0;596.0;-113;489.0;-238.0;-179;?;-28.0;?
-683.0;603.0;-72;497.0;-245.0;-174;?;-29.0;?
-649.0;604.0;-64;503.0;-249.0;-173;?;-24.0;?
-617.0;603.0;-131;510.0;-257.0;-176;?;-25.0;?
-588.0;604.0;26;515.0;-263.0;-174;?;-23.0;?
-565.0;606.0;-340;515.0;-266.0;-175;?;-18.0;3
-548.0;607.0;-639;518.0;-268.0;?;?;-17.0;3
-536.0;610.0;-139;519.0;-268.0;?;?;-13.0;?
-526.0;612.0;-111;518.0;-272.0;?;?;-6.0;?
-526.0;606.0;-243;518.0;-270.0;?;-61;2.0;?
-528.0;599.0;74;521.0;-271.0;?;-65;9.0;?
-536.0;590.0;301;519.0;-268.0;?;?;17.0;?
-554.0;579.0;469;516.0;-255.0;?;?;18.0;?
-587.0;570.0;430;510.0;?;?;?;23.0;?
-618.0;564.0;365;500.0;-247.0;?;?;21.0;?
-649.0;547.0;1313;492.0;-235.0;?;?;12.0;?
-680.0;533.0;2216;478.0;-213.0;?;?;-7.0;?
-704.0;518.0;1319;467.0;-189.0;?;?;-25.0;?
-727.0;506.0;800;455.0;-166.0;?;?;-52.0;?
-738.0;494.0;1398;444.0;-147.0;?;?;-68.0;?
-743.0;482.0;956;439.0;-129.0;?;?;-78.0;?
?;470.0;434;430.0;-114.0;?;?;-92.0;?
?;462.0;584;419.0;-100.0;?;?;-107.0;?
?;457.0;588;414.0;-90.0;?;?;-119.0;?
?;451.0;564;407.0;-80.0;?;?;-126.0;?
?;447.0;554;402.0;-71.0;?;?;-131.0;?
?;440.0;538;396.0;-70.0;-119;?;-127.0;?
?;433.0;515;390.0;-71.0;-125;?;-120.0;?
?;429.0;498;389.0;-77.0;-97;-89;-105.0;?
?;429.0;473;385.0;-84.0;-63;-89;-91.0;?
?;440.0;439;373.0;-92.0;-86;-89;-79.0;?
?;445.0;419;372.0;-101.0;-83;-89;-66.0;?
?;448.0;384;371.0;-113.0;-133;-89;-55.0;-142
?;448.0;375;368.0;-124.0;-232;-89;-43.0;-141
-730.0;449.0;321;364.0;-132.0;-18;-89;-40.0;-145
-731.0;459.0;283;356.0;-133.0;217;-89;-36.0;-143
-733.0;466.0;276;351.0;-135.0;167;-89;-34.0;-147
-737.0;474.0;148;345.0;-131.0;170;-87;-36.0;-149
-738.0;482.0;3;339.0;-126.0;183;-85;-44.0;-143
-741.0;483.0;69;330.0;-120.0;167;-82;-49.0;-163
-746.0;486.0;254;322.0;-114.0;180;-80;-52.0;-138
-748.0;491.0;-186;311.0;-104.0;172;-80;-61.0;-185
-748.0;496.0;-784;?;-92.0;175;-86;-69.0;-149
-756.0;499.0;-566;?;-79.0;175;-95;-84.0;77
-759.0;498.0;-346;?;-64.0;173;-100;-96.0;65
-757.0;489.0;-237;?;-45.0;173;-109;-109.0;-7
-758.0;484.0;393;?;-25.0;172;-118;-118.0;23
-764.0;478.0;658;?;-7.0;170;-124;-127.0;0
-762.0;471.0;1375;?;13.0;166;-130;-136.0;6
-759.0;467.0;?;?;35.0;165;-133;-149.0;6
-755.0;466.0;?;?;64.0;164;-141;-164.0;1
-744.0;457.0;?;?;98.0;164;-146;-190.0;6
-734.0;444.0;?;?;130.0;164;-145;-217.0;?
-716.0;429.0;?;?;159.0;164;-146;-245.0;?
-700.0;413.0;?;?;186.0;164;-146;-266.0;3
-690.0;403.0;?;23.0;209.0;163;-146;-283.0;3
-682.0;395.0;?;-7.0;234.0;160;-146;-304.0;3
-668.0;387.0;?;-29.0;259.0;159;-146;-323.0;3
-658.0;380.0;?;-54.0;281.0;158;-146;-340.0;3
-647.0;371.0;?;-77.0;300.0;151;-146;-347.0;3
-633.0;355.0;?;-97.0;314.0;?;-146;-351.0;3
-624.0;337.0;?;-120.0;325.0;?;-146;-351.0;3
-615.0;319.0;340;-139.0;335.0;?;-146;-352.0;3
-607.0;?;307;-158.0;341.0;?;-146;-348.0;3
-601.0;?;336;-174.0;344.0;?;-146;-346.0;3
-591.0;?;343;-186.0;348.0;?;-146;-348.0;2
-581.0;?;284;-197.0;351.0;?;-146;-340.0;2
-574.0;?;184;-206.0;353.0;?;-146;-335.0;2
-567.0;?;162;-212.0;354.0;?;-147;-326.0;2
-556.0;?;334;-216.0;358.0;?;-147;-322.0;3
-543.0;?;319;-223.0;360.0;?;-148;-322.0;3
-525.0;?;509;-224.0;355.0;83;-150;-316.0;3
-504.0;?;724;-226.0;347.0;83;-154;-306.0;3
-487.0;?;176;-225.0;334.0;83;-161;-290.0;2
-470.0;?;-54;-223.0;325.0;83;-168;-275.0;2
-457.0;134.0;?;-229.0;319.0;83;-169;-260.0;2
-452.0;140.0;?;-232.0;309.0;83;-171;-244.0;2
-448.0;151.0;?;-231.0;302.0;?;-175;-227.0;2
-446.0;164.0;?;-232.0;294.0;?;-177;-208.0;2
-449.0;178.0;?;-227.0;290.0;?;-177;-193.0;2
-447.0;193.0;?;-230.0;289.0;?;-177;-177.0;2
-443.0;201.0;?;-229.0;289.0;?;-177;-162.0;2
-445.0;212.0;?;-231.0;285.0;?;-177;-154.0;2
-441.0;223.0;?;-233.0;281.0;?;-178;-145.0;2
-434.0;236.0;?;-236.0;276.0;?;-178;-141.0;1
-432.0;252.0;?;-238.0;277.0;?;-178;-139.0;1
-431.0;260.0;?;-241.0;279.0;?;-178;-140.0;1
-420.0;268.0;?;-248.0;285.0;?;-178;-142.0;1
-417.0;274.0;?;-254.0;289.0;?;-178;-153.0;1
-410.0;280.0;?;-258.0;294.0;82;-178;-163.0;1
-403.0;283.0;?;-265.0;300.0;82;-178;-167.0;1
-400.0;289.0;?;?;307.0;82;-178;-176.0;1
-401.0;289.0;?;?;316.0;82;-178;-185.0;1
-399.0;292.0;?;?;325.0;82;-178;-192.0;1
-405.0;292.0;205;?;330.0;82;-178;-201.0;1
-405.0;290.0;201;?;337.0;82;-178;-216.0;1
-407.0;293.0;178;?;343.0;82;-178;-224.0;1
-404.0;292.0;124;?;349.0;82;-178;-234.0;0
-400.0;295.0;99;?;353.0;82;-178;-242.0;0
-395.0;294.0;86;?;358.0;82;-178;-251.0;0
-394.0;294.0;69;?;361.0;82;-178;-257.0;0
-388.0;291.0;60;?;366.0;82;-178;-263.0;0
-392.0;290.0;39;?;368.0;82;-178;-266.0;0
-395.0;290.0;44;?;371.0;82;-178;-270.0;-1
-393.0;289.0;36;-273.0;376.0;82;-178;-271.0;-1
-390.0;288.0;45;-274.0;380.0;82;-178;-273.0;?
-381.0;288.0;66;-269.0;382.0;82;-178;-272.0;?
-365.0;287.0;33;-270.0;387.0;82;-178;-271.0;?
-341.0;282.0;24;-273.0;396.0;82;-178;-272.0;?
-323.0;283.0;28;-274.0;408.0;82;?;-272.0;?
-302.0;284.0;27;-276.0;420.0;82;?;-277.0;?
-283.0;288.0;35;-275.0;431.0;82;?;-279.0;?
-275.0;289.0;33;-278.0;440.0;82;?;-283.0;?
-274.0;288.0;33;-279.0;447.0;82;?;-285.0;?
-274.0;288.0;33;-278.0;455.0;82;?;-279.0;?
-273.0;290.0;27;-278.0;458.0;82;?;-276.0;?
-274.0;288.0;28;-278.0;458.0;82;?;-268.0;-1
-268.0;277.0;32;-275.0;460.0;82;?;-261.0;?
-255.0;270.0;32;?;463.0;82;?;-256.0;?
-234.0;260.0;29;?;?;82;?;-256.0;?
-217.0;251.0;25;?;?;82;-176;-251.0;-1
-204.0;248.0;20;?;?;81;-184;-253.0;-1
-197.0;246.0;8;?;?;82;-170;?;-1
-193.0;248.0;2;?;?;82;-189;?;-1
-195.0;246.0;13;?;457.0;81;-173;?;-1
-196.0;253.0;7;?;455.0;82;-174;?;?
-199.0;256.0;-5;?;455.0;81;-220;?;?
?;259.0;25;?;461.0;81;37;?;?
?;266.0;-14;?;463.0;81;222;?;?
?;270.0;24;?;467.0;81;152;?;?
?;273.0;8;?;468.0;82;176;-234.0;?
?;273.0;4;?;470.0;82;175;-234.0;?
-205.0;273.0;111;?;473.0;82;165;-235.0;?
-199.0;273.0;-212;?;470.0;82;175;-239.0;?
-196.0;270.0;65;?;472.0;82;162;-240.0;?
-190.0;269.0;838;?;472.0;82;165;-240.0;0
-190.0;269.0;653;?;470.0;82;163;-240.0;0
-186.0;266.0;235;?;471.0;82;155;?;-1
-186.0;265.0;145;-255.0;475.0;82;149;?;-1
-183.0;268.0;138;-257.0;475.0;82;144;-252.0;-2
-179.0;266.0;191;-253.0;475.0;82;140;-252.0;-2
-171.0;264.0;247;-251.0;473.0;82;137;-254.0;-2
-160.0;260.0;262;-251.0;468.0;82;135;-249.0;-2
-151.0;259.0;163;-254.0;462.0;82;131;-247.0;-3
-138.0;253.0;78;-254.0;456.0;82;129;-242.0;-4
-131.0;250.0;91;-256.0;454.0;82;126;-235.0;-5
-123.0;250.0;-271;?;?;82;119;-225.0;-8
-119.0;249.0;-393;-262.0;?;82;116;-218.0;-10
-123.0;252.0;-431;-264.0;?;82;116;-212.0;-10
-126.0;252.0;-813;-266.0;?;82;113;-207.0;-12
-125.0;258.0;-181;-274.0;?;83;114;-207.0;-10
-122.0;258.0;231;-280.0;?;85;?;-208.0;-8
-120.0;258.0;-166;-287.0;?;89;?;-213.0;-8
?;258.0;-84;-302.0;?;100;?;-217.0;-6
?;258.0;28;-308.0;?;109;121;-221.0;-6
?;258.0;56;-314.0;?;107;122;-226.0;-6
?;259.0;61;-326.0;?;107;123;-235.0;-6
?;256.0;25;?;?;105;123;-243.0;-7
?;254.0;81;?;?;109;123;-253.0;-6
?;254.0;111;?;431.0;105;124;-256.0;-6
?;252.0;92;-362.0;433.0;106;123;-251.0;-6
?;253.0;69;-370.0;429.0;114;122;-232.0;-6
?;259.0;30;-377.0;422.0;60;122;-195.0;-6
?;268.0;3;-385.0;411.0;24;?;-127.0;-6
?;280.0;32;-388.0;398.0;36;?;-55.0;-6
?;282.0;29;-392.0;383.0;31;?;16.0;-6
?;277.0;1;-396.0;365.0;32;?;99.0;-6
-60.0;267.0;20;-400.0;343.0;33;?;181.0;-6
-62.0;259.0;28;-406.0;320.0;32;?;276.0;-6
-74.0;247.0;14;-409.0;300.0;32;?;353.0;-6
-84.0;244.0;13;-417.0;282.0;29;?;413.0;-6
-80.0;235.0;?;-421.0;270.0;31;?;474.0;-6
?;226.0;?;-428.0;263.0;?;?;524.0;-6
?;215.0;?;-436.0;255.0;?;?;559.0;-6
?;209.0;?;-439.0;243.0;?;?;573.0;-6
?;202.0;?;-440.0;236.0;?;120;583.0;-6
?;191.0;?;-439.0;230.0;?;120;578.0;-6
?;182.0;?;-442.0;232.0;?;120;566.0;-6
?;166.0;?;-436.0;242.0;?;120;532.0;-6
?;147.0;?;-437.0;251.0;?;120;512.0;-6
?;123.0;?;-434.0;266.0;43;120;498.0;-6
