Accelerometer RUA^ accZ;InertialMeasurementUnit RUA accX;Accelerometer RUA^ accY;Accelerometer RUA_ accY;InertialMeasurementUnit RLA accX;Accelerometer RWR accY;InertialMeasurementUnit RUA accY
283.0;-912.0;869.0;686.0;-846.0;668.0;47.0
175.0;-795.0;1047.0;947.0;-644.0;730.0;370.0
80.0;-755.0;1136.0;1024.0;-597.0;757.0;317.0
175.0;-985.0;1001.0;983.0;-815.0;549.0;-41.0
51.0;-1026.0;988.0;945.0;-815.0;504.0;-242.0
286.0;-968.0;1010.0;973.0;-810.0;524.0;-58.0
276.0;-641.0;970.0;674.0;-505.0;688.0;210.0
320.0;-872.0;908.0;670.0;-814.0;647.0;123.0
205.0;-761.0;990.0;783.0;-693.0;759.0;-27.0
194.0;-766.0;855.0;729.0;-753.0;668.0;101.0
149.0;-842.0;1048.0;991.0;-682.0;740.0;261.0
169.0;-943.0;1031.0;943.0;-835.0;739.0;29.0
188.0;-961.0;1063.0;924.0;-881.0;759.0;-13.0
191.0;-937.0;1080.0;924.0;-853.0;764.0;-28.0
224.0;-955.0;1075.0;934.0;-874.0;764.0;-53.0
278.0;-840.0;1018.0;887.0;-735.0;220.0;8.0
206.0;-869.0;929.0;780.0;-858.0;738.0;40.0
271.0;-700.0;975.0;811.0;-568.0;685.0;203.0
277.0;-853.0;951.0;699.0;-776.0;678.0;127.0
349.0;-513.0;721.0;525.0;-422.0;387.0;139.0
367.0;-688.0;1032.0;793.0;-568.0;860.0;294.0
306.0;-939.0;875.0;761.0;-864.0;529.0;162.0
258.0;-874.0;1119.0;780.0;-701.0;853.0;180.0
286.0;-849.0;1134.0;736.0;-819.0;738.0;67.0
237.0;-870.0;987.0;792.0;-879.0;702.0;-69.0
228.0;-1009.0;816.0;837.0;-938.0;610.0;-25.0
178.0;-959.0;848.0;893.0;-917.0;581.0;146.0
338.0;-923.0;1061.0;656.0;-582.0;555.0;29.0
310.0;-903.0;1229.0;638.0;-635.0;653.0;54.0
232.0;-952.0;1138.0;615.0;-448.0;575.0;54.0
206.0;-907.0;1107.0;733.0;-672.0;714.0;-34.0
229.0;-791.0;933.0;777.0;-752.0;784.0;69.0
-38.0;-760.0;1242.0;1150.0;-602.0;873.0;50.0
-9.0;-807.0;1232.0;1060.0;-685.0;882.0;239.0
207.0;-861.0;921.0;790.0;-811.0;686.0;96.0
204.0;-902.0;927.0;801.0;-853.0;647.0;57.0
290.0;-804.0;932.0;697.0;-703.0;635.0;122.0
369.0;-880.0;1173.0;917.0;-802.0;718.0;154.0
404.0;-867.0;1183.0;906.0;-759.0;716.0;130.0
207.0;-780.0;967.0;798.0;-798.0;765.0;64.0
187.0;-815.0;878.0;801.0;-794.0;714.0;108.0
217.0;-892.0;900.0;822.0;-878.0;621.0;96.0
301.0;-740.0;916.0;737.0;-618.0;653.0;182.0
246.0;-820.0;866.0;704.0;-723.0;629.0;165.0
282.0;-1013.0;822.0;710.0;-945.0;620.0;35.0
283.0;-845.0;1022.0;865.0;-1050.0;695.0;-562.0
165.0;-828.0;960.0;757.0;-781.0;785.0;58.0
173.0;-906.0;888.0;799.0;-856.0;686.0;47.0
271.0;-819.0;947.0;761.0;-803.0;691.0;159.0
250.0;-863.0;930.0;781.0;-865.0;639.0;136.0
229.0;-953.0;867.0;836.0;-947.0;618.0;126.0
0.0;-739.0;1140.0;1106.0;-290.0;914.0;368.0
326.0;-909.0;1030.0;886.0;-804.0;881.0;157.0
192.0;-934.0;933.0;763.0;-855.0;714.0;-94.0
514.0;-1033.0;1001.0;694.0;-865.0;777.0;300.0
368.0;-883.0;925.0;848.0;-840.0;530.0;180.0
305.0;-893.0;927.0;887.0;-880.0;515.0;98.0
404.0;-640.0;1418.0;794.0;-551.0;1075.0;134.0
290.0;-827.0;954.0;775.0;-652.0;752.0;87.0
227.0;-811.0;960.0;918.0;-620.0;530.0;7.0
185.0;-830.0;1039.0;803.0;-663.0;575.0;-36.0
111.0;-964.0;1097.0;778.0;-776.0;620.0;-215.0
166.0;-1063.0;911.0;973.0;-999.0;614.0;-9.0
278.0;-816.0;918.0;970.0;-723.0;647.0;34.0
456.0;-813.0;1018.0;886.0;-772.0;563.0;299.0
445.0;-780.0;930.0;865.0;-704.0;525.0;373.0
354.0;-842.0;1019.0;832.0;-785.0;716.0;80.0
362.0;-913.0;1066.0;1038.0;-768.0;622.0;170.0
507.0;-693.0;1050.0;661.0;-77.0;367.0;586.0
207.0;-955.0;1100.0;1302.0;-783.0;733.0;137.0
283.0;-959.0;1023.0;1020.0;-811.0;593.0;52.0
140.0;-848.0;1067.0;990.0;-788.0;718.0;294.0
216.0;-940.0;1055.0;1028.0;-805.0;695.0;332.0
253.0;-984.0;1022.0;1033.0;-819.0;684.0;252.0
259.0;-1000.0;1004.0;975.0;-859.0;722.0;100.0
241.0;-976.0;1012.0;943.0;-873.0;720.0;40.0
182.0;-903.0;1016.0;1258.0;-822.0;666.0;15.0
119.0;-928.0;1172.0;971.0;-758.0;667.0;75.0
175.0;-1238.0;943.0;946.0;-1146.0;674.0;72.0
160.0;-930.0;811.0;797.0;-880.0;646.0;110.0
314.0;-1120.0;1168.0;961.0;-779.0;434.0;261.0
66.0;-1045.0;982.0;819.0;-939.0;585.0;145.0
696.0;-981.0;771.0;680.0;-792.0;77.0;231.0
-123.0;-892.0;1108.0;744.0;-486.0;407.0;-377.0
-33.0;-939.0;1182.0;1055.0;-810.0;977.0;169.0
208.0;-807.0;973.0;784.0;-789.0;876.0;93.0
335.0;-1018.0;1194.0;1048.0;-774.0;447.0;111.0
170.0;-938.0;868.0;697.0;-778.0;720.0;322.0
222.0;-1102.0;1368.0;1192.0;-1022.0;744.0;105.0
106.0;-897.0;1239.0;949.0;-806.0;1015.0;139.0
166.0;-1001.0;1089.0;599.0;-298.0;220.0;-91.0
344.0;-1026.0;1071.0;563.0;-657.0;397.0;69.0
800.0;-673.0;710.0;-139.0;528.0;-600.0;681.0
140.0;-731.0;996.0;768.0;-671.0;873.0;121.0
310.0;-604.0;881.0;745.0;-483.0;773.0;270.0
238.0;-925.0;1069.0;827.0;-318.0;366.0;233.0
222.0;-1015.0;846.0;1033.0;-816.0;547.0;281.0
91.0;-1065.0;935.0;1219.0;-964.0;662.0;101.0
168.0;-962.0;813.0;1165.0;-901.0;493.0;-53.0
116.0;-1200.0;1027.0;1237.0;-1117.0;785.0;73.0
155.0;-1152.0;968.0;807.0;-1101.0;703.0;105.0
316.0;-896.0;942.0;811.0;-850.0;621.0;-228.0
-520.0;-803.0;992.0;980.0;-957.0;971.0;-587.0
434.0;-1002.0;954.0;912.0;-912.0;442.0;89.0
92.0;-998.0;1164.0;1164.0;-865.0;739.0;363.0
352.0;-969.0;1080.0;809.0;-915.0;781.0;-152.0
859.0;-346.0;485.0;367.0;64.0;-86.0;883.0
346.0;-739.0;1149.0;882.0;-542.0;939.0;358.0
-128.0;-979.0;1161.0;1002.0;-668.0;734.0;-85.0
-300.0;-458.0;1179.0;955.0;-397.0;903.0;-439.0
343.0;-962.0;1088.0;933.0;-772.0;810.0;378.0
14.0;-1025.0;1209.0;1222.0;-1032.0;931.0;-185.0
535.0;-910.0;1045.0;487.0;-313.0;-6.0;279.0
-7.0;-1049.0;1122.0;1005.0;-934.0;895.0;-61.0
