Accelerometer RKN_ accY;Accelerometer HIP accY;InertialMeasurementUnit L-SHOE Nav_Ay;Accelerometer RKN^ accX;Accelerometer RKN^ accZ;Accelerometer BACK accZ;InertialMeasurementUnit L-SHOE Nav_Ax
333.0;1477.0;-69;298.0;85.0;?;?
805.0;854.0;-101;423.0;182.0;?;-188
818.0;669.0;46;435.0;286.0;?;168
1738.0;944.0;-69;275.0;330.0;-457.0;102
1150.0;1094.0;-55;393.0;378.0;-435.0;74
1098.0;1065.0;0;532.0;1357.0;-420.0;97
835.0;956.0;-21;842.0;1501.0;-420.0;50
1116.0;830.0;-6;936.0;26.0;-382.0;99
1143.0;829.0;-13;533.0;-267.0;-361.0;71
924.0;875.0;-17;177.0;-352.0;-386.0;81
1027.0;910.0;-21;246.0;-358.0;-372.0;69
1057.0;855.0;-22;220.0;-427.0;-512.0;62
953.0;835.0;1;208.0;-425.0;-495.0;84
1007.0;866.0;-7;206.0;-420.0;-628.0;80
990.0;1008.0;89;80.0;-346.0;-746.0;162
970.0;1198.0;248;-112.0;-350.0;-628.0;222
917.0;1172.0;198;-170.0;-342.0;-686.0;359
915.0;1350.0;-5;-370.0;-451.0;-705.0;751
955.0;1324.0;-178;-533.0;-283.0;-697.0;812
1084.0;941.0;109;?;545.0;-638.0;943
1109.0;751.0;?;?;1462.0;-536.0;1228
?;788.0;?;?;1354.0;-467.0;1195
1735.0;1130.0;?;?;734.0;-440.0;1206
1402.0;1127.0;?;?;-347.0;-450.0;983
1185.0;917.0;?;?;691.0;-439.0;711
1077.0;777.0;?;?;1463.0;-417.0;474
?;755.0;?;?;52.0;-383.0;294
?;883.0;?;?;-336.0;-376.0;122
?;914.0;?;?;-165.0;-421.0;-99
?;849.0;?;?;-147.0;-445.0;-209
534.0;766.0;?;?;-71.0;-429.0;-1495
372.0;803.0;?;?;60.0;-452.0;-2700
566.0;916.0;575;?;30.0;-574.0;-2556
671.0;1020.0;-122;?;24.0;-769.0;-2129
867.0;995.0;-140;213.0;21.0;-485.0;-1076
1041.0;904.0;2396;191.0;56.0;-530.0;-652
948.0;1262.0;456;404.0;69.0;-662.0;-1465
301.0;1772.0;-1799;369.0;54.0;-580.0;-1094
900.0;1390.0;253;362.0;34.0;-494.0;-176
?;816.0;142;311.0;124.0;-530.0;-332
?;726.0;-209;399.0;388.0;-465.0;-324
1406.0;847.0;141;286.0;417.0;-419.0;-208
1002.0;970.0;-113;359.0;1432.0;-410.0;-292
800.0;1075.0;28;488.0;1038.0;-439.0;-221
916.0;974.0;-3;1069.0;591.0;-482.0;-263
?;883.0;16;847.0;-78.0;-492.0;-244
?;903.0;46;540.0;-200.0;-446.0;-228
?;1042.0;-18;100.0;-200.0;-475.0;?
?;1068.0;15;92.0;-311.0;-432.0;?
?;968.0;9;130.0;-259.0;-581.0;?
?;997.0;28;107.0;-255.0;-602.0;?
?;1099.0;42;108.0;-261.0;-633.0;?
?;1058.0;-129;44.0;-300.0;-725.0;?
?;967.0;-88;-58.0;-245.0;-607.0;?
?;1174.0;-400;-167.0;-414.0;-529.0;?
?;?;?;-418.0;-334.0;-589.0;?
?;?;?;-402.0;-405.0;-453.0;38
?;?;?;218.0;727.0;-420.0;320
?;?;?;-350.0;1544.0;-408.0;278
1504.0;?;?;408.0;1293.0;-405.0;22
1642.0;?;?;1696.0;444.0;-392.0;-281
1232.0;?;?;876.0;?;-411.0;-408
1343.0;?;?;-623.0;?;-389.0;-478
987.0;?;?;-559.0;160.0;-384.0;-779
703.0;?;-103;208.0;-1215.0;-450.0;-954
656.0;?;-252;343.0;-162.0;-463.0;-1167
584.0;?;655;318.0;-124.0;-553.0;-1215
641.0;879.0;1054;341.0;65.0;-507.0;-965
574.0;903.0;1512;382.0;44.0;-687.0;?
520.0;901.0;2824;341.0;173.0;-589.0;?
604.0;1049.0;803;251.0;71.0;-557.0;64
790.0;963.0;-143;167.0;117.0;-611.0;-991
915.0;?;943;167.0;38.0;-661.0;-1150
1222.0;?;594;346.0;?;-663.0;-1215
578.0;?;665;555.0;?;-675.0;-1178
511.0;?;182;441.0;?;-651.0;-494
722.0;?;-54;271.0;?;-670.0;-245
?;?;167;419.0;?;-683.0;-302
?;?;-12;447.0;?;-688.0;-183
?;?;72;521.0;?;-675.0;-234
?;?;63;810.0;?;-694.0;-232
?;?;46;?;?;-688.0;-207
?;?;67;?;?;-694.0;-224
?;?;42;?;?;-726.0;-191
?;1022.0;29;?;?;-713.0;-159
?;1010.0;34;?;?;-718.0;-172
?;1020.0;54;?;?;-720.0;-204
?;1017.0;58;?;-177.0;-720.0;-198
?;1021.0;59;?;-102.0;-732.0;-194
?;1041.0;53;?;-116.0;-736.0;-193
?;1038.0;43;?;-134.0;-720.0;-179
?;1023.0;41;?;-178.0;-710.0;-161
1012.0;1032.0;37;?;68.0;-690.0;-135
1010.0;1017.0;33;?;416.0;-702.0;-113
1045.0;1028.0;27;?;625.0;-727.0;-97
1123.0;1061.0;25;-53.0;1055.0;-726.0;-88
1623.0;1043.0;22;156.0;1038.0;-706.0;-76
1288.0;1044.0;16;813.0;251.0;-695.0;-54
982.0;1050.0;14;123.0;382.0;-659.0;-48
799.0;1048.0;14;118.0;318.0;-663.0;-51
751.0;1065.0;15;175.0;-121.0;-641.0;-38
539.0;1010.0;6;-149.0;22.0;-632.0;-25
616.0;1008.0;4;374.0;-141.0;-580.0;-18
624.0;1008.0;16;86.0;-10.0;-622.0;-13
609.0;961.0;8;142.0;177.0;-627.0;-5
621.0;965.0;0;238.0;201.0;-620.0;8
687.0;904.0;10;302.0;151.0;-600.0;-13
754.0;899.0;18;239.0;215.0;-539.0;-42
986.0;977.0;12;330.0;218.0;-507.0;-30
995.0;1025.0;2;268.0;218.0;-509.0;-9
1116.0;952.0;4;266.0;244.0;?;-9
712.0;883.0;6;305.0;256.0;-501.0;-12
676.0;?;5;322.0;163.0;-509.0;-10
625.0;?;7;319.0;146.0;-489.0;-14
942.0;?;9;284.0;120.0;-483.0;-16
1397.0;?;7;262.0;128.0;-501.0;-9
?;?;7;270.0;163.0;-474.0;-8
?;?;10;286.0;149.0;-450.0;-10
?;?;9;308.0;121.0;-470.0;-8
?;?;5;319.0;?;-450.0;-5
?;?;3;307.0;?;-476.0;-6
?;?;7;306.0;?;-483.0;-6
?;?;8;321.0;150.0;-442.0;-5
?;?;-2;312.0;122.0;-443.0;-9
?;?;0;292.0;109.0;-432.0;-3
?;915.0;10;281.0;89.0;-437.0;-9
?;917.0;7;248.0;91.0;-431.0;-15
978.0;926.0;2;231.0;81.0;-444.0;3
988.0;927.0;-5;200.0;22.0;-436.0;1
970.0;937.0;-1;171.0;-8.0;-436.0;-5
998.0;927.0;4;135.0;-30.0;-440.0;0
1007.0;938.0;-6;64.0;28.0;-442.0;-3
1004.0;934.0;-7;239.0;140.0;-411.0;-2
?;926.0;3;524.0;360.0;-430.0;3
?;928.0;5;571.0;441.0;-410.0;2
?;939.0;4;276.0;324.0;-420.0;7
?;930.0;5;172.0;190.0;-422.0;6
?;931.0;-1;172.0;?;-426.0;-2
?;933.0;-1;127.0;?;-411.0;0
?;923.0;5;101.0;?;-416.0;3
?;?;4;129.0;?;-419.0;0
?;?;-4;181.0;219.0;-438.0;-2
?;?;-5;209.0;277.0;-407.0;1
?;?;3;180.0;267.0;-420.0;-3
?;?;8;193.0;245.0;-412.0;-4
999.0;?;2;188.0;163.0;-405.0;1
998.0;?;-3;173.0;146.0;-388.0;-4
966.0;?;0;123.0;142.0;-417.0;-3
945.0;?;3;116.0;171.0;-411.0;2
959.0;?;-1;139.0;201.0;-410.0;0
971.0;?;-1;140.0;202.0;-390.0;0
1008.0;929.0;5;?;203.0;-403.0;-2
981.0;906.0;?;?;204.0;-421.0;-3
993.0;923.0;?;?;183.0;-416.0;-3
983.0;928.0;?;?;168.0;-410.0;?
999.0;918.0;?;?;169.0;-386.0;?
978.0;931.0;?;?;158.0;-394.0;?
974.0;916.0;?;?;188.0;-404.0;-3
979.0;926.0;?;140.0;199.0;-418.0;-4
980.0;933.0;?;142.0;206.0;-414.0;-5
962.0;948.0;-7;152.0;187.0;-401.0;0
969.0;909.0;-4;149.0;184.0;-420.0;-5
979.0;928.0;0;139.0;168.0;-412.0;-8
1007.0;937.0;-4;147.0;175.0;-400.0;4
974.0;935.0;-2;163.0;154.0;-419.0;0
963.0;914.0;0;141.0;184.0;-400.0;-5
969.0;908.0;-6;176.0;172.0;-390.0;-2
973.0;923.0;0;149.0;157.0;-391.0;-2
993.0;919.0;6;?;192.0;-388.0;1
980.0;908.0;-4;?;198.0;-397.0;-4
985.0;924.0;?;?;199.0;-402.0;1
984.0;927.0;?;?;189.0;-381.0;1
1000.0;915.0;?;?;179.0;-406.0;-8
968.0;909.0;?;?;168.0;-394.0;-3
980.0;937.0;?;181.0;199.0;-410.0;1
976.0;912.0;?;159.0;207.0;-401.0;?
974.0;915.0;?;151.0;196.0;-402.0;?
989.0;936.0;?;153.0;187.0;-389.0;?
989.0;927.0;?;176.0;188.0;-415.0;?
988.0;898.0;-2;163.0;189.0;-412.0;?
980.0;921.0;-3;169.0;202.0;-400.0;?
988.0;922.0;0;152.0;187.0;-390.0;?
977.0;908.0;-2;135.0;181.0;?;?
978.0;921.0;1;158.0;199.0;?;?
979.0;931.0;1;140.0;214.0;?;-1
973.0;932.0;2;149.0;188.0;-409.0;-2
976.0;904.0;12;151.0;206.0;-408.0;5
988.0;900.0;5;159.0;183.0;-377.0;-3
967.0;916.0;-2;162.0;186.0;-398.0;-2
984.0;915.0;1;142.0;188.0;-398.0;-1
988.0;926.0;2;152.0;198.0;-401.0;-9
997.0;925.0;8;170.0;208.0;-398.0;-2
975.0;937.0;5;150.0;207.0;-401.0;-1
968.0;910.0;1;151.0;196.0;-398.0;-4
989.0;918.0;4;152.0;183.0;-409.0;1
989.0;926.0;2;163.0;181.0;-401.0;0
997.0;918.0;-1;160.0;185.0;-400.0;-2
988.0;930.0;5;162.0;180.0;-389.0;0
987.0;949.0;3;160.0;194.0;-392.0;1
977.0;924.0;-4;163.0;200.0;-410.0;1
979.0;910.0;-2;154.0;185.0;-397.0;4
975.0;914.0;4;156.0;181.0;?;0
964.0;911.0;8;163.0;198.0;?;-2
963.0;917.0;7;159.0;197.0;?;-2
979.0;923.0;-2;172.0;199.0;?;-3
998.0;920.0;-3;152.0;179.0;?;3
983.0;924.0;1;161.0;198.0;?;5
978.0;920.0;1;162.0;197.0;?;-2
978.0;917.0;1;180.0;199.0;?;-3
980.0;909.0;1;157.0;209.0;?;-3
970.0;917.0;2;151.0;205.0;?;-4
989.0;926.0;0;152.0;197.0;?;3
?;898.0;0;164.0;196.0;?;10
?;922.0;1;155.0;184.0;?;6
?;923.0;1;154.0;196.0;?;2
?;921.0;1;168.0;191.0;-415.0;5
?;923.0;0;172.0;194.0;-431.0;7
?;922.0;0;165.0;198.0;-444.0;5
?;941.0;2;152.0;206.0;-428.0;9
?;925.0;4;158.0;201.0;-408.0;3
?;915.0;0;170.0;189.0;-405.0;4
972.0;920.0;-3;171.0;178.0;-407.0;12
981.0;909.0;1;161.0;198.0;-423.0;0
992.0;914.0;7;151.0;208.0;-381.0;3
979.0;932.0;6;153.0;197.0;-416.0;-14
988.0;948.0;16;?;201.0;-442.0;1
989.0;883.0;12;?;206.0;-438.0;-5
979.0;869.0;-19;?;200.0;-460.0;-12
970.0;895.0;23;?;207.0;-470.0;20
969.0;848.0;293;?;195.0;-476.0;-3
959.0;879.0;580;?;200.0;-443.0;335
964.0;913.0;-13;174.0;?;-485.0;392
984.0;944.0;-624;177.0;?;-511.0;-213
983.0;875.0;-170;158.0;?;-553.0;-242
966.0;794.0;109;146.0;?;-523.0;98
991.0;802.0;87;169.0;?;-551.0;68
963.0;924.0;29;?;?;-524.0;-27
965.0;997.0;-113;?;?;-595.0;-19
978.0;930.0;-8;?;206.0;-601.0;-7
959.0;911.0;10;?;246.0;-614.0;11
968.0;938.0;-6;?;188.0;-628.0;12
977.0;894.0;24;?;222.0;-623.0;7
988.0;906.0;-5;?;229.0;-650.0;5
989.0;889.0;-10;?;251.0;-659.0;-7
979.0;911.0;-4;?;245.0;-679.0;-1
979.0;970.0;-2;193.0;265.0;-664.0;-1
992.0;982.0;-8;192.0;266.0;-712.0;2
991.0;982.0;-6;216.0;303.0;-694.0;-1
966.0;1021.0;-10;249.0;348.0;-675.0;-8
969.0;1003.0;-9;265.0;405.0;-678.0;-7
976.0;998.0;8;251.0;?;-703.0;-6
988.0;1004.0;8;253.0;?;-702.0;1
972.0;1008.0;?;241.0;?;-708.0;3
989.0;1019.0;?;218.0;?;-686.0;-1
973.0;1027.0;?;124.0;?;-681.0;-1
982.0;1008.0;?;151.0;?;-708.0;-5
977.0;1011.0;?;152.0;?;-700.0;-7
951.0;1007.0;?;267.0;?;-709.0;-3
969.0;1011.0;-5;377.0;?;-700.0;-4
970.0;1034.0;2;199.0;?;-710.0;-1
988.0;1024.0;2;-229.0;?;-701.0;3
969.0;1034.0;-3;-113.0;400.0;-731.0;2
970.0;1021.0;0;266.0;642.0;-716.0;4
?;1014.0;4;23.0;471.0;-691.0;3
?;1026.0;-5;-17.0;312.0;-671.0;-8
?;1016.0;-9;102.0;227.0;-696.0;-11
?;1024.0;0;287.0;171.0;-701.0;-2
?;1040.0;3;292.0;148.0;-687.0;1
?;?;-2;272.0;162.0;-659.0;-3
963.0;?;-4;236.0;163.0;-667.0;-5
985.0;?;-3;230.0;206.0;-665.0;-7
1023.0;?;-8;221.0;178.0;-655.0;-8
985.0;?;-5;283.0;128.0;-692.0;-8
985.0;?;0;251.0;115.0;-710.0;-2
990.0;?;0;248.0;76.0;-701.0;9
798.0;?;7;336.0;116.0;-690.0;5
900.0;?;3;302.0;162.0;-657.0;0
1020.0;1046.0;-3;320.0;154.0;-634.0;1
1106.0;1070.0;4;310.0;125.0;-673.0;0
?;1033.0;4;274.0;134.0;-665.0;0
944.0;987.0;2;266.0;?;-641.0;0
1001.0;990.0;0;294.0;?;-634.0;0
993.0;990.0;-2;279.0;?;-646.0;2
961.0;1012.0;1;286.0;?;-598.0;?
958.0;1030.0;0;247.0;?;-606.0;?
951.0;998.0;2;241.0;?;-553.0;?
977.0;992.0;7;239.0;?;-619.0;?
988.0;1006.0;0;329.0;?;-595.0;?
1004.0;1023.0;2;329.0;?;-647.0;?
983.0;1010.0;-17;303.0;?;-628.0;?
995.0;1002.0;17;291.0;?;-572.0;?
990.0;1007.0;?;240.0;?;-510.0;?
979.0;956.0;?;266.0;87.0;-526.0;?
979.0;920.0;204;278.0;118.0;-442.0;?
976.0;799.0;-93;305.0;109.0;-444.0;?
974.0;1069.0;-412;271.0;101.0;-438.0;?
1000.0;1101.0;-77;240.0;109.0;-480.0;?
?;795.0;?;247.0;78.0;-517.0;?
?;747.0;?;203.0;62.0;-512.0;?
?;812.0;?;171.0;?;-463.0;?
?;931.0;?;226.0;118.0;-448.0;?
?;914.0;?;314.0;207.0;-399.0;?
?;921.0;?;406.0;272.0;-379.0;?
?;904.0;?;375.0;250.0;-408.0;206
980.0;871.0;?;270.0;157.0;-417.0;70
984.0;855.0;?;242.0;107.0;-430.0;41
1015.0;848.0;?;239.0;75.0;-430.0;68
?;851.0;?;233.0;62.0;-440.0;134
?;840.0;?;239.0;101.0;-441.0;67
?;860.0;?;231.0;136.0;-451.0;-201
?;881.0;?;222.0;135.0;-485.0;-443
?;895.0;?;196.0;125.0;-564.0;-872
?;865.0;?;221.0;120.0;-559.0;-922
?;907.0;-1621;195.0;129.0;-718.0;-1106
?;939.0;-855;263.0;86.0;-792.0;-386
?;968.0;382;252.0;205.0;-618.0;917
?;1015.0;-257;317.0;317.0;-546.0;114
?;1403.0;-815;307.0;606.0;-614.0;-110
?;1427.0;-242;512.0;792.0;?;230
988.0;905.0;?;414.0;896.0;?;-241
987.0;706.0;?;463.0;285.0;?;-113
997.0;716.0;?;908.0;-227.0;?;-113
981.0;925.0;?;569.0;-239.0;?;-66
987.0;1019.0;?;-235.0;-3.0;?;46
1007.0;1043.0;?;63.0;157.0;?;-10
998.0;917.0;?;183.0;194.0;?;9
996.0;810.0;?;163.0;170.0;?;-42
992.0;840.0;?;170.0;138.0;-356.0;-20
991.0;887.0;?;163.0;213.0;-365.0;-11
985.0;838.0;?;-23.0;326.0;-433.0;-34
987.0;856.0;?;-23.0;396.0;-528.0;-18
973.0;889.0;?;6.0;415.0;-485.0;-10
966.0;864.0;?;-9.0;394.0;-582.0;-15
968.0;992.0;-17;-33.0;298.0;-870.0;-19
939.0;1092.0;93;-19.0;174.0;-625.0;11
1061.0;1048.0;216;-13.0;142.0;-582.0;32
1170.0;1202.0;241;20.0;401.0;-614.0;-56
1236.0;1430.0;470;78.0;675.0;-618.0;9
817.0;1332.0;335;176.0;554.0;-630.0;288
939.0;873.0;281;374.0;745.0;-606.0;299
935.0;467.0;1387;868.0;1279.0;-544.0;185
920.0;690.0;1313;532.0;?;?;344
953.0;1112.0;585;-9.0;?;?;419
916.0;1179.0;947;212.0;?;?;254
923.0;937.0;802;294.0;?;?;-78
?;779.0;474;141.0;?;?;-534
984.0;732.0;545;23.0;?;?;-693
972.0;780.0;393;55.0;?;?;-533
936.0;783.0;526;338.0;?;?;-678
889.0;740.0;?;338.0;?;?;-353
?;706.0;?;546.0;?;?;-311
?;774.0;?;330.0;295.0;?;-258
?;887.0;?;?;96.0;?;1215
?;1158.0;?;?;?;?;-316
?;1233.0;?;?;?;?;-1508
?;1117.0;?;?;?;?;-80
?;1401.0;-1148;?;?;-648.0;-647
?;1334.0;122;130.0;?;-534.0;-199
?;762.0;95;285.0;-22.0;-433.0;251
?;689.0;-1;387.0;163.0;-524.0;-177
?;1102.0;99;496.0;144.0;-493.0;169
955.0;1119.0;92;477.0;251.0;-402.0;58
973.0;829.0;139;505.0;116.0;-418.0;68
1054.0;727.0;102;305.0;1298.0;-421.0;64
983.0;825.0;62;591.0;-61.0;-404.0;33
978.0;855.0;99;184.0;-35.0;-426.0;74
954.0;894.0;68;-185.0;-10.0;-416.0;56
913.0;?;86;-493.0;-176.0;-436.0;80
934.0;?;67;-464.0;13.0;-526.0;68
937.0;?;80;-329.0;-167.0;-477.0;41
950.0;?;154;-132.0;-140.0;-885.0;-116
984.0;?;210;-101.0;-109.0;-787.0;-67
981.0;?;358;-105.0;-55.0;-663.0;-72
925.0;?;411;-90.0;-111.0;-657.0;-40
1012.0;?;636;-51.0;-244.0;-633.0;409
951.0;?;1067;-118.0;-197.0;-594.0;254
996.0;?;681;12.0;-120.0;?;-208
996.0;?;664;371.0;670.0;?;-234
1224.0;?;1411;780.0;968.0;?;-233
1210.0;?;1263;103.0;2409.0;?;-224
1589.0;?;683;1095.0;1542.0;?;-296
1396.0;?;459;462.0;-506.0;-360.0;-539
978.0;683.0;593;305.0;992.0;-374.0;-564
1082.0;633.0;355;-624.0;?;-391.0;-596
502.0;693.0;216;340.0;?;-397.0;-336
511.0;708.0;-372;-85.0;?;-490.0;-30
598.0;743.0;-1475;?;-63.0;-518.0;411
556.0;767.0;-1878;?;-73.0;-474.0;1721
516.0;889.0;-3744;?;-169.0;-681.0;1118
565.0;1152.0;-2718;?;?;-632.0;-736
663.0;1256.0;68;?;?;?;-665
717.0;1169.0;-656;444.0;?;?;69
944.0;1311.0;38;396.0;?;?;528
1195.0;1303.0;844;424.0;?;?;559
1054.0;906.0;57;501.0;?;-493.0;124
606.0;1039.0;17;305.0;?;-384.0;-65
834.0;1092.0;-32;445.0;?;-344.0;5
825.0;969.0;-22;503.0;?;-385.0;8
1707.0;788.0;14;481.0;243.0;-430.0;16
1324.0;651.0;-18;495.0;351.0;-378.0;3
753.0;732.0;-7;691.0;1159.0;-358.0;-13
1009.0;812.0;-4;520.0;1004.0;-410.0;16
1026.0;912.0;-8;228.0;270.0;-361.0;-7
988.0;874.0;0;54.0;35.0;-420.0;-24
922.0;833.0;3;-295.0;11.0;-441.0;-27
1109.0;829.0;12;-178.0;-268.0;-406.0;-22
953.0;914.0;52;-56.0;-220.0;-806.0;-75
969.0;1107.0;50;?;-253.0;-704.0;-124
1018.0;1266.0;59;?;-258.0;-660.0;-118
922.0;1322.0;60;?;-151.0;-786.0;-119
958.0;1547.0;38;?;-387.0;-511.0;-111
1011.0;1252.0;92;?;-360.0;-646.0;-135
952.0;665.0;-3;?;-653.0;-465.0;-87
1036.0;?;159;?;520.0;-371.0;-166
1086.0;?;575;?;637.0;-387.0;-206
1148.0;1102.0;635;?;2568.0;-372.0;39
1305.0;871.0;668;?;1166.0;-360.0;43
1900.0;671.0;309;?;-401.0;-370.0;189
1249.0;688.0;-349;?;378.0;-347.0;322
?;776.0;-466;?;163.0;-413.0;612
?;802.0;-794;?;-480.0;-484.0;770
?;?;-1981;?;-534.0;-523.0;1417
?;?;-2630;?;?;-546.0;2276
?;?;-1936;?;-116.0;-528.0;-297
494.0;?;-1338;?;?;-818.0;-927
485.0;?;378;?;?;-566.0;1562
447.0;?;-136;?;82.0;-666.0;330
562.0;?;-3681;?;130.0;-737.0;-1266
737.0;?;-2044;?;105.0;-611.0;?
1032.0;?;-40;?;79.0;-536.0;584
1536.0;?;-1023;?;59.0;-534.0;486
262.0;?;-485;?;61.0;-479.0;338
618.0;?;-592;411.0;7.0;-420.0;331
935.0;?;-984;373.0;109.0;-419.0;64
1579.0;?;-695;462.0;307.0;?;185
930.0;734.0;-620;541.0;911.0;?;331
689.0;938.0;-604;758.0;1945.0;?;?
1330.0;936.0;-573;750.0;243.0;?;?
945.0;878.0;-581;604.0;-169.0;?;?
1143.0;832.0;-578;-47.0;-140.0;?;?
956.0;803.0;-587;25.0;-294.0;?;?
966.0;823.0;-537;81.0;-386.0;?;?
1037.0;880.0;-538;65.0;-374.0;-1111.0;?
932.0;1096.0;-470;78.0;-402.0;-619.0;?
950.0;1179.0;-238;-25.0;-371.0;-691.0;?
927.0;1281.0;-171;-226.0;-298.0;-791.0;?
968.0;?;-550;-284.0;-446.0;-620.0;?
970.0;?;-1526;-426.0;-588.0;-629.0;?
964.0;745.0;-349;-399.0;-272.0;-420.0;?
1126.0;941.0;1469;410.0;1116.0;-399.0;?
1100.0;1305.0;794;-188.0;1831.0;-393.0;-206
1201.0;1074.0;607;458.0;1595.0;-446.0;374
1717.0;828.0;518;1645.0;335.0;-414.0;597
1637.0;695.0;30;232.0;-336.0;-388.0;507
1428.0;734.0;-105;-333.0;1317.0;-368.0;586
1395.0;829.0;-440;-158.0;-570.0;?;846
793.0;931.0;-573;459.0;-790.0;?;1002
557.0;?;-1284;-98.0;-280.0;?;957
402.0;?;?;379.0;-279.0;?;1153
412.0;?;?;260.0;-111.0;?;693
305.0;?;-1748;449.0;-69.0;?;-255
413.0;?;-1471;74.0;94.0;?;-1801
315.0;939.0;-856;259.0;120.0;?;-2716
670.0;887.0;2452;315.0;124.0;?;-66
571.0;876.0;?;377.0;97.0;?;?
1807.0;1485.0;?;428.0;-35.0;?;?
430.0;1928.0;?;363.0;-39.0;?;?
432.0;1485.0;?;301.0;89.0;?;?
786.0;843.0;?;421.0;224.0;?;?
1041.0;823.0;?;435.0;347.0;?;?
1708.0;1040.0;?;272.0;447.0;?;?
833.0;1029.0;-400;499.0;1259.0;?;?
1121.0;898.0;-612;813.0;2412.0;?;?
858.0;944.0;-555;1094.0;185.0;?;209
1283.0;1030.0;-536;604.0;-28.0;?;203
847.0;1032.0;-556;392.0;-1.0;?;212
1113.0;982.0;-525;176.0;-350.0;?;210
987.0;1049.0;-532;133.0;-342.0;?;224
1033.0;1062.0;-503;162.0;-383.0;?;201
1006.0;1034.0;-505;111.0;-331.0;?;206
935.0;971.0;-447;7.0;-305.0;?;185
980.0;918.0;-356;-37.0;-278.0;?;145
924.0;1016.0;-300;-26.0;-268.0;?;114
939.0;1082.0;-261;-285.0;-287.0;?;110
862.0;1056.0;-210;-352.0;-253.0;-512.0;112
1089.0;989.0;-143;-105.0;101.0;-440.0;63
1025.0;939.0;-90;-200.0;772.0;?;18
1065.0;946.0;-62;-200.0;1352.0;?;24
1571.0;994.0;-46;132.0;1473.0;?;33
1677.0;1050.0;-32;1123.0;?;?;19
1240.0;955.0;-20;?;?;?;11
1420.0;880.0;-21;?;?;?;11
909.0;850.0;-22;?;?;?;10
531.0;881.0;-18;?;?;?;18
513.0;978.0;-19;?;?;?;25
430.0;1021.0;-17;?;?;?;22
448.0;900.0;-19;?;?;?;23
450.0;875.0;-23;?;?;-482.0;18
638.0;941.0;?;?;?;?;5
668.0;1018.0;?;?;?;?;18
890.0;989.0;?;?;151.0;?;29
758.0;907.0;?;?;210.0;?;31
1080.0;903.0;?;?;181.0;?;27
686.0;944.0;?;?;136.0;?;24
588.0;956.0;?;?;154.0;?;35
510.0;946.0;-4;?;199.0;?;-2
971.0;915.0;-30;?;137.0;?;28
1753.0;913.0;-9;?;165.0;?;-9
1297.0;980.0;-43;?;76.0;?;-9
1756.0;997.0;-63;258.0;-33.0;?;31
296.0;951.0;10;208.0;-12.0;?;-41
1564.0;886.0;-274;247.0;2.0;-470.0;284
1009.0;843.0;-626;154.0;-26.0;-448.0;424
961.0;1008.0;-478;170.0;-98.0;-443.0;?
973.0;1081.0;-454;246.0;8.0;-474.0;230
968.0;929.0;-431;?;79.0;-478.0;377
950.0;815.0;-104;?;121.0;-485.0;-244
1010.0;792.0;145;?;112.0;-506.0;819
1008.0;791.0;1782;?;69.0;-531.0;177
970.0;839.0;1927;241.0;60.0;-536.0;-1328
?;951.0;-243;271.0;22.0;-520.0;-47
?;937.0;-61;216.0;159.0;-487.0;175
966.0;901.0;254;178.0;216.0;-491.0;-79
?;958.0;-156;193.0;110.0;-504.0;191
?;924.0;89;172.0;43.0;-490.0;-29
1015.0;855.0;-14;211.0;29.0;-491.0;62
991.0;868.0;12;250.0;26.0;-461.0;59
1030.0;927.0;55;299.0;74.0;-460.0;23
1012.0;908.0;17;300.0;138.0;-447.0;38
999.0;906.0;12;303.0;122.0;-446.0;33
1000.0;?;24;265.0;85.0;-478.0;10
955.0;938.0;13;251.0;21.0;-443.0;43
959.0;928.0;24;240.0;112.0;-457.0;46
976.0;919.0;70;201.0;210.0;-458.0;3
1015.0;937.0;-287;210.0;262.0;-462.0;295
1016.0;928.0;-582;219.0;376.0;-452.0;499
1005.0;910.0;-580;229.0;521.0;-456.0;447
974.0;908.0;-639;114.0;590.0;-454.0;491
962.0;937.0;-636;98.0;474.0;-459.0;488
989.0;916.0;-653;132.0;501.0;-497.0;478
1020.0;919.0;-685;286.0;416.0;-484.0;482
992.0;915.0;-677;269.0;383.0;-461.0;467
998.0;905.0;-682;201.0;364.0;-469.0;468
978.0;892.0;-667;253.0;464.0;?;455
983.0;893.0;-667;290.0;217.0;?;456
973.0;922.0;-676;-24.0;189.0;?;455
985.0;937.0;-681;129.0;30.0;?;456
972.0;905.0;-676;246.0;1367.0;?;452
987.0;903.0;-678;-68.0;252.0;?;456
963.0;908.0;-617;355.0;333.0;?;418
978.0;915.0;-494;287.0;253.0;?;326
952.0;910.0;-470;311.0;341.0;?;303
991.0;915.0;-485;326.0;340.0;?;313
999.0;?;-462;299.0;309.0;?;299
1031.0;?;-367;350.0;245.0;?;241
1011.0;?;-257;259.0;318.0;?;169
938.0;?;-255;176.0;426.0;?;168
894.0;?;-252;188.0;434.0;?;169
874.0;?;-249;254.0;340.0;-530.0;167
852.0;?;-226;305.0;?;-489.0;156
923.0;?;-152;288.0;?;-488.0;119
889.0;?;-129;303.0;?;-499.0;103
1287.0;?;-130;313.0;?;-541.0;101
893.0;?;-123;284.0;?;-550.0;117
1015.0;?;-125;251.0;?;-585.0;126
923.0;911.0;-123;280.0;?;-630.0;121
989.0;956.0;-123;264.0;?;-641.0;124
