InertialMeasurementUnit LUA magneticY;InertialMeasurementUnit BACK magneticZ;Accelerometer RUA_ accX;InertialMeasurementUnit RLA magneticX;InertialMeasurementUnit LLA magneticY;Accelerometer RWR accZ;InertialMeasurementUnit RUA magneticY
264.0;-318.0;898.0;-207.0;700.0;1008.0;-295.0
264.0;-314.0;946.0;-234.0;706.0;899.0;-321.0
265.0;-310.0;?;-255.0;713.0;913.0;-348.0
266.0;-307.0;?;-274.0;717.0;865.0;-364.0
265.0;-303.0;?;-282.0;720.0;929.0;-377.0
267.0;-301.0;?;-287.0;725.0;980.0;-382.0
268.0;-298.0;?;-292.0;727.0;1057.0;-381.0
269.0;-295.0;?;-296.0;729.0;893.0;-384.0
270.0;-296.0;?;-293.0;733.0;865.0;-388.0
273.0;-293.0;?;-295.0;735.0;844.0;-389.0
269.0;-293.0;?;-294.0;730.0;907.0;-389.0
266.0;-294.0;?;-287.0;729.0;841.0;-390.0
265.0;-292.0;?;-286.0;728.0;953.0;-391.0
260.0;-292.0;?;-279.0;725.0;1035.0;-396.0
257.0;-292.0;?;?;730.0;798.0;-399.0
252.0;-290.0;?;?;728.0;1082.0;-396.0
249.0;-291.0;?;?;723.0;1058.0;-397.0
243.0;-293.0;?;?;723.0;921.0;-398.0
242.0;-289.0;?;?;718.0;933.0;-389.0
241.0;-289.0;?;?;716.0;977.0;-377.0
244.0;-292.0;?;?;720.0;829.0;-362.0
243.0;-290.0;909.0;?;720.0;972.0;-344.0
243.0;-288.0;824.0;?;719.0;880.0;-335.0
240.0;-288.0;865.0;?;722.0;989.0;-333.0
240.0;-287.0;931.0;?;720.0;926.0;-333.0
238.0;-288.0;1001.0;?;713.0;874.0;-335.0
236.0;-288.0;982.0;?;712.0;920.0;-336.0
238.0;-286.0;931.0;-191.0;710.0;845.0;-332.0
238.0;-283.0;950.0;-189.0;710.0;1082.0;-326.0
238.0;-283.0;839.0;-184.0;716.0;759.0;-319.0
239.0;-286.0;865.0;-183.0;714.0;717.0;-314.0
237.0;?;863.0;-173.0;711.0;855.0;-313.0
233.0;?;989.0;-167.0;710.0;875.0;-313.0
232.0;?;941.0;-167.0;704.0;915.0;-316.0
228.0;?;830.0;-159.0;699.0;873.0;-321.0
222.0;?;831.0;-151.0;699.0;1039.0;-324.0
222.0;?;848.0;-147.0;696.0;982.0;-323.0
223.0;?;919.0;-140.0;694.0;?;-326.0
222.0;?;832.0;-139.0;701.0;?;-327.0
225.0;-283.0;908.0;-130.0;698.0;?;-334.0
221.0;-283.0;842.0;-113.0;694.0;?;-339.0
215.0;-283.0;854.0;-93.0;691.0;?;-341.0
212.0;-284.0;836.0;-79.0;683.0;?;-342.0
206.0;-281.0;834.0;-64.0;674.0;?;-342.0
200.0;-281.0;819.0;-41.0;671.0;?;-340.0
196.0;-278.0;878.0;-36.0;664.0;?;-339.0
195.0;-279.0;899.0;-33.0;654.0;?;-335.0
193.0;-276.0;721.0;-34.0;648.0;?;-334.0
189.0;-276.0;865.0;-36.0;638.0;?;-339.0
189.0;-276.0;814.0;-26.0;642.0;?;-340.0
194.0;-278.0;769.0;-10.0;655.0;?;-344.0
201.0;?;905.0;-6.0;671.0;1074.0;-349.0
206.0;?;807.0;-2.0;683.0;744.0;-355.0
206.0;?;854.0;-1.0;689.0;721.0;-360.0
204.0;?;722.0;-12.0;688.0;924.0;-372.0
198.0;?;838.0;-21.0;679.0;1151.0;-378.0
189.0;?;799.0;-25.0;674.0;739.0;-378.0
182.0;?;747.0;-34.0;668.0;775.0;-381.0
180.0;?;893.0;-36.0;667.0;918.0;-382.0
179.0;?;1073.0;-43.0;663.0;805.0;-383.0
180.0;?;766.0;-48.0;647.0;919.0;-383.0
179.0;?;776.0;-50.0;647.0;738.0;-382.0
186.0;?;893.0;-30.0;656.0;802.0;-375.0
194.0;-268.0;749.0;-11.0;666.0;1154.0;-370.0
202.0;-268.0;829.0;?;677.0;709.0;-369.0
211.0;-267.0;742.0;?;700.0;882.0;-367.0
214.0;-268.0;739.0;?;706.0;781.0;-371.0
208.0;-267.0;968.0;?;698.0;887.0;-373.0
204.0;-269.0;761.0;?;698.0;849.0;-376.0
196.0;-268.0;826.0;19.0;690.0;1058.0;-377.0
184.0;-267.0;768.0;18.0;676.0;1015.0;-376.0
174.0;-269.0;822.0;28.0;664.0;915.0;-369.0
166.0;-267.0;808.0;30.0;652.0;1104.0;-366.0
157.0;-268.0;856.0;24.0;636.0;997.0;-362.0
146.0;-270.0;904.0;28.0;627.0;848.0;-357.0
135.0;-269.0;815.0;27.0;618.0;943.0;-353.0
132.0;-271.0;927.0;37.0;612.0;941.0;-346.0
127.0;-271.0;918.0;47.0;612.0;932.0;-337.0
121.0;-271.0;858.0;57.0;607.0;1011.0;-329.0
113.0;-272.0;835.0;64.0;601.0;993.0;-320.0
112.0;-275.0;826.0;70.0;601.0;988.0;-311.0
108.0;-275.0;831.0;71.0;599.0;1002.0;-308.0
104.0;-277.0;842.0;67.0;598.0;976.0;-303.0
104.0;-279.0;853.0;69.0;602.0;954.0;-301.0
101.0;-280.0;855.0;65.0;599.0;926.0;-301.0
99.0;-282.0;836.0;68.0;596.0;984.0;-300.0
99.0;-282.0;846.0;79.0;?;918.0;-298.0
98.0;-280.0;852.0;83.0;?;1068.0;-296.0
98.0;-280.0;884.0;88.0;?;1019.0;-292.0
98.0;-279.0;869.0;99.0;?;981.0;-287.0
99.0;-277.0;860.0;101.0;?;1019.0;-281.0
98.0;-278.0;910.0;110.0;?;1049.0;-272.0
101.0;-276.0;884.0;118.0;?;981.0;-263.0
100.0;-275.0;882.0;119.0;?;1130.0;-254.0
99.0;-277.0;870.0;123.0;?;1127.0;-244.0
101.0;-278.0;926.0;131.0;?;1008.0;-237.0
101.0;-279.0;794.0;133.0;?;895.0;-231.0
99.0;-281.0;851.0;137.0;?;931.0;-229.0
96.0;-284.0;838.0;144.0;?;746.0;-226.0
96.0;-284.0;855.0;147.0;?;923.0;-220.0
93.0;-287.0;795.0;157.0;?;1030.0;-218.0
92.0;-291.0;774.0;161.0;?;1019.0;-213.0
95.0;-292.0;735.0;160.0;?;1050.0;-209.0
94.0;-296.0;858.0;150.0;?;936.0;-194.0
96.0;-301.0;913.0;134.0;?;908.0;-177.0
92.0;-306.0;936.0;111.0;?;989.0;-159.0
84.0;-312.0;976.0;99.0;638.0;832.0;-137.0
81.0;-319.0;977.0;93.0;645.0;918.0;-112.0
73.0;-327.0;911.0;92.0;647.0;769.0;-84.0
62.0;-335.0;1016.0;96.0;646.0;775.0;-53.0
54.0;-345.0;879.0;97.0;656.0;838.0;-22.0
48.0;-354.0;882.0;90.0;658.0;923.0;4.0
43.0;-364.0;782.0;87.0;666.0;976.0;27.0
38.0;-374.0;819.0;?;681.0;920.0;42.0
35.0;-380.0;831.0;?;698.0;946.0;54.0
42.0;-388.0;866.0;89.0;718.0;935.0;58.0
50.0;-394.0;879.0;93.0;745.0;929.0;63.0
70.0;-398.0;869.0;102.0;775.0;?;71.0
94.0;-401.0;873.0;119.0;818.0;?;77.0
122.0;-402.0;879.0;140.0;866.0;?;82.0
162.0;-400.0;853.0;159.0;897.0;953.0;87.0
200.0;-402.0;862.0;174.0;911.0;970.0;92.0
233.0;-403.0;853.0;181.0;923.0;988.0;95.0
259.0;-406.0;883.0;181.0;912.0;981.0;100.0
279.0;-408.0;912.0;179.0;896.0;940.0;101.0
292.0;-414.0;921.0;178.0;885.0;962.0;100.0
299.0;-416.0;932.0;170.0;868.0;910.0;?
306.0;-418.0;919.0;163.0;866.0;925.0;?
308.0;-416.0;891.0;158.0;872.0;1008.0;?
309.0;-411.0;917.0;147.0;865.0;976.0;?
299.0;?;903.0;139.0;866.0;1058.0;?
292.0;?;949.0;130.0;866.0;1038.0;?
281.0;?;1028.0;113.0;858.0;1049.0;?
266.0;?;973.0;93.0;850.0;1006.0;?
250.0;?;1005.0;76.0;843.0;975.0;?
232.0;?;1003.0;47.0;826.0;961.0;66.0
219.0;?;1007.0;28.0;809.0;961.0;60.0
207.0;?;958.0;9.0;792.0;984.0;52.0
195.0;?;921.0;-12.0;763.0;986.0;42.0
186.0;-357.0;901.0;-28.0;734.0;998.0;27.0
187.0;-340.0;900.0;-45.0;708.0;1007.0;7.0
193.0;-319.0;905.0;-69.0;678.0;987.0;?
204.0;-295.0;944.0;?;649.0;1052.0;?
215.0;-270.0;951.0;?;626.0;1073.0;?
234.0;-239.0;938.0;?;602.0;1051.0;?
257.0;-204.0;911.0;?;578.0;965.0;?
282.0;-171.0;960.0;?;558.0;855.0;?
308.0;-136.0;918.0;?;541.0;962.0;?
334.0;-103.0;846.0;?;525.0;902.0;?
364.0;-67.0;867.0;?;518.0;809.0;?
398.0;-26.0;770.0;?;510.0;928.0;?
432.0;9.0;737.0;?;509.0;897.0;?
461.0;40.0;770.0;?;508.0;959.0;?
493.0;75.0;672.0;-231.0;509.0;1051.0;?
?;?;725.0;-227.0;512.0;1012.0;?
?;?;678.0;-230.0;517.0;929.0;?
?;?;749.0;-231.0;521.0;912.0;-285.0
?;?;740.0;-226.0;520.0;870.0;-294.0
?;?;693.0;-217.0;524.0;857.0;-296.0
?;?;632.0;-200.0;524.0;825.0;-297.0
?;?;603.0;-176.0;?;782.0;-298.0
?;?;562.0;-150.0;?;851.0;-298.0
?;?;631.0;-128.0;?;?;-313.0
613.0;?;636.0;-113.0;?;?;-324.0
615.0;?;581.0;-100.0;526.0;?;-340.0
611.0;?;619.0;-95.0;527.0;?;-357.0
608.0;?;633.0;-94.0;530.0;?;-369.0
607.0;?;630.0;-102.0;535.0;?;-379.0
606.0;?;698.0;-115.0;540.0;?;-396.0
605.0;?;645.0;-127.0;550.0;?;-411.0
600.0;?;694.0;-137.0;559.0;?;-425.0
598.0;?;727.0;-149.0;564.0;?;-436.0
596.0;?;740.0;-160.0;567.0;?;-446.0
596.0;?;764.0;-170.0;570.0;?;-452.0
594.0;?;750.0;-181.0;571.0;?;-460.0
?;328.0;867.0;-188.0;?;968.0;?
?;329.0;983.0;-195.0;?;1034.0;?
?;335.0;899.0;-204.0;?;1048.0;?
?;341.0;722.0;-210.0;?;1079.0;?
?;346.0;717.0;-217.0;?;1032.0;?
?;353.0;867.0;-227.0;?;962.0;?
?;360.0;847.0;-231.0;?;943.0;?
?;365.0;795.0;-236.0;?;902.0;?
?;365.0;753.0;-245.0;?;873.0;?
?;365.0;758.0;-255.0;?;?;?
?;365.0;777.0;-266.0;?;?;?
?;376.0;765.0;-279.0;?;?;-551.0
548.0;385.0;824.0;-298.0;?;?;-566.0
541.0;387.0;?;?;?;?;-582.0
532.0;390.0;814.0;?;576.0;?;-598.0
521.0;394.0;800.0;?;578.0;?;-608.0
516.0;397.0;794.0;?;574.0;?;-619.0
511.0;398.0;797.0;?;574.0;822.0;-626.0
505.0;401.0;796.0;?;569.0;846.0;-633.0
498.0;404.0;714.0;?;565.0;878.0;-641.0
494.0;411.0;714.0;?;560.0;972.0;-644.0
486.0;418.0;811.0;?;554.0;979.0;-646.0
481.0;425.0;766.0;?;549.0;889.0;-648.0
477.0;432.0;742.0;?;540.0;874.0;-647.0
474.0;438.0;857.0;-460.0;535.0;914.0;-644.0
472.0;444.0;772.0;-467.0;525.0;909.0;-639.0
474.0;454.0;649.0;-470.0;515.0;855.0;-635.0
474.0;460.0;610.0;-469.0;510.0;817.0;-631.0
479.0;463.0;728.0;-469.0;506.0;838.0;-628.0
481.0;462.0;750.0;-471.0;504.0;836.0;-624.0
491.0;465.0;673.0;-475.0;499.0;834.0;-618.0
496.0;464.0;655.0;-475.0;495.0;833.0;-615.0
504.0;461.0;624.0;-476.0;491.0;651.0;-613.0
512.0;456.0;637.0;-479.0;488.0;865.0;-614.0
518.0;?;612.0;-477.0;483.0;800.0;-613.0
521.0;?;570.0;-478.0;479.0;776.0;-612.0
523.0;?;445.0;-473.0;479.0;802.0;-610.0
527.0;442.0;513.0;-469.0;476.0;793.0;-603.0
529.0;439.0;658.0;-465.0;470.0;775.0;-600.0
530.0;438.0;605.0;-461.0;467.0;863.0;-594.0
530.0;432.0;565.0;-458.0;459.0;808.0;-590.0
529.0;433.0;583.0;-457.0;456.0;797.0;-588.0
529.0;433.0;593.0;-454.0;449.0;864.0;-586.0
?;433.0;616.0;-453.0;441.0;962.0;-588.0
?;433.0;658.0;-448.0;436.0;920.0;?
?;436.0;?;-442.0;429.0;726.0;?
?;437.0;?;-438.0;420.0;789.0;-584.0
?;438.0;492.0;-438.0;413.0;725.0;-583.0
523.0;438.0;454.0;-436.0;406.0;679.0;-585.0
526.0;440.0;408.0;-436.0;399.0;710.0;-589.0
532.0;442.0;520.0;-433.0;393.0;913.0;-591.0
539.0;442.0;672.0;-433.0;388.0;877.0;-595.0
547.0;443.0;664.0;-435.0;381.0;952.0;-596.0
551.0;446.0;727.0;-443.0;376.0;939.0;-605.0
560.0;447.0;925.0;-453.0;371.0;892.0;-616.0
568.0;450.0;995.0;-468.0;369.0;865.0;-631.0
575.0;452.0;983.0;-482.0;358.0;971.0;-644.0
584.0;453.0;916.0;-495.0;352.0;?;-656.0
592.0;453.0;873.0;-513.0;344.0;?;-667.0
602.0;453.0;871.0;-528.0;333.0;?;-670.0
611.0;449.0;921.0;-538.0;327.0;?;-668.0
620.0;447.0;921.0;-540.0;317.0;?;-661.0
628.0;444.0;932.0;-531.0;311.0;?;-648.0
636.0;440.0;953.0;-523.0;304.0;1048.0;-635.0
641.0;434.0;922.0;-517.0;297.0;1034.0;-626.0
646.0;426.0;901.0;-510.0;297.0;1032.0;-611.0
646.0;415.0;931.0;-503.0;?;948.0;?
649.0;404.0;927.0;?;?;978.0;?
649.0;392.0;829.0;?;?;962.0;?
?;381.0;836.0;?;?;950.0;?
?;369.0;783.0;?;?;951.0;?
?;361.0;828.0;?;?;961.0;?
?;355.0;799.0;?;?;1009.0;?
?;347.0;798.0;?;?;918.0;?
?;343.0;818.0;?;?;934.0;?
?;337.0;822.0;?;?;866.0;?
?;336.0;843.0;?;325.0;964.0;?
?;335.0;851.0;?;325.0;917.0;?
?;335.0;823.0;-499.0;322.0;975.0;-596.0
655.0;334.0;807.0;-506.0;?;953.0;?
653.0;335.0;818.0;-511.0;312.0;989.0;?
652.0;335.0;828.0;-521.0;309.0;1112.0;?
652.0;333.0;801.0;-525.0;305.0;1019.0;?
650.0;331.0;784.0;-527.0;301.0;1004.0;?
651.0;?;751.0;-527.0;297.0;955.0;-610.0
649.0;?;879.0;-526.0;296.0;1067.0;-612.0
648.0;?;856.0;-522.0;295.0;975.0;-613.0
649.0;?;812.0;-514.0;302.0;945.0;-615.0
649.0;?;?;-510.0;305.0;927.0;-617.0
648.0;?;?;-504.0;304.0;918.0;-615.0
646.0;?;?;-503.0;306.0;943.0;-615.0
646.0;?;?;-502.0;305.0;900.0;-616.0
646.0;?;?;-502.0;304.0;933.0;-618.0
646.0;?;?;-502.0;303.0;877.0;-617.0
648.0;?;?;-501.0;303.0;998.0;-619.0
646.0;?;?;-501.0;303.0;949.0;-621.0
648.0;?;?;-502.0;303.0;921.0;-623.0
647.0;?;?;-504.0;300.0;937.0;-627.0
648.0;?;?;-509.0;307.0;957.0;-631.0
649.0;?;?;-512.0;313.0;956.0;-639.0
653.0;?;?;-519.0;326.0;946.0;-643.0
651.0;?;?;-522.0;345.0;965.0;-650.0
650.0;?;?;-522.0;368.0;995.0;-657.0
647.0;?;755.0;-522.0;395.0;960.0;-663.0
641.0;?;759.0;-523.0;416.0;972.0;-669.0
632.0;?;780.0;-527.0;444.0;963.0;-679.0
618.0;?;705.0;-525.0;478.0;889.0;-686.0
603.0;?;698.0;-523.0;516.0;967.0;-689.0
582.0;?;678.0;-524.0;564.0;?;-693.0
559.0;?;702.0;-517.0;606.0;?;-697.0
529.0;?;594.0;-515.0;644.0;?;-700.0
502.0;?;660.0;-510.0;668.0;?;-703.0
480.0;?;632.0;-503.0;680.0;?;-703.0
459.0;?;648.0;-497.0;?;?;-705.0
439.0;?;602.0;-491.0;?;?;-705.0
422.0;?;700.0;-483.0;671.0;?;-703.0
408.0;?;734.0;-482.0;660.0;?;-702.0
398.0;?;679.0;-479.0;652.0;?;-702.0
386.0;?;748.0;-474.0;643.0;?;?
378.0;?;669.0;-468.0;635.0;?;?
373.0;135.0;635.0;-458.0;628.0;?;?
368.0;132.0;603.0;-457.0;626.0;?;?
363.0;131.0;551.0;-459.0;630.0;?;?
363.0;130.0;506.0;-457.0;633.0;748.0;?
?;131.0;446.0;-454.0;635.0;656.0;?
?;132.0;430.0;-451.0;640.0;644.0;?
?;137.0;334.0;-450.0;647.0;897.0;?
?;140.0;369.0;-445.0;654.0;835.0;-699.0
?;145.0;388.0;-444.0;659.0;835.0;-700.0
?;152.0;451.0;-441.0;664.0;848.0;-700.0
?;158.0;615.0;-440.0;668.0;795.0;-700.0
?;167.0;548.0;-438.0;671.0;852.0;-699.0
?;177.0;413.0;-431.0;676.0;791.0;-697.0
?;191.0;453.0;-428.0;678.0;789.0;-691.0
?;202.0;477.0;?;683.0;773.0;-688.0
?;217.0;487.0;?;685.0;875.0;-680.0
?;228.0;490.0;?;683.0;863.0;-673.0
?;238.0;476.0;-388.0;?;787.0;-662.0
?;244.0;411.0;-369.0;?;809.0;-648.0
?;251.0;425.0;-349.0;?;809.0;-632.0
428.0;260.0;397.0;-323.0;674.0;790.0;-615.0
434.0;?;346.0;-297.0;678.0;808.0;-602.0
440.0;?;333.0;-266.0;677.0;886.0;-589.0
?;?;341.0;-234.0;671.0;849.0;-577.0
?;?;?;-201.0;663.0;822.0;-565.0
?;?;?;-170.0;651.0;845.0;-552.0
?;?;?;?;?;845.0;-545.0
?;?;?;?;?;829.0;-536.0
?;?;?;?;?;728.0;-529.0
?;?;?;?;?;635.0;-525.0
?;?;?;?;?;586.0;-524.0
?;?;?;?;?;569.0;-523.0
?;?;475.0;?;491.0;?;-523.0
?;?;338.0;?;458.0;?;-522.0
?;?;294.0;?;439.0;?;-515.0
439.0;381.0;218.0;?;428.0;?;-508.0
428.0;384.0;213.0;?;434.0;?;-503.0
415.0;386.0;252.0;-224.0;440.0;?;-503.0
402.0;388.0;230.0;-246.0;443.0;?;-504.0
405.0;392.0;257.0;-267.0;464.0;?;-508.0
419.0;394.0;326.0;-283.0;488.0;?;-517.0
429.0;395.0;322.0;-300.0;500.0;?;-518.0
440.0;398.0;386.0;-313.0;511.0;?;-516.0
449.0;400.0;427.0;-322.0;511.0;970.0;-514.0
448.0;404.0;478.0;-327.0;507.0;922.0;-516.0
446.0;401.0;537.0;-334.0;504.0;977.0;-516.0
444.0;401.0;552.0;-336.0;505.0;923.0;-517.0
443.0;401.0;624.0;-338.0;501.0;917.0;-515.0
433.0;396.0;625.0;-342.0;499.0;936.0;-517.0
430.0;392.0;589.0;-342.0;498.0;889.0;-517.0
424.0;390.0;610.0;-343.0;493.0;907.0;-519.0
426.0;389.0;610.0;-343.0;494.0;928.0;-518.0
432.0;385.0;620.0;-345.0;502.0;779.0;-519.0
439.0;384.0;570.0;-344.0;501.0;964.0;-522.0
442.0;381.0;574.0;-341.0;501.0;941.0;?
444.0;377.0;577.0;-328.0;493.0;917.0;-525.0
446.0;375.0;533.0;-316.0;481.0;947.0;-523.0
447.0;376.0;598.0;-301.0;467.0;1005.0;-522.0
451.0;378.0;601.0;-281.0;450.0;993.0;-520.0
456.0;378.0;617.0;-265.0;428.0;937.0;-517.0
458.0;383.0;720.0;-251.0;406.0;1011.0;-517.0
463.0;383.0;729.0;-243.0;386.0;982.0;-517.0
467.0;385.0;753.0;-235.0;366.0;1086.0;-519.0
471.0;386.0;827.0;-231.0;346.0;982.0;-518.0
474.0;?;874.0;-229.0;325.0;1012.0;-518.0
472.0;?;932.0;-229.0;305.0;1024.0;-518.0
476.0;?;922.0;-231.0;288.0;1047.0;-523.0
480.0;?;975.0;?;?;1093.0;-526.0
478.0;?;940.0;?;255.0;1060.0;-535.0
474.0;?;993.0;?;241.0;941.0;-550.0
473.0;420.0;1034.0;?;229.0;980.0;-561.0
469.0;425.0;1021.0;?;221.0;946.0;-570.0
460.0;429.0;1077.0;?;213.0;935.0;-575.0
450.0;432.0;1030.0;?;208.0;927.0;-582.0
?;438.0;1102.0;?;?;903.0;-585.0
419.0;442.0;1094.0;?;?;857.0;-595.0
406.0;445.0;967.0;?;?;881.0;-599.0
396.0;448.0;1046.0;?;?;812.0;-606.0
388.0;452.0;1030.0;?;?;805.0;-609.0
372.0;451.0;1025.0;?;?;807.0;-615.0
354.0;455.0;1035.0;?;?;833.0;-618.0
341.0;455.0;1015.0;-334.0;343.0;821.0;-622.0
329.0;456.0;982.0;-335.0;389.0;759.0;-625.0
321.0;456.0;978.0;-333.0;440.0;743.0;-628.0
316.0;457.0;979.0;-329.0;492.0;727.0;-630.0
312.0;456.0;940.0;-327.0;539.0;713.0;-628.0
310.0;458.0;935.0;-321.0;568.0;?;-627.0
307.0;462.0;899.0;-314.0;574.0;?;-625.0
309.0;463.0;897.0;-306.0;571.0;?;?
321.0;466.0;894.0;-295.0;557.0;518.0;?
333.0;471.0;832.0;-286.0;533.0;497.0;?
345.0;475.0;775.0;-272.0;545.0;501.0;?
360.0;477.0;787.0;-262.0;571.0;493.0;?
379.0;478.0;750.0;-250.0;596.0;461.0;?
393.0;480.0;689.0;-235.0;611.0;469.0;?
?;479.0;653.0;-215.0;624.0;516.0;?
?;481.0;684.0;-198.0;626.0;454.0;?
?;480.0;644.0;-186.0;618.0;442.0;?
?;480.0;655.0;-172.0;620.0;473.0;?
?;478.0;677.0;-160.0;621.0;431.0;?
?;481.0;678.0;-150.0;627.0;458.0;?
?;479.0;638.0;-141.0;627.0;490.0;?
?;482.0;630.0;-130.0;624.0;439.0;?
?;482.0;617.0;-122.0;625.0;466.0;?
?;481.0;627.0;-116.0;622.0;421.0;-494.0
?;480.0;648.0;-111.0;621.0;417.0;-489.0
?;482.0;618.0;?;620.0;408.0;-482.0
404.0;483.0;609.0;?;618.0;453.0;-476.0
401.0;484.0;590.0;?;618.0;454.0;-472.0
402.0;484.0;605.0;?;616.0;451.0;-469.0
396.0;487.0;597.0;?;616.0;459.0;-464.0
396.0;487.0;602.0;-75.0;616.0;471.0;-460.0
394.0;486.0;612.0;-69.0;613.0;?;-455.0
391.0;487.0;624.0;-64.0;612.0;?;-454.0
391.0;488.0;640.0;-61.0;612.0;?;-453.0
387.0;487.0;621.0;-64.0;608.0;?;-451.0
384.0;489.0;611.0;-60.0;608.0;?;-450.0
383.0;488.0;619.0;-58.0;605.0;?;-450.0
383.0;488.0;?;-60.0;602.0;?;-451.0
378.0;487.0;?;-57.0;600.0;?;-451.0
374.0;489.0;605.0;-59.0;598.0;?;-452.0
372.0;489.0;620.0;-58.0;595.0;?;-452.0
368.0;491.0;604.0;-57.0;593.0;?;-450.0
369.0;490.0;600.0;-56.0;592.0;417.0;-450.0
369.0;489.0;604.0;-57.0;593.0;403.0;-450.0
367.0;489.0;614.0;-57.0;?;403.0;-449.0
369.0;488.0;596.0;-56.0;?;436.0;-451.0
369.0;487.0;596.0;-56.0;?;431.0;-449.0
371.0;490.0;597.0;-55.0;?;409.0;-448.0
373.0;490.0;579.0;-56.0;?;408.0;-450.0
373.0;488.0;599.0;-57.0;?;399.0;-448.0
374.0;488.0;592.0;-57.0;?;399.0;-448.0
377.0;488.0;591.0;?;?;?;?
379.0;489.0;580.0;?;?;?;?
378.0;488.0;570.0;?;602.0;?;?
?;489.0;565.0;?;599.0;?;?
379.0;489.0;580.0;?;598.0;?;?
379.0;489.0;571.0;?;599.0;?;?
379.0;490.0;583.0;?;599.0;?;?
380.0;490.0;582.0;?;599.0;?;?
379.0;488.0;595.0;?;601.0;?;?
379.0;490.0;581.0;?;600.0;?;?
?;491.0;589.0;?;602.0;?;?
?;490.0;572.0;?;604.0;?;?
?;490.0;557.0;?;600.0;?;?
?;491.0;578.0;?;602.0;?;?
?;490.0;589.0;-53.0;601.0;377.0;?
?;489.0;583.0;-52.0;602.0;395.0;?
?;491.0;552.0;-53.0;602.0;404.0;?
?;489.0;572.0;-53.0;601.0;393.0;?
?;489.0;563.0;-55.0;601.0;400.0;?
381.0;488.0;582.0;-53.0;600.0;370.0;?
379.0;489.0;569.0;-53.0;602.0;356.0;?
379.0;488.0;574.0;-52.0;601.0;378.0;?
378.0;488.0;585.0;-52.0;599.0;407.0;-446.0
378.0;486.0;587.0;-53.0;600.0;382.0;-443.0
378.0;487.0;577.0;-53.0;599.0;367.0;-446.0
379.0;487.0;562.0;-54.0;599.0;381.0;-446.0
376.0;487.0;579.0;-53.0;600.0;384.0;-445.0
376.0;488.0;589.0;-53.0;600.0;375.0;-445.0
376.0;487.0;571.0;-53.0;598.0;381.0;-445.0
374.0;487.0;573.0;-51.0;600.0;383.0;-445.0
375.0;486.0;571.0;-52.0;598.0;345.0;-445.0
376.0;486.0;581.0;-52.0;598.0;375.0;-446.0
376.0;487.0;581.0;-52.0;600.0;376.0;-445.0
374.0;487.0;589.0;-52.0;598.0;364.0;-447.0
376.0;485.0;?;-53.0;597.0;375.0;-445.0
375.0;487.0;?;-53.0;598.0;386.0;-445.0
376.0;485.0;?;-51.0;598.0;368.0;-446.0
?;485.0;?;-51.0;598.0;346.0;-446.0
?;487.0;?;-51.0;599.0;360.0;-442.0
?;485.0;?;-49.0;601.0;370.0;-443.0
?;487.0;569.0;-48.0;601.0;338.0;-443.0
?;488.0;566.0;-47.0;601.0;375.0;-441.0
?;487.0;560.0;-47.0;602.0;390.0;-440.0
?;485.0;558.0;-47.0;601.0;350.0;-439.0
?;486.0;541.0;-47.0;601.0;325.0;-439.0
?;486.0;560.0;-44.0;600.0;364.0;-438.0
377.0;486.0;?;-44.0;598.0;318.0;-436.0
376.0;487.0;?;-43.0;599.0;337.0;-438.0
376.0;485.0;?;-43.0;600.0;330.0;-439.0
377.0;485.0;?;-42.0;599.0;299.0;-438.0
374.0;486.0;?;-40.0;597.0;342.0;-436.0
374.0;486.0;?;-40.0;597.0;328.0;-438.0
372.0;484.0;?;-41.0;596.0;326.0;-438.0
371.0;486.0;?;?;595.0;317.0;-437.0
370.0;484.0;?;?;592.0;360.0;-437.0
371.0;485.0;?;?;594.0;374.0;-436.0
371.0;485.0;?;?;594.0;349.0;-436.0
370.0;484.0;?;?;592.0;318.0;-438.0
368.0;481.0;?;?;590.0;304.0;-437.0
367.0;479.0;?;?;590.0;325.0;-438.0
367.0;478.0;?;?;590.0;309.0;-440.0
364.0;475.0;556.0;?;589.0;318.0;-438.0
361.0;474.0;543.0;?;586.0;421.0;-439.0
356.0;470.0;560.0;?;580.0;423.0;-441.0
350.0;470.0;562.0;-37.0;574.0;544.0;-440.0
348.0;469.0;545.0;-35.0;571.0;584.0;-440.0
347.0;469.0;594.0;-35.0;570.0;670.0;-440.0
346.0;470.0;619.0;-35.0;572.0;682.0;-440.0
344.0;471.0;696.0;-39.0;571.0;762.0;-440.0
343.0;474.0;748.0;-46.0;571.0;806.0;-441.0
341.0;477.0;803.0;-51.0;568.0;908.0;?
339.0;480.0;842.0;-63.0;567.0;995.0;?
341.0;485.0;973.0;-83.0;565.0;1018.0;?
346.0;?;1033.0;-111.0;565.0;1003.0;?
?;?;1089.0;-141.0;566.0;997.0;?
?;?;?;-163.0;566.0;994.0;?
?;?;?;-195.0;568.0;966.0;?
?;?;?;-233.0;569.0;993.0;?
?;?;?;-277.0;573.0;912.0;?
?;513.0;?;?;577.0;893.0;?
?;515.0;?;?;584.0;862.0;?
?;521.0;?;?;588.0;894.0;?
?;529.0;?;?;594.0;875.0;?
?;537.0;1027.0;?;600.0;853.0;?
?;542.0;1006.0;?;610.0;805.0;?
460.0;545.0;980.0;?;623.0;768.0;-672.0
