Accelerometer LUA^ accY;Accelerometer LUA_ accZ;Accelerometer LUA_ accY;InertialMeasurementUnit LUA accY;Accelerometer LWR accY;Accelerometer LH accY;InertialMeasurementUnit LLA accX;InertialMeasurementUnit LLA accY;InertialMeasurementUnit LUA accX
862.0;424.0;925.0;-232.0;856.0;1015.0;-850.0;-317.0;-818.0
716.0;275.0;876.0;-133.0;999.0;992.0;-880.0;-224.0;-796.0
1092.0;300.0;1201.0;-392.0;1017.0;1297.0;-787.0;-430.0;-762.0
863.0;290.0;1028.0;-280.0;986.0;1115.0;-898.0;-394.0;-837.0
984.0;311.0;973.0;-171.0;904.0;1062.0;-987.0;-355.0;-997.0
942.0;312.0;962.0;-164.0;859.0;1072.0;-991.0;-370.0;-995.0
873.0;433.0;919.0;-173.0;857.0;1054.0;-876.0;-340.0;-820.0
886.0;262.0;1019.0;-324.0;968.0;1025.0;-851.0;-409.0;-791.0
960.0;486.0;953.0;-232.0;887.0;996.0;-930.0;-354.0;-928.0
979.0;456.0;915.0;-218.0;890.0;1007.0;-926.0;-352.0;-924.0
873.0;591.0;838.0;-286.0;704.0;828.0;-866.0;-505.0;-914.0
869.0;282.0;1008.0;-282.0;902.0;1052.0;-798.0;-432.0;-730.0
838.0;294.0;994.0;-171.0;887.0;1065.0;-843.0;-437.0;-762.0
840.0;309.0;1012.0;-124.0;868.0;1061.0;-931.0;-339.0;-862.0
846.0;291.0;933.0;-118.0;896.0;1095.0;-970.0;-283.0;-885.0
889.0;345.0;1082.0;-219.0;1014.0;959.0;-808.0;-372.0;-778.0
882.0;582.0;838.0;-278.0;705.0;822.0;-865.0;-501.0;-916.0
872.0;301.0;952.0;-162.0;830.0;1000.0;-980.0;-347.0;-989.0
876.0;299.0;934.0;-108.0;832.0;918.0;-1004.0;-392.0;-1001.0
924.0;297.0;977.0;-137.0;869.0;916.0;-1040.0;-453.0;-1015.0
768.0;593.0;835.0;-352.0;576.0;652.0;-914.0;-525.0;-970.0
941.0;274.0;959.0;-152.0;926.0;937.0;-1048.0;-183.0;-1007.0
1039.0;300.0;919.0;-228.0;863.0;843.0;-992.0;-247.0;-949.0
1018.0;312.0;966.0;-258.0;805.0;899.0;-1007.0;-285.0;-973.0
948.0;336.0;1031.0;-256.0;819.0;1006.0;-1011.0;-282.0;-956.0
967.0;328.0;997.0;-202.0;876.0;922.0;-1011.0;-426.0;-997.0
861.0;572.0;845.0;-257.0;703.0;829.0;-872.0;-492.0;-915.0
869.0;574.0;832.0;-288.0;727.0;822.0;-863.0;-500.0;-914.0
881.0;537.0;860.0;-239.0;729.0;808.0;-881.0;-500.0;-920.0
907.0;363.0;1009.0;-236.0;855.0;1057.0;-1007.0;-276.0;-959.0
848.0;231.0;920.0;-346.0;735.0;735.0;-1102.0;-637.0;-1073.0
940.0;330.0;976.0;-263.0;846.0;948.0;-999.0;-394.0;-997.0
921.0;369.0;973.0;-273.0;854.0;950.0;-982.0;-344.0;-976.0
714.0;-5.0;955.0;-327.0;682.0;843.0;-781.0;-537.0;-1026.0
963.0;396.0;929.0;-135.0;911.0;1009.0;-909.0;-140.0;-916.0
950.0;408.0;928.0;-43.0;922.0;1027.0;-927.0;-109.0;-923.0
866.0;565.0;866.0;-212.0;690.0;819.0;-883.0;-528.0;-921.0
897.0;371.0;986.0;-277.0;879.0;1050.0;-1099.0;-268.0;-1086.0
963.0;402.0;901.0;-18.0;924.0;1029.0;-977.0;-149.0;-972.0
711.0;388.0;841.0;-118.0;781.0;923.0;-775.0;-221.0;-751.0
948.0;366.0;947.0;-177.0;872.0;1013.0;-1124.0;-374.0;-1077.0
991.0;428.0;880.0;-48.0;914.0;1005.0;-1028.0;-136.0;-1031.0
958.0;408.0;857.0;-83.0;924.0;1057.0;-996.0;-120.0;-1029.0
822.0;431.0;1009.0;-181.0;984.0;1210.0;-887.0;-274.0;-826.0
792.0;403.0;902.0;-232.0;1039.0;1242.0;-857.0;-351.0;-813.0
665.0;360.0;852.0;-148.0;775.0;1030.0;-754.0;-191.0;-736.0
882.0;548.0;868.0;-226.0;701.0;813.0;-886.0;-465.0;-921.0
749.0;424.0;780.0;34.0;729.0;854.0;-986.0;-95.0;-905.0
971.0;386.0;931.0;-130.0;855.0;1019.0;-918.0;-354.0;-904.0
882.0;242.0;845.0;26.0;805.0;856.0;-1329.0;-211.0;-1215.0
892.0;534.0;878.0;-221.0;718.0;827.0;-888.0;-502.0;-917.0
1001.0;620.0;886.0;-214.0;879.0;1150.0;-973.0;-290.0;-1001.0
1062.0;660.0;792.0;-160.0;790.0;1022.0;-960.0;-232.0;-1002.0
1050.0;394.0;982.0;-303.0;867.0;1138.0;-828.0;-392.0;-809.0
917.0;380.0;1004.0;-144.0;958.0;1071.0;-1048.0;-260.0;-1009.0
1329.0;272.0;729.0;-156.0;889.0;963.0;-1412.0;-442.0;-1321.0
916.0;324.0;1022.0;-299.0;1020.0;1097.0;-885.0;-286.0;-918.0
897.0;365.0;1000.0;-277.0;995.0;1142.0;-860.0;-266.0;-902.0
745.0;343.0;731.0;-77.0;700.0;863.0;-901.0;-192.0;-851.0
783.0;441.0;908.0;-127.0;912.0;1243.0;-886.0;-225.0;-831.0
873.0;381.0;957.0;-200.0;1000.0;1137.0;-866.0;-269.0;-884.0
875.0;372.0;1087.0;-232.0;545.0;943.0;-916.0;-315.0;-885.0
903.0;366.0;1058.0;-242.0;682.0;780.0;-913.0;-358.0;-867.0
816.0;372.0;871.0;-215.0;795.0;960.0;-927.0;-264.0;-876.0
945.0;335.0;960.0;-252.0;910.0;1022.0;-978.0;-426.0;-964.0
931.0;406.0;982.0;-245.0;834.0;743.0;-952.0;-408.0;-885.0
954.0;321.0;963.0;-188.0;905.0;997.0;-911.0;-245.0;-928.0
955.0;429.0;938.0;-252.0;1003.0;903.0;-981.0;-382.0;-910.0
1008.0;235.0;1014.0;-282.0;871.0;950.0;-962.0;-383.0;-966.0
980.0;451.0;831.0;-137.0;910.0;1314.0;-1037.0;-336.0;-1077.0
1088.0;297.0;1050.0;-254.0;906.0;933.0;-1019.0;-334.0;-1031.0
1008.0;448.0;936.0;-111.0;1294.0;1279.0;-1034.0;-256.0;-824.0
1083.0;364.0;1048.0;-198.0;949.0;965.0;-1003.0;-290.0;-1026.0
882.0;534.0;867.0;-231.0;730.0;807.0;-883.0;-499.0;-925.0
987.0;293.0;818.0;-308.0;644.0;714.0;-917.0;-388.0;-966.0
886.0;550.0;849.0;-222.0;721.0;826.0;-888.0;-518.0;-929.0
889.0;344.0;866.0;-260.0;754.0;864.0;-964.0;-399.0;-912.0
888.0;244.0;1003.0;-306.0;876.0;941.0;-870.0;-499.0;-840.0
945.0;455.0;905.0;-205.0;887.0;1045.0;-903.0;-332.0;-901.0
884.0;198.0;907.0;-159.0;860.0;901.0;-745.0;-142.0;-891.0
697.0;304.0;896.0;-328.0;824.0;803.0;-835.0;-525.0;-801.0
921.0;416.0;905.0;-207.0;881.0;1064.0;-891.0;-334.0;-886.0
806.0;344.0;853.0;-55.0;861.0;1114.0;-584.0;-156.0;-538.0
940.0;429.0;904.0;-243.0;867.0;1054.0;-907.0;-358.0;-897.0
874.0;463.0;904.0;-269.0;824.0;987.0;-929.0;-386.0;-930.0
884.0;445.0;904.0;-259.0;810.0;987.0;-935.0;-372.0;-935.0
786.0;223.0;1076.0;-341.0;771.0;761.0;-1021.0;-349.0;-967.0
919.0;250.0;1051.0;-245.0;1008.0;1077.0;-852.0;-331.0;-776.0
978.0;300.0;1001.0;-227.0;971.0;1088.0;-879.0;-317.0;-819.0
914.0;307.0;1002.0;-142.0;977.0;1135.0;-973.0;-319.0;-930.0
936.0;387.0;1068.0;-159.0;974.0;956.0;-961.0;-318.0;-925.0
899.0;363.0;934.0;-173.0;815.0;924.0;-960.0;-386.0;-918.0
912.0;398.0;887.0;-161.0;818.0;920.0;-978.0;-431.0;-922.0
927.0;362.0;881.0;-107.0;812.0;975.0;-962.0;-400.0;-910.0
1005.0;355.0;922.0;-133.0;868.0;1013.0;-1001.0;-307.0;-980.0
960.0;281.0;965.0;-176.0;903.0;992.0;-977.0;-270.0;-968.0
921.0;381.0;919.0;-46.0;846.0;1060.0;-974.0;-197.0;-915.0
1061.0;283.0;1429.0;-290.0;1269.0;1557.0;-1095.0;-425.0;-1045.0
871.0;264.0;1072.0;-192.0;1016.0;1130.0;-921.0;-244.0;-871.0
838.0;245.0;1079.0;-263.0;1078.0;1100.0;-891.0;-296.0;-823.0
975.0;269.0;1031.0;-183.0;954.0;1034.0;-915.0;-378.0;-852.0
969.0;280.0;1011.0;-138.0;927.0;1029.0;-931.0;-362.0;-862.0
926.0;288.0;953.0;-134.0;904.0;1030.0;-1007.0;-328.0;-951.0
917.0;295.0;1008.0;-263.0;901.0;1051.0;-1123.0;-274.0;-992.0
893.0;466.0;923.0;-264.0;827.0;986.0;-933.0;-376.0;-934.0
883.0;455.0;915.0;-258.0;822.0;994.0;-934.0;-372.0;-932.0
1012.0;381.0;928.0;-52.0;833.0;1044.0;-1058.0;-224.0;-1043.0
950.0;288.0;943.0;-108.0;839.0;1022.0;-978.0;-221.0;-984.0
915.0;229.0;1048.0;-126.0;862.0;988.0;-949.0;-226.0;-961.0
962.0;313.0;991.0;-145.0;942.0;1037.0;-970.0;-265.0;-1005.0
1047.0;363.0;1012.0;-149.0;943.0;1079.0;-950.0;-262.0;-973.0
1204.0;425.0;1320.0;-246.0;1055.0;1092.0;-970.0;-246.0;-972.0
1072.0;406.0;1101.0;-167.0;951.0;1120.0;-952.0;-261.0;-973.0
979.0;399.0;1023.0;-157.0;1038.0;1077.0;-993.0;-258.0;-1013.0
946.0;392.0;968.0;-160.0;1013.0;1133.0;-998.0;-266.0;-1013.0
913.0;447.0;869.0;-249.0;849.0;1104.0;-901.0;-374.0;-912.0
984.0;307.0;1119.0;-116.0;969.0;936.0;-956.0;-211.0;-971.0
902.0;371.0;861.0;-296.0;807.0;1023.0;-898.0;-390.0;-906.0
995.0;250.0;1001.0;-101.0;1031.0;1015.0;-960.0;-217.0;-975.0
965.0;269.0;904.0;-45.0;909.0;965.0;-957.0;-254.0;-928.0
973.0;304.0;851.0;-91.0;847.0;918.0;-958.0;-275.0;-916.0
937.0;333.0;743.0;-73.0;741.0;951.0;-1043.0;-299.0;-990.0
916.0;403.0;760.0;-27.0;786.0;996.0;-1082.0;-273.0;-1019.0
915.0;366.0;897.0;-274.0;784.0;946.0;-902.0;-376.0;-917.0
940.0;379.0;937.0;-229.0;791.0;906.0;-963.0;-462.0;-959.0
929.0;415.0;857.0;-197.0;941.0;1214.0;-908.0;-372.0;-848.0
902.0;430.0;855.0;-276.0;883.0;1134.0;-757.0;-445.0;-715.0
902.0;440.0;886.0;-290.0;836.0;1052.0;-784.0;-452.0;-728.0
914.0;441.0;926.0;-260.0;857.0;997.0;-932.0;-381.0;-935.0
878.0;414.0;925.0;-253.0;860.0;987.0;-930.0;-379.0;-936.0
893.0;406.0;930.0;-252.0;843.0;1019.0;-926.0;-353.0;-939.0
955.0;232.0;980.0;-117.0;942.0;1123.0;-962.0;-239.0;-978.0
846.0;344.0;903.0;-196.0;852.0;979.0;-955.0;-284.0;-865.0
819.0;326.0;926.0;-136.0;877.0;1008.0;-988.0;-313.0;-897.0
816.0;301.0;941.0;-69.0;885.0;1033.0;-977.0;-284.0;-886.0
807.0;319.0;968.0;-89.0;933.0;1032.0;-944.0;-238.0;-853.0
937.0;313.0;998.0;-167.0;901.0;1017.0;-981.0;-327.0;-970.0
952.0;330.0;986.0;-159.0;889.0;1007.0;-975.0;-331.0;-959.0
975.0;345.0;969.0;-152.0;876.0;997.0;-967.0;-321.0;-958.0
931.0;344.0;953.0;-159.0;901.0;1037.0;-983.0;-332.0;-977.0
912.0;338.0;958.0;-161.0;897.0;1041.0;-969.0;-329.0;-964.0
911.0;342.0;963.0;-157.0;914.0;1049.0;-959.0;-317.0;-951.0
911.0;321.0;961.0;-173.0;904.0;1022.0;-951.0;-316.0;-944.0
932.0;339.0;971.0;-184.0;895.0;1003.0;-952.0;-326.0;-942.0
937.0;340.0;952.0;-191.0;883.0;1003.0;-952.0;-317.0;-944.0
914.0;363.0;943.0;-172.0;888.0;1007.0;-973.0;-286.0;-964.0
901.0;333.0;933.0;-175.0;882.0;1028.0;-973.0;-283.0;-961.0
917.0;351.0;947.0;-177.0;898.0;1021.0;-961.0;-283.0;-950.0
925.0;351.0;956.0;-187.0;904.0;1005.0;-948.0;-278.0;-946.0
926.0;339.0;983.0;-200.0;908.0;1025.0;-952.0;-279.0;-951.0
917.0;330.0;955.0;-206.0;876.0;1048.0;-951.0;-291.0;-955.0
923.0;318.0;950.0;-202.0;891.0;1117.0;-957.0;-288.0;-957.0
917.0;362.0;996.0;-200.0;971.0;1119.0;-957.0;-284.0;-954.0
947.0;363.0;1078.0;-191.0;998.0;1045.0;-960.0;-292.0;-955.0
798.0;382.0;920.0;-213.0;862.0;977.0;-959.0;-249.0;-869.0
823.0;387.0;918.0;-241.0;831.0;960.0;-945.0;-281.0;-850.0
814.0;392.0;873.0;-249.0;829.0;995.0;-910.0;-303.0;-823.0
788.0;359.0;889.0;-212.0;854.0;1050.0;-914.0;-317.0;-825.0
816.0;301.0;991.0;-229.0;930.0;977.0;-921.0;-350.0;-824.0
827.0;311.0;943.0;-249.0;887.0;996.0;-894.0;-363.0;-817.0
825.0;309.0;951.0;-216.0;879.0;1014.0;-882.0;-364.0;-802.0
843.0;290.0;946.0;-133.0;887.0;1008.0;-911.0;-329.0;-819.0
864.0;293.0;969.0;-117.0;901.0;1016.0;-934.0;-285.0;-847.0
845.0;335.0;921.0;-115.0;903.0;1041.0;-950.0;-275.0;-866.0
827.0;354.0;951.0;-138.0;910.0;1051.0;-958.0;-277.0;-880.0
923.0;341.0;947.0;-97.0;908.0;1033.0;-987.0;-296.0;-961.0
908.0;387.0;943.0;-217.0;861.0;1007.0;-938.0;-311.0;-931.0
904.0;383.0;944.0;-235.0;882.0;1004.0;-946.0;-324.0;-939.0
879.0;374.0;952.0;-230.0;872.0;1007.0;-953.0;-344.0;-939.0
912.0;282.0;1049.0;-141.0;932.0;1021.0;-988.0;-245.0;-1007.0
932.0;291.0;1028.0;-135.0;987.0;983.0;-998.0;-249.0;-1023.0
835.0;283.0;1041.0;51.0;967.0;1074.0;-995.0;-167.0;-846.0
898.0;285.0;996.0;-22.0;947.0;1031.0;-963.0;-224.0;-842.0
868.0;275.0;988.0;-139.0;935.0;1023.0;-957.0;-269.0;-892.0
866.0;289.0;973.0;-128.0;915.0;1030.0;-942.0;-285.0;-883.0
876.0;299.0;912.0;-124.0;871.0;1076.0;-960.0;-271.0;-902.0
908.0;321.0;952.0;-130.0;929.0;1096.0;-953.0;-266.0;-899.0
853.0;421.0;903.0;-283.0;822.0;1019.0;-877.0;-442.0;-817.0
890.0;409.0;921.0;-268.0;858.0;1046.0;-875.0;-413.0;-829.0
862.0;389.0;933.0;-293.0;869.0;1029.0;-879.0;-391.0;-856.0
840.0;398.0;943.0;-296.0;896.0;1070.0;-921.0;-414.0;-900.0
842.0;398.0;963.0;-283.0;913.0;1075.0;-907.0;-435.0;-887.0
863.0;408.0;983.0;-314.0;918.0;1088.0;-885.0;-408.0;-869.0
856.0;409.0;986.0;-306.0;893.0;1083.0;-884.0;-415.0;-867.0
874.0;402.0;955.0;-269.0;934.0;1062.0;-910.0;-385.0;-883.0
904.0;398.0;957.0;-250.0;897.0;1034.0;-930.0;-370.0;-898.0
861.0;321.0;998.0;-156.0;941.0;1067.0;-940.0;-284.0;-897.0
893.0;311.0;981.0;-154.0;931.0;1087.0;-942.0;-260.0;-902.0
888.0;313.0;993.0;-141.0;952.0;1065.0;-944.0;-271.0;-897.0
873.0;340.0;1007.0;-120.0;937.0;1062.0;-950.0;-264.0;-901.0
864.0;400.0;946.0;-134.0;914.0;1105.0;-994.0;-251.0;-959.0
893.0;403.0;945.0;-141.0;840.0;1029.0;-943.0;-338.0;-889.0
923.0;385.0;974.0;-169.0;883.0;1052.0;-940.0;-311.0;-899.0
870.0;353.0;963.0;-210.0;927.0;1080.0;-946.0;-326.0;-918.0
881.0;327.0;1016.0;-204.0;943.0;1055.0;-963.0;-359.0;-936.0
911.0;324.0;1019.0;-208.0;925.0;1072.0;-953.0;-349.0;-932.0
893.0;394.0;941.0;-221.0;867.0;1005.0;-943.0;-314.0;-944.0
899.0;418.0;926.0;-246.0;855.0;998.0;-919.0;-357.0;-937.0
876.0;451.0;924.0;-256.0;853.0;1019.0;-930.0;-357.0;-937.0
919.0;316.0;1025.0;-229.0;945.0;972.0;-944.0;-325.0;-948.0
887.0;338.0;954.0;-161.0;876.0;1002.0;-929.0;-295.0;-864.0
846.0;331.0;924.0;-160.0;889.0;998.0;-945.0;-294.0;-878.0
873.0;350.0;925.0;-158.0;884.0;1032.0;-958.0;-305.0;-894.0
871.0;335.0;933.0;-161.0;886.0;1034.0;-957.0;-303.0;-891.0
786.0;292.0;870.0;-151.0;818.0;855.0;-945.0;8.0;-897.0
791.0;335.0;820.0;-387.0;751.0;912.0;-1002.0;-102.0;-960.0
819.0;383.0;772.0;-338.0;764.0;1015.0;-944.0;-266.0;-879.0
793.0;437.0;836.0;-154.0;837.0;1159.0;-897.0;-306.0;-826.0
825.0;456.0;1041.0;-329.0;1035.0;1061.0;-896.0;-417.0;-911.0
882.0;424.0;904.0;-261.0;840.0;1017.0;-931.0;-363.0;-945.0
909.0;444.0;936.0;-272.0;846.0;1024.0;-928.0;-394.0;-935.0
910.0;452.0;916.0;-284.0;842.0;1000.0;-937.0;-398.0;-941.0
904.0;446.0;927.0;-255.0;845.0;982.0;-936.0;-382.0;-942.0
871.0;446.0;993.0;-310.0;960.0;1152.0;-902.0;-420.0;-908.0
883.0;436.0;921.0;-258.0;867.0;989.0;-928.0;-360.0;-941.0
892.0;410.0;910.0;-259.0;858.0;985.0;-932.0;-361.0;-939.0
901.0;414.0;956.0;-262.0;807.0;989.0;-856.0;-419.0;-812.0
875.0;408.0;922.0;-254.0;849.0;1021.0;-931.0;-362.0;-938.0
897.0;374.0;968.0;-184.0;784.0;962.0;-905.0;-363.0;-875.0
911.0;415.0;924.0;-253.0;840.0;1054.0;-931.0;-371.0;-940.0
891.0;421.0;944.0;-276.0;841.0;1025.0;-926.0;-396.0;-939.0
912.0;439.0;925.0;-267.0;834.0;1009.0;-926.0;-406.0;-935.0
1075.0;407.0;855.0;76.0;706.0;868.0;-970.0;-344.0;-963.0
988.0;377.0;880.0;-8.0;708.0;914.0;-937.0;-319.0;-1014.0
886.0;446.0;928.0;-290.0;908.0;1149.0;-905.0;-400.0;-911.0
806.0;646.0;780.0;-225.0;565.0;479.0;-781.0;-554.0;-905.0
825.0;581.0;847.0;-215.0;643.0;403.0;-846.0;-487.0;-907.0
885.0;449.0;937.0;-258.0;860.0;1042.0;-927.0;-390.0;-945.0
883.0;444.0;914.0;-253.0;849.0;1044.0;-938.0;-370.0;-950.0
854.0;448.0;888.0;-277.0;800.0;959.0;-897.0;-363.0;-904.0
855.0;461.0;882.0;-267.0;818.0;971.0;-921.0;-355.0;-924.0
792.0;536.0;882.0;-265.0;878.0;1115.0;-804.0;-235.0;-783.0
785.0;546.0;781.0;-229.0;811.0;1063.0;-847.0;-327.0;-798.0
959.0;513.0;953.0;-258.0;866.0;1110.0;-848.0;-439.0;-893.0
828.0;216.0;945.0;-266.0;577.0;1008.0;-979.0;-545.0;-944.0
916.0;500.0;969.0;-255.0;866.0;1063.0;-891.0;-419.0;-941.0
874.0;528.0;945.0;-275.0;872.0;1061.0;-957.0;-415.0;-1006.0
880.0;527.0;950.0;-285.0;844.0;1055.0;-951.0;-350.0;-1019.0
898.0;497.0;903.0;-243.0;795.0;1044.0;-909.0;-294.0;-975.0
955.0;506.0;893.0;-182.0;785.0;988.0;-910.0;-306.0;-970.0
873.0;444.0;933.0;-259.0;834.0;990.0;-932.0;-371.0;-932.0
1139.0;383.0;970.0;-230.0;1072.0;1117.0;-806.0;-336.0;-803.0
948.0;577.0;846.0;-177.0;838.0;552.0;-877.0;-484.0;-1021.0
885.0;531.0;780.0;-233.0;749.0;730.0;-900.0;-453.0;-985.0
890.0;544.0;838.0;-145.0;685.0;857.0;-905.0;-345.0;-963.0
901.0;414.0;803.0;-176.0;725.0;849.0;-823.0;-395.0;-961.0
977.0;434.0;936.0;-329.0;794.0;759.0;-611.0;-581.0;-872.0
866.0;578.0;812.0;-179.0;676.0;1181.0;-951.0;-586.0;-967.0
921.0;528.0;1061.0;-637.0;731.0;683.0;-413.0;-556.0;-849.0
958.0;343.0;924.0;-139.0;972.0;718.0;-607.0;-493.0;-921.0
909.0;544.0;849.0;-176.0;688.0;967.0;-854.0;-521.0;-952.0
985.0;397.0;895.0;-114.0;702.0;683.0;-762.0;-346.0;-1023.0
994.0;601.0;923.0;-123.0;682.0;1045.0;-725.0;-262.0;-974.0
1000.0;318.0;894.0;-299.0;1008.0;1089.0;-1236.0;-249.0;-1212.0
996.0;329.0;932.0;-259.0;913.0;1120.0;-946.0;-304.0;-1107.0
995.0;364.0;934.0;-190.0;907.0;1089.0;-900.0;-399.0;-1111.0
1051.0;288.0;914.0;-148.0;933.0;1088.0;-827.0;-228.0;-1058.0
1036.0;244.0;926.0;-224.0;922.0;1084.0;-732.0;-163.0;-958.0
1074.0;382.0;1054.0;-107.0;941.0;926.0;-773.0;-159.0;-1017.0
790.0;212.0;869.0;-176.0;873.0;1129.0;-1212.0;-339.0;-1135.0
811.0;265.0;891.0;-293.0;749.0;974.0;-1428.0;-407.0;-1323.0
764.0;231.0;974.0;-149.0;678.0;791.0;-751.0;-90.0;-781.0
777.0;335.0;855.0;-38.0;913.0;966.0;-1067.0;-439.0;-1206.0
1068.0;540.0;852.0;8.0;827.0;914.0;-664.0;-137.0;-950.0
730.0;340.0;871.0;-276.0;818.0;741.0;-712.0;-120.0;-725.0
983.0;592.0;970.0;-263.0;921.0;1162.0;-740.0;-471.0;-736.0
980.0;405.0;753.0;165.0;630.0;825.0;-1132.0;-150.0;-1003.0
918.0;453.0;935.0;-52.0;802.0;769.0;-730.0;-37.0;-1001.0
766.0;467.0;1366.0;-301.0;1176.0;1060.0;-815.0;-420.0;-793.0
984.0;357.0;853.0;15.0;987.0;1168.0;-1053.0;-314.0;-1099.0
715.0;439.0;805.0;-21.0;698.0;879.0;-948.0;-25.0;-912.0
805.0;844.0;533.0;-419.0;302.0;475.0;-596.0;-848.0;-856.0
710.0;443.0;948.0;-242.0;836.0;1205.0;-714.0;-394.0;-698.0
498.0;985.0;-173.0;-802.0;-359.0;-5.0;199.0;-954.0;-578.0
803.0;225.0;892.0;-211.0;689.0;760.0;-1107.0;-242.0;-1101.0
893.0;329.0;1081.0;-330.0;836.0;1151.0;-1067.0;-456.0;-1053.0
595.0;215.0;883.0;-78.0;853.0;945.0;-961.0;-454.0;-706.0
314.0;15.0;985.0;-25.0;959.0;998.0;-1056.0;-293.0;-551.0
529.0;460.0;725.0;-133.0;738.0;646.0;-767.0;-331.0;-773.0
689.0;398.0;1102.0;-324.0;928.0;1179.0;-682.0;-433.0;-666.0
755.0;400.0;753.0;77.0;688.0;892.0;-1201.0;-121.0;-1045.0
1338.0;429.0;442.0;-190.0;314.0;453.0;-1370.0;-502.0;-1489.0
771.0;87.0;970.0;-13.0;967.0;1065.0;-906.0;-91.0;-743.0
799.0;301.0;937.0;-214.0;1325.0;915.0;-763.0;-194.0;-872.0
938.0;603.0;789.0;-63.0;679.0;980.0;-970.0;-305.0;-1210.0
705.0;242.0;900.0;-268.0;959.0;1089.0;-920.0;-620.0;-875.0
799.0;295.0;1154.0;-298.0;691.0;884.0;-1077.0;-410.0;-1068.0
1016.0;350.0;1118.0;28.0;1153.0;1210.0;-1037.0;-47.0;-1054.0
759.0;69.0;999.0;337.0;961.0;1017.0;-1008.0;-44.0;-739.0
534.0;988.0;-162.0;-778.0;-368.0;-370.0;116.0;-999.0;-611.0
810.0;281.0;923.0;273.0;764.0;637.0;-887.0;-171.0;-844.0
913.0;245.0;1010.0;-17.0;995.0;1037.0;-1188.0;-295.0;-1131.0
857.0;291.0;809.0;-243.0;805.0;821.0;-1285.0;-231.0;-1289.0
752.0;335.0;1025.0;-239.0;1025.0;1174.0;-845.0;-167.0;-941.0
915.0;492.0;976.0;-180.0;1056.0;1431.0;-996.0;-261.0;-842.0
613.0;660.0;862.0;-16.0;736.0;785.0;-694.0;-334.0;-955.0
832.0;697.0;640.0;-183.0;252.0;338.0;-503.0;-613.0;-829.0
768.0;437.0;1261.0;-149.0;1165.0;1480.0;-706.0;-166.0;-768.0
721.0;210.0;1198.0;-359.0;1254.0;1129.0;-786.0;-443.0;-709.0
750.0;385.0;640.0;16.0;613.0;781.0;-1036.0;-129.0;-956.0
1043.0;568.0;999.0;-316.0;872.0;921.0;-628.0;-229.0;-1010.0
861.0;392.0;872.0;146.0;828.0;1056.0;-827.0;-190.0;-717.0
971.0;565.0;649.0;-53.0;685.0;844.0;-1020.0;-772.0;-1175.0
960.0;422.0;1252.0;-283.0;585.0;1186.0;-850.0;-361.0;-880.0
921.0;404.0;1150.0;-191.0;499.0;984.0;-948.0;-361.0;-965.0
749.0;278.0;951.0;-194.0;622.0;740.0;-758.0;-77.0;-908.0
893.0;226.0;942.0;-417.0;960.0;1047.0;-916.0;-594.0;-822.0
996.0;347.0;648.0;129.0;590.0;658.0;-1287.0;-157.0;-1040.0
1147.0;639.0;810.0;-154.0;788.0;1106.0;-902.0;-392.0;-1075.0
1130.0;250.0;1086.0;-346.0;945.0;1015.0;-814.0;-279.0;-858.0
701.0;408.0;932.0;-358.0;868.0;1339.0;-799.0;-336.0;-810.0
479.0;456.0;875.0;7.0;859.0;780.0;-785.0;-392.0;-745.0
626.0;616.0;417.0;-473.0;777.0;1690.0;-983.0;-404.0;-652.0
1161.0;260.0;1223.0;-218.0;1277.0;1211.0;-1144.0;-338.0;-1140.0
874.0;322.0;1016.0;-24.0;1091.0;1131.0;-1149.0;-237.0;-990.0
1101.0;199.0;956.0;-267.0;1057.0;1145.0;-895.0;-564.0;-868.0
1185.0;293.0;1013.0;-273.0;1017.0;1006.0;-1201.0;-249.0;-1139.0
980.0;187.0;838.0;258.0;895.0;1052.0;-988.0;55.0;-829.0
825.0;498.0;1082.0;-276.0;986.0;1403.0;-903.0;-362.0;-889.0
847.0;413.0;886.0;-103.0;850.0;1023.0;-962.0;45.0;-934.0
1061.0;222.0;675.0;-420.0;690.0;872.0;-1058.0;-426.0;-984.0
839.0;812.0;578.0;-265.0;187.0;120.0;-404.0;-836.0;-859.0
786.0;500.0;889.0;-422.0;1009.0;1168.0;-867.0;-481.0;-863.0
903.0;353.0;804.0;-324.0;719.0;1095.0;-1118.0;-624.0;-918.0
643.0;-80.0;990.0;548.0;999.0;995.0;-968.0;105.0;-574.0
879.0;692.0;648.0;-333.0;451.0;806.0;-725.0;-715.0;-949.0
