InertialMeasurementUnit R-SHOE EuZ;InertialMeasurementUnit R-SHOE Nav_Ax;InertialMeasurementUnit R-SHOE AngVelNavFrameX;InertialMeasurementUnit R-SHOE Body_Az;InertialMeasurementUnit R-SHOE Body_Ax;InertialMeasurementUnit R-SHOE Nav_Az;InertialMeasurementUnit R-SHOE AngVelNavFrameY;InertialMeasurementUnit R-SHOE Body_Ay;InertialMeasurementUnit R-SHOE AngVelBodyFrameX;InertialMeasurementUnit R-SHOE AngVelBodyFrameY
?;50;?;838;276;-1;?;477;568;1150
?;70;?;757;281;101;?;405;569;1295
?;21;?;693;283;149;?;414;416;1470
?;-19;?;682;337;126;?;455;436;1777
?;-134;?;534;369;231;-766;484;766;2294
?;-450;?;342;254;319;-1074;709;1074;2377
?;-692;?;228;67;357;-1308;934;1308;2238
?;-658;?;212;7;398;-1332;910;1332;2194
?;-670;?;208;8;396;-1342;920;1342;2205
?;-694;?;192;3;402;-1379;938;1379;2256
-164;-623;?;244;19;378;-1258;885;1258;2085
-165;-767;2466;128;-16;437;-1520;989;1520;2466
-164;-473;1643;378;63;302;-963;778;963;1643
-164;79;8;871;253;26;141;368;-141;8
-164;25;33;809;286;71;93;367;-93;33
-164;-16;64;745;266;124;40;380;-40;64
-164;37;29;823;279;63;83;362;-83;29
-165;13;184;809;251;69;-86;390;86;184
-165;?;31;811;263;76;?;365;7;31
-165;?;110;797;228;97;?;363;62;110
-165;?;139;812;187;98;?;356;136;?
-165;?;123;831;289;35;?;406;9;?
-165;?;105;830;281;30;?;422;-20;105
-165;?;73;816;239;62;?;400;39;73
-165;?;83;828;244;46;?;408;5;83
-165;?;25;808;240;87;?;?;31;25
?;?;15;803;257;80;?;?;76;15
?;?;21;854;225;24;?;?;19;21
?;?;-128;763;330;131;?;293;331;-128
?;98;132;822;350;94;?;287;875;132
?;106;93;923;337;-18;?;324;1219;93
?;104;296;853;356;49;?;337;1817;296
?;207;451;776;84;128;?;447;3905;451
?;164;-618;661;18;155;?;531;6232;-618
?;356;68;760;60;-379;?;1232;7152;68
?;390;675;701;-195;-1152;?;2013;9216;675
?;552;1047;937;113;-621;-6973;1574;6973;1047
?;1362;4094;2028;1156;232;-2156;1076;2156;4094
?;1423;4372;2123;1241;217;-2238;1106;2238;4372
?;717;1135;973;259;588;941;557;-941;1135
?;416;-296;601;73;717;4512;215;-4512;-296
-121;419;-525;760;315;561;3841;420;-3841;-525
-123;403;-177;717;248;530;4547;322;-4547;-177
-153;193;1353;706;320;60;?;671;-5394;1353
-155;141;1572;961;307;-384;?;1031;-5567;?
-180;324;1335;1491;281;-912;?;1035;-5879;?
-133;-867;1892;972;359;-948;?;2335;-6069;?
-227;-2217;1998;272;640;-135;?;2775;-6249;?
-111;-2205;2677;-2006;664;2587;?;2522;-3518;?
171;-210;1055;-2946;-727;3655;?;1598;1355;?
-105;1955;-3806;1246;-1383;38;?;-1064;?;?
-227;-67;-3481;2168;?;-1200;?;-267;?;?
-132;-1642;484;779;?;-321;?;1205;?;?
-191;-44;506;1114;?;-261;?;410;?;506
-161;239;-512;736;?;192;?;492;?;-512
-167;-226;89;791;?;13;?;487;?;89
-174;-81;298;872;?;-8;?;376;?;298
-164;16;153;761;?;142;-45;410;?;153
-173;-27;139;844;?;39;-143;371;?;139
-168;-29;42;803;?;77;?;426;?;42
-170;-28;91;812;?;74;?;390;?;91
?;-32;?;807;236;80;?;389;?;50
?;-30;?;811;227;73;?;405;?;22
?;-35;?;797;?;82;?;401;?;18
?;0;?;809;?;76;?;408;?;-79
?;-41;?;782;?;96;?;390;265;10
?;-27;?;780;?;105;?;382;521;14
?;18;18;817;?;83;?;375;954;18
?;-14;239;784;?;123;?;339;1270;239
?;96;93;770;?;142;-2455;387;2455;?
?;161;33;721;?;303;-3915;242;3915;?
?;442;-909;980;?;253;-7018;225;7018;?
?;620;-1800;1206;?;?;-8535;?;8535;?
?;170;-1091;826;?;?;-8710;?;8710;?
?;305;-642;825;?;?;-9857;?;9857;?
?;897;536;1140;?;?;-2782;?;2782;?
-37;743;1288;847;-53;?;2887;?;-2887;?
-76;480;679;672;-37;?;2044;?;-2044;?
-87;430;723;846;336;?;4123;288;-4123;?
-102;160;978;678;534;?;4675;273;-4675;978
-130;-183;1928;580;832;?;4593;334;-4593;1928
-145;-487;2941;778;1184;?;5097;750;-5097;2941
-154;-381;3241;1129;1082;-721;4984;860;-4984;3241
-161;-592;?;1235;1041;-980;5151;1377;-5151;2906
-168;-1533;?;1295;1556;-1529;5869;2427;-5869;3185
-169;-1591;?;1335;1613;-1599;6030;2471;-6030;3319
-168;-1360;2656;1128;1356;-1276;5238;2311;?;2656
-168;-1773;4228;1631;1899;-1988;7123;2550;?;4228
-167;-943;622;479;721;-409;2752;2102;?;622
-164;275;-4598;-1109;-948;1845;-3778;1353;?;-4598
-164;140;-4105;-976;-789;1633;-3120;1460;?;-4105
-166;96;-4214;-1055;-810;1673;-3132;1560;?;-4214
-154;220;-1512;219;-110;627;-1195;685;?;-1512
-148;84;984;1118;550;-250;705;260;?;984
-151;136;0;643;219;217;-359;438;?;0
-151;170;284;856;281;43;45;362;-45;284
-151;137;185;807;288;74;-86;381;86;185
-152;134;140;780;275;96;-149;394;149;140
-152;169;?;837;256;63;70;371;-70;205
-152;160;?;784;231;115;-125;380;125;22
-152;136;?;822;278;56;-37;388;37;63
-152;129;?;786;260;84;-182;419;182;-11
-152;155;-94;799;237;90;-252;401;252;-94
-152;189;-136;796;201;92;-149;403;149;?
-151;137;0;782;239;129;-607;399;607;?
-152;154;55;756;239;69;-485;417;485;?
-151;109;140;830;289;114;-1222;371;1222;?
-153;114;378;779;294;91;-1793;337;1793;?
-152;?;370;787;297;95;-1773;337;1773;?
?;?;-311;715;336;228;-5926;471;5926;?
?;?;-71;539;147;-650;-9069;1451;9069;?
?;?;3284;1686;448;-1422;-6942;2365;6942;?
?;?;5108;841;-7;-369;?;1519;5278;?
-68;?;2641;-844;-1075;941;-3033;?;3033;?
-73;?;941;678;-561;1087;1379;224;-1379;941
-83;?;403;1009;8;928;2677;139;-2677;403
-89;?;-87;517;52;971;2533;46;-2533;-87
-100;?;685;982;374;392;4133;351;-4133;685
-120;-268;1593;475;618;178;5074;546;-5074;1593
-127;-202;1703;751;612;-71;5073;611;-5073;1703
-140;34;2329;1134;647;-657;4996;1004;-4996;2329
-153;67;3138;1056;1059;-1030;5045;1709;-5045;3138
-152;55;3243;2147;1265;-2321;5343;1948;-5343;3243
-161;-15;3521;-337;1293;323;4442;2075;-4442;3521
-173;60;2436;-2843;1117;3289;1631;1979;-1631;2436
-174;821;1858;?;626;2608;-680;2221;680;1858
-174;916;2083;?;596;2718;-739;2340;739;2083
-171;-782;-2579;?;1146;-125;-121;144;121;-2579
-172;-1946;-6074;?;1616;-2268;-192;-1221;192;-6074
-167;-702;-2553;1570;?;-649;149;-115;-149;-2553
-157;436;568;931;145;2;387;488;-387;568
-158;196;407;748;300;151;-101;384;101;407
?;171;?;778;303;128;-66;368;66;130
?;264;?;848;216;76;-23;390;23;118
?;206;?;776;270;136;-124;394;124;17
?;250;?;816;224;106;-71;393;71;100
?;214;?;796;242;120;-96;387;96;68
?;205;?;805;251;103;-84;397;84;34
?;201;19;799;250;105;-149;398;149;19
?;186;6;792;248;108;-112;399;112;?
-160;187;17;788;?;115;-127;393;127;?
-160;189;17;789;?;107;-58;408;58;?
-160;184;13;791;?;114;-174;391;174;?
-160;165;59;803;?;93;-704;399;704;?
-160;95;108;786;?;93;-1369;386;1369;?
-160;11;76;746;?;181;-2406;253;2406;?
-160;84;61;758;?;143;-3500;391;3500;?
-160;49;-293;716;?;280;-5325;223;5325;?
-158;-267;-231;1056;?;0;-6311;254;6311;?
-153;-532;1257;1551;?;-655;-3745;895;3745;?
-145;-621;2967;1263;?;-223;-975;621;975;?
-136;-473;3561;?;195;414;-590;175;590;?
-147;-103;3141;?;-264;716;?;168;156;?
-131;?;2420;?;-1131;1347;?;27;538;?
-144;?;2703;?;-669;1023;?;102;-19;?
-155;?;3169;?;916;-58;?;351;-2691;?
-135;?;3117;?;1152;-251;?;424;-3116;?
-204;?;4273;?;1364;-169;2999;420;-2999;4273
-25;?;5378;?;1651;124;?;836;-2276;5378
217;?;7009;?;?;883;?;1042;-818;7009
164;?;5186;?;?;783;?;?;-328;5186
161;?;-327;?;?;504;?;?;43;-327
178;?;-433;?;?;1159;?;?;-630;-433
161;?;237;?;?;1353;?;109;129;237
174;?;-626;358;?;543;?;353;690;-626
167;?;-23;920;507;99;262;365;-262;-23
170;?;-209;806;326;182;51;364;-51;-209
170;252;169;816;243;155;-15;376;15;169
168;298;337;854;353;?;40;368;-40;337
169;223;69;806;184;?;-90;375;90;69
168;267;135;836;289;?;-6;361;6;?
168;232;?;810;252;161;11;356;-11;?
168;210;?;820;252;135;57;360;-57;?
168;219;?;824;275;123;18;367;-18;?
168;194;?;824;252;113;-4;370;4;?
168;151;?;826;234;105;17;354;-17;?
168;161;?;822;255;106;-4;355;4;?
168;148;55;825;240;94;-11;368;11;?
168;120;74;829;245;87;7;356;-7;?
168;111;52;828;241;83;-6;358;6;?
166;90;?;826;228;80;-29;364;29;?
170;?;?;850;277;43;-19;366;19;?
164;?;?;818;201;84;-138;366;138;?
171;39;?;860;269;42;-336;342;336;?
172;175;?;865;531;4;-831;306;831;?
167;106;?;791;351;93;-1371;335;1371;?
187;-26;?;928;127;-52;-1268;479;1268;?
151;227;?;752;262;-8;-1180;663;1180;?
209;231;1434;567;148;93;-574;796;?;?
134;-56;822;598;-89;133;66;706;?;?
-170;18;366;430;30;375;-689;494;689;?
-199;128;-160;600;215;181;-1256;537;1256;?
-154;137;-295;783;292;-57;-989;659;989;?
-186;118;?;653;267;96;-683;582;683;?
-162;67;?;601;219;196;-681;490;?;?
-170;104;?;640;282;137;-776;518;?;?
-167;116;?;665;311;98;-596;539;?;?
-164;87;?;646;?;130;-507;519;?;?
-167;84;505;677;?;95;-501;538;?;?
-164;100;?;701;300;76;-394;535;?;542
-166;139;?;666;320;141;-300;471;?;552
-165;92;?;750;289;33;-70;555;?;560
-166;76;?;816;282;-47;96;605;?;506
-166;132;?;720;287;150;139;409;-139;496
-167;55;?;797;211;106;492;406;-492;383
-167;229;?;857;400;-7;463;458;-463;161
-168;102;?;495;191;450;189;218;-189;514
-168;239;?;476;329;405;-494;285;494;1077
-169;969;?;861;1140;-219;-1142;623;1142;1325
-172;488;?;757;610;-31;-21;587;21;1652
-172;24;?;656;109;180;763;490;-763;1312
-172;226;?;732;348;62;512;524;-512;498
-172;247;?;685;359;148;665;441;-665;298
-172;353;?;748;460;98;647;415;-647;319
-173;228;230;790;320;81;486;414;-486;230
-173;180;243;828;230;101;342;333;-342;243
-173;228;241;835;287;77;174;352;?;241
?;172;154;798;252;88;82;402;?;154
?;186;79;?;256;85;27;?;?;79
?;181;32;810;253;86;7;?;?;32
?;179;31;804;254;91;-2;?;?;31
?;177;18;803;253;92;-4;?;?;18
?;165;-12;802;247;88;-4;?;?;?
?;167;19;801;249;90;-24;389;24;?
?;162;13;804;253;87;-29;387;29;?
-174;144;-39;813;249;77;8;389;-8;?
-174;142;-40;813;248;77;11;388;-11;?
-174;147;-36;811;256;75;-14;391;14;?
-174;134;-3;806;259;79;-18;385;18;?
-174;124;7;801;259;83;?;383;-44;7
-174;115;-19;803;263;78;?;389;-34;-19
-174;92;2;805;259;76;?;386;23;2
-174;79;-3;806;254;74;?;386;-21;-3
-174;66;-9;805;257;73;?;385;-12;-9
-174;38;12;809;253;68;?;388;-29;12
-174;32;-11;811;256;68;?;383;-37;-11
-174;31;-27;803;263;74;?;379;2;-27
-174;18;-18;803;261;73;26;386;-26;-18
-174;20;-27;801;263;75;-4;381;4;-27
-174;12;-16;799;259;76;-3;384;3;-16
-174;8;-12;806;262;67;-1;388;1;-12
-174;11;-49;806;?;69;-4;383;4;-49
-174;5;-33;800;?;74;52;389;-52;-33
-174;10;-8;802;?;69;40;390;-40;?
-174;7;-16;804;?;69;0;389;0;?
-174;0;32;805;257;70;-30;386;30;?
-174;4;22;805;261;69;31;388;-31;22
-174;5;-24;801;263;71;58;390;-58;-24
-174;6;5;803;263;71;-6;386;6;5
-174;7;5;807;265;69;5;382;-5;5
-174;5;6;804;262;71;0;383;0;6
-174;1;24;806;259;70;?;384;-3;24
-174;4;16;808;260;70;?;380;-1;16
-174;5;-3;806;260;70;?;385;-21;-3
-174;-2;-18;809;?;68;?;388;-55;-18
-174;-5;?;810;?;72;?;379;-3;-9
-174;-2;?;?;?;65;?;385;-2;-4
-174;-1;?;?;?;62;?;389;2;-16
-174;4;?;?;?;69;?;385;9;-12
-174;7;?;?;?;70;?;386;-6;?
-174;5;?;?;?;70;?;384;13;?
-174;3;?;?;?;70;?;381;4;?
-174;3;?;?;?;70;?;379;6;11
-174;3;?;?;?;69;?;384;-17;-25
-174;1;?;?;259;69;17;385;-17;-30
-174;-1;?;?;257;70;-15;381;?;9
-174;1;?;809;259;69;18;382;?;12
-174;2;?;805;259;72;22;384;?;4
-174;2;?;804;260;71;2;386;?;-2
-174;3;21;803;261;72;?;385;?;21
-174;-1;28;806;256;72;?;381;?;28
-174;-6;-19;811;253;68;?;384;?;-19
-174;-8;-69;813;253;64;?;390;?;-69
-174;-8;-76;814;252;63;?;391;?;-76
-174;-2;-19;804;256;71;?;388;?;-19
-174;2;8;805;260;71;?;382;?;8
-174;-3;-15;814;257;65;?;381;?;-15
-174;-3;-3;809;257;68;?;385;?;-3
-174;-3;3;809;257;68;?;386;?;3
-174;-6;-8;?;254;66;?;390;4;-8
-174;-2;-5;809;259;65;?;388;-41;-5
-174;-2;-16;807;258;69;?;384;-37;-16
-174;-7;6;810;?;67;?;387;-12;?
-174;-6;17;810;?;68;?;385;-18;17
-174;-4;-45;803;?;77;?;378;-9;-45
-174;1;-43;805;?;71;?;382;5;-43
-174;-1;11;806;?;68;?;387;-12;11
-174;1;18;802;?;73;?;383;-16;18
-174;4;-23;803;?;75;?;376;-2;-23
-174;-1;-47;807;?;?;?;377;14;-47
-174;-6;-20;809;258;68;?;386;5;-20
-174;-7;0;804;?;73;?;383;-15;0
-174;1;7;798;?;76;?;383;26;7
-174;-3;-5;804;?;70;?;388;13;-5
-174;-7;-2;?;?;69;?;385;-18;-2
-174;2;13;?;?;69;?;385;3;13
-174;-2;?;?;?;66;?;388;-15;12
-174;-2;?;?;259;71;6;385;-6;20
-174;-5;?;?;256;70;-6;382;6;-17
-174;-6;-16;?;257;66;-5;382;5;-16
-174;0;-1;?;261;73;-12;382;12;-1
-174;-6;-38;?;255;73;7;380;-7;-38
-174;-7;-5;815;256;65;-17;382;17;-5
-174;0;16;808;262;67;-31;385;31;16
-174;3;-17;806;262;71;26;?;-26;-17
-174;-1;10;805;259;?;3;?;-3;10
-174;-1;3;802;260;?;-15;390;15;3
-174;1;-17;807;261;?;38;380;-38;-17
-174;-1;21;807;259;?;15;379;-15;21
-174;2;-12;805;262;?;-15;385;15;-12
-174;0;-22;808;259;?;-41;378;41;-22
-174;-2;13;807;257;73;-25;377;25;13
-174;1;-1;807;261;71;21;380;-21;?
-174;-1;3;809;259;71;7;378;-7;?
-174;1;13;805;262;70;6;387;-6;13
-174;2;8;805;263;69;-1;387;1;8
-174;-3;-10;807;257;69;3;386;-3;-10
-174;1;-12;806;261;70;3;385;-3;-12
-174;2;31;806;262;69;1;385;?;31
-174;-3;24;805;257;73;17;384;?;24
-174;4;-32;802;?;77;-31;376;?;-32
-174;1;-27;807;?;69;-43;385;?;-27
-174;-4;-13;812;?;65;6;385;?;-13
-174;3;0;807;?;?;16;380;?;0
-174;4;11;805;262;?;20;383;?;11
?;2;2;805;259;?;37;376;?;2
?;4;22;803;262;?;45;384;?;22
-174;0;-1;812;261;?;39;387;?;-1
-174;-3;-22;811;257;?;-18;385;18;-22
-174;2;1;805;260;?;-23;382;23;1
-174;1;15;809;260;?;6;381;-6;15
-174;-5;33;807;?;?;-13;392;13;33
-174;1;19;805;?;?;5;388;-5;19
-174;0;12;809;?;?;-11;387;11;12
-174;-7;32;811;?;?;-13;386;13;32
-174;0;16;811;?;?;25;379;-25;16
-174;?;27;806;?;?;28;387;-28;27
-174;?;45;804;?;?;45;387;-45;45
-174;?;-15;809;?;74;47;375;-47;-15
-174;?;-12;811;?;?;48;376;-48;-12
-174;?;46;813;?;?;15;378;-15;46
-174;?;34;814;?;?;0;376;?;34
-174;1;12;812;?;69;5;378;?;12
-174;1;13;?;?;68;-6;378;?;13
-174;-3;14;?;?;66;50;?;?;14
-174;-1;1;?;?;70;22;?;?;1
-174;-4;?;?;246;73;-19;?;?;-36
-174;-7;?;?;243;75;-4;?;?;-42
-174;-5;?;?;245;74;-34;?;?;6
-174;-9;?;?;243;65;-18;?;?;17
-174;?;-13;?;244;69;-12;?;?;-13
-174;?;-18;?;?;76;-37;380;?;-18
-174;?;-43;?;?;72;-26;381;?;-43
-174;?;-55;?;?;69;-25;382;?;-55
-174;1;-38;811;?;72;-33;378;?;-38
-174;-2;-55;805;?;76;-64;379;64;-55
-174;-1;-55;802;?;77;-88;381;88;-55
-174;-4;-78;807;?;74;-54;380;54;-78
-174;5;-99;798;265;69;-209;398;209;-99
-172;8;-81;789;272;71;-408;410;408;-81
-172;3;-63;801;267;66;-437;402;437;-63
-170;6;-34;791;273;61;-484;427;484;-34
?;-12;-46;767;251;74;-454;455;454;-46
?;-11;-49;763;250;75;-449;459;449;-49
?;5;-50;749;265;79;-452;466;452;-50
-167;-12;-90;727;247;90;-378;490;378;-90
-166;-13;-86;724;?;85;-375;503;?;-86
-166;-4;-45;714;?;91;?;501;303;-45
-166;-13;-9;707;?;89;?;518;193;-9
-166;-10;31;706;?;82;?;529;132;31
-166;3;117;702;?;90;?;516;91;117
-166;-10;142;701;?;94;?;517;70;142
-166;-8;?;701;?;94;-72;?;72;?
-165;24;?;699;?;95;-51;?;51;?
-164;19;?;707;?;86;16;?;-16;?
-164;18;?;722;?;76;-31;?;31;?
-164;2;?;687;?;72;-19;?;19;?
-164;-63;?;587;?;126;22;649;-22;?
-163;-3;?;583;?;108;3;653;-3;?
-162;190;?;642;480;22;148;612;-148;?
-162;264;?;?;516;134;54;492;-54;-62
-161;188;?;?;454;?;-178;485;178;126
-160;102;?;?;413;?;-67;537;67;387
-159;58;?;668;336;?;-19;452;19;267
?;65;78;650;332;?;-149;404;149;78
?;84;119;703;381;?;-98;421;98;119
?;65;199;787;394;?;-21;459;21;199
?;98;208;732;417;?;-89;?;89;208
?;155;369;676;438;132;-104;?;104;369
?;175;633;723;500;51;-99;?;99;633
?;167;687;705;496;64;-107;?;107;687
?;152;585;695;439;107;-166;?;166;585
?;180;597;588;578;118;-310;?;310;597
?;-44;782;659;355;95;-307;?;307;782
?;-168;337;415;318;312;-837;?;837;337
?;?;1368;430;?;469;?;?;1195;1368
?;?;3794;1167;?;205;?;?;82;3794
?;?;2648;862;?;180;659;?;-659;2648
?;?;185;573;?;185;307;?;-307;185
?;?;-42;839;?;58;22;?;-22;-42
?;?;118;732;?;87;22;?;-22;118
-166;?;115;805;?;67;97;?;-97;115
-166;16;120;819;?;63;97;392;-97;120
-166;55;107;780;326;72;108;395;-108;107
-167;9;119;828;224;66;47;380;-47;119
-167;44;96;802;278;73;3;379;-3;96
-167;49;113;794;283;82;-1;379;1;113
-168;37;116;804;225;97;-35;348;35;116
-168;38;64;814;245;74;12;?;-12;64
-168;39;128;811;259;67;-25;?;25;128
-168;34;168;816;242;70;-57;?;57;168
-168;32;90;814;?;69;7;?;-7;90
-169;27;104;819;?;65;-13;?;13;104
?;32;117;831;?;52;-54;?;54;117
?;34;?;822;?;68;-39;?;39;48
?;32;?;819;212;76;-25;375;25;22
?;34;?;817;224;71;-38;?;38;47
?;28;?;815;?;73;-41;?;41;15
?;12;?;822;?;67;-43;?;43;-5
?;26;?;811;?;78;-70;?;70;4
?;58;?;777;?;109;-92;?;92;-25
-168;54;-50;?;?;133;-95;?;95;-50
-171;85;-148;?;?;127;-231;?;231;-148
-167;77;5;?;?;108;-405;?;405;5
-170;97;230;?;?;111;-1309;?;1309;230
-170;?;307;785;?;107;-1707;?;1707;307
-165;?;407;798;?;92;-1321;?;1321;407
-178;?;-145;773;?;207;?;240;3803;-145
-157;?;-482;795;189;267;?;232;6427;-482
-190;?;47;808;166;-374;?;?;5947;47
-158;?;1080;1137;231;-1329;?;?;5700;1080
140;?;1539;1488;345;-998;?;?;4014;1539
250;?;?;1142;150;397;?;?;-209;464
-48;?;?;826;-112;968;?;?;-1289;23
-209;?;?;908;-113;752;?;?;?;33
-168;?;?;825;-154;942;?;?;?;165
-179;?;?;872;-121;811;?;1;?;10
-169;?;?;826;-5;201;5035;483;-5035;-566
-162;?;?;805;-82;-150;5831;945;-5831;292
-172;?;?;1511;-137;-845;5890;1000;-5890;15
-167;-1387;?;1140;-494;-724;4447;2016;-4447;9
-172;-2723;?;1063;-574;-953;3202;3552;-3202;-1275
-171;-1899;?;191;81;203;5137;3111;-5137;-796
-176;-737;?;-2276;179;3215;?;1671;-2114;3509
-179;-314;?;117;132;885;?;818;2322;-610
-176;327;?;3029;400;-2046;?;-98;3384;-4846
-174;-228;?;1613;-185;-616;?;115;2514;-1910
-171;-816;?;764;-372;53;?;974;1086;-826
-169;28;?;927;444;-160;?;674;638;-541
-169;126;225;790;426;36;?;455;243;225
-169;-86;221;781;196;75;-11;501;?;221
-169;59;9;833;319;22;-90;436;?;9
-169;-16;-15;790;248;69;-26;462;?;-15
-169;14;15;812;241;68;-60;404;?;15
-169;43;25;812;286;55;-95;424;?;25
-169;42;28;806;292;56;-77;431;?;28
-169;37;31;807;260;71;-239;401;?;31
-169;40;8;776;261;92;-390;412;?;8
-169;30;66;797;245;85;-294;394;?;66
-169;41;-14;784;264;84;-355;416;?;-14
-169;29;-130;768;262;79;-247;463;?;-130
-169;0;-33;820;195;59;-267;417;?;-33
-168;143;-229;805;319;66;-1149;396;?;-229
-169;161;116;684;304;198;-1767;307;?;116
-167;111;-535;722;168;224;-3522;317;?;-535
-169;173;-420;662;76;465;-5252;43;?;-420
-169;170;-459;?;80;450;-5185;61;?;-459
-147;102;-3155;?;447;-828;-6778;1527;?;-3155
-124;-81;-1808;?;527;-1675;-6983;2467;?;-1808
-99;-34;-1524;?;?;-963;-2645;1897;2645;-1524
-79;73;-3075;?;?;245;904;897;-904;-3075
-87;-222;-1231;710;?;?;2098;282;-2098;-1231
-100;-304;-1286;863;?;?;3477;355;-3477;-1286
-112;-167;-1200;796;?;619;4396;393;-4396;-1200
-128;-381;-484;709;?;351;5011;356;-5011;-484
-139;-250;-71;723;?;146;5602;844;-5602;-71
-146;-563;275;1075;?;-382;5892;801;-5892;275
-153;-627;1091;1168;?;-590;6211;1406;-6211;1091
-159;-402;1293;1472;?;-1229;6223;2432;-6223;1293
-160;-801;448;2275;?;-2172;6340;2426;-6340;448
-163;1296;3331;-1216;1100;1582;5062;3560;-5062;3331
-169;1699;-185;-2851;899;3672;462;?;-462;-185
-168;-729;-5788;483;-529;572;-3817;?;3817;-5788
-161;26;-949;1167;431;-276;-4206;?;4206;-949
-161;1154;1795;564;1401;81;-3036;?;3036;1795
-161;384;-35;959;788;?;-1942;?;1942;-35
-158;7;-330;907;382;?;-596;?;596;-330
-159;63;53;743;360;?;-17;?;17;53
-159;-17;446;788;292;?;-270;?;270;446
-159;0;373;775;304;?;-196;?;196;373
-159;-27;49;782;269;?;13;?;-13;49
-159;-59;-81;818;248;?;-141;?;141;-81
-159;-20;-82;788;278;?;-174;?;174;-82
?;-31;-131;777;270;?;-258;?;258;-131
?;-47;?;780;255;?;-345;?;345;-99
?;-54;?;799;?;?;-426;?;426;-115
?;-33;?;786;?;?;-595;442;595;-124
?;-81;?;815;?;?;-845;337;845;-191
?;38;?;846;?;?;-1684;392;1684;-245
?;47;?;717;?;?;-1533;304;1533;-367
?;95;?;805;?;11;-2201;412;2201;-379
?;-11;?;852;?;-36;-6331;539;6331;-1666
?;-563;?;896;?;1;-8534;738;8534;-3159
?;-878;?;1284;?;-1430;-7337;2351;7337;-1146
?;?;?;590;?;-1257;-6706;?;6706;363
?;?;-715;405;?;718;-2666;?;2666;-715
?;?;-681;1297;97;996;2509;?;-2509;-681
?;?;-144;849;94;758;3317;?;?;-144
?;?;-88;489;-26;707;4373;?;?;-88
?;?;155;723;247;344;5342;?;?;155
?;?;642;644;182;80;5693;673;?;642
?;?;1304;572;461;83;5928;648;?;1304
?;?;1180;970;409;-457;5784;988;?;1180
?;?;1590;1524;651;-1399;6398;1974;?;1590
?;?;2955;1517;1283;-1412;5591;2615;?;2955
?;?;2460;-554;714;1253;4202;2186;?;2460
?;?;2192;-4563;792;5588;1871;2579;?;2192
?;1356;-183;-1535;1294;2554;-1158;1915;?;-183
-173;381;-4160;4135;906;-3246;-2641;487;?;-4160
-163;1008;-2361;?;1593;-1356;-3874;1094;?;-2361
-161;1511;449;?;1865;30;-3751;768;?;449
-161;399;112;?;724;-453;-1337;284;?;112
-160;-11;-211;?;306;231;130;555;?;-211
-161;177;324;?;441;17;-5;328;5;324
-161;-20;642;791;272;73;-29;425;29;642
-162;-61;249;799;221;87;27;413;-27;249
?;-37;158;845;236;38;37;371;-37;158
?;-35;194;794;?;93;-38;397;38;194
?;37;73;804;?;62;-97;362;97;73
?;-16;8;800;?;82;-101;388;101;8
?;-14;-47;798;?;76;-173;395;173;-47
?;-11;-53;769;?;107;-208;380;208;-53
-162;-35;-90;791;?;108;-442;359;442;-90
-161;52;-133;790;?;39;-597;424;597;-133
-161;16;-211;779;?;145;-1460;277;1460;-211
-160;-112;-134;813;?;121;-2215;334;2215;-134
-160;-55;-330;750;?;223;-3727;258;3727;-330
-157;-30;-1451;736;167;458;-6814;29;6814;-1451
-142;-270;?;812;249;-582;-8781;1364;8781;-1973
-129;-598;?;942;338;-1712;-9990;2559;9990;-921
?;-378;?;1780;537;-971;-5129;1783;5129;333
?;-102;?;1785;272;627;1172;473;-1172;653
?;-183;514;604;-231;?;?;?;-1539;514
?;-32;288;672;90;?;?;?;-2364;288
?;7;48;1000;190;?;?;?;-2670;48
?;88;703;518;305;?;?;?;-3406;703
?;224;1240;769;597;?;?;?;-5295;1240
?;257;1659;747;769;?;?;?;-4864;1659
?;157;2262;951;751;?;?;?;-5333;2262
?;-126;2351;1581;574;?;?;?;-5705;2351
?;-18;2674;1051;934;?;?;?;-5082;2674
?;-295;2049;2274;241;?;?;?;-6247;2049
?;69;2934;?;1180;?;?;?;-3894;2934
?;-849;1035;?;-332;?;-1790;?;1790;1035
-160;-1622;-4797;?;-2640;215;-3716;-1579;3716;-4797
-151;1335;-3822;?;2443;-2226;-3491;303;3491;-3822
-146;748;-1819;692;2645;-1481;?;2079;2634;-1819
-145;-1226;-3215;1722;62;-1349;?;1759;2531;-3215
-144;-211;-1652;947;1162;-959;?;1674;1905;-1652
-139;-104;130;759;287;150;?;?;-147;130
-139;-91;87;751;338;117;?;?;-85;87
-140;-65;489;762;515;-23;?;?;162;489
-140;-213;360;?;154;150;?;?;-98;360
-141;-92;-43;?;351;102;?;?;18;-43
-141;-141;176;?;242;138;?;?;-45;176
-141;-134;48;?;271;111;?;?;20;48
-141;-117;64;?;282;115;?;?;20;64
-141;-129;124;?;260;?;?;?;31;124
-142;-106;12;?;281;?;?;?;85;12
-142;-135;15;?;255;?;-45;?;45;15
-141;-114;52;?;239;?;-270;?;270;?
-142;-78;-55;?;249;?;-386;?;386;?
-142;-87;-72;?;244;153;-350;?;350;?
-141;29;44;?;329;126;-1342;?;1342;?
-139;-94;-431;?;300;62;-2870;528;2870;?
-135;-223;-611;?;145;192;-4218;601;4218;?
