Accelerometer LUA^ accZ;InertialMeasurementUnit BACK accY;InertialMeasurementUnit BACK accZ;InertialMeasurementUnit LUA accZ;InertialMeasurementUnit BACK accX;InertialMeasurementUnit BACK magneticX;Accelerometer HIP accZ;Accelerometer HIP accX;Accelerometer BACK accY
124.0;-171.0;415.0;181.0;-888.0;412.0;?;?;727.0
76.0;-155.0;416.0;197.0;-897.0;417.0;?;?;732.0
203.0;-123.0;414.0;216.0;-910.0;421.0;?;?;721.0
120.0;-129.0;403.0;210.0;-908.0;424.0;?;?;721.0
100.0;-155.0;?;208.0;-903.0;428.0;?;?;744.0
82.0;-158.0;?;219.0;-914.0;432.0;?;?;745.0
105.0;-165.0;?;203.0;-915.0;434.0;?;?;783.0
119.0;-177.0;?;220.0;-917.0;438.0;?;?;768.0
179.0;-186.0;?;204.0;-926.0;441.0;?;?;751.0
138.0;-196.0;?;227.0;-924.0;445.0;?;?;759.0
105.0;-191.0;339.0;171.0;-916.0;449.0;?;?;767.0
-55.0;-201.0;325.0;164.0;-927.0;455.0;?;?;734.0
52.0;-198.0;309.0;218.0;-934.0;454.0;?;-404.0;741.0
143.0;-217.0;306.0;292.0;-930.0;461.0;?;-224.0;739.0
197.0;-212.0;311.0;342.0;-917.0;464.0;?;-85.0;729.0
265.0;-200.0;311.0;339.0;-925.0;468.0;?;-72.0;716.0
206.0;-162.0;303.0;331.0;-947.0;474.0;?;-54.0;721.0
175.0;-160.0;305.0;308.0;-954.0;?;264.0;-39.0;732.0
248.0;-160.0;286.0;336.0;-934.0;?;330.0;-39.0;?
218.0;-214.0;264.0;346.0;-951.0;?;326.0;-21.0;?
130.0;-200.0;278.0;278.0;-944.0;?;283.0;-29.0;?
112.0;-154.0;297.0;260.0;-950.0;?;337.0;-38.0;?
110.0;-124.0;305.0;249.0;-957.0;?;353.0;-30.0;?
104.0;-139.0;292.0;316.0;-949.0;?;341.0;-40.0;?
160.0;-178.0;292.0;388.0;-959.0;?;319.0;-39.0;?
126.0;-232.0;297.0;365.0;-939.0;?;315.0;-37.0;?
109.0;-232.0;302.0;369.0;-925.0;?;?;-27.0;?
69.0;-219.0;296.0;376.0;-924.0;?;?;-30.0;773.0
29.0;?;287.0;388.0;-938.0;?;?;-27.0;784.0
75.0;?;283.0;356.0;-935.0;?;?;-35.0;770.0
99.0;?;278.0;404.0;-934.0;?;?;-40.0;770.0
111.0;?;281.0;?;-931.0;?;?;-33.0;797.0
?;?;281.0;?;-929.0;?;346.0;-20.0;801.0
?;?;269.0;?;-934.0;?;327.0;-34.0;793.0
?;?;267.0;?;-937.0;?;315.0;-49.0;790.0
?;?;262.0;?;-932.0;?;323.0;-31.0;791.0
?;?;262.0;?;-938.0;?;324.0;-29.0;791.0
138.0;?;?;?;-933.0;?;304.0;-48.0;809.0
123.0;-218.0;?;?;-940.0;?;301.0;-29.0;790.0
152.0;-209.0;252.0;?;-947.0;?;286.0;-28.0;804.0
150.0;-226.0;247.0;?;-943.0;508.0;300.0;-36.0;795.0
160.0;-223.0;241.0;?;-947.0;510.0;267.0;-57.0;?
158.0;-236.0;231.0;?;-945.0;508.0;278.0;-33.0;?
151.0;-253.0;226.0;?;-947.0;510.0;285.0;-27.0;?
149.0;-252.0;223.0;378.0;-947.0;510.0;273.0;-41.0;?
117.0;-254.0;218.0;347.0;-951.0;511.0;265.0;-36.0;?
111.0;-253.0;220.0;357.0;-954.0;512.0;279.0;-19.0;?
103.0;-262.0;214.0;354.0;-951.0;511.0;292.0;-35.0;?
92.0;-256.0;212.0;349.0;-951.0;510.0;286.0;-23.0;?
80.0;-270.0;216.0;359.0;-946.0;512.0;289.0;-62.0;?
85.0;-260.0;224.0;361.0;-952.0;511.0;312.0;-77.0;725.0
126.0;-254.0;222.0;362.0;-942.0;509.0;306.0;-114.0;716.0
129.0;-233.0;227.0;365.0;-951.0;508.0;294.0;-137.0;744.0
101.0;-242.0;238.0;378.0;-945.0;507.0;366.0;-148.0;744.0
78.0;-243.0;252.0;387.0;-935.0;505.0;371.0;-168.0;764.0
79.0;-228.0;255.0;389.0;-932.0;503.0;359.0;-149.0;747.0
65.0;-234.0;259.0;395.0;-932.0;504.0;400.0;-89.0;750.0
60.0;-260.0;269.0;404.0;-934.0;501.0;402.0;-83.0;759.0
?;-264.0;277.0;405.0;-914.0;501.0;391.0;-103.0;760.0
?;-277.0;298.0;369.0;?;500.0;406.0;-87.0;791.0
?;-261.0;307.0;361.0;?;500.0;429.0;-84.0;823.0
?;-213.0;311.0;339.0;?;503.0;418.0;-85.0;888.0
?;-188.0;301.0;323.0;?;505.0;426.0;-107.0;882.0
?;-176.0;292.0;321.0;?;508.0;478.0;-113.0;?
?;-189.0;289.0;342.0;?;513.0;472.0;-114.0;?
?;-180.0;275.0;368.0;?;519.0;472.0;-106.0;846.0
?;-176.0;271.0;376.0;?;523.0;455.0;-73.0;856.0
?;-148.0;257.0;361.0;?;534.0;390.0;-43.0;866.0
?;-140.0;246.0;331.0;?;542.0;365.0;7.0;867.0
?;-130.0;237.0;314.0;?;543.0;364.0;49.0;857.0
?;-104.0;235.0;282.0;-958.0;553.0;375.0;48.0;854.0
?;-78.0;215.0;236.0;-968.0;557.0;362.0;24.0;835.0
129.0;-87.0;215.0;264.0;-1010.0;564.0;353.0;2.0;826.0
115.0;?;193.0;313.0;-1036.0;570.0;357.0;40.0;814.0
123.0;?;176.0;359.0;-1013.0;574.0;381.0;85.0;788.0
130.0;?;163.0;393.0;-996.0;576.0;358.0;148.0;765.0
117.0;?;169.0;350.0;-985.0;577.0;329.0;144.0;758.0
134.0;?;175.0;310.0;-988.0;572.0;342.0;90.0;747.0
128.0;?;175.0;296.0;-1004.0;568.0;366.0;30.0;728.0
199.0;-207.0;164.0;353.0;-999.0;568.0;338.0;31.0;687.0
204.0;-208.0;170.0;413.0;-985.0;563.0;320.0;31.0;667.0
215.0;-227.0;176.0;437.0;-963.0;552.0;336.0;13.0;692.0
208.0;-223.0;166.0;434.0;-961.0;542.0;379.0;54.0;715.0
189.0;-218.0;163.0;413.0;-948.0;533.0;361.0;44.0;734.0
241.0;-260.0;171.0;393.0;-949.0;521.0;334.0;12.0;753.0
239.0;-285.0;181.0;391.0;-937.0;511.0;344.0;10.0;779.0
189.0;?;188.0;367.0;-917.0;501.0;355.0;51.0;827.0
?;?;198.0;342.0;-947.0;485.0;362.0;82.0;798.0
?;?;216.0;373.0;-945.0;477.0;355.0;113.0;814.0
?;?;218.0;413.0;-904.0;470.0;348.0;111.0;805.0
59.0;?;181.0;408.0;-909.0;461.0;338.0;86.0;803.0
52.0;?;219.0;383.0;-801.0;458.0;355.0;88.0;832.0
115.0;?;214.0;324.0;-870.0;455.0;356.0;?;812.0
128.0;?;231.0;278.0;-897.0;457.0;340.0;?;860.0
136.0;?;259.0;341.0;-906.0;457.0;344.0;?;865.0
172.0;?;252.0;429.0;-926.0;457.0;305.0;?;901.0
153.0;-277.0;225.0;504.0;-934.0;456.0;259.0;?;827.0
133.0;-259.0;206.0;529.0;-939.0;458.0;289.0;?;696.0
155.0;-276.0;194.0;493.0;-942.0;458.0;276.0;?;586.0
166.0;-274.0;192.0;429.0;?;457.0;290.0;?;770.0
180.0;-285.0;201.0;369.0;?;453.0;286.0;?;905.0
101.0;-301.0;206.0;336.0;?;450.0;355.0;?;913.0
75.0;-290.0;206.0;336.0;?;448.0;386.0;-204.0;858.0
193.0;-299.0;220.0;366.0;?;442.0;654.0;-133.0;763.0
257.0;-292.0;209.0;380.0;?;433.0;392.0;-134.0;?
194.0;-278.0;215.0;346.0;?;423.0;526.0;-123.0;?
87.0;-256.0;238.0;327.0;?;?;480.0;-44.0;?
59.0;-246.0;259.0;279.0;?;?;460.0;-49.0;?
55.0;-236.0;202.0;268.0;?;383.0;372.0;-73.0;?
115.0;-151.0;194.0;270.0;-762.0;368.0;346.0;-71.0;?
16.0;-60.0;241.0;200.0;-848.0;350.0;302.0;-156.0;?
-39.0;-73.0;273.0;78.0;-1057.0;335.0;300.0;-265.0;?
-121.0;-97.0;266.0;90.0;-1115.0;318.0;290.0;-300.0;?
?;-150.0;261.0;211.0;-1088.0;?;245.0;-289.0;-67.0
?;-125.0;234.0;360.0;-959.0;?;254.0;-228.0;-291.0
?;-134.0;256.0;391.0;-879.0;?;155.0;-203.0;-387.0
?;-64.0;279.0;307.0;-889.0;?;-30.0;-273.0;-498.0
?;0.0;?;264.0;-884.0;?;?;-396.0;-566.0
?;-32.0;?;290.0;-923.0;?;?;-471.0;-567.0
?;-87.0;?;314.0;-804.0;?;?;-447.0;-594.0
?;-91.0;?;365.0;-716.0;?;?;-414.0;-651.0
?;-86.0;?;394.0;-727.0;?;-466.0;-492.0;-697.0
?;-117.0;?;397.0;-693.0;-10.0;-497.0;-562.0;-699.0
?;-257.0;?;447.0;-641.0;-60.0;-601.0;?;-737.0
?;-310.0;?;546.0;-455.0;-102.0;-596.0;?;-718.0
?;-336.0;?;?;-274.0;-157.0;-608.0;?;-645.0
?;-463.0;?;?;-162.0;-206.0;?;?;-631.0
?;-501.0;866.0;?;-88.0;?;?;?;-653.0
?;-522.0;932.0;?;-18.0;?;?;-554.0;-610.0
?;-530.0;998.0;?;16.0;?;?;-547.0;-586.0
?;-537.0;1038.0;?;33.0;?;?;-528.0;-529.0
?;-522.0;1066.0;?;89.0;?;?;-533.0;-519.0
?;-515.0;1072.0;?;135.0;?;?;-534.0;-514.0
?;-540.0;1071.0;?;154.0;-394.0;?;-519.0;-491.0
-860.0;-567.0;1073.0;?;180.0;-409.0;?;-530.0;-496.0
-819.0;-537.0;1065.0;?;204.0;-424.0;?;-520.0;-478.0
-762.0;-432.0;1008.0;?;171.0;-431.0;-496.0;-533.0;-477.0
-713.0;-383.0;991.0;?;137.0;-438.0;-497.0;-548.0;-473.0
-686.0;-373.0;1003.0;714.0;137.0;-443.0;-504.0;-543.0;-472.0
-695.0;-338.0;999.0;694.0;133.0;-445.0;-480.0;-559.0;-433.0
-682.0;-328.0;976.0;667.0;105.0;-446.0;-492.0;-546.0;-411.0
-696.0;-343.0;941.0;668.0;88.0;-446.0;-473.0;-531.0;-371.0
-722.0;-300.0;915.0;669.0;52.0;-437.0;-467.0;-518.0;-375.0
-704.0;-376.0;917.0;668.0;49.0;-437.0;-427.0;-515.0;-357.0
-662.0;-363.0;916.0;661.0;42.0;-439.0;-430.0;-505.0;?
-621.0;-385.0;914.0;631.0;44.0;-437.0;-403.0;-486.0;?
-629.0;-398.0;924.0;618.0;30.0;-434.0;-381.0;-486.0;?
?;-404.0;935.0;?;22.0;-435.0;-371.0;-486.0;?
?;-422.0;942.0;?;17.0;?;-354.0;-463.0;?
?;-424.0;934.0;?;18.0;?;-353.0;-461.0;?
?;-404.0;931.0;?;2.0;?;-375.0;-470.0;?
?;-388.0;918.0;669.0;-19.0;?;-343.0;-491.0;?
?;-362.0;919.0;654.0;-39.0;?;-334.0;-502.0;?
-621.0;-323.0;916.0;644.0;-67.0;?;-348.0;-523.0;-359.0
-608.0;-313.0;?;643.0;-87.0;?;-362.0;-528.0;-353.0
-616.0;?;909.0;624.0;-97.0;?;-340.0;-500.0;-373.0
-636.0;?;903.0;630.0;-111.0;?;-349.0;-478.0;-362.0
-657.0;?;904.0;626.0;-125.0;?;-354.0;-482.0;-372.0
-681.0;?;912.0;640.0;-122.0;?;-348.0;-482.0;-363.0
-663.0;?;929.0;641.0;-110.0;?;-321.0;-500.0;-372.0
-662.0;?;936.0;630.0;-107.0;-399.0;-344.0;-488.0;-378.0
-662.0;?;936.0;636.0;-102.0;-398.0;-349.0;-485.0;-394.0
-661.0;?;943.0;642.0;-101.0;-402.0;-343.0;-492.0;-396.0
-649.0;-336.0;939.0;638.0;-105.0;-401.0;-342.0;-497.0;-397.0
-654.0;-329.0;932.0;634.0;-103.0;-398.0;-354.0;-509.0;-404.0
-664.0;-319.0;932.0;636.0;-102.0;-399.0;-336.0;-509.0;-396.0
-674.0;-316.0;934.0;620.0;-104.0;-397.0;-343.0;-519.0;-407.0
-668.0;-341.0;938.0;619.0;-93.0;-397.0;-324.0;-520.0;-399.0
?;-290.0;933.0;620.0;-95.0;-397.0;-335.0;?;-384.0
?;-318.0;933.0;624.0;-92.0;-396.0;-345.0;?;-408.0
?;-299.0;941.0;624.0;-89.0;-398.0;-355.0;?;-404.0
?;-318.0;938.0;622.0;-87.0;-401.0;-352.0;?;-399.0
?;-320.0;940.0;622.0;-82.0;-400.0;-358.0;?;-406.0
?;-311.0;937.0;613.0;-79.0;-401.0;-357.0;?;-409.0
?;-320.0;936.0;608.0;-76.0;-403.0;-320.0;?;-416.0
?;?;946.0;608.0;-68.0;-402.0;-346.0;?;-406.0
?;?;950.0;606.0;-69.0;-403.0;-362.0;?;-405.0
?;?;948.0;607.0;-71.0;-407.0;-346.0;?;-397.0
?;?;945.0;619.0;-69.0;-406.0;-341.0;?;-386.0
?;?;954.0;629.0;-73.0;-404.0;-348.0;?;-398.0
?;?;947.0;629.0;-71.0;-406.0;-324.0;-484.0;-436.0
?;?;945.0;634.0;-62.0;-406.0;-351.0;-481.0;-413.0
?;?;947.0;625.0;-64.0;-409.0;-336.0;-472.0;-403.0
?;?;949.0;604.0;-75.0;-410.0;-363.0;-500.0;-408.0
?;?;942.0;601.0;?;-407.0;-373.0;-529.0;-435.0
?;?;948.0;606.0;?;-408.0;-342.0;-509.0;-429.0
?;?;945.0;620.0;-74.0;-410.0;-334.0;-511.0;-423.0
?;-317.0;939.0;634.0;-73.0;-407.0;-334.0;-508.0;-411.0
?;-336.0;933.0;634.0;-67.0;-408.0;?;-496.0;-336.0
?;-317.0;928.0;618.0;-72.0;-412.0;?;-475.0;?
?;-327.0;935.0;598.0;-82.0;-409.0;?;-494.0;?
?;-304.0;939.0;593.0;-74.0;-409.0;?;-509.0;?
?;-308.0;952.0;602.0;-56.0;?;?;-486.0;?
?;-335.0;947.0;613.0;-77.0;?;?;-456.0;?
?;-373.0;957.0;640.0;-72.0;?;?;-495.0;?
-591.0;-393.0;953.0;642.0;-68.0;?;?;-502.0;?
-558.0;?;958.0;646.0;?;?;?;-465.0;?
-535.0;?;959.0;635.0;?;?;-366.0;-452.0;?
-515.0;?;976.0;624.0;?;?;-382.0;-451.0;?
-537.0;?;931.0;647.0;?;?;-386.0;-451.0;?
-512.0;?;927.0;?;?;?;-364.0;-461.0;?
-519.0;?;934.0;?;?;?;-366.0;-471.0;?
-496.0;?;917.0;?;?;?;-372.0;-470.0;?
-504.0;?;901.0;?;?;?;-352.0;-458.0;?
-485.0;?;880.0;?;?;?;-355.0;-449.0;-188.0
-524.0;-439.0;877.0;?;?;-318.0;-372.0;-436.0;-194.0
-511.0;-442.0;871.0;?;?;-304.0;-355.0;-440.0;-201.0
-527.0;-446.0;866.0;?;-160.0;-293.0;-296.0;-468.0;-174.0
-529.0;-455.0;871.0;?;-154.0;-279.0;-296.0;-443.0;-144.0
-527.0;-464.0;874.0;?;-148.0;-268.0;-292.0;-426.0;-76.0
-496.0;-476.0;870.0;?;-149.0;-259.0;-291.0;-413.0;-46.0
-470.0;-456.0;854.0;?;-172.0;-247.0;-264.0;-419.0;-18.0
-435.0;-442.0;858.0;?;-189.0;-239.0;-272.0;-415.0;-35.0
-432.0;-427.0;862.0;?;-206.0;-230.0;-242.0;-411.0;-84.0
-380.0;-410.0;866.0;646.0;-234.0;-221.0;-204.0;-412.0;-90.0
-385.0;-416.0;866.0;653.0;-248.0;-215.0;-202.0;-403.0;-105.0
-381.0;-421.0;859.0;655.0;-255.0;-212.0;-213.0;-383.0;-106.0
-416.0;-448.0;867.0;637.0;-261.0;-205.0;-212.0;-403.0;-150.0
-441.0;-451.0;857.0;634.0;-267.0;-200.0;-199.0;-410.0;-202.0
-453.0;-475.0;856.0;624.0;-281.0;?;-168.0;-389.0;-223.0
-482.0;-493.0;821.0;602.0;-317.0;?;-181.0;-386.0;-200.0
-458.0;?;817.0;593.0;-355.0;?;-202.0;-390.0;-176.0
-485.0;?;816.0;586.0;-377.0;?;-209.0;-384.0;-136.0
-490.0;?;820.0;568.0;-374.0;?;-219.0;-400.0;-157.0
-509.0;?;843.0;579.0;-367.0;-173.0;-191.0;-416.0;-125.0
-536.0;?;855.0;567.0;-358.0;-178.0;-203.0;-364.0;-141.0
-486.0;?;858.0;556.0;-353.0;-180.0;-218.0;-358.0;-130.0
?;?;874.0;555.0;-343.0;-187.0;-190.0;-430.0;-101.0
?;?;856.0;565.0;-338.0;-192.0;-180.0;-493.0;-84.0
?;?;900.0;587.0;?;-191.0;-175.0;-481.0;-102.0
?;?;912.0;600.0;?;-197.0;-187.0;-404.0;-142.0
?;?;911.0;599.0;?;-202.0;-186.0;-353.0;-128.0
?;?;903.0;614.0;?;-200.0;-132.0;-383.0;-116.0
?;?;879.0;605.0;?;-204.0;-181.0;-335.0;-117.0
?;?;882.0;598.0;?;-204.0;-141.0;-412.0;-123.0
?;?;900.0;578.0;?;-200.0;-139.0;-420.0;-125.0
?;-372.0;877.0;564.0;?;-198.0;-141.0;-372.0;-97.0
?;-325.0;885.0;589.0;?;-197.0;-148.0;-401.0;-87.0
?;-294.0;870.0;603.0;?;-194.0;-104.0;-394.0;-91.0
?;-299.0;865.0;613.0;?;-192.0;-166.0;?;-96.0
-489.0;-321.0;866.0;?;?;-191.0;-113.0;?;-67.0
-468.0;-367.0;874.0;?;-351.0;-190.0;-104.0;?;?
-464.0;-343.0;887.0;?;-333.0;-189.0;-91.0;?;?
-436.0;-316.0;889.0;?;-346.0;-188.0;-106.0;?;?
-436.0;-315.0;896.0;?;-351.0;-184.0;-94.0;?;?
-425.0;-317.0;886.0;?;-349.0;-180.0;-67.0;?;-35.0
-423.0;-308.0;893.0;?;-348.0;-178.0;?;?;-8.0
-398.0;-297.0;884.0;?;-365.0;-169.0;?;?;13.0
-403.0;-285.0;886.0;?;-384.0;-164.0;?;?;?
?;-289.0;881.0;577.0;-392.0;-160.0;?;?;?
?;-278.0;?;572.0;-386.0;-151.0;?;?;?
?;-258.0;?;552.0;-395.0;-147.0;?;?;43.0
?;-248.0;?;538.0;-411.0;-142.0;?;?;?
?;-254.0;?;543.0;-415.0;-133.0;?;?;?
?;-245.0;?;553.0;-428.0;-128.0;?;?;?
?;-256.0;?;543.0;-440.0;-124.0;?;?;129.0
?;-251.0;?;557.0;-442.0;?;?;-341.0;160.0
?;-261.0;849.0;552.0;-451.0;?;?;-361.0;121.0
?;-245.0;837.0;524.0;-468.0;?;?;-358.0;105.0
?;-257.0;841.0;521.0;-482.0;?;?;-337.0;125.0
?;-243.0;829.0;517.0;-487.0;?;?;-303.0;115.0
?;-251.0;833.0;524.0;-503.0;?;?;?;92.0
?;-256.0;823.0;527.0;-511.0;?;93.0;?;80.0
?;-254.0;806.0;526.0;-529.0;?;82.0;?;117.0
-343.0;-250.0;783.0;539.0;-561.0;?;53.0;?;70.0
-391.0;-243.0;757.0;534.0;-591.0;?;51.0;?;-72.0
-429.0;-247.0;792.0;527.0;-595.0;?;48.0;?;-123.0
-509.0;-191.0;790.0;486.0;-610.0;?;9.0;?;-98.0
-560.0;-202.0;778.0;456.0;-596.0;?;23.0;?;-132.0
-518.0;-201.0;780.0;444.0;-583.0;?;12.0;?;-159.0
-507.0;-169.0;780.0;456.0;-578.0;?;-17.0;?;-116.0
-481.0;-144.0;784.0;466.0;-584.0;?;-38.0;?;-113.0
-458.0;-144.0;807.0;481.0;-581.0;?;-59.0;?;-94.0
-455.0;-133.0;818.0;524.0;-564.0;?;-86.0;-372.0;-87.0
-429.0;-92.0;815.0;559.0;-562.0;?;-114.0;?;-123.0
-449.0;-122.0;822.0;610.0;-558.0;?;-128.0;-378.0;-110.0
-451.0;-244.0;859.0;655.0;-496.0;?;-138.0;-374.0;-132.0
-468.0;-306.0;877.0;662.0;-419.0;?;-150.0;-396.0;-132.0
-458.0;-311.0;889.0;662.0;-390.0;?;-159.0;-367.0;?
-498.0;-343.0;903.0;631.0;-384.0;?;-172.0;-370.0;-177.0
-531.0;-340.0;894.0;603.0;-361.0;?;-171.0;-365.0;-169.0
-541.0;-331.0;894.0;591.0;-355.0;-117.0;-172.0;-334.0;-192.0
-533.0;-329.0;877.0;587.0;-359.0;-115.0;-121.0;-335.0;-203.0
-516.0;-323.0;868.0;600.0;-366.0;-111.0;-168.0;-368.0;-213.0
-485.0;-336.0;861.0;606.0;?;-112.0;?;-391.0;-238.0
-467.0;-329.0;851.0;616.0;?;-114.0;-151.0;-371.0;-216.0
-477.0;-359.0;874.0;643.0;?;-114.0;?;-391.0;-87.0
-469.0;-358.0;872.0;661.0;?;-120.0;-192.0;-398.0;-91.0
-468.0;-331.0;881.0;673.0;?;-123.0;-176.0;-376.0;-113.0
-478.0;-347.0;896.0;672.0;?;-124.0;-180.0;-400.0;-74.0
-465.0;-364.0;884.0;670.0;?;-127.0;-70.0;-398.0;-53.0
-448.0;-376.0;888.0;673.0;?;-129.0;-49.0;-338.0;-27.0
-458.0;-370.0;896.0;647.0;?;-129.0;-49.0;-329.0;-10.0
-402.0;-380.0;889.0;642.0;?;-128.0;9.0;-366.0;44.0
-361.0;-346.0;876.0;625.0;?;-128.0;51.0;-329.0;98.0
-344.0;-357.0;886.0;589.0;?;-122.0;96.0;-347.0;?
-331.0;-373.0;?;587.0;?;-121.0;137.0;-355.0;?
-237.0;-338.0;898.0;607.0;?;-113.0;181.0;?;?
-175.0;-286.0;919.0;579.0;?;-102.0;183.0;?;?
-146.0;-292.0;913.0;602.0;-399.0;-96.0;237.0;?;?
-122.0;-263.0;888.0;589.0;-410.0;-87.0;265.0;?;?
-91.0;-282.0;889.0;529.0;-432.0;-74.0;289.0;?;?
-69.0;-286.0;871.0;507.0;-460.0;-57.0;322.0;?;?
-72.0;-305.0;838.0;444.0;-481.0;-41.0;311.0;?;?
-51.0;-292.0;812.0;404.0;-513.0;-21.0;282.0;?;?
-37.0;-262.0;789.0;388.0;-556.0;1.0;330.0;?;?
-42.0;-257.0;764.0;367.0;-603.0;26.0;385.0;?;?
-60.0;-232.0;727.0;346.0;-643.0;58.0;350.0;?;?
82.0;-217.0;686.0;317.0;-677.0;87.0;?;?;?
60.0;-192.0;639.0;261.0;-705.0;113.0;?;?;?
109.0;-177.0;599.0;179.0;-745.0;145.0;?;?;?
190.0;-156.0;555.0;210.0;-794.0;168.0;?;?;?
234.0;-102.0;532.0;239.0;-819.0;196.0;?;-41.0;?
149.0;-95.0;506.0;247.0;-828.0;219.0;?;-13.0;?
224.0;-113.0;496.0;230.0;-846.0;241.0;?;59.0;?
154.0;-106.0;437.0;267.0;-861.0;?;?;43.0;?
213.0;-86.0;432.0;303.0;-868.0;?;?;81.0;853.0
189.0;-106.0;409.0;?;-885.0;?;?;-9.0;845.0
195.0;-114.0;389.0;?;-911.0;?;?;20.0;833.0
225.0;-107.0;367.0;?;-922.0;?;?;19.0;782.0
224.0;-88.0;350.0;?;-936.0;?;?;54.0;810.0
189.0;-111.0;306.0;?;-963.0;?;461.0;74.0;790.0
181.0;-98.0;277.0;?;-954.0;?;431.0;77.0;787.0
241.0;-79.0;261.0;?;-968.0;?;410.0;51.0;728.0
238.0;-105.0;256.0;?;-998.0;?;462.0;-2.0;677.0
202.0;-129.0;238.0;?;-1019.0;?;464.0;?;647.0
181.0;-107.0;220.0;?;-1003.0;?;?;31.0;?
175.0;-128.0;205.0;?;-994.0;?;?;27.0;?
129.0;-166.0;221.0;177.0;-1003.0;?;?;32.0;?
99.0;-154.0;214.0;171.0;-990.0;?;?;-16.0;?
85.0;-155.0;217.0;204.0;-995.0;399.0;?;-49.0;?
62.0;-169.0;231.0;242.0;-977.0;394.0;?;-69.0;?
32.0;-181.0;236.0;249.0;-963.0;382.0;?;-60.0;?
40.0;-186.0;253.0;270.0;-972.0;374.0;?;-81.0;?
15.0;-213.0;?;275.0;-961.0;366.0;?;-78.0;?
?;-254.0;?;288.0;-931.0;356.0;?;-79.0;?
?;-297.0;?;319.0;-918.0;345.0;?;-80.0;?
?;-331.0;?;332.0;-891.0;336.0;?;-72.0;?
-18.0;-316.0;?;327.0;-853.0;329.0;?;-52.0;?
-9.0;-298.0;?;350.0;-870.0;325.0;317.0;-44.0;588.0
-13.0;-332.0;?;361.0;-846.0;325.0;315.0;-45.0;605.0
-18.0;-314.0;?;391.0;-839.0;320.0;319.0;-79.0;599.0
-16.0;-311.0;?;393.0;-854.0;324.0;314.0;-69.0;588.0
-53.0;-320.0;?;422.0;-854.0;325.0;311.0;-85.0;584.0
-16.0;-280.0;?;438.0;-845.0;327.0;341.0;-80.0;575.0
-35.0;-226.0;?;466.0;-849.0;328.0;309.0;-87.0;554.0
-42.0;-215.0;?;499.0;-855.0;332.0;303.0;-70.0;574.0
-29.0;-236.0;430.0;511.0;-864.0;336.0;323.0;-89.0;593.0
-10.0;-246.0;429.0;512.0;-858.0;339.0;269.0;-107.0;585.0
12.0;-242.0;415.0;505.0;-864.0;344.0;257.0;-84.0;584.0
-1.0;-247.0;?;500.0;-874.0;346.0;285.0;-86.0;584.0
39.0;-254.0;405.0;483.0;-885.0;349.0;280.0;-105.0;584.0
71.0;-257.0;406.0;475.0;-892.0;353.0;267.0;-69.0;574.0
49.0;-261.0;404.0;490.0;-887.0;355.0;253.0;-52.0;578.0
29.0;-287.0;402.0;498.0;-883.0;356.0;291.0;-38.0;592.0
21.0;-304.0;400.0;496.0;-872.0;359.0;272.0;-62.0;?
34.0;-311.0;398.0;493.0;-855.0;356.0;250.0;-70.0;?
43.0;-317.0;395.0;489.0;-853.0;357.0;252.0;-68.0;?
34.0;-336.0;390.0;492.0;-857.0;359.0;262.0;-76.0;?
10.0;-355.0;388.0;500.0;-866.0;358.0;254.0;?;?
-4.0;-367.0;393.0;514.0;-858.0;356.0;269.0;?;?
6.0;?;390.0;524.0;-848.0;?;257.0;?;?
-28.0;?;395.0;517.0;-851.0;?;243.0;?;?
-37.0;?;394.0;500.0;-846.0;?;253.0;?;?
-35.0;?;?;503.0;-846.0;?;274.0;?;?
-37.0;?;?;496.0;?;?;257.0;?;?
-27.0;?;?;489.0;?;?;223.0;?;?
-71.0;?;?;502.0;-859.0;?;247.0;?;?
-32.0;?;?;522.0;-854.0;?;217.0;?;?
-82.0;?;?;533.0;-855.0;?;187.0;?;?
-84.0;?;?;548.0;-853.0;?;174.0;-73.0;?
-94.0;?;?;553.0;-842.0;?;153.0;-83.0;542.0
-31.0;?;413.0;564.0;-832.0;?;109.0;-106.0;433.0
-48.0;?;419.0;547.0;-837.0;320.0;37.0;-195.0;321.0
?;?;423.0;544.0;-833.0;317.0;52.0;-209.0;295.0
?;?;424.0;551.0;-825.0;311.0;4.0;-248.0;209.0
?;?;419.0;548.0;-818.0;307.0;101.0;-217.0;159.0
?;?;389.0;545.0;-830.0;302.0;109.0;-60.0;12.0
?;-339.0;399.0;517.0;-883.0;297.0;55.0;3.0;32.0
?;-319.0;419.0;530.0;-886.0;288.0;-29.0;-135.0;-23.0
?;-333.0;410.0;549.0;-859.0;275.0;-42.0;-166.0;-137.0
?;-358.0;386.0;556.0;-812.0;257.0;-105.0;-170.0;-181.0
?;-412.0;356.0;578.0;-767.0;231.0;-113.0;-158.0;-290.0
?;-434.0;453.0;599.0;-725.0;195.0;-167.0;-147.0;-361.0
?;-422.0;423.0;600.0;-729.0;155.0;-209.0;-188.0;-393.0
?;-374.0;519.0;617.0;-630.0;117.0;?;-175.0;-355.0
?;-504.0;533.0;?;-602.0;72.0;?;-144.0;-391.0
-632.0;-541.0;562.0;?;-524.0;21.0;?;-152.0;?
-647.0;-496.0;611.0;?;-416.0;-19.0;?;-313.0;?
-645.0;-468.0;625.0;?;-389.0;-55.0;?;-318.0;-368.0
