InertialMeasurementUnit L-SHOE AngVelNavFrameX;InertialMeasurementUnit L-SHOE AngVelBodyFrameX;Accelerometer RKN_ accZ;InertialMeasurementUnit L-SHOE Nav_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameZ;Accelerometer RKN_ accX;InertialMeasurementUnit L-SHOE Body_Ay;InertialMeasurementUnit L-SHOE Body_Az;InertialMeasurementUnit L-SHOE AngVelNavFrameY;InertialMeasurementUnit L-SHOE AngVelBodyFrameZ;InertialMeasurementUnit L-SHOE AngVelBodyFrameY;InertialMeasurementUnit L-SHOE Body_Ax;InertialMeasurementUnit L-SHOE EuY
14;-8;64.0;13;?;-106.0;658;735;8;-43;14;?;-32
51;-14;-27.0;21;?;-155.0;651;730;14;-31;51;?;-32
23;14;-45.0;10;?;-35.0;661;737;-14;?;23;?;-32
3;-32;-11.0;?;?;-28.0;651;738;32;?;3;?;-32
?;-98;78.0;47;?;11.0;626;719;98;?;-5;?;-32
?;3;1.0;24;5;-29.0;643;733;-3;?;6;?;-32
?;12;-36.0;14;0;-31.0;652;739;-12;?;-3;?;-32
6;-47;-79.0;17;21;-55.0;655;732;47;?;6;23;-32
15;-19;-110.0;15;-6;-90.0;657;733;19;-6;15;11;?
6;-24;-128.0;22;-59;-109.0;650;732;24;-59;6;?;-32
26;-11;-131.0;16;-46;-48.0;652;738;11;-46;26;?;-32
31;7;-53.0;23;-44;-28.0;643;736;-7;-44;31;?;-32
51;-36;31.0;19;?;20.0;649;735;36;-43;51;?;-32
-3;-28;87.0;13;?;122.0;655;739;28;-13;-3;?;-32
54;-11;73.0;16;?;50.0;649;740;11;-57;54;?;-32
?;-34;-1.0;6;?;-36.0;660;744;34;-21;-1;?;-32
?;-32;-51.0;10;?;-8.0;652;?;32;-39;24;?;-32
?;-54;-19.0;14;?;-7.0;644;?;54;-127;155;?;-32
?;-63;31.0;-4;?;23.0;662;?;63;-27;-131;?;-32
?;-48;3.0;?;?;40.0;641;?;48;-280;408;?;-32
?;-225;2.0;?;?;40.0;712;?;225;-201;-192;?;-33
?;-257;-2.0;?;?;7.0;723;?;257;-847;1073;?;-33
?;-195;-1.0;?;?;-5.0;686;?;195;-958;4372;?;-34
?;-258;-24.0;?;?;-35.0;699;?;258;2818;2825;784;?
1898;-27;-28.0;?;?;-40.0;253;?;27;5313;1898;354;?
1850;-375;-44.0;?;?;-2.0;-34;?;375;4329;1850;181;-39
219;-763;-39.0;?;3405;32.0;183;?;763;3405;219;-61;-40
293;-972;-19.0;-92;2444;?;452;?;972;?;293;-1;-39
-72;-1704;-14.0;-237;1395;?;757;957;1704;?;-72;324;?
-443;-1683;18.0;-193;869;?;916;810;1683;?;-443;216;?
-470;-1576;2.0;-407;614;?;1062;958;1576;?;-470;158;?
-534;-1522;-10.0;-10;1103;?;977;603;1522;?;-534;98;?
-541;-1169;-2.0;496;1721;?;899;136;1169;?;-541;41;?
263;-282;-18.0;745;2093;?;1075;-187;282;?;263;2;?
1843;1320;0.0;1231;2352;?;910;-575;-1320;?;1843;-298;?
2031;1545;-11.0;703;2114;?;642;107;-1545;?;2031;-255;?
2128;1137;5.0;439;2432;?;534;463;-1137;?;2128;-259;?
1524;1651;-9.0;351;1278;?;680;406;-1651;?;1524;-28;?
633;1968;-19.0;-167;-928;?;751;815;-1968;-928;633;473;?
941;1293;-6.0;-54;-919;?;634;814;-1293;?;941;252;?
339;307;-16.0;-48;-283;?;747;759;-307;?;339;-42;?
?;59;4.0;-29;-56;?;717;738;-59;?;-85;20;-39
?;178;-31.0;66;-87;29.0;644;682;-178;?;173;63;-39
60;123;-33.0;-18;-244;23.0;701;738;-123;?;60;31;-40
98;132;-31.0;9;-266;52.0;679;724;-132;?;98;47;-40
167;96;-3.0;30;-276;39.0;706;672;-96;?;167;53;-40
116;-58;-27.0;26;-122;28.0;712;676;58;?;116;-14;-40
74;-43;-30.0;20;-61;18.0;660;729;43;?;74;-25;-40
-10;35;1.0;19;14;65.0;663;725;-35;14;-10;-10;-40
-26;-17;21.0;23;46;42.0;692;696;17;46;-26;-22;-40
-25;-23;19.0;16;39;76.0;674;720;23;39;-25;-10;?
-84;?;22.0;15;97;92.0;656;738;-34;97;-84;-6;?
-11;?;13.0;20;-29;76.0;675;715;-29;-29;-11;-24;?
18;?;-1.0;21;-57;73.0;681;708;-9;-57;18;-9;?
40;?;4.0;31;-37;59.0;666;706;-22;-37;40;-6;?
61;?;41.0;27;-69;67.0;676;703;-16;-69;61;-20;?
14;?;30.0;?;-58;28.0;688;718;0;-58;14;-30;?
55;?;1.0;?;-105;23.0;672;725;-1;-105;55;-15;?
115;?;-8.0;?;-120;-4.0;668;724;-23;-120;115;10;?
169;?;3.0;?;-184;62.0;681;711;-59;-184;169;-41;?
169;?;32.0;?;?;66.0;685;691;-31;-225;169;-59;?
149;?;125.0;?;?;95.0;682;704;-14;-186;149;-44;-40
156;?;218.0;?;?;76.0;684;713;-19;-186;156;-79;?
84;?;301.0;?;?;117.0;685;691;29;-123;84;-85;?
-6;-50;445.0;22;?;181.0;681;700;50;-11;-6;-78;-40
-62;-80;365.0;14;?;187.0;676;716;80;21;-62;-77;-40
-106;-98;-75.0;?;?;159.0;673;700;98;40;-106;-86;-40
-131;-67;-446.0;-15;?;17.0;693;738;67;78;-131;-105;-40
-133;-78;-393.0;-47;?;-91.0;714;763;78;124;-133;-94;-40
-115;-68;-487.0;6;?;-402.0;?;718;68;149;-115;-70;-40
-103;-9;-402.0;18;?;-324.0;?;722;9;119;-103;-47;-40
-83;2;-255.0;?;?;-255.0;?;730;-2;171;-83;-26;-40
-151;26;-154.0;?;168;-284.0;?;727;-26;168;-151;-31;-40
-220;152;-76.0;?;269;?;?;748;-152;269;-220;12;-40
-277;193;76.0;?;306;?;?;733;-193;306;-277;34;?
-144;108;190.0;?;172;?;?;705;-108;172;-144;-7;?
?;95;249.0;?;192;?;?;703;-95;192;-33;-11;?
?;93;322.0;?;219;?;?;656;-93;219;-180;48;?
?;65;269.0;?;1190;?;?;390;-65;1190;968;314;?
?;-3;77.0;?;1869;2.0;?;89;3;1869;2036;236;?
?;-137;925.0;?;853;168.0;?;314;137;853;896;-177;?
?;-240;841.0;?;58;-791.0;691;871;240;58;-142;77;?
?;-236;330.0;-242;-82;207.0;708;1019;236;-82;-44;363;?
?;-50;-285.0;-141;255;215.0;770;842;50;255;284;3;?
?;31;-571.0;-107;596;-206.0;800;778;-31;596;480;-175;?
?;35;-134.0;-51;470;-267.0;716;779;-35;470;387;-170;-41
?;62;-108.0;163;465;-79.0;503;687;-62;465;341;-206;-42
?;-100;-428.0;97;574;-188.0;623;656;100;574;468;-11;-42
330;-171;-307.0;52;504;-135.0;531;798;171;504;330;17;-41
72;-65;-338.0;85;154;-108.0;496;786;65;154;72;-4;-41
6;34;-407.0;53;-69;-304.0;683;652;-34;-69;6;145;-41
?;13;-325.0;53;-7;-240.0;663;674;-13;-7;7;101;-41
?;-98;-349.0;29;36;-337.0;646;727;98;36;26;1;-41
?;-70;-396.0;13;24;-318.0;669;726;?;24;-14;29;-41
?;-65;-335.0;-22;7;-235.0;723;721;?;7;-20;81;-41
140;-198;-401.0;0;152;-273.0;670;735;198;152;140;138;-41
311;-178;-373.0;78;357;-182.0;560;727;178;357;311;135;-40
364;-289;-418.0;44;833;-210.0;629;706;?;833;364;240;-40
381;-244;-429.0;104;744;-226.0;560;690;?;744;381;170;-40
352;231;-431.0;210;-366;-301.0;394;715;?;-366;352;-200;-39
?;?;-487.0;42;-462;-338.0;563;782;?;-462;?;-37;-40
207;?;-483.0;?;-95;-321.0;667;?;?;-95;?;167;-40
162;?;-487.0;?;-216;-281.0;617;?;?;-216;?;16;-40
20;?;-521.0;?;-44;-313.0;673;?;?;-44;?;3;-40
-92;?;-500.0;?;67;-244.0;660;?;?;67;?;-3;-40
-54;?;-458.0;?;?;-264.0;665;?;?;16;?;23;-40
7;?;-449.0;?;?;-275.0;674;?;?;-27;?;34;-41
18;?;?;?;?;-261.0;658;727;?;-46;?;-10;-41
13;?;?;?;?;-239.0;663;739;10;-16;?;10;-41
-7;?;?;26;?;-222.0;647;728;5;-17;?;16;-41
4;?;?;19;?;-208.0;655;731;-22;-34;?;-5;-41
31;?;?;10;?;?;664;734;-23;-26;?;1;-41
-3;18;?;13;?;?;659;735;-18;13;?;5;-41
-2;2;?;16;?;-202.0;?;732;-2;?;?;3;-41
33;-13;?;20;?;-205.0;?;726;13;?;?;7;-41
25;-10;?;20;?;-178.0;?;727;10;?;25;7;-41
8;-19;?;20;?;-137.0;?;729;19;?;8;9;-41
-14;-20;?;15;?;-48.0;?;733;20;?;-14;-3;-41
4;18;?;18;-9;-45.0;?;730;-18;-9;4;-1;-41
13;5;?;17;-11;-25.0;?;730;-5;-11;13;5;-41
-9;-41;?;11;10;-25.0;?;?;41;10;-9;-3;-41
-4;-30;?;12;5;-102.0;?;?;30;5;-4;-1;-41
-4;-30;131.0;12;4;-155.0;?;?;30;4;-4;-1;-41
9;-40;168.0;18;14;43.0;?;?;40;14;9;-1;-41
16;-3;283.0;21;15;-80.0;?;?;3;15;16;-3;?
-25;9;336.0;15;19;-182.0;?;?;?;?;-25;8;?
-27;-16;355.0;14;26;-262.0;?;?;?;?;-27;20;?
?;-21;304.0;16;3;-60.0;?;?;?;?;17;15;?
?;-30;374.0;13;-33;8.0;?;741;?;?;19;11;?
?;-36;454.0;12;-29;-112.0;655;739;?;?;0;4;?
?;-27;398.0;14;-24;-279.0;654;737;?;?;-8;-1;-41
?;-36;309.0;12;-21;-147.0;659;736;?;?;4;3;-41
?;-8;342.0;16;0;-28.0;662;728;8;?;14;8;-41
?;33;355.0;22;5;-74.0;650;732;-33;?;-15;7;-41
?;-1;356.0;19;-3;-110.0;651;735;1;?;-27;-1;-41
?;-26;299.0;23;-11;-126.0;654;725;26;?;3;3;-41
?;-10;299.0;20;-19;-104.0;652;732;10;?;25;-2;-41
?;-15;261.0;14;-6;-166.0;656;736;15;?;0;0;-41
?;-20;228.0;19;18;-133.0;657;729;?;18;-39;9;-41
?;-10;162.0;16;-5;-113.0;656;734;?;-5;-24;3;-41
?;-8;191.0;18;-29;-142.0;653;734;?;-29;-1;11;-41
-31;-19;248.0;22;13;-194.0;649;731;?;13;-31;14;-41
-13;-18;287.0;21;12;-179.0;652;730;?;12;-13;9;-41
22;-9;267.0;22;-39;-179.0;652;729;?;-39;22;11;-41
1;-25;202.0;23;?;-209.0;646;734;?;-3;1;5;-41
-4;-22;180.0;19;?;-166.0;650;736;?;26;-4;3;-41
6;18;200.0;16;?;-235.0;654;735;?;-19;6;6;-41
2;12;263.0;?;?;-288.0;650;735;?;-14;2;7;-41
-12;-3;195.0;?;?;-258.0;646;735;?;-7;?;?;-41
-9;0;50.0;?;?;-117.0;651;735;?;-11;?;?;-41
8;-11;4.0;?;?;-54.0;658;?;11;19;?;?;-41
6;-10;-16.0;?;16;-118.0;658;?;10;16;?;?;-41
5;-9;-66.0;?;14;-195.0;657;?;9;14;?;?;-41
7;-11;-43.0;?;17;-145.0;658;?;?;17;?;?;-41
6;-10;-55.0;?;15;-172.0;657;?;?;15;?;?;-41
6;?;-41.0;?;16;-154.0;658;?;?;16;?;?;-41
6;?;-46.0;?;?;-84.0;658;?;?;16;?;?;-41
6;?;-67.0;?;?;-98.0;658;?;?;16;?;?;-41
5;?;-80.0;?;?;-85.0;658;735;?;14;?;?;-41
9;?;-73.0;?;?;-89.0;658;735;?;20;?;?;-41
-4;?;-40.0;?;-1;-91.0;658;736;?;-1;-4;?;-41
-32;?;-8.0;?;-29;-83.0;658;734;?;-29;-32;?;-41
-33;?;17.0;?;-12;-89.0;658;729;?;-12;-33;?;-41
-16;?;-10.0;?;-4;-47.0;656;731;?;-4;-16;?;-41
0;?;14.0;?;-15;-31.0;655;732;-29;-15;0;?;-41
13;?;3.0;?;-16;-62.0;656;730;15;?;13;?;-41
-8;?;-33.0;?;-34;-57.0;650;733;21;?;-8;?;-41
-8;?;-25.0;?;-11;-28.0;646;?;-18;-11;-8;4;-41
16;?;10.0;?;25;-53.0;652;?;1;25;16;9;-41
-18;?;46.0;?;-9;-24.0;654;?;11;-9;-18;2;-41
-33;?;89.0;?;-20;31.0;653;?;8;-20;-33;-1;-41
-3;?;77.0;?;-11;39.0;656;?;12;-11;-3;5;-41
7;?;29.0;?;-16;27.0;658;?;9;-16;7;7;-41
6;?;59.0;?;-15;31.0;658;?;10;-15;6;7;-41
6;?;2.0;?;-15;-19.0;658;?;10;-15;6;7;-41
6;-10;-12.0;?;-14;-52.0;658;?;10;-14;6;?;-41
8;-9;-19.0;?;-20;-82.0;658;?;9;-20;8;?;-41
-3;-15;-40.0;?;11;-46.0;656;?;15;11;-3;?;-41
-19;-23;-29.0;?;43;-92.0;656;?;23;43;-19;?;-41
-12;-20;-22.0;?;33;-81.0;656;733;20;33;-12;?;-41
-14;-21;-43.0;?;36;-88.0;656;734;21;36;-14;?;-41
-18;-23;-18.0;?;38;-44.0;656;734;23;38;-18;?;-41
6;-11;-2.0;21;16;-53.0;651;731;11;16;6;?;-41
-12;-14;?;21;-8;-46.0;650;732;14;-8;-12;?;-41
-17;0;?;19;?;-11.0;651;733;0;-16;-17;?;-41
21;25;?;22;?;21.0;650;731;-25;-15;21;?;-41
16;23;?;22;?;-4.0;?;732;-23;-15;16;7;-41
14;23;?;22;?;-26.0;?;731;-23;-14;14;7;-41
15;16;47.0;18;?;-28.0;?;733;-16;-21;15;6;-41
-14;13;25.0;17;?;-30.0;?;733;-13;-28;-14;0;-41
-41;27;3.0;19;?;-76.0;?;736;-27;-22;-41;-8;-41
-30;20;-9.0;19;-26;-60.0;?;734;-20;-26;-30;-4;-41
-24;22;-10.0;24;-16;-44.0;?;727;-22;-16;-24;7;-41
-45;37;0.0;22;15;-64.0;?;734;-37;15;-45;6;-41
-23;5;-8.0;18;-9;-64.0;?;733;-5;-9;-23;?;-41
-23;-12;9.0;17;-27;-62.0;?;732;12;-27;-23;?;-41
-50;5;2.0;16;-10;-39.0;?;?;-5;-10;-50;?;-41
-43;-1;23.0;16;-16;-29.0;?;?;1;-16;-43;?;-41
-44;0;20.0;16;-15;-54.0;?;?;0;-15;-44;?;-41
-46;3;33.0;16;-13;-64.0;?;?;-3;-13;-46;3;-41
-44;-3;2.0;16;-17;-65.0;?;?;3;-17;-44;3;-41
-45;7;-7.0;16;?;-62.0;?;?;-7;-13;-45;3;-41
-44;-6;5.0;16;?;-67.0;?;?;6;-17;-44;2;-41
-44;6;15.0;16;?;?;?;?;-6;?;-44;4;-41
-44;44;-14.0;?;?;?;?;?;-44;?;-44;23;-41
-47;18;-1.0;?;?;?;660;?;-18;?;-47;37;-41
-21;22;37.0;?;?;?;655;?;-22;-5;-21;21;-41
25;25;41.0;?;?;?;660;?;-25;16;25;22;-41
1;-20;30.0;?;?;?;658;727;20;-8;1;33;-41
-22;5;9.0;?;?;?;658;731;-5;-33;-22;27;-41
31;15;-29.0;?;?;?;662;722;-15;2;31;27;-41
36;-24;3.0;?;?;?;655;729;24;-3;36;27;-41
12;12;10.0;?;?;?;655;728;-12;-29;12;30;-41
22;22;-7.0;?;?;?;656;726;-22;-9;22;26;-41
39;-33;?;?;?;?;647;732;33;24;39;27;-41
34;-18;?;?;?;?;650;732;18;12;34;24;-41
12;12;?;18;-32;?;655;732;-12;-32;12;17;-41
38;8;?;16;-32;-38.0;661;729;-8;-32;38;32;-41
-13;34;?;21;6;-37.0;659;723;-34;6;-13;15;-41
43;63;?;28;-22;-33.0;664;711;-63;-22;43;17;-41
-60;42;?;39;40;-50.0;647;712;-42;40;-60;-57;-41
31;188;?;-12;-33;-50.0;686;745;-188;-33;31;-27;-41
86;513;?;3;-129;-42.0;622;781;-513;-129;86;140;-42
-191;874;?;12;-162;-47.0;498;891;-874;-162;-191;3;-43
1352;1706;8.0;-244;-1180;-11.0;763;1014;-1706;-1180;1352;167;-46
2857;2308;?;-108;-2555;-27.0;792;918;?;-2555;2857;900;-51
5499;1947;?;-407;?;-25.0;1350;1010;?;-4864;5499;834;-51
8051;-41;?;-623;?;-11.0;1910;920;?;-3500;8051;390;-49
5732;-1782;?;595;?;-38.0;676;102;?;4036;5732;270;-51
3842;-694;?;721;?;-20.0;117;-12;?;6258;3842;-380;-55
1723;-588;?;127;?;-25.0;553;714;?;3329;1723;-439;-61
-399;-1667;?;289;?;-16.0;465;935;?;2739;-399;-72;-66
-201;-1844;?;323;?;-24.0;430;773;?;1759;-201;-131;-65
-1155;-2741;?;293;?;-41.0;478;776;2741;341;-1155;141;-62
-1481;-3083;?;161;?;-34.0;?;831;?;649;-1481;233;-59
-887;-2950;?;-38;?;-72.0;683;911;?;1094;-887;200;-55
-986;-3014;?;-282;?;-38.0;881;1017;?;2010;-986;274;-50
148;-2754;?;-659;?;-46.0;1193;1146;?;2275;148;93;-43
-40;-2576;-13.0;-1109;?;-28.0;1767;1299;?;2756;-40;5;-38
-264;-3263;-2.0;-951;?;-29.0;1988;1057;?;2989;-264;-309;-33
-262;-3604;27.0;692;?;-8.0;2088;-534;?;990;-262;-859;?
-4488;-2046;30.0;2031;624;-72.0;2457;-1835;?;624;-4488;-1167;?
-1573;-855;12.0;951;-1607;-16.0;707;265;855;-1607;-1573;-1932;?
3699;1985;52.0;-871;?;-23.0;-21;2217;-1985;-1383;3699;-832;?
231;4353;66.0;-272;?;-28.0;1013;1040;-4353;2078;231;-1052;?
-755;3548;104.0;-38;539;44.0;944;865;-3548;539;?;-1830;?
616;3827;67.0;-1869;172;70.0;1909;1759;-3827;172;?;2123;?
399;1834;45.0;-1008;348;50.0;1491;1142;-1834;348;399;1721;-43
221;-320;-6.0;323;-392;10.0;419;613;320;-392;221;-684;-45
-18;347;-27.0;-138;168;-55.0;807;783;-347;168;-18;316;-45
115;53;-30.0;57;-127;-18.0;648;689;-53;-127;115;3;-46
154;-8;-73.0;29;-105;-24.0;662;713;8;-105;154;26;-46
104;74;-89.0;-33;-48;-53.0;704;744;-74;-48;104;165;-45
139;-68;-80.0;61;-191;-74.0;632;705;68;-191;139;-29;-46
174;-48;-58.0;-12;-127;-27.0;686;737;48;-127;174;81;-45
101;13;-64.0;30;-138;-76.0;653;726;-13;-138;101;-15;-46
53;-15;4.0;27;-92;-41.0;649;728;15;-92;53;30;-45
3;29;30.0;?;-65;-27.0;655;721;-29;-65;3;19;-45
-54;333;18.0;?;-51;9.0;731;753;-333;-51;-54;16;-46
-54;-20;-46.0;?;-94;-53.0;618;727;20;-94;-54;33;-45
-117;958;-81.0;?;-196;-101.0;721;806;-958;-196;-117;-29;-48
-568;1345;-69.0;?;112;-85.0;395;848;-1345;112;-568;-13;-47
-415;2646;-68.0;?;-74;-61.0;468;895;-2646;-74;-415;60;-51
577;7089;19.0;?;-1428;-18.0;735;1038;-7089;-1428;577;98;-65
762;8007;4.0;?;-1870;88.0;242;1002;-8007;-1870;762;141;-65
680;6720;-53.0;?;-1082;-47.0;2151;1226;-6720;-1082;680;3;-76
864;2663;-67.0;?;-825;-64.0;1928;1144;-2663;-825;864;70;-87
1141;-2289;-13.0;?;-662;-143.0;?;623;2289;-662;1141;345;-81
1064;-1589;184.0;?;-738;-109.0;-267;717;1589;?;1064;300;?
963;-1321;368.0;?;-864;180.0;?;765;1321;?;963;282;-82
2118;-3363;94.0;?;870;572.0;?;392;3363;?;2118;398;-82
2383;-3941;-80.0;?;2549;365.0;?;504;3941;?;2383;393;-80
1825;-4225;-621.0;?;2880;-93.0;?;674;4225;?;1825;590;-70
2563;-4393;-627.0;?;3075;-73.0;?;812;4393;?;2563;758;-56
2834;-4374;-386.0;?;3436;-308.0;?;1062;4374;?;2834;1002;?
2659;-4545;-550.0;?;3484;-579.0;?;839;4545;?;2659;1281;?
1729;-4016;-510.0;?;2435;-607.0;?;86;4016;?;1729;612;?
-1776;-3938;-464.0;?;2182;-389.0;?;-1214;3938;?;-1776;106;?
-1925;-1319;-426.0;?;1978;-425.0;?;-421;1319;?;-1925;57;?
978;2090;-391.0;?;1134;-432.0;?;1302;-2090;?;?;96;-17
704;1835;-353.0;?;1207;-361.0;802;1173;-1835;?;?;?;-17
478;1757;-347.0;?;1230;-457.0;877;1154;-1757;?;?;?;-16
1100;1300;-150.0;?;1143;-364.0;649;758;-1300;?;?;?;-25
675;339;78.0;103;340;-303.0;803;?;-339;340;?;?;-31
259;304;-55.0;45;-381;-48.0;867;?;-304;-381;?;?;-29
23;8;332.0;81;0;-667.0;725;?;-8;0;?;?;-30
-34;?;632.0;72;16;549.0;684;?;-35;16;?;?;-30
-47;72;234.0;?;2;695.0;689;?;-72;2;-47;?;-30
-63;26;626.0;?;90;-761.0;682;?;-26;90;-63;?;-30
-36;51;866.0;?;-9;-821.0;684;?;-51;-9;-36;?;-30
10;19;-160.0;?;-5;-886.0;670;?;-19;-5;10;?;-30
15;34;-979.0;?;-7;732.0;680;?;-34;-7;15;?;-30
16;34;-295.0;?;-6;-105.0;679;?;-34;-6;16;?;-30
14;40;-64.0;?;6;-301.0;676;?;-40;6;14;?;-30
39;-12;-41.0;?;-67;11.0;686;?;12;-67;39;?;-30
88;-57;?;?;-145;230.0;686;?;57;-145;88;?;-30
75;-55;?;61;-121;-124.0;675;708;55;-121;75;?;-30
46;-77;?;51;-84;-16.0;675;717;77;-84;46;?;-31
47;-58;?;?;-68;100.0;672;713;58;-68;47;?;-30
32;-43;?;?;-53;?;665;715;43;-53;32;?;-30
64;-80;?;?;-67;?;673;719;80;-67;64;19;-30
61;-48;?;?;-47;?;?;723;48;-47;61;-2;-30
5;-8;?;?;9;?;?;?;8;9;5;-12;-30
7;-33;?;?;26;?;?;719;33;26;7;-7;-30
7;-33;133.0;?;26;?;?;719;33;26;7;-7;-30
?;-34;190.0;?;26;?;?;718;34;?;5;-8;-30
?;-14;453.0;?;13;-136.0;672;722;14;?;6;-5;-30
?;2;427.0;?;-45;-13.0;670;721;-2;?;10;?;-30
?;-13;612.0;?;-76;173.0;664;716;13;?;16;?;-30
?;-10;-1065.0;?;-76;-132.0;666;717;10;-76;16;?;-30
?;?;-1041.0;29;-80;-498.0;666;717;10;-80;18;?;-30
?;?;-715.0;25;-26;-308.0;663;721;7;-26;9;?;-30
?;?;-650.0;21;-25;-201.0;666;723;24;-25;34;?;-30
?;?;-771.0;19;-23;-263.0;671;720;26;-23;1;?;?
?;?;-658.0;15;21;-247.0;668;727;-7;21;-32;?;?
?;?;-661.0;18;26;-337.0;662;729;-12;26;-4;?;?
?;?;-637.0;19;60;-378.0;670;719;-19;60;-29;?;?
-32;?;-666.0;16;69;-349.0;677;715;-31;69;-32;?;?
-61;?;-609.0;24;75;-315.0;661;719;1;75;-61;?;?
-79;?;-508.0;23;80;-423.0;660;719;27;80;-79;?;?
-29;?;-5.0;14;26;-268.0;669;725;33;26;-29;?;-30
-54;?;173.0;19;26;?;660;728;21;26;-54;?;-30
-57;?;280.0;24;44;?;?;720;-19;?;-57;?;-30
-3;?;404.0;21;-17;?;?;721;-11;?;-3;?;-30
-34;?;508.0;13;-28;?;?;727;3;?;-34;?;-30
-46;?;457.0;19;4;?;?;719;-2;?;-46;13;-30
1;?;?;22;6;?;?;718;-17;?;1;25;-30
-3;?;?;13;-4;?;?;726;-44;?;-3;40;-30
-7;?;?;15;-34;?;?;721;-27;?;-7;20;-30
3;33;?;14;-10;?;669;724;-33;?;3;16;-30
12;46;?;16;6;?;668;722;-46;?;12;19;-30
15;7;?;18;-8;?;664;722;-7;?;15;18;-30
27;-38;?;11;-7;?;675;723;38;?;27;22;-30
44;-45;?;13;-34;?;674;721;45;?;44;20;-30
12;-57;76.0;-13;-25;-35.0;685;746;57;?;12;16;-30
-59;-242;87.0;-62;-15;-1.0;739;763;242;-15;-59;17;-30
87;-240;119.0;-2;-129;-91.0;693;724;240;-129;87;2;-31
34;-288;76.0;14;-188;-20.0;?;742;288;-188;34;32;-32
74;-236;40.0;-13;-138;?;?;738;236;-138;74;-34;-32
-110;-459;?;-33;33;?;?;770;459;33;-110;59;-33
-365;-733;?;-67;125;?;?;818;733;125;-365;175;-33
195;-72;?;21;-82;?;?;704;72;-82;195;-98;-33
-507;-1533;?;-160;450;?;?;911;1533;450;-507;504;-32
3366;?;80.0;54;1558;?;?;507;1395;1558;3366;421;-29
9849;1583;94.0;682;3679;-8.0;?;-531;-1583;3679;9849;?;-28
7949;1450;99.0;145;5207;-37.0;?;-143;-1450;5207;7949;?;-31
4085;?;55.0;-640;2551;-84.0;?;845;-1462;2551;4085;?;-40
2928;?;20.0;-280;204;-133.0;?;975;-1825;204;2928;?;-45
2156;?;29.0;283;1458;?;?;894;-1055;1458;2156;?;-48
2421;?;67.0;398;1691;?;?;935;-1470;1691;2421;606;-49
2258;?;98.0;396;1966;?;?;927;-1198;1966;2258;547;-50
1628;?;108.0;357;3987;?;258;981;351;3987;1628;68;?
1447;?;120.0;275;3571;?;?;1032;1229;3571;1447;-58;-59
1028;?;121.0;?;2194;?;?;981;1786;2194;1028;177;-57
492;?;92.0;?;1906;?;?;980;2503;1906;492;286;-55
437;?;60.0;?;1570;?;?;940;2559;1570;437;340;-51
242;?;81.0;-105;1492;?;?;992;2729;1492;242;380;?
?;?;84.0;-121;1472;?;628;1021;2811;1472;207;393;?
?;-1968;115.0;?;1669;?;870;871;1968;1669;371;217;?
?;-1842;90.0;?;1294;-48.0;1317;1275;1842;1294;-160;36;?
?;-2112;86.0;?;921;-34.0;1958;1116;?;921;-721;-266;?
-1192;-3069;70.0;-500;633;-62.0;1778;827;?;633;-1192;-473;?
-2335;-3010;90.0;814;116;-4.0;1825;-413;?;116;-2335;-773;?
-2138;-407;83.0;1713;134;-6.0;1907;-1306;?;134;-2138;-530;?
452;20;89.0;-955;-500;13.0;-452;2156;?;-500;452;931;?
3477;637;78.0;-1237;-651;-15.0;-1442;2738;?;-651;3477;976;?
6038;2237;72.0;937;-226;7.0;-1332;504;?;-226;6038;693;?
4518;1644;107.0;53;-328;25.0;-982;1268;?;-328;4518;488;?
299;933;80.0;?;-149;44.0;1025;1257;?;-149;299;-657;?
-1;357;100.0;?;-138;20.0;905;749;?;-138;-1;-176;?
382;127;100.0;38;-83;61.0;452;802;-127;-83;382;145;?
-76;262;172.0;-10;45;81.0;818;712;-262;45;-76;-139;?
197;70;210.0;27;-46;65.0;594;754;-70;-46;197;85;?
8;-20;175.0;20;-15;72.0;666;?;20;-15;8;-49;?
19;20;134.0;6;6;64.0;650;?;-20;6;19;-28;?
35;62;122.0;26;-17;76.0;631;?;-62;-17;35;14;?
-49;-1;116.0;19;-59;67.0;678;?;1;-59;-49;-4;-34
36;-14;113.0;29;-77;55.0;631;?;14;-77;36;18;-34
55;-8;94.0;21;?;63.0;652;?;8;-73;55;0;-34
63;111;80.0;22;-26;28.0;641;747;-111;-26;63;1;-34
-16;113;181.0;17;-20;68.0;636;755;-113;-20;-16;?;-34
-56;66;173.0;7;?;11.0;676;731;-66;-108;-56;?;-34
-107;734;111.0;-25;?;-43.0;521;899;-734;-50;-107;?;-36
-608;1371;196.0;0;?;45.0;379;968;-1371;36;-608;?;-38
-740;3150;254.0;64;?;31.0;?;917;-3150;115;-740;?;-42
13;4940;256.0;?;?;226.0;?;824;-4940;-239;13;?;-52
-202;4808;395.0;?;?;157.0;?;875;-4808;-607;-202;?;-63
-1223;4260;352.0;?;?;?;?;1261;-4260;-166;-1223;?;-66
-1165;1533;203.0;?;?;?;?;1098;-1533;-894;-1165;?;-69
?;-873;-283.0;?;?;999.0;?;?;873;-2596;-962;?;-72
?;-1477;-869.0;?;?;52.0;?;?;?;-1847;-343;?;-67
?;-2420;-620.0;?;?;-590.0;?;?;?;-89;944;?;-61
