InertialMeasurementUnit RLA magneticY;InertialMeasurementUnit RUA magneticX;InertialMeasurementUnit R-SHOE Nav_Ay;InertialMeasurementUnit BACK magneticY;InertialMeasurementUnit LUA magneticZ;InertialMeasurementUnit L-SHOE Compass;InertialMeasurementUnit R-SHOE EuX;InertialMeasurementUnit LLA magneticX;InertialMeasurementUnit R-SHOE Compass
-360.0;224.0;120;-261.0;389.0;72;-178;304.0;-4
-353.0;223.0;119;-261.0;392.0;71;-179;294.0;-4
-358.0;225.0;109;-261.0;391.0;71;-178;283.0;-4
-367.0;227.0;92;-260.0;392.0;71;-178;275.0;-4
-372.0;223.0;86;-260.0;394.0;71;-178;274.0;-4
-365.0;222.0;89;-262.0;395.0;71;-178;278.0;-4
-364.0;221.0;84;-261.0;395.0;71;-178;285.0;-4
-358.0;216.0;85;-260.0;397.0;72;-178;296.0;-4
-341.0;212.0;86;-262.0;400.0;71;-178;309.0;-4
-310.0;208.0;81;-259.0;400.0;71;-178;326.0;-4
-282.0;205.0;83;-260.0;404.0;71;-178;341.0;-4
335.0;33.0;24;-205.0;403.0;50;166;91.0;-8
374.0;0.0;58;-220.0;399.0;33;166;28.0;-8
456.0;-40.0;125;-251.0;386.0;33;164;45.0;-7
-678.0;364.0;146;181.0;161.0;180;136;61.0;43
-552.0;405.0;355;199.0;109.0;161;148;257.0;5
-167.0;290.0;1915;-85.0;337.0;-167;-160;245.0;-18
-220.0;212.0;105;-112.0;293.0;76;147;108.0;4
221.0;-184.0;5;-424.0;58.0;27;74;-168.0;-7
148.0;141.0;122;-84.0;290.0;140;86;-103.0;-5
-301.0;263.0;118;-81.0;288.0;81;147;89.0;4
48.0;308.0;607;-451.0;550.0;10;8;-709.0;-3
-323.0;156.0;46;-33.0;245.0;135;140;296.0;-2
-344.0;153.0;41;-36.0;253.0;134;151;292.0;-3
256.0;343.0;-134;-540.0;221.0;-32;53;536.0;-10
-341.0;286.0;103;-61.0;284.0;94;147;101.0;4
-367.0;303.0;141;-39.0;276.0;105;147;117.0;5
205.0;507.0;-46;-257.0;-267.0;-29;9;424.0;-13
188.0;519.0;-194;-244.0;-263.0;-14;9;440.0;-13
174.0;534.0;44;-228.0;-259.0;-39;9;458.0;-13
158.0;545.0;-189;-215.0;-250.0;-58;9;477.0;-14
146.0;560.0;-225;-202.0;-231.0;-91;9;493.0;-14
133.0;572.0;167;-192.0;-213.0;-126;9;504.0;-13
106.0;584.0;-620;-139.0;-146.0;-155;7;541.0;-21
-262.0;239.0;30;-99.0;290.0;75;147;92.0;4
217.0;741.0;-3003;15.0;-347.0;-7;59;871.0;-24
-392.0;318.0;158;-16.0;265.0;113;147;146.0;5
-264.0;115.0;-1;-272.0;447.0;109;158;319.0;-3
119.0;587.0;55;-128.0;-131.0;206;4;561.0;-30
-569.0;386.0;267;145.0;149.0;154;148;279.0;5
98.0;617.0;182;-141.0;-127.0;173;-116;618.0;15
98.0;623.0;59;-143.0;-130.0;178;-109;632.0;19
100.0;631.0;251;-147.0;-132.0;174;-155;644.0;17
91.0;635.0;-74;-148.0;-133.0;176;-70;655.0;19
-558.0;394.0;295;175.0;128.0;155;148;273.0;5
-261.0;116.0;0;-269.0;446.0;109;158;321.0;-3
33.0;803.0;-18;416.0;-578.0;122;-148;719.0;-76
-3.0;820.0;-11;428.0;-583.0;121;-148;714.0;-76
-346.0;1106.0;-528;363.0;-700.0;50;69;1064.0;-21
-507.0;436.0;506;1.0;301.0;154;118;-149.0;-11
283.0;91.0;-5;-146.0;335.0;7;161;-368.0;-8
-733.0;814.0;-246;591.0;-597.0;172;-53;577.0;-40
587.0;240.0;105;-302.0;90.0;-148;39;418.0;9
-738.0;874.0;-2;487.0;-651.0;-146;-58;957.0;-142
580.0;598.0;3;46.0;-195.0;-71;21;686.0;-22
-328.0;647.0;-42;513.0;-633.0;172;-83;673.0;-159
589.0;586.0;-23;34.0;-179.0;-70;21;677.0;-22
601.0;578.0;14;25.0;-164.0;-64;21;668.0;-22
147.0;301.0;283;-504.0;543.0;22;29;389.0;-2
-529.0;1077.0;-1902;595.0;-685.0;163;109;812.0;-79
-384.0;301.0;175;-159.0;354.0;-197;80;-159.0;1
325.0;633.0;153;15.0;-684.0;-33;79;540.0;-54
30.0;511.0;-303;413.0;-662.0;-138;114;475.0;-9
85.0;488.0;-850;415.0;-658.0;-130;138;544.0;24
56.0;601.0;-422;353.0;-748.0;-50;-154;355.0;-24
631.0;536.0;50;-13.0;-115.0;-65;21;627.0;-21
-249.0;535.0;-316;516.0;-754.0;-119;-58;239.0;-105
-116.0;1161.0;408;-160.0;342.0;94;35;1101.0;25
-270.0;947.0;-362;26.0;59.0;164;63;735.0;-29
492.0;-161.0;0;101.0;226.0;135;80;-443.0;19
-430.0;798.0;-2;141.0;-473.0;15;-15;927.0;-84
-433.0;793.0;0;134.0;-470.0;16;-15;926.0;-84
248.0;-134.0;3;117.0;219.0;135;82;-301.0;19
530.0;426.0;-2380;-272.0;-4.0;16;85;748.0;-23
275.0;483.0;-87;240.0;-594.0;-30;-25;821.0;-133
156.0;966.0;-204;267.0;-716.0;-158;153;842.0;-4
-307.0;30.0;265;-369.0;509.0;118;103;349.0;8
45.0;834.0;15;399.0;-556.0;99;-102;774.0;-76
-724.0;555.0;-449;633.0;-474.0;138;-99;371.0;17
-92.0;943.0;380;-6.0;48.0;50;81;922.0;-6
40.0;837.0;24;402.0;-559.0;102;-101;774.0;-77
252.0;125.0;-1168;-584.0;464.0;68;90;416.0;-6
573.0;91.0;314;-493.0;465.0;7;20;298.0;-115
81.0;336.0;555;-421.0;534.0;17;-50;18.0;11
-295.0;193.0;-6;-352.0;575.0;75;45;105.0;-11
568.0;-68.0;2;55.0;151.0;135;83;-106.0;18
42.0;673.0;-164;401.0;-630.0;-82;-7;773.0;-125
-351.0;210.0;-3;-293.0;554.0;75;45;52.0;-12
-428.0;269.0;55;-323.0;468.0;90;104;-8.0;-1
-41.0;1099.0;-43;-149.0;-35.0;-4;82;1165.0;-14
36.0;672.0;-103;444.0;-663.0;-80;-19;701.0;-135
-92.0;1052.0;76;324.0;-563.0;168;73;1164.0;-63
21.0;836.0;15;414.0;-562.0;102;-101;777.0;-77
-384.0;1075.0;-96;328.0;-594.0;-163;74;983.0;-31
289.0;-406.0;0;-339.0;418.0;81;63;274.0;-5
-393.0;121.0;-604;-246.0;510.0;39;63;122.0;-12
-459.0;165.0;4;-283.0;539.0;82;46;216.0;-11
215.0;417.0;111;370.0;-603.0;-138;79;706.0;19
-321.0;149.0;242;-375.0;501.0;117;97;319.0;4
-512.0;-39.0;0;-560.0;616.0;36;30;194.0;-11
-237.0;-297.0;68;198.0;212.0;168;100;123.0;-20
-184.0;825.0;-46;493.0;-680.0;-77;4;745.0;-129
458.0;602.0;5;-292.0;-183.0;1;79;1154.0;-35
-112.0;880.0;-142;482.0;-583.0;93;-148;765.0;-66
32.0;838.0;23;408.0;-563.0;103;-101;779.0;-77
186.0;143.0;-352;-485.0;315.0;23;54;106.0;-4
578.0;250.0;184;-288.0;76.0;-149;41;427.0;16
604.0;237.0;-46;-341.0;138.0;4;37;575.0;-13
-116.0;855.0;-14;434.0;-674.0;156;-12;782.0;-99
617.0;566.0;-10;12.0;-148.0;-65;21;656.0;-22
54.0;664.0;-147;435.0;-656.0;-81;-13;715.0;-131
-402.0;201.0;-5;-292.0;559.0;73;45;77.0;-11
59.0;666.0;-199;418.0;-644.0;-82;-8;738.0;-126
12.0;523.0;-167;439.0;-682.0;-136;-159;413.0;-22
463.0;-521.0;-3;-164.0;107.0;139;91;20.0;-6
82.0;265.0;3;-496.0;696.0;16;75;-685.0;-7
-261.0;304.0;-737;-551.0;307.0;23;32;518.0;-13
-125.0;943.0;-616;-24.0;-28.0;55;122;841.0;-14
-340.0;143.0;-2;-516.0;620.0;-13;30;124.0;-11
-601.0;860.0;0;115.0;-280.0;17;1;864.0;-31
-21.0;134.0;130;3.0;219.0;-162;184;-309.0;-3
-150.0;890.0;-1580;-84.0;-58.0;56;126;941.0;-14
-813.0;826.0;128;353.0;-461.0;-126;-66;1390.0;-138
-680.0;601.0;12;501.0;-216.0;172;-126;-35.0;-5
-28.0;863.0;20;379.0;-655.0;57;-11;754.0;-90
466.0;-460.0;4;-128.0;434.0;143;73;65.0;-1
51.0;527.0;-357;579.0;-727.0;-138;-72;649.0;-164
633.0;553.0;33;0.0;-131.0;-64;21;639.0;-21
473.0;-275.0;0;-313.0;503.0;139;81;-414.0;-5
101.0;247.0;4;-138.0;298.0;105;120;-522.0;0
-221.0;1138.0;-1139;440.0;-675.0;-118;140;1060.0;-88
-130.0;997.0;342;41.0;-8.0;53;62;770.0;13
236.0;-182.0;8;-59.0;660.0;135;78;-905.0;19
